sheet,row_idx,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
Introduction,0,"File Documentation for the Institutional Characteristics Data File, 2021-22",,,,,,,,,
Introduction,1,Student Charges for Full Academic Year ,,,,,,,,,
Introduction,2,(Provisional release),,,,,,,,,
Introduction,3,,,,,,,,,,
Introduction,4,Filename,IC2021_AY
Introduction,5,Overview,"This file contains data on student charges for a full academic year.  Institutions that offer primarily academic programs measured in credit hours have a predominant calendar system of semester, quarter, trimester, or 4-1-4 or other academic calendar system report student charges for the full academic year.  Student charges on this data file include: average tuition and required fees for both full-time undergraduate and graduate students; per credit hour charges for both part-time undergraduate and graduate students;  Typical tuition and required fees for a full-time Doctor's - professional practice student in Chiropractic (D.C. or D.C.M.), Dentistry (D.D.S. or D.M.D.), Law (L.L.B. or J.D.), Medicine (M.D.), Optometry (O.D.), Osteopathic Medicine (D.O), Pharmacy (Pharm.D.), Podiatry (D.P.M., Pod.D., D.P.), or, Veterinary Medicine (D.V.M.), and Law (J.D.).
The price of attendance of full-time first-time undergraduates that are made available to the public on College Navigator is included on this file.  Price of attendance includes amounts for published tuition and required fees, books and supplies, room and board and other expenses.  Estimates for books and supplies, room and board and other expenses are those from the Cost of Attendance report used by the financial aid office in determining financial need.",,,,,,,,
Introduction,6,Note,"Provisional release data have undergone all NCES data quality control procedures. Data are imputed for nonresponding institutions. These data are used for First Look (Provisional Data) Web tables. Final release data include revisions to the provisional release data that have been made by institutions during the subsequent data collection year. The final release data can be used when the most up to date data are required; however, these data may not match tables from the First Look Web tables based on provisional data. ",,,,,,,,
Introduction,7,Contents of spreadsheet,,,,,,,,,
Introduction,8,Varlist,"Variable list: Lists all variables in the table. Includes the variable name, variable label and the Data type, format and maximum field width of each variable.  The data type describes a variable as either a numeric (N) or Alphanumeric (A) and the format of a variable defines a variable as either continuous (Cont) or categorical (Disc).  It all also lists the variable name of all imputation flag variables for each continuous variable. Imputation flag variable describes whether a value for the corresponding variable was reported, imputed or not applicable.",,,,,,,,
Introduction,9,Description,Long description or glossary definition of a variable. ,,,,,,,,
Introduction,10,Statistics,"This worksheet lists the sum, mean, minimum and maximum values of all continuous variables in the data file. ",,,,,,,,
Introduction,11,Imputation code values,This worksheet lists the code values for all imputation flag variables.,,,,,,,,
Statistics,20,11726,ISPFEE1,28,21028,751,0,4342,Chiropractic: In-state required fees
Statistics,21,11731,OSPROF1,27,557015,20630.185185185186,0,42348,Chiropractic: Out-of-state tuition
Statistics,22,11736,OSPFEE1,27,21028,778.81481481481478,0,4342,Chiropractic: Out-of-state required fees
Statistics,23,11741,ISPROF2,73,3427500,46952.054794520547,0,119360,Dentistry: In-state tuition
Statistics,24,11746,ISPFEE2,73,417880,5724.3835616438355,0,20562,Dentistry: In-state required fees
Statistics,25,11751,OSPROF2,72,4603069,63931.513888888891,0,119360,Dentistry: Out-of-state tuition
Statistics,26,11756,OSPFEE2,72,420141,5835.291666666667,0,20562,Dentistry: Out-of-state required fees
Statistics,27,11761,ISPROF3,159,6572586,41337.018867924526,0,76531,Medicine: In-state tuition
Statistics,28,11766,ISPFEE3,159,343966,2163.3081761006288,0,15852,Medicine: In-state required fees
Statistics,29,11771,OSPROF3,157,8567876,54572.458598726116,0,87150,Medicine: Out-of-state tuition
Statistics,30,11776,OSPFEE3,157,371474,2366.0764331210189,0,36826,Medicine: Out-of-state required fees
Statistics,31,11781,ISPROF4,29,824631,28435.551724137931,0,46860,Optometry: In-state tuition
Statistics,32,11786,ISPFEE4,29,21115,728.10344827586209,0,2718,Optometry: In-state required fees
Statistics,33,11791,OSPROF4,28,971186,34685.214285714283,0,54012,Optometry: Out-of-state tuition
Statistics,34,11796,OSPFEE4,28,21115,754.10714285714289,0,2718,Optometry: Out-of-state required fees
Statistics,35,11801,ISPROF5,44,1893764,43040.090909090912,0,76099,Osteopathic Medicine: In-state tuition
Statistics,36,11806,ISPFEE5,44,57615,1309.4318181818182,0,9746,Osteopathic Medicine: In-state required fees
Statistics,37,11811,OSPROF5,43,2042581,47501.883720930229,0,76099,Osteopathic Medicine: Out-of-state tuition
Statistics,38,11816,OSPFEE5,43,57618,1339.953488372093,0,9746,Osteopathic Medicine: Out-of-state required fees
Statistics,39,11821,ISPROF6,147,4661428,31710.394557823129,0,84060,Pharmacy: In-state tuition
Statistics,40,11826,ISPFEE6,147,286703,1950.360544217687,0,13694,Pharmacy: In-state required fees
Statistics,41,11831,OSPROF6,146,5728961,39239.45890410959,0,84060,Pharmacy: Out-of-state tuition
Statistics,42,11836,OSPFEE6,146,294682,2018.3698630136987,0,18120,Pharmacy: Out-of-state required fees
Statistics,43,11841,ISPROF7,16,356487,22280.4375,0,47020,Podiatry: In-state tuition
Statistics,44,11846,ISPFEE7,16,9536,596,0,3065,Podiatry: In-state required fees
Statistics,45,11851,OSPROF7,15,358371,23891.4,0,47020,Podiatry: Out-of-state tuition
Statistics,46,11856,OSPFEE7,15,9536,635.73333333333335,0,3065,Podiatry: Out-of-state required fees
Statistics,47,11861,ISPROF8,44,1105492,25124.81818181818,0,66652,Veterinary Medicine: In-state tuition
Statistics,48,11866,ISPFEE8,44,91079,2069.9772727272725,0,14830,Veterinary Medicine: In-state required fees
Statistics,49,11871,OSPROF8,43,1758078,40885.534883720931,0,72932,Veterinary Medicine: Out-of-state tuition
Statistics,50,11876,OSPFEE8,43,127718,2970.1860465116279,0,32397,Veterinary Medicine: Out-of-state required fees
Statistics,51,11881,ISPROF9,218,7944021,36440.463302752294,0,73584,Law: In-state tuition
Statistics,52,11886,ISPFEE9,218,329201,1510.0963302752293,0,24093,Law: In-state required fees
Statistics,53,11891,OSPROF9,217,9011978,41529.852534562211,0,73584,Law: Out-of-state tuition
Statistics,54,11896,OSPFEE9,217,374753,1726.9723502304148,0,24093,Law: Out-of-state required fees
Statistics,55,15262,CHG1AT0,3423,50556389,14769.614081215308,0,56800,Published in-district tuition 2018-19
Statistics,56,15263,CHG1AF0,3423,3199320,934.65381244522348,0,17907,Published in-district fees 2018-19
Statistics,57,15261,CHG1AY0,3423,53755709,15704.267893660532,480,59430,Published in-district tuition and fees 2018-19
Statistics,58,11942,CHG1AT1,3435,51984406,15133.742649199417,0,59100,Published in-district tuition 2019-20
Statistics,59,11943,CHG1AF1,3435,3319895,966.49053857350805,0,17687,Published in-district fees 2019-20
Statistics,60,11941,CHG1AY1,3435,55304301,16100.233187772927,480,61788,Published in-district tuition and fees 2019-20
Statistics,61,11947,CHG1AT2,3446,53112920,15412.919326755658,0,60872,Published in-district tuition 2020-21
Statistics,62,11948,CHG1AF2,3446,3386804,982.82182240278587,0,21169,Published in-district fees 2020-21
Statistics,63,11946,CHG1AY2,3446,56499724,16395.741149158446,480,63885,Published in-district tuition and fees 2020-21
Statistics,64,11952,CHG1AT3,3456,54106362,15655.776041666666,0,63216,Published in-district tuition 2021-22
Statistics,65,11953,CHG1AF3,3456,3462895,1001.9950810185185,0,21125,Published in-district fees 2021-22
Statistics,66,11951,CHG1AY3,3456,57569257,16657.771122685186,480,66064,Published in-district tuition and fees 2021-22
Statistics,67,11954,CHG1TGTD,204,186,0.91176470588235292,0,17,Published in-district tuition 2021-22 guaranteed percent increase (if applicable)
Statistics,68,11955,CHG1FGTD,67,46,0.68656716417910446,0,30,Published in-district fees 2021-22 guaranteed percent increase (if applicable)
Statistics,69,15272,CHG2AT0,3423,51110391,14931.460999123576,0,56800,Published in-state tuition 2018-19
Statistics,70,15273,CHG2AF0,3423,3232706,944.40724510663165,0,17907,Published in-state fees 2018-19
Statistics,71,15271,CHG2AY0,3423,54343097,15875.868244230207,480,59430,Published in-state tuition and fees 2018-19
Statistics,72,11957,CHG2AT1,3435,52546172,15297.284425036391,0,59100,Published in-state tuition 2019-20
Statistics,73,11958,CHG2AF1,3435,3356382,977.11266375545847,0,17687,Published in-state fees 2019-20
Statistics,74,11956,CHG2AY1,3435,55902554,16274.397088791849,480,61788,Published in-state tuition and fees 2019-20
Statistics,75,11962,CHG2AT2,3446,53684102,15578.671503192107,0,60872,Published in-state tuition 2020-21
Statistics,76,11963,CHG2AF2,3446,3418435,992.00087057457927,0,21169,Published in-state fees 2020-21
Statistics,77,11961,CHG2AY2,3446,57102537,16570.672373766687,480,63885,Published in-state tuition and fees 2020-21
Statistics,78,11967,CHG2AT3,3456,54701757,15828.0546875,0,63216,Published in-state tuition 2021-22
Statistics,79,11968,CHG2AF3,3456,3493903,1010.9673032407408,0,21125,Published in-state fees 2021-22
Statistics,80,11966,CHG2AY3,3456,58195660,16839.021990740741,480,66064,Published in-state tuition and fees 2021-22
Statistics,81,11969,CHG2TGTD,203,186,0.91625615763546797,0,17,Published in-state tuition 2021-22 guaranteed percent increase (if applicable)
Statistics,82,11970,CHG2FGTD,67,46,0.68656716417910446,0,30,Published in-state fees 2021-22 guaranteed percent increase (if applicable)
Statistics,83,15282,CHG3AT0,3423,61475860,17959.64358749635,0,56800,Published out-of-state tuition 2018-19
Statistics,84,15283,CHG3AF0,3423,3462685,1011.5936313175577,0,31950,Published out-of-state fees 2018-19
Statistics,85,15281,CHG3AY0,3423,64938545,18971.237218813905,480,59430,Published out-of-state tuition and fees 2018-19
Statistics,86,11972,CHG3AT1,3435,63059610,18357.965065502183,0,59100,Published out-of-state tuition 2019-20
Statistics,87,11973,CHG3AF1,3435,3577628,1041.5219796215429,0,33199,Published out-of-state fees 2019-20
Statistics,88,11971,CHG3AY1,3435,66637238,19399.487045123726,480,61788,Published out-of-state tuition and fees 2019-20
Statistics,89,11977,CHG3AT2,3446,64292219,18657.057167730702,0,60872,Published out-of-state tuition 2020-21
Statistics,90,11978,CHG3AF2,3446,3635299,1054.9329657573999,0,21169,Published out-of-state fees 2020-21
Statistics,91,11976,CHG3AY2,3446,67927518,19711.990133488103,480,63885,Published out-of-state tuition and fees 2020-21
Statistics,92,11982,CHG3AT3,3456,65407912,18925.900462962964,0,63216,Published out-of-state tuition 2021-22
Statistics,93,11983,CHG3AF3,3456,3703473,1071.6067708333333,0,21125,Published out-of-state fees 2021-22
Statistics,94,11981,CHG3AY3,3456,69111385,19997.507233796296,480,66064,Published out-of-state tuition and fees 2021-22
Statistics,95,15298,CHG3TGTD,169,80,0.47337278106508873,0,14,Published out-of-state tuition 2021-22 guaranteed percent increase (if applicable)
Statistics,96,15299,CHG3FGTD,57,44,0.77192982456140347,0,30,Published out-of-state fees 2021-22 guaranteed percent increase (if applicable)
Statistics,97,11985,CHG4AY0,3369,4286701,1272.3956663698427,0,7950,Books and supplies 2018-19
