year,UNITID,ARANK,XSAINSTT,SAINSTT,XSAINSTM,SAINSTM,XSAINSTW,SAINSTW,XSA_9MCT,SA_9MCT,XSA_9MCM,SA_9MCM,XSA_9MCW,SA_9MCW,XSATOTLT,SATOTLT,XSATOTLM,SATOTLM,XSATOTLW,SATOTLW,XSA09MCT,SA09MCT,XSA09MCM,SA09MCM,XSA09MCW,SA09MCW,XSA10MCT,SA10MCT,XSA10MCM,SA10MCM,XSA10MCW,SA10MCW,XSA11MCT,SA11MCT,XSA11MCM,SA11MCM,XSA11MCW,SA11MCW,XSA12MCT,SA12MCT,XSA12MCM,SA12MCM,XSA12MCW,SA12MCW,XSAOUTLT,SAOUTLT,XSAOUTLM,SAOUTLM,XSAOUTLW,SAOUTLW,XSA09MOT,SA09MOT,XSA09MOM,SA09MOM,XSA09MOW,SA09MOW,XSA10MOT,SA10MOT,XSA10MOM,SA10MOM,XSA10MOW,SA10MOW,XSA11MOT,SA11MOT,XSA11MOM,SA11MOM,XSA11MOW,SA11MOW,XSA12MOT,SA12MOT,XSA12MOM,SA12MOM,XSA12MOW,SA12MOW,XSAEQ9OT,SAEQ9OT,XSAEQ9OM,SAEQ9OM,XSAEQ9OW,SAEQ9OW,XSAEQ9AT,SAEQ9AT,XSAEQ9AM,SAEQ9AM,XSAEQ9AW,SAEQ9AW,XSA09MAT,SA09MAT,XSA09MAM,SA09MAM,XSA09MAW,SA09MAW,XSA10MAT,SA10MAT,XSA10MAM,SA10MAM,XSA10MAW,SA10MAW,XSA11MAT,SA11MAT,XSA11MAM,SA11MAM,XSA11MAW,SA11MAW,XSA12MAT,SA12MAT,XSA12MAM,SA12MAM,XSA12MAW,SA12MAW 
2022,131520,1,R,176,R,111,R,65,R,0,Z,0,Z,0,R,176,R,111,R,65,R,150,R,94,R,56,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,26,R,17,R,9,R,26741282,R,17050792,R,9690490,R,22521104,R,14283338,R,8237766,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,4220178,R,2767454,R,1452724,R,25686238,R,16358929,R,9327309,R,145945,R,147378,R,143497,R,150141,R,151950,R,147103,A,,A,,A,,A,,A,,A,,R,162315,R,162791,R,161414
2022,131520,2,R,211,R,112,R,99,R,0,Z,0,Z,0,R,211,R,112,R,99,R,177,R,93,R,84,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,34,R,19,R,15,R,23840631,R,12726780,R,11113851,R,19324736,R,10191027,R,9133709,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,4515895,R,2535753,R,1980142,R,22711657,R,12092842,R,10618816,R,107638,R,107972,R,107261,R,109179,R,109581,R,108735,A,,A,,A,,A,,A,,A,,R,132820,R,133461,R,132009
2022,131520,3,R,197,R,72,R,125,R,0,Z,0,Z,0,R,197,R,72,R,125,R,151,R,57,R,94,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,46,R,15,R,31,R,19873785,R,7393194,R,12480591,R,14327701,R,5548350,R,8779351,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,5546084,R,1844844,R,3701240,R,18487264,R,6931983,R,11555281,R,93844,R,96278,R,92442,R,94885,R,97339,R,93397,A,,A,,A,,A,,A,,A,,R,120567,R,122990,R,119395
2022,131520,4,R,52,R,25,R,27,R,0,Z,0,Z,0,R,52,R,25,R,27,R,46,R,25,R,21,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,6,Z,0,R,6,R,3952019,R,1787396,R,2164623,R,3332580,R,1787396,R,1545184,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,619439,Z,0,R,619439,R,3797159,R,1787396,R,2009763,R,73022,R,71496,R,74436,R,72447,R,71496,R,73580,A,,A,,A,,A,,A,,A,,R,103240,A,,R,103240
2022,131520,5,R,131,R,63,R,68,R,0,Z,0,Z,0,R,131,R,63,R,68,R,129,R,61,R,68,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,2,R,2,Z,0,R,7999781,R,3889008,R,4110773,R,7873781,R,3763008,R,4110773,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,126000,R,126000,Z,0,R,7968281,R,3857508,R,4110773,R,60827,R,61230,R,60453,R,61037,R,61689,R,60453,A,,A,,A,,A,,A,,A,,R,63000,R,63000,A,
2022,131520,7,R,767,R,383,R,384,R,0,R,0,R,0,R,767,R,383,R,384,R,653,R,330,R,323,R,0,R,0,R,0,R,0,R,0,R,0,R,114,R,53,R,61,R,82407498,R,42847170,R,39560328,R,67379902,R,35573119,R,31806783,R,0,R,0,R,0,R,0,R,0,R,0,R,15027596,R,7274051,R,7753545,R,78650599,R,41028657,R,37621942,R,102543,R,107124,R,97974,R,103185,R,107797,R,98473,A,,A,,A,,A,,A,,A,,R,131821,R,137246,R,127107
2022,133951,1,R,311,R,236,R,75,R,0,Z,0,Z,0,R,311,R,236,R,75,R,0,Z,0,Z,0,R,270,R,205,R,65,R,0,Z,0,Z,0,R,41,R,31,R,10,R,49204036,R,37940941,R,11263095,R,0,Z,0,Z,0,R,39458416,R,30094909,R,9363507,R,0,Z,0,Z,0,R,9745620,R,7846032,R,1899588,R,42821789,R,32969942,R,9851847,R,137691,R,139703,R,131358,A,,A,,A,,R,146142,R,146804,R,144054,A,,A,,A,,R,237698,R,253098,R,189959
2022,133951,2,R,330,R,188,R,142,R,0,Z,0,Z,0,R,330,R,188,R,142,R,0,Z,0,Z,0,R,306,R,175,R,131,R,0,Z,0,Z,0,R,24,R,13,R,11,R,34828972,R,20071424,R,14757548,R,0,Z,0,Z,0,R,31814540,R,18403882,R,13410658,R,0,Z,0,Z,0,R,3014432,R,1667542,R,1346890,R,30893910,R,17814150,R,13079760,R,93618,R,94756,R,92111,A,,A,,A,,R,103969,R,105165,R,102371,A,,A,,A,,R,125601,R,128272,R,122445
2022,133951,3,R,246,R,113,R,133,R,0,Z,0,Z,0,R,246,R,113,R,133,R,0,Z,0,Z,0,R,210,R,104,R,106,R,0,Z,0,Z,0,R,36,R,9,R,27,R,24483847,R,11790178,R,12693669,R,0,Z,0,Z,0,R,20444459,R,10714916,R,9729543,R,0,Z,0,Z,0,R,4039388,R,1075262,R,2964126,R,21429554,R,10449871,R,10979683,R,87112,R,92477,R,82554,A,,A,,A,,R,97355,R,103028,R,91788,A,,A,,A,,R,112205,R,119474,R,109782
2022,133951,4,R,406,R,195,R,211,R,0,Z,0,Z,0,R,406,R,195,R,211,R,0,Z,0,Z,0,R,289,R,146,R,143,R,0,Z,0,Z,0,R,117,R,49,R,68,R,32975703,R,16076437,R,16899266,R,0,Z,0,Z,0,R,22080548,R,11397620,R,10682928,R,0,Z,0,Z,0,R,10895155,R,4678817,R,6216338,R,28043859,R,13766971,R,14276889,R,69074,R,70600,R,67663,A,,A,,A,,R,76403,R,78066,R,74706,A,,A,,A,,R,93121,R,95486,R,91417
2022,133951,5,R,13,R,3,R,10,R,0,Z,0,Z,0,R,13,R,3,R,10,R,0,Z,0,Z,0,R,10,R,2,R,8,R,0,Z,0,Z,0,R,3,R,1,R,2,R,1536093,R,447278,R,1088815,R,0,Z,0,Z,0,R,1032536,R,274278,R,758258,R,0,Z,0,Z,0,R,503557,R,173000,R,330557,R,1306950,R,376600,R,930350,R,100535,R,125533,R,93035,A,,A,,A,,R,103254,R,137139,R,94782,A,,A,,A,,R,167852,R,173000,R,165279
2022,133951,6,R,20,R,8,R,12,R,0,Z,0,Z,0,R,20,R,8,R,12,R,0,Z,0,Z,0,R,2,R,2,R,0,R,0,Z,0,Z,0,R,18,R,6,R,12,R,2655456,R,1048163,R,1607293,R,0,Z,0,Z,0,R,184790,R,184790,R,0,R,0,Z,0,Z,0,R,2470666,R,863373,R,1607293,R,2019311,R,813841,R,1205470,R,100966,R,101730,R,100456,A,,A,,A,,R,92395,R,92395,A,,A,,A,,A,,R,137259,R,143896,R,133941
2022,133951,7,R,1326,R,743,R,583,R,0,R,0,R,0,R,1326,R,743,R,583,R,0,R,0,R,0,R,1087,R,634,R,453,R,0,R,0,R,0,R,239,R,109,R,130,R,145684107,R,87374421,R,58309686,R,0,R,0,R,0,R,115015289,R,71070395,R,43944894,R,0,R,0,R,0,R,30668818,R,16304026,R,14364792,R,126515374,R,76191375,R,50323999,R,95411,R,102546,R,86319,A,,A,,A,,R,105810,R,112098,R,97009,A,,A,,A,,R,128321,R,149578,R,110498
2022,134097,1,R,498,R,359,R,139,R,0,R,0,R,0,R,498,R,359,R,139,R,463,R,334,R,129,R,0,R,0,R,0,R,0,R,0,R,0,R,35,R,25,R,10,R,75885222,R,55799720,R,20085502,R,68178821,R,50531785,R,17647036,R,0,R,0,R,0,R,0,R,0,R,0,R,7706401,R,5267935,R,2438466,R,73958622,R,54482736,R,19475886,R,148511,R,151762,R,140114,R,147254,R,151293,R,136799,A,,A,,A,,A,,A,,A,,R,220183,R,210717,R,243847
2022,134097,2,R,373,R,208,R,165,R,0,R,0,R,0,R,373,R,208,R,165,R,358,R,198,R,160,R,0,R,0,R,0,R,0,R,0,R,0,R,15,R,10,R,5,R,41933123,R,24439233,R,17493890,R,39649328,R,22972825,R,16676503,R,0,R,0,R,0,R,0,R,0,R,0,R,2283795,R,1466408,R,817387,R,41362174,R,24072631,R,17289543,R,110891,R,115734,R,104785,R,110752,R,116024,R,104228,A,,A,,A,,A,,A,,A,,R,152253,R,146641,R,163477
2022,134097,3,R,304,R,160,R,144,R,0,R,0,R,0,R,304,R,160,R,144,R,292,R,156,R,136,R,0,R,0,R,0,R,0,R,0,R,0,R,12,R,4,R,8,R,28760909,R,15596599,R,13164310,R,27518310,R,15168789,R,12349521,R,0,R,0,R,0,R,0,R,0,R,0,R,1242599,R,427810,R,814789,R,28450259,R,15489647,R,12960613,R,93586,R,96810,R,90004,R,94241,R,97236,R,90805,A,,A,,A,,A,,A,,A,,R,103550,R,106953,R,101849
2022,134097,6,R,411,R,185,R,226,R,0,R,0,R,0,R,411,R,185,R,226,R,184,R,70,R,114,R,0,R,0,R,0,R,0,R,0,R,0,R,227,R,115,R,112,R,36276209,R,17783537,R,18492672,R,15940494,R,6784100,R,9156394,R,0,R,0,R,0,R,0,R,0,R,0,R,20335715,R,10999437,R,9336278,R,31192280,R,15033678,R,16158603,R,75894,R,81263,R,71498,R,86633,R,96916,R,80319,A,,A,,A,,A,,A,,A,,R,89585,R,95647,R,83360
2022,134097,7,R,1586,R,912,R,674,R,0,R,0,R,0,R,1586,R,912,R,674,R,1297,R,758,R,539,R,0,R,0,R,0,R,0,R,0,R,0,R,289,R,154,R,135,R,182855463,R,113619089,R,69236374,R,151286953,R,95457499,R,55829454,R,0,R,0,R,0,R,0,R,0,R,0,R,31568510,R,18161590,R,13406920,R,174963336,R,109078692,R,65884644,R,110317,R,119604,R,97752,R,116644,R,125933,R,103580,A,,A,,A,,A,,A,,A,,R,109234,R,117932,R,99311
2022,134130,1,R,872,R,636,R,236,R,0,Z,0,Z,0,R,872,R,636,R,236,R,582,R,430,R,152,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,290,R,206,R,84,R,156061051,R,115837623,R,40223428,R,96047124,R,72854015,R,23193109,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,60013927,R,42983608,R,17030319,R,141057569,R,105091721,R,35965848,R,161763,R,165239,R,152398,R,165029,R,169428,R,152586,A,,A,,A,,A,,A,,A,,R,206945,R,208658,R,202742
2022,134130,2,R,532,R,315,R,217,R,0,Z,0,Z,0,R,532,R,315,R,217,R,376,R,230,R,146,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,156,R,85,R,71,R,65340892,R,39827650,R,25513242,R,43403475,R,27265044,R,16138431,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,21937417,R,12562606,R,9374811,R,59856538,R,36686999,R,23169539,R,112512,R,116467,R,106772,R,115435,R,118544,R,110537,A,,A,,A,,A,,A,,A,,R,140624,R,147795,R,132040
2022,134130,3,R,681,R,344,R,337,R,0,Z,0,Z,0,R,681,R,344,R,337,R,484,R,255,R,229,R,2,R,1,R,1,R,0,Z,0,Z,0,R,195,R,88,R,107,R,69945254,R,36562438,R,33382816,R,48513597,R,26495179,R,22018418,R,188375,R,91833,R,96542,R,0,Z,0,Z,0,R,21243282,R,9975426,R,11267856,R,64615596,R,34059398,R,30556198,R,94883,R,99010,R,90671,R,100235,R,103903,R,96150,R,94188,R,91833,R,96542,A,,A,,A,,R,108940,R,113357,R,105307
2022,134130,5,R,502,R,209,R,293,R,0,Z,0,Z,0,R,502,R,209,R,293,R,303,R,131,R,172,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,198,R,78,R,120,R,40155815,R,17091052,R,23064763,R,21350112,R,9600889,R,11749223,R,82697,Z,0,R,82697,R,0,Z,0,Z,0,R,18723006,R,7490163,R,11232843,R,35466794,R,15218511,R,20248283,R,70651,R,72816,R,69107,R,70462,R,73289,R,68309,R,82697,A,,R,82697,A,,A,,A,,R,94561,R,96028,R,93607
2022,134130,6,R,87,R,43,R,44,R,0,Z,0,Z,0,R,87,R,43,R,44,R,4,R,3,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,83,R,40,R,43,R,7987860,R,4226823,R,3761037,R,199010,R,163227,R,35783,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,7788850,R,4063596,R,3725254,R,6040648,R,3210924,R,2829724,R,69433,R,74673,R,64312,R,49753,R,54409,R,35783,A,,A,,A,,A,,A,,A,,R,93842,R,101590,R,86634
2022,134130,7,R,2674,R,1547,R,1127,R,0,R,0,R,0,R,2674,R,1547,R,1127,R,1749,R,1049,R,700,R,3,R,1,R,2,R,0,R,0,R,0,R,922,R,497,R,425,R,339490872,R,213545586,R,125945286,R,209513318,R,136378354,R,73134964,R,271072,R,91833,R,179239,R,0,R,0,R,0,R,129706482,R,77075399,R,52631083,R,307037144,R,194267553,R,112769591,R,114823,R,125577,R,100062,R,119790,R,130008,R,104479,R,90357,R,91833,R,89620,A,,A,,A,,R,140679,R,155081,R,123838
2022,135726,1,R,366,R,258,R,108,R,0,Z,0,Z,0,R,366,R,258,R,108,R,350,R,247,R,103,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,16,R,11,R,5,R,67571628,R,48637071,R,18934557,R,63968633,R,46108266,R,17860367,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,3602995,R,2528805,R,1074190,R,66670879,R,48004870,R,18666010,R,182161,R,186065,R,172833,R,182768,R,186673,R,173402,A,,A,,A,,A,,A,,A,,R,225187,R,229891,R,214838
2022,135726,2,R,283,R,172,R,111,R,0,Z,0,Z,0,R,283,R,172,R,111,R,261,R,165,R,96,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,22,R,7,R,15,R,36377302,R,22145846,R,14231456,R,32822683,R,20961222,R,11861461,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,3554619,R,1184624,R,2369995,R,35488647,R,21849690,R,13638957,R,125402,R,127033,R,122873,R,125757,R,127038,R,123557,A,,A,,A,,A,,A,,A,,R,161574,R,169232,R,158000
2022,135726,3,R,170,R,91,R,79,R,0,Z,0,Z,0,R,170,R,91,R,79,R,159,R,88,R,71,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,11,R,3,R,8,R,18345317,R,10224561,R,8120756,R,17001449,R,9854028,R,7147421,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,1343868,R,370533,R,973335,R,18009350,R,10131928,R,7877422,R,105937,R,111340,R,99714,R,106927,R,111978,R,100668,A,,A,,A,,A,,A,,A,,R,122170,R,123511,R,121667
2022,135726,5,R,296,R,141,R,155,R,0,Z,0,Z,0,R,296,R,141,R,155,R,268,R,128,R,140,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,28,R,13,R,15,R,22286779,R,10610753,R,11676026,R,18826156,R,9250535,R,9575621,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,3460623,R,1360218,R,2100405,R,21421623,R,10270699,R,11150925,R,72370,R,72842,R,71941,R,70247,R,72270,R,68397,A,,A,,A,,A,,A,,A,,R,123594,R,104632,R,140027
2022,135726,7,R,1115,R,662,R,453,R,0,R,0,R,0,R,1115,R,662,R,453,R,1038,R,628,R,410,R,0,R,0,R,0,R,0,R,0,R,0,R,77,R,34,R,43,R,144581026,R,91618231,R,52962795,R,132618921,R,86174051,R,46444870,R,0,R,0,R,0,R,0,R,0,R,0,R,11962105,R,5444180,R,6517925,R,141590500,R,90257186,R,51333314,R,126987,R,136340,R,113319,R,127764,R,137220,R,113280,A,,A,,A,,A,,A,,A,,R,155352,R,160123,R,151580
2022,137351,1,R,394,R,267,R,127,R,0,R,0,R,0,R,394,R,267,R,127,R,339,R,233,R,106,R,0,R,0,R,0,R,0,R,0,R,0,R,55,R,34,R,21,R,57364433,R,40820398,R,16544035,R,47422763,R,34334077,R,13088686,R,0,R,0,R,0,R,0,R,0,R,0,R,9941670,R,6486321,R,3455349,R,54879016,R,39198818,R,15680198,R,139287,R,146812,R,123466,R,139890,R,147357,R,123478,A,,A,,A,,A,,A,,A,,R,180758,R,190774,R,164540
2022,137351,2,R,384,R,208,R,176,R,0,R,0,R,0,R,384,R,208,R,176,R,337,R,186,R,151,R,0,R,0,R,0,R,0,R,0,R,0,R,47,R,22,R,25,R,40256802,R,22363545,R,17893257,R,34315383,R,19600918,R,14714465,R,0,R,0,R,0,R,0,R,0,R,0,R,5941419,R,2762627,R,3178792,R,38771447,R,21672888,R,17098559,R,100967,R,104197,R,97151,R,101826,R,105381,R,97447,A,,A,,A,,A,,A,,A,,R,126413,R,125574,R,127152
2022,137351,3,R,209,R,104,R,105,R,0,R,0,R,0,R,209,R,104,R,105,R,172,R,96,R,76,R,0,R,0,R,0,R,0,R,0,R,0,R,37,R,8,R,29,R,20010223,R,10048254,R,9961969,R,15795385,R,9202032,R,6593353,R,0,R,0,R,0,R,0,R,0,R,0,R,4214838,R,846222,R,3368616,R,18956514,R,9836699,R,9119815,R,90701,R,94584,R,86855,R,91834,R,95855,R,86755,A,,A,,A,,A,,A,,A,,R,113915,R,105778,R,116159
2022,137351,4,R,457,R,184,R,273,R,0,R,0,R,0,R,457,R,184,R,273,R,334,R,144,R,190,R,0,R,0,R,0,R,0,R,0,R,0,R,123,R,40,R,83,R,32432809,R,13794982,R,18637827,R,22770784,R,10308734,R,12462050,R,0,R,0,R,0,R,0,R,0,R,0,R,9662025,R,3486248,R,6175777,R,30017303,R,12923420,R,17093883,R,65683,R,70236,R,62615,R,68176,R,71588,R,65590,A,,A,,A,,A,,A,,A,,R,78553,R,87156,R,74407
2022,137351,6,R,16,R,4,R,12,R,0,R,0,R,0,R,16,R,4,R,12,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,16,R,4,R,12,R,1348685,R,390329,R,958356,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1348685,R,390329,R,958356,R,1011514,R,292747,R,718767,R,63220,R,73187,R,59897,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,84293,R,97582,R,79863
2022,137351,7,R,1460,R,767,R,693,R,0,R,0,R,0,R,1460,R,767,R,693,R,1182,R,659,R,523,R,0,R,0,R,0,R,0,R,0,R,0,R,278,R,108,R,170,R,151412952,R,87417508,R,63995444,R,120304315,R,73445761,R,46858554,R,0,R,0,R,0,R,0,R,0,R,0,R,31108637,R,13971747,R,17136890,R,143635793,R,83924571,R,59711222,R,98381,R,109419,R,86163,R,101780,R,111450,R,89596,A,,A,,A,,A,,A,,A,,R,111902,R,129368,R,100805
2022,139658,1,R,379,R,233,R,146,R,1,R,1,R,0,R,378,R,232,R,146,R,301,R,188,R,113,R,3,R,0,R,3,R,0,R,0,R,0,R,74,R,44,R,30,R,78262225,R,49347543,R,28914682,R,59294775,R,38380404,R,20914371,R,606401,R,0,R,606401,R,0,R,0,R,0,R,18361049,R,10967139,R,7393910,R,73611323,R,46605758,R,27005564,R,194739,R,200887,R,184970,R,196993,R,204151,R,185083,R,202134,A,,R,202134,A,,A,,A,,R,248122,R,249253,R,246464
2022,139658,2,R,227,R,123,R,104,R,1,R,1,R,0,R,226,R,122,R,104,R,179,R,106,R,73,R,0,R,0,R,0,R,3,R,1,R,2,R,44,R,15,R,29,R,31943804,R,17359616,R,14584188,R,24030211,R,14716545,R,9313666,R,0,R,0,R,0,R,330019,R,114619,R,215400,R,7583574,R,2528452,R,5055122,R,29987847,R,16706642,R,13281205,R,132690,R,136940,R,127704,R,134247,R,138835,R,127584,A,,A,,A,,R,110006,R,114619,R,107700,R,172354,R,168563,R,174315
2022,139658,3,R,243,R,94,R,149,R,2,R,0,R,2,R,241,R,94,R,147,R,169,R,75,R,94,R,1,R,0,R,1,R,4,R,3,R,1,R,67,R,16,R,51,R,26610333,R,10566247,R,16044086,R,17152082,R,8121780,R,9030302,R,137034,R,0,R,137034,R,391091,R,298231,R,92860,R,8930126,R,2146236,R,6783890,R,24292920,R,9975410,R,14317510,R,100800,R,106121,R,97398,R,101492,R,108290,R,96067,R,137034,A,,R,137034,R,97773,R,99410,R,92860,R,133285,R,134140,R,133017
2022,139658,4,R,54,R,8,R,46,R,8,R,1,R,7,R,46,R,7,R,39,R,27,R,5,R,22,R,0,R,0,R,0,R,0,R,0,R,0,R,19,R,2,R,17,R,3232750,R,444686,R,2788064,R,1339489,R,274113,R,1065376,R,0,R,0,R,0,R,0,R,0,R,0,R,1893261,R,170573,R,1722688,R,2759435,R,402043,R,2357392,R,59988,R,57435,R,60446,R,49611,R,54823,R,48426,A,,A,,A,,A,,A,,A,,R,99645,R,85287,R,101335
2022,139658,5,R,134,R,58,R,76,R,1,R,0,R,1,R,133,R,58,R,75,R,124,R,51,R,73,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,7,R,2,R,10889792,R,5103277,R,5786515,R,9330988,R,3984443,R,5346545,R,0,R,0,R,0,R,0,R,0,R,0,R,1558804,R,1118834,R,439970,R,10500091,R,4823569,R,5676523,R,78948,R,83165,R,75687,R,75250,R,78126,R,73240,A,,A,,A,,A,,A,,A,,R,173200,R,159833,R,219985
2022,139658,6,R,5,R,1,R,4,R,5,R,1,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
2022,139658,7,R,1042,R,517,R,525,R,18,R,4,R,14,R,1024,R,513,R,511,R,800,R,425,R,375,R,4,R,0,R,4,R,7,R,4,R,3,R,213,R,84,R,129,R,150938904,R,82821369,R,68117535,R,111147545,R,65477285,R,45670260,R,743435,R,0,R,743435,R,721110,R,412850,R,308260,R,38326814,R,16931234,R,21395580,R,141151615,R,78513422,R,62638193,R,137843,R,153048,R,122580,R,138934,R,154064,R,121787,R,185859,A,,R,185859,R,103016,R,103213,R,102753,R,179938,R,201562,R,165857
2022,139755,1,R,434,R,350,R,84,R,0,R,0,R,0,R,434,R,350,R,84,R,385,R,313,R,72,R,0,R,0,R,0,R,0,R,0,R,0,R,49,R,37,R,12,R,81006536,R,65188374,R,15818162,R,67336544,R,55159944,R,12176600,R,0,R,0,R,0,R,0,R,0,R,0,R,13669992,R,10028430,R,3641562,R,77589038,R,62681267,R,14907772,R,178777,R,179089,R,177473,R,174900,R,176230,R,169119,A,,A,,A,,A,,A,,A,,R,278979,R,271039,R,303464
2022,139755,2,R,239,R,168,R,71,R,0,R,0,R,0,R,239,R,168,R,71,R,227,R,159,R,68,R,0,R,0,R,0,R,0,R,0,R,0,R,12,R,9,R,3,R,31332192,R,22096581,R,9235611,R,29077350,R,20463911,R,8613439,R,0,R,0,R,0,R,0,R,0,R,0,R,2254842,R,1632670,R,622172,R,30768482,R,21688414,R,9080068,R,128738,R,129098,R,127888,R,128094,R,128704,R,126668,A,,A,,A,,A,,A,,A,,R,187904,R,181408,R,207391
2022,139755,3,R,189,R,114,R,75,R,0,R,0,R,0,R,189,R,114,R,75,R,189,R,114,R,75,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,22461302,R,13741118,R,8720184,R,22461302,R,13741118,R,8720184,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,22461302,R,13741118,R,8720184,R,118843,R,120536,R,116269,R,118843,R,120536,R,116269,A,,A,,A,,A,,A,,A,,A,,A,,A,
2022,139755,4,R,1,R,1,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,123500,R,123500,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,123500,R,123500,R,0,R,92625,R,92625,R,0,R,92625,R,92625,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,123500,R,123500,A,
2022,139755,5,R,96,R,54,R,42,R,0,R,0,R,0,R,96,R,54,R,42,R,67,R,37,R,30,R,0,R,0,R,0,R,0,R,0,R,0,R,29,R,17,R,12,R,9352112,R,5589186,R,3762926,R,6210801,R,3586873,R,2623928,R,0,R,0,R,0,R,0,R,0,R,0,R,3141311,R,2002313,R,1138998,R,8566784,R,5088608,R,3478177,R,89237,R,94233,R,82814,R,92699,R,96943,R,87464,A,,A,,A,,A,,A,,A,,R,108321,R,117783,R,94917
2022,139755,6,R,125,R,85,R,40,R,0,R,0,R,0,R,125,R,85,R,40,R,61,R,39,R,22,R,0,R,0,R,0,R,0,R,0,R,0,R,64,R,46,R,18,R,12007688,R,8807650,R,3200038,R,4772345,R,3418652,R,1353693,R,0,R,0,R,0,R,0,R,0,R,0,R,7235343,R,5388998,R,1846345,R,10198852,R,7460401,R,2738452,R,81591,R,87769,R,68461,R,78235,R,87658,R,61532,A,,A,,A,,A,,A,,A,,R,113052,R,117152,R,102575
2022,139755,7,R,1084,R,772,R,312,R,0,R,0,R,0,R,1084,R,772,R,312,R,929,R,662,R,267,R,0,R,0,R,0,R,0,R,0,R,0,R,155,R,110,R,45,R,156283330,R,115546409,R,40736921,R,129858342,R,96370498,R,33487844,R,0,R,0,R,0,R,0,R,0,R,0,R,26424988,R,19175911,R,7249077,R,149677083,R,110752431,R,38924652,R,138078,R,143462,R,124758,R,139783,R,145575,R,125423,A,,A,,A,,A,,A,,A,,R,170484,R,174326,R,161091
2022,139959,1,R,730,R,520,R,210,R,0,R,0,R,0,R,730,R,520,R,210,R,558,R,389,R,169,R,0,R,0,R,0,R,0,R,0,R,0,R,172,R,131,R,41,R,109291346,R,78854727,R,30436619,R,82814716,R,58993954,R,23820762,R,0,R,0,R,0,R,0,R,0,R,0,R,26476630,R,19860773,R,6615857,R,102672189,R,73889534,R,28782655,R,140647,R,142095,R,137060,R,148413,R,151655,R,140951,A,,A,,A,,A,,A,,A,,R,153934,R,151609,R,161362
2022,139959,2,R,519,R,294,R,225,R,0,R,0,R,0,R,519,R,294,R,225,R,442,R,244,R,198,R,0,R,0,R,0,R,0,R,0,R,0,R,77,R,50,R,27,R,57548870,R,33766900,R,23781970,R,47931955,R,27608578,R,20323377,R,0,R,0,R,0,R,0,R,0,R,0,R,9616915,R,6158322,R,3458593,R,55144641,R,32227320,R,22917322,R,106252,R,109617,R,101855,R,108443,R,113150,R,102643,A,,A,,A,,A,,A,,A,,R,124895,R,123166,R,128096
