year,UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75 ,ADMCON10,ADMCON11,ADMCON12,XAPPLCNAN,APPLCNAN,XAPPLCNUN,APPLCNUN,XADMSSNAN,ADMSSNAN,XADMSSNUN,ADMSSNUN,XENRLAN,ENRLAN,XENRLUN,ENRLUN,XENRLFTAN,ENRLFTAN,XENRLFTUN,ENRLFTUN,XENRLPTAN,ENRLPTAN,XENRLPTUN,ENRLPTUN,XSATVR50,SATVR50,XSATMT50,SATMT50,XACTCM50,ACTCM50,XACTEN50,ACTEN50,XACTMT50,ACTMT50,ACTMT75   
2019,186371,1,5,1,1,3,3,1,1,3,R,10451,R,4449,R,6002,R,8277,R,3559,R,4718,R,749,R,288,R,461,R,746,R,287,R,459,R,3,R,1,R,2,R,709,R,95,R,86,R,11,R,490,R,590,R,490,R,580,R,18,R,22,R,15,R,23,R,16,R,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,186380,1,5,1,1,3,3,1,1,3,R,41286,R,19317,R,21969,R,25277,R,12059,R,13218,R,7315,R,3766,R,3549,R,7311,R,3763,R,3548,R,4,R,3,R,1,R,6585,R,90,R,1303,R,18,R,590,R,680,R,620,R,750,R,25,R,32,R,24,R,34,R,26,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,186399,1,5,1,1,3,3,1,1,3,R,13732,R,6097,R,7635,R,9873,R,4284,R,5589,R,1402,R,622,R,780,R,1398,R,619,R,779,R,4,R,3,R,1,R,1333,R,95,R,124,R,9,R,500,R,590,R,520,R,610,R,19,R,25,R,19,R,25,R,18,R,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,186867,1,3,1,1,1,2,5,1,3,R,10475,R,7247,R,3228,R,4186,R,2765,R,1421,R,969,R,688,R,281,R,969,R,688,R,281,A,,A,,A,,R,735,R,76,R,195,R,20,R,640,R,720,R,700,R,780,R,31,R,34,R,30,R,35,R,29,R,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,190415,5,5,1,5,1,5,1,1,2,R,49114,R,25582,R,23532,R,5330,R,2402,R,2928,R,3189,R,1437,R,1752,R,3189,R,1437,R,1752,A,,A,,A,,R,2257,R,71,R,1298,R,41,R,680,R,760,R,720,R,800,R,32,R,35,R,33,R,36,R,30,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,191241,1,5,1,1,1,3,1,1,3,R,47930,R,18718,R,29212,R,21988,R,8360,R,13628,R,2270,R,955,R,1315,R,2260,R,954,R,1306,R,10,R,1,R,9,R,1689,R,74,R,727,R,32,R,620,R,710,R,620,R,740,R,28,R,32,R,29,R,35,R,26,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,193900,1,2,1,3,1,1,5,5,3,R,79462,R,32065,R,47397,R,12873,R,5234,R,7639,R,5752,R,2448,R,3304,R,5739,R,2442,R,3297,R,13,R,6,R,7,R,3739,R,65,R,1621,R,28,R,660,R,740,R,690,R,790,R,30,R,34,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,194824,1,1,1,1,1,1,1,1,3,R,18635,R,12766,R,5869,R,8835,R,5824,R,3011,R,1665,R,1138,R,527,R,1665,R,1138,R,527,A,,A,,A,,R,1149,R,69,R,516,R,31,R,620,R,710,R,670,R,780,R,28,R,34,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,195003,1,2,1,1,1,1,1,1,3,R,19744,R,12647,R,7097,R,13964,R,8607,R,5357,R,2683,R,1751,R,932,R,2682,R,1751,R,931,R,1,R,0,R,1,R,2012,R,75,R,724,R,27,R,600,R,690,R,620,R,720,R,27,R,32,R,24,R,31,R,26,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,195030,5,5,1,1,1,5,5,1,3,R,21642,R,10615,R,11027,R,6430,R,2905,R,3525,R,1500,R,741,R,759,R,1500,R,741,R,759,A,,A,,A,,R,1020,R,72,R,437,R,31,R,640,R,720,R,670,R,780,R,30,R,34,R,30,R,35,R,27,R,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,196079,1,3,1,5,1,3,1,1,3,R,37516,R,17354,R,20162,R,15206,R,7019,R,8187,R,2912,R,1448,R,1464,R,2893,R,1443,R,1450,R,19,R,5,R,14,R,2640,R,91,R,1036,R,36,R,630,R,700,R,650,R,740,R,29,R,32,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,196088,1,2,1,2,5,2,1,1,3,R,29900,R,14759,R,15141,R,18264,R,9227,R,9037,R,4289,R,2404,R,1885,R,4272,R,2394,R,1878,R,17,R,10,R,7,R,3180,R,76,R,821,R,20,R,570,R,650,R,590,R,690,R,24,R,29,R,22,R,28,R,24,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,196097,1,2,1,1,1,3,1,1,3,R,37079,R,17409,R,19669,R,16370,R,7732,R,8638,R,3372,R,1724,R,1648,R,3369,R,1722,R,1647,R,3,R,2,R,1,R,2906,R,86,R,686,R,20,R,590,R,690,R,640,R,750,R,26,R,32,R,24,R,33,R,26,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,196413,2,2,1,2,1,1,1,1,3,R,35299,R,15276,R,20023,R,15664,R,7008,R,8656,R,3660,R,1716,R,1944,R,3641,R,1708,R,1933,R,19,R,8,R,11,R,2542,R,70,R,1171,R,32,R,580,R,670,R,600,R,710,R,26,R,30,R,25,R,33,R,25,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,197708,1,3,1,3,1,3,1,1,3,R,1660,R,930,R,730,R,919,R,464,R,455,R,553,R,297,R,256,R,544,R,288,R,256,R,9,R,9,R,0,R,230,R,43,R,295,R,55,R,590,R,700,R,560,R,690,R,24,R,30,R,24,R,33,R,23,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,198419,2,2,1,1,1,3,1,2,3,R,41947,R,20183,R,21314,R,3187,R,1602,R,1585,R,1731,R,877,R,854,R,1731,R,877,R,854,A,,A,,A,,R,956,R,55,R,988,R,57,R,720,R,770,R,760,R,800,R,33,R,35,R,34,R,36,R,32,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,199120,1,2,1,1,1,3,1,1,3,R,42465,R,17291,R,25174,R,9610,R,3954,R,5656,R,4182,R,1661,R,2521,R,4167,R,1655,R,2512,R,15,R,6,R,9,R,1767,R,42,R,2135,R,51,R,650,R,730,R,660,R,770,R,28,R,33,R,28,R,35,R,26,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,199193,2,2,1,1,3,3,1,1,3,R,31130,R,15548,R,15582,R,14050,R,6586,R,7464,R,4873,R,2447,R,2426,R,4863,R,2440,R,2423,R,10,R,7,R,3,R,2634,R,54,R,2169,R,45,R,620,R,690,R,630,R,730,R,27,R,32,R,25,R,33,R,26,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,199847,1,1,1,2,1,3,3,1,3,R,12559,R,5517,R,7042,R,3717,R,1683,R,2034,R,1360,R,631,R,729,R,1359,R,631,R,728,R,1,R,0,R,1,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,201645,1,1,1,1,1,3,1,1,3,R,28786,R,15116,R,13670,R,7876,R,3988,R,3888,R,1357,R,710,R,647,R,1357,R,710,R,647,R,0,R,0,R,0,R,891,R,66,R,657,R,48,R,640,R,720,R,700,R,790,R,30,R,34,R,31,R,35,R,29,R,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,204796,1,1,1,1,5,3,1,1,3,R,47703,R,23376,R,24327,R,25634,R,12114,R,13520,R,7716,R,3763,R,3953,R,7708,R,3760,R,3948,R,8,R,3,R,5,R,3028,R,39,R,6005,R,78,R,600,R,690,R,650,R,770,R,28,R,32,R,27,R,34,R,26,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,211440,1,5,1,1,1,1,1,1,3,R,27634,R,16756,R,10878,R,4267,R,1936,R,2331,R,1585,R,789,R,796,R,1585,R,789,R,796,R,0,R,0,R,0,R,1220,R,77,R,574,R,36,R,700,R,760,R,760,R,800,R,33,R,35,R,33,R,35,R,32,R,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,212054,1,2,1,2,1,2,1,1,3,R,31824,R,15562,R,16262,R,23771,R,11513,R,12258,R,3178,R,1704,R,1474,R,3161,R,1697,R,1464,R,17,R,7,R,10,R,2745,R,87,R,710,R,22,R,590,R,680,R,600,R,710,R,25,R,31,R,25,R,33,R,24,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,213543,2,3,1,2,1,3,1,2,3,R,15649,R,8926,R,6723,R,5023,R,2608,R,2415,R,1406,R,776,R,630,R,1406,R,776,R,630,A,,A,,A,,R,981,R,70,R,425,R,30,R,620,R,690,R,660,R,760,R,29,R,33,R,30,R,35,R,27,R,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,214777,1,3,1,2,3,3,1,1,3,R,95970,R,46305,R,49465,R,72880,R,35689,R,37053,R,15989,R,8642,R,7347,R,15744,R,8527,R,7217,R,245,R,115,R,130,R,12350,R,77,R,2072,R,13,R,540,R,640,R,530,R,670,R,23,R,30,R,22,R,30,R,23,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,215062,1,3,1,2,1,3,1,2,3,R,44961,R,22459,R,22502,R,3446,R,1625,R,1821,R,2400,R,1150,R,1250,R,2400,R,1150,R,1250,R,0,R,0,R,0,R,1499,R,62,R,901,R,38,R,700,R,760,R,750,R,800,R,33,R,35,R,34,R,36,R,32,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,215293,2,5,1,1,5,3,1,1,3,R,32091,R,14485,R,17606,R,18180,R,7872,R,10308,R,4026,R,1746,R,2280,R,4022,R,1742,R,2280,R,4,R,4,R,0,R,3335,R,83,R,1376,R,34,R,630,R,700,R,630,R,740,R,28,R,33,R,27,R,34,R,26,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,216597,1,2,1,1,1,3,1,1,3,R,22909,R,10659,R,12250,R,6470,R,2952,R,3518,R,1695,R,783,R,912,R,1686,R,776,R,910,R,9,R,7,R,2,R,1034,R,61,R,653,R,39,R,650,R,710,R,670,R,760,R,31,R,34,R,32,R,35,R,28,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,217156,2,2,1,1,1,3,1,2,3,R,38674,R,15792,R,22882,R,2733,R,1375,R,1358,R,1662,R,821,R,841,R,1662,R,821,R,841,A,,A,,A,,R,1118,R,67,R,805,R,48,R,700,R,770,R,740,R,800,R,33,R,35,R,34,R,36,R,31,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,217882,1,5,1,1,3,3,1,1,3,R,29070,R,12885,R,16185,R,14900,R,6351,R,8549,R,3932,R,1784,R,2148,R,3929,R,1781,R,2148,R,3,R,3,R,0,R,2422,R,62,R,1510,R,38,R,620,R,690,R,610,R,710,R,27,R,32,R,27,R,34,R,25,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,217925,1,3,3,2,3,3,1,1,3,R,336,R,184,R,152,R,161,C,90,C,71,R,132,R,74,R,58,R,132,R,74,R,58,A,,A,,A,,R,105,R,80,R,50,R,38,R,480,R,580,R,450,R,560,R,18,R,25,R,17,R,25,R,17,R,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,221999,1,2,1,1,2,1,1,1,3,R,37310,R,16793,R,20517,R,3402,R,1711,R,1691,R,1604,R,790,R,814,R,1603,R,789,R,814,R,1,R,1,R,0,R,789,R,49,R,837,R,52,R,710,R,760,R,750,R,800,R,33,R,35,R,34,R,36,R,31,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,223232,1,1,1,2,5,5,1,1,3,R,34582,R,12944,R,21638,R,15676,R,6702,R,8974,R,3307,R,1348,R,1959,R,3303,R,1345,R,1958,R,4,R,3,R,1,R,1599,R,49,R,1696,R,51,R,600,R,680,R,600,R,700,R,26,R,32,R,26,R,34,R,25,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,227757,5,5,1,1,1,5,1,1,3,R,27087,R,14214,R,12873,R,2361,R,1217,R,1144,R,964,R,497,R,467,R,964,R,497,R,467,A,,A,,A,,R,646,R,67,R,318,R,33,R,720,R,770,R,750,R,800,R,33,R,35,R,34,R,36,R,31,R,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,228246,1,2,1,1,1,2,1,1,3,R,13959,R,6613,R,7346,R,6601,R,3146,R,3455,R,1544,R,787,R,757,R,1541,R,786,R,755,R,3,R,1,R,2,R,605,R,39,R,854,R,55,R,640,R,720,R,660,R,760,R,29,R,33,R,29,R,35,R,27,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,228723,1,1,1,2,3,3,1,1,3,R,42476,R,21059,R,21417,R,24549,R,12398,R,12151,R,10613,R,5497,R,5116,R,9618,R,4855,R,4763,R,995,R,642,R,353,R,6631,R,62,R,3986,R,38,R,580,R,680,R,580,R,710,R,26,R,31,R,24,R,33,R,25,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,228778,5,5,1,1,5,5,1,1,3,R,53525,R,26394,R,27131,R,17029,R,7374,R,9655,R,8170,R,3568,R,4602,R,8007,R,3504,R,4503,R,163,R,64,R,99,R,6416,R,79,R,4397,R,54,R,620,R,720,R,610,R,760,R,27,R,33,R,25,R,35,R,26,R,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,228875,1,2,1,1,1,2,1,1,3,R,19028,R,7732,R,11269,R,8966,R,3412,R,5554,R,2159,R,837,R,1322,R,2153,R,834,R,1319,R,6,R,3,R,3,R,877,R,41,R,1259,R,58,R,580,R,670,R,570,R,680,R,25,R,31,R,25,R,34,R,24,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,231624,1,5,1,2,1,3,1,2,3,R,14680,R,5667,R,9013,R,5532,R,2427,R,3105,R,1530,R,628,R,902,R,1527,R,627,R,900,R,3,R,1,R,2,R,1221,R,80,R,486,R,32,R,660,R,740,R,660,R,770,R,30,R,34,R,31,R,35,R,27,R,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,234076,2,2,1,1,1,3,1,3,3,R,40839,R,19038,R,21801,R,9778,R,4304,R,5474,R,3920,R,1718,R,2202,R,3918,R,1718,R,2200,R,2,R,0,R,2,R,3105,R,79,R,1350,R,34,R,670,R,740,R,670,R,780,R,30,R,34,R,31,R,35,R,28,R,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,236948,1,3,1,1,3,3,1,1,3,R,45579,R,21010,R,24569,R,23592,R,10441,R,13151,R,6992,R,3054,R,3938,R,6920,R,3016,R,3904,R,72,R,38,R,34,R,5638,R,81,R,2100,R,30,R,600,R,700,R,620,R,770,R,27,R,33,R,25,R,35,R,26,R,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,239105,1,5,1,1,3,3,1,5,3,R,15078,R,6510,R,8568,R,12509,R,5416,R,7093,R,1977,R,876,R,1101,R,1974,R,876,R,1098,R,3,R,0,R,3,R,639,R,32,R,1556,R,79,R,560,R,650,R,560,R,670,R,24,R,29,R,23,R,31,R,24,R,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,240444,1,2,1,1,1,3,1,1,3,R,43896,R,21679,R,22217,R,23886,R,11118,R,12768,R,7550,R,3495,R,4055,R,7534,R,3489,R,4045,R,16,R,6,R,10,R,2081,R,28,R,5964,R,79,R,630,R,700,R,670,R,780,R,27,R,32,R,26,R,34,R,26,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,243744,2,3,1,2,1,3,1,2,3,R,47498,R,24902,R,22596,R,2062,R,987,R,1075,R,1698,R,824,R,874,R,1698,R,824,R,874,A,,A,,A,,R,1140,R,67,R,846,R,50,R,700,R,770,R,740,R,800,R,32,R,35,R,34,R,36,R,30,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,243780,1,2,1,1,1,3,1,3,3,R,55311,R,33896,R,21415,R,33093,R,18865,R,14228,R,8195,R,4734,R,3461,R,8140,R,4711,R,3429,R,55,R,23,R,32,R,6678,R,81,R,4077,R,50,R,590,R,690,R,600,R,750,R,25,R,32,R,24,R,34,R,26,R,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,445188,1,3,1,1,3,3,1,1,3,R,25424,R,11251,R,14173,R,18294,R,8008,R,10286,R,2105,R,998,R,1107,R,2101,R,995,R,1106,R,4,R,3,R,1,R,2020,R,96,R,987,R,47,R,500,R,590,R,500,R,590,R,19,R,25,R,17,R,22,R,18,R,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,100858,1,2,1,1,2,3,1,1,3,R,17946,R,7878,R,10068,R,15266,R,6731,R,8535,R,4914,R,2377,R,2537,R,4869,R,2352,R,2517,R,45,R,25,R,20,R,841,R,17,R,4062,R,83,R,590,R,650,R,570,R,670,R,25,R,31,R,24,R,33,R,23,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,110404,2,2,1,1,1,3,1,1,3,R,8007,R,5707,R,2300,R,536,R,282,R,254,R,225,R,127,R,98,R,225,R,127,R,98,A,,A,,A,,R,101,R,45,R,77,R,34,R,740,R,780,R,790,R,800,R,35,R,36,R,35,R,36,R,35,R,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,110635,1,3,1,3,5,3,1,1,5,R,88062,R,42794,R,45268,R,15390,R,6574,R,8816,R,6117,R,2852,R,3265,R,6072,R,2830,R,3242,R,45,R,22,R,23,R,5032,R,82,R,2482,R,41,R,650,R,740,R,660,R,790,R,30,R,35,R,27,R,35,R,27,R,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,110644,1,3,1,1,3,3,1,1,3,R,76897,R,34985,R,41912,R,35645,R,14427,R,21218,R,6144,R,2276,R,3868,R,6000,R,2215,R,3785,R,144,R,61,R,83,R,5509,R,90,R,2024,R,33,R,570,R,670,R,590,R,730,R,25,R,33,R,23,R,32,R,23,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,110653,1,2,1,1,3,3,1,1,3,R,97938,R,44729,R,53209,R,29301,R,13232,R,16069,R,5765,R,2632,R,3133,R,5742,R,2617,R,3125,R,23,R,15,R,8,R,5235,R,91,R,1728,R,30,R,600,R,680,R,630,R,750,R,26,R,33,R,25,R,33,R,26,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,110662,1,3,1,1,3,2,3,2,3,R,108870,R,49938,R,58932,R,15602,R,6702,R,8900,R,6386,R,2528,R,3858,R,6378,R,2522,R,3856,R,8,R,6,R,2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,110671,1,3,1,1,3,3,1,1,3,R,49442,R,21853,R,27589,R,32522,R,14151,R,18371,R,4850,R,2128,R,2722,R,4816,R,2108,R,2708,R,34,R,20,R,14,R,4630,R,95,R,1466,R,30,R,540,R,630,R,540,R,650,R,22,R,31,R,20,R,26,R,19,R,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,110680,1,3,1,1,3,3,1,1,3,R,100062,R,46017,R,54045,R,36634,R,16647,R,19987,R,6447,R,3085,R,3362,R,6423,R,3070,R,3353,R,24,R,15,R,9,R,5723,R,89,R,2191,R,34,R,620,R,710,R,650,R,770,R,28,R,34,R,26,R,35,R,27,R,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,110705,1,3,1,1,3,3,1,1,3,R,90961,R,40690,R,50271,R,33384,R,14184,R,19200,R,4847,R,1995,R,2852,R,4813,R,1976,R,2837,R,34,R,19,R,15,R,3957,R,82,R,1865,R,38,R,620,R,710,R,610,R,750,R,28,R,34,R,26,R,34,R,26,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,110714,1,3,1,1,3,3,1,1,3,R,54988,R,24543,R,30445,R,35591,R,16051,R,19540,R,4193,R,2172,R,2021,R,4158,R,2148,R,2010,R,35,R,24,R,11,R,3726,R,89,R,1348,R,32,R,580,R,670,R,580,R,690,R,25,R,33,R,23,R,31,R,23,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,121150,1,3,1,2,1,3,5,1,3,R,11634,R,4212,R,7422,R,4925,R,1974,R,2951,R,733,R,308,R,425,R,726,R,304,R,422,R,7,R,4,R,3,R,510,R,70,R,280,R,38,R,600,R,690,R,600,R,720,R,26,R,31,R,27,R,34,R,25,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,122931,1,5,1,1,1,3,1,1,3,R,16488,R,7947,R,8541,R,8362,R,3910,R,4452,R,1259,R,700,R,559,R,1257,R,699,R,558,R,2,R,1,R,1,R,858,R,68,R,487,R,39,R,630,R,700,R,640,R,750,R,28,R,32,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,123961,1,3,1,1,1,1,1,1,3,R,59712,R,27831,R,31881,R,9618,R,4630,R,4988,R,3460,R,1638,R,1822,R,3437,R,1623,R,1814,R,23,R,15,R,8,R,2292,R,66,R,1427,R,41,R,660,R,740,R,680,R,790,R,30,R,34,R,32,R,35,R,28,R,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,126614,1,2,1,1,2,3,5,1,3,R,44203,R,21924,R,22279,R,37221,R,18149,R,19072,R,6326,R,3294,R,3032,R,6202,R,3227,R,2975,R,124,R,67,R,57,R,4639,R,73,R,2824,R,45,R,570,R,670,R,560,R,680,R,25,R,31,R,24,R,32,R,23,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,126775,1,2,1,1,5,3,5,1,3,R,12044,R,8102,R,3942,R,6620,R,3959,R,2661,R,1172,R,820,R,352,R,1167,R,818,R,349,R,5,R,2,R,3,R,971,R,83,R,610,R,52,R,620,R,700,R,650,R,740,R,28,R,33,R,26,R,34,R,27,R,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,129020,1,5,1,1,2,3,1,1,3,R,34437,R,15762,R,18675,R,19316,R,8334,R,10982,R,3825,R,1725,R,2100,R,3806,R,1710,R,2096,R,19,R,15,R,4,R,3355,R,88,R,651,R,17,R,580,R,680,R,590,R,710,R,27,R,32,R,26,R,34,R,25,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,130794,2,2,1,3,1,2,5,1,3,R,35220,R,16409,R,18811,R,2299,R,1185,R,1114,R,1264,R,656,R,608,R,1264,R,656,R,608,A,,A,,A,,R,891,R,70,R,583,R,46,R,720,R,780,R,740,R,800,R,33,R,35,R,34,R,36,R,31,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,130943,1,2,1,1,1,1,1,1,3,R,33656,R,13717,R,19939,R,22209,R,8596,R,13613,R,4174,R,1707,R,2467,R,4144,R,1695,R,2449,R,30,R,12,R,18,R,2983,R,71,R,912,R,22,R,580,R,660,R,570,R,670,R,25,R,30,R,24,R,32,R,23,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,131159,1,3,1,1,1,2,5,1,3,R,20036,R,7125,R,12911,R,7744,R,2627,R,5117,R,1607,R,546,R,1061,R,1585,R,539,R,1046,R,22,R,7,R,15,R,800,R,50,R,494,R,31,R,630,R,710,R,590,R,680,R,27,R,32,R,28,R,34,R,24,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,131469,2,3,1,1,1,3,5,1,3,R,26405,R,9641,R,16764,R,11366,R,4105,R,7261,R,1978,R,691,R,1287,R,1949,R,671,R,1278,R,29,R,20,R,9,R,992,R,50,R,542,R,27,R,640,R,720,R,630,R,730,R,30,R,33,R,30,R,35,R,26,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,131496,1,5,1,2,1,2,1,1,3,R,21190,R,8535,R,12655,R,3561,R,1538,R,2023,R,1592,R,711,R,881,R,1553,R,689,R,864,R,39,R,22,R,17,R,1196,R,75,R,732,R,46,R,690,R,760,R,690,R,790,R,31,R,35,R,33,R,36,R,29,R,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,131520,1,5,1,1,1,2,1,1,3,R,24325,R,7001,R,17324,R,9398,R,2755,R,6643,R,2360,R,655,R,1705,R,2358,R,655,R,1703,R,2,R,0,R,2,R,1837,R,78,R,871,R,37,R,580,R,640,R,550,R,620,R,22,R,26,R,22,R,28,R,20,R,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,133951,1,5,1,1,3,5,1,1,3,R,16904,R,6428,R,10476,R,9784,R,3754,R,6030,R,3763,R,1574,R,2189,R,2734,R,1098,R,1636,R,1029,R,476,R,553,R,3459,R,92,R,304,R,8,R,570,R,640,R,540,R,620,R,23,R,29,R,23,R,29,R,22,R,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,134097,1,5,1,1,3,3,1,1,3,R,63691,R,24757,R,38934,R,20668,R,8250,R,12418,R,6009,R,2404,R,3605,R,5918,R,2362,R,3556,R,91,R,42,R,49,R,3916,R,65,R,2093,R,35,R,620,R,680,R,600,R,670,R,27,R,31,R,26,R,33,R,25,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,134130,1,3,1,5,3,3,1,3,3,R,48193,R,20701,R,27492,R,15002,R,6131,R,8871,R,6333,R,2616,R,3717,R,6301,R,2600,R,3701,R,32,R,16,R,16,R,5133,R,81,R,3172,R,50,R,650,R,720,R,640,R,740,R,29,R,33,R,28,R,35,R,26,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
