year,UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75 ,ADMCON10,ADMCON11,ADMCON12,XAPPLCNAN,APPLCNAN,XAPPLCNUN,APPLCNUN,XADMSSNAN,ADMSSNAN,XADMSSNUN,ADMSSNUN,XENRLAN,ENRLAN,XENRLUN,ENRLUN,XENRLFTAN,ENRLFTAN,XENRLFTUN,ENRLFTUN,XENRLPTAN,ENRLPTAN,XENRLPTUN,ENRLPTUN,XSATVR50,SATVR50,XSATMT50,SATMT50,XACTCM50,ACTCM50,XACTEN50,ACTEN50,XACTMT50,ACTMT50,ACTMT75   
2020,135726,1,5,1,2,1,5,1,1,3,R,40131,R,17332,R,22799,R,13280,R,6545,R,6735,R,2358,R,1172,R,1186,R,2339,R,1158,R,1181,R,19,R,14,R,5,R,1303,R,55,R,935,R,40,R,620,R,700,R,630,R,720,R,28,R,32,R,29,R,34,R,26,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,137351,1,2,1,5,3,3,1,1,3,R,38696,R,14878,R,23818,R,19054,R,7473,R,11581,R,5734,R,2365,R,3369,R,5559,R,2263,R,3296,R,175,R,102,R,73,R,4232,R,74,R,1505,R,26,R,590,R,660,R,570,R,660,R,25,R,30,R,24,R,31,R,23,R,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,139658,2,5,1,2,1,3,1,2,3,R,28211,R,11372,R,16839,R,5407,R,2246,R,3161,R,1344,R,559,R,785,R,1343,R,558,R,785,R,1,R,1,R,0,R,815,R,61,R,529,R,39,R,680,R,740,R,700,R,790,R,31,R,34,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,139755,1,3,1,1,5,3,1,2,3,R,40852,R,27625,R,13227,R,8719,R,5090,R,3629,R,3260,R,1933,R,1327,R,3234,R,1915,R,1319,R,26,R,18,R,8,R,2321,R,71,R,1648,R,51,R,670,R,740,R,700,R,790,R,31,R,35,R,31,R,35,R,29,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,139959,1,3,1,1,2,3,1,5,3,R,28206,R,11144,R,17032,R,13647,R,4901,R,8736,R,5646,R,2072,R,3574,R,5603,R,2058,R,3545,R,43,R,14,R,29,R,3835,R,68,R,3585,R,63,R,630,R,720,R,620,R,740,R,29,R,33,R,31,R,35,R,27,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,144050,5,5,1,1,1,5,5,1,3,R,34350,R,15670,R,18680,R,2510,R,1295,R,1215,R,1847,R,975,R,872,R,1847,R,975,R,872,A,,A,,A,,R,758,R,41,R,657,R,36,R,730,R,770,R,770,R,800,R,34,R,35,R,35,R,36,R,31,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,145600,1,1,1,1,2,3,1,1,3,R,22798,R,9763,R,13035,R,16558,R,6876,R,9682,R,3541,R,1576,R,1965,R,3457,R,1534,R,1923,R,84,R,42,R,42,R,2909,R,82,R,881,R,25,R,510,R,610,R,520,R,640,R,21,R,29,R,21,R,30,R,21,R,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,145637,3,3,1,1,3,3,1,1,3,R,43473,R,24716,R,18757,R,27520,R,14408,R,13112,R,7529,R,4041,R,3488,R,7474,R,4003,R,3471,R,55,R,38,R,17,R,5630,R,75,R,3753,R,50,R,590,R,690,R,610,R,770,R,27,R,33,R,26,R,34,R,26,R,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,147767,1,2,1,1,1,3,1,1,3,R,39263,R,18990,R,20273,R,3654,R,1670,R,1984,R,1901,R,867,R,1034,R,1901,R,867,R,1034,A,,A,,A,,R,1108,R,58,R,1053,R,55,R,700,R,760,R,730,R,790,R,33,R,35,R,34,R,36,R,31,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,151351,2,2,1,1,3,3,5,1,3,R,44129,R,20538,R,23591,R,35469,R,16595,R,18874,R,7928,R,3858,R,4070,R,7900,R,3844,R,4056,R,28,R,14,R,14,R,6105,R,77,R,4176,R,53,R,560,R,670,R,560,R,680,R,24,R,31,R,23,R,33,R,23,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,152080,2,2,1,2,1,3,5,2,3,R,21253,R,10865,R,10388,R,4035,R,2081,R,1954,R,2193,R,1115,R,1078,R,2193,R,1115,R,1078,A,,A,,A,,R,924,R,42,R,1254,R,57,R,690,R,760,R,710,R,790,R,32,R,35,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,160755,1,2,1,2,1,2,1,1,3,R,43892,R,16241,R,27651,R,4877,R,1899,R,2978,R,1801,R,740,R,1061,R,1801,R,740,R,1061,A,,A,,A,,R,542,R,30,R,1229,R,68,R,650,R,730,R,690,R,770,R,30,R,33,R,32,R,35,R,27,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,162928,1,3,1,2,1,3,1,1,3,R,30115,R,13961,R,16154,R,3330,R,1551,R,1779,R,1405,R,673,R,732,R,1404,R,673,R,731,R,1,R,0,R,1,R,854,R,61,R,503,R,36,R,720,R,760,R,750,R,800,R,34,R,36,R,34,R,36,R,32,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,163286,1,2,1,2,2,3,1,1,3,R,32147,R,15622,R,16515,R,16382,R,7887,R,8495,R,4347,R,2236,R,2111,R,4315,R,2222,R,2093,R,32,R,14,R,18,R,3363,R,77,R,946,R,22,R,630,R,720,R,640,R,760,R,30,R,34,R,30,R,35,R,27,R,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,164924,1,2,1,1,1,2,5,1,2,R,29382,R,12245,R,17137,R,7752,R,3595,R,4157,R,2408,R,1113,R,1295,R,2408,R,1113,R,1295,A,,A,,A,,R,1539,R,64,R,868,R,36,R,660,R,730,R,670,R,770,R,31,R,34,R,33,R,35,R,28,R,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,164988,1,1,1,1,1,3,1,1,3,R,61007,R,24882,R,36125,R,12254,R,5107,R,7147,R,2914,R,1174,R,1740,R,2912,R,1173,R,1739,R,2,R,1,R,1,R,2045,R,70,R,959,R,33,R,640,R,720,R,670,R,780,R,30,R,34,R,30,R,35,R,27,R,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,165015,2,2,1,1,1,3,5,1,3,R,10223,R,4139,R,6084,R,3414,R,1290,R,2124,R,747,R,323,R,424,R,747,R,323,R,424,A,,A,,A,,R,464,R,62,R,186,R,25,R,640,R,720,R,680,R,790,R,31,R,33,R,31,R,35,R,27,R,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,166027,2,2,1,3,1,3,1,3,3,R,40248,R,20036,R,20212,R,2015,R,974,R,1041,R,1407,R,674,R,733,R,1407,R,674,R,733,R,0,R,0,R,0,R,1007,R,72,R,634,R,45,R,720,R,780,R,740,R,800,R,33,R,35,R,35,R,36,R,31,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,166629,1,2,1,1,1,1,5,1,3,R,40315,R,19293,R,21022,R,26335,R,11854,R,14481,R,5055,R,2415,R,2640,R,5013,R,2398,R,2615,R,42,R,17,R,25,R,4451,R,88,R,908,R,18,R,600,R,680,R,600,R,710,R,27,R,32,R,25,R,33,R,25,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,166683,2,3,1,2,1,3,1,2,3,R,20075,R,13528,R,6547,R,1457,R,702,R,755,R,1070,R,542,R,528,R,1070,R,542,R,528,A,,A,,A,,R,822,R,77,R,445,R,42,R,730,R,780,R,780,R,800,R,34,R,36,R,35,R,36,R,34,R,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,167358,1,2,1,2,1,2,1,1,3,R,64459,R,29532,R,34927,R,13199,R,6147,R,7052,R,3128,R,1472,R,1656,R,3128,R,1472,R,1656,A,,A,,A,,R,1683,R,54,R,976,R,31,R,690,R,750,R,720,R,790,R,33,R,35,R,33,R,35,R,30,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,168148,1,5,1,1,1,3,1,1,3,R,23127,R,9889,R,13238,R,3770,R,1678,R,2092,R,1615,R,718,R,897,R,1615,R,718,R,897,R,0,R,0,R,0,R,949,R,59,R,666,R,41,R,680,R,750,R,700,R,780,R,32,R,35,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,168421,5,5,1,1,1,3,3,1,3,R,11269,R,8103,R,3166,R,6654,R,4517,R,2137,R,1294,R,839,R,455,R,1294,R,839,R,455,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,170976,1,5,1,1,1,2,5,1,2,R,65021,R,33386,R,31635,R,16974,R,8084,R,8890,R,6879,R,3263,R,3616,R,6835,R,3244,R,3591,R,44,R,19,R,25,R,4393,R,64,R,3277,R,48,R,660,R,740,R,680,R,780,R,31,R,34,R,32,R,35,R,29,R,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,171100,1,2,1,1,2,3,1,1,3,R,45426,R,21668,R,23756,R,34663,R,16136,R,18526,R,8389,R,3861,R,4528,R,8097,R,3694,R,4403,R,292,R,167,R,125,R,6697,R,80,R,3042,R,36,R,550,R,640,R,550,R,660,R,23,R,29,R,22,R,30,R,22,R,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,174066,5,5,1,1,3,3,1,1,3,R,38237,R,18779,R,19458,R,26628,R,12773,R,13855,R,5966,R,2808,R,3158,R,5920,R,2792,R,3128,R,46,R,16,R,30,R,858,R,14,R,5422,R,91,R,600,R,700,R,640,R,760,R,25,R,31,R,24,R,32,R,25,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,179867,2,2,1,2,1,2,5,5,3,R,27949,R,13312,R,14637,R,4477,R,2102,R,2375,R,1804,R,845,R,959,R,1801,R,845,R,956,R,3,R,0,R,3,R,661,R,37,R,1210,R,67,R,720,R,760,R,760,R,800,R,33,R,35,R,34,R,35,R,30,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,182670,1,5,1,2,1,3,1,1,3,R,21392,R,10366,R,11026,R,1972,R,984,R,988,R,1057,R,537,R,520,R,1057,R,537,R,520,A,,A,,A,,R,605,R,57,R,452,R,43,R,710,R,770,R,730,R,790,R,32,R,35,R,33,R,36,R,30,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,185828,1,5,1,1,1,1,5,1,3,R,10299,R,6889,R,3410,R,6800,R,4603,R,2197,C,1191,C,885,C,306,C,1130,C,837,R,293,R,61,R,48,C,13,R,1042,R,88,R,233,R,20,R,590,R,670,R,610,R,720,R,25,R,31,R,23,R,33,R,25,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,186131,2,2,1,2,1,2,1,1,3,R,32835,R,16782,R,16053,R,1848,R,907,R,941,R,1154,R,584,R,570,R,1154,R,584,R,570,A,,A,,A,,R,816,R,71,R,524,R,45,R,710,R,770,R,740,R,800,R,32,R,35,R,34,R,36,R,31,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,186371,1,5,1,1,3,3,5,1,3,R,9879,R,4006,R,5873,R,7536,R,3064,R,4472,R,598,R,223,R,375,R,594,R,222,R,372,R,4,R,1,R,3,R,548,R,92,R,60,R,10,R,490,R,590,R,490,R,580,R,17,R,24,R,16,R,24,R,16,R,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,186380,1,5,1,1,3,3,5,1,3,R,41263,R,19317,R,21946,R,27618,R,13170,R,14448,R,6551,R,3265,R,3286,R,6542,R,3262,R,3280,R,9,R,3,R,6,R,5881,R,90,R,1156,R,18,R,580,R,680,R,600,R,730,R,25,R,32,R,25,R,34,R,25,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,186399,1,5,1,1,3,3,5,1,3,R,13506,R,5991,R,7515,R,10007,R,4306,R,5701,R,1321,R,613,R,708,R,1314,R,608,R,706,R,7,R,5,R,2,R,1241,R,94,R,123,R,9,R,500,R,580,R,510,R,590,R,18,R,23,R,17,R,23,R,17,R,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,186867,1,3,1,1,1,2,5,1,3,R,10346,R,7069,R,3277,R,5490,R,3650,R,1840,R,918,R,642,R,276,R,918,R,642,R,276,A,,A,,A,,R,674,R,73,R,208,R,23,R,640,R,710,R,680,R,770,R,31,R,34,R,30,R,35,R,29,R,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,190415,5,5,1,5,1,5,5,1,5,R,51500,R,26848,R,24652,R,5514,R,2457,R,3057,R,3249,R,1481,R,1768,R,3249,R,1481,R,1768,A,,A,,A,,R,2361,R,73,R,1161,R,36,R,680,R,750,R,720,R,790,R,32,R,35,R,34,R,35,R,30,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,191241,1,5,1,1,1,3,1,1,3,R,47936,R,18774,R,29162,R,25180,R,9695,R,15485,R,2086,R,856,R,1230,R,2071,R,850,R,1221,R,15,R,6,R,9,R,1498,R,72,R,693,R,33,R,620,R,700,R,610,R,710,R,27,R,32,R,28,R,35,R,25,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,193900,1,2,1,3,1,1,5,5,3,R,80210,R,32389,R,47821,R,16918,R,7165,R,9753,R,6701,R,2989,R,3712,R,6648,R,2967,R,3681,R,53,R,22,R,31,R,4277,R,64,R,1796,R,27,R,670,R,740,R,700,R,800,R,31,R,34,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,194824,1,1,1,1,1,1,1,1,3,R,16661,R,11175,R,5486,R,9540,R,6391,R,3149,R,1464,R,1034,R,430,R,1464,R,1034,R,430,A,,A,,A,,R,985,R,67,R,418,R,29,R,620,R,720,R,680,R,780,R,29,R,34,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,195003,1,2,1,1,1,1,5,1,3,R,21928,R,13516,R,8412,R,16196,R,9787,R,6409,R,3119,R,2034,R,1085,R,3103,R,2025,R,1078,R,16,R,9,R,7,R,2326,R,75,R,817,R,26,R,600,R,690,R,620,R,730,R,28,R,33,R,24,R,33,R,27,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,195030,5,5,1,1,1,5,5,1,3,R,19607,R,9875,R,9732,R,6947,R,3171,R,3776,R,1363,R,643,R,720,R,1363,R,643,R,720,A,,A,,A,,R,754,R,64,R,300,R,25,R,650,R,720,R,680,R,790,R,30,R,34,R,31,R,35,R,28,R,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,196079,1,3,1,5,1,3,5,1,3,R,38116,R,17642,R,20474,R,16402,R,7567,R,8835,R,2896,R,1319,R,1577,R,2856,R,1292,R,1564,R,40,R,27,R,13,R,2834,R,99,R,898,R,31,R,640,R,710,R,650,R,740,R,29,R,32,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,196088,1,2,1,2,5,2,1,1,3,R,30247,R,14646,R,15601,R,20251,R,10252,R,9999,R,4415,R,2370,R,2045,R,4388,R,2356,R,2032,R,27,R,14,R,13,R,2970,R,73,R,755,R,19,R,560,R,640,R,580,R,670,R,23,R,29,R,22,R,29,R,24,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,196097,1,2,1,1,1,3,1,1,3,R,37083,R,17200,R,19883,R,18138,R,8551,R,9587,R,3322,R,1729,R,1593,R,3306,R,1719,R,1587,R,16,R,10,R,6,R,2937,R,88,R,655,R,20,R,600,R,690,R,630,R,750,R,26,R,32,R,25,R,34,R,25,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,196413,2,2,1,2,1,1,3,1,3,R,32005,R,13877,R,18128,R,21994,R,9177,R,12817,R,3499,R,1550,R,1949,R,3486,R,1542,R,1944,R,13,R,8,R,5,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,197708,1,3,1,3,1,3,1,1,3,R,1442,R,796,R,646,R,972,R,485,R,487,R,558,R,293,R,265,R,549,R,285,R,264,R,9,R,8,R,1,R,243,R,44,R,278,R,51,R,590,R,700,R,550,R,710,R,24,R,31,R,25,R,34,R,24,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,198419,2,2,1,1,1,3,1,2,3,R,39639,R,20180,R,19459,R,3068,R,1558,R,1510,R,1580,R,805,R,775,R,1580,R,805,R,775,A,,A,,A,,R,954,R,60,R,956,R,61,R,720,R,770,R,750,R,800,R,34,R,35,R,35,R,36,R,32,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,199120,1,2,1,1,1,3,1,1,3,R,41773,R,17435,R,24338,R,10445,R,4340,R,6105,R,4445,R,1732,R,2713,R,4396,R,1714,R,2682,R,49,R,18,R,31,R,2176,R,49,R,2331,R,52,R,640,R,730,R,640,R,760,R,28,R,33,R,28,R,35,R,26,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,199193,2,2,1,1,3,3,1,1,3,R,31487,R,15490,R,15997,R,14553,R,6670,R,7883,R,4747,R,2370,R,2377,R,4711,R,2349,R,2362,R,36,R,21,R,15,R,2344,R,49,R,2357,R,50,R,610,R,690,R,620,R,720,R,27,R,32,R,25,R,33,R,25,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,199847,1,1,1,2,1,3,3,1,3,R,11959,R,5138,R,6821,R,3825,R,1691,R,2134,R,1452,R,633,R,819,R,1452,R,633,R,819,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,201645,1,1,1,1,1,3,5,1,3,R,29084,R,15390,R,13694,R,8804,R,4562,R,4242,R,1305,R,707,R,598,R,1305,R,707,R,598,A,,A,,A,,R,898,R,69,R,642,R,49,R,640,R,730,R,700,R,790,R,31,R,34,R,29,R,34,R,31,R,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,204796,1,1,1,1,5,3,5,1,3,R,49087,R,24581,R,24506,R,33619,R,16168,R,17451,R,8679,R,4099,R,4580,R,8623,R,4071,R,4552,R,56,R,28,R,28,R,3140,R,36,R,6973,R,80,R,590,R,690,R,620,R,740,R,26,R,32,R,26,R,34,R,26,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,211440,1,5,1,1,1,1,5,1,3,R,26189,R,15887,R,10302,R,4524,R,2117,R,2407,R,1637,R,818,R,819,R,1632,R,815,R,817,R,5,R,3,R,2,R,1241,R,76,R,575,R,35,R,700,R,760,R,760,R,800,R,33,R,35,R,33,R,36,R,33,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,212054,1,2,1,2,1,2,1,1,3,R,31237,R,15333,R,15904,R,24112,R,11726,R,12386,R,2339,R,1203,R,1136,R,2325,R,1201,R,1124,R,14,R,2,R,12,R,2035,R,88,R,500,R,21,R,590,R,680,R,590,R,700,R,25,R,31,R,24,R,33,R,25,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,213543,2,3,1,2,1,3,5,2,3,R,12389,R,6884,R,5505,R,6138,R,3167,R,2971,R,1370,R,749,R,621,R,1370,R,749,R,621,A,,A,,A,,R,964,R,70,R,388,R,28,R,610,R,693,R,650,R,740,R,29,R,33,R,29,R,34,R,27,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,215062,1,3,1,2,1,3,1,2,3,R,42205,R,21197,R,21008,R,3789,R,1789,R,2000,R,2321,R,1071,R,1250,R,2321,R,1071,R,1250,R,0,R,0,R,0,R,1501,R,65,R,820,R,35,R,710,R,770,R,750,R,800,R,33,R,35,R,34,R,36,R,31,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,215293,2,5,1,1,5,3,5,1,3,R,32549,R,14531,R,18018,R,20791,R,9080,R,11711,R,4230,R,1796,R,2434,R,4205,R,1785,R,2420,R,25,R,11,R,14,R,3420,R,81,R,1407,R,33,R,623,R,700,R,620,R,720,R,28,R,32,R,26,R,34,R,26,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,216597,1,2,1,1,1,3,1,1,3,R,22083,R,10180,R,11903,R,6770,R,3138,R,3632,R,1700,R,785,R,915,R,1693,R,779,R,914,R,7,R,6,R,1,R,1020,R,60,R,667,R,40,R,650,R,710,R,670,R,750,R,30,R,33,R,31,R,35,R,27,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,217156,2,2,1,1,1,3,5,2,3,R,36793,R,15050,R,21743,R,2822,R,1394,R,1428,R,1756,R,838,R,918,R,1756,R,838,R,918,A,,A,,A,,R,1239,R,71,R,755,R,43,R,710,R,770,R,730,R,790,R,33,R,35,R,34,R,36,R,30,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,217882,1,5,1,1,3,3,1,1,3,R,28600,R,12259,R,16340,R,17715,R,7662,R,10053,R,4199,R,1963,R,2236,R,4186,R,1957,R,2229,R,13,R,6,R,7,R,2468,R,59,R,1731,R,41,R,610,R,690,R,600,R,700,R,27,R,32,R,26,R,34,R,25,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,217925,1,3,3,2,3,3,1,1,3,R,448,R,215,R,233,R,227,R,116,R,111,R,172,R,92,R,80,R,154,R,88,R,66,R,18,R,4,R,14,R,106,R,62,R,66,R,39,R,480,R,590,R,460,R,560,R,17,R,24,R,17,R,24,R,16,R,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,221999,1,2,1,1,2,1,1,1,3,R,36646,R,16695,R,19951,R,4259,R,2087,R,2172,R,1698,R,827,R,871,R,1693,R,825,R,868,R,5,R,2,R,3,R,761,R,45,R,958,R,56,R,720,R,770,R,750,R,800,R,33,R,35,R,34,R,36,R,31,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,223232,1,3,1,2,5,5,3,1,3,R,33680,R,12962,R,20718,R,23061,R,9456,R,13605,R,3731,R,1496,R,2235,R,3721,R,1492,R,2229,R,10,R,4,R,6,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,227757,5,5,1,1,1,5,5,1,3,R,23455,R,12031,R,11424,R,2555,R,1281,R,1274,R,993,R,522,R,471,R,993,R,522,R,471,A,,A,,A,,R,588,R,59,R,405,R,41,R,710,R,770,R,750,R,800,R,34,R,36,R,34,R,36,R,32,R,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,228246,1,2,1,1,1,2,1,1,3,R,14010,R,6714,R,7296,R,7379,R,3570,R,3809,R,1531,R,773,R,758,R,1529,R,772,R,757,R,2,R,1,R,1,R,605,R,40,R,846,R,55,R,630,R,710,R,620,R,740,R,29,R,33,R,29,R,35,R,26,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,228723,1,1,1,2,3,3,1,1,3,R,42872,R,21027,R,21845,R,27125,R,13571,R,13554,R,11110,R,5593,R,5517,R,10039,R,4938,R,5101,R,1071,R,655,R,416,R,6734,R,61,R,4376,R,39,R,580,R,680,R,580,R,700,R,26,R,32,R,24,R,33,R,25,R,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,228778,5,5,1,1,5,5,1,1,3,R,57241,R,27660,R,29581,R,18290,R,7598,R,10692,R,8459,R,3479,R,4980,R,8318,R,3442,R,4876,R,141,R,37,R,104,R,6701,R,79,R,4005,R,47,R,610,R,720,R,600,R,750,R,26,R,33,R,25,R,35,R,25,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,228875,1,2,1,1,1,2,5,1,3,R,21145,R,8125,R,13020,R,10155,R,3781,R,6374,R,2287,R,875,R,1412,R,2278,R,870,R,1408,R,9,R,5,R,4,R,894,R,39,R,1052,R,46,R,560,R,660,R,550,R,660,R,25,R,31,R,25,R,34,R,24,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,231624,1,5,1,2,1,3,5,2,3,R,14201,R,5527,R,8674,R,5987,R,2546,R,3441,R,1521,R,595,R,926,R,1519,R,595,R,924,R,2,R,0,R,2,R,1174,R,77,R,494,R,32,R,660,R,740,R,640,R,750,R,30,R,34,R,31,R,35,R,27,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,234076,2,2,1,1,1,3,1,3,3,R,40879,R,19118,R,21761,R,9230,R,4137,R,5093,R,3785,R,1632,R,2153,R,3771,R,1624,R,2147,R,14,R,8,R,6,R,2886,R,76,R,1351,R,36,R,660,R,740,R,660,R,770,R,30,R,34,R,32,R,35,R,28,R,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,236948,1,3,1,1,3,3,1,1,3,R,43778,R,20432,R,23346,R,24456,R,10315,R,14141,R,7027,R,3033,R,3994,R,6898,R,2978,R,3920,R,129,R,55,R,74,R,5692,R,81,R,1943,R,28,R,590,R,700,R,610,R,753,R,27,R,33,R,26,R,35,R,26,R,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,239105,1,5,1,1,3,3,5,5,3,R,15324,R,6726,R,8598,R,12641,R,5469,R,7172,R,1651,R,706,R,945,R,1647,R,705,R,942,R,4,R,1,R,3,R,418,R,25,R,988,R,60,R,580,R,660,R,580,R,680,R,25,R,30,R,25,R,32,R,24,R,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,240444,1,2,1,1,1,3,5,1,3,R,45915,R,23029,R,22886,R,26286,R,12595,R,13691,R,7306,R,3467,R,3839,R,7256,R,3438,R,3818,R,50,R,29,R,21,R,1968,R,27,R,5697,R,78,R,610,R,690,R,650,R,770,R,27,R,32,R,25,R,33,R,26,R,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
