year,UNITID,EFBAGE,LINE,LSTUDY,XEFAGE01,EFAGE01,XEFAGE02,EFAGE02,XEFAGE03,EFAGE03,XEFAGE04,EFAGE04,XEFAGE05,EFAGE05,XEFAGE06,EFAGE06,XEFAGE07,EFAGE07,XEFAGE08,EFAGE08,XEFAGE09,EFAGE09 
2020,135726, 7,999,1,R,1736,R,1867,R,365,R,650,R,3603,R,1015,R,2101,R,2517,R,4618
2020,135726, 7,999,2,R,118,R,148,R,111,R,187,R,266,R,298,R,229,R,335,R,564
2020,135726, 7,999,5,R,1618,R,1719,R,254,R,463,R,3337,R,717,R,1872,R,2182,R,4054
2020,135726, 8,  5,1,R,1064,R,1232,R,123,R,221,R,2296,R,344,R,1187,R,1453,R,2640
2020,135726, 8,  5,2,R,82,R,100,R,32,R,50,R,182,R,82,R,114,R,150,R,264
2020,135726, 8,  5,5,R,982,R,1132,R,91,R,171,R,2114,R,262,R,1073,R,1303,R,2376
2020,135726, 9,  6,1,R,349,R,353,R,82,R,126,R,702,R,208,R,431,R,479,R,910
2020,135726, 9,  6,2,R,21,R,26,R,26,R,35,R,47,R,61,R,47,R,61,R,108
2020,135726, 9,  6,5,R,328,R,327,R,56,R,91,R,655,R,147,R,384,R,418,R,802
2020,135726,10,  7,1,R,156,R,134,R,56,R,106,R,290,R,162,R,212,R,240,R,452
2020,135726,10,  7,2,R,11,R,12,R,20,R,34,R,23,R,54,R,31,R,46,R,77
2020,135726,10,  7,5,R,145,R,122,R,36,R,72,R,267,R,108,R,181,R,194,R,375
2020,135726,11,  8,1,R,128,R,115,R,71,R,133,R,243,R,204,R,199,R,248,R,447
2020,135726,11,  8,2,R,2,R,8,R,20,R,44,R,10,R,64,R,22,R,52,R,74
2020,135726,11,  8,5,R,126,R,107,R,51,R,89,R,233,R,140,R,177,R,196,R,373
2020,135726,12,  9,1,R,38,R,32,R,29,R,62,R,70,R,91,R,67,R,94,R,161
2020,135726,12,  9,2,R,2,R,2,R,11,R,22,R,4,R,33,R,13,R,24,R,37
2020,135726,12,  9,5,R,36,R,30,R,18,R,40,R,66,R,58,R,54,R,70,R,124
2020,135726,13, 10,1,R,1,R,1,R,4,R,2,R,2,R,6,R,5,R,3,R,8
2020,135726,13, 10,2,R,0,R,0,R,2,R,2,R,0,R,4,R,2,R,2,R,4
2020,135726,13, 10,5,R,1,R,1,R,2,R,0,R,2,R,2,R,3,R,1,R,4
2020,137351, 1,412,1,R,15566,R,20903,R,5764,R,8393,R,36469,R,14157,R,21330,R,29296,R,50626
2020,137351, 1,112,2,R,12684,R,16966,R,3938,R,4994,R,29650,R,8932,R,16622,R,21960,R,38582
2020,137351, 1,312,5,R,2882,R,3937,R,1826,R,3399,R,6819,R,5225,R,4708,R,7336,R,12044
2020,137351, 2,999,1,R,12213,R,17184,R,2598,R,3346,R,29397,R,5944,R,14811,R,20530,R,35341
2020,137351, 2,999,2,R,11352,R,15543,R,2362,R,2841,R,26895,R,5203,R,13714,R,18384,R,32098
2020,137351, 2,999,5,R,861,R,1641,R,236,R,505,R,2502,R,741,R,1097,R,2146,R,3243
2020,137351, 3,  1,1,R,62,R,66,R,186,R,332,R,128,R,518,R,248,R,398,R,646
2020,137351, 3,  1,2,R,61,R,66,R,186,R,332,R,127,R,518,R,247,R,398,R,645
2020,137351, 3,  1,5,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,R,1
2020,137351, 4,  2,1,R,3851,R,5732,R,282,R,269,R,9583,R,551,R,4133,R,6001,R,10134
2020,137351, 4,  2,2,R,3850,R,5731,R,281,R,268,R,9581,R,549,R,4131,R,5999,R,10130
2020,137351, 4,  2,5,R,1,R,1,R,1,R,1,R,2,R,2,R,2,R,2,R,4
2020,137351, 5,  3,1,R,4624,R,6837,R,598,R,769,R,11461,R,1367,R,5222,R,7606,R,12828
2020,137351, 5,  3,2,R,4596,R,6708,R,590,R,752,R,11304,R,1342,R,5186,R,7460,R,12646
2020,137351, 5,  3,5,R,28,R,129,R,8,R,17,R,157,R,25,R,36,R,146,R,182
2020,137351, 6,  4,1,R,3676,R,4549,R,1532,R,1976,R,8225,R,3508,R,5208,R,6525,R,11733
2020,137351, 6,  4,2,R,2845,R,3038,R,1305,R,1489,R,5883,R,2794,R,4150,R,4527,R,8677
2020,137351, 6,  4,5,R,831,R,1511,R,227,R,487,R,2342,R,714,R,1058,R,1998,R,3056
2020,137351, 7,999,1,R,3353,R,3711,R,3166,R,5039,R,7064,R,8205,R,6519,R,8750,R,15269
2020,137351, 7,999,2,R,1332,R,1423,R,1576,R,2147,R,2755,R,3723,R,2908,R,3570,R,6478
2020,137351, 7,999,5,R,2021,R,2288,R,1590,R,2892,R,4309,R,4482,R,3611,R,5180,R,8791
2020,137351, 8,  5,1,R,2023,R,2254,R,1411,R,2029,R,4277,R,3440,R,3434,R,4283,R,7717
2020,137351, 8,  5,2,R,884,R,909,R,870,R,1028,R,1793,R,1898,R,1754,R,1937,R,3691
2020,137351, 8,  5,5,R,1139,R,1345,R,541,R,1001,R,2484,R,1542,R,1680,R,2346,R,4026
2020,137351, 9,  6,1,R,713,R,728,R,707,R,1125,R,1441,R,1832,R,1420,R,1853,R,3273
2020,137351, 9,  6,2,R,259,R,268,R,335,R,480,R,527,R,815,R,594,R,748,R,1342
2020,137351, 9,  6,5,R,454,R,460,R,372,R,645,R,914,R,1017,R,826,R,1105,R,1931
2020,137351,10,  7,1,R,291,R,319,R,434,R,668,R,610,R,1102,R,725,R,987,R,1712
2020,137351,10,  7,2,R,108,R,110,R,181,R,251,R,218,R,432,R,289,R,361,R,650
2020,137351,10,  7,5,R,183,R,209,R,253,R,417,R,392,R,670,R,436,R,626,R,1062
2020,137351,11,  8,1,R,232,R,297,R,391,R,774,R,529,R,1165,R,623,R,1071,R,1694
2020,137351,11,  8,2,R,62,R,100,R,137,R,245,R,162,R,382,R,199,R,345,R,544
2020,137351,11,  8,5,R,170,R,197,R,254,R,529,R,367,R,783,R,424,R,726,R,1150
2020,137351,12,  9,1,R,90,R,108,R,201,R,416,R,198,R,617,R,291,R,524,R,815
2020,137351,12,  9,2,R,18,R,36,R,50,R,130,R,54,R,180,R,68,R,166,R,234
2020,137351,12,  9,5,R,72,R,72,R,151,R,286,R,144,R,437,R,223,R,358,R,581
2020,137351,13, 10,1,R,4,R,5,R,22,R,27,R,9,R,49,R,26,R,32,R,58
2020,137351,13, 10,2,R,1,Z,0,R,3,R,13,R,1,R,16,R,4,R,13,R,17
2020,137351,13, 10,5,R,3,R,5,R,19,R,14,R,8,R,33,R,22,R,19,R,41
2020,137351,14, 11,1,R,0,R,8,R,0,R,8,R,8,R,8,R,0,R,16,R,16
2020,137351,14, 11,2,R,0,R,0,R,0,R,6,R,0,R,6,R,0,R,6,R,6
2020,137351,14, 11,5,R,0,R,8,R,0,R,2,R,8,R,2,R,0,R,10,R,10
2020,139658, 1,412,1,R,4932,R,7797,R,555,R,713,R,12729,R,1268,R,5487,R,8510,R,13997
2020,139658, 1,112,2,R,2765,R,4049,R,88,R,108,R,6814,R,196,R,2853,R,4157,R,7010
2020,139658, 1,312,5,R,2167,R,3748,R,467,R,605,R,5915,R,1072,R,2634,R,4353,R,6987
2020,139658, 2,999,1,R,3290,R,5404,R,108,R,156,R,8694,R,264,R,3398,R,5560,R,8958
2020,139658, 2,999,2,R,2698,R,3869,R,75,R,94,R,6567,R,169,R,2773,R,3963,R,6736
2020,139658, 2,999,5,R,592,R,1535,R,33,R,62,R,2127,R,95,R,625,R,1597,R,2222
2020,139658, 3,  1,1,R,50,R,64,Z,0,Z,0,R,114,Z,0,R,50,R,64,R,114
2020,139658, 3,  1,2,R,50,R,64,Z,0,Z,0,R,114,Z,0,R,50,R,64,R,114
2020,139658, 4,  2,1,R,1029,R,1474,R,9,R,13,R,2503,R,22,R,1038,R,1487,R,2525
2020,139658, 4,  2,2,R,1029,R,1474,R,9,R,13,R,2503,R,22,R,1038,R,1487,R,2525
2020,139658, 5,  3,1,R,1378,R,2063,R,39,R,52,R,3441,R,91,R,1417,R,2115,R,3532
2020,139658, 5,  3,2,R,1362,R,1995,R,38,R,52,R,3357,R,90,R,1400,R,2047,R,3447
2020,139658, 5,  3,5,R,16,R,68,R,1,R,0,R,84,R,1,R,17,R,68,R,85
2020,139658, 6,  4,1,R,833,R,1803,R,60,R,91,R,2636,R,151,R,893,R,1894,R,2787
2020,139658, 6,  4,2,R,257,R,336,R,28,R,29,R,593,R,57,R,285,R,365,R,650
2020,139658, 6,  4,5,R,576,R,1467,R,32,R,62,R,2043,R,94,R,608,R,1529,R,2137
2020,139658, 7,999,1,R,1642,R,2393,R,447,R,557,R,4035,R,1004,R,2089,R,2950,R,5039
2020,139658, 7,999,2,R,67,R,180,R,13,R,14,R,247,R,27,R,80,R,194,R,274
2020,139658, 7,999,5,R,1575,R,2213,R,434,R,543,R,3788,R,977,R,2009,R,2756,R,4765
2020,139658, 8,  5,1,R,999,R,1683,R,179,R,197,R,2682,R,376,R,1178,R,1880,R,3058
2020,139658, 8,  5,2,R,40,R,118,R,10,R,10,R,158,R,20,R,50,R,128,R,178
2020,139658, 8,  5,5,R,959,R,1565,R,169,R,187,R,2524,R,356,R,1128,R,1752,R,2880
2020,139658, 9,  6,1,R,414,R,425,R,119,R,124,R,839,R,243,R,533,R,549,R,1082
2020,139658, 9,  6,2,R,14,R,33,R,1,R,2,R,47,R,3,R,15,R,35,R,50
2020,139658, 9,  6,5,R,400,R,392,R,118,R,122,R,792,R,240,R,518,R,514,R,1032
2020,139658,10,  7,1,R,125,R,148,R,52,R,82,R,273,R,134,R,177,R,230,R,407
2020,139658,10,  7,2,R,6,R,13,R,0,R,1,R,19,R,1,R,6,R,14,R,20
2020,139658,10,  7,5,R,119,R,135,R,52,R,81,R,254,R,133,R,171,R,216,R,387
2020,139658,11,  8,1,R,76,R,97,R,64,R,91,R,173,R,155,R,140,R,188,R,328
2020,139658,11,  8,2,R,6,R,9,R,1,R,0,R,15,R,1,R,7,R,9,R,16
2020,139658,11,  8,5,R,70,R,88,R,63,R,91,R,158,R,154,R,133,R,179,R,312
2020,139658,12,  9,1,R,25,R,39,R,29,R,58,R,64,R,87,R,54,R,97,R,151
2020,139658,12,  9,2,R,1,R,7,R,1,R,1,R,8,R,2,R,2,R,8,R,10
2020,139658,12,  9,5,R,24,R,32,R,28,R,57,R,56,R,85,R,52,R,89,R,141
2020,139658,13, 10,1,R,3,R,1,R,4,R,5,R,4,R,9,R,7,R,6,R,13
2020,139658,13, 10,5,R,3,R,1,R,4,R,5,R,4,R,9,R,7,R,6,R,13
2020,139755, 1,412,1,R,12968,R,7930,R,14514,R,4359,R,20898,R,18873,R,27482,R,12289,R,39771
2020,139755, 1,112,2,R,8676,R,5809,R,1374,R,702,R,14485,R,2076,R,10050,R,6511,R,16561
2020,139755, 1,312,5,R,4292,R,2121,R,13140,R,3657,R,6413,R,16797,R,17432,R,5778,R,23210
2020,139755, 2,999,1,R,10167,R,6620,R,2679,R,1172,R,16787,R,3851,R,12846,R,7792,R,20638
2020,139755, 2,999,2,R,8504,R,5750,R,1236,R,655,R,14254,R,1891,R,9740,R,6405,R,16145
2020,139755, 2,999,5,R,1663,R,870,R,1443,R,517,R,2533,R,1960,R,3106,R,1387,R,4493
2020,139755, 3,  1,1,R,112,R,68,R,418,R,161,R,180,R,579,R,530,R,229,R,759
2020,139755, 3,  1,2,R,112,R,68,R,418,R,161,R,180,R,579,R,530,R,229,R,759
2020,139755, 4,  2,1,R,3534,R,2566,R,141,R,78,R,6100,R,219,R,3675,R,2644,R,6319
2020,139755, 4,  2,2,R,3531,R,2565,R,138,R,77,R,6096,R,215,R,3669,R,2642,R,6311
2020,139755, 4,  2,5,R,3,R,1,R,3,R,1,R,4,R,4,R,6,R,2,R,8
2020,139755, 5,  3,1,R,3822,R,2527,R,270,R,184,R,6349,R,454,R,4092,R,2711,R,6803
2020,139755, 5,  3,2,R,3720,R,2477,R,240,R,169,R,6197,R,409,R,3960,R,2646,R,6606
2020,139755, 5,  3,5,R,102,R,50,R,30,R,15,R,152,R,45,R,132,R,65,R,197
2020,139755, 6,  4,1,R,2699,R,1459,R,1850,R,749,R,4158,R,2599,R,4549,R,2208,R,6757
2020,139755, 6,  4,2,R,1141,R,640,R,440,R,248,R,1781,R,688,R,1581,R,888,R,2469
2020,139755, 6,  4,5,R,1558,R,819,R,1410,R,501,R,2377,R,1911,R,2968,R,1320,R,4288
2020,139755, 7,999,1,R,2799,R,1310,R,11828,R,3186,R,4109,R,15014,R,14627,R,4496,R,19123
2020,139755, 7,999,2,R,170,R,59,R,131,R,46,R,229,R,177,R,301,R,105,R,406
2020,139755, 7,999,5,R,2629,R,1251,R,11697,R,3140,R,3880,R,14837,R,14326,R,4391,R,18717
2020,139755, 8,  5,1,R,1897,R,904,R,4682,R,1508,R,2801,R,6190,R,6579,R,2412,R,8991
2020,139755, 8,  5,2,R,128,R,41,R,68,R,29,R,169,R,97,R,196,R,70,R,266
2020,139755, 8,  5,5,R,1769,R,863,R,4614,R,1479,R,2632,R,6093,R,6383,R,2342,R,8725
2020,139755, 9,  6,1,R,596,R,255,R,3175,R,870,R,851,R,4045,R,3771,R,1125,R,4896
2020,139755, 9,  6,2,R,30,R,14,R,29,R,8,R,44,R,37,R,59,R,22,R,81
2020,139755, 9,  6,5,R,566,R,241,R,3146,R,862,R,807,R,4008,R,3712,R,1103,R,4815
2020,139755,10,  7,1,R,173,R,85,R,1922,R,421,R,258,R,2343,R,2095,R,506,R,2601
2020,139755,10,  7,2,R,7,R,3,R,12,R,3,R,10,R,15,R,19,R,6,R,25
2020,139755,10,  7,5,R,166,R,82,R,1910,R,418,R,248,R,2328,R,2076,R,500,R,2576
2020,139755,11,  8,1,R,96,R,58,R,1537,R,292,R,154,R,1829,R,1633,R,350,R,1983
2020,139755,11,  8,2,R,3,R,1,R,4,R,1,R,4,R,5,R,7,R,2,R,9
2020,139755,11,  8,5,R,93,R,57,R,1533,R,291,R,150,R,1824,R,1626,R,348,R,1974
2020,139755,12,  9,1,R,33,R,7,R,479,R,84,R,40,R,563,R,512,R,91,R,603
2020,139755,12,  9,2,R,2,R,0,R,9,R,0,R,2,R,9,R,11,R,0,R,11
2020,139755,12,  9,5,R,31,R,7,R,470,R,84,R,38,R,554,R,501,R,91,R,592
2020,139755,13, 10,1,R,4,R,1,R,33,R,11,R,5,R,44,R,37,R,12,R,49
2020,139755,13, 10,2,Z,0,Z,0,R,9,R,5,Z,0,R,14,R,9,R,5,R,14
2020,139755,13, 10,5,R,4,R,1,R,24,R,6,R,5,R,30,R,28,R,7,R,35
2020,139755,14, 11,1,R,2,R,0,R,7,R,1,R,2,R,8,R,9,R,1,R,10
2020,139755,14, 11,2,R,2,R,0,R,7,R,1,R,2,R,8,R,9,R,1,R,10
2020,139959, 1,412,1,R,14449,R,20502,R,1808,R,2388,R,34951,R,4196,R,16257,R,22890,R,39147
2020,139959, 1,112,2,R,11595,R,16293,R,966,R,911,R,27888,R,1877,R,12561,R,17204,R,29765
2020,139959, 1,312,5,R,2854,R,4209,R,842,R,1477,R,7063,R,2319,R,3696,R,5686,R,9382
2020,139959, 2,999,1,R,12324,R,17973,R,868,R,963,R,30297,R,1831,R,13192,R,18936,R,32128
2020,139959, 2,999,2,R,11359,R,16128,R,796,R,774,R,27487,R,1570,R,12155,R,16902,R,29057
2020,139959, 2,999,5,R,965,R,1845,R,72,R,189,R,2810,R,261,R,1037,R,2034,R,3071
2020,139959, 3,  1,1,R,29,R,61,R,17,R,26,R,90,R,43,R,46,R,87,R,133
2020,139959, 3,  1,2,R,29,R,61,R,17,R,26,R,90,R,43,R,46,R,87,R,133
2020,139959, 4,  2,1,R,3825,R,6502,R,52,R,69,R,10327,R,121,R,3877,R,6571,R,10448
2020,139959, 4,  2,2,R,3825,R,6500,R,52,R,69,R,10325,R,121,R,3877,R,6569,R,10446
2020,139959, 4,  2,5,R,0,R,2,R,0,R,0,R,2,R,0,R,0,R,2,R,2
2020,139959, 5,  3,1,R,5478,R,8084,R,280,R,307,R,13562,R,587,R,5758,R,8391,R,14149
2020,139959, 5,  3,2,R,5420,R,7904,R,277,R,300,R,13324,R,577,R,5697,R,8204,R,13901
2020,139959, 5,  3,5,R,58,R,180,R,3,R,7,R,238,R,10,R,61,R,187,R,248
2020,139959, 6,  4,1,R,2992,R,3326,R,519,R,561,R,6318,R,1080,R,3511,R,3887,R,7398
2020,139959, 6,  4,2,R,2085,R,1663,R,450,R,379,R,3748,R,829,R,2535,R,2042,R,4577
2020,139959, 6,  4,5,R,907,R,1663,R,69,R,182,R,2570,R,251,R,976,R,1845,R,2821
2020,139959, 7,999,1,R,2125,R,2529,R,940,R,1425,R,4654,R,2365,R,3065,R,3954,R,7019
2020,139959, 7,999,2,R,236,R,165,R,170,R,137,R,401,R,307,R,406,R,302,R,708
2020,139959, 7,999,5,R,1889,R,2364,R,770,R,1288,R,4253,R,2058,R,2659,R,3652,R,6311
2020,139959, 8,  5,1,R,1249,R,1596,R,328,R,462,R,2845,R,790,R,1577,R,2058,R,3635
2020,139959, 8,  5,2,R,180,R,113,R,96,R,67,R,293,R,163,R,276,R,180,R,456
2020,139959, 8,  5,5,R,1069,R,1483,R,232,R,395,R,2552,R,627,R,1301,R,1878,R,3179
2020,139959, 9,  6,1,R,532,R,532,R,227,R,306,R,1064,R,533,R,759,R,838,R,1597
2020,139959, 9,  6,2,R,38,R,25,R,29,R,20,R,63,R,49,R,67,R,45,R,112
2020,139959, 9,  6,5,R,494,R,507,R,198,R,286,R,1001,R,484,R,692,R,793,R,1485
2020,139959,10,  7,1,R,189,R,192,R,142,R,210,R,381,R,352,R,331,R,402,R,733
2020,139959,10,  7,2,R,6,R,11,R,12,R,12,R,17,R,24,R,18,R,23,R,41
2020,139959,10,  7,5,R,183,R,181,R,130,R,198,R,364,R,328,R,313,R,379,R,692
2020,139959,11,  8,1,R,115,R,161,R,152,R,289,R,276,R,441,R,267,R,450,R,717
2020,139959,11,  8,2,R,9,R,9,R,13,R,17,R,18,R,30,R,22,R,26,R,48
2020,139959,11,  8,5,R,106,R,152,R,139,R,272,R,258,R,411,R,245,R,424,R,669
2020,139959,12,  9,1,R,38,R,45,R,68,R,143,R,83,R,211,R,106,R,188,R,294
2020,139959,12,  9,2,R,2,R,5,R,7,R,13,R,7,R,20,R,9,R,18,R,27
2020,139959,12,  9,5,R,36,R,40,R,61,R,130,R,76,R,191,R,97,R,170,R,267
2020,139959,13, 10,1,R,2,R,3,R,23,R,15,R,5,R,38,R,25,R,18,R,43
2020,139959,13, 10,2,R,1,R,2,R,13,R,8,R,3,R,21,R,14,R,10,R,24
2020,139959,13, 10,5,R,1,R,1,R,10,R,7,R,2,R,17,R,11,R,8,R,19
2020,144050, 1,412,1,R,8339,R,7271,R,1392,R,832,R,15610,R,2224,R,9731,R,8103,R,17834
2020,144050, 1,112,2,R,3654,R,3366,R,16,R,20,R,7020,R,36,R,3670,R,3386,R,7056
2020,144050, 1,312,5,R,4685,R,3905,R,1376,R,812,R,8590,R,2188,R,6061,R,4717,R,10778
2020,144050, 2,999,1,R,4898,R,4773,R,123,R,149,R,9671,R,272,R,5021,R,4922,R,9943
2020,144050, 2,999,2,R,3633,R,3358,R,16,R,20,R,6991,R,36,R,3649,R,3378,R,7027
2020,144050, 2,999,5,R,1265,R,1415,R,107,R,129,R,2680,R,236,R,1372,R,1544,R,2916
2020,144050, 3,  1,1,R,43,R,68,R,11,R,16,R,111,R,27,R,54,R,84,R,138
2020,144050, 3,  1,2,R,43,R,68,R,11,R,16,R,111,R,27,R,54,R,84,R,138
2020,144050, 4,  2,1,R,1605,R,1513,R,5,R,0,R,3118,R,5,R,1610,R,1513,R,3123
2020,144050, 4,  2,2,R,1603,R,1510,R,3,R,0,R,3113,R,3,R,1606,R,1510,R,3116
2020,144050, 4,  2,5,R,2,R,3,R,2,R,0,R,5,R,2,R,4,R,3,R,7
2020,144050, 5,  3,1,R,1752,R,1668,R,7,R,7,R,3420,R,14,R,1759,R,1675,R,3434
2020,144050, 5,  3,2,R,1705,R,1595,R,2,R,4,R,3300,R,6,R,1707,R,1599,R,3306
2020,144050, 5,  3,5,R,47,R,73,R,5,R,3,R,120,R,8,R,52,R,76,R,128
2020,144050, 6,  4,1,R,1498,R,1524,R,100,R,126,R,3022,R,226,R,1598,R,1650,R,3248
2020,144050, 6,  4,2,R,282,R,185,Z,0,Z,0,R,467,Z,0,R,282,R,185,R,467
2020,144050, 6,  4,5,R,1216,R,1339,R,100,R,126,R,2555,R,226,R,1316,R,1465,R,2781
2020,144050, 7,999,1,R,3441,R,2498,R,1269,R,683,R,5939,R,1952,R,4710,R,3181,R,7891
2020,144050, 7,999,2,R,21,R,8,Z,0,Z,0,R,29,Z,0,R,21,R,8,R,29
2020,144050, 7,999,5,R,3420,R,2490,R,1269,R,683,R,5910,R,1952,R,4689,R,3173,R,7862
2020,144050, 8,  5,1,R,2115,R,1741,R,502,R,311,R,3856,R,813,R,2617,R,2052,R,4669
2020,144050, 8,  5,2,R,20,R,7,Z,0,Z,0,R,27,Z,0,R,20,R,7,R,27
2020,144050, 8,  5,5,R,2095,R,1734,R,502,R,311,R,3829,R,813,R,2597,R,2045,R,4642
2020,144050, 9,  6,1,R,859,R,523,R,465,R,206,R,1382,R,671,R,1324,R,729,R,2053
2020,144050, 9,  6,2,R,1,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,R,1
2020,144050, 9,  6,5,R,858,R,523,R,465,R,206,R,1381,R,671,R,1323,R,729,R,2052
2020,144050,10,  7,1,R,290,R,162,R,155,R,72,R,452,R,227,R,445,R,234,R,679
2020,144050,10,  7,2,R,0,R,1,Z,0,Z,0,R,1,Z,0,R,0,R,1,R,1
2020,144050,10,  7,5,R,290,R,161,R,155,R,72,R,451,R,227,R,445,R,233,R,678
2020,144050,11,  8,1,R,148,R,60,R,103,R,65,R,208,R,168,R,251,R,125,R,376
2020,144050,11,  8,5,R,148,R,60,R,103,R,65,R,208,R,168,R,251,R,125,R,376
2020,144050,12,  9,1,R,28,R,12,R,31,R,26,R,40,R,57,R,59,R,38,R,97
2020,144050,12,  9,5,R,28,R,12,R,31,R,26,R,40,R,57,R,59,R,38,R,97
2020,144050,13, 10,1,R,1,R,0,R,13,R,3,R,1,R,16,R,14,R,3,R,17
2020,144050,13, 10,5,R,1,R,0,R,13,R,3,R,1,R,16,R,14,R,3,R,17
2020,145600, 1,412,1,R,12938,R,15117,R,2220,R,3243,R,28055,R,5463,R,15158,R,18360,R,33518
2020,145600, 1,112,2,R,9485,R,10538,R,988,R,910,R,20023,R,1898,R,10473,R,11448,R,21921
2020,145600, 1,312,5,R,3453,R,4579,R,1232,R,2333,R,8032,R,3565,R,4685,R,6912,R,11597
2020,145600, 2,999,1,R,9988,R,11748,R,810,R,786,R,21736,R,1596,R,10798,R,12534,R,23332
2020,145600, 2,999,2,R,8741,R,9947,R,678,R,576,R,18688,R,1254,R,9419,R,10523,R,19942
2020,145600, 2,999,5,R,1247,R,1801,R,132,R,210,R,3048,R,342,R,1379,R,2011,R,3390
2020,145600, 3,  1,1,R,93,R,132,R,2,R,1,R,225,R,3,R,95,R,133,R,228
2020,145600, 3,  1,2,R,93,R,132,R,2,R,1,R,225,R,3,R,95,R,133,R,228
2020,145600, 4,  2,1,R,3223,R,4048,R,98,R,94,R,7271,R,192,R,3321,R,4142,R,7463
2020,145600, 4,  2,2,R,3222,R,4046,R,98,R,94,R,7268,R,192,R,3320,R,4140,R,7460
2020,145600, 4,  2,5,R,1,R,2,R,0,R,0,R,3,R,0,R,1,R,2,R,3
2020,145600, 5,  3,1,R,3615,R,4232,R,198,R,194,R,7847,R,392,R,3813,R,4426,R,8239
2020,145600, 5,  3,2,R,3551,R,4149,R,198,R,192,R,7700,R,390,R,3749,R,4341,R,8090
2020,145600, 5,  3,5,R,64,R,83,R,0,R,2,R,147,R,2,R,64,R,85,R,149
2020,145600, 6,  4,1,R,3057,R,3336,R,512,R,497,R,6393,R,1009,R,3569,R,3833,R,7402
2020,145600, 6,  4,2,R,1875,R,1620,R,380,R,289,R,3495,R,669,R,2255,R,1909,R,4164
2020,145600, 6,  4,5,R,1182,R,1716,R,132,R,208,R,2898,R,340,R,1314,R,1924,R,3238
2020,145600, 7,999,1,R,2950,R,3369,R,1410,R,2457,R,6319,R,3867,R,4360,R,5826,R,10186
2020,145600, 7,999,2,R,744,R,591,R,310,R,334,R,1335,R,644,R,1054,R,925,R,1979
2020,145600, 7,999,5,R,2206,R,2778,R,1100,R,2123,R,4984,R,3223,R,3306,R,4901,R,8207
2020,145600, 8,  5,1,R,1951,R,2162,R,563,R,850,R,4113,R,1413,R,2514,R,3012,R,5526
2020,145600, 8,  5,2,R,531,R,411,R,181,R,156,R,942,R,337,R,712,R,567,R,1279
2020,145600, 8,  5,5,R,1420,R,1751,R,382,R,694,R,3171,R,1076,R,1802,R,2445,R,4247
2020,145600, 9,  6,1,R,615,R,696,R,324,R,568,R,1311,R,892,R,939,R,1264,R,2203
2020,145600, 9,  6,2,R,127,R,111,R,60,R,67,R,238,R,127,R,187,R,178,R,365
2020,145600, 9,  6,5,R,488,R,585,R,264,R,501,R,1073,R,765,R,752,R,1086,R,1838
2020,145600,10,  7,1,R,236,R,280,R,212,R,374,R,516,R,586,R,448,R,654,R,1102
2020,145600,10,  7,2,R,55,R,36,R,32,R,43,R,91,R,75,R,87,R,79,R,166
2020,145600,10,  7,5,R,181,R,244,R,180,R,331,R,425,R,511,R,361,R,575,R,936
2020,145600,11,  8,1,R,122,R,187,R,203,R,439,R,309,R,642,R,325,R,626,R,951
2020,145600,11,  8,2,R,25,R,28,R,25,R,42,R,53,R,67,R,50,R,70,R,120
2020,145600,11,  8,5,R,97,R,159,R,178,R,397,R,256,R,575,R,275,R,556,R,831
2020,145600,12,  9,1,R,24,R,43,R,99,R,217,R,67,R,316,R,123,R,260,R,383
2020,145600,12,  9,2,R,5,R,5,R,11,R,25,R,10,R,36,R,16,R,30,R,46
2020,145600,12,  9,5,R,19,R,38,R,88,R,192,R,57,R,280,R,107,R,230,R,337
2020,145600,13, 10,1,R,2,R,1,R,9,R,9,R,3,R,18,R,11,R,10,R,21
2020,145600,13, 10,2,R,1,R,0,R,1,R,1,R,1,R,2,R,2,R,1,R,3
2020,145600,13, 10,5,R,1,R,1,R,8,R,8,R,2,R,16,R,9,R,9,R,18
2020,145637, 1,412,1,R,23149,R,20125,R,5536,R,3869,R,43274,R,9405,R,28685,R,23994,R,52679
2020,145637, 1,112,2,R,17139,R,14968,R,1022,R,554,R,32107,R,1576,R,18161,R,15522,R,33683
2020,145637, 1,312,5,R,6010,R,5157,R,4514,R,3315,R,11167,R,7829,R,10524,R,8472,R,18996
2020,145637, 2,999,1,R,19113,R,17067,R,1467,R,897,R,36180,R,2364,R,20580,R,17964,R,38544
2020,145637, 2,999,2,R,16904,R,14881,R,923,R,489,R,31785,R,1412,R,17827,R,15370,R,33197
2020,145637, 2,999,5,R,2209,R,2186,R,544,R,408,R,4395,R,952,R,2753,R,2594,R,5347
2020,145637, 3,  1,1,R,234,R,193,R,61,R,38,R,427,R,99,R,295,R,231,R,526
2020,145637, 3,  1,2,R,234,R,193,R,61,R,38,R,427,R,99,R,295,R,231,R,526
2020,145637, 4,  2,1,R,7537,R,6843,R,239,R,128,R,14380,R,367,R,7776,R,6971,R,14747
2020,145637, 4,  2,2,R,7535,R,6843,R,239,R,128,R,14378,R,367,R,7774,R,6971,R,14745
2020,145637, 4,  2,5,R,2,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,2
