year,UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL1A,LEVEL1B,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,CALSYS,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,OPENADMP,VET1,VET2,VET3,VET4,VET5,VET9,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBRES1,LIBRES2,LIBRES3,LIBRES4,LIBRES5,LIBRES6,LIBRES9,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DSTNUGC,DSTNUGP,DSTNUGN,DSTNGC,DSTNGP,DSTNGN,DISTCRS,DISTPGS,DSTNCED1,DSTNCED2,DSTNCED3,DISTNCED,DISAB,XDISABPC,DISABPCT,ALLONCAM,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4 ,PEO7ISTR,NONCRDT1,NONCRDT2,NONCRDT3,NONCRDT4,NONCRDT5,NONCRDT6,NONCRDT7,NONCRDT8,NONCRDT9,SLO521,SLOA,SLOB,PRMPGM,TUITVRY1,TUITVRY2,TUITVRY3,CONFNO4,ENRHSST,ENRHSST1,ENRHSST2
2020,144050,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,1,0,1,1,0,2,1,1,1,1,2,1,1,1,2,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,2,2,R,10 ,1,2,1,R,4532,2,A,.,A,.,A,.,R,17004,R,75,R,90,1,1,0,0,0,0,0,1,182,1,200,1,182,1,200,,,,,,,,,,,,,,,,,,,,,
2020,145600,0,1,1,0,0,1,1,2,0,-2,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,5 ,2,1,1,R,3510,2,A,.,R,8263,R,4505,A,.,R,60,R,70,1,1,0,0,0,0,0,2,-2,1,122,1,122,1,122,,,,,,,,,,,,,,,,,,,,,
2020,145637,1,1,1,0,0,1,1,2,0,-2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,8 ,1,1,1,R,15007,2,A,.,A,.,A,.,R,12252,R,50,R,70,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107,,,,,,,,,,,,,,,,,,,,,
2020,147767,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,1,0,0,1,1,1,1,0,1,1,0,2,1,1,1,1,2,1,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,2,2,R,9 ,2,2,1,R,4114,1,R,14,R,10878,R,6738,A,.,R,75,R,95,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107,,,,,,,,,,,,,,,,,,,,,
2020,151351,1,1,1,1,1,0,1,2,0,-2,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,12461,2,A,.,R,7505,R,3700,A,.,R,65,R,70,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107,,,,,,,,,,,,,,,,,,,,,
2020,152080,0,1,0,0,0,0,4,-2,-2,30,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,8 ,2,2,1,R,7103,1,R,21,A,.,A,.,R,15984,R,75,R,75,1,1,0,0,0,0,0,1,113,1,102,1,102,1,102,,,,,,,,,,,,,,,,,,,,,
2020,160472,1,0,-2,0,0,0,2,-2,-2,-2,1,1,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,. ,2,-2,2,A,.,3,A,.,A,.,A,.,A,.,R,0,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,
2020,160755,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,16 ,2,2,1,R,3957,2,A,.,R,9282,R,6950,A,.,R,0,R,50,1,1,0,0,0,0,0,1,372,1,372,1,372,1,372,,,,,,,,,,,,,,,,,,,,,
2020,162928,0,1,1,1,0,0,3,-2,-2,-2,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,9 ,2,2,1,R,2762,1,R,19,R,6431,R,4664,A,.,R,70,R,75,1,1,0,0,0,0,0,1,165,1,165,1,165,1,165,,,,,,,,,,,,,,,,,,,,,
2020,163286,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,12025,2,A,.,R,7756,R,5500,A,.,R,75,R,75,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107,,,,,,,,,,,,,,,,,,,,,
2020,164924,0,1,0,0,0,0,4,-2,-2,30,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,7 ,2,2,1,R,7611,2,A,.,R,9540,R,5680,A,.,R,80,R,75,1,1,0,0,0,0,0,1,102,1,102,1,102,1,102,,,,,,,,,,,,,,,,,,,,,
2020,164988,0,1,0,0,0,0,3,-2,-2,-2,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,1,R,10551,2,A,.,R,10990,R,5650,A,.,R,80,R,95,1,1,0,0,0,0,0,2,-2,1,128,2,-2,1,128,,,,,,,,,,,,,,,,,,,,,
2020,165015,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,2,1,-2,-2,2,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,14 ,2,2,1,R,2950,1,R,19,R,9060,R,7020,A,.,R,80,R,75,1,1,0,0,0,0,0,2,-2,1,200,1,200,1,200,,,,,,,,,,,,,,,,,,,,,
2020,166027,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,10 ,1,2,1,R,13694,2,A,.,R,11364,R,7025,A,.,R,75,R,105,1,1,0,0,0,0,0,1,117,1,117,1,117,1,117,,,,,,,,,,,,,,,,,,,,,
2020,166629,1,1,1,0,0,0,1,2,0,-2,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,9 ,2,1,1,R,14015,2,A,.,R,7462,R,5867,A,.,R,80,R,80,1,1,0,0,0,0,0,1,327,1,103,1,103,1,103,,,,,,,,,,,,,,,,,,,,,
2020,166683,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,1,1,1,1,2,1,-2,-2,2,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,-2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,2,2,R,8 ,2,2,1,R,5965,2,A,.,A,.,A,.,R,16000,R,75,R,75,1,1,0,0,0,0,0,1,186,1,186,1,186,1,186,,,,,,,,,,,,,,,,,,,,,
2020,167358,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,2,1,R,10011,1,R,17,R,9570,R,7910,A,.,R,75,R,75,1,1,0,0,0,0,0,2,-2,1,110,1,110,1,110,,,,,,,,,,,,,,,,,,,,,
2020,168148,0,1,1,0,0,0,3,-2,-2,-2,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,14 ,2,2,1,R,4070,1,R,99,R,8516,R,7114,A,.,R,75,R,85,1,1,0,0,0,0,0,1,185,1,185,1,185,1,185,,,,,,,,,,,,,,,,,,,,,
2020,168421,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,2,1,-2,-2,2,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,14 ,2,2,1,R,2217,1,R,19,R,8990,R,6830,A,.,R,65,R,70,1,1,0,0,0,0,0,1,186,1,186,1,186,1,186,,,,,,,,,,,,,,,,,,,,,
2020,170976,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,0,0,1,1,1,1,0,1,1,0,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,7 ,2,1,1,R,12242,2,A,.,A,.,A,.,R,12034,R,75,R,75,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107,,,,,,,,,,,,,,,,,,,,,
2020,171100,0,1,0,0,0,0,1,2,0,-2,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,5 ,2,1,1,R,17445,2,A,.,R,4374,R,6148,A,.,R,65,R,65,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107,,,,,,,,,,,,,,,,,,,,,
2020,174066,0,1,1,1,0,0,1,2,0,-2,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,10 ,2,1,1,R,7414,2,A,.,R,6278,R,4490,A,.,R,55,R,75,1,1,0,0,0,0,1,1,107,1,107,1,107,1,107,,,,,,,,,,,,,,,,,,,,,
2020,179867,0,1,0,0,0,0,3,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,12 ,2,2,1,R,7134,2,A,.,R,12328,R,4875,A,.,R,75,R,45,1,1,0,0,0,0,1,1,200,1,200,1,200,1,200,,,,,,,,,,,,,,,,,,,,,
2020,182670,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,1,1,1,1,2,1,1,1,2,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,2,2,R,8 ,1,2,1,R,3733,1,R,99,R,10362,R,6660,A,.,R,80,R,50,1,1,0,0,0,0,0,1,117,1,117,1,117,1,117,,,,,,,,,,,,,,,,,,,,,
2020,185828,1,1,1,0,0,0,1,2,0,-2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,4 ,2,1,1,R,1960,2,A,.,A,.,A,.,R,12400,R,75,R,75,1,1,0,0,0,0,0,2,-2,1,101,1,101,1,101,,,,,,,,,,,,,,,,,,,,,
2020,186131,0,1,0,0,0,0,3,-2,-2,-2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,2,2,-2,-2,2,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,2,R,6 ,1,2,1,R,5113,2,A,.,R,9842,R,5500,A,.,R,70,R,95,1,1,0,0,0,0,0,1,117,1,117,1,117,1,117,,,,,,,,,,,,,,,,,,,,,
2020,186371,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,824,2,A,.,R,8831,R,3860,A,.,R,70,R,70,1,1,0,0,0,0,0,2,-2,1,187,1,187,1,187,,,,,,,,,,,,,,,,,,,,,
2020,186380,0,1,1,0,0,0,1,2,0,-2,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,15862,2,A,.,R,7971,R,5104,A,.,R,70,R,70,1,1,0,0,0,0,0,1,107,1,107,1,107,1,107,,,,,,,,,,,,,,,,,,,,,
2020,186399,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,2444,2,A,.,R,8615,R,5314,A,.,R,70,R,70,1,1,0,0,0,0,0,2,-2,1,187,1,187,1,187,,,,,,,,,,,,,,,,,,,,,
2020,186867,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,2,1,-2,-2,2,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,5 ,2,2,1,R,1319,2,A,.,R,9200,R,7060,A,.,R,70,R,60,1,1,0,0,0,0,0,1,181,1,181,1,181,1,181,,,,,,,,,,,,,,,,,,,,,
2020,190415,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,2,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,2,1,A,. ,2,1,1,R,7135,1,R,14,R,9534,R,6312,A,.,R,80,R,105,1,1,0,0,0,0,0,1,117,1,117,1,117,1,117,,,,,,,,,,,,,,,,,,,,,
2020,191241,0,1,1,0,0,0,4,-2,-2,30,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,8 ,2,2,1,R,4842,2,A,.,A,.,A,.,R,19065,R,70,R,70,1,1,0,0,0,0,0,1,128,1,103,1,103,1,103,,,,,,,,,,,,,,,,,,,,,
2020,193900,1,1,1,0,0,0,3,-2,-2,-2,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,2,2,R,9 ,2,2,1,R,12985,1,R,19,R,13953,R,5290,A,.,R,80,R,110,1,1,0,0,0,0,0,2,-2,1,200,1,200,1,200,,,,,,,,,,,,,,,,,,,,,
2020,194824,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,2,1,-2,-2,2,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,2,R,4 ,1,2,1,R,3930,1,R,21,R,8940,R,7014,A,.,R,70,R,75,1,1,0,0,0,0,0,1,201,1,201,1,201,1,201,,,,,,,,,,,,,,,,,,,,,
2020,195003,1,1,1,0,0,0,3,-2,-2,-2,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,15 ,2,2,1,R,6527,2,A,.,R,8140,R,6100,A,.,R,65,R,65,1,1,0,0,0,0,0,2,-2,1,201,1,201,1,201,,,,,,,,,,,,,,,,,,,,,
2020,195030,0,1,1,1,0,0,3,-2,-2,-2,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,. ,1,2,1,R,1350,2,A,.,R,10494,R,6570,A,.,R,50,R,50,1,1,0,0,0,0,0,1,200,1,200,1,200,1,200,,,,,,,,,,,,,,,,,,,,,
2020,196079,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2,1,A,. ,2,1,1,R,7092,2,A,.,R,10206,R,5395,A,.,R,50,R,75,1,1,0,0,0,0,0,2,-2,1,101,1,101,1,101,,,,,,,,,,,,,,,,,,,,,
2020,196088,0,1,0,0,0,0,1,2,0,-2,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,4 ,2,1,1,R,7962,1,R,17,R,8522,R,5614,A,.,R,50,R,75,1,1,0,0,0,0,0,1,119,1,119,2,-2,1,119,,,,,,,,,,,,,,,,,,,,,
2020,196097,1,1,1,1,0,0,1,2,0,-2,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,6 ,2,1,1,R,10474,2,A,.,R,9532,R,5352,A,.,R,50,R,100,1,1,0,0,0,0,0,1,110,1,101,1,101,1,101,,,,,,,,,,,,,,,,,,,,,
2020,196413,1,1,1,1,0,0,3,-2,-2,-2,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,13 ,2,2,1,R,8001,1,R,21,R,8766,R,7590,A,.,R,85,R,75,1,1,0,0,0,0,0,1,102,1,102,2,-2,1,102,,,,,,,,,,,,,,,,,,,,,
2020,197708,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,30 ,2,2,1,R,1645,2,A,.,R,9250,R,3500,A,.,R,65,R,50,1,1,0,0,0,0,0,2,-2,1,196,1,196,1,196,,,,,,,,,,,,,,,,,,,,,
2020,198419,0,1,0,0,0,0,4,-2,-2,71,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,2,1,A,. ,1,2,1,R,5773,2,A,.,R,9164,R,6862,A,.,R,85,R,95,1,1,0,0,0,0,0,1,102,1,102,1,102,1,102,,,,,,,,,,,,,,,,,,,,,
2020,199120,1,1,1,1,0,0,1,2,0,-2,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,4 ,2,1,1,R,10093,1,R,99,R,6878,R,4862,A,.,R,85,R,95,1,1,0,0,0,0,0,1,102,1,102,1,102,1,102,,,,,,,,,,,,,,,,,,,,,
2020,199193,1,1,1,1,0,0,1,2,0,-2,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,6 ,2,1,1,R,10433,2,A,.,R,6070,R,4800,A,.,R,85,R,75,1,1,0,0,0,0,0,1,102,1,102,1,102,1,102,,,,,,,,,,,,,,,,,,,,,
2020,199847,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,10 ,2,2,1,R,3834,1,R,99,R,9848,R,7486,A,.,R,65,R,80,1,1,0,0,0,0,0,1,102,1,102,1,102,1,102,,,,,,,,,,,,,,,,,,,,,
2020,201645,0,1,1,1,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,2,2,R,19 ,2,2,1,R,4400,2,A,.,R,9350,R,6730,A,.,R,70,R,50,1,1,0,0,0,0,0,1,194,1,200,1,200,1,200,,,,,,,,,,,,,,,,,,,,,
