year,UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
2019,100858, 1,  1,R,2605,R,2558
2019,100858, 4,  4,R,4,R,3
2019,100858, 5,  5,R,7,R,7
2019,100858, 6,  6,R,61,R,61
2019,100858, 8,  8,R,22,R,22
2019,100858, 9,  9,R,8,R,8
2019,100858,10, 10,R,1,R,1
2019,100858,11, 11,R,1,R,1
2019,100858,12, 12,R,245,R,242
2019,100858,13, 13,R,784,R,777
2019,100858,16, 16,R,2,R,2
2019,100858,17, 17,R,73,R,70
2019,100858,18, 18,R,17,R,17
2019,100858,19, 19,R,1,R,1
2019,100858,20, 20,R,6,R,6
2019,100858,21, 21,R,23,R,23
2019,100858,22, 22,R,22,R,22
2019,100858,23, 23,R,1,R,1
2019,100858,24, 24,R,47,R,47
2019,100858,25, 25,R,19,R,19
2019,100858,26, 26,R,7,R,7
2019,100858,27, 27,R,9,R,9
2019,100858,28, 28,R,17,R,16
2019,100858,29, 29,R,16,R,16
2019,100858,30, 30,R,2,R,2
2019,100858,31, 31,R,1,R,1
2019,100858,33, 33,R,3,R,3
2019,100858,34, 34,R,55,R,55
2019,100858,35, 35,R,2,R,2
2019,100858,36, 36,R,30,R,28
2019,100858,37, 37,R,103,R,102
2019,100858,38, 38,R,1,R,1
2019,100858,39, 39,R,25,R,25
2019,100858,40, 40,R,3,R,3
2019,100858,41, 41,R,1,R,1
2019,100858,42, 42,R,37,R,37
2019,100858,45, 45,R,42,R,41
2019,100858,46, 46,R,2,R,2
2019,100858,47, 47,R,165,R,163
2019,100858,48, 48,R,206,R,205
2019,100858,49, 49,R,1,R,1
2019,100858,50, 50,R,2,R,2
2019,100858,51, 51,R,64,R,63
2019,100858,53, 53,R,5,R,4
2019,100858,54, 54,R,2,R,2
2019,100858,55, 55,R,8,R,8
2019,100858,58,999,R,4758,R,4687
2019,100858,90, 90,R,3,R,3
2019,100858,98, 98,R,47,A,
2019,100858,99, 99,R,4808,R,4690
2019,110404, 1,  1,R,2,R,2
2019,110404, 4,  4,R,6,R,6
2019,110404, 6,  6,R,73,R,71
2019,110404, 8,  8,R,3,R,3
2019,110404, 9,  9,R,2,R,2
2019,110404,10, 10,R,1,R,1
2019,110404,12, 12,R,19,R,19
2019,110404,13, 13,R,4,R,3
2019,110404,15, 15,R,4,R,4
2019,110404,17, 17,R,5,R,5
2019,110404,18, 18,R,2,R,2
2019,110404,19, 19,R,1,R,1
2019,110404,20, 20,R,2,R,2
2019,110404,21, 21,R,3,R,3
2019,110404,24, 24,R,10,R,10
2019,110404,25, 25,R,5,R,5
2019,110404,26, 26,R,1,R,1
2019,110404,27, 27,R,4,R,4
2019,110404,29, 29,R,4,R,4
2019,110404,30, 30,R,3,R,3
2019,110404,32, 32,R,2,R,2
2019,110404,33, 33,R,1,R,1
2019,110404,34, 34,R,7,R,7
2019,110404,35, 35,R,1,R,1
2019,110404,36, 36,R,18,R,18
2019,110404,37, 37,R,2,R,2
2019,110404,40, 40,R,1,R,1
2019,110404,41, 41,R,2,R,2
2019,110404,42, 42,R,3,R,3
2019,110404,45, 45,R,1,R,1
2019,110404,47, 47,R,4,R,4
2019,110404,48, 48,R,15,R,15
2019,110404,49, 49,R,1,R,1
2019,110404,51, 51,R,3,R,3
2019,110404,53, 53,R,5,R,4
2019,110404,55, 55,R,2,R,2
2019,110404,57, 57,R,3,R,3
2019,110404,58,999,R,225,R,221
2019,110404,90, 90,R,10,R,9
2019,110404,99, 99,R,235,R,230
2019,110635, 1,  1,R,1,R,1
2019,110635, 2,  2,R,1,R,1
2019,110635, 4,  4,R,37,R,37
2019,110635, 5,  5,R,4,R,4
2019,110635, 6,  6,R,4647,R,4635
2019,110635, 8,  8,R,42,R,42
2019,110635, 9,  9,R,15,R,15
2019,110635,10, 10,R,2,R,2
2019,110635,11, 11,R,5,R,5
2019,110635,12, 12,R,55,R,55
2019,110635,13, 13,R,26,R,26
2019,110635,15, 15,R,10,R,10
2019,110635,16, 16,R,4,R,4
2019,110635,17, 17,R,46,R,46
2019,110635,18, 18,R,7,R,7
2019,110635,19, 19,R,4,R,4
2019,110635,20, 20,R,10,R,10
2019,110635,21, 21,R,5,R,5
2019,110635,22, 22,R,2,R,2
2019,110635,24, 24,R,51,R,50
2019,110635,25, 25,R,27,R,27
2019,110635,26, 26,R,15,R,15
2019,110635,27, 27,R,33,R,32
2019,110635,29, 29,R,9,R,9
2019,110635,30, 30,R,1,R,1
2019,110635,31, 31,R,2,R,2
2019,110635,32, 32,R,16,R,16
2019,110635,33, 33,R,3,R,3
2019,110635,34, 34,R,72,R,72
2019,110635,35, 35,R,10,R,10
2019,110635,36, 36,R,67,R,66
2019,110635,37, 37,R,15,R,15
2019,110635,39, 39,R,14,R,14
2019,110635,40, 40,R,5,R,4
2019,110635,41, 41,R,35,R,35
2019,110635,42, 42,R,29,R,29
2019,110635,45, 45,R,6,R,6
2019,110635,47, 47,R,7,R,7
2019,110635,48, 48,R,87,R,86
2019,110635,49, 49,R,22,R,22
2019,110635,50, 50,R,1,R,1
2019,110635,51, 51,R,35,R,35
2019,110635,53, 53,R,76,R,76
2019,110635,55, 55,R,13,R,13
2019,110635,56, 56,R,2,R,2
2019,110635,58,999,R,5576,R,5559
2019,110635,66, 66,R,1,R,1
2019,110635,69, 69,R,3,R,3
2019,110635,89,999,R,4,R,4
2019,110635,90, 90,R,872,R,859
2019,110635,98, 98,R,2,A,
2019,110635,99, 99,R,6454,R,6422
2019,110644, 2,  2,R,3,R,3
2019,110644, 4,  4,R,5,R,5
2019,110644, 5,  5,R,2,R,2
2019,110644, 6,  6,R,4849,R,4839
2019,110644, 8,  8,R,12,R,12
2019,110644, 9,  9,R,5,R,5
2019,110644,11, 11,R,2,R,2
2019,110644,12, 12,R,5,R,5
2019,110644,13, 13,R,6,R,6
2019,110644,15, 15,R,18,R,18
2019,110644,16, 16,R,3,R,3
2019,110644,17, 17,R,6,R,6
2019,110644,18, 18,R,4,R,4
2019,110644,19, 19,R,1,R,1
2019,110644,20, 20,R,1,R,1
2019,110644,23, 23,R,2,R,2
2019,110644,24, 24,R,5,R,5
2019,110644,25, 25,R,8,R,8
2019,110644,26, 26,R,2,R,2
2019,110644,27, 27,R,5,R,5
2019,110644,28, 28,R,1,R,1
2019,110644,29, 29,R,1,R,1
2019,110644,30, 30,R,2,R,2
2019,110644,31, 31,R,2,R,2
2019,110644,32, 32,R,10,R,10
2019,110644,34, 34,R,12,R,12
2019,110644,35, 35,R,3,R,3
2019,110644,36, 36,R,14,R,14
2019,110644,37, 37,R,2,R,2
2019,110644,39, 39,R,2,R,2
2019,110644,41, 41,R,18,R,18
2019,110644,42, 42,R,7,R,7
2019,110644,45, 45,R,1,R,1
2019,110644,46, 46,R,1,R,1
2019,110644,48, 48,R,19,R,19
2019,110644,49, 49,R,6,R,6
2019,110644,51, 51,R,11,R,11
2019,110644,53, 53,R,44,R,44
2019,110644,55, 55,R,2,R,2
2019,110644,58,999,R,5102,R,5092
2019,110644,60, 60,R,2,R,2
2019,110644,66, 66,R,3,R,3
2019,110644,72, 72,R,1,R,1
2019,110644,89,999,R,6,R,6
2019,110644,90, 90,R,848,R,836
2019,110644,98, 98,R,1,A,
2019,110644,99, 99,R,5957,R,5934
2019,110653, 1,  1,R,1,R,1
2019,110653, 2,  2,R,1,R,1
2019,110653, 4,  4,R,6,R,6
2019,110653, 6,  6,R,4691,R,4688
2019,110653, 8,  8,R,2,R,2
2019,110653,12, 12,R,4,R,4
2019,110653,13, 13,R,5,R,4
2019,110653,15, 15,R,19,R,19
2019,110653,16, 16,R,2,R,2
2019,110653,17, 17,R,7,R,7
2019,110653,18, 18,R,1,R,1
2019,110653,24, 24,R,2,R,2
2019,110653,25, 25,R,2,R,2
2019,110653,26, 26,R,3,R,3
2019,110653,27, 27,R,1,R,1
2019,110653,29, 29,R,2,R,2
2019,110653,31, 31,R,2,R,2
2019,110653,32, 32,R,23,R,23
2019,110653,33, 33,R,1,R,1
2019,110653,34, 34,R,4,R,4
2019,110653,36, 36,R,6,R,6
2019,110653,37, 37,R,3,R,1
2019,110653,39, 39,R,1,R,1
2019,110653,40, 40,R,1,R,1
2019,110653,41, 41,R,3,R,3
2019,110653,42, 42,R,4,R,4
2019,110653,45, 45,R,1,R,1
2019,110653,46, 46,R,2,R,2
2019,110653,48, 48,R,8,R,8
2019,110653,49, 49,R,1,R,1
2019,110653,51, 51,R,6,R,6
2019,110653,53, 53,R,11,R,11
2019,110653,58,999,R,4826,R,4820
2019,110653,60, 60,R,1,R,1
2019,110653,70, 70,R,1,R,1
2019,110653,89,999,R,2,R,2
2019,110653,90, 90,R,1238,R,1203
2019,110653,98, 98,R,3,A,
2019,110653,99, 99,R,6069,R,6025
2019,110662, 1,  1,R,3,R,3
2019,110662, 2,  2,R,1,R,1
2019,110662, 4,  4,R,46,R,46
2019,110662, 5,  5,R,1,R,1
2019,110662, 6,  6,R,4438,R,4423
2019,110662, 8,  8,R,22,R,21
2019,110662, 9,  9,R,20,R,20
2019,110662,10, 10,R,2,R,2
2019,110662,11, 11,R,7,R,7
2019,110662,12, 12,R,44,R,44
2019,110662,13, 13,R,16,R,16
2019,110662,15, 15,R,29,R,29
2019,110662,16, 16,R,2,R,2
2019,110662,17, 17,R,63,R,62
2019,110662,18, 18,R,3,R,3
2019,110662,20, 20,R,7,R,7
2019,110662,21, 21,R,3,R,3
2019,110662,22, 22,R,7,R,7
2019,110662,24, 24,R,42,R,42
2019,110662,25, 25,R,47,R,47
2019,110662,26, 26,R,16,R,16
2019,110662,27, 27,R,24,R,24
2019,110662,28, 28,R,1,R,1
2019,110662,29, 29,R,10,R,10
2019,110662,30, 30,R,1,R,1
2019,110662,31, 31,R,2,R,2
2019,110662,32, 32,R,19,R,19
2019,110662,33, 33,R,4,R,4
2019,110662,34, 34,R,72,R,72
2019,110662,35, 35,R,6,R,6
2019,110662,36, 36,R,83,R,82
2019,110662,37, 37,R,13,R,13
2019,110662,38, 38,R,1,R,1
2019,110662,39, 39,R,18,R,18
2019,110662,40, 40,R,3,R,3
2019,110662,41, 41,R,29,R,28
2019,110662,42, 42,R,25,R,25
2019,110662,45, 45,R,4,R,4
2019,110662,47, 47,R,11,R,11
2019,110662,48, 48,R,83,R,83
2019,110662,49, 49,R,12,R,12
2019,110662,50, 50,R,1,R,1
2019,110662,51, 51,R,39,R,39
2019,110662,53, 53,R,60,R,60
2019,110662,55, 55,R,12,R,12
2019,110662,58,999,R,5352,R,5333
2019,110662,72, 72,R,1,R,1
2019,110662,89,999,R,1,R,1
2019,110662,90, 90,R,562,R,543
2019,110662,98, 98,R,4,A,
2019,110662,99, 99,R,5919,R,5877
2019,110671, 4,  4,R,2,R,2
2019,110671, 6,  6,R,4619,R,4610
2019,110671,12, 12,R,1,R,1
2019,110671,13, 13,R,3,R,3
2019,110671,15, 15,R,2,R,2
2019,110671,17, 17,R,1,R,1
2019,110671,18, 18,R,1,R,1
2019,110671,20, 20,R,1,R,1
2019,110671,24, 24,R,1,R,1
2019,110671,32, 32,R,2,R,2
2019,110671,34, 34,R,1,R,1
2019,110671,36, 36,R,3,R,3
2019,110671,37, 37,R,1,R,1
2019,110671,41, 41,R,2,R,2
2019,110671,42, 42,R,1,R,1
2019,110671,48, 48,R,2,R,2
2019,110671,53, 53,R,1,R,1
2019,110671,54, 54,R,2,R,2
2019,110671,58,999,R,4646,R,4637
2019,110671,60, 60,R,1,R,1
2019,110671,66, 66,R,1,R,1
2019,110671,89,999,R,2,R,2
2019,110671,90, 90,R,121,R,114
2019,110671,99, 99,R,4769,R,4753
2019,110680, 1,  1,R,4,R,4
2019,110680, 2,  2,R,2,R,2
2019,110680, 4,  4,R,21,R,21
2019,110680, 6,  6,R,4382,R,4379
2019,110680, 8,  8,R,26,R,26
2019,110680, 9,  9,R,15,R,15
2019,110680,11, 11,R,3,R,3
2019,110680,12, 12,R,23,R,22
2019,110680,13, 13,R,15,R,15
2019,110680,15, 15,R,25,R,25
2019,110680,16, 16,R,1,R,1
2019,110680,17, 17,R,31,R,31
2019,110680,18, 18,R,3,R,3
2019,110680,19, 19,R,4,R,4
2019,110680,20, 20,R,3,R,3
2019,110680,21, 21,R,1,R,1
2019,110680,22, 22,R,3,R,3
2019,110680,23, 23,R,4,R,4
2019,110680,24, 24,R,23,R,22
2019,110680,25, 25,R,36,R,36
2019,110680,26, 26,R,10,R,10
2019,110680,27, 27,R,15,R,15
2019,110680,29, 29,R,8,R,8
2019,110680,31, 31,R,1,R,1
2019,110680,32, 32,R,21,R,21
2019,110680,33, 33,R,3,R,3
2019,110680,34, 34,R,44,R,44
2019,110680,35, 35,R,8,R,8
2019,110680,36, 36,R,43,R,43
2019,110680,37, 37,R,16,R,16
2019,110680,39, 39,R,10,R,10
2019,110680,40, 40,R,4,R,4
2019,110680,41, 41,R,27,R,27
2019,110680,42, 42,R,22,R,22
2019,110680,45, 45,R,5,R,5
2019,110680,47, 47,R,8,R,8
2019,110680,48, 48,R,58,R,58
2019,110680,49, 49,R,5,R,5
2019,110680,50, 50,R,2,R,2
2019,110680,51, 51,R,22,R,22
2019,110680,53, 53,R,55,R,55
2019,110680,54, 54,R,1,R,1
2019,110680,55, 55,R,4,R,4
2019,110680,58,999,R,5017,R,5012
2019,110680,66, 66,R,5,R,5
2019,110680,89,999,R,5,R,5
2019,110680,90, 90,R,997,R,982
2019,110680,98, 98,R,4,A,
2019,110680,99, 99,R,6023,R,5999
2019,110705, 1,  1,R,2,R,2
2019,110705, 4,  4,R,8,R,7
2019,110705, 5,  5,R,2,R,2
2019,110705, 6,  6,R,3678,R,3669
2019,110705, 8,  8,R,24,R,24
2019,110705, 9,  9,R,12,R,12
2019,110705,11, 11,R,5,R,5
2019,110705,12, 12,R,19,R,19
2019,110705,13, 13,R,6,R,6
2019,110705,15, 15,R,8,R,8
2019,110705,16, 16,R,1,R,1
2019,110705,17, 17,R,19,R,19
2019,110705,18, 18,R,11,R,11
2019,110705,19, 19,R,1,R,1
2019,110705,20, 20,R,1,R,1
2019,110705,22, 22,R,1,R,1
2019,110705,23, 23,R,1,R,1
2019,110705,24, 24,R,21,R,21
2019,110705,25, 25,R,28,R,28
2019,110705,26, 26,R,2,R,2
2019,110705,27, 27,R,6,R,6
2019,110705,28, 28,R,1,R,1
2019,110705,29, 29,R,2,R,2
2019,110705,30, 30,R,1,R,1
2019,110705,32, 32,R,12,R,12
2019,110705,33, 33,R,1,R,0
2019,110705,34, 34,R,22,R,22
2019,110705,35, 35,R,2,R,2
2019,110705,36, 36,R,32,R,32
2019,110705,37, 37,R,3,R,3
2019,110705,39, 39,R,1,R,1
2019,110705,41, 41,R,9,R,8
2019,110705,42, 42,R,10,R,10
2019,110705,45, 45,R,1,R,1
2019,110705,47, 47,R,2,R,2
2019,110705,48, 48,R,29,R,29
2019,110705,49, 49,R,10,R,10
2019,110705,50, 50,R,1,R,1
2019,110705,51, 51,R,18,R,18
2019,110705,53, 53,R,24,R,24
2019,110705,55, 55,R,2,R,2
2019,110705,56, 56,R,1,R,1
2019,110705,58,999,R,4040,R,4028
2019,110705,66, 66,R,1,R,1
2019,110705,89,999,R,1,R,1
2019,110705,90, 90,R,891,R,888
2019,110705,98, 98,R,3,A,
2019,110705,99, 99,R,4935,R,4917
2019,110714, 2,  2,R,1,R,1
2019,110714, 4,  4,R,3,R,3
2019,110714, 5,  5,R,1,R,1
2019,110714, 6,  6,R,3096,R,3085
2019,110714, 8,  8,R,14,R,13
2019,110714, 9,  9,R,5,R,5
2019,110714,11, 11,R,5,R,5
2019,110714,12, 12,R,6,R,6
2019,110714,13, 13,R,2,R,2
2019,110714,15, 15,R,7,R,7
2019,110714,16, 16,R,2,R,2
2019,110714,17, 17,R,16,R,16
2019,110714,18, 18,R,4,R,4
2019,110714,20, 20,R,1,R,1
2019,110714,21, 21,R,2,R,2
2019,110714,22, 22,R,1,R,1
2019,110714,24, 24,R,6,R,6
2019,110714,25, 25,R,12,R,12
2019,110714,26, 26,R,4,R,4
2019,110714,27, 27,R,7,R,7
2019,110714,30, 30,R,1,R,1
2019,110714,32, 32,R,1,R,1
2019,110714,33, 33,R,1,R,1
2019,110714,34, 34,R,8,R,8
2019,110714,35, 35,R,4,R,4
2019,110714,36, 36,R,16,R,16
2019,110714,37, 37,R,1,R,1
2019,110714,39, 39,R,4,R,4
2019,110714,40, 40,R,2,R,2
2019,110714,41, 41,R,8,R,8
2019,110714,42, 42,R,7,R,7
2019,110714,44, 44,R,1,R,1
2019,110714,45, 45,R,1,R,1
2019,110714,48, 48,R,13,R,13
2019,110714,49, 49,R,4,R,4
2019,110714,50, 50,R,3,R,3
2019,110714,51, 51,R,7,R,7
2019,110714,53, 53,R,19,R,19
2019,110714,55, 55,R,1,R,1
2019,110714,58,999,R,3297,R,3285
2019,110714,90, 90,R,416,R,410
2019,110714,99, 99,R,3713,R,3695
2019,121150, 1,  1,R,2,R,2
2019,121150, 4,  4,R,14,R,14
2019,121150, 5,  5,R,2,R,2
2019,121150, 6,  6,R,340,R,337
2019,121150, 8,  8,R,15,R,14
2019,121150, 9,  9,R,5,R,5
2019,121150,12, 12,R,13,R,13
2019,121150,13, 13,R,6,R,6
2019,121150,15, 15,R,9,R,9
2019,121150,16, 16,R,2,R,2
2019,121150,17, 17,R,19,R,19
2019,121150,18, 18,R,4,R,4
2019,121150,20, 20,R,5,R,5
2019,121150,21, 21,R,1,R,1
2019,121150,22, 22,R,2,R,2
2019,121150,23, 23,R,1,R,1
2019,121150,24, 24,R,7,R,7
2019,121150,25, 25,R,3,R,3
2019,121150,26, 26,R,7,R,7
2019,121150,27, 27,R,4,R,4
2019,121150,28, 28,R,2,R,2
2019,121150,29, 29,R,2,R,2
2019,121150,30, 30,R,1,R,1
2019,121150,32, 32,R,11,R,11
2019,121150,33, 33,R,2,R,2
2019,121150,34, 34,R,8,R,8
2019,121150,35, 35,R,2,R,2
2019,121150,36, 36,R,7,R,7
2019,121150,37, 37,R,2,R,2
2019,121150,39, 39,R,5,R,5
2019,121150,40, 40,R,7,R,7
2019,121150,41, 41,R,10,R,10
2019,121150,42, 42,R,9,R,9
2019,121150,45, 45,R,1,R,1
2019,121150,47, 47,R,19,R,19
2019,121150,48, 48,R,63,R,61
2019,121150,49, 49,R,3,R,3
2019,121150,51, 51,R,3,R,3
2019,121150,53, 53,R,29,R,29
2019,121150,55, 55,R,3,R,3
2019,121150,58,999,R,650,R,644
2019,121150,90, 90,R,66,R,61
2019,121150,98, 98,R,10,A,
2019,121150,99, 99,R,726,R,705
2019,122931, 2,  2,R,2,R,2
2019,122931, 4,  4,R,28,R,28
2019,122931, 6,  6,R,718,R,707
2019,122931, 8,  8,R,36,R,35
2019,122931, 9,  9,R,28,R,28
2019,122931,10, 10,R,1,R,1
2019,122931,11, 11,R,1,R,1
2019,122931,12, 12,R,6,R,6
2019,122931,13, 13,R,8,R,8
2019,122931,15, 15,R,46,R,46
2019,122931,16, 16,R,6,R,6
2019,122931,17, 17,R,46,R,46
2019,122931,18, 18,R,2,R,2
2019,122931,19, 19,R,2,R,2
2019,122931,20, 20,R,3,R,3
2019,122931,21, 21,R,2,R,2
2019,122931,22, 22,R,5,R,5
2019,122931,23, 23,R,2,R,2
2019,122931,24, 24,R,7,R,7
2019,122931,25, 25,R,37,R,36
2019,122931,26, 26,R,5,R,4
2019,122931,27, 27,R,16,R,16
2019,122931,29, 29,R,10,R,10
2019,122931,30, 30,R,1,R,1
2019,122931,31, 31,R,1,R,1
2019,122931,32, 32,R,5,R,5
2019,122931,33, 33,R,2,R,2
2019,122931,34, 34,R,10,R,10
2019,122931,35, 35,R,2,R,2
2019,122931,36, 36,R,20,R,20
2019,122931,37, 37,R,4,R,4
2019,122931,39, 39,R,11,R,11
2019,122931,41, 41,R,44,R,44
2019,122931,42, 42,R,4,R,4
2019,122931,44, 44,R,1,R,1
2019,122931,45, 45,R,1,R,1
2019,122931,47, 47,R,3,R,3
2019,122931,48, 48,R,35,R,34
2019,122931,49, 49,R,2,R,2
2019,122931,50, 50,R,2,R,2
2019,122931,51, 51,R,4,R,3
2019,122931,53, 53,R,114,R,112
2019,122931,55, 55,R,3,R,3
2019,122931,56, 56,R,2,R,2
2019,122931,57, 57,R,46,R,45
2019,122931,58,999,R,1334,R,1315
2019,122931,66, 66,R,2,R,2
2019,122931,72, 72,R,1,R,1
2019,122931,89,999,R,3,R,3
2019,122931,90, 90,R,54,R,53
2019,122931,99, 99,R,1391,R,1371
2019,123961, 1,  1,R,3,R,3
2019,123961, 2,  2,R,5,R,5
2019,123961, 4,  4,R,48,R,48
2019,123961, 5,  5,R,5,R,5
2019,123961, 6,  6,R,1264,R,1238
2019,123961, 8,  8,R,43,R,43
2019,123961, 9,  9,R,26,R,26
2019,123961,10, 10,R,5,R,5
2019,123961,11, 11,R,12,R,11
2019,123961,12, 12,R,70,R,68
2019,123961,13, 13,R,55,R,54
2019,123961,15, 15,R,26,R,26
2019,123961,16, 16,R,9,R,9
2019,123961,17, 17,R,110,R,107
2019,123961,18, 18,R,13,R,13
2019,123961,19, 19,R,4,R,4
2019,123961,20, 20,R,17,R,17
2019,123961,21, 21,R,10,R,10
2019,123961,22, 22,R,12,R,12
2019,123961,23, 23,R,4,R,4
2019,123961,24, 24,R,51,R,48
2019,123961,25, 25,R,41,R,39
2019,123961,26, 26,R,16,R,15
2019,123961,27, 27,R,27,R,27
2019,123961,28, 28,R,3,R,3
2019,123961,29, 29,R,27,R,27
2019,123961,30, 30,R,4,R,4
2019,123961,31, 31,R,5,R,5
2019,123961,32, 32,R,29,R,27
2019,123961,33, 33,R,1,R,1
2019,123961,34, 34,R,74,R,72
2019,123961,35, 35,R,4,R,3
2019,123961,36, 36,R,140,R,135
2019,123961,37, 37,R,26,R,25
2019,123961,39, 39,R,32,R,32
2019,123961,40, 40,R,13,R,13
2019,123961,41, 41,R,34,R,34
2019,123961,42, 42,R,43,R,42
2019,123961,44, 44,R,4,R,4
2019,123961,45, 45,R,7,R,7
2019,123961,46, 46,R,5,R,5
2019,123961,47, 47,R,23,R,22
2019,123961,48, 48,R,144,R,143
2019,123961,49, 49,R,7,R,7
2019,123961,50, 50,R,3,R,2
2019,123961,51, 51,R,36,R,33
2019,123961,53, 53,R,88,R,85
2019,123961,54, 54,R,5,R,5
2019,123961,55, 55,R,17,R,16
2019,123961,56, 56,R,1,R,1
2019,123961,57, 57,R,1,R,1
2019,123961,58,999,R,2652,R,2591
2019,123961,60, 60,R,3,R,3
2019,123961,72, 72,R,6,R,6
2019,123961,89,999,R,9,R,9
2019,123961,90, 90,R,504,R,431
2019,123961,99, 99,R,3165,R,3031
2019,126614, 1,  1,R,10,R,10
2019,126614, 2,  2,R,4,R,4
2019,126614, 4,  4,R,46,R,45
2019,126614, 5,  5,R,4,R,4
2019,126614, 6,  6,R,851,R,832
2019,126614, 8,  8,R,3836,R,3702
2019,126614, 9,  9,R,77,R,73
2019,126614,10, 10,R,2,R,2
2019,126614,11, 11,R,10,R,7
2019,126614,12, 12,R,95,R,92
2019,126614,13, 13,R,62,R,60
2019,126614,15, 15,R,8,R,8
2019,126614,16, 16,R,9,R,8
2019,126614,17, 17,R,293,R,288
2019,126614,18, 18,R,23,R,22
2019,126614,19, 19,R,16,R,15
2019,126614,20, 20,R,21,R,21
2019,126614,21, 21,R,14,R,13
2019,126614,22, 22,R,16,R,15
2019,126614,23, 23,R,16,R,15
2019,126614,24, 24,R,63,R,59
2019,126614,25, 25,R,107,R,103
2019,126614,26, 26,R,48,R,46
2019,126614,27, 27,R,65,R,63
2019,126614,28, 28,R,2,R,2
2019,126614,29, 29,R,44,R,44
2019,126614,30, 30,R,9,R,9
2019,126614,31, 31,R,5,R,5
2019,126614,32, 32,R,27,R,27
2019,126614,33, 33,R,18,R,17
2019,126614,34, 34,R,141,R,138
2019,126614,35, 35,R,27,R,26
2019,126614,36, 36,R,116,R,108
2019,126614,37, 37,R,44,R,42
2019,126614,39, 39,R,58,R,57
2019,126614,40, 40,R,21,R,21
2019,126614,41, 41,R,31,R,30
2019,126614,42, 42,R,99,R,95
2019,126614,44, 44,R,15,R,15
2019,126614,45, 45,R,13,R,12
2019,126614,46, 46,R,3,R,3
2019,126614,47, 47,R,38,R,36
2019,126614,48, 48,R,227,R,221
2019,126614,49, 49,R,19,R,19
2019,126614,50, 50,R,12,R,11
2019,126614,51, 51,R,62,R,58
2019,126614,53, 53,R,112,R,110
2019,126614,54, 54,R,3,R,2
2019,126614,55, 55,R,44,R,44
2019,126614,56, 56,R,4,R,4
2019,126614,57, 57,R,11,R,11
2019,126614,58,999,R,6901,R,6674
2019,126614,72, 72,R,1,R,1
2019,126614,89,999,R,1,R,1
2019,126614,90, 90,R,202,R,144
2019,126614,99, 99,R,7104,R,6819
2019,126775, 1,  1,R,1,R,1
2019,126775, 2,  2,R,7,R,7
2019,126775, 4,  4,R,12,R,12
2019,126775, 5,  5,R,1,R,1
2019,126775, 6,  6,R,71,R,69
2019,126775, 8,  8,R,656,R,643
2019,126775,12, 12,R,8,R,8
2019,126775,13, 13,R,2,R,2
2019,126775,15, 15,R,9,R,9
2019,126775,16, 16,R,9,R,9
2019,126775,17, 17,R,21,R,21
2019,126775,18, 18,R,3,R,3
2019,126775,19, 19,R,5,R,5
2019,126775,20, 20,R,16,R,16
2019,126775,21, 21,R,1,R,1
2019,126775,22, 22,R,12,R,12
2019,126775,23, 23,R,2,R,2
2019,126775,24, 24,R,13,R,13
2019,126775,25, 25,R,6,R,6
2019,126775,26, 26,R,12,R,12
2019,126775,27, 27,R,14,R,14
2019,126775,29, 29,R,12,R,12
2019,126775,30, 30,R,1,R,1
2019,126775,31, 31,R,4,R,4
2019,126775,32, 32,R,1,R,1
2019,126775,33, 33,R,2,R,2
2019,126775,34, 34,R,12,R,12
2019,126775,35, 35,R,15,R,15
2019,126775,36, 36,R,12,R,11
2019,126775,37, 37,R,7,R,7
2019,126775,38, 38,R,1,R,1
2019,126775,39, 39,R,7,R,6
2019,126775,40, 40,R,11,R,11
2019,126775,41, 41,R,13,R,12
2019,126775,42, 42,R,13,R,13
2019,126775,45, 45,R,3,R,3
2019,126775,46, 46,R,2,R,2
2019,126775,47, 47,R,7,R,7
2019,126775,48, 48,R,152,R,152
2019,126775,49, 49,R,7,R,5
2019,126775,50, 50,R,1,R,1
2019,126775,51, 51,R,3,R,3
2019,126775,53, 53,R,41,R,40
2019,126775,55, 55,R,9,R,9
2019,126775,56, 56,R,2,R,2
2019,126775,57, 57,R,1,R,1
2019,126775,58,999,R,1220,R,1199
2019,126775,90, 90,R,62,R,22
2019,126775,99, 99,R,1282,R,1221
2019,129020, 5,  5,R,1,R,1
2019,129020, 6,  6,R,25,R,25
2019,129020, 8,  8,R,2,R,2
2019,129020, 9,  9,R,2438,R,2401
2019,129020,10, 10,R,3,R,3
2019,129020,12, 12,R,17,R,14
2019,129020,13, 13,R,4,R,4
2019,129020,17, 17,R,10,R,10
2019,129020,18, 18,R,2,R,2
2019,129020,19, 19,R,1,R,1
2019,129020,23, 23,R,10,R,10
2019,129020,24, 24,R,10,R,10
2019,129020,25, 25,R,230,R,230
2019,129020,27, 27,R,1,R,1
2019,129020,33, 33,R,47,R,47
2019,129020,34, 34,R,155,R,153
2019,129020,36, 36,R,166,R,162
2019,129020,37, 37,R,4,R,4
2019,129020,39, 39,R,4,R,4
2019,129020,41, 41,R,1,R,1
2019,129020,42, 42,R,23,R,23
2019,129020,44, 44,R,29,R,29
2019,129020,45, 45,R,2,R,2
2019,129020,47, 47,R,1,R,1
2019,129020,48, 48,R,14,R,12
2019,129020,50, 50,R,5,R,5
2019,129020,51, 51,R,12,R,12
2019,129020,53, 53,R,2,R,2
