year,UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
2019,227757,44, 44,R,1,R,1
2019,227757,45, 45,R,4,R,4
2019,227757,46, 46,R,1,R,1
2019,227757,47, 47,R,9,R,9
2019,227757,48, 48,R,382,R,381
2019,227757,49, 49,R,2,R,2
2019,227757,51, 51,R,15,R,15
2019,227757,53, 53,R,9,R,9
2019,227757,55, 55,R,7,R,7
2019,227757,57, 57,R,1,R,1
2019,227757,58,999,R,828,R,818
2019,227757,66, 66,R,1,R,1
2019,227757,72, 72,R,1,R,1
2019,227757,89,999,R,2,R,2
2019,227757,90, 90,R,131,R,124
2019,227757,99, 99,R,961,R,944
2019,228246, 1,  1,R,16,R,16
2019,228246, 4,  4,R,26,R,25
2019,228246, 5,  5,R,30,R,30
2019,228246, 6,  6,R,202,R,199
2019,228246, 8,  8,R,30,R,30
2019,228246, 9,  9,R,37,R,35
2019,228246,10, 10,R,1,R,1
2019,228246,12, 12,R,67,R,67
2019,228246,13, 13,R,46,R,46
2019,228246,15, 15,R,1,R,1
2019,228246,16, 16,R,3,R,3
2019,228246,17, 17,R,55,R,53
2019,228246,18, 18,R,4,R,4
2019,228246,19, 19,R,3,R,3
2019,228246,20, 20,R,9,R,9
2019,228246,21, 21,R,9,R,8
2019,228246,22, 22,R,24,R,24
2019,228246,23, 23,R,1,R,1
2019,228246,24, 24,R,17,R,16
2019,228246,25, 25,R,15,R,15
2019,228246,26, 26,R,5,R,5
2019,228246,27, 27,R,11,R,11
2019,228246,28, 28,R,8,R,8
2019,228246,29, 29,R,27,R,27
2019,228246,30, 30,R,1,R,1
2019,228246,31, 31,R,2,R,2
2019,228246,32, 32,R,15,R,14
2019,228246,33, 33,R,2,R,2
2019,228246,34, 34,R,16,R,15
2019,228246,35, 35,R,2,R,2
2019,228246,36, 36,R,42,R,42
2019,228246,37, 37,R,14,R,14
2019,228246,38, 38,R,1,R,1
2019,228246,39, 39,R,16,R,16
2019,228246,40, 40,R,17,R,17
2019,228246,41, 41,R,6,R,6
2019,228246,42, 42,R,12,R,12
2019,228246,44, 44,R,3,R,3
2019,228246,45, 45,R,9,R,9
2019,228246,46, 46,R,1,R,1
2019,228246,47, 47,R,30,R,30
2019,228246,48, 48,R,568,R,560
2019,228246,49, 49,R,3,R,3
2019,228246,51, 51,R,18,R,18
2019,228246,53, 53,R,9,R,9
2019,228246,55, 55,R,12,R,12
2019,228246,57, 57,R,18,R,17
2019,228246,58,999,R,1464,R,1443
2019,228246,90, 90,R,80,R,72
2019,228246,99, 99,R,1544,R,1515
2019,228723, 1,  1,R,13,R,11
2019,228723, 2,  2,R,2,R,2
2019,228723, 4,  4,R,11,R,11
2019,228723, 5,  5,R,8,R,8
2019,228723, 6,  6,R,78,R,76
2019,228723, 8,  8,R,27,R,26
2019,228723, 9,  9,R,4,R,4
2019,228723,12, 12,R,32,R,32
2019,228723,13, 13,R,26,R,25
2019,228723,15, 15,R,2,R,2
2019,228723,17, 17,R,26,R,25
2019,228723,18, 18,R,5,R,5
2019,228723,20, 20,R,11,R,11
2019,228723,21, 21,R,3,R,3
2019,228723,22, 22,R,36,R,36
2019,228723,24, 24,R,10,R,9
2019,228723,25, 25,R,13,R,13
2019,228723,26, 26,R,2,R,2
2019,228723,27, 27,R,4,R,4
2019,228723,28, 28,R,4,R,3
2019,228723,29, 29,R,10,R,9
2019,228723,31, 31,R,2,R,2
2019,228723,32, 32,R,5,R,5
2019,228723,33, 33,R,2,R,2
2019,228723,34, 34,R,14,R,14
2019,228723,35, 35,R,9,R,9
2019,228723,36, 36,R,11,R,11
2019,228723,37, 37,R,8,R,6
2019,228723,38, 38,R,1,R,1
2019,228723,39, 39,R,10,R,10
2019,228723,40, 40,R,17,R,17
2019,228723,41, 41,R,3,R,3
2019,228723,42, 42,R,17,R,17
2019,228723,45, 45,R,8,R,8
2019,228723,46, 46,R,1,R,1
2019,228723,47, 47,R,11,R,11
2019,228723,48, 48,R,10046,R,9995
2019,228723,49, 49,R,2,R,2
2019,228723,51, 51,R,27,R,26
2019,228723,53, 53,R,15,R,14
2019,228723,55, 55,R,1,R,1
2019,228723,58,999,R,10537,R,10472
2019,228723,72, 72,R,1,R,1
2019,228723,78, 78,R,1,R,1
2019,228723,89,999,R,2,R,2
2019,228723,90, 90,R,74,R,72
2019,228723,99, 99,R,10613,R,10546
2019,228778, 1,  1,R,1,R,1
2019,228778, 4,  4,R,7,R,6
2019,228778, 5,  5,R,4,R,4
2019,228778, 6,  6,R,114,R,113
2019,228778, 8,  8,R,15,R,15
2019,228778, 9,  9,R,15,R,14
2019,228778,10, 10,R,1,R,1
2019,228778,11, 11,R,1,R,1
2019,228778,12, 12,R,30,R,30
2019,228778,13, 13,R,25,R,25
2019,228778,17, 17,R,50,R,50
2019,228778,18, 18,R,3,R,2
2019,228778,20, 20,R,9,R,9
2019,228778,21, 21,R,4,R,4
2019,228778,22, 22,R,10,R,10
2019,228778,24, 24,R,15,R,14
2019,228778,25, 25,R,18,R,17
2019,228778,26, 26,R,2,R,2
2019,228778,27, 27,R,2,R,2
2019,228778,28, 28,R,2,R,2
2019,228778,29, 29,R,7,R,7
2019,228778,30, 30,R,1,R,1
2019,228778,31, 31,R,3,R,3
2019,228778,32, 32,R,1,R,1
2019,228778,33, 33,R,1,R,0
2019,228778,34, 34,R,50,R,50
2019,228778,35, 35,R,7,R,7
2019,228778,36, 36,R,49,R,48
2019,228778,37, 37,R,7,R,6
2019,228778,39, 39,R,10,R,10
2019,228778,40, 40,R,6,R,6
2019,228778,41, 41,R,7,R,7
2019,228778,42, 42,R,15,R,15
2019,228778,44, 44,R,3,R,2
2019,228778,45, 45,R,3,R,3
2019,228778,46, 46,R,1,R,1
2019,228778,47, 47,R,11,R,10
2019,228778,48, 48,R,7372,R,7329
2019,228778,49, 49,R,1,R,1
2019,228778,51, 51,R,16,R,16
2019,228778,53, 53,R,12,R,12
2019,228778,55, 55,R,6,R,6
2019,228778,58,999,R,7917,R,7863
2019,228778,90, 90,R,253,R,237
2019,228778,99, 99,R,8170,R,8100
2019,228875, 1,  1,R,14,R,13
2019,228875, 2,  2,R,1,R,1
2019,228875, 4,  4,R,29,R,27
2019,228875, 5,  5,R,12,R,12
2019,228875, 6,  6,R,365,R,355
2019,228875, 8,  8,R,69,R,67
2019,228875, 9,  9,R,23,R,23
2019,228875,10, 10,R,1,R,1
2019,228875,11, 11,R,2,R,2
2019,228875,12, 12,R,26,R,25
2019,228875,13, 13,R,32,R,32
2019,228875,15, 15,R,5,R,5
2019,228875,16, 16,R,10,R,9
2019,228875,17, 17,R,83,R,83
2019,228875,18, 18,R,5,R,5
2019,228875,19, 19,R,8,R,8
2019,228875,20, 20,R,27,R,26
2019,228875,21, 21,R,2,R,1
2019,228875,22, 22,R,35,R,33
2019,228875,23, 23,R,1,R,1
2019,228875,24, 24,R,13,R,13
2019,228875,25, 25,R,17,R,17
2019,228875,26, 26,R,6,R,6
2019,228875,27, 27,R,38,R,38
2019,228875,28, 28,R,2,R,2
2019,228875,29, 29,R,44,R,40
2019,228875,30, 30,R,2,R,2
2019,228875,31, 31,R,10,R,9
2019,228875,32, 32,R,17,R,17
2019,228875,33, 33,R,2,R,2
2019,228875,34, 34,R,15,R,14
2019,228875,35, 35,R,3,R,3
2019,228875,36, 36,R,21,R,21
2019,228875,37, 37,R,21,R,20
2019,228875,39, 39,R,14,R,12
2019,228875,40, 40,R,29,R,27
2019,228875,41, 41,R,27,R,27
2019,228875,42, 42,R,10,R,9
2019,228875,44, 44,R,1,R,1
2019,228875,45, 45,R,8,R,8
2019,228875,46, 46,R,2,R,2
2019,228875,47, 47,R,33,R,32
2019,228875,48, 48,R,926,R,878
2019,228875,49, 49,R,4,R,4
2019,228875,51, 51,R,18,R,18
2019,228875,53, 53,R,31,R,31
2019,228875,54, 54,R,1,R,1
2019,228875,55, 55,R,8,R,8
2019,228875,57, 57,R,8,R,8
2019,228875,58,999,R,2081,R,1999
2019,228875,90, 90,R,78,R,58
2019,228875,99, 99,R,2159,R,2057
2019,231624, 1,  1,R,5,R,5
2019,231624, 4,  4,R,4,R,3
2019,231624, 6,  6,R,15,R,13
2019,231624, 8,  8,R,7,R,6
2019,231624, 9,  9,R,30,R,30
2019,231624,10, 10,R,6,R,6
2019,231624,11, 11,R,6,R,6
2019,231624,12, 12,R,15,R,14
2019,231624,13, 13,R,14,R,14
2019,231624,15, 15,R,2,R,2
2019,231624,16, 16,R,1,R,1
2019,231624,17, 17,R,26,R,26
2019,231624,18, 18,R,2,R,2
2019,231624,21, 21,R,1,R,1
2019,231624,23, 23,R,1,R,1
2019,231624,24, 24,R,60,R,59
2019,231624,25, 25,R,33,R,31
2019,231624,26, 26,R,3,R,3
2019,231624,27, 27,R,3,R,3
2019,231624,28, 28,R,1,R,1
2019,231624,29, 29,R,2,R,1
2019,231624,31, 31,R,2,R,2
2019,231624,33, 33,R,3,R,3
2019,231624,34, 34,R,65,R,63
2019,231624,36, 36,R,40,R,39
2019,231624,37, 37,R,21,R,19
2019,231624,39, 39,R,7,R,7
2019,231624,40, 40,R,3,R,3
2019,231624,41, 41,R,1,R,1
2019,231624,42, 42,R,49,R,47
2019,231624,44, 44,R,3,R,3
2019,231624,45, 45,R,2,R,2
2019,231624,47, 47,R,6,R,6
2019,231624,48, 48,R,20,R,20
2019,231624,49, 49,R,1,R,1
2019,231624,50, 50,R,1,R,1
2019,231624,51, 51,R,937,R,899
2019,231624,53, 53,R,9,R,9
2019,231624,54, 54,R,2,R,2
2019,231624,55, 55,R,4,R,4
2019,231624,57, 57,R,15,R,15
2019,231624,58,999,R,1428,R,1374
2019,231624,72, 72,R,1,R,1
2019,231624,89,999,R,1,R,1
2019,231624,90, 90,R,101,R,97
2019,231624,99, 99,R,1530,R,1472
2019,234076, 1,  1,R,10,R,10
2019,234076, 2,  2,R,1,R,1
2019,234076, 4,  4,R,3,R,3
2019,234076, 5,  5,R,4,R,4
2019,234076, 6,  6,R,55,R,53
2019,234076, 8,  8,R,20,R,20
2019,234076, 9,  9,R,50,R,50
2019,234076,10, 10,R,6,R,6
2019,234076,11, 11,R,12,R,12
2019,234076,12, 12,R,71,R,68
2019,234076,13, 13,R,74,R,72
2019,234076,15, 15,R,1,R,1
2019,234076,16, 16,R,3,R,2
2019,234076,17, 17,R,22,R,22
2019,234076,18, 18,R,5,R,4
2019,234076,19, 19,R,1,R,1
2019,234076,20, 20,R,2,R,2
2019,234076,21, 21,R,6,R,5
2019,234076,22, 22,R,20,R,19
2019,234076,23, 23,R,5,R,5
2019,234076,24, 24,R,96,R,96
2019,234076,25, 25,R,54,R,50
2019,234076,26, 26,R,6,R,6
2019,234076,27, 27,R,3,R,3
2019,234076,28, 28,R,4,R,4
2019,234076,29, 29,R,8,R,8
2019,234076,31, 31,R,1,R,1
2019,234076,32, 32,R,3,R,3
2019,234076,33, 33,R,7,R,7
2019,234076,34, 34,R,96,R,96
2019,234076,35, 35,R,1,R,1
2019,234076,36, 36,R,146,R,142
2019,234076,37, 37,R,54,R,53
2019,234076,39, 39,R,35,R,35
2019,234076,40, 40,R,5,R,5
2019,234076,41, 41,R,5,R,5
2019,234076,42, 42,R,101,R,99
2019,234076,44, 44,R,4,R,4
2019,234076,45, 45,R,20,R,20
2019,234076,47, 47,R,29,R,29
2019,234076,48, 48,R,50,R,50
2019,234076,49, 49,R,2,R,1
2019,234076,50, 50,R,3,R,3
2019,234076,51, 51,R,2578,R,2544
2019,234076,53, 53,R,15,R,13
2019,234076,54, 54,R,2,R,2
2019,234076,55, 55,R,10,R,9
2019,234076,56, 56,R,1,R,1
2019,234076,57, 57,R,7,R,6
2019,234076,58,999,R,3717,R,3656
2019,234076,72, 72,R,1,R,1
2019,234076,89,999,R,1,R,1
2019,234076,90, 90,R,201,R,193
2019,234076,98, 98,R,1,A,
2019,234076,99, 99,R,3920,R,3850
2019,239105, 2,  2,R,1,R,1
2019,239105, 4,  4,R,8,R,8
2019,239105, 5,  5,R,3,R,2
2019,239105, 6,  6,R,51,R,46
2019,239105, 8,  8,R,10,R,8
2019,239105, 9,  9,R,12,R,12
2019,239105,12, 12,R,10,R,8
2019,239105,13, 13,R,2,R,2
2019,239105,15, 15,R,3,R,3
2019,239105,17, 17,R,754,R,635
2019,239105,18, 18,R,20,R,16
2019,239105,19, 19,R,8,R,6
2019,239105,20, 20,R,7,R,4
2019,239105,22, 22,R,4,R,2
2019,239105,23, 23,R,1,R,1
2019,239105,24, 24,R,11,R,9
2019,239105,25, 25,R,26,R,24
2019,239105,26, 26,R,40,R,32
2019,239105,27, 27,R,94,R,68
2019,239105,29, 29,R,43,R,39
2019,239105,31, 31,R,8,R,8
2019,239105,32, 32,R,2,R,1
2019,239105,33, 33,R,1,R,1
2019,239105,34, 34,R,11,R,8
2019,239105,35, 35,R,3,R,2
2019,239105,36, 36,R,20,R,17
2019,239105,37, 37,R,2,R,1
2019,239105,38, 38,R,1,Z,0
2019,239105,39, 39,R,24,R,23
2019,239105,40, 40,R,2,R,1
2019,239105,41, 41,R,9,R,9
2019,239105,42, 42,R,8,R,8
2019,239105,44, 44,R,1,R,1
2019,239105,45, 45,R,1,R,1
2019,239105,46, 46,R,2,R,2
2019,239105,47, 47,R,4,R,4
2019,239105,48, 48,R,12,R,11
2019,239105,49, 49,R,1,R,1
2019,239105,51, 51,R,9,R,9
2019,239105,53, 53,R,18,R,15
2019,239105,55, 55,R,683,R,315
2019,239105,56, 56,R,1,Z,0
2019,239105,58,999,R,1931,R,1364
2019,239105,66, 66,R,2,R,2
2019,239105,72, 72,R,11,R,11
2019,239105,89,999,R,13,R,13
2019,239105,90, 90,R,33,R,16
2019,239105,99, 99,R,1977,R,1393
2019,240444, 1,  1,R,4,R,4
2019,240444, 2,  2,R,2,R,2
2019,240444, 4,  4,R,21,R,20
2019,240444, 5,  5,R,1,R,1
2019,240444, 6,  6,R,344,R,338
2019,240444, 8,  8,R,46,R,44
2019,240444, 9,  9,R,66,R,66
2019,240444,10, 10,R,2,R,2
2019,240444,11, 11,R,24,R,24
2019,240444,12, 12,R,35,R,34
2019,240444,13, 13,R,23,R,22
2019,240444,16, 16,R,1,R,1
2019,240444,17, 17,R,811,R,807
2019,240444,18, 18,R,14,R,14
2019,240444,19, 19,R,15,R,15
2019,240444,20, 20,R,8,R,8
2019,240444,21, 21,R,7,R,7
2019,240444,23, 23,R,7,R,7
2019,240444,24, 24,R,80,R,79
2019,240444,25, 25,R,81,R,78
2019,240444,26, 26,R,81,R,80
2019,240444,27, 27,R,695,R,689
2019,240444,28, 28,R,2,R,2
2019,240444,29, 29,R,36,R,35
2019,240444,30, 30,R,1,R,1
2019,240444,31, 31,R,2,R,2
2019,240444,32, 32,R,4,R,4
2019,240444,33, 33,R,9,R,9
2019,240444,34, 34,R,161,R,161
2019,240444,35, 35,R,3,R,3
2019,240444,36, 36,R,276,R,275
2019,240444,37, 37,R,16,R,16
2019,240444,38, 38,R,1,R,1
2019,240444,39, 39,R,45,R,45
2019,240444,40, 40,R,2,R,2
2019,240444,41, 41,R,7,R,7
2019,240444,42, 42,R,48,R,46
2019,240444,44, 44,R,8,R,8
2019,240444,45, 45,R,6,R,6
2019,240444,47, 47,R,9,R,9
2019,240444,48, 48,R,44,R,42
2019,240444,49, 49,R,3,R,3
2019,240444,50, 50,R,4,R,3
2019,240444,51, 51,R,41,R,41
2019,240444,53, 53,R,36,R,36
2019,240444,55, 55,R,3763,R,3727
2019,240444,56, 56,R,2,R,2
2019,240444,57, 57,R,10,R,10
2019,240444,58,999,R,6907,R,6838
2019,240444,72, 72,R,6,R,5
2019,240444,89,999,R,6,R,5
2019,240444,90, 90,R,637,R,582
2019,240444,99, 99,R,7550,R,7425
2019,243780, 1,  1,R,12,R,12
2019,243780, 2,  2,R,4,R,4
2019,243780, 4,  4,R,11,R,11
2019,243780, 5,  5,R,4,R,4
2019,243780, 6,  6,R,359,R,352
2019,243780, 8,  8,R,37,R,37
2019,243780, 9,  9,R,50,R,49
2019,243780,10, 10,R,8,R,6
2019,243780,11, 11,R,5,R,5
2019,243780,12, 12,R,62,R,62
2019,243780,13, 13,R,61,R,60
2019,243780,15, 15,R,8,R,8
2019,243780,16, 16,R,7,R,6
2019,243780,17, 17,R,684,R,680
2019,243780,18, 18,R,4178,R,4104
2019,243780,19, 19,R,16,R,15
2019,243780,20, 20,R,16,R,16
2019,243780,21, 21,R,55,R,54
2019,243780,22, 22,R,9,R,7
2019,243780,23, 23,R,5,R,5
2019,243780,24, 24,R,35,R,34
2019,243780,25, 25,R,78,R,78
2019,243780,26, 26,R,163,R,162
2019,243780,27, 27,R,63,R,63
2019,243780,28, 28,R,1,R,1
2019,243780,29, 29,R,52,R,52
2019,243780,30, 30,R,1,R,1
2019,243780,31, 31,R,4,R,4
2019,243780,32, 32,R,5,R,4
2019,243780,33, 33,R,9,R,8
2019,243780,34, 34,R,174,R,172
2019,243780,35, 35,R,9,R,9
2019,243780,36, 36,R,100,R,97
2019,243780,37, 37,R,48,R,47
2019,243780,39, 39,R,187,R,183
2019,243780,40, 40,R,5,R,5
2019,243780,41, 41,R,16,R,16
2019,243780,42, 42,R,104,R,104
2019,243780,44, 44,R,3,R,3
2019,243780,45, 45,R,9,R,8
2019,243780,46, 46,R,2,R,2
2019,243780,47, 47,R,38,R,38
2019,243780,48, 48,R,120,R,119
2019,243780,49, 49,R,1,R,1
2019,243780,50, 50,R,3,R,3
2019,243780,51, 51,R,85,R,84
2019,243780,53, 53,R,54,R,54
2019,243780,54, 54,R,3,R,3
2019,243780,55, 55,R,54,R,54
2019,243780,56, 56,R,2,R,1
2019,243780,57, 57,R,103,R,99
2019,243780,58,999,R,7122,R,7006
2019,243780,66, 66,R,1,R,1
2019,243780,72, 72,R,11,R,11
2019,243780,89,999,R,12,R,12
2019,243780,90, 90,R,1061,R,950
2019,243780,99, 99,R,8195,R,7968
2019,445188, 6,  6,R,2099,R,2096
2019,445188,32, 32,R,1,R,1
2019,445188,48, 48,R,1,R,1
2019,445188,58,999,R,2101,R,2098
2019,445188,90, 90,R,4,R,4
2019,445188,99, 99,R,2105,R,2102
2020,100858, 1,  1,R,2634,R,2598
2020,100858, 2,  2,R,1,R,1
2020,100858, 4,  4,R,8,R,7
2020,100858, 5,  5,R,14,R,14
2020,100858, 6,  6,R,54,R,54
2020,100858, 8,  8,R,30,R,29
2020,100858, 9,  9,R,22,R,22
2020,100858,10, 10,R,9,R,9
2020,100858,11, 11,R,2,R,2
2020,100858,12, 12,R,224,R,222
2020,100858,13, 13,R,760,R,754
2020,100858,16, 16,R,1,R,1
2020,100858,17, 17,R,71,R,70
2020,100858,18, 18,R,9,R,9
2020,100858,19, 19,R,1,R,1
2020,100858,20, 20,R,5,R,5
2020,100858,21, 21,R,50,R,50
2020,100858,22, 22,R,38,R,37
2020,100858,23, 23,R,1,R,1
2020,100858,24, 24,R,46,R,45
2020,100858,25, 25,R,24,R,24
2020,100858,26, 26,R,12,R,12
2020,100858,27, 27,R,6,R,6
2020,100858,28, 28,R,11,R,11
2020,100858,29, 29,R,14,R,14
2020,100858,30, 30,R,2,R,2
2020,100858,31, 31,R,2,R,2
2020,100858,32, 32,R,2,R,2
2020,100858,33, 33,R,5,R,5
2020,100858,34, 34,R,57,R,57
2020,100858,36, 36,R,29,R,29
2020,100858,37, 37,R,118,R,118
2020,100858,38, 38,R,1,R,1
2020,100858,39, 39,R,26,R,26
2020,100858,40, 40,R,8,R,8
2020,100858,41, 41,R,1,R,1
2020,100858,42, 42,R,39,R,39
2020,100858,44, 44,R,2,R,2
2020,100858,45, 45,R,46,R,45
2020,100858,47, 47,R,186,R,184
2020,100858,48, 48,R,210,R,209
2020,100858,49, 49,R,1,R,1
2020,100858,50, 50,R,1,R,1
2020,100858,51, 51,R,86,R,86
2020,100858,53, 53,R,6,R,6
2020,100858,54, 54,R,3,R,3
2020,100858,55, 55,R,12,R,12
2020,100858,56, 56,R,1,R,1
2020,100858,57, 57,R,1,Z,0
2020,100858,58,999,R,4892,R,4838
2020,100858,72, 72,R,1,R,1
2020,100858,89,999,R,1,R,1
2020,100858,90, 90,R,1,R,1
2020,100858,98, 98,R,20,A,
2020,100858,99, 99,R,4914,R,4840
2020,110404, 1,  1,R,1,R,1
2020,110404, 4,  4,R,3,R,3
2020,110404, 6,  6,R,93,R,93
2020,110404, 8,  8,R,5,R,5
2020,110404, 9,  9,R,1,R,1
2020,110404,12, 12,R,6,R,6
2020,110404,13, 13,R,1,R,1
2020,110404,15, 15,R,3,R,3
2020,110404,17, 17,R,9,R,9
2020,110404,18, 18,R,1,R,1
2020,110404,20, 20,R,1,R,1
2020,110404,22, 22,R,3,R,3
2020,110404,24, 24,R,3,R,3
2020,110404,25, 25,R,3,R,3
2020,110404,26, 26,R,2,R,2
2020,110404,28, 28,R,1,R,1
2020,110404,29, 29,R,1,R,1
2020,110404,34, 34,R,9,R,9
2020,110404,36, 36,R,15,R,15
2020,110404,37, 37,R,3,R,3
2020,110404,39, 39,R,2,R,2
2020,110404,41, 41,R,3,R,3
2020,110404,42, 42,R,3,R,3
2020,110404,45, 45,R,1,R,1
2020,110404,46, 46,R,1,R,1
2020,110404,47, 47,R,1,R,1
2020,110404,48, 48,R,13,R,12
2020,110404,49, 49,R,1,R,1
2020,110404,51, 51,R,6,R,5
2020,110404,53, 53,R,3,R,3
2020,110404,55, 55,R,2,R,2
2020,110404,57, 57,R,5,R,5
2020,110404,58,999,R,205,R,203
2020,110404,90, 90,R,20,R,20
2020,110404,99, 99,R,225,R,223
2020,110635, 1,  1,R,3,R,3
2020,110635, 2,  2,R,3,R,3
2020,110635, 4,  4,R,32,R,32
2020,110635, 5,  5,R,3,R,3
2020,110635, 6,  6,R,4542,R,4529
2020,110635, 8,  8,R,27,R,26
2020,110635, 9,  9,R,13,R,13
2020,110635,11, 11,R,4,R,4
2020,110635,12, 12,R,39,R,39
2020,110635,13, 13,R,18,R,17
2020,110635,15, 15,R,19,R,19
2020,110635,16, 16,R,5,R,4
2020,110635,17, 17,R,40,R,40
2020,110635,18, 18,R,9,R,9
2020,110635,19, 19,R,10,R,10
2020,110635,20, 20,R,5,R,5
2020,110635,21, 21,R,2,R,2
2020,110635,22, 22,R,2,R,2
2020,110635,24, 24,R,41,R,41
2020,110635,25, 25,R,36,R,36
2020,110635,26, 26,R,9,R,9
2020,110635,27, 27,R,16,R,16
2020,110635,29, 29,R,2,R,2
2020,110635,30, 30,R,1,R,1
2020,110635,31, 31,R,2,R,2
2020,110635,32, 32,R,8,R,8
2020,110635,33, 33,R,5,R,5
2020,110635,34, 34,R,104,R,104
2020,110635,35, 35,R,5,R,5
2020,110635,36, 36,R,74,R,74
2020,110635,37, 37,R,6,R,6
2020,110635,39, 39,R,11,R,11
2020,110635,40, 40,R,4,R,4
2020,110635,41, 41,R,40,R,40
2020,110635,42, 42,R,25,R,25
2020,110635,45, 45,R,1,R,1
2020,110635,47, 47,R,8,R,8
2020,110635,48, 48,R,68,R,68
2020,110635,49, 49,R,9,R,9
2020,110635,50, 50,R,2,R,1
2020,110635,51, 51,R,30,R,30
2020,110635,53, 53,R,46,R,46
2020,110635,54, 54,R,2,R,2
2020,110635,55, 55,R,3,R,3
2020,110635,58,999,R,5334,R,5317
2020,110635,60, 60,R,1,R,1
2020,110635,66, 66,R,1,R,1
2020,110635,72, 72,R,2,R,2
2020,110635,89,999,R,4,R,4
2020,110635,90, 90,R,779,R,756
2020,110635,99, 99,R,6117,R,6077
2020,110644, 1,  1,R,3,R,3
2020,110644, 2,  2,R,6,R,6
2020,110644, 4,  4,R,7,R,7
2020,110644, 5,  5,R,2,R,2
2020,110644, 6,  6,R,4788,R,4784
2020,110644, 8,  8,R,11,R,11
2020,110644, 9,  9,R,3,R,3
2020,110644,11, 11,R,3,R,3
2020,110644,12, 12,R,4,R,4
2020,110644,13, 13,R,5,R,5
2020,110644,15, 15,R,10,R,9
2020,110644,16, 16,R,2,R,2
2020,110644,17, 17,R,12,R,12
2020,110644,18, 18,R,2,R,2
2020,110644,19, 19,R,1,R,1
2020,110644,20, 20,R,1,R,1
2020,110644,21, 21,R,1,R,0
2020,110644,22, 22,R,1,R,1
2020,110644,23, 23,R,1,R,1
2020,110644,24, 24,R,12,R,12
2020,110644,25, 25,R,12,R,12
2020,110644,26, 26,R,1,R,1
2020,110644,27, 27,R,5,R,5
2020,110644,29, 29,R,2,R,2
2020,110644,32, 32,R,5,R,5
2020,110644,33, 33,R,1,R,1
2020,110644,34, 34,R,6,R,6
2020,110644,35, 35,R,3,R,3
2020,110644,36, 36,R,24,R,24
2020,110644,37, 37,R,2,R,2
2020,110644,38, 38,R,1,R,1
2020,110644,39, 39,R,3,R,3
2020,110644,41, 41,R,15,R,15
2020,110644,42, 42,R,6,R,6
2020,110644,44, 44,R,1,R,1
2020,110644,47, 47,R,1,R,1
2020,110644,48, 48,R,21,R,20
2020,110644,49, 49,R,4,R,4
2020,110644,51, 51,R,9,R,9
2020,110644,53, 53,R,37,R,35
2020,110644,55, 55,R,3,R,3
2020,110644,58,999,R,5037,R,5028
2020,110644,66, 66,R,1,R,1
2020,110644,72, 72,R,1,R,1
2020,110644,89,999,R,2,R,2
2020,110644,90, 90,R,1101,R,1072
2020,110644,98, 98,R,4,A,
2020,110644,99, 99,R,6144,R,6102
2020,110653, 4,  4,R,5,R,5
2020,110653, 6,  6,R,4490,R,4481
2020,110653, 8,  8,R,11,R,11
2020,110653, 9,  9,R,3,R,3
2020,110653,12, 12,R,4,R,3
2020,110653,13, 13,R,8,R,8
2020,110653,15, 15,R,29,R,29
2020,110653,16, 16,R,4,R,4
2020,110653,17, 17,R,4,R,4
2020,110653,18, 18,R,1,R,1
2020,110653,19, 19,R,1,R,1
2020,110653,20, 20,R,2,R,2
2020,110653,24, 24,R,4,R,4
2020,110653,25, 25,R,4,R,4
2020,110653,26, 26,R,9,R,9
2020,110653,27, 27,R,4,R,4
2020,110653,29, 29,R,6,R,6
2020,110653,31, 31,R,1,R,1
2020,110653,32, 32,R,13,R,13
2020,110653,34, 34,R,14,R,14
2020,110653,36, 36,R,9,R,9
2020,110653,37, 37,R,1,R,1
2020,110653,40, 40,R,2,R,2
2020,110653,41, 41,R,8,R,7
2020,110653,42, 42,R,4,R,4
2020,110653,45, 45,R,1,R,1
2020,110653,47, 47,R,2,R,2
2020,110653,48, 48,R,13,R,13
2020,110653,49, 49,R,1,R,1
2020,110653,51, 51,R,2,R,2
2020,110653,53, 53,R,25,R,25
2020,110653,55, 55,R,6,R,6
2020,110653,58,999,R,4691,R,4680
2020,110653,69, 69,R,1,R,1
2020,110653,89,999,R,1,R,1
2020,110653,90, 90,R,1070,R,1050
2020,110653,98, 98,R,3,A,
2020,110653,99, 99,R,5765,R,5731
2020,110662, 1,  1,R,4,R,4
2020,110662, 2,  2,R,3,R,3
2020,110662, 4,  4,R,44,R,44
2020,110662, 5,  5,R,3,R,3
2020,110662, 6,  6,R,4779,R,4761
2020,110662, 8,  8,R,38,R,38
2020,110662, 9,  9,R,15,R,14
2020,110662,10, 10,R,2,R,2
2020,110662,11, 11,R,5,R,5
2020,110662,12, 12,R,37,R,36
2020,110662,13, 13,R,27,R,27
2020,110662,15, 15,R,25,R,25
2020,110662,16, 16,R,7,R,7
2020,110662,17, 17,R,82,R,82
2020,110662,18, 18,R,8,R,6
2020,110662,19, 19,R,5,R,5
2020,110662,20, 20,R,5,R,4
2020,110662,21, 21,R,4,R,4
2020,110662,22, 22,R,4,R,4
2020,110662,23, 23,R,3,R,3
2020,110662,24, 24,R,50,R,50
2020,110662,25, 25,R,47,R,47
2020,110662,26, 26,R,12,R,12
2020,110662,27, 27,R,27,R,27
