year,UNITID,OMCHRT,XOMRCHRT,OMRCHRT,XOMEXCLS,OMEXCLS,XOMACHRT,OMACHRT,XOMCERT4,OMCERT4,XOMASSC4,OMASSC4,XOMBACH4,OMBACH4,XOMAWDN4,OMAWDN4,XOMAWDP4,OMAWDP4,XOMCERT6,OMCERT6,XOMASSC6,OMASSC6,XOMBACH6,OMBACH6,XOMAWDN6,OMAWDN6,XOMAWDP6,OMAWDP6,XOMCERT8,OMCERT8,XOMASSC8,OMASSC8,XOMBACH8,OMBACH8,XOMAWDN8,OMAWDN8,XOMENRYI,OMENRYI,XOMENRAI,OMENRAI,XOMENRUN,OMENRUN,XOMNOAWD,OMNOAWD,XOMAWDP8,OMAWDP8,XOMENRTP,OMENRTP,XOMENRYP,OMENRYP,XOMENRAP,OMENRAP,XOMENRUP,OMENRUP 
2022,186399,50,R,2337,R,0,R,2337,R,0,R,0,R,1175,R,1175,R,50,R,0,R,0,R,1589,R,1589,R,68,R,0,R,0,R,1658,R,1658,R,16,R,361,R,302,R,679,R,71,R,16,R,1,R,15,R,13
2022,186399,51,R,1287,R,0,R,1287,R,0,R,0,R,661,R,661,R,51,R,0,R,0,R,895,R,895,R,70,R,0,R,0,R,925,R,925,R,7,R,193,R,162,R,362,R,72,R,16,R,1,R,15,R,13
2022,186399,52,R,1050,R,0,R,1050,R,0,R,0,R,514,R,514,R,49,R,0,R,0,R,694,R,694,R,66,R,0,R,0,R,733,R,733,R,9,R,168,R,140,R,317,R,70,R,17,R,1,R,16,R,13
2022,186867,10,R,755,R,1,R,754,R,0,R,0,R,394,R,394,R,52,R,0,R,0,R,660,R,660,R,88,R,0,R,0,R,662,R,662,R,0,R,15,R,77,R,92,R,88,R,2,R,0,R,2,R,10
2022,186867,11,R,129,R,0,R,129,R,0,R,0,R,60,R,60,R,47,R,0,R,0,R,105,R,105,R,81,R,0,R,0,R,106,R,106,R,0,R,3,R,20,R,23,R,82,R,2,R,0,R,2,R,16
2022,186867,12,R,626,R,1,R,625,R,0,R,0,R,334,R,334,R,53,R,0,R,0,R,555,R,555,R,89,R,0,R,0,R,556,R,556,R,0,R,12,R,57,R,69,R,89,R,2,R,0,R,2,R,9
2022,186867,30,R,51,R,0,R,51,R,0,R,0,R,45,R,45,R,88,R,0,R,0,R,46,R,46,R,90,R,0,R,0,R,46,R,46,R,0,R,0,R,5,R,5,R,90,R,0,R,0,R,0,R,10
2022,186867,31,R,13,R,0,R,13,R,0,R,0,R,11,R,11,R,85,R,0,R,0,R,11,R,11,R,85,R,0,R,0,R,11,R,11,R,0,R,0,R,2,R,2,R,85,R,0,R,0,R,0,R,15
2022,186867,32,R,38,R,0,R,38,R,0,R,0,R,34,R,34,R,89,R,0,R,0,R,35,R,35,R,92,R,0,R,0,R,35,R,35,R,0,R,0,R,3,R,3,R,92,R,0,R,0,R,0,R,8
2022,186867,50,R,806,R,1,R,805,R,0,R,0,R,439,R,439,R,55,R,0,R,0,R,706,R,706,R,88,R,0,R,0,R,708,R,708,R,0,R,15,R,82,R,97,R,88,R,2,R,0,R,2,R,10
2022,186867,51,R,142,R,0,R,142,R,0,R,0,R,71,R,71,R,50,R,0,R,0,R,116,R,116,R,82,R,0,R,0,R,117,R,117,R,0,R,3,R,22,R,25,R,82,R,2,R,0,R,2,R,15
2022,186867,52,R,664,R,1,R,663,R,0,R,0,R,368,R,368,R,56,R,0,R,0,R,590,R,590,R,89,R,0,R,0,R,591,R,591,R,0,R,12,R,60,R,72,R,89,R,2,R,0,R,2,R,9
2022,190415,10,R,3225,R,14,R,3211,R,0,R,0,R,2855,R,2855,R,89,R,0,R,0,R,3065,R,3065,R,95,R,0,R,0,R,3087,R,3087,R,3,R,89,R,32,R,124,R,96,R,3,R,0,R,3,R,1
2022,190415,11,R,483,R,0,R,483,R,0,R,0,R,396,R,396,R,82,R,0,R,0,R,452,R,452,R,94,R,0,R,0,R,455,R,455,R,1,R,18,R,9,R,28,R,94,R,4,R,0,R,4,R,2
2022,190415,12,R,2742,R,14,R,2728,R,0,R,0,R,2459,R,2459,R,90,R,0,R,0,R,2613,R,2613,R,96,R,0,R,0,R,2632,R,2632,R,2,R,71,R,23,R,96,R,96,R,3,R,0,R,3,R,1
2022,190415,30,R,554,R,0,R,554,R,0,R,0,R,527,R,527,R,95,R,0,R,0,R,536,R,536,R,97,R,0,R,0,R,538,R,538,R,0,R,9,R,7,R,16,R,97,R,2,R,0,R,2,R,1
2022,190415,31,R,110,R,0,R,110,R,0,R,0,R,99,R,99,R,90,R,0,R,0,R,101,R,101,R,92,R,0,R,0,R,102,R,102,R,0,R,4,R,4,R,8,R,93,R,4,R,0,R,4,R,4
2022,190415,32,R,444,R,0,R,444,R,0,R,0,R,428,R,428,R,96,R,0,R,0,R,435,R,435,R,98,R,0,R,0,R,436,R,436,R,0,R,5,R,3,R,8,R,98,R,1,R,0,R,1,R,1
2022,190415,40,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,100
2022,190415,42,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,100
2022,190415,50,R,3780,R,14,R,3766,R,0,R,0,R,3382,R,3382,R,90,R,0,R,0,R,3601,R,3601,R,96,R,0,R,0,R,3625,R,3625,R,3,R,98,R,40,R,141,R,96,R,3,R,0,R,3,R,1
2022,190415,51,R,593,R,0,R,593,R,0,R,0,R,495,R,495,R,83,R,0,R,0,R,553,R,553,R,93,R,0,R,0,R,557,R,557,R,1,R,22,R,13,R,36,R,94,R,4,R,0,R,4,R,2
2022,190415,52,R,3187,R,14,R,3173,R,0,R,0,R,2887,R,2887,R,91,R,0,R,0,R,3048,R,3048,R,96,R,0,R,0,R,3068,R,3068,R,2,R,76,R,27,R,105,R,97,R,2,R,0,R,2,R,1
2022,191241,10,R,2247,R,1,R,2246,R,0,R,0,R,1757,R,1757,R,78,R,0,R,0,R,1862,R,1862,R,83,R,0,R,0,R,1870,R,1870,R,5,R,236,R,135,R,376,R,83,R,11,R,0,R,11,R,6
2022,191241,11,R,455,R,0,R,455,R,0,R,0,R,326,R,326,R,72,R,0,R,0,R,364,R,364,R,80,R,0,R,0,R,365,R,365,R,1,R,60,R,29,R,90,R,80,R,13,R,0,R,13,R,6
2022,191241,12,R,1792,R,1,R,1791,R,0,R,0,R,1431,R,1431,R,80,R,0,R,0,R,1498,R,1498,R,84,R,0,R,0,R,1505,R,1505,R,4,R,176,R,106,R,286,R,84,R,10,R,0,R,10,R,6
2022,191241,20,R,35,R,0,R,35,R,0,R,0,R,2,R,2,R,6,R,0,R,0,R,10,R,10,R,29,R,0,R,0,R,13,R,13,R,0,R,6,R,16,R,22,R,37,R,17,R,0,R,17,R,46
2022,191241,21,R,12,R,0,R,12,R,0,R,0,R,2,R,2,R,17,R,0,R,0,R,5,R,5,R,42,R,0,R,0,R,5,R,5,R,0,R,2,R,5,R,7,R,42,R,17,R,0,R,17,R,42
2022,191241,22,R,23,R,0,R,23,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,5,R,22,R,0,R,0,R,8,R,8,R,0,R,4,R,11,R,15,R,35,R,17,R,0,R,17,R,48
2022,191241,30,R,368,R,0,R,368,R,0,R,0,R,277,R,277,R,75,R,0,R,0,R,290,R,290,R,79,R,0,R,0,R,290,R,290,R,1,R,24,R,53,R,78,R,79,R,7,R,0,R,7,R,14
2022,191241,31,R,101,R,0,R,101,R,0,R,0,R,66,R,66,R,65,R,0,R,0,R,69,R,69,R,68,R,0,R,0,R,69,R,69,R,0,R,13,R,19,R,32,R,68,R,13,R,0,R,13,R,19
2022,191241,32,R,267,R,0,R,267,R,0,R,0,R,211,R,211,R,79,R,0,R,0,R,221,R,221,R,83,R,0,R,0,R,221,R,221,R,1,R,11,R,34,R,46,R,83,R,4,R,0,R,4,R,13
2022,191241,40,R,105,R,2,R,103,R,0,R,0,R,35,R,35,R,34,R,0,R,0,R,50,R,50,R,49,R,0,R,0,R,56,R,56,R,3,R,6,R,38,R,47,R,54,R,9,R,3,R,6,R,37
2022,191241,41,R,34,R,0,R,34,R,0,R,0,R,16,R,16,R,47,R,0,R,0,R,18,R,18,R,53,R,0,R,0,R,21,R,21,R,0,R,3,R,10,R,13,R,62,R,9,R,0,R,9,R,29
2022,191241,42,R,71,R,2,R,69,R,0,R,0,R,19,R,19,R,28,R,0,R,0,R,32,R,32,R,46,R,0,R,0,R,35,R,35,R,3,R,3,R,28,R,34,R,51,R,9,R,4,R,4,R,41
2022,191241,50,R,2755,R,3,R,2752,R,0,R,0,R,2071,R,2071,R,75,R,0,R,0,R,2212,R,2212,R,80,R,0,R,0,R,2229,R,2229,R,9,R,272,R,242,R,523,R,81,R,10,R,0,R,10,R,9
2022,191241,51,R,602,R,0,R,602,R,0,R,0,R,410,R,410,R,68,R,0,R,0,R,456,R,456,R,76,R,0,R,0,R,460,R,460,R,1,R,78,R,63,R,142,R,76,R,13,R,0,R,13,R,10
2022,191241,52,R,2153,R,3,R,2150,R,0,R,0,R,1661,R,1661,R,77,R,0,R,0,R,1756,R,1756,R,82,R,0,R,0,R,1769,R,1769,R,8,R,194,R,179,R,381,R,82,R,9,R,0,R,9,R,8
2022,193900,10,R,5868,R,11,R,5857,R,0,R,2,R,4631,R,4633,R,79,R,0,R,2,R,5137,R,5139,R,88,R,0,R,2,R,5188,R,5190,R,20,R,342,R,305,R,667,R,89,R,6,R,0,R,6,R,5
2022,193900,11,R,1323,R,3,R,1320,R,0,R,1,R,1000,R,1001,R,76,R,0,R,1,R,1134,R,1135,R,86,R,0,R,1,R,1144,R,1145,R,7,R,109,R,59,R,175,R,87,R,9,R,1,R,8,R,4
2022,193900,12,R,4545,R,8,R,4537,R,0,R,1,R,3631,R,3632,R,80,R,0,R,1,R,4003,R,4004,R,88,R,0,R,1,R,4044,R,4045,R,13,R,233,R,246,R,492,R,89,R,5,R,0,R,5,R,5
2022,193900,20,R,59,R,0,R,59,R,1,R,1,R,16,R,18,R,31,R,1,R,1,R,25,R,27,R,46,R,1,R,1,R,30,R,32,R,0,R,9,R,18,R,27,R,54,R,15,R,0,R,15,R,31
2022,193900,21,R,9,R,0,R,9,R,0,R,0,R,2,R,2,R,22,R,0,R,0,R,2,R,2,R,22,R,0,R,0,R,4,R,4,R,0,R,3,R,2,R,5,R,44,R,33,R,0,R,33,R,22
2022,193900,22,R,50,R,0,R,50,R,1,R,1,R,14,R,16,R,32,R,1,R,1,R,23,R,25,R,50,R,1,R,1,R,26,R,28,R,0,R,6,R,16,R,22,R,56,R,12,R,0,R,12,R,32
2022,193900,30,R,1206,R,2,R,1204,R,0,R,43,R,973,R,1016,R,84,R,0,R,42,R,1006,R,1048,R,87,R,0,R,42,R,1011,R,1053,R,2,R,75,R,74,R,151,R,87,R,6,R,0,R,6,R,6
2022,193900,31,R,244,R,1,R,243,R,0,R,10,R,184,R,194,R,80,R,0,R,9,R,194,R,203,R,84,R,0,R,9,R,196,R,205,R,1,R,21,R,16,R,38,R,84,R,9,R,0,R,9,R,7
2022,193900,32,R,962,R,1,R,961,R,0,R,33,R,789,R,822,R,86,R,0,R,33,R,812,R,845,R,88,R,0,R,33,R,815,R,848,R,1,R,54,R,58,R,113,R,88,R,6,R,0,R,6,R,6
2022,193900,40,R,180,R,0,R,180,R,1,R,17,R,59,R,77,R,43,R,1,R,18,R,75,R,94,R,52,R,1,R,19,R,80,R,100,R,2,R,34,R,44,R,80,R,56,R,20,R,1,R,19,R,24
2022,193900,41,R,43,R,0,R,43,R,0,R,3,R,10,R,13,R,30,R,0,R,5,R,11,R,16,R,37,R,0,R,5,R,12,R,17,R,0,R,12,R,14,R,26,R,40,R,28,R,0,R,28,R,33
2022,193900,42,R,137,R,0,R,137,R,1,R,14,R,49,R,64,R,47,R,1,R,13,R,64,R,78,R,57,R,1,R,14,R,68,R,83,R,2,R,22,R,30,R,54,R,61,R,18,R,1,R,16,R,22
2022,193900,50,R,7313,R,13,R,7300,R,2,R,63,R,5679,R,5744,R,79,R,2,R,63,R,6243,R,6308,R,86,R,2,R,64,R,6309,R,6375,R,24,R,460,R,441,R,925,R,87,R,7,R,0,R,6,R,6
2022,193900,51,R,1619,R,4,R,1615,R,0,R,14,R,1196,R,1210,R,75,R,0,R,15,R,1341,R,1356,R,84,R,0,R,15,R,1356,R,1371,R,8,R,145,R,91,R,244,R,85,R,9,R,0,R,9,R,6
2022,193900,52,R,5694,R,9,R,5685,R,2,R,49,R,4483,R,4534,R,80,R,2,R,48,R,4902,R,4952,R,87,R,2,R,49,R,4953,R,5004,R,16,R,315,R,350,R,681,R,88,R,6,R,0,R,6,R,6
2022,194824,10,R,1331,R,1,R,1330,R,0,R,0,R,985,R,985,R,74,R,0,R,0,R,1156,R,1156,R,87,R,0,R,0,R,1165,R,1165,R,1,R,124,R,40,R,165,R,88,R,9,R,0,R,9,R,3
2022,194824,11,R,205,R,1,R,204,R,0,R,0,R,139,R,139,R,68,R,0,R,0,R,169,R,169,R,83,R,0,R,0,R,169,R,169,R,0,R,26,R,9,R,35,R,83,R,13,R,0,R,13,R,4
2022,194824,12,R,1126,R,0,R,1126,R,0,R,0,R,846,R,846,R,75,R,0,R,0,R,987,R,987,R,88,R,0,R,0,R,996,R,996,R,1,R,98,R,31,R,130,R,88,R,9,R,0,R,9,R,3
2022,194824,30,R,121,R,0,R,121,R,0,R,0,R,105,R,105,R,87,R,0,R,0,R,110,R,110,R,91,R,0,R,0,R,110,R,110,R,0,R,6,R,5,R,11,R,91,R,5,R,0,R,5,R,4
2022,194824,31,R,38,R,0,R,38,R,0,R,0,R,34,R,34,R,89,R,0,R,0,R,34,R,34,R,89,R,0,R,0,R,34,R,34,R,0,R,3,R,1,R,4,R,89,R,8,R,0,R,8,R,3
2022,194824,32,R,83,R,0,R,83,R,0,R,0,R,71,R,71,R,86,R,0,R,0,R,76,R,76,R,92,R,0,R,0,R,76,R,76,R,0,R,3,R,4,R,7,R,92,R,4,R,0,R,4,R,5
2022,194824,40,R,2,R,0,R,2,R,0,R,0,R,2,R,2,R,100,R,0,R,0,R,2,R,2,R,100,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,100,R,0,R,0,R,0,R,0
2022,194824,41,R,1,R,0,R,1,R,0,R,0,R,1,R,1,R,100,R,0,R,0,R,1,R,1,R,100,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,100,R,0,R,0,R,0,R,0
2022,194824,42,R,1,R,0,R,1,R,0,R,0,R,1,R,1,R,100,R,0,R,0,R,1,R,1,R,100,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,100,R,0,R,0,R,0,R,0
2022,194824,50,R,1454,R,1,R,1453,R,0,R,0,R,1092,R,1092,R,75,R,0,R,0,R,1268,R,1268,R,87,R,0,R,0,R,1277,R,1277,R,1,R,130,R,45,R,176,R,88,R,9,R,0,R,9,R,3
2022,194824,51,R,244,R,1,R,243,R,0,R,0,R,174,R,174,R,72,R,0,R,0,R,204,R,204,R,84,R,0,R,0,R,204,R,204,R,0,R,29,R,10,R,39,R,84,R,12,R,0,R,12,R,4
2022,194824,52,R,1210,R,0,R,1210,R,0,R,0,R,918,R,918,R,76,R,0,R,0,R,1064,R,1064,R,88,R,0,R,0,R,1073,R,1073,R,1,R,101,R,35,R,137,R,89,R,8,R,0,R,8,R,3
2022,195003,10,R,2693,R,5,R,2688,R,0,R,83,R,645,R,728,R,27,R,0,R,67,R,1864,R,1931,R,72,R,0,R,63,R,1934,R,1997,R,7,R,485,R,199,R,691,R,74,R,18,R,0,R,18,R,7
2022,195003,11,R,841,R,1,R,840,R,0,R,44,R,178,R,222,R,26,R,0,R,33,R,515,R,548,R,65,R,0,R,29,R,542,R,571,R,2,R,178,R,89,R,269,R,68,R,21,R,0,R,21,R,11
2022,195003,12,R,1852,R,4,R,1848,R,0,R,39,R,467,R,506,R,27,R,0,R,34,R,1349,R,1383,R,75,R,0,R,34,R,1392,R,1426,R,5,R,307,R,110,R,422,R,77,R,17,R,0,R,17,R,6
2022,195003,20,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,100
2022,195003,22,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,100
2022,195003,30,R,698,R,2,R,696,R,7,R,13,R,394,R,414,R,59,R,5,R,16,R,461,R,482,R,69,R,5,R,14,R,472,R,491,R,2,R,62,R,141,R,205,R,71,R,9,R,0,R,9,R,20
2022,195003,31,R,269,R,1,R,268,R,1,R,6,R,144,R,151,R,56,R,0,R,7,R,174,R,181,R,68,R,0,R,6,R,179,R,185,R,1,R,34,R,48,R,83,R,69,R,13,R,0,R,13,R,18
2022,195003,32,R,429,R,1,R,428,R,6,R,7,R,250,R,263,R,61,R,5,R,9,R,287,R,301,R,70,R,5,R,8,R,293,R,306,R,1,R,28,R,93,R,122,R,71,R,7,R,0,R,7,R,22
2022,195003,40,R,30,R,0,R,30,R,1,R,2,R,16,R,19,R,63,R,1,R,2,R,18,R,21,R,70,R,1,R,2,R,19,R,22,R,0,R,3,R,5,R,8,R,73,R,10,R,0,R,10,R,17
2022,195003,41,R,5,R,0,R,5,R,0,R,1,R,1,R,2,R,40,R,0,R,1,R,2,R,3,R,60,R,0,R,1,R,2,R,3,R,0,R,1,R,1,R,2,R,60,R,20,R,0,R,20,R,20
2022,195003,42,R,25,R,0,R,25,R,1,R,1,R,15,R,17,R,68,R,1,R,1,R,16,R,18,R,72,R,1,R,1,R,17,R,19,R,0,R,2,R,4,R,6,R,76,R,8,R,0,R,8,R,16
2022,195003,50,R,3422,R,7,R,3415,R,8,R,98,R,1055,R,1161,R,34,R,6,R,85,R,2343,R,2434,R,71,R,6,R,79,R,2425,R,2510,R,9,R,550,R,346,R,905,R,73,R,16,R,0,R,16,R,10
2022,195003,51,R,1115,R,2,R,1113,R,1,R,51,R,323,R,375,R,34,R,0,R,41,R,691,R,732,R,66,R,0,R,36,R,723,R,759,R,3,R,213,R,138,R,354,R,68,R,19,R,0,R,19,R,12
2022,195003,52,R,2307,R,5,R,2302,R,7,R,47,R,732,R,786,R,34,R,6,R,44,R,1652,R,1702,R,74,R,6,R,43,R,1702,R,1751,R,6,R,337,R,208,R,551,R,76,R,15,R,0,R,15,R,9
2022,195030,10,R,1436,R,10,R,1426,R,0,R,0,R,1113,R,1113,R,78,R,0,R,0,R,1230,R,1230,R,86,R,0,R,0,R,1238,R,1238,R,4,R,58,R,126,R,188,R,87,R,4,R,0,R,4,R,9
2022,195030,11,R,267,R,3,R,264,R,0,R,0,R,192,R,192,R,73,R,0,R,0,R,224,R,224,R,85,R,0,R,0,R,226,R,226,R,1,R,10,R,27,R,38,R,86,R,4,R,0,R,4,R,10
2022,195030,12,R,1169,R,7,R,1162,R,0,R,0,R,921,R,921,R,79,R,0,R,0,R,1006,R,1006,R,87,R,0,R,0,R,1012,R,1012,R,3,R,48,R,99,R,150,R,87,R,4,R,0,R,4,R,9
2022,195030,30,R,112,R,0,R,112,R,0,R,0,R,96,R,96,R,86,R,0,R,0,R,97,R,97,R,87,R,0,R,0,R,97,R,97,R,1,R,0,R,14,R,15,R,87,R,1,R,1,R,0,R,13
2022,195030,31,R,41,R,0,R,41,R,0,R,0,R,35,R,35,R,85,R,0,R,0,R,35,R,35,R,85,R,0,R,0,R,35,R,35,R,0,R,0,R,6,R,6,R,85,R,0,R,0,R,0,R,15
2022,195030,32,R,71,R,0,R,71,R,0,R,0,R,61,R,61,R,86,R,0,R,0,R,62,R,62,R,87,R,0,R,0,R,62,R,62,R,1,R,0,R,8,R,9,R,87,R,1,R,1,R,0,R,11
2022,195030,50,R,1548,R,10,R,1538,R,0,R,0,R,1209,R,1209,R,79,R,0,R,0,R,1327,R,1327,R,86,R,0,R,0,R,1335,R,1335,R,5,R,58,R,140,R,203,R,87,R,4,R,0,R,4,R,9
2022,195030,51,R,308,R,3,R,305,R,0,R,0,R,227,R,227,R,74,R,0,R,0,R,259,R,259,R,85,R,0,R,0,R,261,R,261,R,1,R,10,R,33,R,44,R,86,R,4,R,0,R,3,R,11
2022,195030,52,R,1240,R,7,R,1233,R,0,R,0,R,982,R,982,R,80,R,0,R,0,R,1068,R,1068,R,87,R,0,R,0,R,1074,R,1074,R,4,R,48,R,107,R,159,R,87,R,4,R,0,R,4,R,9
2022,196079,10,R,2553,R,13,R,2540,R,0,R,0,R,1825,R,1825,R,72,R,0,R,0,R,2075,R,2075,R,82,R,0,R,0,R,2096,R,2096,R,2,R,357,R,85,R,444,R,83,R,14,R,0,R,14,R,3
2022,196079,11,R,646,R,0,R,646,R,0,R,0,R,425,R,425,R,66,R,0,R,0,R,512,R,512,R,79,R,0,R,0,R,521,R,521,R,2,R,92,R,31,R,125,R,81,R,15,R,0,R,14,R,5
2022,196079,12,R,1907,R,13,R,1894,R,0,R,0,R,1400,R,1400,R,74,R,0,R,0,R,1563,R,1563,R,83,R,0,R,0,R,1575,R,1575,R,0,R,265,R,54,R,319,R,83,R,14,R,0,R,14,R,3
2022,196079,20,R,74,R,0,R,74,R,0,R,0,R,42,R,42,R,57,R,0,R,0,R,63,R,63,R,85,R,0,R,0,R,63,R,63,R,0,R,2,R,9,R,11,R,85,R,3,R,0,R,3,R,12
2022,196079,21,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,100
2022,196079,22,R,73,R,0,R,73,R,0,R,0,R,42,R,42,R,58,R,0,R,0,R,63,R,63,R,86,R,0,R,0,R,63,R,63,R,0,R,2,R,8,R,10,R,86,R,3,R,0,R,3,R,11
2022,196079,30,R,1409,R,0,R,1409,R,0,R,0,R,1037,R,1037,R,74,R,0,R,0,R,1096,R,1096,R,78,R,0,R,0,R,1105,R,1105,R,4,R,218,R,82,R,304,R,78,R,16,R,0,R,15,R,6
2022,196079,31,R,568,R,0,R,568,R,0,R,0,R,383,R,383,R,67,R,0,R,0,R,412,R,412,R,73,R,0,R,0,R,417,R,417,R,4,R,100,R,47,R,151,R,73,R,18,R,1,R,18,R,8
2022,196079,32,R,841,R,0,R,841,R,0,R,0,R,654,R,654,R,78,R,0,R,0,R,684,R,684,R,81,R,0,R,0,R,688,R,688,R,0,R,118,R,35,R,153,R,82,R,14,R,0,R,14,R,4
2022,196079,40,R,39,R,0,R,39,R,0,R,0,R,15,R,15,R,38,R,0,R,0,R,17,R,17,R,44,R,0,R,0,R,17,R,17,R,0,R,17,R,5,R,22,R,44,R,44,R,0,R,44,R,13
2022,196079,41,R,13,R,0,R,13,R,0,R,0,R,4,R,4,R,31,R,0,R,0,R,6,R,6,R,46,R,0,R,0,R,6,R,6,R,0,R,6,R,1,R,7,R,46,R,46,R,0,R,46,R,8
2022,196079,42,R,26,R,0,R,26,R,0,R,0,R,11,R,11,R,42,R,0,R,0,R,11,R,11,R,42,R,0,R,0,R,11,R,11,R,0,R,11,R,4,R,15,R,42,R,42,R,0,R,42,R,15
2022,196079,50,R,4075,R,13,R,4062,R,0,R,0,R,2919,R,2919,R,72,R,0,R,0,R,3251,R,3251,R,80,R,0,R,0,R,3281,R,3281,R,6,R,594,R,181,R,781,R,81,R,15,R,0,R,15,R,4
2022,196079,51,R,1228,R,0,R,1228,R,0,R,0,R,812,R,812,R,66,R,0,R,0,R,930,R,930,R,76,R,0,R,0,R,944,R,944,R,6,R,198,R,80,R,284,R,77,R,17,R,0,R,16,R,7
2022,196079,52,R,2847,R,13,R,2834,R,0,R,0,R,2107,R,2107,R,74,R,0,R,0,R,2321,R,2321,R,82,R,0,R,0,R,2337,R,2337,R,0,R,396,R,101,R,497,R,82,R,14,R,0,R,14,R,4
2022,196088,10,R,3618,R,17,R,3601,R,0,R,0,R,2038,R,2038,R,57,R,0,R,0,R,2625,R,2625,R,73,R,0,R,0,R,2671,R,2671,R,11,R,572,R,347,R,930,R,74,R,16,R,0,R,16,R,10
2022,196088,11,R,1161,R,3,R,1158,R,0,R,0,R,552,R,552,R,48,R,0,R,0,R,772,R,772,R,67,R,0,R,0,R,787,R,787,R,3,R,235,R,133,R,371,R,68,R,21,R,0,R,20,R,11
2022,196088,12,R,2457,R,14,R,2443,R,0,R,0,R,1486,R,1486,R,61,R,0,R,0,R,1853,R,1853,R,76,R,0,R,0,R,1884,R,1884,R,8,R,337,R,214,R,559,R,77,R,14,R,0,R,14,R,9
2022,196088,20,R,47,R,0,R,47,R,0,R,0,R,33,R,33,R,70,R,0,R,0,R,38,R,38,R,81,R,0,R,0,R,38,R,38,R,0,R,7,R,2,R,9,R,81,R,15,R,0,R,15,R,4
2022,196088,21,R,5,R,0,R,5,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,40,R,0,R,0,R,2,R,2,R,0,R,3,R,0,R,3,R,40,R,60,R,0,R,60,R,0
2022,196088,22,R,42,R,0,R,42,R,0,R,0,R,33,R,33,R,79,R,0,R,0,R,36,R,36,R,86,R,0,R,0,R,36,R,36,R,0,R,4,R,2,R,6,R,86,R,10,R,0,R,10,R,5
2022,196088,30,R,2296,R,7,R,2289,R,0,R,0,R,1510,R,1510,R,66,R,0,R,0,R,1641,R,1641,R,72,R,0,R,0,R,1660,R,1660,R,2,R,369,R,258,R,629,R,73,R,16,R,0,R,16,R,11
2022,196088,31,R,922,R,5,R,917,R,0,R,0,R,535,R,535,R,58,R,0,R,0,R,596,R,596,R,65,R,0,R,0,R,604,R,604,R,2,R,194,R,117,R,313,R,66,R,21,R,0,R,21,R,13
2022,196088,32,R,1374,R,2,R,1372,R,0,R,0,R,975,R,975,R,71,R,0,R,0,R,1045,R,1045,R,76,R,0,R,0,R,1056,R,1056,R,0,R,175,R,141,R,316,R,77,R,13,R,0,R,13,R,10
2022,196088,40,R,201,R,0,R,201,R,0,R,0,R,107,R,107,R,53,R,0,R,0,R,114,R,114,R,57,R,0,R,0,R,114,R,114,R,0,R,45,R,42,R,87,R,57,R,22,R,0,R,22,R,21
2022,196088,41,R,38,R,0,R,38,R,0,R,0,R,14,R,14,R,37,R,0,R,0,R,17,R,17,R,45,R,0,R,0,R,17,R,17,R,0,R,8,R,13,R,21,R,45,R,21,R,0,R,21,R,34
2022,196088,42,R,163,R,0,R,163,R,0,R,0,R,93,R,93,R,57,R,0,R,0,R,97,R,97,R,60,R,0,R,0,R,97,R,97,R,0,R,37,R,29,R,66,R,60,R,23,R,0,R,23,R,18
2022,196088,50,R,6162,R,24,R,6138,R,0,R,0,R,3688,R,3688,R,60,R,0,R,0,R,4418,R,4418,R,72,R,0,R,0,R,4483,R,4483,R,13,R,993,R,649,R,1655,R,73,R,16,R,0,R,16,R,11
2022,196088,51,R,2126,R,8,R,2118,R,0,R,0,R,1101,R,1101,R,52,R,0,R,0,R,1387,R,1387,R,65,R,0,R,0,R,1410,R,1410,R,5,R,440,R,263,R,708,R,67,R,21,R,0,R,21,R,12
2022,196088,52,R,4036,R,16,R,4020,R,0,R,0,R,2587,R,2587,R,64,R,0,R,0,R,3031,R,3031,R,75,R,0,R,0,R,3073,R,3073,R,8,R,553,R,386,R,947,R,76,R,14,R,0,R,14,R,10
