year,UNITID,OMCHRT,XOMRCHRT,OMRCHRT,XOMEXCLS,OMEXCLS,XOMACHRT,OMACHRT,XOMCERT4,OMCERT4,XOMASSC4,OMASSC4,XOMBACH4,OMBACH4,XOMAWDN4,OMAWDN4,XOMAWDP4,OMAWDP4,XOMCERT6,OMCERT6,XOMASSC6,OMASSC6,XOMBACH6,OMBACH6,XOMAWDN6,OMAWDN6,XOMAWDP6,OMAWDP6,XOMCERT8,OMCERT8,XOMASSC8,OMASSC8,XOMBACH8,OMBACH8,XOMAWDN8,OMAWDN8,XOMENRYI,OMENRYI,XOMENRAI,OMENRAI,XOMENRUN,OMENRUN,XOMNOAWD,OMNOAWD,XOMAWDP8,OMAWDP8,XOMENRTP,OMENRTP,XOMENRYP,OMENRYP,XOMENRAP,OMENRAP,XOMENRUP,OMENRUP 
2023,100858,10,R,4897,R,7,R,4890,R,0,R,0,R,2683,R,2683,R,55,R,0,R,0,R,3938,R,3938,R,81,R,0,R,0,R,4001,R,4001,R,16,R,653,R,220,R,889,R,82,R,14,R,0,R,13,R,4
2023,100858,11,R,628,R,1,R,627,R,0,R,0,R,261,R,261,R,42,R,0,R,0,R,411,R,411,R,66,R,0,R,0,R,424,R,424,R,4,R,134,R,65,R,203,R,68,R,22,R,1,R,21,R,10
2023,100858,12,R,4269,R,6,R,4263,R,0,R,0,R,2422,R,2422,R,57,R,0,R,0,R,3527,R,3527,R,83,R,0,R,0,R,3577,R,3577,R,12,R,519,R,155,R,686,R,84,R,12,R,0,R,12,R,4
2023,100858,20,R,48,R,1,R,47,R,0,R,0,R,12,R,12,R,26,R,0,R,0,R,25,R,25,R,53,R,0,R,0,R,29,R,29,R,0,R,13,R,5,R,18,R,62,R,28,R,0,R,28,R,11
2023,100858,21,R,5,R,0,R,5,R,0,R,0,R,1,R,1,R,20,R,0,R,0,R,2,R,2,R,40,R,0,R,0,R,2,R,2,R,0,R,2,R,1,R,3,R,40,R,40,R,0,R,40,R,20
2023,100858,22,R,43,R,1,R,42,R,0,R,0,R,11,R,11,R,26,R,0,R,0,R,23,R,23,R,55,R,0,R,0,R,27,R,27,R,0,R,11,R,4,R,15,R,64,R,26,R,0,R,26,R,10
2023,100858,30,R,1346,R,3,R,1343,R,0,R,0,R,928,R,928,R,69,R,0,R,0,R,1021,R,1021,R,76,R,0,R,0,R,1033,R,1033,R,2,R,203,R,105,R,310,R,77,R,15,R,0,R,15,R,8
2023,100858,31,R,405,R,1,R,404,R,0,R,0,R,256,R,256,R,63,R,0,R,0,R,287,R,287,R,71,R,0,R,0,R,290,R,290,R,2,R,75,R,37,R,114,R,72,R,19,R,0,R,19,R,9
2023,100858,32,R,941,R,2,R,939,R,0,R,0,R,672,R,672,R,72,R,0,R,0,R,734,R,734,R,78,R,0,R,0,R,743,R,743,R,0,R,128,R,68,R,196,R,79,R,14,R,0,R,14,R,7
2023,100858,40,R,174,R,0,R,174,R,0,R,0,R,79,R,79,R,45,R,0,R,0,R,102,R,102,R,59,R,0,R,0,R,107,R,107,R,0,R,35,R,32,R,67,R,61,R,20,R,0,R,20,R,18
2023,100858,41,R,44,R,0,R,44,R,0,R,0,R,21,R,21,R,48,R,0,R,0,R,26,R,26,R,59,R,0,R,0,R,27,R,27,R,0,R,11,R,6,R,17,R,61,R,25,R,0,R,25,R,14
2023,100858,42,R,130,R,0,R,130,R,0,R,0,R,58,R,58,R,45,R,0,R,0,R,76,R,76,R,58,R,0,R,0,R,80,R,80,R,0,R,24,R,26,R,50,R,62,R,18,R,0,R,18,R,20
2023,100858,50,R,6465,R,11,R,6454,R,0,R,0,R,3702,R,3702,R,57,R,0,R,0,R,5086,R,5086,R,79,R,0,R,0,R,5170,R,5170,R,18,R,904,R,362,R,1284,R,80,R,14,R,0,R,14,R,6
2023,100858,51,R,1082,R,2,R,1080,R,0,R,0,R,539,R,539,R,50,R,0,R,0,R,726,R,726,R,67,R,0,R,0,R,743,R,743,R,6,R,222,R,109,R,337,R,69,R,21,R,1,R,21,R,10
2023,100858,52,R,5383,R,9,R,5374,R,0,R,0,R,3163,R,3163,R,59,R,0,R,0,R,4360,R,4360,R,81,R,0,R,0,R,4427,R,4427,R,12,R,682,R,253,R,947,R,82,R,13,R,0,R,13,R,5
2023,110404,10,R,241,R,1,R,240,R,0,R,0,R,207,R,207,R,86,R,0,R,0,R,223,R,223,R,93,R,0,R,0,R,229,R,229,R,0,R,6,R,5,R,11,R,95,R,3,R,0,R,3,R,2
2023,110404,11,R,27,R,1,R,26,R,0,R,0,R,21,R,21,R,81,R,0,R,0,R,23,R,23,R,88,R,0,R,0,R,23,R,23,R,0,R,1,R,2,R,3,R,88,R,4,R,0,R,4,R,8
2023,110404,12,R,214,R,0,R,214,R,0,R,0,R,186,R,186,R,87,R,0,R,0,R,200,R,200,R,93,R,0,R,0,R,206,R,206,R,0,R,5,R,3,R,8,R,96,R,2,R,0,R,2,R,1
2023,110404,30,R,6,R,0,R,6,R,0,R,0,R,5,R,5,R,83,R,0,R,0,R,6,R,6,R,100,R,0,R,0,R,6,R,6,R,0,R,0,R,0,R,0,R,100,R,0,R,0,R,0,R,0
2023,110404,31,R,1,R,0,R,1,R,0,R,0,R,1,R,1,R,100,R,0,R,0,R,1,R,1,R,100,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,100,R,0,R,0,R,0,R,0
2023,110404,32,R,5,R,0,R,5,R,0,R,0,R,4,R,4,R,80,R,0,R,0,R,5,R,5,R,100,R,0,R,0,R,5,R,5,R,0,R,0,R,0,R,0,R,100,R,0,R,0,R,0,R,0
2023,110404,50,R,247,R,1,R,246,R,0,R,0,R,212,R,212,R,86,R,0,R,0,R,229,R,229,R,93,R,0,R,0,R,235,R,235,R,0,R,6,R,5,R,11,R,96,R,2,R,0,R,2,R,2
2023,110404,51,R,28,R,1,R,27,R,0,R,0,R,22,R,22,R,81,R,0,R,0,R,24,R,24,R,89,R,0,R,0,R,24,R,24,R,0,R,1,R,2,R,3,R,89,R,4,R,0,R,4,R,7
2023,110404,52,R,219,R,0,R,219,R,0,R,0,R,190,R,190,R,87,R,0,R,0,R,205,R,205,R,94,R,0,R,0,R,211,R,211,R,0,R,5,R,3,R,8,R,96,R,2,R,0,R,2,R,1
2023,110635,10,R,5676,R,0,R,5676,R,0,R,0,R,4472,R,4472,R,79,R,0,R,0,R,5266,R,5266,R,93,R,0,R,0,R,5336,R,5336,R,21,R,222,R,97,R,340,R,94,R,4,R,0,R,4,R,2
2023,110635,11,R,1313,R,0,R,1313,R,0,R,0,R,891,R,891,R,68,R,0,R,0,R,1164,R,1164,R,89,R,0,R,0,R,1188,R,1188,R,12,R,81,R,32,R,125,R,90,R,7,R,1,R,6,R,2
2023,110635,12,R,4363,R,0,R,4363,R,0,R,0,R,3581,R,3581,R,82,R,0,R,0,R,4102,R,4102,R,94,R,0,R,0,R,4148,R,4148,R,9,R,141,R,65,R,215,R,95,R,3,R,0,R,3,R,1
2023,110635,20,R,42,R,0,R,42,R,0,R,0,R,14,R,14,R,33,R,0,R,0,R,28,R,28,R,67,R,0,R,0,R,28,R,28,R,0,R,11,R,3,R,14,R,67,R,26,R,0,R,26,R,7
2023,110635,21,R,14,R,0,R,14,R,0,R,0,R,5,R,5,R,36,R,0,R,0,R,11,R,11,R,79,R,0,R,0,R,11,R,11,R,0,R,3,R,0,R,3,R,79,R,21,R,0,R,21,R,0
2023,110635,22,R,28,R,0,R,28,R,0,R,0,R,9,R,9,R,32,R,0,R,0,R,17,R,17,R,61,R,0,R,0,R,17,R,17,R,0,R,8,R,3,R,11,R,61,R,29,R,0,R,29,R,11
2023,110635,30,R,2353,R,0,R,2353,R,0,R,0,R,2162,R,2162,R,92,R,0,R,0,R,2212,R,2212,R,94,R,0,R,0,R,2229,R,2229,R,2,R,72,R,50,R,124,R,95,R,3,R,0,R,3,R,2
2023,110635,31,R,1036,R,0,R,1036,R,0,R,0,R,949,R,949,R,92,R,0,R,0,R,970,R,970,R,94,R,0,R,0,R,973,R,973,R,1,R,33,R,29,R,63,R,94,R,3,R,0,R,3,R,3
2023,110635,32,R,1317,R,0,R,1317,R,0,R,0,R,1213,R,1213,R,92,R,0,R,0,R,1242,R,1242,R,94,R,0,R,0,R,1256,R,1256,R,1,R,39,R,21,R,61,R,95,R,3,R,0,R,3,R,2
2023,110635,40,R,63,R,0,R,63,R,0,R,0,R,53,R,53,R,84,R,0,R,0,R,53,R,53,R,84,R,0,R,0,R,53,R,53,R,1,R,6,R,3,R,10,R,84,R,11,R,2,R,10,R,5
2023,110635,41,R,39,R,0,R,39,R,0,R,0,R,32,R,32,R,82,R,0,R,0,R,32,R,32,R,82,R,0,R,0,R,32,R,32,R,1,R,4,R,2,R,7,R,82,R,13,R,3,R,10,R,5
2023,110635,42,R,24,R,0,R,24,R,0,R,0,R,21,R,21,R,88,R,0,R,0,R,21,R,21,R,88,R,0,R,0,R,21,R,21,R,0,R,2,R,1,R,3,R,88,R,8,R,0,R,8,R,4
2023,110635,50,R,8134,R,0,R,8134,R,0,R,0,R,6701,R,6701,R,82,R,0,R,0,R,7559,R,7559,R,93,R,0,R,0,R,7646,R,7646,R,24,R,311,R,153,R,488,R,94,R,4,R,0,R,4,R,2
2023,110635,51,R,2402,R,0,R,2402,R,0,R,0,R,1877,R,1877,R,78,R,0,R,0,R,2177,R,2177,R,91,R,0,R,0,R,2204,R,2204,R,14,R,121,R,63,R,198,R,92,R,6,R,1,R,5,R,3
2023,110635,52,R,5732,R,0,R,5732,R,0,R,0,R,4824,R,4824,R,84,R,0,R,0,R,5382,R,5382,R,94,R,0,R,0,R,5442,R,5442,R,10,R,190,R,90,R,290,R,95,R,3,R,0,R,3,R,2
2023,110644,10,R,5332,R,0,R,5332,R,0,R,0,R,3299,R,3299,R,62,R,0,R,0,R,4633,R,4633,R,87,R,0,R,0,R,4702,R,4702,R,11,R,371,R,248,R,630,R,88,R,7,R,0,R,7,R,5
2023,110644,11,R,1796,R,0,R,1796,R,0,R,0,R,925,R,925,R,52,R,0,R,0,R,1528,R,1528,R,85,R,0,R,0,R,1560,R,1560,R,3,R,166,R,67,R,236,R,87,R,9,R,0,R,9,R,4
2023,110644,12,R,3536,R,0,R,3536,R,0,R,0,R,2374,R,2374,R,67,R,0,R,0,R,3105,R,3105,R,88,R,0,R,0,R,3142,R,3142,R,8,R,205,R,181,R,394,R,89,R,6,R,0,R,6,R,5
2023,110644,20,R,66,R,0,R,66,R,0,R,0,R,16,R,16,R,24,R,0,R,0,R,48,R,48,R,73,R,0,R,0,R,50,R,50,R,0,R,0,R,16,R,16,R,76,R,0,R,0,R,0,R,24
2023,110644,21,R,43,R,0,R,43,R,0,R,0,R,8,R,8,R,19,R,0,R,0,R,31,R,31,R,72,R,0,R,0,R,32,R,32,R,0,R,0,R,11,R,11,R,74,R,0,R,0,R,0,R,26
2023,110644,22,R,23,R,0,R,23,R,0,R,0,R,8,R,8,R,35,R,0,R,0,R,17,R,17,R,74,R,0,R,0,R,18,R,18,R,0,R,0,R,5,R,5,R,78,R,0,R,0,R,0,R,22
2023,110644,30,R,2966,R,1,R,2965,R,0,R,0,R,2640,R,2640,R,89,R,0,R,0,R,2715,R,2715,R,92,R,0,R,0,R,2729,R,2729,R,2,R,104,R,130,R,236,R,92,R,4,R,0,R,4,R,4
2023,110644,31,R,1385,R,0,R,1385,R,0,R,0,R,1218,R,1218,R,88,R,0,R,0,R,1254,R,1254,R,91,R,0,R,0,R,1263,R,1263,R,1,R,60,R,61,R,122,R,91,R,4,R,0,R,4,R,4
2023,110644,32,R,1581,R,1,R,1580,R,0,R,0,R,1422,R,1422,R,90,R,0,R,0,R,1461,R,1461,R,92,R,0,R,0,R,1466,R,1466,R,1,R,44,R,69,R,114,R,93,R,3,R,0,R,3,R,4
2023,110644,40,R,55,R,0,R,55,R,0,R,0,R,37,R,37,R,67,R,0,R,0,R,38,R,38,R,69,R,0,R,0,R,41,R,41,R,0,R,0,R,14,R,14,R,75,R,0,R,0,R,0,R,25
2023,110644,41,R,23,R,0,R,23,R,0,R,0,R,14,R,14,R,61,R,0,R,0,R,15,R,15,R,65,R,0,R,0,R,17,R,17,R,0,R,0,R,6,R,6,R,74,R,0,R,0,R,0,R,26
2023,110644,42,R,32,R,0,R,32,R,0,R,0,R,23,R,23,R,72,R,0,R,0,R,23,R,23,R,72,R,0,R,0,R,24,R,24,R,0,R,0,R,8,R,8,R,75,R,0,R,0,R,0,R,25
2023,110644,50,R,8419,R,1,R,8418,R,0,R,0,R,5992,R,5992,R,71,R,0,R,0,R,7434,R,7434,R,88,R,0,R,0,R,7522,R,7522,R,13,R,475,R,408,R,896,R,89,R,6,R,0,R,6,R,5
2023,110644,51,R,3247,R,0,R,3247,R,0,R,0,R,2165,R,2165,R,67,R,0,R,0,R,2828,R,2828,R,87,R,0,R,0,R,2872,R,2872,R,4,R,226,R,145,R,375,R,88,R,7,R,0,R,7,R,4
2023,110644,52,R,5172,R,1,R,5171,R,0,R,0,R,3827,R,3827,R,74,R,0,R,0,R,4606,R,4606,R,89,R,0,R,0,R,4650,R,4650,R,9,R,249,R,263,R,521,R,90,R,5,R,0,R,5,R,5
2023,110653,10,R,5749,R,9,R,5740,R,0,R,0,R,3920,R,3920,R,68,R,0,R,0,R,4802,R,4802,R,84,R,0,R,0,R,4863,R,4863,R,15,R,522,R,340,R,877,R,85,R,9,R,0,R,9,R,6
2023,110653,11,R,2349,R,4,R,2345,R,0,R,0,R,1498,R,1498,R,64,R,0,R,0,R,1918,R,1918,R,82,R,0,R,0,R,1948,R,1948,R,5,R,213,R,179,R,397,R,83,R,9,R,0,R,9,R,8
2023,110653,12,R,3400,R,5,R,3395,R,0,R,0,R,2422,R,2422,R,71,R,0,R,0,R,2884,R,2884,R,85,R,0,R,0,R,2915,R,2915,R,10,R,309,R,161,R,480,R,86,R,9,R,0,R,9,R,5
2023,110653,20,R,10,R,1,R,9,R,0,R,0,R,1,R,1,R,11,R,0,R,0,R,4,R,4,R,44,R,0,R,0,R,4,R,4,R,1,R,2,R,2,R,5,R,44,R,33,R,11,R,22,R,22
2023,110653,21,R,3,R,0,R,3,R,0,R,0,R,1,R,1,R,33,R,0,R,0,R,2,R,2,R,67,R,0,R,0,R,2,R,2,R,0,R,0,R,1,R,1,R,67,R,0,R,0,R,0,R,33
2023,110653,22,R,7,R,1,R,6,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,33,R,0,R,0,R,2,R,2,R,1,R,2,R,1,R,4,R,33,R,50,R,17,R,33,R,17
2023,110653,30,R,1993,R,0,R,1993,R,0,R,0,R,1780,R,1780,R,89,R,0,R,0,R,1810,R,1810,R,91,R,0,R,0,R,1817,R,1817,R,0,R,78,R,98,R,176,R,91,R,4,R,0,R,4,R,5
2023,110653,31,R,936,R,0,R,936,R,0,R,0,R,829,R,829,R,89,R,0,R,0,R,844,R,844,R,90,R,0,R,0,R,845,R,845,R,0,R,38,R,53,R,91,R,90,R,4,R,0,R,4,R,6
2023,110653,32,R,1057,R,0,R,1057,R,0,R,0,R,951,R,951,R,90,R,0,R,0,R,966,R,966,R,91,R,0,R,0,R,972,R,972,R,0,R,40,R,45,R,85,R,92,R,4,R,0,R,4,R,4
2023,110653,40,R,51,R,0,R,51,R,0,R,0,R,31,R,31,R,61,R,0,R,0,R,37,R,37,R,73,R,0,R,0,R,38,R,38,R,0,R,7,R,6,R,13,R,75,R,14,R,0,R,14,R,12
2023,110653,41,R,23,R,0,R,23,R,0,R,0,R,12,R,12,R,52,R,0,R,0,R,14,R,14,R,61,R,0,R,0,R,15,R,15,R,0,R,4,R,4,R,8,R,65,R,17,R,0,R,17,R,17
2023,110653,42,R,28,R,0,R,28,R,0,R,0,R,19,R,19,R,68,R,0,R,0,R,23,R,23,R,82,R,0,R,0,R,23,R,23,R,0,R,3,R,2,R,5,R,82,R,11,R,0,R,11,R,7
2023,110653,50,R,7803,R,10,R,7793,R,0,R,0,R,5732,R,5732,R,74,R,0,R,0,R,6653,R,6653,R,85,R,0,R,0,R,6722,R,6722,R,16,R,609,R,446,R,1071,R,86,R,8,R,0,R,8,R,6
2023,110653,51,R,3311,R,4,R,3307,R,0,R,0,R,2340,R,2340,R,71,R,0,R,0,R,2778,R,2778,R,84,R,0,R,0,R,2810,R,2810,R,5,R,255,R,237,R,497,R,85,R,8,R,0,R,8,R,7
2023,110653,52,R,4492,R,6,R,4486,R,0,R,0,R,3392,R,3392,R,76,R,0,R,0,R,3875,R,3875,R,86,R,0,R,0,R,3912,R,3912,R,11,R,354,R,209,R,574,R,87,R,8,R,0,R,8,R,5
2023,110662,10,R,5691,R,4,R,5687,R,0,R,0,R,4687,R,4687,R,82,R,0,R,0,R,5244,R,5244,R,92,R,0,R,0,R,5285,R,5285,R,7,R,226,R,169,R,402,R,93,R,4,R,0,R,4,R,3
2023,110662,11,R,1690,R,1,R,1689,R,0,R,0,R,1263,R,1263,R,75,R,0,R,0,R,1493,R,1493,R,88,R,0,R,0,R,1500,R,1500,R,6,R,99,R,84,R,189,R,89,R,6,R,0,R,6,R,5
2023,110662,12,R,4001,R,3,R,3998,R,0,R,0,R,3424,R,3424,R,86,R,0,R,0,R,3751,R,3751,R,94,R,0,R,0,R,3785,R,3785,R,1,R,127,R,85,R,213,R,95,R,3,R,0,R,3,R,2
2023,110662,20,R,8,R,0,R,8,R,0,R,0,R,4,R,4,R,50,R,0,R,0,R,4,R,4,R,50,R,0,R,0,R,4,R,4,R,1,R,2,R,1,R,4,R,50,R,38,R,13,R,25,R,13
2023,110662,21,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,2,R,0,R,50,R,0,R,50,R,50
2023,110662,22,R,6,R,0,R,6,R,0,R,0,R,4,R,4,R,67,R,0,R,0,R,4,R,4,R,67,R,0,R,0,R,4,R,4,R,1,R,1,R,0,R,2,R,67,R,33,R,17,R,17,R,0
2023,110662,30,R,3064,R,1,R,3063,R,0,R,0,R,2833,R,2833,R,92,R,0,R,0,R,2873,R,2873,R,94,R,0,R,0,R,2889,R,2889,R,2,R,108,R,64,R,174,R,94,R,4,R,0,R,4,R,2
2023,110662,31,R,1395,R,0,R,1395,R,0,R,0,R,1278,R,1278,R,92,R,0,R,0,R,1300,R,1300,R,93,R,0,R,0,R,1309,R,1309,R,1,R,52,R,33,R,86,R,94,R,4,R,0,R,4,R,2
2023,110662,32,R,1669,R,1,R,1668,R,0,R,0,R,1555,R,1555,R,93,R,0,R,0,R,1573,R,1573,R,94,R,0,R,0,R,1580,R,1580,R,1,R,56,R,31,R,88,R,95,R,3,R,0,R,3,R,2
2023,110662,40,R,56,R,0,R,56,R,0,R,0,R,33,R,33,R,59,R,0,R,0,R,36,R,36,R,64,R,0,R,0,R,38,R,38,R,0,R,11,R,7,R,18,R,68,R,20,R,0,R,20,R,13
2023,110662,41,R,18,R,0,R,18,R,0,R,0,R,13,R,13,R,72,R,0,R,0,R,13,R,13,R,72,R,0,R,0,R,13,R,13,R,0,R,2,R,3,R,5,R,72,R,11,R,0,R,11,R,17
2023,110662,42,R,38,R,0,R,38,R,0,R,0,R,20,R,20,R,53,R,0,R,0,R,23,R,23,R,61,R,0,R,0,R,25,R,25,R,0,R,9,R,4,R,13,R,66,R,24,R,0,R,24,R,11
2023,110662,50,R,8819,R,5,R,8814,R,0,R,0,R,7557,R,7557,R,86,R,0,R,0,R,8157,R,8157,R,93,R,0,R,0,R,8216,R,8216,R,10,R,347,R,241,R,598,R,93,R,4,R,0,R,4,R,3
2023,110662,51,R,3105,R,1,R,3104,R,0,R,0,R,2554,R,2554,R,82,R,0,R,0,R,2806,R,2806,R,90,R,0,R,0,R,2822,R,2822,R,7,R,154,R,121,R,282,R,91,R,5,R,0,R,5,R,4
2023,110662,52,R,5714,R,4,R,5710,R,0,R,0,R,5003,R,5003,R,88,R,0,R,0,R,5351,R,5351,R,94,R,0,R,0,R,5394,R,5394,R,3,R,193,R,120,R,316,R,94,R,3,R,0,R,3,R,2
2023,110671,10,R,4021,R,2,R,4019,R,0,R,0,R,2466,R,2466,R,61,R,0,R,0,R,3074,R,3074,R,76,R,0,R,0,R,3126,R,3126,R,15,R,669,R,209,R,893,R,78,R,17,R,0,R,17,R,5
2023,110671,11,R,2122,R,2,R,2120,R,0,R,0,R,1235,R,1235,R,58,R,0,R,0,R,1591,R,1591,R,75,R,0,R,0,R,1624,R,1624,R,8,R,368,R,120,R,496,R,77,R,18,R,0,R,17,R,6
2023,110671,12,R,1899,R,0,R,1899,R,0,R,0,R,1231,R,1231,R,65,R,0,R,0,R,1483,R,1483,R,78,R,0,R,0,R,1502,R,1502,R,7,R,301,R,89,R,397,R,79,R,16,R,0,R,16,R,5
2023,110671,20,R,13,R,0,R,13,R,0,R,0,R,3,R,3,R,23,R,0,R,0,R,7,R,7,R,54,R,0,R,0,R,7,R,7,R,0,R,3,R,3,R,6,R,54,R,23,R,0,R,23,R,23
2023,110671,21,R,4,R,0,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,50,R,0,R,0,R,2,R,2,R,0,R,1,R,1,R,2,R,50,R,25,R,0,R,25,R,25
2023,110671,22,R,9,R,0,R,9,R,0,R,0,R,3,R,3,R,33,R,0,R,0,R,5,R,5,R,56,R,0,R,0,R,5,R,5,R,0,R,2,R,2,R,4,R,56,R,22,R,0,R,22,R,22
2023,110671,30,R,1252,R,1,R,1251,R,0,R,0,R,1056,R,1056,R,84,R,0,R,0,R,1076,R,1076,R,86,R,0,R,0,R,1083,R,1083,R,3,R,120,R,45,R,168,R,87,R,10,R,0,R,10,R,4
2023,110671,31,R,763,R,0,R,763,R,0,R,0,R,642,R,642,R,84,R,0,R,0,R,654,R,654,R,86,R,0,R,0,R,656,R,656,R,2,R,85,R,20,R,107,R,86,R,11,R,0,R,11,R,3
2023,110671,32,R,489,R,1,R,488,R,0,R,0,R,414,R,414,R,85,R,0,R,0,R,422,R,422,R,86,R,0,R,0,R,427,R,427,R,1,R,35,R,25,R,61,R,88,R,7,R,0,R,7,R,5
2023,110671,40,R,26,R,0,R,26,R,0,R,0,R,12,R,12,R,46,R,0,R,0,R,13,R,13,R,50,R,0,R,0,R,13,R,13,R,0,R,10,R,3,R,13,R,50,R,38,R,0,R,38,R,12
2023,110671,41,R,13,R,0,R,13,R,0,R,0,R,5,R,5,R,38,R,0,R,0,R,5,R,5,R,38,R,0,R,0,R,5,R,5,R,0,R,6,R,2,R,8,R,38,R,46,R,0,R,46,R,15
2023,110671,42,R,13,R,0,R,13,R,0,R,0,R,7,R,7,R,54,R,0,R,0,R,8,R,8,R,62,R,0,R,0,R,8,R,8,R,0,R,4,R,1,R,5,R,62,R,31,R,0,R,31,R,8
2023,110671,50,R,5312,R,3,R,5309,R,0,R,0,R,3537,R,3537,R,67,R,0,R,0,R,4170,R,4170,R,79,R,0,R,0,R,4229,R,4229,R,18,R,802,R,260,R,1080,R,80,R,15,R,0,R,15,R,5
2023,110671,51,R,2902,R,2,R,2900,R,0,R,0,R,1882,R,1882,R,65,R,0,R,0,R,2252,R,2252,R,78,R,0,R,0,R,2287,R,2287,R,10,R,460,R,143,R,613,R,79,R,16,R,0,R,16,R,5
2023,110671,52,R,2410,R,1,R,2409,R,0,R,0,R,1655,R,1655,R,69,R,0,R,0,R,1918,R,1918,R,80,R,0,R,0,R,1942,R,1942,R,8,R,342,R,117,R,467,R,81,R,15,R,0,R,14,R,5
2023,110680,10,R,5289,R,0,R,5289,R,0,R,0,R,3860,R,3860,R,73,R,0,R,0,R,4725,R,4725,R,89,R,0,R,0,R,4792,R,4792,R,15,R,210,R,272,R,497,R,91,R,4,R,0,R,4,R,5
2023,110680,11,R,1375,R,0,R,1375,R,0,R,0,R,912,R,912,R,66,R,0,R,0,R,1205,R,1205,R,88,R,0,R,0,R,1223,R,1223,R,9,R,81,R,62,R,152,R,89,R,7,R,1,R,6,R,5
2023,110680,12,R,3914,R,0,R,3914,R,0,R,0,R,2948,R,2948,R,75,R,0,R,0,R,3520,R,3520,R,90,R,0,R,0,R,3569,R,3569,R,6,R,129,R,210,R,345,R,91,R,3,R,0,R,3,R,5
2023,110680,20,R,6,R,0,R,6,R,0,R,0,R,4,R,4,R,67,R,0,R,0,R,6,R,6,R,100,R,0,R,0,R,6,R,6,R,0,R,0,R,0,R,0,R,100,R,0,R,0,R,0,R,0
2023,110680,21,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,100,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,100,R,0,R,0,R,0,R,0
2023,110680,22,R,5,R,0,R,5,R,0,R,0,R,4,R,4,R,80,R,0,R,0,R,5,R,5,R,100,R,0,R,0,R,5,R,5,R,0,R,0,R,0,R,0,R,100,R,0,R,0,R,0,R,0
2023,110680,30,R,2629,R,0,R,2629,R,0,R,0,R,2289,R,2289,R,87,R,0,R,0,R,2374,R,2374,R,90,R,0,R,0,R,2390,R,2390,R,3,R,104,R,132,R,239,R,91,R,4,R,0,R,4,R,5
2023,110680,31,R,1146,R,0,R,1146,R,0,R,0,R,974,R,974,R,85,R,0,R,0,R,1012,R,1012,R,88,R,0,R,0,R,1023,R,1023,R,1,R,57,R,65,R,123,R,89,R,5,R,0,R,5,R,6
2023,110680,32,R,1483,R,0,R,1483,R,0,R,0,R,1315,R,1315,R,89,R,0,R,0,R,1362,R,1362,R,92,R,0,R,0,R,1367,R,1367,R,2,R,47,R,67,R,116,R,92,R,3,R,0,R,3,R,5
2023,110680,40,R,51,R,0,R,51,R,0,R,0,R,37,R,37,R,73,R,0,R,0,R,39,R,39,R,76,R,0,R,0,R,39,R,39,R,0,R,2,R,10,R,12,R,76,R,4,R,0,R,4,R,20
2023,110680,41,R,19,R,0,R,19,R,0,R,0,R,14,R,14,R,74,R,0,R,0,R,15,R,15,R,79,R,0,R,0,R,15,R,15,R,0,R,0,R,4,R,4,R,79,R,0,R,0,R,0,R,21
2023,110680,42,R,32,R,0,R,32,R,0,R,0,R,23,R,23,R,72,R,0,R,0,R,24,R,24,R,75,R,0,R,0,R,24,R,24,R,0,R,2,R,6,R,8,R,75,R,6,R,0,R,6,R,19
2023,110680,50,R,7975,R,0,R,7975,R,0,R,0,R,6190,R,6190,R,78,R,0,R,0,R,7144,R,7144,R,90,R,0,R,0,R,7227,R,7227,R,18,R,316,R,414,R,748,R,91,R,4,R,0,R,4,R,5
2023,110680,51,R,2541,R,0,R,2541,R,0,R,0,R,1900,R,1900,R,75,R,0,R,0,R,2233,R,2233,R,88,R,0,R,0,R,2262,R,2262,R,10,R,138,R,131,R,279,R,89,R,6,R,0,R,5,R,5
2023,110680,52,R,5434,R,0,R,5434,R,0,R,0,R,4290,R,4290,R,79,R,0,R,0,R,4911,R,4911,R,90,R,0,R,0,R,4965,R,4965,R,8,R,178,R,283,R,469,R,91,R,3,R,0,R,3,R,5
2023,110705,10,R,4461,R,0,R,4461,R,0,R,0,R,3118,R,3118,R,70,R,0,R,0,R,3808,R,3808,R,85,R,0,R,0,R,3848,R,3848,R,7,R,433,R,173,R,613,R,86,R,10,R,0,R,10,R,4
2023,110705,11,R,1732,R,0,R,1732,R,0,R,0,R,1111,R,1111,R,64,R,0,R,0,R,1442,R,1442,R,83,R,0,R,0,R,1456,R,1456,R,2,R,205,R,69,R,276,R,84,R,12,R,0,R,12,R,4
2023,110705,12,R,2729,R,0,R,2729,R,0,R,0,R,2007,R,2007,R,74,R,0,R,0,R,2366,R,2366,R,87,R,0,R,0,R,2392,R,2392,R,5,R,228,R,104,R,337,R,88,R,9,R,0,R,8,R,4
