year,UNITID,AWLEVELC,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSASIAT,CSASIAT,XCSBKAAT,CSBKAAT,XCSHISPT,CSHISPT,XCSNHPIT,CSNHPIT,XCSWHITT,CSWHITT,XCS2MORT,CS2MORT,XCSUNKNT,CSUNKNT,XCSNRALT,CSNRALT,XCSUND18,CSUND18,XCS18_24,CS18_24,XCS25_39,CS25_39,XCSABV40,CSABV40,XCSUNKN,CSUNKN  
2018,100858,01,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0
2018,100858,05,R,4722,R,2310,R,2412,R,37,R,113,R,281,R,138,R,1,R,4033,R,42,R,23,R,54,Z,0,R,4321,R,382,R,18,R,1
2018,100858,07,R,1289,R,660,R,629,R,5,R,27,R,92,R,45,R,2,R,832,R,19,R,6,R,261,Z,0,R,433,R,721,R,134,R,1
2018,100858,09,R,525,R,217,R,308,R,1,R,18,R,27,R,7,R,0,R,354,R,7,R,1,R,110,Z,0,R,18,R,470,R,37,Z,0
2018,100858,10,R,218,R,130,R,88,R,1,R,6,R,18,R,13,R,1,R,143,R,3,R,2,R,31,Z,0,R,28,R,125,R,65,Z,0
2018,110404,05,R,228,R,136,R,92,R,0,R,106,R,2,R,29,R,0,R,60,R,11,R,0,R,20,R,0,R,220,R,8,R,0,R,0
2018,110404,07,R,161,R,116,R,45,R,0,R,24,R,1,R,7,R,0,R,48,R,3,R,0,R,78,R,0,R,77,R,84,R,0,R,0
2018,110404,09,R,191,R,134,R,57,R,0,R,27,R,3,R,12,R,0,R,79,R,3,R,1,R,66,R,0,R,0,R,190,R,1,R,0
2018,110635,05,R,7982,R,3707,R,4275,R,12,R,2536,R,161,R,1151,R,8,R,2184,R,436,R,310,R,1184,R,1,R,7040,R,850,R,91,R,0
2018,110635,07,R,3001,R,1645,R,1356,R,3,R,430,R,79,R,200,R,2,R,814,R,70,R,211,R,1192,R,0,R,897,R,1940,R,162,R,2
2018,110635,09,R,1242,R,652,R,590,R,6,R,180,R,39,R,100,R,1,R,482,R,49,R,145,R,240,R,0,R,70,R,1109,R,63,R,0
2018,110635,10,R,109,R,19,R,90,R,0,R,16,R,3,R,13,R,0,R,40,R,6,R,28,R,3,R,0,R,15,R,85,R,9,R,0
2018,110644,05,R,7932,R,3342,R,4590,R,16,R,2522,R,141,R,1408,R,41,R,2267,R,406,R,157,R,974,R,1,R,6907,R,972,R,51,R,1
2018,110644,07,R,1151,R,516,R,635,R,0,R,174,R,13,R,95,R,2,R,485,R,45,R,51,R,286,R,0,R,333,R,752,R,66,R,0
2018,110644,09,R,988,R,469,R,519,R,5,R,132,R,16,R,105,R,0,R,445,R,39,R,74,R,172,R,0,R,52,R,874,R,62,R,0
2018,110644,10,R,23,R,4,R,19,R,0,R,6,R,0,R,1,R,0,R,15,R,0,R,0,R,1,R,0,R,1,R,18,R,4,R,0
2018,110653,05,R,6803,R,3068,R,3735,R,3,R,2630,R,120,R,1656,R,17,R,1118,R,246,R,80,R,933,R,1,R,6106,R,660,R,36,R,0
2018,110653,07,R,1406,R,724,R,682,R,2,R,262,R,16,R,158,R,1,R,398,R,40,R,68,R,461,R,0,R,537,R,812,R,57,R,0
2018,110653,09,R,587,R,336,R,251,R,2,R,110,R,8,R,64,R,3,R,252,R,22,R,42,R,84,R,0,R,21,R,535,R,31,R,0
2018,110653,10,R,131,R,30,R,101,R,0,R,29,R,0,R,27,R,0,R,55,R,10,R,10,R,0,R,0,R,84,R,47,R,0,R,0
2018,110662,05,R,8444,R,3645,R,4799,R,10,R,2411,R,254,R,1718,R,21,R,2373,R,417,R,167,R,1073,R,2,R,7598,R,788,R,56,R,0
2018,110662,07,R,3321,R,1776,R,1545,R,8,R,590,R,98,R,399,R,5,R,1010,R,91,R,56,R,1064,R,0,R,1016,R,2151,R,154,R,0
2018,110662,09,R,1321,R,692,R,629,R,1,R,242,R,40,R,125,R,1,R,548,R,55,R,76,R,233,R,0,R,102,R,1154,R,65,R,0
2018,110671,05,R,4685,R,2224,R,2461,R,14,R,1714,R,198,R,1518,R,18,R,769,R,189,R,65,R,200,R,0,R,4205,R,458,R,22,R,0
2018,110671,07,R,637,R,320,R,317,R,3,R,81,R,20,R,75,R,0,R,194,R,34,R,13,R,217,R,0,R,261,R,343,R,33,R,0
2018,110671,09,R,354,R,187,R,167,R,2,R,39,R,14,R,17,R,1,R,127,R,6,R,48,R,100,R,0,R,3,R,330,R,21,R,0
2018,110680,05,R,7356,R,3795,R,3561,R,8,R,2724,R,91,R,1126,R,20,R,1534,R,352,R,122,R,1379,R,0,R,6532,R,792,R,32,R,0
2018,110680,07,R,1859,R,1168,R,691,R,0,R,249,R,17,R,122,R,1,R,457,R,43,R,51,R,919,R,0,R,959,R,831,R,69,R,0
2018,110680,09,R,695,R,401,R,294,R,1,R,96,R,13,R,55,R,2,R,263,R,17,R,87,R,161,R,0,R,9,R,651,R,35,R,0
2018,110705,05,R,5569,R,2589,R,2980,R,8,R,1015,R,115,R,1384,R,10,R,1929,R,442,R,190,R,476,R,0,R,5179,R,366,R,24,R,0
2018,110705,07,R,507,R,262,R,245,R,3,R,48,R,13,R,66,R,2,R,222,R,10,R,16,R,127,R,0,R,220,R,278,R,9,R,0
2018,110705,09,R,361,R,226,R,135,R,3,R,35,R,1,R,26,R,2,R,185,R,2,R,37,R,70,R,0,R,1,R,330,R,30,R,0
2018,110705,10,R,78,R,15,R,63,R,0,R,6,R,1,R,13,R,0,R,55,R,3,R,0,R,0,R,0,R,42,R,34,R,2,R,0
2018,110714,05,R,4188,R,1982,R,2206,R,4,R,894,R,71,R,1192,R,8,R,1462,R,330,R,87,R,140,R,0,R,3711,R,446,R,31,R,0
2018,110714,07,R,483,R,282,R,201,R,0,R,37,R,1,R,50,R,0,R,171,R,20,R,17,R,187,R,0,R,221,R,244,R,18,R,0
2018,110714,09,R,159,R,92,R,67,R,0,R,11,R,2,R,15,R,0,R,82,R,7,R,10,R,32,R,0,R,0,R,135,R,24,R,0
2018,110714,10,R,9,R,0,R,9,R,0,R,1,R,0,R,0,R,0,R,7,R,1,R,0,R,0,R,0,R,1,R,8,R,0,R,0
2018,121150,05,R,878,R,375,R,503,R,3,R,96,R,31,R,155,R,5,R,422,R,44,R,29,R,93,Z,0,R,778,R,81,R,19,Z,0
2018,121150,07,R,1472,R,625,R,847,R,6,R,165,R,94,R,138,R,1,R,481,R,17,R,207,R,363,Z,0,R,331,R,949,R,192,Z,0
2018,121150,09,R,287,R,107,R,180,R,2,R,23,R,34,R,41,R,1,R,137,R,14,R,25,R,10,Z,0,R,31,R,191,R,65,Z,0
2018,121150,10,R,10,Z,0,R,10,Z,0,R,1,Z,0,Z,0,Z,0,R,9,Z,0,Z,0,Z,0,Z,0,R,2,R,8,Z,0,Z,0
2018,122931,05,R,1395,R,688,R,707,R,1,R,236,R,51,R,235,R,2,R,675,R,99,R,47,R,49,R,0,R,1329,R,63,R,3,R,0
2018,122931,07,R,853,R,393,R,460,R,0,R,147,R,13,R,92,R,1,R,178,R,19,R,26,R,377,R,0,R,109,R,621,R,86,R,37
2018,122931,09,R,248,R,140,R,108,R,0,R,44,R,12,R,36,R,0,R,117,R,8,R,7,R,24,R,0,R,7,R,203,R,14,R,24
2018,122931,10,R,105,R,50,R,55,R,0,R,7,R,0,R,8,R,0,R,9,R,0,R,80,R,1,R,0,R,30,R,62,R,13,R,0
2018,123961,05,R,5063,R,2400,R,2663,R,8,R,1087,R,208,R,704,R,13,R,1985,R,250,R,91,R,717,R,0,R,4452,R,276,R,28,R,307
2018,123961,07,R,8503,R,3769,R,4734,R,23,R,967,R,522,R,1056,R,24,R,2136,R,126,R,240,R,3409,R,0,R,2614,R,3965,R,476,R,1448
2018,123961,09,R,1658,R,796,R,862,R,6,R,393,R,88,R,162,R,2,R,584,R,42,R,108,R,273,R,0,R,78,R,1107,R,157,R,316
2018,123961,10,R,1010,R,460,R,550,R,2,R,108,R,38,R,97,R,5,R,207,R,17,R,102,R,434,R,0,R,268,R,554,R,60,R,128
2018,126614,05,R,5674,R,3042,R,2632,R,14,R,299,R,84,R,579,R,2,R,4049,R,265,R,48,R,334,R,1,R,5043,R,571,R,59,R,0
2018,126614,07,R,1463,R,856,R,607,R,4,R,60,R,12,R,96,R,0,R,872,R,49,R,64,R,306,R,0,R,485,R,913,R,65,R,0
2018,126614,09,R,594,R,337,R,257,R,3,R,21,R,6,R,33,R,0,R,396,R,10,R,54,R,71,R,0,R,19,R,544,R,31,R,0
2018,126775,05,R,1084,R,804,R,280,R,2,R,66,R,11,R,93,R,0,R,780,R,56,R,6,R,70,R,1,R,963,R,110,R,10,R,0
2018,126775,07,R,366,R,263,R,103,R,0,R,17,R,7,R,20,R,0,R,230,R,9,R,3,R,80,R,0,R,161,R,196,R,9,R,0
2018,126775,09,R,113,R,79,R,34,R,0,R,3,R,0,R,3,R,0,R,52,R,5,R,2,R,48,R,0,R,0,R,104,R,9,R,0
2018,129020,03,R,21,R,10,R,11,R,0,R,0,R,0,R,2,R,0,R,19,R,0,R,0,R,0,Z,0,R,18,R,2,R,1,Z,0
2018,129020,05,R,5460,R,2584,R,2876,R,13,R,588,R,293,R,555,R,5,R,3351,R,148,R,270,R,237,R,0,R,4928,R,462,R,70,R,0
2018,129020,07,R,2080,R,942,R,1138,R,1,R,101,R,102,R,92,R,2,R,872,R,26,R,147,R,737,R,0,R,730,R,1221,R,129,R,0
2018,129020,09,R,699,R,327,R,372,R,1,R,58,R,32,R,26,R,0,R,371,R,15,R,43,R,153,R,0,R,90,R,558,R,51,R,0
2018,129020,10,R,346,R,120,R,226,R,0,R,15,R,18,R,11,R,0,R,197,R,9,R,63,R,33,R,0,R,68,R,222,R,56,R,0
2018,130794,05,R,1313,R,689,R,624,R,12,R,207,R,86,R,144,R,0,R,635,R,92,R,4,R,133,Z,0,R,1278,R,33,R,2,Z,0
2018,130794,07,R,2075,R,1032,R,1043,R,0,R,213,R,93,R,121,R,2,R,890,R,60,R,35,R,661,Z,0,R,363,R,1626,R,85,R,1
2018,130794,09,R,772,R,422,R,350,R,3,R,98,R,31,R,48,R,2,R,392,R,26,R,12,R,160,Z,0,R,21,R,725,R,26,Z,0
2018,130794,10,R,114,R,18,R,96,R,0,R,8,R,2,R,10,R,1,R,82,R,2,R,5,R,4,Z,0,R,33,R,78,R,3,Z,0
2018,130943,03,R,270,R,130,R,140,R,0,R,20,R,36,R,37,R,0,R,158,R,9,R,6,R,4,R,0,R,266,R,3,R,1,R,0
2018,130943,05,R,4215,R,1684,R,2531,R,3,R,203,R,193,R,312,R,2,R,3169,R,140,R,38,R,155,R,0,R,3909,R,282,R,24,R,0
2018,130943,07,R,938,R,411,R,527,R,0,R,40,R,46,R,32,R,0,R,492,R,14,R,7,R,307,R,0,R,226,R,629,R,83,R,0
2018,130943,09,R,313,R,175,R,138,R,1,R,18,R,9,R,10,R,0,R,165,R,5,R,4,R,101,R,0,R,3,R,285,R,25,R,0
2018,131159,01,R,124,R,37,R,87,R,0,R,8,R,11,R,19,R,0,R,73,R,7,R,3,R,3,R,0,R,122,R,1,R,1,R,0
2018,131159,02,R,1,R,0,R,1,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0
2018,131159,05,R,1768,R,629,R,1139,R,1,R,141,R,108,R,184,R,1,R,1062,R,77,R,35,R,159,R,0,R,1667,R,94,R,7,R,0
2018,131159,07,R,1611,R,610,R,1001,R,3,R,81,R,201,R,105,R,1,R,702,R,43,R,260,R,215,Z,0,R,182,R,1257,R,172,R,0
2018,131159,09,R,419,R,160,R,259,R,0,R,42,R,43,R,78,R,0,R,189,R,17,R,28,R,22,R,0,R,9,R,389,R,21,R,0
2018,131159,10,R,53,R,22,R,31,R,0,R,2,R,6,R,6,R,0,R,25,R,3,R,2,R,9,R,0,R,7,R,40,R,6,R,0
2018,131469,02,R,327,R,193,R,134,R,0,R,18,R,33,R,58,R,4,R,81,R,2,R,131,R,0,R,1,R,200,R,83,R,0,R,43
2018,131469,03,R,196,R,120,R,76,R,1,R,8,R,17,R,17,R,0,R,30,R,3,R,120,R,0,R,6,R,64,R,120,R,6,R,0
2018,131469,05,R,2712,R,1119,R,1593,R,6,R,264,R,157,R,220,R,2,R,1548,R,105,R,141,R,269,R,0,R,2347,R,313,R,50,R,2
2018,131469,07,R,4755,R,1901,R,2854,R,9,R,364,R,509,R,293,R,9,R,1995,R,130,R,212,R,1234,R,0,R,1135,R,3078,R,539,R,3
2018,131469,09,R,1149,R,527,R,622,R,3,R,156,R,121,R,51,R,2,R,607,R,17,R,84,R,108,R,0,R,77,R,915,R,157,R,0
2018,131469,10,R,637,R,209,R,428,R,2,R,50,R,95,R,35,R,0,R,299,R,12,R,37,R,107,R,0,R,79,R,376,R,181,R,1
2018,131496,02,R,16,R,8,R,8,R,0,R,1,R,0,R,2,R,0,R,8,R,0,R,4,R,1,R,0,R,5,R,11,R,0,R,0
2018,131496,05,R,1764,R,781,R,983,R,0,R,186,R,106,R,157,R,2,R,1048,R,76,R,12,R,177,R,0,R,1712,R,47,R,5,R,0
2018,131496,07,R,3889,R,1740,R,2149,R,7,R,301,R,333,R,216,R,5,R,1790,R,77,R,196,R,964,R,0,R,862,R,2733,R,290,R,4
2018,131496,09,R,960,R,475,R,485,R,3,R,50,R,60,R,47,R,3,R,520,R,7,R,194,R,76,R,0,R,70,R,854,R,36,R,0
2018,131496,10,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0
2018,131520,02,R,7,R,0,R,7,R,0,R,0,R,6,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,2,R,5,R,0
2018,131520,05,R,1221,R,367,R,854,R,0,R,20,R,1079,R,10,R,5,R,18,R,0,R,0,R,89,R,0,R,1100,R,109,R,11,R,1
2018,131520,07,R,313,R,100,R,213,R,0,R,5,R,256,R,4,R,0,R,18,R,0,R,0,R,30,R,0,R,46,R,229,R,38,R,0
2018,131520,09,R,504,R,205,R,299,R,2,R,47,R,359,R,20,R,0,R,36,R,0,R,0,R,40,R,0,R,13,R,422,R,69,R,0
2018,131520,10,R,20,R,8,R,12,R,0,R,1,R,12,R,0,R,0,R,2,R,0,R,0,R,5,R,0,R,0,R,15,R,5,R,0
2018,133951,03,R,42,R,15,R,27,R,0,R,1,R,5,R,30,R,0,R,5,R,1,R,0,R,0,R,0,R,40,R,2,R,0,R,0
2018,133951,05,R,10261,R,4096,R,6165,R,10,R,252,R,1207,R,6764,R,8,R,939,R,255,R,55,R,771,R,0,R,5758,R,4155,R,348,R,0
2018,133951,07,R,3116,R,1175,R,1941,R,0,R,92,R,408,R,1607,R,2,R,465,R,54,R,18,R,470,R,0,R,418,R,2277,R,421,R,0
2018,133951,09,R,549,R,283,R,266,R,1,R,34,R,36,R,201,R,0,R,155,R,11,R,13,R,98,R,0,R,11,R,483,R,55,R,0
2018,133951,10,R,178,R,59,R,119,R,0,R,10,R,43,R,92,R,0,R,29,R,2,R,2,R,0,R,0,R,33,R,115,R,30,R,0
2018,134097,03,R,183,R,66,R,117,R,0,R,3,R,31,R,41,R,1,R,93,R,11,R,1,R,2,R,0,R,181,R,2,R,0,R,0
2018,134097,05,R,8627,R,3773,R,4854,R,19,R,186,R,677,R,1691,R,10,R,5492,R,298,R,79,R,175,R,0,R,7734,R,817,R,76,R,0
2018,134097,07,R,2096,R,836,R,1260,R,3,R,46,R,193,R,222,R,1,R,1264,R,50,R,30,R,287,R,0,R,620,R,1292,R,184,R,0
2018,134097,09,R,754,R,389,R,365,R,1,R,29,R,61,R,76,R,0,R,414,R,15,R,12,R,146,R,0,R,21,R,672,R,61,R,0
2018,134097,10,R,53,R,7,R,46,R,0,R,1,R,2,R,6,R,0,R,37,R,4,R,0,R,3,R,0,R,7,R,34,R,12,R,0
2018,134130,03,R,301,R,113,R,188,R,2,R,25,R,38,R,72,R,0,R,139,R,12,R,9,R,4,R,0,R,283,R,17,R,1,R,0
2018,134130,05,R,8295,R,3481,R,4814,R,15,R,590,R,481,R,1787,R,70,R,4734,R,205,R,260,R,153,R,0,R,7583,R,680,R,32,R,0
2018,134130,07,R,4267,R,2228,R,2039,R,19,R,186,R,152,R,411,R,7,R,1952,R,50,R,137,R,1353,R,0,R,1362,R,2594,R,311,R,0
2018,134130,09,R,1982,R,879,R,1103,R,8,R,168,R,124,R,185,R,12,R,1026,R,29,R,78,R,352,R,0,R,35,R,1753,R,194,R,0
2018,134130,10,R,48,R,8,R,40,R,0,R,1,R,5,R,7,R,0,R,31,R,2,R,2,R,0,R,0,R,9,R,35,R,4,R,0
2018,135726,01,R,6,R,1,R,5,Z,0,R,1,R,1,R,1,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,R,4,R,2,Z,0,Z,0
2018,135726,05,R,2638,R,1196,R,1442,R,2,R,151,R,196,R,613,R,1,R,1111,R,124,R,102,R,338,R,1,R,2381,R,231,R,25,Z,0
2018,135726,07,R,1600,R,762,R,838,R,3,R,53,R,141,R,398,R,1,R,451,R,24,R,165,R,364,Z,0,R,430,R,995,R,175,Z,0
2018,135726,09,R,853,R,417,R,436,R,1,R,62,R,54,R,165,R,1,R,376,R,18,R,89,R,87,Z,0,R,59,R,737,R,57,Z,0
2018,135726,10,R,115,R,56,R,59,Z,0,R,4,R,11,R,28,Z,0,R,51,R,1,R,13,R,7,Z,0,R,11,R,91,R,13,Z,0
2018,137351,03,R,317,R,82,R,235,R,2,R,32,R,32,R,58,R,0,R,169,R,11,R,5,R,8,R,0,R,286,R,26,R,5,R,0
2018,137351,05,R,8079,R,3449,R,4630,R,12,R,548,R,847,R,1554,R,22,R,4197,R,316,R,142,R,441,R,0,R,5594,R,2221,R,264,R,0
2018,137351,07,R,3113,R,1374,R,1739,R,4,R,150,R,231,R,339,R,5,R,1384,R,58,R,89,R,853,R,0,R,663,R,2096,R,354,R,0
2018,137351,09,R,702,R,327,R,375,R,1,R,92,R,40,R,62,R,2,R,374,R,8,R,26,R,97,R,0,R,3,R,594,R,105,R,0
2018,137351,10,R,22,R,5,R,17,R,0,R,0,R,4,R,3,R,0,R,11,R,0,R,2,R,2,R,0,R,0,R,11,R,11,R,0
2018,139658,05,R,2000,R,777,R,1223,R,2,R,381,R,177,R,154,R,1,R,881,R,59,R,42,R,303,R,0,R,1832,R,156,R,12,R,0
2018,139658,07,R,1626,R,691,R,935,R,4,R,175,R,199,R,96,R,5,R,649,R,34,R,99,R,365,R,0,R,384,R,1095,R,147,R,0
2018,139658,09,R,823,R,368,R,455,R,0,R,90,R,73,R,49,R,0,R,453,R,12,R,57,R,89,R,0,R,56,R,726,R,41,R,0
2018,139658,10,R,28,R,3,R,25,R,0,R,3,R,8,R,1,R,0,R,15,R,1,R,0,R,0,R,0,R,0,R,15,R,13,R,0
2018,139755,05,R,3461,R,2275,R,1186,R,1,R,692,R,208,R,198,R,4,R,1785,R,124,R,52,R,397,R,0,R,3135,R,320,R,6,R,0
2018,139755,07,R,3013,R,2253,R,760,R,0,R,363,R,115,R,112,R,2,R,1141,R,70,R,3,R,1207,R,0,R,928,R,1858,R,227,R,0
2018,139755,09,R,530,R,406,R,124,R,1,R,40,R,11,R,15,R,1,R,182,R,10,R,0,R,270,R,0,R,1,R,506,R,23,R,0
2018,139959,01,R,784,R,320,R,464,R,1,R,48,R,39,R,38,R,1,R,608,R,29,R,1,R,19,R,0,R,761,R,22,R,1,R,0
2018,139959,02,R,35,R,14,R,21,R,0,R,0,R,2,R,3,R,0,R,28,R,1,R,0,R,1,R,0,R,34,R,1,R,0,R,0
2018,139959,05,R,7015,R,2962,R,4053,R,4,R,652,R,487,R,396,R,9,R,5027,R,254,R,55,R,131,R,0,R,6492,R,479,R,44,R,0
2018,139959,07,R,1718,R,667,R,1051,R,3,R,58,R,189,R,40,R,1,R,1132,R,45,R,51,R,199,R,0,R,485,R,1083,R,150,R,0
2018,139959,09,R,984,R,411,R,573,R,2,R,53,R,81,R,28,R,0,R,620,R,26,R,23,R,151,R,0,R,26,R,855,R,103,R,0
2018,139959,10,R,196,R,46,R,150,R,1,R,7,R,32,R,2,R,0,R,123,R,3,R,5,R,23,R,0,R,27,R,125,R,44,R,0
2018,144050,05,R,1415,R,716,R,699,R,1,R,267,R,73,R,148,R,0,R,649,R,71,R,42,R,164,R,0,R,1376,R,36,R,3,R,0
2018,144050,07,R,3020,R,1728,R,1292,R,3,R,377,R,96,R,182,R,1,R,1119,R,53,R,104,R,1085,R,0,R,380,R,2449,R,191,R,0
2018,144050,09,R,739,R,435,R,304,R,2,R,57,R,30,R,50,R,0,R,361,R,22,R,48,R,169,R,0,R,11,R,690,R,38,R,0
2018,144050,10,R,118,R,44,R,74,R,0,R,12,R,6,R,4,R,0,R,42,R,0,R,1,R,53,R,0,R,16,R,100,R,2,R,0
2018,145600,05,R,4002,R,1939,R,2063,R,4,R,931,R,274,R,1099,R,3,R,1427,R,118,R,37,R,109,R,0,R,3170,R,776,R,56,R,0
2018,145600,07,R,2312,R,950,R,1362,R,4,R,186,R,158,R,237,R,0,R,846,R,41,R,14,R,826,R,0,R,574,R,1531,R,207,R,0
2018,145600,09,R,1071,R,485,R,586,R,0,R,232,R,64,R,105,R,1,R,484,R,27,R,17,R,141,R,0,R,23,R,957,R,91,R,0
2018,145600,10,R,60,R,17,R,43,R,0,R,16,R,9,R,6,R,0,R,21,R,1,R,2,R,5,R,0,R,4,R,42,R,14,R,0
2018,145637,05,R,7821,R,4285,R,3536,R,2,R,1378,R,377,R,745,R,2,R,3752,R,227,R,34,R,1304,R,0,R,7463,R,334,R,24,R,0
2018,145637,07,R,3765,R,1806,R,1959,R,4,R,290,R,134,R,153,R,0,R,1371,R,57,R,36,R,1720,R,0,R,1753,R,1809,R,203,R,0
2018,145637,09,R,1091,R,601,R,490,R,2,R,91,R,35,R,42,R,0,R,501,R,15,R,28,R,377,R,0,R,23,R,1007,R,61,R,0
2018,145637,10,R,11,R,0,R,11,R,0,R,1,R,0,R,0,R,0,R,5,R,0,R,0,R,5,R,0,R,0,R,9,R,2,R,0
2018,147767,02,R,139,R,91,R,48,R,0,R,38,R,5,R,8,R,0,R,55,R,1,R,0,R,32,R,0,R,103,R,30,R,6,R,0
2018,147767,05,R,2099,R,1029,R,1070,R,1,R,401,R,114,R,260,R,0,R,1029,R,108,R,20,R,166,R,0,R,2002,R,81,R,16,R,0
2018,147767,07,R,4380,R,2277,R,2103,R,3,R,423,R,191,R,219,R,2,R,1633,R,78,R,650,R,1181,R,0,R,622,R,3223,R,535,R,0
2018,147767,09,R,941,R,488,R,453,R,2,R,117,R,36,R,69,R,1,R,455,R,24,R,48,R,189,R,0,R,6,R,918,R,17,R,0
2018,147767,10,R,138,R,62,R,76,R,0,R,12,R,12,R,15,R,0,R,72,R,3,R,12,R,12,R,0,R,9,R,95,R,34,R,0
2018,151351,01,R,111,R,73,R,38,R,0,R,3,R,1,R,4,R,0,R,83,R,2,R,0,R,18,R,0,R,103,R,7,R,1,R,0
2018,151351,02,R,10,R,8,R,2,R,0,R,0,R,1,R,0,R,0,R,8,R,0,R,0,R,1,R,0,R,9,R,1,R,0,R,0
2018,151351,03,R,3,R,1,R,2,R,0,R,0,R,0,R,0,R,0,R,3,R,0,R,0,R,0,R,0,R,1,R,1,R,1,R,0
2018,151351,05,R,7482,R,3724,R,3758,R,11,R,336,R,272,R,341,R,2,R,5293,R,253,R,29,R,945,R,0,R,7072,R,378,R,32,R,0
2018,151351,07,R,2645,R,1517,R,1128,R,5,R,157,R,110,R,96,R,0,R,1393,R,50,R,61,R,773,R,0,R,635,R,1797,R,213,R,0
2018,151351,09,R,714,R,355,R,359,R,1,R,28,R,30,R,26,R,0,R,435,R,16,R,5,R,173,R,0,R,28,R,627,R,59,R,0
2018,151351,10,R,289,R,156,R,133,R,0,R,37,R,17,R,10,R,0,R,131,R,10,R,10,R,74,R,0,R,43,R,204,R,42,R,0
2018,152080,05,R,2149,R,1130,R,1019,R,5,R,104,R,78,R,214,R,2,R,1515,R,85,R,23,R,123,Z,0,R,2127,R,22,Z,0,Z,0
2018,152080,07,R,1000,R,602,R,398,R,2,R,42,R,29,R,81,R,1,R,604,R,38,R,8,R,195,Z,0,R,363,R,565,R,72,Z,0
2018,152080,09,R,487,R,284,R,203,R,2,R,22,R,9,R,38,Z,0,R,297,R,19,R,10,R,90,Z,0,R,31,R,439,R,17,Z,0
2018,160472,01,R,4,R,1,R,3,R,0,R,0,R,2,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,1,R,2,R,1,R,0
2018,160472,02,R,9,R,0,R,9,R,0,R,0,R,2,R,1,R,0,R,6,R,0,R,0,R,0,R,1,R,3,R,5,R,0,R,0
2018,160755,03,R,43,R,13,R,30,R,0,R,0,R,14,R,4,R,1,R,18,R,4,R,2,R,0,R,0,R,8,R,21,R,14,R,0
2018,160755,05,R,1772,R,706,R,1066,R,4,R,69,R,91,R,107,R,4,R,1327,R,77,R,41,R,52,R,0,R,1613,R,115,R,44,R,0
2018,160755,07,R,1583,R,684,R,899,R,3,R,83,R,115,R,89,R,2,R,648,R,30,R,49,R,564,R,0,R,656,R,792,R,134,R,1
2018,160755,09,R,507,R,252,R,255,R,2,R,36,R,32,R,34,R,0,R,296,R,14,R,48,R,45,R,0,R,24,R,455,R,28,R,0
2018,160755,10,R,42,R,13,R,29,R,0,R,2,R,9,R,4,R,0,R,23,R,2,R,0,R,2,R,0,R,3,R,23,R,16,R,0
2018,162928,05,R,1515,R,770,R,745,R,1,R,379,R,72,R,201,R,1,R,600,R,83,R,23,R,155,R,0,R,1472,R,28,R,15,R,0
2018,162928,07,R,6035,R,2656,R,3379,R,9,R,580,R,419,R,360,R,4,R,2490,R,161,R,243,R,1769,R,0,R,1771,R,3780,R,484,R,0
2018,162928,09,R,753,R,330,R,423,R,1,R,105,R,44,R,42,R,1,R,342,R,17,R,18,R,183,R,0,R,1,R,671,R,81,R,0
2018,162928,10,R,690,R,227,R,463,R,6,R,67,R,46,R,37,R,0,R,337,R,15,R,27,R,155,R,0,R,107,R,452,R,131,R,0
2018,163286,02,R,47,R,15,R,32,R,0,R,2,R,10,R,2,R,0,R,31,R,2,R,0,R,0,R,0,R,42,R,3,R,2,R,0
2018,163286,05,R,7083,R,3675,R,3408,R,6,R,1118,R,826,R,720,R,5,R,3689,R,293,R,100,R,326,R,0,R,6111,R,920,R,52,R,0
2018,163286,07,R,2867,R,1448,R,1419,R,1,R,185,R,202,R,117,R,1,R,968,R,52,R,224,R,1117,R,0,R,574,R,2060,R,233,R,0
2018,163286,09,R,667,R,355,R,312,R,3,R,45,R,40,R,17,R,0,R,284,R,9,R,32,R,237,R,0,R,0,R,564,R,103,R,0
2018,163286,10,R,131,R,56,R,75,R,1,R,7,R,11,R,10,R,0,R,83,R,2,R,5,R,12,R,0,R,4,R,100,R,27,R,0
2018,164924,05,R,2376,R,1088,R,1288,R,1,R,215,R,74,R,214,R,1,R,1568,R,73,R,97,R,133,R,0,R,2322,R,46,R,8,R,0
2018,164924,07,R,1410,R,509,R,901,R,1,R,74,R,55,R,96,R,1,R,718,R,22,R,132,R,311,Z,0,R,466,R,867,R,77,Z,0
2018,164924,09,R,387,R,202,R,185,R,0,R,22,R,10,R,21,R,0,R,248,R,8,R,32,R,46,R,0,R,33,R,312,R,42,R,0
2018,164924,10,R,3,R,1,R,2,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,2,R,0,R,0,R,0,R,2,R,1,R,0
