year,UNITID,AWLEVELC,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSASIAT,CSASIAT,XCSBKAAT,CSBKAAT,XCSHISPT,CSHISPT,XCSNHPIT,CSNHPIT,XCSWHITT,CSWHITT,XCS2MORT,CS2MORT,XCSUNKNT,CSUNKNT,XCSNRALT,CSNRALT,XCSUND18,CSUND18,XCS18_24,CS18_24,XCS25_39,CS25_39,XCSABV40,CSABV40,XCSUNKN,CSUNKN  
2019,144050,10,R,288,R,127,R,161,R,0,R,19,R,14,R,19,R,0,R,87,R,5,R,1,R,143,R,0,R,92,R,190,R,6,R,0
2019,145600,05,R,4307,R,1996,R,2311,R,1,R,958,R,338,R,1165,R,6,R,1475,R,122,R,107,R,135,R,0,R,3488,R,766,R,53,R,0
2019,145600,07,R,2427,R,1097,R,1330,R,6,R,177,R,130,R,224,R,3,R,823,R,31,R,17,R,1016,R,0,R,678,R,1571,R,178,R,0
2019,145600,09,R,1088,R,471,R,617,R,1,R,229,R,63,R,104,R,1,R,524,R,23,R,15,R,128,R,0,R,25,R,964,R,99,R,0
2019,145600,10,R,56,R,23,R,33,R,0,R,14,R,5,R,7,R,0,R,25,R,2,R,0,R,3,R,0,R,2,R,46,R,8,R,0
2019,145637,05,R,8057,R,4343,R,3714,R,8,R,1481,R,369,R,762,R,3,R,3865,R,239,R,29,R,1301,R,0,R,7725,R,317,R,15,R,0
2019,145637,07,R,3962,R,1973,R,1989,R,0,R,335,R,144,R,178,R,2,R,1417,R,58,R,86,R,1742,R,0,R,1754,R,1945,R,263,R,0
2019,145637,09,R,1070,R,574,R,496,R,3,R,72,R,24,R,30,R,0,R,492,R,20,R,16,R,413,R,0,R,21,R,992,R,57,R,0
2019,145637,10,R,8,R,3,R,5,R,0,R,1,R,0,R,1,R,0,R,5,R,0,R,0,R,1,R,0,R,0,R,8,R,0,R,0
2019,147767,02,R,100,R,70,R,30,R,0,R,28,R,1,R,2,R,0,R,34,R,3,R,6,R,26,R,0,R,83,R,13,R,4,R,0
2019,147767,05,R,2125,R,1066,R,1059,R,2,R,390,R,125,R,265,R,0,R,1002,R,96,R,73,R,172,R,0,R,2036,R,74,R,15,Z,0
2019,147767,07,R,4327,R,2256,R,2071,R,3,R,442,R,197,R,206,R,2,R,1667,R,87,R,607,R,1116,R,0,R,603,R,3145,R,579,Z,0
2019,147767,09,R,1032,R,531,R,501,R,1,R,140,R,38,R,99,R,1,R,446,R,32,R,65,R,210,R,0,R,2,R,1000,R,30,Z,0
2019,147767,10,R,193,R,77,R,116,R,0,R,23,R,16,R,12,R,2,R,89,R,5,R,33,R,13,R,0,R,6,R,141,R,46,Z,0
2019,151351,01,R,19,R,12,R,7,R,0,R,0,R,0,R,0,R,0,R,18,R,0,R,0,R,1,R,0,R,19,R,0,R,0,R,0
2019,151351,02,R,83,R,54,R,29,R,0,R,5,R,0,R,2,R,0,R,54,R,2,R,0,R,20,R,0,R,82,R,1,R,0,R,0
2019,151351,03,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,1,R,0,R,1,R,0,R,1,R,0
2019,151351,05,R,7500,R,3726,R,3774,R,6,R,388,R,279,R,410,R,3,R,5246,R,271,R,18,R,879,R,0,R,7115,R,354,R,31,R,0
2019,151351,07,R,2656,R,1515,R,1141,R,2,R,212,R,115,R,116,R,3,R,1448,R,56,R,36,R,668,R,0,R,693,R,1733,R,230,R,0
2019,151351,09,R,729,R,364,R,365,R,0,R,41,R,28,R,41,R,0,R,436,R,11,R,5,R,167,R,0,R,26,R,645,R,58,R,0
2019,151351,10,R,253,R,127,R,126,R,0,R,16,R,8,R,14,R,0,R,133,R,7,R,9,R,66,R,0,R,30,R,174,R,49,R,0
2019,152080,05,R,2069,R,1081,R,988,R,4,R,108,R,76,R,213,R,1,R,1418,R,97,R,18,R,134,R,0,R,2058,R,11,R,0,R,0
2019,152080,07,R,1102,R,655,R,447,R,2,R,37,R,32,R,80,R,0,R,704,R,38,R,6,R,203,R,0,R,365,R,664,R,73,R,0
2019,152080,09,R,434,R,237,R,197,R,1,R,16,R,19,R,33,R,0,R,271,R,9,R,4,R,81,R,0,R,20,R,401,R,13,R,0
2019,160472,01,R,9,R,0,R,9,Z,0,R,1,R,1,R,1,Z,0,R,6,Z,0,Z,0,Z,0,Z,0,R,5,R,4,Z,0,Z,0
2019,160472,02,R,11,R,1,R,10,Z,0,Z,0,R,4,Z,0,Z,0,R,7,Z,0,Z,0,Z,0,Z,0,R,7,R,4,Z,0,Z,0
2019,160755,03,R,51,R,16,R,35,R,1,R,0,R,21,R,3,R,0,R,22,R,1,R,2,R,1,R,0,R,6,R,29,R,16,R,0
2019,160755,05,R,1771,R,711,R,1060,R,1,R,73,R,96,R,104,R,4,R,1323,R,62,R,40,R,68,R,0,R,1619,R,99,R,53,R,0
2019,160755,07,R,1705,R,740,R,965,R,3,R,86,R,175,R,90,R,1,R,632,R,39,R,35,R,644,R,0,R,668,R,803,R,234,R,0
2019,160755,09,R,471,R,248,R,223,R,1,R,44,R,26,R,23,R,0,R,285,R,26,R,23,R,43,R,0,R,32,R,419,R,20,R,0
2019,160755,10,R,35,R,11,R,24,R,0,R,1,R,8,R,3,R,0,R,19,R,1,R,3,R,0,R,0,R,0,R,22,R,13,R,0
2019,162928,02,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,1,R,0,R,0
2019,162928,05,R,1381,R,687,R,694,R,2,R,371,R,85,R,157,R,3,R,476,R,65,R,57,R,165,R,0,R,1352,R,24,R,5,R,0
2019,162928,07,R,6601,R,2932,R,3669,R,6,R,629,R,458,R,386,R,4,R,2675,R,188,R,285,R,1970,R,0,R,2027,R,4039,R,535,R,0
2019,162928,09,R,683,R,336,R,347,R,1,R,85,R,33,R,42,R,0,R,334,R,17,R,10,R,161,R,0,R,2,R,610,R,71,R,0
2019,162928,10,R,815,R,277,R,538,R,2,R,76,R,74,R,59,R,0,R,377,R,23,R,32,R,172,R,0,R,109,R,561,R,145,R,0
2019,163286,02,R,26,R,11,R,15,R,0,R,3,R,4,R,6,R,0,R,11,R,0,R,1,R,1,R,0,R,21,R,4,R,1,R,0
2019,163286,05,R,7244,R,3867,R,3377,R,7,R,1254,R,880,R,740,R,6,R,3630,R,294,R,107,R,326,R,0,R,6269,R,927,R,48,R,0
2019,163286,07,R,2704,R,1340,R,1364,R,3,R,184,R,205,R,138,R,0,R,887,R,42,R,214,R,1031,R,0,R,544,R,1948,R,212,R,0
2019,163286,09,R,637,R,345,R,292,R,0,R,38,R,31,R,20,R,0,R,275,R,14,R,28,R,231,R,0,R,0,R,558,R,79,R,0
2019,163286,10,R,199,R,96,R,103,R,0,R,18,R,33,R,15,R,0,R,80,R,6,R,4,R,43,R,0,R,11,R,137,R,51,R,0
2019,164924,05,R,2339,R,1100,R,1239,R,0,R,208,R,84,R,209,R,1,R,1474,R,75,R,122,R,166,R,0,R,2293,R,41,R,5,R,0
2019,164924,07,R,1333,R,471,R,862,R,2,R,54,R,58,R,101,R,0,R,698,R,27,R,107,R,286,R,0,R,422,R,827,R,84,R,0
2019,164924,09,R,382,R,201,R,181,R,1,R,33,R,7,R,24,R,0,R,220,R,10,R,21,R,66,R,0,R,31,R,341,R,10,R,0
2019,164924,10,R,4,R,1,R,3,R,0,R,0,R,1,R,0,R,0,R,1,R,0,R,2,R,0,R,0,R,0,R,2,R,2,R,0
2019,164988,01,R,42,R,11,R,31,R,0,R,4,R,3,R,2,R,0,R,18,R,2,R,7,R,6,R,0,R,7,R,25,R,10,R,0
2019,164988,02,R,358,R,164,R,194,R,1,R,14,R,19,R,28,R,0,R,137,R,4,R,33,R,122,R,0,R,62,R,228,R,68,R,0
2019,164988,05,R,4411,R,1606,R,2805,R,5,R,640,R,187,R,507,R,6,R,1762,R,156,R,187,R,961,R,0,R,4219,R,159,R,33,R,0
2019,164988,07,R,5495,R,2231,R,3264,R,5,R,431,R,253,R,343,R,4,R,2114,R,90,R,439,R,1816,R,0,R,1435,R,3583,R,477,R,0
2019,164988,09,R,1118,R,532,R,586,R,1,R,133,R,25,R,75,R,3,R,540,R,29,R,86,R,226,R,0,R,53,R,989,R,76,R,0
2019,164988,10,R,82,R,44,R,38,R,0,R,10,R,3,R,5,R,0,R,20,R,2,R,7,R,35,R,0,R,1,R,73,R,8,R,0
2019,165015,05,R,879,R,362,R,517,R,0,R,124,R,43,R,69,R,0,R,395,R,25,R,22,R,201,R,0,R,859,R,19,R,1,R,0
2019,165015,07,R,821,R,336,R,485,R,0,R,48,R,42,R,27,R,1,R,318,R,15,R,37,R,333,R,0,R,282,R,436,R,103,R,0
2019,165015,09,R,77,R,39,R,38,R,0,R,4,R,1,R,7,R,0,R,36,R,0,R,12,R,17,R,0,R,0,R,69,R,8,R,0
2019,166027,03,R,3,R,2,R,1,R,0,R,0,R,0,R,1,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,1,R,2,R,0
2019,166027,05,R,1824,R,955,R,869,R,3,R,345,R,118,R,220,R,2,R,783,R,108,R,37,R,208,R,2,R,1670,R,110,R,42,R,0
2019,166027,07,R,4877,R,2352,R,2525,R,8,R,619,R,238,R,353,R,7,R,1893,R,111,R,86,R,1562,R,0,R,441,R,3895,R,541,R,0
2019,166027,09,R,1572,R,788,R,784,R,2,R,219,R,63,R,133,R,1,R,698,R,54,R,57,R,345,R,0,R,52,R,1480,R,40,R,0
2019,166027,10,R,101,R,30,R,71,R,0,R,22,R,7,R,15,R,0,R,47,R,3,R,4,R,3,R,0,R,27,R,73,R,1,R,0
2019,166629,01,R,407,R,117,R,290,R,1,R,32,R,25,R,36,R,0,R,266,R,18,R,27,R,2,R,0,R,372,R,26,R,9,R,0
2019,166629,03,R,43,R,27,R,16,R,0,R,0,R,0,R,2,R,0,R,28,R,1,R,12,R,0,R,0,R,30,R,10,R,3,R,0
2019,166629,05,R,6082,R,2940,R,3142,R,13,R,598,R,251,R,389,R,4,R,3923,R,156,R,437,R,311,R,0,R,5157,R,718,R,207,R,0
2019,166629,07,R,1676,R,887,R,789,R,0,R,124,R,56,R,74,R,1,R,902,R,33,R,89,R,397,R,0,R,428,R,972,R,276,R,0
2019,166629,09,R,389,R,176,R,213,R,1,R,13,R,21,R,16,R,0,R,164,R,7,R,20,R,147,R,0,R,0,R,293,R,96,R,0
2019,166629,10,R,88,R,30,R,58,R,1,R,2,R,11,R,4,R,0,R,51,R,0,R,9,R,10,R,0,R,3,R,46,R,39,R,0
2019,166683,05,R,1142,R,604,R,538,Z,0,R,312,R,68,R,155,Z,0,R,401,R,71,R,23,R,112,Z,0,R,1110,R,30,R,2,Z,0
2019,166683,07,R,1760,R,1136,R,624,R,1,R,247,R,41,R,96,Z,0,R,523,R,41,R,56,R,755,Z,0,R,494,R,1120,R,146,Z,0
2019,166683,09,R,687,R,473,R,214,R,1,R,74,R,6,R,32,Z,0,R,199,R,14,R,37,R,324,Z,0,R,3,R,669,R,15,Z,0
2019,167358,05,R,4085,R,1979,R,2106,R,3,R,544,R,136,R,320,Z,0,R,1981,R,164,R,151,R,786,Z,0,R,3845,R,235,R,5,Z,0
2019,167358,07,R,2652,R,1673,R,979,Z,0,R,108,R,42,R,60,Z,0,R,606,R,34,R,54,R,1748,Z,0,R,795,R,1810,R,47,Z,0
2019,167358,09,R,644,R,234,R,410,Z,0,R,70,R,20,R,50,Z,0,R,221,R,14,R,160,R,109,Z,0,R,171,R,457,R,16,Z,0
2019,167358,10,R,31,R,6,R,25,Z,0,Z,0,R,5,R,3,Z,0,R,19,Z,0,R,1,R,3,Z,0,R,1,R,25,R,5,Z,0
2019,168148,02,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,1,R,0,R,0
2019,168148,05,R,1373,R,687,R,686,R,0,R,154,R,46,R,78,R,0,R,819,R,63,R,64,R,149,R,0,R,1329,R,39,R,5,R,0
2019,168148,07,R,1248,R,489,R,759,R,1,R,115,R,36,R,69,R,0,R,645,R,39,R,41,R,302,R,0,R,331,R,863,R,54,R,0
2019,168148,09,R,652,R,248,R,404,R,0,R,131,R,32,R,36,R,0,R,353,R,26,R,26,R,48,R,0,R,0,R,634,R,18,R,0
2019,168148,10,R,217,R,58,R,159,R,0,R,14,R,3,R,12,R,0,R,133,R,4,R,4,R,47,R,0,R,14,R,155,R,48,R,0
2019,168421,05,R,1019,R,676,R,343,R,4,R,50,R,21,R,91,R,0,R,684,R,28,R,31,R,110,R,0,R,995,R,22,R,2,R,0
2019,168421,07,R,790,R,540,R,250,R,2,R,33,R,24,R,33,R,0,R,346,R,14,R,14,R,324,R,0,R,237,R,486,R,67,R,0
2019,168421,09,R,60,R,43,R,17,R,0,R,0,R,1,R,0,R,0,R,24,R,0,R,0,R,35,R,0,R,0,R,56,R,4,R,0
2019,168421,10,R,68,R,53,R,15,R,0,R,5,R,5,R,4,R,0,R,47,R,1,R,1,R,5,R,0,R,4,R,39,R,25,R,0
2019,170976,05,R,6909,R,3449,R,3460,R,7,R,898,R,299,R,326,R,4,R,4193,R,238,R,376,R,568,Z,0,R,6610,R,286,R,13,Z,0
2019,170976,07,R,4579,R,2343,R,2236,R,8,R,349,R,196,R,265,R,1,R,1949,R,94,R,183,R,1534,Z,0,R,1453,R,2951,R,175,Z,0
2019,170976,09,R,1527,R,812,R,715,R,8,R,153,R,52,R,67,R,1,R,806,R,43,R,73,R,324,Z,0,R,19,R,1463,R,45,Z,0
2019,170976,10,R,243,R,91,R,152,R,0,R,18,R,15,R,16,R,0,R,112,R,8,R,10,R,64,Z,0,R,59,R,176,R,8,Z,0
2019,171100,02,R,96,R,51,R,45,R,1,R,1,Z,0,R,1,Z,0,R,90,Z,0,R,3,Z,0,Z,0,R,72,R,16,R,8,Z,0
2019,171100,05,R,8792,R,4174,R,4618,R,11,R,473,R,530,R,336,R,8,R,6147,R,253,R,78,R,956,Z,0,R,8055,R,695,R,42,Z,0
2019,171100,07,R,2199,R,908,R,1291,R,6,R,70,R,128,R,98,R,4,R,1457,R,35,R,44,R,357,Z,0,R,469,R,1399,R,331,Z,0
2019,171100,09,R,1149,R,558,R,591,R,4,R,77,R,42,R,46,R,2,R,662,R,17,R,43,R,256,Z,0,R,5,R,1066,R,78,Z,0
2019,171100,10,R,188,R,68,R,120,Z,0,R,8,R,7,R,5,Z,0,R,144,R,4,R,4,R,16,Z,0,R,11,R,151,R,26,Z,0
2019,174066,01,R,197,R,60,R,137,R,0,R,27,R,20,R,5,R,0,R,110,R,7,R,8,R,20,R,0,R,154,R,28,R,15,R,0
2019,174066,02,R,17,R,3,R,14,R,0,R,3,R,0,R,1,R,0,R,12,R,0,R,1,R,0,R,0,R,8,R,8,R,1,R,0
2019,174066,05,R,7844,R,3641,R,4203,R,21,R,705,R,331,R,274,R,6,R,5369,R,304,R,45,R,789,R,0,R,6895,R,849,R,97,R,3
2019,174066,07,R,3370,R,1464,R,1906,R,5,R,166,R,113,R,118,R,2,R,1995,R,91,R,78,R,802,R,0,R,743,R,2298,R,328,R,1
2019,174066,09,R,1748,R,803,R,945,R,12,R,124,R,44,R,44,R,0,R,991,R,30,R,177,R,326,R,0,R,40,R,1528,R,180,R,0
2019,174066,10,R,235,R,55,R,180,R,0,R,8,R,17,R,19,R,1,R,142,R,10,R,17,R,21,R,0,R,14,R,156,R,65,R,0
2019,179867,01,R,13,R,1,R,12,Z,0,Z,0,R,4,Z,0,Z,0,R,9,Z,0,Z,0,Z,0,Z,0,R,1,R,4,R,8,Z,0
2019,179867,02,R,1,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0
2019,179867,03,R,13,R,9,R,4,Z,0,Z,0,R,6,Z,0,Z,0,R,5,R,1,R,1,Z,0,Z,0,Z,0,R,4,R,9,Z,0
2019,179867,05,R,1803,R,864,R,939,R,1,R,315,R,118,R,135,R,0,R,977,R,77,R,28,R,152,Z,0,R,1713,R,71,R,19,Z,0
2019,179867,07,R,2138,R,1009,R,1129,R,12,R,108,R,131,R,66,R,1,R,719,R,36,R,77,R,988,Z,0,R,662,R,1237,R,239,Z,0
2019,179867,09,R,786,R,378,R,408,R,2,R,77,R,39,R,34,R,2,R,391,R,16,R,60,R,165,Z,0,R,13,R,757,R,16,Z,0
2019,179867,10,R,192,R,94,R,98,R,0,R,18,R,21,R,9,R,1,R,92,R,4,R,10,R,37,Z,0,R,39,R,147,R,6,Z,0
2019,182670,05,R,1056,R,520,R,536,R,25,R,175,R,62,R,83,R,6,R,556,R,50,R,22,R,77,R,0,R,1037,R,19,R,0,R,0
2019,182670,07,R,665,R,356,R,309,R,4,R,68,R,32,R,38,R,0,R,306,R,13,R,35,R,169,R,0,R,185,R,425,R,55,R,0
2019,182670,09,R,200,R,94,R,106,R,1,R,27,R,9,R,20,R,0,R,91,R,6,R,8,R,38,R,0,R,0,R,196,R,4,R,0
2019,185828,05,R,1640,R,1256,R,384,R,1,R,401,R,95,R,334,R,1,R,565,R,61,R,108,R,74,R,0,R,1014,R,592,R,34,R,0
2019,185828,07,R,1101,R,796,R,305,R,0,R,135,R,57,R,93,R,0,R,168,R,23,R,28,R,597,R,0,R,243,R,796,R,62,R,0
2019,185828,09,R,56,R,38,R,18,R,0,R,4,R,1,R,1,R,0,R,8,R,0,R,5,R,37,R,0,R,0,R,54,R,2,R,0
2019,185828,10,R,89,R,63,R,26,R,0,R,10,R,12,R,10,R,0,R,30,R,5,R,3,R,19,R,0,R,10,R,68,R,11,R,0
2019,186131,05,R,1297,R,668,R,629,R,2,R,286,R,90,R,136,R,2,R,566,R,46,R,18,R,151,R,0,R,1283,R,13,R,1,Z,0
2019,186131,07,R,640,R,384,R,256,R,0,R,44,R,19,R,37,R,0,R,208,R,15,R,32,R,285,Z,0,R,171,R,460,R,9,Z,0
2019,186131,09,R,398,R,262,R,136,R,0,R,33,R,7,R,16,R,0,R,152,R,5,R,18,R,167,Z,0,Z,0,R,385,R,13,Z,0
2019,186371,05,R,1359,R,512,R,847,R,0,R,128,R,218,R,186,R,2,R,737,R,49,R,20,R,19,R,0,R,642,R,613,R,104,R,0
2019,186371,07,R,269,R,138,R,131,R,0,R,22,R,32,R,33,R,0,R,154,R,7,R,5,R,16,R,0,R,19,R,178,R,72,R,0
2019,186371,09,R,143,R,77,R,66,R,2,R,5,R,14,R,9,R,0,R,98,R,2,R,9,R,4,R,0,R,0,R,135,R,8,R,0
2019,186380,02,R,9,R,3,R,6,R,0,R,0,R,0,R,2,R,0,R,7,R,0,R,0,R,0,R,0,R,0,R,7,R,2,R,0
2019,186380,03,R,32,R,8,R,24,R,0,R,2,R,2,R,4,R,0,R,19,R,1,R,4,R,0,R,0,R,4,R,23,R,5,R,0
2019,186380,05,R,8713,R,4118,R,4595,R,7,R,2111,R,657,R,1157,R,20,R,3609,R,310,R,126,R,716,R,0,R,7125,R,1458,R,130,R,0
2019,186380,07,R,3119,R,1175,R,1944,R,7,R,409,R,291,R,336,R,2,R,1299,R,64,R,51,R,660,R,0,R,654,R,2167,R,298,R,0
2019,186380,09,R,1442,R,604,R,838,R,0,R,373,R,101,R,117,R,1,R,555,R,28,R,42,R,225,R,0,R,112,R,1169,R,161,R,0
2019,186380,10,R,66,R,20,R,46,R,0,R,12,R,6,R,6,R,0,R,22,R,0,R,14,R,6,R,0,R,17,R,42,R,7,R,0
2019,186399,05,R,1775,R,778,R,997,R,1,R,310,R,322,R,508,R,3,R,431,R,40,R,28,R,132,R,0,R,1038,R,641,R,96,R,0
2019,186399,07,R,1249,R,686,R,563,R,1,R,193,R,131,R,107,R,2,R,357,R,12,R,64,R,382,R,0,R,181,R,894,R,174,R,0
2019,186399,09,R,293,R,155,R,138,R,1,R,21,R,18,R,47,R,0,R,156,R,4,R,12,R,34,R,0,R,5,R,256,R,32,R,0
2019,186867,05,R,760,R,549,R,211,R,1,R,78,R,9,R,69,R,0,R,536,R,0,R,33,R,34,R,0,R,737,R,22,R,1,R,0
2019,186867,07,R,1624,R,1193,R,431,R,2,R,150,R,27,R,7,R,0,R,303,R,0,R,190,R,945,R,0,R,417,R,1062,R,144,R,1
2019,186867,09,R,53,R,47,R,6,R,0,R,2,R,1,R,1,R,0,R,7,R,0,R,5,R,37,R,0,R,0,R,50,R,3,R,0
2019,186867,10,R,458,R,325,R,133,R,1,R,41,R,9,R,2,R,0,R,188,R,0,R,80,R,137,R,0,R,106,R,259,R,92,R,1
2019,190415,05,R,3784,R,1809,R,1975,R,15,R,770,R,223,R,467,R,3,R,1478,R,167,R,285,R,376,R,0,R,3689,R,92,R,3,R,0
2019,190415,07,R,2764,R,1601,R,1163,R,4,R,212,R,55,R,113,R,1,R,555,R,41,R,393,R,1390,R,1,R,1022,R,1616,R,125,R,0
2019,190415,09,R,822,R,445,R,377,R,0,R,63,R,26,R,58,R,1,R,362,R,14,R,66,R,232,R,0,R,42,R,752,R,28,R,0
2019,191241,05,R,2217,R,922,R,1295,R,1,R,229,R,87,R,314,R,3,R,1297,R,73,R,48,R,165,R,0,R,2039,R,136,R,42,R,0
2019,191241,07,R,2336,R,785,R,1551,R,0,R,78,R,214,R,302,R,2,R,773,R,29,R,39,R,899,R,0,R,817,R,1269,R,250,R,0
2019,191241,09,R,502,R,213,R,289,R,1,R,59,R,29,R,41,R,0,R,310,R,5,R,20,R,37,R,0,R,39,R,425,R,38,R,0
2019,191241,10,R,81,R,34,R,47,R,0,R,3,R,2,R,5,R,0,R,33,R,1,R,0,R,37,R,0,R,12,R,57,R,12,R,0
2019,193900,01,R,21,R,6,R,15,R,0,R,1,R,1,R,3,R,0,R,12,R,1,R,3,R,0,R,0,R,7,R,14,R,0,R,0
2019,193900,03,R,83,R,23,R,60,R,0,R,12,R,9,R,20,R,0,R,24,R,3,R,4,R,11,R,1,R,29,R,45,R,8,R,0
2019,193900,05,R,6145,R,2556,R,3589,R,7,R,1273,R,329,R,762,R,11,R,2013,R,254,R,380,R,1116,R,0,R,5657,R,458,R,30,R,0
2019,193900,07,R,9465,R,3987,R,5478,R,8,R,717,R,411,R,598,R,6,R,2678,R,182,R,718,R,4147,R,0,R,2496,R,6447,R,522,R,0
2019,193900,09,R,1518,R,747,R,771,R,1,R,252,R,50,R,114,R,0,R,655,R,48,R,100,R,298,R,0,R,73,R,1387,R,58,R,0
2019,193900,10,R,174,R,62,R,112,R,0,R,23,R,8,R,12,R,0,R,72,R,6,R,13,R,40,R,0,R,14,R,145,R,15,R,0
2019,194824,05,R,1350,R,905,R,445,R,2,R,141,R,49,R,107,R,0,R,760,R,101,R,17,R,173,R,1,R,1276,R,68,R,5,R,0
2019,194824,07,R,367,R,235,R,132,R,0,R,28,R,11,R,13,R,0,R,150,R,20,R,6,R,139,R,0,R,225,R,138,R,4,R,0
2019,194824,09,R,148,R,112,R,36,R,0,R,9,R,1,R,5,R,0,R,61,R,1,R,5,R,66,R,0,R,0,R,144,R,4,R,0
2019,195003,01,R,24,R,2,R,22,R,0,R,0,R,3,R,1,R,0,R,16,R,2,R,2,R,0,R,0,R,10,R,13,R,1,R,0
2019,195003,03,R,132,R,73,R,59,R,0,R,16,R,15,R,16,R,0,R,61,R,5,R,13,R,6,R,0,R,94,R,37,R,1,R,0
2019,195003,05,R,2561,R,1661,R,900,R,5,R,216,R,112,R,151,R,0,R,1748,R,78,R,79,R,172,R,0,R,2223,R,297,R,39,R,2
2019,195003,07,R,1120,R,706,R,414,R,0,R,40,R,19,R,32,R,0,R,401,R,13,R,39,R,576,R,0,R,418,R,647,R,54,R,1
2019,195003,09,R,33,R,24,R,9,R,0,R,1,R,0,R,0,R,0,R,13,R,0,R,1,R,18,R,0,R,0,R,33,R,0,R,0
2019,195003,10,R,123,R,76,R,47,R,0,R,2,R,1,R,2,R,0,R,29,R,3,R,8,R,78,R,0,R,34,R,71,R,18,R,0
2019,195030,05,R,1567,R,755,R,812,R,2,R,198,R,62,R,111,R,2,R,758,R,35,R,100,R,299,R,0,R,1364,R,176,R,27,R,0
2019,195030,07,R,1368,R,677,R,691,R,2,R,54,R,44,R,52,R,1,R,509,R,22,R,38,R,646,R,0,R,599,R,693,R,76,R,0
2019,195030,09,R,351,R,180,R,171,R,0,R,32,R,18,R,13,R,0,R,181,R,5,R,29,R,73,R,0,R,0,R,326,R,25,R,0
2019,195030,10,R,140,R,50,R,90,R,1,R,6,R,5,R,11,R,0,R,74,R,2,R,8,R,33,R,0,R,16,R,93,R,31,R,0
2019,196079,05,R,3521,R,1763,R,1758,R,2,R,489,R,169,R,340,R,0,R,2110,R,78,R,50,R,283,R,0,R,3249,R,260,R,12,R,0
2019,196079,07,R,1135,R,598,R,537,R,0,R,69,R,41,R,78,R,1,R,513,R,18,R,7,R,408,R,0,R,518,R,571,R,46,R,0
2019,196079,09,R,150,R,84,R,66,R,0,R,7,R,2,R,4,R,0,R,59,R,0,R,11,R,67,R,0,R,0,R,128,R,22,R,0
2019,196079,10,R,53,R,14,R,39,R,0,R,1,R,8,R,1,R,0,R,37,R,1,R,1,R,4,R,0,R,7,R,29,R,17,R,0
2019,196088,02,R,46,R,31,R,15,R,0,R,8,R,2,R,3,R,0,R,28,R,0,R,0,R,5,R,0,R,42,R,4,R,0,R,0
2019,196088,05,R,4823,R,2620,R,2203,R,13,R,641,R,311,R,302,R,2,R,2303,R,100,R,209,R,942,R,0,R,3917,R,869,R,37,R,0
2019,196088,07,R,2242,R,1149,R,1093,R,6,R,113,R,80,R,56,R,0,R,906,R,19,R,116,R,946,R,0,R,670,R,1461,R,111,R,0
2019,196088,09,R,1038,R,524,R,514,R,3,R,121,R,52,R,32,R,0,R,528,R,13,R,77,R,212,R,0,R,39,R,918,R,81,R,0
2019,196088,10,R,170,R,56,R,114,R,0,R,7,R,9,R,12,R,0,R,100,R,2,R,15,R,25,R,0,R,29,R,119,R,22,R,0
2019,196097,05,R,4382,R,2240,R,2142,R,7,R,1016,R,269,R,549,R,5,R,1550,R,98,R,243,R,645,R,0,R,3701,R,637,R,44,R,0
2019,196097,07,R,2539,R,1062,R,1477,R,8,R,220,R,177,R,219,R,3,R,1056,R,33,R,159,R,664,R,0,R,859,R,1388,R,292,R,0
2019,196097,09,R,638,R,316,R,322,R,1,R,79,R,24,R,21,Z,0,R,264,R,9,R,48,R,192,R,0,R,25,R,575,R,38,R,0
2019,196097,10,R,297,R,90,R,207,Z,0,R,17,R,14,R,23,Z,0,R,159,R,8,R,51,R,25,R,0,R,25,R,183,R,89,R,0
2019,196413,01,R,5,R,1,R,4,R,0,R,1,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,1,R,4,R,0
2019,196413,03,R,8,R,3,R,5,R,0,R,0,R,6,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,2,R,4,R,2,R,0
2019,196413,05,R,3401,R,1480,R,1921,R,16,R,276,R,247,R,318,R,2,R,1949,R,101,R,67,R,425,R,0,R,3198,R,176,R,27,R,0
2019,196413,07,R,2505,R,1216,R,1289,R,8,R,91,R,210,R,146,R,5,R,1025,R,64,R,45,R,911,R,0,R,590,R,1625,R,290,R,0
2019,196413,09,R,350,R,159,R,191,R,1,R,18,R,10,R,17,R,0,R,216,R,6,R,10,R,72,R,0,R,32,R,291,R,27,R,0
2019,196413,10,R,458,R,228,R,230,R,4,R,9,R,18,R,16,R,0,R,160,R,13,R,15,R,223,R,0,R,100,R,289,R,69,R,0
2019,197708,03,R,507,R,272,R,235,Z,0,Z,0,R,1,R,5,Z,0,R,471,R,1,R,2,R,27,Z,0,R,490,R,17,Z,0,Z,0
