year,UNITID,XSCUGRAD,SCUGRAD,XSCUGFFN,SCUGFFN,XSCUGFFP,SCUGFFP,XSCFA2,SCFA2,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFA11N,SCFA11N,XSCFA11P,SCFA11P,XSCFA12N,SCFA12N,XSCFA12P,SCFA12P,XSCFA13N,SCFA13N,XSCFA13P,SCFA13P,XSCFA14N,SCFA14N,XSCFA14P,SCFA14P,XSCFY2,SCFY2,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XUAGRNTN,UAGRNTN,XUAGRNTP,UAGRNTP,XUAGRNTT,UAGRNTT,XUAGRNTA,UAGRNTA,XUPGRNTN,UPGRNTN,XUPGRNTP,UPGRNTP,XUPGRNTT,UPGRNTT,XUPGRNTA,UPGRNTA,XUFLOANN,UFLOANN,XUFLOANP,UFLOANP,XUFLOANT,UFLOANT,XUFLOANA,UFLOANA,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XAIDFSIN,AIDFSIN,XAIDFSIP,AIDFSIP,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_T,AGRNT_T,XAGRNT_A,AGRNT_A,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_T,FGRNT_T,XFGRNT_A,FGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_T,PGRNT_T,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_T,OFGRT_T,XOFGRT_A,OFGRT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_T,SGRNT_T,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_T,IGRNT_T,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_T,LOAN_T,XLOAN_A,LOAN_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_T,FLOAN_T,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_T,OLOAN_T,XOLOAN_A,OLOAN_A,XGISTN2,GISTN2,XGISTON2,GISTON2,XGISTWF2,GISTWF2,XGISTOF2,GISTOF2,XGISTUN2,GISTUN2,XGISTT2,GISTT2,XGISTA2,GISTA2,XGISTN1,GISTN1,XGISTON1,GISTON1,XGISTWF1,GISTWF1,XGISTOF1,GISTOF1,XGISTUN1,GISTUN1,XGISTT1,GISTT1,XGISTA1,GISTA1,XGISTN0,GISTN0,XGISTON0,GISTON0,XGISTWF0,GISTWF0,XGISTOF0,GISTOF0,XGISTUN0,GISTUN0,XGISTT0,GISTT0,XGISTA0,GISTA0,XGIS4N2,GIS4N2,XGIS4ON2,GIS4ON2,XGIS4WF2,GIS4WF2,XGIS4OF2,GIS4OF2,XGIS4UN2,GIS4UN2,XGIS4T2,GIS4T2,XGIS4A2,GIS4A2,XGIS4N12,GIS4N12,XGIS4T12,GIS4T12,XGIS4A12,GIS4A12,XGIS4N22,GIS4N22,XGIS4T22,GIS4T22,XGIS4A22,GIS4A22,XGIS4N32,GIS4N32,XGIS4T32,GIS4T32,XGIS4A32,GIS4A32,XGIS4N42,GIS4N42,XGIS4T42,GIS4T42,XGIS4A42,GIS4A42,XGIS4N52,GIS4N52,XGIS4T52,GIS4T52,XGIS4A52,GIS4A52,XGIS4N1,GIS4N1,XGIS4ON1,GIS4ON1,XGIS4WF1,GIS4WF1,XGIS4OF1,GIS4OF1,XGIS4UN1,GIS4UN1,XGIS4T1,GIS4T1,XGIS4A1,GIS4A1,XGIS4N11,GIS4N11,XGIS4T11,GIS4T11,XGIS4A11,GIS4A11,XGIS4N21,GIS4N21,XGIS4T21,GIS4T21,XGIS4A21,GIS4A21,XGIS4N31,GIS4N31,XGIS4T31,GIS4T31,XGIS4A31,GIS4A31,XGIS4N41,GIS4N41,XGIS4T41,GIS4T41,XGIS4A41,GIS4A41,XGIS4N51,GIS4N51,XGIS4T51,GIS4T51,XGIS4A51,GIS4A51,XGIS4N0,GIS4N0,XGIS4ON0,GIS4ON0,XGIS4WF0,GIS4WF0,XGIS4OF0,GIS4OF0,XGIS4UN0,GIS4UN0,XGIS4T0,GIS4T0,XGIS4A0,GIS4A0,XGIS4N10,GIS4N10,XGIS4T10,GIS4T10,XGIS4A10,GIS4A10,XGIS4N20,GIS4N20,XGIS4T20,GIS4T20,XGIS4A20,GIS4A20,XGIS4N30,GIS4N30,XGIS4T30,GIS4T30,XGIS4A30,GIS4A30,XGIS4N40,GIS4N40,XGIS4T40,GIS4T40,XGIS4A40,GIS4A40,XGIS4N50,GIS4N50,XGIS4T50,GIS4T50,XGIS4A50,GIS4A50,XGIS4G2,GIS4G2,XGIS4G12,GIS4G12,XGIS4G22,GIS4G22,XGIS4G32,GIS4G32,XGIS4G42,GIS4G42,XGIS4G52,GIS4G52,XGIS4G1,GIS4G1,XGIS4G11,GIS4G11,XGIS4G21,GIS4G21,XGIS4G31,GIS4G31,XGIS4G41,GIS4G41,XGIS4G51,GIS4G51,XGIS4G0,GIS4G0,XGIS4G10,GIS4G10,XGIS4G20,GIS4G20,XGIS4G30,GIS4G30,XGIS4G40,GIS4G40,XGIS4G50,GIS4G50,XNPIST2,NPIST2,XNPIST1,NPIST1,XNPIST0,NPIST0,XNPIS412,NPIS412,XNPIS422,NPIS422,XNPIS432,NPIS432,XNPIS442,NPIS442,XNPIS452,NPIS452,XNPIS411,NPIS411,XNPIS421,NPIS421,XNPIS431,NPIS431,XNPIS441,NPIS441,XNPIS451,NPIS451,XNPIS410,NPIS410,XNPIS420,NPIS420,XNPIS430,NPIS430,XNPIS440,NPIS440,XNPIS450,NPIS450,XGRNTN2,GRNTN2,XGRNTON2,GRNTON2,XGRNTWF2,GRNTWF2,XGRNTOF2,GRNTOF2,XGRNTUN2,GRNTUN2,XGRNTT2,GRNTT2,XGRNTA2,GRNTA2,XGRNTN1,GRNTN1,XGRNTON1,GRNTON1,XGRNTWF1,GRNTWF1,XGRNTOF1,GRNTOF1,XGRNTUN1,GRNTUN1,XGRNTT1,GRNTT1,XGRNTA1,GRNTA1,XGRNTN0,GRNTN0,XGRNTON0,GRNTON0,XGRNTWF0,GRNTWF0,XGRNTOF0,GRNTOF0,XGRNTUN0,GRNTUN0,XGRNTT0,GRNTT0,XGRNTA0,GRNTA0,XGRN4N2,GRN4N2,XGRN4ON2,GRN4ON2,XGRN4WF2,GRN4WF2,XGRN4OF2,GRN4OF2,XGRN4UN2,GRN4UN2,XGRN4T2,GRN4T2,XGRN4A2,GRN4A2,XGRN4N12,GRN4N12,XGRN4T12,GRN4T12,XGRN4A12,GRN4A12,XGRN4N22,GRN4N22,XGRN4T22,GRN4T22,XGRN4A22,GRN4A22,XGRN4N32,GRN4N32,XGRN4T32,GRN4T32,XGRN4A32,GRN4A32,XGRN4N42,GRN4N42,XGRN4T42,GRN4T42,XGRN4A42,GRN4A42,XGRN4N52,GRN4N52,XGRN4T52,GRN4T52,XGRN4A52,GRN4A52,XGRN4N1,GRN4N1,XGRN4ON1,GRN4ON1,XGRN4WF1,GRN4WF1,XGRN4OF1,GRN4OF1,XGRN4UN1,GRN4UN1,XGRN4T1,GRN4T1,XGRN4A1,GRN4A1,XGRN4N11,GRN4N11,XGRN4T11,GRN4T11,XGRN4A11,GRN4A11,XGRN4N21,GRN4N21,XGRN4T21,GRN4T21,XGRN4A21,GRN4A21,XGRN4N31,GRN4N31,XGRN4T31,GRN4T31,XGRN4A31,GRN4A31,XGRN4N41,GRN4N41,XGRN4T41,GRN4T41,XGRN4A41,GRN4A41,XGRN4N51,GRN4N51,XGRN4T51,GRN4T51,XGRN4A51,GRN4A51,XGRN4N0,GRN4N0,XGRN4ON0,GRN4ON0,XGRN4WF0,GRN4WF0,XGRN4OF0,GRN4OF0,XGRN4UN0,GRN4UN0,XGRN4T0,GRN4T0,XGRN4A0,GRN4A0,XGRN4N10,GRN4N10,XGRN4T10,GRN4T10,XGRN4A10,GRN4A10,XGRN4N20,GRN4N20,XGRN4T20,GRN4T20,XGRN4A20,GRN4A20,XGRN4N30,GRN4N30,XGRN4T30,GRN4T30,XGRN4A30,GRN4A30,XGRN4N40,GRN4N40,XGRN4T40,GRN4T40,XGRN4A40,GRN4A40,XGRN4N50,GRN4N50,XGRN4T50,GRN4T50,XGRN4A50,GRN4A50,XGRN4G2,GRN4G2,XGRN4G12,GRN4G12,XGRN4G22,GRN4G22,XGRN4G32,GRN4G32,XGRN4G42,GRN4G42,XGRN4G52,GRN4G52,XGRN4G1,GRN4G1,XGRN4G11,GRN4G11,XGRN4G21,GRN4G21,XGRN4G31,GRN4G31,XGRN4G41,GRN4G41,XGRN4G51,GRN4G51,XGRN4G0,GRN4G0,XGRN4G10,GRN4G10,XGRN4G20,GRN4G20,XGRN4G30,GRN4G30,XGRN4G40,GRN4G40,XGRN4G50,GRN4G50,XNPGRN2,NPGRN2,XNPGRN1,NPGRN1,XNPGRN0,NPGRN0,XNPT412,NPT412,XNPT422,NPT422,XNPT432,NPT432,XNPT442,NPT442,XNPT452,NPT452,XNPT411,NPT411,XNPT421,NPT421,XNPT431,NPT431,XNPT441,NPT441,XNPT451,NPT451,XNPT410,NPT410,XNPT420,NPT420,XNPT430,NPT430,XNPT440,NPT440,XNPT450,NPT450  ,XSCUGDGSK,SCUGDGSK,XSCUGNDGS,SCUGNDGS,XSCFA2DG,SCFA2DG,XSCFA2ND,SCFA2ND,XSCFY2DG,SCFY2DG,XSCFY2ND,SCFY2ND,XUDGAGRNTN,UDGAGRNTN,XUDGAGRNTP,UDGAGRNTP,XUDGAGRNTT,UDGAGRNTT,XUDGAGRNTA,UDGAGRNTA,XUNDAGRNTN,UNDAGRNTN,XUNDAGRNTP,UNDAGRNTP,XUNDAGRNTT,UNDAGRNTT,XUNDAGRNTA,UNDAGRNTA,XUDGPGRNTP,UDGPGRNTP,XUDGFLOANP,UDGFLOANP,NPT450    ,XUDGPGRNTN,UDGPGRNTN,XUDGPGRNTT,UDGPGRNTT,XUDGPGRNTA,UDGPGRNTA,XUNDPGRNTN,UNDPGRNTN,XUNDPGRNTP,UNDPGRNTP,XUNDPGRNTT,UNDPGRNTT,XUNDPGRNTA,UNDPGRNTA,XUDGFLOANN,UDGFLOANN,XUDGFLOANT,UDGFLOANT,XUDGFLOANA,UDGFLOANA,XUNDFLOANN,UNDFLOANN,XUNDFLOANP,UNDFLOANP,XUNDFLOANT,UNDFLOANT,XUNDFLOANA,UNDFLOANA
1819,100858,R,24628,R,4744,R,19,R,24628,R,4744,R,19,R,0,R,0,R,2828,R,60,R,1916,R,40,R,0,R,0,A,,A,,A,,R,12774,R,52,R,117530282,R,9201,R,3583,R,15,R,16757233,R,4677,R,7517,R,31,R,47711847,R,6347,R,3409,R,72,R,3375,R,71,R,3000,R,63,R,27843043,R,9281,R,596,R,13,R,2997967,R,5030,R,594,R,13,R,2854451,R,4805,R,140,R,3,R,143516,R,1025,R,110,R,2,R,471103,R,4283,R,2882,R,61,R,24373973,R,8457,R,1468,R,31,R,11848974,R,8072,R,1412,R,30,R,7406397,R,5245,R,206,R,4,R,4442577,R,21566,R,2093,R,1164,R,0,R,929,R,0,R,16802247,R,8028,R,2108,R,1147,R,0,R,961,R,0,R,17026232,R,8077,R,2052,R,1185,R,0,R,867,R,0,R,16097767,R,7845,R,1101,R,575,R,0,R,526,R,0,R,8241982,R,7486,R,226,R,2982226,R,13196,R,130,R,1464309,R,11264,R,167,R,1254340,R,7511,R,177,R,897744,R,5072,R,401,R,1643363,R,4098,R,1140,R,550,R,0,R,590,R,0,R,8647948,R,7586,R,254,R,3216824,R,12665,R,155,R,1664058,R,10736,R,166,R,1356602,R,8172,R,201,R,995474,R,4953,R,364,R,1414990,R,3887,R,1057,R,551,R,0,R,506,R,0,R,7443344,R,7042,R,231,R,2897016,R,12541,R,126,R,1286108,R,10207,R,151,R,1041618,R,6898,R,178,R,810422,R,4553,R,371,R,1408180,R,3796,R,912,R,225,R,130,R,148,R,138,R,271,R,945,R,251,R,154,R,148,R,148,R,244,R,870,R,230,R,123,R,139,R,137,R,241,R,23562,R,23205,R,22613,R,18394,R,20326,R,24079,R,26518,R,27492,R,18617,R,20546,R,23110,R,26329,R,27395,R,17917,R,20251,R,23560,R,25905,R,26662,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,110404,R,948,R,231,R,24,R,948,R,231,R,24,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,565,R,60,R,23199883,R,41062,R,128,R,14,R,552020,R,4313,R,40,R,4,R,240692,R,6017,R,163,R,71,R,130,R,56,R,127,R,55,R,5670058,R,44646,R,34,R,15,R,191662,R,5637,R,27,R,12,R,119662,R,4432,R,18,R,8,R,72000,R,4000,R,6,R,3,R,54506,R,9084,R,127,R,55,R,5423890,R,42708,R,50,R,22,R,329793,R,6596,R,11,R,5,R,54667,R,4970,R,46,R,20,R,275126,R,5981,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,127,R,127,R,0,R,0,R,0,R,5670058,R,44646,R,114,R,114,R,0,R,0,R,0,R,4849588,R,42540,R,123,R,123,R,0,R,0,R,0,R,5093189,R,41408,R,63,R,63,R,0,R,0,R,0,R,3012053,R,47810,R,8,R,533020,R,66628,R,13,R,888267,R,68328,R,8,R,512336,R,64042,R,8,R,474368,R,59296,R,26,R,604062,R,23233,R,67,R,67,R,0,R,0,R,0,R,3020416,R,45081,R,15,R,992805,R,66187,R,7,R,472677,R,67525,R,7,R,384120,R,54874,R,10,R,512899,R,51290,R,28,R,657915,R,23497,R,69,R,69,R,0,R,0,R,0,R,2934523,R,42529,R,16,R,1040000,R,65000,R,7,R,389526,R,55647,R,9,R,495089,R,55010,R,6,R,256776,R,42796,R,31,R,753132,R,24295,R,60,R,8,R,13,R,8,R,8,R,23,R,65,R,15,R,7,R,7,R,10,R,26,R,68,R,16,R,7,R,9,R,6,R,30,R,27438,R,26361,R,24466,R,5456,R,3756,R,8042,R,12788,R,48851,R,2714,R,1376,R,14027,R,17611,R,45404,R,874,R,10227,R,10864,R,23078,R,41579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,110635,R,30853,R,5980,R,19,R,30853,R,5980,R,19,R,0,R,0,R,4270,R,71,R,1710,R,29,R,0,R,0,A,,A,,A,,R,17539,R,57,R,339714297,R,19369,R,8231,R,27,R,38779160,R,4711,R,6714,R,22,R,36868453,R,5491,R,3796,R,63,R,3479,R,58,R,3218,R,54,R,61548859,R,19126,R,1383,R,23,R,7492202,R,5417,R,1365,R,23,R,6884868,R,5044,R,791,R,13,R,607334,R,768,R,1869,R,31,R,20545362,R,10993,R,3029,R,51,R,33511295,R,11063,R,1395,R,23,R,8370050,R,6000,R,1354,R,23,R,6000608,R,4432,R,693,R,12,R,2369442,R,3419,R,2754,R,2654,R,34,R,66,R,0,R,53215911,R,19323,R,2647,R,2523,R,24,R,100,R,0,R,50009528,R,18893,R,2604,R,2393,R,24,R,187,R,0,R,45048364,R,17300,R,1906,R,1845,R,26,R,35,R,0,R,42929740,R,22523,R,664,R,19561154,R,29460,R,363,R,10426145,R,28722,R,322,R,7976138,R,24771,R,179,R,2944675,R,16451,R,378,R,2021628,R,5348,R,1745,R,1656,R,16,R,73,R,0,R,38202417,R,21893,R,652,R,18709682,R,28696,R,314,R,8477529,R,26999,R,276,R,6344982,R,22989,R,180,R,2873741,R,15965,R,323,R,1796483,R,5562,R,1729,R,1682,R,18,R,26,R,3,R,35120594,R,20313,R,591,R,16060562,R,27175,R,294,R,7596020,R,25837,R,311,R,6874715,R,22105,R,197,R,3062072,R,15544,R,336,R,1527225,R,4545,R,1763,R,664,R,363,R,320,R,173,R,243,R,1621,R,652,R,312,R,275,R,174,R,208,R,1579,R,591,R,294,R,311,R,191,R,192,R,18522,R,17862,R,18178,R,8392,R,9130,R,13081,R,21401,R,32504,R,8043,R,9740,R,13750,R,20774,R,31177,R,8602,R,9940,R,13672,R,20233,R,31232,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,110644,R,30718,R,6296,R,20,R,30718,R,6296,R,20,R,0,R,0,R,4838,R,77,R,1458,R,23,R,0,R,0,A,,A,,A,,R,19956,R,65,R,358365034,R,17958,R,11262,R,37,R,53772892,R,4775,R,9299,R,30,R,47845870,R,5145,R,4142,R,66,R,3908,R,62,R,3718,R,59,R,73198007,R,19687,R,2016,R,32,R,10167073,R,5043,R,2008,R,32,R,9974281,R,4967,R,35,R,1,R,192792,R,5508,R,2685,R,43,R,30465505,R,11347,R,3528,R,56,R,32565429,R,9231,R,1963,R,31,R,10538165,R,5368,R,1867,R,30,R,7730513,R,4141,R,980,R,16,R,2807652,R,2865,R,3586,R,3273,R,110,R,203,R,0,R,67305823,R,18769,R,3308,R,3001,R,103,R,204,R,0,R,64083684,R,19372,R,3431,R,3058,R,111,R,262,R,0,R,61289520,R,17863,R,2770,R,2580,R,80,R,110,R,0,R,55630577,R,20083,R,960,R,23913509,R,24910,R,547,R,13118890,R,23983,R,516,R,10925688,R,21174,R,324,R,5550076,R,17130,R,423,R,2122414,R,5018,R,2581,R,2405,R,70,R,106,R,0,R,52969479,R,20523,R,898,R,23009819,R,25623,R,500,R,12359337,R,24719,R,481,R,10272622,R,21357,R,300,R,5279219,R,17597,R,402,R,2048482,R,5096,R,2762,R,2529,R,87,R,146,R,0,R,51645162,R,18698,R,903,R,21779814,R,24119,R,523,R,12161956,R,23254,R,494,R,9898080,R,20037,R,359,R,5394398,R,15026,R,483,R,2410914,R,4992,R,2622,R,960,R,546,R,516,R,316,R,284,R,2430,R,897,R,500,R,479,R,294,R,260,R,2584,R,902,R,522,R,487,R,347,R,326,R,15886,R,15724,R,16446,R,9842,R,10769,R,13578,R,17622,R,29734,R,9629,R,10533,R,13895,R,17655,R,30156,R,10316,R,11181,R,14398,R,19409,R,29443,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,110653,R,29736,R,5779,R,19,R,29736,R,5779,R,19,R,0,R,0,R,4555,R,79,R,1224,R,21,R,0,R,0,A,,A,,A,,R,18859,R,63,R,343539735,R,18216,R,11890,R,40,R,58735117,R,4940,R,9521,R,32,R,53992454,R,5671,R,3624,R,63,R,3518,R,61,R,3305,R,57,R,62576299,R,18934,R,1941,R,34,R,9996204,R,5150,R,1938,R,34,R,9711883,R,5011,R,854,R,15,R,284321,R,333,R,2752,R,48,R,30824338,R,11201,R,2601,R,45,R,21755757,R,8364,R,1926,R,33,R,10358627,R,5378,R,1859,R,32,R,8747637,R,4706,R,259,R,4,R,1610990,R,6220,R,3252,R,2685,R,393,R,174,R,0,R,58307935,R,17930,R,4061,R,3262,R,418,R,379,R,2,R,72493053,R,17851,R,3850,R,3138,R,432,R,276,R,4,R,69126421,R,17955,R,2715,R,2315,R,294,R,106,R,0,R,50342228,R,18542,R,923,R,21936854,R,23767,R,555,R,12738372,R,22952,R,491,R,9661559,R,19677,R,341,R,4594559,R,13474,R,405,R,1410884,R,3484,R,3455,R,2864,R,315,R,275,R,1,R,63507923,R,18381,R,1227,R,29211536,R,23807,R,707,R,15951405,R,22562,R,618,R,11687951,R,18913,R,367,R,4389945,R,11962,R,536,R,2267086,R,4230,R,3256,R,2710,R,344,R,199,R,3,R,60561044,R,18600,R,1229,R,28795182,R,23430,R,713,R,15622263,R,21911,R,594,R,11163532,R,18794,R,322,R,3623461,R,11253,R,398,R,1356606,R,3409,R,2552,R,923,R,555,R,488,R,329,R,257,R,3244,R,1226,R,707,R,614,R,347,R,350,R,3092,R,1229,R,713,R,586,R,308,R,256,R,15268,R,15014,R,13944,R,9558,R,10373,R,13648,R,19851,R,29841,R,9178,R,10423,R,14072,R,21023,R,28755,R,8546,R,10065,R,13182,R,20723,R,28567,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,110662,R,31577,R,6233,R,20,R,31577,R,6233,R,20,R,0,R,0,R,4366,R,70,R,1867,R,30,R,0,R,0,A,,A,,A,,R,18529,R,59,R,357608363,R,19300,R,10067,R,32,R,49430025,R,4910,R,9249,R,29,R,52833156,R,5712,R,3801,R,61,R,3464,R,56,R,3194,R,51,R,62586598,R,19595,R,1609,R,26,R,8583274,R,5335,R,1596,R,26,R,8162484,R,5114,R,211,R,3,R,420790,R,1994,R,2060,R,33,R,22949423,R,11140,R,2878,R,46,R,31053901,R,10790,R,1749,R,28,R,9848671,R,5631,R,1680,R,27,R,7745765,R,4611,R,455,R,7,R,2102906,R,4622,R,2793,R,2587,R,76,R,130,R,0,R,51987173,R,18613,R,2986,R,2808,R,84,R,94,R,0,R,55595159,R,18619,R,3325,R,3110,R,95,R,120,R,0,R,62885615,R,18913,R,2129,R,2036,R,60,R,33,R,0,R,42766172,R,20087,R,754,R,19462648,R,25813,R,388,R,9743336,R,25112,R,373,R,7939293,R,21285,R,237,R,3501798,R,14776,R,377,R,2119097,R,5621,R,2399,R,2300,R,66,R,33,R,0,R,46738996,R,19483,R,900,R,22516116,R,25018,R,425,R,10214955,R,24035,R,390,R,8138446,R,20868,R,263,R,3768947,R,14331,R,421,R,2100532,R,4989,R,2725,R,2608,R,79,R,38,R,0,R,52979820,R,19442,R,943,R,24063223,R,25518,R,518,R,12531417,R,24192,R,479,R,10134831,R,21158,R,303,R,4101398,R,13536,R,482,R,2148951,R,4458,R,1994,R,752,R,387,R,370,R,229,R,256,R,2227,R,900,R,424,R,387,R,252,R,264,R,2521,R,943,R,518,R,476,R,294,R,290,R,15718,R,15002,R,14760,R,8553,R,9254,R,13081,R,19590,R,28745,R,8636,R,9619,R,12786,R,19323,R,28665,R,8233,R,9559,R,12593,R,20215,R,29293,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
