year,UNITID,PSGRTYPE,XPGREVCT,PGREVCT,XPGEXCLU,PGEXCLU,XPGADJCT,PGADJCT,XPGCMBAC,PGCMBAC,XPGCMOBA,PGCMOBA,XPGCMTOT,PGCMTOT,XSSREVCT,SSREVCT,XSSEXCLU,SSEXCLU,XSSADJCT,SSADJCT,XSSCMBAC,SSCMBAC,XSSCMOBA,SSCMOBA,XSSCMTOT,SSCMTOT,XNRREVCT,NRREVCT,XNREXCLU,NREXCLU,XNRADJCT,NRADJCT,XNRCMBAC,NRCMBAC,XNRCMOBA,NRCMOBA,XNRCMTOT,NRCMTOT,XTTREVCT,TTREVCT,XTTEXCLU,TTEXCLU,XTTADJCT,TTADJCT,XTTCMBAC,TTCMBAC,XTTCMOBA,TTCMOBA,XTTCMTOT,TTCMTOT 
2020,166027, 1,R,246,R,0,R,246,R,239,R,0,R,239,R,14,R,0,R,14,R,13,R,0,R,13,R,1390,R,1,R,1389,R,1358,R,0,R,1358,R,1650,R,1,R,1649,R,1610,R,0,R,1610
2020,166027, 2,R,246,R,0,R,246,R,239,R,0,R,239,R,14,R,0,R,14,R,13,R,0,R,13,R,1390,R,1,R,1389,R,1358,R,0,R,1358,R,1650,R,1,R,1649,R,1610,R,0,R,1610
2020,166629, 1,R,911,R,0,R,911,R,732,R,8,R,740,R,1788,R,1,R,1787,R,1474,R,10,R,1484,R,1980,R,5,R,1975,R,1658,R,10,R,1668,R,4679,R,6,R,4673,R,3864,R,28,R,3892
2020,166629, 2,R,900,R,0,R,900,R,732,R,0,R,732,R,1776,R,1,R,1775,R,1474,R,0,R,1474,R,1963,R,5,R,1958,R,1658,R,0,R,1658,R,4639,R,6,R,4633,R,3864,R,0,R,3864
2020,166629, 3,R,11,Z,0,R,11,Z,0,R,8,R,8,R,12,Z,0,R,12,Z,0,R,10,R,10,R,17,Z,0,R,17,Z,0,R,10,R,10,R,40,R,0,R,40,R,0,R,28,R,28
2020,166683, 1,R,182,R,1,R,181,R,170,R,0,R,170,R,45,R,1,R,44,R,43,R,0,R,43,R,816,R,1,R,815,R,781,R,0,R,781,R,1043,R,3,R,1040,R,994,R,0,R,994
2020,166683, 2,R,182,R,1,R,181,R,170,R,0,R,170,R,45,R,1,R,44,R,43,R,0,R,43,R,816,R,1,R,815,R,781,R,0,R,781,R,1043,R,3,R,1040,R,994,R,0,R,994
2020,167358, 1,R,377,R,0,R,377,R,340,R,0,R,340,R,666,R,0,R,666,R,610,R,0,R,610,R,1901,R,5,R,1896,R,1690,R,0,R,1690,R,2944,R,5,R,2939,R,2640,R,0,R,2640
2020,167358, 2,R,377,R,0,R,377,R,340,R,0,R,340,R,666,R,0,R,666,R,610,R,0,R,610,R,1901,R,5,R,1896,R,1690,R,0,R,1690,R,2944,R,5,R,2939,R,2640,R,0,R,2640
2020,168148, 1,R,176,R,0,R,176,R,164,R,0,R,164,R,274,R,0,R,274,R,258,R,0,R,258,R,897,R,0,R,897,R,843,R,0,R,843,R,1347,R,0,R,1347,R,1265,R,0,R,1265
2020,168148, 2,R,176,Z,0,R,176,R,164,R,0,R,164,R,274,Z,0,R,274,R,258,R,0,R,258,R,897,Z,0,R,897,R,843,R,0,R,843,R,1347,R,0,R,1347,R,1265,R,0,R,1265
2020,168421, 1,R,125,R,0,R,125,R,106,R,0,R,106,R,328,R,0,R,328,R,296,R,0,R,296,R,601,R,0,R,601,R,536,R,0,R,536,R,1054,R,0,R,1054,R,938,R,0,R,938
2020,168421, 2,R,125,Z,0,R,125,R,106,R,0,R,106,R,328,Z,0,R,328,R,296,R,0,R,296,R,601,Z,0,R,601,R,536,R,0,R,536,R,1054,R,0,R,1054,R,938,R,0,R,938
2020,170976, 1,R,870,R,0,R,870,R,770,R,0,R,770,R,839,R,0,R,839,R,785,R,0,R,785,R,4766,R,0,R,4766,R,4495,R,0,R,4495,R,6475,R,0,R,6475,R,6050,R,0,R,6050
2020,170976, 2,R,870,Z,0,R,870,R,770,R,0,R,770,R,839,Z,0,R,839,R,785,R,0,R,785,R,4766,Z,0,R,4766,R,4495,R,0,R,4495,R,6475,R,0,R,6475,R,6050,R,0,R,6050
2020,171100, 1,R,1691,R,0,R,1691,R,1162,R,24,R,1186,R,1353,R,2,R,1351,R,1081,R,22,R,1103,R,4846,R,3,R,4843,R,4097,R,21,R,4118,R,7890,R,5,R,7885,R,6340,R,67,R,6407
2020,171100, 2,R,1642,R,0,R,1642,R,1156,R,0,R,1156,R,1318,R,2,R,1316,R,1076,R,1,R,1077,R,4797,R,3,R,4794,R,4089,R,0,R,4089,R,7757,R,5,R,7752,R,6321,R,1,R,6322
2020,171100, 3,R,49,Z,0,R,49,R,6,R,24,R,30,R,35,Z,0,R,35,R,5,R,21,R,26,R,49,Z,0,R,49,R,8,R,21,R,29,R,133,R,0,R,133,R,19,R,66,R,85
2020,174066, 1,R,1128,R,0,R,1128,R,875,R,0,R,875,R,1031,R,0,R,1031,R,850,R,0,R,850,R,3361,R,0,R,3361,R,2926,R,0,R,2926,R,5520,R,0,R,5520,R,4651,R,0,R,4651
2020,174066, 2,R,1128,Z,0,R,1128,R,875,R,0,R,875,R,1031,Z,0,R,1031,R,850,R,0,R,850,R,3361,Z,0,R,3361,R,2926,R,0,R,2926,R,5520,R,0,R,5520,R,4651,R,0,R,4651
2020,179867, 1,R,132,R,0,R,132,R,121,R,0,R,121,R,274,R,2,R,272,R,254,R,0,R,254,R,1317,R,2,R,1315,R,1247,R,0,R,1247,R,1723,R,4,R,1719,R,1622,R,0,R,1622
2020,179867, 2,R,132,R,0,R,132,R,121,R,0,R,121,R,274,R,2,R,272,R,254,R,0,R,254,R,1317,R,2,R,1315,R,1247,R,0,R,1247,R,1723,R,4,R,1719,R,1622,R,0,R,1622
2020,182670, 1,R,159,R,0,R,159,R,144,R,0,R,144,R,69,R,0,R,69,R,65,R,0,R,65,R,922,R,2,R,920,R,880,R,0,R,880,R,1150,R,2,R,1148,R,1089,R,0,R,1089
2020,182670, 2,R,159,R,0,R,159,R,144,R,0,R,144,R,69,R,0,R,69,R,65,R,0,R,65,R,922,R,2,R,920,R,880,R,0,R,880,R,1150,R,2,R,1148,R,1089,R,0,R,1089
2020,185828, 1,R,306,R,1,R,305,R,195,R,0,R,195,R,181,R,1,R,180,R,120,R,0,R,120,R,449,R,4,R,445,R,336,R,0,R,336,R,936,R,6,R,930,R,651,R,0,R,651
2020,185828, 2,R,306,R,1,R,305,R,195,R,0,R,195,R,181,R,1,R,180,R,120,R,0,R,120,R,449,R,4,R,445,R,336,R,0,R,336,R,936,R,6,R,930,R,651,R,0,R,651
2020,186131, 1,R,230,R,1,R,229,R,224,R,0,R,224,R,3,R,0,R,3,R,3,R,0,R,3,R,1078,R,0,R,1078,R,1057,R,0,R,1057,R,1311,R,1,R,1310,R,1284,R,0,R,1284
2020,186131, 2,R,230,R,1,R,229,R,224,R,0,R,224,R,3,R,0,R,3,R,3,R,0,R,3,R,1078,R,0,R,1078,R,1057,R,0,R,1057,R,1311,R,1,R,1310,R,1284,R,0,R,1284
2020,186371, 1,R,191,R,0,R,191,R,109,R,0,R,109,R,102,R,0,R,102,R,65,R,0,R,65,R,128,R,0,R,128,R,100,R,0,R,100,R,421,R,0,R,421,R,274,R,0,R,274
2020,186371, 2,R,191,Z,0,R,191,R,109,R,0,R,109,R,102,Z,0,R,102,R,65,R,0,R,65,R,127,Z,0,R,127,R,100,R,0,R,100,R,420,R,0,R,420,R,274,R,0,R,274
2020,186371, 3,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,0,Z,0,R,1,Z,0,R,1,Z,0,R,0,Z,0,R,1,R,0,R,1,R,0,R,0,R,0
2020,186380, 1,R,1913,R,1,R,1912,R,1543,R,43,R,1586,R,1216,R,0,R,1216,R,973,R,29,R,1002,R,3280,R,1,R,3279,R,2736,R,88,R,2824,R,6409,R,2,R,6407,R,5252,R,160,R,5412
2020,186380, 2,R,1843,R,1,R,1842,R,1526,R,0,R,1526,R,1174,R,0,R,1174,R,964,R,0,R,964,R,3164,R,1,R,3163,R,2725,R,0,R,2725,R,6181,R,2,R,6179,R,5215,R,0,R,5215
2020,186380, 3,R,70,Z,0,R,70,R,17,R,43,R,60,R,42,Z,0,R,42,R,9,R,29,R,38,R,116,Z,0,R,116,R,11,R,88,R,99,R,228,R,0,R,228,R,37,R,160,R,197
2020,186399, 1,R,524,R,0,R,524,R,338,R,0,R,338,R,168,R,0,R,168,R,117,R,0,R,117,R,318,R,0,R,318,R,203,R,0,R,203,R,1010,R,0,R,1010,R,658,R,0,R,658
2020,186399, 2,R,524,Z,0,R,524,R,338,R,0,R,338,R,168,Z,0,R,168,R,117,R,0,R,117,R,318,Z,0,R,318,R,203,R,0,R,203,R,1010,R,0,R,1010,R,658,R,0,R,658
2020,186867, 1,R,126,R,0,R,126,R,102,R,0,R,102,R,205,R,0,R,205,R,185,R,0,R,185,R,402,R,0,R,402,R,356,R,0,R,356,R,733,R,0,R,733,R,643,R,0,R,643
2020,186867, 2,R,126,Z,0,R,126,R,102,R,0,R,102,R,205,Z,0,R,205,R,185,R,0,R,185,R,402,Z,0,R,402,R,356,R,0,R,356,R,733,R,0,R,733,R,643,R,0,R,643
2020,190415, 1,R,483,R,0,R,483,R,453,R,0,R,453,R,617,R,1,R,616,R,584,R,0,R,584,R,2125,R,10,R,2115,R,2028,R,0,R,2028,R,3225,R,11,R,3214,R,3065,R,0,R,3065
2020,190415, 2,R,483,R,0,R,483,R,453,R,0,R,453,R,617,R,1,R,616,R,584,R,0,R,584,R,2125,R,10,R,2115,R,2028,R,0,R,2028,R,3225,R,11,R,3214,R,3065,R,0,R,3065
2020,191241, 1,R,452,R,0,R,452,R,364,R,0,R,364,R,563,R,0,R,563,R,484,R,0,R,484,R,1214,R,1,R,1213,R,1005,R,0,R,1005,R,2229,R,1,R,2228,R,1853,R,0,R,1853
2020,191241, 2,R,452,R,0,R,452,R,364,R,0,R,364,R,563,R,0,R,563,R,484,R,0,R,484,R,1214,R,1,R,1213,R,1005,R,0,R,1005,R,2229,R,1,R,2228,R,1853,R,0,R,1853
2020,193900, 1,R,1322,R,3,R,1319,R,1133,R,1,R,1134,R,1002,R,0,R,1002,R,871,R,1,R,872,R,3536,R,8,R,3528,R,3128,R,0,R,3128,R,5860,R,11,R,5849,R,5132,R,2,R,5134
2020,193900, 2,R,1319,R,3,R,1316,R,1133,R,0,R,1133,R,1001,R,0,R,1001,R,871,R,0,R,871,R,3534,R,8,R,3526,R,3127,R,0,R,3127,R,5854,R,11,R,5843,R,5131,R,0,R,5131
2020,193900, 3,R,3,Z,0,R,3,R,0,R,1,R,1,R,1,Z,0,R,1,R,0,R,1,R,1,R,2,Z,0,R,2,R,1,R,0,R,1,R,6,R,0,R,6,R,1,R,2,R,3
2020,194824, 1,R,203,R,0,R,203,R,166,R,0,R,166,R,564,R,1,R,563,R,495,R,0,R,495,R,564,R,0,R,564,R,495,R,0,R,495,R,1331,R,1,R,1330,R,1156,R,0,R,1156
2020,194824, 2,R,203,R,0,R,203,R,166,R,0,R,166,R,564,R,1,R,563,R,495,R,0,R,495,R,564,R,0,R,564,R,495,R,0,R,495,R,1331,R,1,R,1330,R,1156,R,0,R,1156
2020,195003, 1,R,839,R,1,R,838,R,512,R,26,R,538,R,889,R,2,R,887,R,659,R,6,R,665,R,949,R,2,R,947,R,687,R,19,R,706,R,2677,R,5,R,2672,R,1858,R,51,R,1909
2020,195003, 2,R,741,R,1,R,740,R,493,R,0,R,493,R,876,R,2,R,874,R,654,R,1,R,655,R,887,R,2,R,885,R,668,R,1,R,669,R,2504,R,5,R,2499,R,1815,R,2,R,1817
2020,195003, 3,R,98,Z,0,R,98,R,19,R,26,R,45,R,13,Z,0,R,13,R,5,R,5,R,10,R,62,Z,0,R,62,R,19,R,18,R,37,R,173,R,0,R,173,R,43,R,49,R,92
2020,195030, 1,R,267,R,1,R,266,R,223,R,0,R,223,R,325,R,0,R,325,R,268,R,0,R,268,R,844,R,3,R,841,R,738,R,0,R,738,R,1436,R,4,R,1432,R,1229,R,0,R,1229
2020,195030, 2,R,267,R,1,R,266,R,223,R,0,R,223,R,325,R,0,R,325,R,268,R,0,R,268,R,844,R,3,R,841,R,738,R,0,R,738,R,1436,R,4,R,1432,R,1229,R,0,R,1229
2020,196079, 1,R,607,R,0,R,607,R,485,R,0,R,485,R,399,R,0,R,399,R,326,R,0,R,326,R,1522,R,0,R,1522,R,1255,R,0,R,1255,R,2528,R,0,R,2528,R,2066,R,0,R,2066
2020,196079, 2,R,607,Z,0,R,607,R,485,R,0,R,485,R,399,Z,0,R,399,R,326,R,0,R,326,R,1522,Z,0,R,1522,R,1255,R,0,R,1255,R,2528,R,0,R,2528,R,2066,R,0,R,2066
2020,196088, 1,R,1086,R,3,R,1083,R,766,R,0,R,766,R,557,R,1,R,556,R,402,R,0,R,402,R,1692,R,12,R,1680,R,1325,R,0,R,1325,R,3335,R,16,R,3319,R,2493,R,0,R,2493
2020,196088, 2,R,1086,R,3,R,1083,R,766,R,0,R,766,R,557,R,1,R,556,R,402,R,0,R,402,R,1692,R,12,R,1680,R,1325,R,0,R,1325,R,3335,R,16,R,3319,R,2493,R,0,R,2493
2020,196097, 1,R,921,R,0,R,921,R,716,R,0,R,716,R,353,R,0,R,353,R,261,R,0,R,261,R,1578,R,2,R,1576,R,1197,R,0,R,1197,R,2852,R,2,R,2850,R,2174,R,0,R,2174
2020,196097, 2,R,921,R,0,R,921,R,716,R,0,R,716,R,353,R,0,R,353,R,261,R,0,R,261,R,1578,R,2,R,1576,R,1197,R,0,R,1197,R,2852,R,2,R,2850,R,2174,R,0,R,2174
2020,196413, 1,R,774,R,0,R,774,R,616,R,0,R,616,R,932,R,2,R,930,R,797,R,0,R,797,R,1755,R,5,R,1750,R,1460,R,0,R,1460,R,3461,R,7,R,3454,R,2873,R,0,R,2873
2020,196413, 2,R,774,R,0,R,774,R,616,R,0,R,616,R,932,R,2,R,930,R,797,R,0,R,797,R,1755,R,5,R,1750,R,1460,R,0,R,1460,R,3461,R,7,R,3454,R,2873,R,0,R,2873
2020,197708, 1,R,86,R,0,R,86,R,57,R,0,R,57,R,64,R,0,R,64,R,53,R,0,R,53,R,393,R,0,R,393,R,307,R,0,R,307,R,543,R,0,R,543,R,417,R,0,R,417
2020,197708, 2,R,86,Z,0,R,86,R,57,R,0,R,57,R,64,Z,0,R,64,R,53,R,0,R,53,R,393,Z,0,R,393,R,307,R,0,R,307,R,543,R,0,R,543,R,417,R,0,R,417
2020,198419, 1,R,200,R,0,R,200,R,188,R,0,R,188,R,96,R,0,R,96,R,95,R,0,R,95,R,1425,R,2,R,1423,R,1359,R,0,R,1359,R,1721,R,2,R,1719,R,1642,R,0,R,1642
2020,198419, 2,R,200,R,0,R,200,R,188,R,0,R,188,R,96,R,0,R,96,R,95,R,0,R,95,R,1425,R,2,R,1423,R,1359,R,0,R,1359,R,1721,R,2,R,1719,R,1642,R,0,R,1642
2020,199120, 1,R,810,R,1,R,809,R,725,R,0,R,725,R,652,R,0,R,652,R,585,R,0,R,585,R,2514,R,1,R,2513,R,2296,R,0,R,2296,R,3976,R,2,R,3974,R,3606,R,0,R,3606
2020,199120, 2,R,810,R,1,R,809,R,725,R,0,R,725,R,652,R,0,R,652,R,585,R,0,R,585,R,2514,R,1,R,2513,R,2296,R,0,R,2296,R,3976,R,2,R,3974,R,3606,R,0,R,3606
2020,199193, 1,R,929,R,0,R,929,R,730,R,23,R,753,R,820,R,0,R,820,R,643,R,12,R,655,R,2744,R,3,R,2741,R,2334,R,25,R,2359,R,4493,R,3,R,4490,R,3707,R,60,R,3767
2020,199193, 2,R,890,R,0,R,890,R,725,R,1,R,726,R,793,R,0,R,793,R,641,R,0,R,641,R,2687,R,3,R,2684,R,2327,R,0,R,2327,R,4370,R,3,R,4367,R,3693,R,1,R,3694
2020,199193, 3,R,39,Z,0,R,39,R,5,R,22,R,27,R,27,Z,0,R,27,R,2,R,12,R,14,R,57,Z,0,R,57,R,7,R,25,R,32,R,123,R,0,R,123,R,14,R,59,R,73
2020,199847, 1,R,125,R,0,R,125,R,103,R,0,R,103,R,160,R,0,R,160,R,141,R,0,R,141,R,1002,R,0,R,1002,R,897,R,0,R,897,R,1287,R,0,R,1287,R,1141,R,0,R,1141
2020,199847, 2,R,125,Z,0,R,125,R,103,R,0,R,103,R,160,Z,0,R,160,R,141,R,0,R,141,R,1002,Z,0,R,1002,R,897,R,0,R,897,R,1287,R,0,R,1287,R,1141,R,0,R,1141
2020,201645, 1,R,231,R,0,R,231,R,192,R,0,R,192,R,334,R,0,R,334,R,287,R,0,R,287,R,717,R,0,R,717,R,615,R,2,R,617,R,1282,R,0,R,1282,R,1094,R,2,R,1096
2020,201645, 2,R,231,Z,0,R,231,R,192,R,0,R,192,R,334,Z,0,R,334,R,287,R,0,R,287,R,717,Z,0,R,717,R,615,R,2,R,617,R,1282,R,0,R,1282,R,1094,R,2,R,1096
2020,204796, 1,R,1209,R,0,R,1209,R,971,R,0,R,971,R,1300,R,1,R,1299,R,1115,R,0,R,1115,R,4561,R,4,R,4557,R,4063,R,0,R,4063,R,7070,R,5,R,7065,R,6149,R,0,R,6149
2020,204796, 2,R,1209,R,0,R,1209,R,971,R,0,R,971,R,1300,R,1,R,1299,R,1115,R,0,R,1115,R,4561,R,4,R,4557,R,4063,R,0,R,4063,R,7070,R,5,R,7065,R,6149,R,0,R,6149
2020,211440, 1,R,166,R,0,R,166,R,150,R,0,R,150,R,245,R,0,R,245,R,229,R,0,R,229,R,1063,R,6,R,1057,R,993,R,0,R,993,R,1474,R,6,R,1468,R,1372,R,0,R,1372
2020,211440, 2,R,166,R,0,R,166,R,150,R,0,R,150,R,245,R,0,R,245,R,229,R,0,R,229,R,1063,R,6,R,1057,R,993,R,0,R,993,R,1474,R,6,R,1468,R,1372,R,0,R,1372
2020,212054, 1,R,720,R,1,R,719,R,465,R,0,R,465,R,1047,R,3,R,1044,R,751,R,0,R,751,R,1153,R,3,R,1150,R,847,R,0,R,847,R,2920,R,7,R,2913,R,2063,R,0,R,2063
2020,212054, 2,R,720,R,1,R,719,R,465,R,0,R,465,R,1047,R,3,R,1044,R,751,R,0,R,751,R,1153,R,3,R,1150,R,847,R,0,R,847,R,2920,R,7,R,2913,R,2063,R,0,R,2063
2020,213543, 1,R,182,R,0,R,182,R,161,R,0,R,161,R,308,R,0,R,308,R,268,R,0,R,268,R,809,R,2,R,807,R,713,R,0,R,713,R,1299,R,2,R,1297,R,1142,R,0,R,1142
2020,213543, 2,R,182,R,0,R,182,R,161,R,0,R,161,R,308,R,0,R,308,R,268,R,0,R,268,R,809,R,2,R,807,R,713,R,0,R,713,R,1299,R,2,R,1297,R,1142,R,0,R,1142
2020,215062, 1,R,304,R,0,R,304,R,280,R,0,R,280,R,113,R,0,R,113,R,105,R,0,R,105,R,1935,R,0,R,1935,R,1862,R,0,R,1862,R,2352,R,0,R,2352,R,2247,R,0,R,2247
2020,215062, 2,R,304,Z,0,R,304,R,280,R,0,R,280,R,113,Z,0,R,113,R,105,R,0,R,105,R,1935,Z,0,R,1935,R,1862,R,0,R,1862,R,2352,R,0,R,2352,R,2247,R,0,R,2247
2020,215293, 1,R,572,R,1,R,571,R,432,R,0,R,432,R,1125,R,2,R,1123,R,913,R,0,R,913,R,2145,R,0,R,2145,R,1862,R,0,R,1862,R,3842,R,3,R,3839,R,3207,R,0,R,3207
2020,215293, 2,R,572,R,1,R,571,R,432,R,0,R,432,R,1125,R,2,R,1123,R,913,R,0,R,913,R,2145,R,0,R,2145,R,1862,R,0,R,1862,R,3842,R,3,R,3839,R,3207,R,0,R,3207
2020,216597, 1,R,206,R,0,R,206,R,179,R,0,R,179,R,474,R,0,R,474,R,444,R,0,R,444,R,988,R,1,R,987,R,914,R,0,R,914,R,1668,R,1,R,1667,R,1537,R,0,R,1537
2020,216597, 2,R,206,R,0,R,206,R,179,R,0,R,179,R,474,R,0,R,474,R,444,R,0,R,444,R,988,R,1,R,987,R,914,R,0,R,914,R,1668,R,1,R,1667,R,1537,R,0,R,1537
2020,217156, 1,R,292,R,1,R,291,R,269,R,0,R,269,R,250,R,0,R,250,R,243,R,0,R,243,R,1017,R,0,R,1017,R,972,R,0,R,972,R,1559,R,1,R,1558,R,1484,R,0,R,1484
2020,217156, 2,R,292,R,1,R,291,R,269,R,0,R,269,R,250,R,0,R,250,R,243,R,0,R,243,R,1017,R,0,R,1017,R,972,R,0,R,972,R,1559,R,1,R,1558,R,1484,R,0,R,1484
2020,217882, 1,R,523,R,0,R,523,R,387,R,0,R,387,R,962,R,0,R,962,R,810,R,0,R,810,R,1985,R,1,R,1984,R,1749,R,0,R,1749,R,3470,R,1,R,3469,R,2946,R,0,R,2946
2020,217882, 2,R,523,R,0,R,523,R,387,R,0,R,387,R,962,R,0,R,962,R,810,R,0,R,810,R,1985,R,1,R,1984,R,1749,R,0,R,1749,R,3470,R,1,R,3469,R,2946,R,0,R,2946
2020,217925, 1,R,43,R,0,R,43,R,27,R,0,R,27,R,13,R,0,R,13,R,12,R,1,R,13,R,48,R,0,R,48,R,17,R,14,R,31,R,104,R,0,R,104,R,56,R,15,R,71
2020,217925, 2,R,40,Z,0,R,40,R,26,R,0,R,26,R,12,Z,0,R,12,R,12,R,0,R,12,R,33,Z,0,R,33,R,17,R,0,R,17,R,85,R,0,R,85,R,55,R,0,R,55
2020,217925, 3,R,3,Z,0,R,3,R,1,R,0,R,1,R,1,Z,0,R,1,R,0,R,1,R,1,R,15,Z,0,R,15,R,0,R,14,R,14,R,19,R,0,R,19,R,1,R,15,R,16
2020,221999, 1,R,206,R,0,R,206,R,186,R,0,R,186,R,39,R,0,R,39,R,35,R,0,R,35,R,1359,R,3,R,1356,R,1264,R,0,R,1264,R,1604,R,3,R,1601,R,1485,R,0,R,1485
2020,221999, 2,R,206,R,0,R,206,R,186,R,0,R,186,R,39,R,0,R,39,R,35,R,0,R,35,R,1359,R,3,R,1356,R,1264,R,0,R,1264,R,1604,R,3,R,1601,R,1485,R,0,R,1485
2020,223232, 1,R,722,R,0,R,722,R,510,R,0,R,510,R,851,R,0,R,851,R,653,R,0,R,653,R,2049,R,1,R,2048,R,1710,R,0,R,1710,R,3622,R,1,R,3621,R,2873,R,0,R,2873
2020,223232, 2,R,722,R,0,R,722,R,510,R,0,R,510,R,851,R,0,R,851,R,653,R,0,R,653,R,2049,R,1,R,2048,R,1710,R,0,R,1710,R,3622,R,1,R,3621,R,2873,R,0,R,2873
2020,227757, 1,R,127,R,0,R,127,R,114,R,0,R,114,R,104,R,0,R,104,R,95,R,0,R,95,R,718,R,3,R,715,R,682,R,0,R,682,R,949,R,3,R,946,R,891,R,0,R,891
2020,227757, 2,R,127,R,0,R,127,R,114,R,0,R,114,R,104,R,0,R,104,R,95,R,0,R,95,R,718,R,3,R,715,R,682,R,0,R,682,R,949,R,3,R,946,R,891,R,0,R,891
2020,228246, 1,R,150,R,0,R,150,R,114,R,0,R,114,R,167,R,0,R,167,R,133,R,0,R,133,R,1138,R,0,R,1138,R,932,R,0,R,932,R,1455,R,0,R,1455,R,1179,R,0,R,1179
2020,228246, 2,R,150,Z,0,R,150,R,114,R,0,R,114,R,167,Z,0,R,167,R,133,R,0,R,133,R,1138,Z,0,R,1138,R,932,R,0,R,932,R,1455,R,0,R,1455,R,1179,R,0,R,1179
2020,228723, 1,R,2281,R,0,R,2281,R,1667,R,0,R,1667,R,975,R,0,R,975,R,753,R,0,R,753,R,6233,R,0,R,6233,R,5411,R,0,R,5411,R,9489,R,0,R,9489,R,7831,R,0,R,7831
2020,228723, 2,R,2281,Z,0,R,2281,R,1667,R,0,R,1667,R,975,Z,0,R,975,R,753,R,0,R,753,R,6233,Z,0,R,6233,R,5411,R,0,R,5411,R,9489,R,0,R,9489,R,7831,R,0,R,7831
2020,228778, 1,R,1562,R,0,R,1562,R,1262,R,0,R,1262,R,773,R,0,R,773,R,660,R,0,R,660,R,4701,R,0,R,4701,R,4239,R,0,R,4239,R,7036,R,0,R,7036,R,6161,R,0,R,6161
2020,228778, 2,R,1562,Z,0,R,1562,R,1262,R,0,R,1262,R,773,Z,0,R,773,R,660,R,0,R,660,R,4701,Z,0,R,4701,R,4239,R,0,R,4239,R,7036,R,0,R,7036,R,6161,R,0,R,6161
2020,228875, 1,R,193,R,0,R,193,R,143,R,0,R,143,R,215,R,0,R,215,R,176,R,0,R,176,R,1480,R,1,R,1479,R,1229,R,0,R,1229,R,1888,R,1,R,1887,R,1548,R,0,R,1548
2020,228875, 2,R,193,R,0,R,193,R,143,R,0,R,143,R,215,R,0,R,215,R,176,R,0,R,176,R,1480,R,1,R,1479,R,1229,R,0,R,1229,R,1888,R,1,R,1887,R,1548,R,0,R,1548
2020,231624, 1,R,146,R,0,R,146,R,128,R,0,R,128,R,202,R,0,R,202,R,191,R,0,R,191,R,1163,R,2,R,1161,R,1058,R,0,R,1058,R,1511,R,2,R,1509,R,1377,R,0,R,1377
2020,231624, 2,R,146,R,0,R,146,R,128,R,0,R,128,R,202,R,0,R,202,R,191,R,0,R,191,R,1163,R,2,R,1161,R,1058,R,0,R,1058,R,1511,R,2,R,1509,R,1377,R,0,R,1377
2020,234076, 1,R,461,R,0,R,461,R,416,R,0,R,416,R,455,R,0,R,455,R,420,R,0,R,420,R,2790,R,0,R,2790,R,2648,R,0,R,2648,R,3706,R,0,R,3706,R,3484,R,0,R,3484
2020,234076, 2,R,461,Z,0,R,461,R,416,R,0,R,416,R,455,Z,0,R,455,R,420,R,0,R,420,R,2790,Z,0,R,2790,R,2648,R,0,R,2648,R,3706,R,0,R,3706,R,3484,R,0,R,3484
2020,236948, 1,R,1338,R,0,R,1338,R,1028,R,0,R,1028,R,774,R,0,R,774,R,610,R,0,R,610,R,4212,R,7,R,4205,R,3542,R,0,R,3542,R,6324,R,7,R,6317,R,5180,R,0,R,5180
2020,236948, 2,R,1338,R,0,R,1338,R,1028,R,0,R,1028,R,774,R,0,R,774,R,610,R,0,R,610,R,4212,R,7,R,4205,R,3542,R,0,R,3542,R,6324,R,7,R,6317,R,5180,R,0,R,5180
2020,239105, 1,R,317,R,0,R,317,R,234,R,0,R,234,R,522,R,0,R,522,R,442,R,0,R,442,R,1150,R,0,R,1150,R,986,R,0,R,986,R,1989,R,0,R,1989,R,1662,R,0,R,1662
2020,239105, 2,R,317,Z,0,R,317,R,234,R,0,R,234,R,522,Z,0,R,522,R,442,R,0,R,442,R,1150,Z,0,R,1150,R,986,R,0,R,986,R,1989,R,0,R,1989,R,1662,R,0,R,1662
2020,240444, 1,R,790,R,0,R,790,R,652,R,0,R,652,R,1188,R,0,R,1188,R,1003,R,0,R,1003,R,4265,R,0,R,4265,R,3861,R,0,R,3861,R,6243,R,0,R,6243,R,5516,R,0,R,5516
2020,240444, 2,R,790,Z,0,R,790,R,652,R,0,R,652,R,1188,Z,0,R,1188,R,1003,R,0,R,1003,R,4265,Z,0,R,4265,R,3861,R,0,R,3861,R,6243,R,0,R,6243,R,5516,R,0,R,5516
2020,243744, 1,R,249,R,0,R,249,R,237,R,0,R,237,R,28,R,0,R,28,R,26,R,0,R,26,R,1400,R,0,R,1400,R,1334,R,0,R,1334,R,1677,R,0,R,1677,R,1597,R,0,R,1597
2020,243744, 2,R,249,Z,0,R,249,R,237,R,0,R,237,R,28,Z,0,R,28,R,26,R,0,R,26,R,1400,Z,0,R,1400,R,1334,R,0,R,1334,R,1677,R,0,R,1677,R,1597,R,0,R,1597
