year,UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM ,LEXP100K,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST
2018,197708,2,R,1478633,R,470572,R,1189,R,13658,Z,0,R,4281,R,102641,R,1496572,R,574402,R,2070974,R,17872,R,97951,R,115823,1,R,5836,R,2969,R,4,R,3862039,1,R,1327818,R,362310,R,5756015,R,234968,R,6353293,R,9988,R,297214,R,307202,R,11850352,10522534,,,,,,,,,,,,
2018,198419,2,R,4341868,R,1901634,R,1212,R,397573,R,322307,R,134628,R,280273,R,4874069,R,2505426,R,7379495,R,292556,R,1560035,R,1852591,1,R,36910,R,33935,R,7,R,19087329,1,R,5394899,R,7923040,R,14687719,R,540809,R,23151568,R,72123,R,5146350,R,5218473,R,52852269,47457370,,,,,,,,,,,,
2018,199120,2,R,5160753,R,1515171,R,1248,R,10759131,R,53799,R,151574,R,191333,R,16071458,R,1761551,R,17833009,R,264573,R,5058485,R,5323058,1,R,29749,R,17488,R,10,R,19106867,1,R,5812127,R,4083614,R,11391518,R,138138,R,15613270,R,339158,R,5601231,R,5940389,R,46472653,40660526,,,,,,,,,,,,
2018,199193,2,R,1462299,R,1211885,R,635,R,270996,R,51142,R,47189,R,55481,R,1780484,R,1319143,R,3099627,R,112783,R,2946335,R,3059118,1,R,18122,R,24201,R,4,R,14573308,2,Z,0,R,2293558,R,9199604,R,190032,R,11683194,R,76976,R,5857288,R,5934264,R,32190766,32190766,,,,,,,,,,,,
2018,199847,2,R,993535,R,1522921,R,628,R,271039,R,47829,R,133777,R,128607,R,1398351,R,1699985,R,3098336,R,58150,R,278623,R,336773,1,R,12744,R,7769,R,2,R,5890420,1,R,1388505,R,1410394,R,6635347,R,151637,R,8197378,R,55325,R,4166087,R,4221412,R,19697715,18309210,,,,,,,,,,,,
2018,201645,2,R,1167191,R,1443882,R,538,R,63253,R,81018,R,39306,R,33763,R,1269750,R,1559201,R,2828951,R,63330,R,3764,R,67094,1,R,17141,R,14659,R,5,R,5511197,1,R,1568752,R,1267251,R,6467710,R,150419,R,7885380,R,36810,R,1535498,R,1572308,R,16537637,14968885,,,,,,,,,,,,
2018,204796,2,R,4216919,R,1359976,R,2075,R,109540,R,147977,R,141507,R,54781,R,4467966,R,1564809,R,6032775,R,306987,R,541562,R,848549,1,R,75898,R,59105,R,11,R,17798911,1,R,5813267,R,4138715,R,13744437,R,0,R,17883152,R,765486,R,10573715,R,11339201,R,52834531,47021264,,,,,,,,,,,,
2018,211440,2,R,617175,R,1104121,R,723,R,48998,R,85378,R,23888,R,138140,R,690061,R,1328362,R,2018423,R,26103,R,1100124,R,1126227,1,R,5934,R,6431,R,3,R,4671509,1,R,1242137,R,463851,R,7129451,R,109645,R,7702947,R,6248,R,1828161,R,1834409,R,15451002,14208865,,,,,,,,,,,,
2018,212054,2,R,301898,R,565607,R,520,R,7887,R,86327,R,5948,R,66815,R,315733,R,719269,R,1035002,R,98415,R,1199347,R,1297762,1,R,14360,R,14467,R,4,R,4336075,1,R,1456690,R,159147,R,5618771,R,60734,R,5838652,R,11000,R,670528,R,681528,R,12312945,10856255,,,,,,,,,,,,
2018,213543,2,R,777022,R,415362,R,200,R,2231,R,20760,R,8275,R,60349,R,787528,R,496671,R,1284199,R,26707,R,340241,R,366948,1,R,9909,R,10851,R,0,R,2846633,2,Z,0,R,326755,R,4129862,R,315616,R,4772233,R,7529,R,315616,R,323145,R,7942011,7942011,,,,,,,,,,,,
2018,214777,2,R,3325427,R,2226680,R,869,R,2241752,R,266350,R,89615,R,180000,R,5656794,R,2673899,R,8330693,R,358391,R,1515314,R,1873705,1,R,67621,R,48955,R,27,R,27192295,1,R,10767373,R,3622076,R,19029979,R,412613,R,23064668,R,160482,R,6967683,R,7128165,R,68152501,57385128,,,,,,,,,,,,
2018,215062,2,R,4814887,R,1941794,R,1977,R,5568334,R,4046677,R,5298,R,339820,R,10388519,R,6330268,R,16718787,R,156267,R,1030718,R,1186985,1,R,74491,R,81502,R,14,R,22294824,1,R,7110540,R,5364420,R,15932278,R,776522,R,22073220,R,253825,R,11553078,R,11806903,R,63285487,56174947,,,,,,,,,,,,
2018,215293,2,R,3207535,R,1721255,R,571,R,470764,R,58969,R,108985,R,261311,R,3787284,R,2042106,R,5829390,R,76509,R,2788433,R,2864942,1,R,35210,R,19720,R,16,R,13012064,1,R,4272569,R,2292381,R,14033413,R,1232463,R,17558257,R,8032,R,2754235,R,2762267,R,37605157,33332588,,,,,,,,,,,,
2018,216597,2,R,589729,R,816871,R,859,R,4612,Z,0,R,11326,R,83579,R,605667,R,901309,R,1506976,R,34378,R,374184,R,408562,1,R,10092,R,14890,R,1,R,4164474,2,Z,0,R,744144,R,4228280,R,95280,R,5067704,R,8178,R,490892,R,499070,R,9731248,9731248,,,,,,,,,,,,
2018,217156,2,R,2273368,R,1974864,R,556,R,241994,R,0,R,60115,R,142173,R,2575477,R,2117593,R,4693070,R,110746,R,1272005,R,1382751,1,R,34814,R,35730,R,7,R,9572811,1,R,2827855,R,4343440,R,7918767,R,727295,R,12989502,R,148986,R,2196055,R,2345041,R,27735209,24907354,,,,,,,,,,,,
2018,217882,2,R,657490,R,655414,Z,0,R,68872,R,107895,R,31302,R,90634,R,757664,R,853943,R,1611607,R,51792,R,1485300,R,1537092,1,R,8279,R,10630,R,4,R,4391236,1,R,1593111,R,811734,R,7947927,R,22100,R,8781761,R,11000,R,1415492,R,1426492,R,16192600,14599489,,,,,,,,,,,,
2018,217925,2,R,76279,R,365720,R,130,R,2370,R,251,R,7,R,65156,R,78656,R,431257,R,509913,R,10997,R,70950,R,81947,1,R,906,R,552,R,0,R,199065,2,Z,0,R,17500,R,181000,R,76905,R,275405,R,0,R,0,R,0,R,474470,474470,,,,,,,,,,,,
2018,221999,2,R,1941442,R,1857106,R,772,R,434859,R,1112079,R,45031,R,124261,R,2421332,R,3094218,R,5515550,R,103310,R,1390660,R,1493970,1,R,16660,R,15401,R,8,R,9795713,1,R,2239805,R,4039796,R,11713253,R,507443,R,16260492,R,39398,R,7520514,R,7559912,R,35855922,33616117,,,,,,,,,,,,
2018,223232,2,R,1808249,R,627434,R,819,R,1861555,R,40208,R,44690,R,150179,R,3714494,R,818640,R,4533134,R,86040,R,1538391,R,1624431,1,R,56950,R,22132,R,4,R,8964403,1,R,3103127,R,794388,R,9161350,R,42692,R,9998430,R,66697,R,3209047,R,3275744,R,25341704,22238577,,,,,,,,,,,,
2018,227757,2,R,1816533,R,168632,R,750,R,468632,R,45586,R,43952,R,77906,R,2329117,R,292874,R,2621991,R,68813,R,227556,R,296369,1,R,14452,R,10921,R,1,R,6108274,1,R,1746966,R,3593862,R,8716525,R,523451,R,12833838,R,39740,R,936198,R,975938,R,21665016,19918050,,,,,,,,,,,,
2018,228246,2,R,1777458,R,1749832,R,697,R,2555333,R,82254,R,27756,R,146294,R,4360547,R,1979077,R,6339624,R,63466,R,324859,R,388325,1,R,6217,R,8138,R,6,R,6416262,1,R,1692423,R,1363049,R,6015588,R,0,R,7378637,R,51549,R,1803736,R,1855285,R,17342607,15650184,,,,,,,,,,,,
2018,228723,2,R,3757737,R,1977914,R,1680,R,365241,R,0,R,0,R,0,R,4122978,R,1979594,R,6102572,R,225090,R,2318883,R,2543973,1,R,49226,R,43208,R,14,R,17258063,2,Z,0,R,4757528,R,20252059,R,2243182,R,27252769,R,430564,R,8815458,R,9246022,R,53756854,53756854,,,,,,,,,,,,
2018,228778,2,R,11468797,R,1486594,R,941,R,870228,R,81967,R,252967,R,471535,R,12591992,R,2041037,R,14633029,R,245271,R,2608797,R,2854068,1,R,44956,R,29689,R,15,R,22519937,1,R,562316,R,12253997,R,11512775,R,615194,R,24381966,R,133745,R,7655415,R,7789160,R,55253379,54691063,,,,,,,,,,,,
2018,228875,2,R,965914,R,1190518,R,554,R,581030,R,173832,R,11126,R,143171,R,1558070,R,1508075,R,3066145,R,40727,R,381133,R,421860,1,R,7602,R,8172,R,0,R,3358076,2,Z,0,R,1582940,R,5365691,R,19433,R,6968064,R,7460,R,614595,R,622055,R,10948195,10948195,,,,,,,,,,,,
2018,231624,2,R,1071883,R,2177094,R,540,R,205329,R,184116,R,40428,R,153205,R,1317640,R,2514955,R,3832595,R,66154,R,942503,R,1008657,1,R,13576,R,11336,R,5,R,5131775,1,R,1733726,R,660301,R,4275457,R,290257,R,5226015,R,11135,R,1253671,R,1264806,R,13356322,11622596,,,,,,,,,,,,
2018,234076,2,R,3224721,R,785258,R,1414,R,659606,R,70455,R,119364,R,207644,R,4003691,R,1064771,R,5068462,R,159832,R,4587466,R,4747298,1,R,20940,R,28033,R,12,R,20296101,1,R,6776754,R,3684194,R,11239969,R,507104,R,15431267,R,106820,R,9891359,R,9998179,R,52502301,45725547,,,,,,,,,,,,
2018,236948,2,R,5118519,R,1154379,R,283,R,650825,R,136371,R,156494,R,183555,R,5925838,R,1474588,R,7400426,R,202003,R,1277168,R,1479171,1,R,51245,R,95784,R,12,R,20329055,1,R,6691023,R,3506138,R,12801813,R,1026060,R,17334011,R,0,R,5516556,R,5516556,R,49870645,43179622,,,,,,,,,,,,
2018,239105,2,R,1282342,R,2494422,R,439,R,665339,R,769,R,1131,R,55302,R,1948812,R,2550932,R,4499744,R,47551,R,84824,R,132375,1,R,8488,R,7253,R,1,R,4730050,2,Z,0,R,2969565,R,6234725,R,312729,R,9517019,R,13178,R,344049,R,357227,R,14604296,14604296,,,,,,,,,,,,
2018,240444,2,R,5246693,R,1844813,R,933,R,583956,R,83989,R,304769,R,174585,R,6135418,R,2104320,R,8239738,R,202205,R,2668955,R,2871160,1,R,88245,R,89756,R,27,R,16484760,1,R,997518,R,3395221,R,7799986,R,376634,R,11571841,R,124165,R,4808248,R,4932413,R,33986532,32989014,,,,,,,,,,,,
2018,243744,2,R,9750355,R,2086960,R,2508,R,2863510,R,155781,R,468913,R,189659,R,13082778,R,2434908,R,15517686,R,391453,R,3865493,R,4256946,1,R,16257,R,13724,R,19,R,46931212,1,R,9975843,R,12124135,R,19257558,R,2476855,R,33858548,R,374897,R,22859467,R,23234364,R,113999967,104024124,,,,,,,,,,,,
2018,243780,2,R,946376,R,2458521,R,599,R,16729,R,20999,R,44788,R,136167,R,1007893,R,2616286,R,3624179,R,63713,R,2020983,R,2084696,1,R,28701,R,17441,R,0,R,9845111,1,R,3465343,R,1131846,R,13340200,R,1025331,R,15497377,R,58327,R,4058510,R,4116837,R,32924668,29459325,,,,,,,,,,,,
2018,445188,2,R,136417,R,1718807,R,715,R,3062,R,16,R,20,R,145267,R,139499,R,1864805,R,2004304,R,17567,R,510618,R,528185,1,R,6694,R,7032,R,0,R,2414377,2,Z,0,R,256275,R,1231573,R,55383,R,1543231,R,0,R,535220,R,535220,R,4492828,4492828,,,,,,,,,,,,
2019,100858,2,R,1603837,R,1107767,R,254,R,608369,R,22175,R,76733,R,118657,R,2288939,R,1248853,R,3537792,R,43647,R,315780,R,359427,1,R,30703,R,7911,R,2,R,4866578,1,R,1443521,R,736113,R,7718622,R,35087,R,8489822,R,16217,R,1852714,R,1868931,R,16668852,15225331,1 ,,,,,,,,,,,
2019,110404,2,R,264985,R,111989,R,236,R,6637,R,433,R,6030,R,101154,R,277652,R,213812,R,491464,R,15492,R,2101779,R,2117271,1,R,11358,R,18344,R,5,R,2197273,1,R,678096,R,625730,R,2524535,R,0,R,3150265,R,0,R,1437521,R,1437521,R,7463155,6785059,1 ,,,,,,,,,,,
2019,110635,2,R,8187820,R,1720328,R,8968,R,19915811,R,31845,R,307104,R,188786,R,28410735,R,1949927,R,30360662,R,343777,R,4264592,R,4608369,1,R,22225,R,10094,R,28,R,32217198,1,R,11407494,R,8104999,R,12979596,R,504404,R,21588999,R,362674,R,4872714,R,5235388,R,70449079,59041585,1 ,,,,,,,,,,,
2019,110644,2,R,2852116,R,1303991,R,706,R,252190,Z,0,R,116139,Z,0,R,3220445,R,1304697,R,4525142,R,71591,R,419622,R,491213,1,R,19990,R,11976,R,4,R,10725701,1,R,4939934,R,1846749,R,6948184,R,65501,R,8860434,R,73336,R,2467539,R,2540875,R,27066944,22127010,1 ,,,,,,,,,,,
2019,110653,2,R,1517542,R,1567334,R,1690,R,248054,R,192846,R,4361,R,216668,R,1769957,R,1978538,R,3748495,R,69526,R,1745,R,71271,1,R,10123,R,13911,R,3,R,11915408,1,R,5208997,R,1597935,R,7200165,R,288883,R,9086983,R,6884,R,2799018,R,2805902,R,29017290,23808293,1 ,,,,,,,,,,,
2019,110662,2,R,13729692,R,1318900,R,2101,R,4857000,R,0,R,5630,R,130356,R,18592322,R,1451357,R,20043679,R,527638,R,27635449,R,28163087,1,R,25268,R,26119,R,12,R,30704067,1,R,11237932,R,6667225,R,10104335,R,1707643,R,18479203,R,517935,R,9448474,R,9966409,R,70387611,59149679,1 ,,,,,,,,,,,
2019,110671,2,R,3961920,R,1143167,R,1664,R,80339,R,80289,R,2308,R,118486,R,4044567,R,1343606,R,5388173,R,41226,R,110077,R,151303,1,R,10058,R,12848,R,3,R,7022358,1,R,2964262,R,468867,R,3394327,R,302944,R,4166138,R,12370,R,1828272,R,1840642,R,15993400,13029138,1 ,,,,,,,,,,,
2019,110680,2,R,1450408,R,1556783,R,5191,R,220346,R,159676,R,65336,Z,0,R,1736090,R,1721650,R,3457740,R,133533,R,1748126,R,1881659,1,R,19136,R,14225,R,1,R,17828447,1,R,7000453,R,1396087,R,6628171,R,0,R,8024258,R,226576,R,4802920,R,5029496,R,37882654,30882201,1 ,,,,,,,,,,,
2019,110705,2,R,3019866,R,928871,R,717,R,337058,R,10404,R,120180,R,59717,R,3477104,R,999709,R,4476813,R,138833,R,2337709,R,2476542,1,R,11068,R,22338,R,1,R,10309044,2,Z,0,R,1590249,R,4400761,R,53219,R,6044229,R,0,R,4155433,R,4155433,R,20508706,20508706,1 ,,,,,,,,,,,
2019,110714,2,R,754455,R,1062295,R,2293,R,57087,R,166519,R,16268,R,75089,R,827810,R,1306196,R,2134006,R,75810,R,425286,R,501096,1,R,8517,R,8959,R,0,R,5238268,1,R,2085287,R,706132,R,2155839,R,163099,R,3025070,R,14612,R,1589194,R,1603806,R,11952431,9867144,1 ,,,,,,,,,,,
2019,121150,2,R,321729,R,501421,R,129,R,29445,R,110832,R,294,R,63672,R,351468,R,676054,R,1027522,R,21217,R,97490,R,118707,1,R,4215,R,5993,R,5,R,2246404,1,R,739275,R,239854,R,1285639,R,59888,R,1585381,R,332,R,342642,R,342974,R,4914034,4174759,1 ,,,,,,,,,,,
2019,122931,2,R,571201,R,668268,R,283,R,20622,R,4401,R,13614,R,107027,R,605437,R,779979,R,1385416,R,27214,R,292651,R,319865,1,R,21230,R,10244,R,1,R,3688958,2,Z,0,R,500670,R,4078067,R,53002,R,4631739,R,93394,R,159144,R,252538,R,8573235,8573235,1 ,,,,,,,,,,,
2019,123961,2,R,5009597,R,1682067,R,1011,R,123825,R,192182,R,77174,R,200713,R,5210596,R,2075973,R,7286569,R,110764,R,1520923,R,1631687,1,R,16086,R,20127,R,23,R,17203663,1,R,5271705,R,2849537,R,18225779,R,0,R,21075316,R,33184,R,8698540,R,8731724,R,52282408,47010703,1 ,,,,,,,,,,,
2019,126614,2,R,3081901,R,2701550,R,1167,R,626442,R,124940,R,97009,R,172463,R,3805352,R,3000120,R,6805472,R,190727,R,295022,R,485749,1,R,74631,R,19373,R,4,R,10712725,1,R,34742,R,3188374,R,10289262,R,352034,R,13829670,R,71729,R,3074035,R,3145764,R,27722901,27688159,1 ,,,,,,,,,,,
2019,126775,2,R,406665,R,822340,R,168,R,746826,R,30493,R,1768,R,116813,R,1155259,R,969814,R,2125073,R,14249,R,278890,R,293139,1,R,4203,R,1699,R,0,R,1320333,1,R,499947,R,212379,R,1845198,R,28395,R,2085972,R,2290,R,320069,R,322359,R,4228611,3728664,1 ,,,,,,,,,,,
2019,129020,2,R,1403176,R,1071782,R,879,R,147508,R,108018,R,51627,R,251701,R,1602311,R,1432380,R,3034691,R,76164,R,851608,R,927772,1,R,24935,R,27624,R,12,R,9307449,1,R,5553073,R,2741638,R,9489659,R,1271342,R,13502639,R,26695,R,1076645,R,1103340,R,29466501,23913428,1 ,,,,,,,,,,,
2019,130794,2,R,8362230,R,2037993,R,2343,R,261793,R,143350,R,337547,R,219834,R,8961570,R,2403520,R,11365090,R,345743,R,9517277,R,9863020,1,R,50686,R,65086,R,11,R,43867811,2,Z,0,R,21916388,R,16596831,R,113967,R,38627186,R,865935,R,23258323,R,24124258,R,106619255,106619255,1 ,,,,,,,,,,,
2019,130943,2,R,2975607,R,706732,R,474,R,1136750,R,87271,R,1203,R,113782,R,4113560,R,908259,R,5021819,R,61123,R,776989,R,838112,1,R,38472,R,14754,R,3,R,8467681,1,R,4265880,R,2697685,R,9261782,R,25886,R,11985353,R,22126,R,2892940,R,2915066,R,27633980,23368100,1 ,,,,,,,,,,,
2019,131159,2,R,756367,R,718904,R,587,R,51288,R,149516,R,12788,R,209415,R,820443,R,1078422,R,1898865,R,69643,R,797105,R,866748,1,R,25487,R,21929,R,1,R,6857638,1,R,1673305,R,1031705,R,5491805,R,167091,R,6690601,R,64439,R,1919891,R,1984330,R,17205874,15532569,1 ,,,,,,,,,,,
2019,131469,2,R,1161463,R,1461076,R,802,R,171696,R,917928,R,34480,R,246226,R,1367639,R,2626032,R,3993671,R,61189,R,1737695,R,1798884,1,R,16136,R,27151,R,4,R,16373812,1,R,4102412,R,1811545,R,9199972,R,1887797,R,12899314,R,10436,R,5349122,R,5359558,R,38735096,34632684,1 ,,,,,,,,,,,
2019,131496,2,R,1848301,R,2808631,R,1340,R,212081,R,168696,R,40142,R,449100,R,2100524,R,3427767,R,5528291,R,143246,R,1232719,R,1375965,1,R,34985,R,36007,R,6,R,13013657,1,R,4405832,R,2762291,R,10496864,R,141973,R,13401128,R,105622,R,2651929,R,2757551,R,33578168,29172336,1 ,,,,,,,,,,,
2019,131520,2,R,1512878,R,420882,R,156,R,172439,R,172439,R,3796,R,65499,R,1689113,R,658976,R,2348089,R,4211,R,409872,R,414083,1,R,2741,R,736,R,5,R,3598100,1,R,951526,R,84156,R,1888416,R,966731,R,2939303,R,107100,R,0,R,107100,R,7596029,6644503,1 ,,,,,,,,,,,
2019,133951,2,R,1154866,R,473816,Z,0,R,431317,R,106809,R,59835,R,115482,R,1646018,R,696107,R,2342125,R,45816,R,1059341,R,1105157,1,R,12664,R,7110,R,4,R,7511014,1,R,2749883,R,1336234,R,7707819,R,133272,R,9177325,R,20277,R,490598,R,510875,R,19949097,17199214,1 ,,,,,,,,,,,
2019,134097,2,R,1896599,R,1825069,R,409,R,363643,R,101613,R,23664,R,334556,R,2283906,R,2261647,R,4545553,R,69126,R,348367,R,417493,1,R,11713,R,16557,R,8,R,9261769,2,Z,0,R,2577172,R,6627545,R,1349951,R,10554668,R,50397,R,707035,R,757432,R,20573869,20573869,1 ,,,,,,,,,,,
2019,134130,2,R,3731990,R,1496176,R,1304,R,1162083,R,264709,R,85350,R,63236,R,4979423,R,1825425,R,6804848,R,91203,R,1577341,R,1668544,1,R,8302,R,22303,R,8,R,15581539,1,R,4988296,R,1308856,R,13117578,R,913369,R,15339803,R,0,R,6616224,R,6616224,R,42525862,37537566,1 ,,,,,,,,,,,
2019,135726,2,R,1771329,R,1079617,R,667,R,180264,R,166148,R,31793,R,122530,R,1983386,R,1368962,R,3352348,R,95078,R,717645,R,812723,1,R,16317,R,6902,R,6,R,10325515,1,R,2876345,R,1722947,R,11597538,R,484305,R,13804790,R,33127,R,6345856,R,6378983,R,33385633,30509288,1 ,,,,,,,,,,,
2019,137351,2,R,1017113,R,985338,R,939,R,982221,R,71504,R,351,R,64732,R,1999685,R,1122513,R,3122198,R,89079,R,760380,R,849459,1,R,14207,R,13234,R,2,R,6219454,1,R,2013126,R,991322,R,5632279,R,240575,R,6864176,R,0,R,2111167,R,2111167,R,17207923,15194797,1 ,,,,,,,,,,,
2019,139658,2,R,2378073,R,1316213,R,1048,R,282324,R,150632,R,68803,R,374653,R,2729200,R,1842546,R,4571746,R,106421,R,1228736,R,1335157,1,R,21486,R,9693,R,8,R,20852451,1,R,5348631,R,6009775,R,15902495,R,36868,R,21949138,R,179546,R,6247641,R,6427187,R,54577407,49228776,1 ,,,,,,,,,,,
2019,139755,2,R,419708,R,1969579,Z,0,R,2237111,R,152385,R,19830,R,267794,R,2676649,R,2389758,R,5066407,R,25163,R,1021955,R,1047118,1,R,6543,R,7124,R,1,R,5870612,1,R,1848144,R,219415,R,9515413,R,0,R,9734828,R,0,R,1373166,R,1373166,R,18826750,16978606,1 ,,,,,,,,,,,
2019,139959,2,R,4006142,R,1256379,R,524,R,771146,R,302736,R,95787,R,129213,R,4873075,R,1688852,R,6561927,R,123845,R,781269,R,905114,1,R,28035,R,9162,R,15,R,11782596,1,R,4319209,R,2066176,R,11688946,R,794126,R,14549248,R,129248,R,3794444,R,3923692,R,34574745,30255536,1 ,,,,,,,,,,,
2019,144050,2,R,5447169,R,2153933,R,1616,R,96432,R,134596,R,193920,R,198434,R,5737521,R,2488579,R,8226100,R,158994,R,1111282,R,1270276,1,R,49925,R,43245,R,5,R,12023328,1,R,2877771,R,4592418,R,13545411,R,505157,R,18642986,R,296185,R,2177026,R,2473211,R,36017296,33139525,1 ,,,,,,,,,,,
2019,145600,2,R,2252819,R,850000,R,642,R,9000,R,0,R,1800,R,60000,R,2263619,R,910642,R,3174261,R,113132,R,4228457,R,4341589,1,R,36579,R,28197,R,4,R,8085953,2,Z,0,R,537428,R,8014740,R,0,R,8552168,R,1040,R,2392988,R,2394028,R,19032149,19032149,1 ,,,,,,,,,,,
2019,145637,2,R,5443425,R,1588130,R,1104,R,343379,R,383535,R,232051,R,168470,R,6018855,R,2141239,R,8160094,R,322962,R,2827369,R,3150331,1,R,56091,R,35014,R,14,R,22595035,2,Z,0,R,5216665,R,14736507,R,878332,R,20831504,R,391460,R,4599634,R,4991094,R,48417633,48417633,1 ,,,,,,,,,,,
2019,147767,2,R,2577346,R,2151485,R,1016,R,218675,R,208488,R,103053,R,178879,R,2899074,R,2539868,R,5438942,R,102906,R,1576546,R,1679452,1,R,24595,R,38646,R,2,R,17129285,1,R,4629751,R,2897792,R,13038435,R,0,R,15936227,R,506543,R,3306104,R,3812647,R,41507910,36878159,1 ,,,,,,,,,,,
2019,151351,2,R,5034705,R,2355747,R,2213,R,362597,R,4249193,R,157807,R,276269,R,5555109,R,6883422,R,12438531,R,227913,R,2168712,R,2396625,1,R,36489,R,19031,R,15,R,17887725,1,R,6151458,R,5997564,R,12123748,R,1009961,R,19131273,R,172665,R,4548783,R,4721448,R,47891904,41740446,1 ,,,,,,,,,,,
2019,152080,2,R,2501266,R,1194011,R,742,R,250581,R,114514,R,55317,R,144501,R,2807164,R,1453768,R,4260932,R,101719,R,1153063,R,1254782,1,R,22075,R,23887,R,9,R,12653293,1,R,3926418,R,5231864,R,8987280,R,338897,R,14558041,R,109385,R,2309370,R,2418755,R,33556507,29630089,1 ,,,,,,,,,,,
2019,160755,2,R,1863132,R,1274114,R,885,R,38097,R,6263,R,57985,R,197712,R,1959214,R,1478974,R,3438188,R,61678,R,273124,R,334802,1,R,10677,R,5876,R,6,R,5812646,1,R,1350204,R,3219992,R,9028116,R,299878,R,12547986,R,50813,R,1314878,R,1365691,R,21076527,19726323,1 ,,,,,,,,,,,
2019,162928,2,R,2354643,R,1817057,R,880,R,153538,R,169842,R,52559,R,171703,R,2560740,R,2159482,R,4720222,R,119943,R,1180360,R,1300303,1,R,59157,R,43126,R,11,R,15352196,1,R,4927879,R,3358270,R,19095662,R,317933,R,22771865,R,73971,R,7958830,R,8032801,R,51084741,46156862,1 ,,,,,,,,,,,
2019,163286,2,R,2116578,R,1450004,R,444,R,347200,R,315998,R,16840,R,148173,R,2480618,R,1914619,R,4395237,R,105608,R,1550151,R,1655759,1,R,23889,R,41960,R,6,R,13484661,2,Z,0,R,1002857,R,9380466,R,747336,R,11130659,R,219746,R,3890864,R,4110610,R,28725930,28725930,1 ,,,,,,,,,,,
2019,164924,2,R,1459144,R,1013709,R,1048,R,299251,R,57204,R,41733,R,104778,R,1800128,R,1176739,R,2976867,R,147319,R,252173,R,399492,1,R,40804,R,41565,R,7,R,10838825,1,R,3771965,R,2805156,R,10930096,R,121355,R,13856607,R,203875,R,1378005,R,1581880,R,30049277,26277312,1 ,,,,,,,,,,,
2019,164988,2,R,1227843,R,4385607,R,430,R,162642,R,147582,R,344241,R,588550,R,1734726,R,5122169,R,6856895,R,59961,R,2082736,R,2142697,1,R,15758,R,13143,R,20,R,11824176,1,R,2739855,R,563427,R,11397795,R,223051,R,12184273,R,86556,R,1759014,R,1845570,R,28593874,25854019,1 ,,,,,,,,,,,
2019,165015,2,R,1028456,R,1095012,R,641,R,151921,R,150742,R,11942,R,49626,R,1192319,R,1296021,R,2488340,R,25664,R,444297,R,469961,1,R,13137,R,14704,R,0,R,3494501,1,R,868833,R,537024,R,3822586,R,371298,R,4730908,R,70178,R,284937,R,355115,R,9449357,8580524,1 ,,,,,,,,,,,
2019,166027,2,R,14163142,R,2312321,R,1629,R,621223,R,416000,R,591654,R,236639,R,15376019,R,2966589,R,18342608,R,399670,R,2654138,R,3053808,1,R,37523,R,102666,R,33,R,57314350,1,R,20471475,R,17330169,R,21181297,R,9119769,R,47631235,R,1493933,R,66601511,R,68095444,R,193512504,173041029,1 ,,,,,,,,,,,
2019,166629,2,R,1942690,R,1834155,R,578,R,403810,R,141678,R,71479,R,168025,R,2417979,R,2144436,R,4562415,R,73971,R,2623866,R,2697837,1,R,22719,R,21140,R,2,R,9748378,1,R,187607,R,1170039,R,7283976,R,451647,R,8905662,R,12008,R,2562412,R,2574420,R,21416067,21228460,1 ,,,,,,,,,,,
2019,166683,2,R,1356319,R,736408,R,350,R,377242,R,11940781,R,49935,R,84269,R,1783496,R,12761808,R,14545304,R,81237,R,2175787,R,2257024,1,R,22821,R,26468,R,4,R,12893027,1,R,3080131,R,1465414,R,10189400,R,440975,R,12095789,R,0,R,3519592,R,3519592,R,31588539,28508408,1 ,,,,,,,,,,,
2019,167358,2,R,525602,R,1106157,R,401,R,131240,R,132649,R,8032,R,174998,R,664874,R,1414205,R,2079079,R,47165,R,1271884,R,1319049,1,R,12387,R,19554,R,1,R,5763416,1,R,1730168,R,351536,R,7590631,R,114894,R,8057061,R,0,R,1568671,R,1568671,R,17119316,15389148,1 ,,,,,,,,,,,
2019,168148,2,R,885931,R,1173501,R,981,R,92171,R,209592,R,16275,R,196320,R,994377,R,1580394,R,2574771,R,138099,R,672263,R,810362,1,R,34640,R,10963,R,6,R,6463410,1,R,1593323,R,1963893,R,9922803,R,126491,R,12013187,R,43056,R,1693991,R,1737047,R,21806967,20213644,1 ,,,,,,,,,,,
