year,UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM ,LEXP100K,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST
2019,168421,2,R,180101,R,756454,R,252,R,5435,R,155320,R,5481,R,159716,R,191017,R,1071742,R,1262759,R,5745,R,520062,R,525807,1,R,1865,R,2643,R,0,R,1342281,1,R,360059,R,133834,R,2567065,R,14935,R,2715834,R,20400,R,345610,R,366010,R,4784184,4424125,1 ,,,,,,,,,,,
2019,170976,2,R,5100626,R,3138222,R,2774,R,1118526,R,278360,R,356309,R,291791,R,6575461,R,3711147,R,10286608,R,481858,R,4892037,R,5373895,1,R,67703,R,39849,R,10,R,36239270,1,R,12634814,R,7849934,R,19681649,R,1698521,R,29230104,R,299824,R,9181581,R,9481405,R,87585593,74950779,1 ,,,,,,,,,,,
2019,171100,2,R,3563315,R,3217507,R,1631,R,873714,R,189914,R,138000,R,179413,R,4575029,R,3588465,R,8163494,R,148500,R,2667370,R,2815870,1,R,63960,R,17277,R,2,R,13877379,2,Z,0,R,5185643,R,14433491,R,189120,R,19808254,R,140809,R,3336469,R,3477278,R,37162911,37162911,1 ,,,,,,,,,,,
2019,174066,2,R,4093542,R,1958109,R,613,R,1045944,R,75712,R,154999,R,313296,R,5294485,R,2347730,R,7642215,R,87872,R,1950347,R,2038219,1,R,99696,R,43707,R,23,R,19676174,1,R,5936350,R,4472733,R,15082373,R,926334,R,20481440,R,0,R,3615319,R,3615319,R,49709283,43772933,1 ,,,,,,,,,,,
2019,179867,2,R,1884580,R,2058258,R,965,R,310574,R,66897,R,56127,R,181890,R,2251281,R,2308010,R,4559291,R,112021,R,1077599,R,1189620,1,R,34835,R,38211,R,11,R,11492122,1,R,3919570,R,2264909,R,12640327,R,119729,R,15024965,R,112530,R,12076313,R,12188843,R,42625500,38705930,1 ,,,,,,,,,,,
2019,182670,2,R,1572224,R,1055503,R,2429,R,110273,R,135234,R,43919,R,253830,R,1726416,R,1446996,R,3173412,R,173177,R,1225740,R,1398917,1,R,45376,R,27809,R,7,R,9006397,1,R,3034188,R,1644503,R,10029906,R,330405,R,12004814,R,52777,R,2433925,R,2486702,R,26532101,23497913,1 ,,,,,,,,,,,
2019,185828,2,R,140063,R,168865,R,37,R,80633,R,12,R,54,R,60525,R,220750,R,229439,R,450189,R,6344,R,24422,R,30766,1,R,2633,R,3268,R,1,R,1971719,1,R,895309,R,68833,R,1492410,R,1334,R,1562577,R,0,R,237319,R,237319,R,4666924,3771615,1 ,,,,,,,,,,,
2019,186131,2,R,7463469,R,2543313,R,2005,R,498152,R,191065,R,162163,R,275004,R,8123784,R,3011387,R,11135171,R,149780,R,1990269,R,2140049,1,R,70878,R,66222,R,9,R,23684114,1,R,6513537,R,12991806,R,18432176,R,1460185,R,32884167,R,728139,R,5640454,R,6368593,R,69450411,62936874,1 ,,,,,,,,,,,
2019,186371,2,R,290838,R,75727,R,45,R,5486,R,438,R,8767,R,11001,R,305091,R,87211,R,392302,R,12082,R,9599,R,21681,1,R,3848,R,3470,R,1,R,2582496,1,R,1229691,R,123983,R,1544353,R,29840,R,1698176,R,0,R,177835,R,177835,R,5688198,4458507,1 ,,,,,,,,,,,
2019,186380,2,R,1709937,R,938970,R,316,R,256608,R,4515,R,62109,R,107352,R,2028654,R,1051153,R,3079807,R,135817,R,93153,R,228970,1,R,32467,R,31314,R,10,R,14596663,1,R,6547996,R,1019533,R,9350829,R,99371,R,10469733,R,49419,R,1706444,R,1755863,R,33370255,26822259,1 ,,,,,,,,,,,
2019,186399,2,R,356223,R,169367,R,85,R,114336,R,1156,R,16233,R,24586,R,486792,R,195194,R,681986,R,28052,R,21419,R,49471,1,R,3261,R,4370,R,1,R,4726748,1,R,2194161,R,245991,R,2610332,R,38772,R,2895095,R,0,R,455439,R,455439,R,10271443,8077282,1 ,,,,,,,,,,,
2019,186867,2,R,65683,R,266869,R,81,Z,0,R,1,R,898,R,52297,R,66581,R,319248,R,385829,R,1269,R,266837,R,268106,1,R,556,R,2044,R,0,R,942022,1,R,230579,R,8393,R,1058656,R,5865,R,1072914,R,79159,R,169824,R,248983,R,2494498,2263919,1 ,,,,,,,,,,,
2019,190415,2,R,5152167,R,1698149,R,4269,R,535410,R,448517,R,240369,R,160209,R,5927946,R,2311144,R,8239090,R,213043,R,3000508,R,3213551,1,R,47510,R,45837,R,15,R,23528436,1,R,6242235,R,5143747,R,12626308,R,318600,R,18088655,R,52592,R,13575585,R,13628177,R,61487503,55245268,1 ,,,,,,,,,,,
2019,191241,2,R,1144485,R,1305630,Z,0,R,110819,R,28896,R,16326,R,101483,R,1271630,R,1436009,R,2707639,R,52896,R,212247,R,265143,1,R,10447,R,8326,R,3,R,6338689,1,R,3246262,R,1023681,R,6369850,R,1278955,R,8672486,R,107341,R,1405763,R,1513104,R,19770541,16524279,1 ,,,,,,,,,,,
2019,193900,2,R,3514631,R,2074548,R,1269,R,301174,R,415103,R,51854,R,233733,R,3867659,R,2724653,R,6592312,R,180395,R,3789273,R,3969668,1,R,38260,R,41159,R,9,R,22194125,1,R,6675327,R,13612186,R,13088872,R,781516,R,27482574,R,47984,R,6270282,R,6318266,R,62670292,55994965,1 ,,,,,,,,,,,
2019,194824,2,R,311899,R,264811,R,203,R,14670,R,56515,R,3872,R,59959,R,330441,R,381488,R,711929,R,9050,R,51816,R,60866,1,R,4155,R,4017,R,1,R,900341,1,R,208084,R,56877,R,2363468,R,5535,R,2425880,R,0,R,687001,R,687001,R,4221306,4013222,1 ,,,,,,,,,,,
2019,195003,2,R,319213,R,374271,R,255,R,63563,R,72706,R,6478,R,86036,R,389254,R,533268,R,922522,R,30370,R,331484,R,361854,1,R,4198,R,6347,R,0,R,3669098,2,Z,0,R,197372,R,2529429,R,52370,R,2779171,R,8132,R,366722,R,374854,R,6823123,6823123,1 ,,,,,,,,,,,
2019,195030,2,R,2336851,R,1116792,Z,0,R,184266,R,58960,R,47767,R,123565,R,2568884,R,1299317,R,3868201,R,109628,R,1001383,R,1111011,1,R,14213,R,17614,R,7,R,8314859,1,R,2420629,R,1812553,R,10942510,R,97483,R,12852546,R,0,R,2577604,R,2577604,R,26165638,23745009,1 ,,,,,,,,,,,
2019,196079,2,R,1481602,R,817118,R,358,R,65609,R,69320,R,42649,R,175748,R,1589860,R,1062544,R,2652404,R,85719,R,336107,R,421826,1,R,16343,R,16071,R,4,R,5556669,2,Z,0,R,796483,R,5750323,R,354866,R,6901672,R,127176,R,505746,R,632922,R,13091263,13091263,1 ,,,,,,,,,,,
2019,196088,2,R,1977337,R,1253746,R,429,R,310973,R,16746,R,99335,R,182999,R,2387645,R,1453920,R,3841565,R,64004,R,484139,R,548143,1,R,25668,R,30880,R,9,R,9525149,2,Z,0,R,618857,R,9354986,R,164906,R,10138749,R,25187,R,1631822,R,1657009,R,21320907,21320907,1 ,,,,,,,,,,,
2019,196097,2,R,1663661,R,354833,R,643,R,50290,R,5838,R,1127,R,170894,R,1715078,R,532208,R,2247286,R,44800,R,12786,R,57586,1,R,13612,R,8803,R,7,R,5494460,2,Z,0,R,558306,R,9301391,R,398693,R,10258390,R,149380,R,346643,R,496023,R,16248873,16248873,1 ,,,,,,,,,,,
2019,196413,2,R,1513202,R,738980,R,629,R,115380,Z,0,R,33963,R,153380,R,1662545,R,892989,R,2555534,R,133964,R,51627,R,185591,1,R,32444,R,16047,R,3,R,10084817,1,R,3306562,R,2860172,R,9400409,R,637094,R,12897675,R,28039,R,2491934,R,2519973,R,28809027,25502465,1 ,,,,,,,,,,,
2019,197708,2,R,1020730,R,302274,R,434,R,26530,R,0,R,4275,R,63978,R,1051535,R,366686,R,1418221,R,23151,R,98108,R,121259,1,R,2199,R,1533,R,3,R,3157002,1,R,1086177,R,429547,R,4412078,R,43286,R,4884911,R,11076,R,331055,R,342131,R,9470221,8384044,1 ,,,,,,,,,,,
2019,198419,2,R,4232350,R,2232048,R,1217,R,396213,R,1169498,R,153131,R,306560,R,4781694,R,3709323,R,8491017,R,275626,R,1573230,R,1848856,1,R,32278,R,41955,R,7,R,17941765,1,R,4847583,R,7770707,R,15759929,R,842236,R,24372872,R,64274,R,4875317,R,4939591,R,52101811,47254228,1 ,,,,,,,,,,,
2019,199120,2,R,5397480,R,1627253,R,1317,R,10766638,R,50919,R,154189,R,224277,R,16318307,R,1903766,R,18222073,R,279021,R,5839810,R,6118831,1,R,27386,R,18009,R,10,R,18948568,1,R,6108069,R,3482773,R,11863489,R,176855,R,15523117,R,697891,R,4316516,R,5014407,R,45594161,39486092,1 ,,,,,,,,,,,
2019,199193,2,R,1471874,R,1289637,R,678,R,272694,R,61487,R,47212,R,57028,R,1791780,R,1408830,R,3200610,R,97815,R,2574938,R,2672753,1,R,18662,R,27155,R,4,R,14913207,2,Z,0,R,1820308,R,9077789,R,236695,R,11134792,R,103644,R,6131068,R,6234712,R,32282711,32282711,1 ,,,,,,,,,,,
2019,199847,2,R,999684,R,1604216,R,669,R,275826,R,53516,R,112209,R,151675,R,1387719,R,1810076,R,3197795,R,56846,R,270705,R,327551,1,R,12627,R,7149,R,2,R,6035579,1,R,1355249,R,998391,R,8317504,R,187776,R,9503671,R,72540,R,3295108,R,3367648,R,20262147,18906898,1 ,,,,,,,,,,,
2019,201645,2,R,1152213,R,1532477,R,633,R,61257,R,23240,R,36364,R,28682,R,1249834,R,1585032,R,2834866,R,58469,R,4395,R,62864,1,R,15070,R,11140,R,5,R,5705469,1,R,1615158,R,1191417,R,6354211,R,152542,R,7698170,R,38979,R,1747668,R,1786647,R,16805444,15190286,1 ,,,,,,,,,,,
2019,204796,2,R,4241337,R,1366145,R,3787,R,115770,R,139759,R,201205,R,76675,R,4558312,R,1586366,R,6144678,R,220686,R,1197484,R,1418170,1,R,39958,R,19687,R,12,R,17314181,1,R,4984038,R,3717043,R,14800991,R,0,R,18518034,R,1028721,R,9770017,R,10798738,R,51614991,46630953,1 ,,,,,,,,,,,
2019,211440,2,R,660253,R,918854,R,738,R,57898,R,364973,R,15331,R,136030,R,733482,R,1420595,R,2154077,R,23629,R,1114130,R,1137759,1,R,5042,R,6060,R,3,R,5212752,1,R,1297202,R,815981,R,7531027,R,26630,R,8373638,R,17485,R,1839823,R,1857308,R,16740900,15443698,1 ,,,,,,,,,,,
2019,212054,2,R,292022,R,885237,R,398,R,6002,R,71833,R,4349,R,157400,R,302373,R,1114868,R,1417241,R,89903,R,1409580,R,1499483,1,R,20091,R,12164,R,4,R,4240956,1,R,1434316,R,213619,R,5828197,R,88936,R,6130752,R,22334,R,428545,R,450879,R,12256903,10822587,1 ,,,,,,,,,,,
2019,213543,2,R,740435,R,471889,R,209,R,2554,R,68285,R,8195,R,60385,R,751184,R,600768,R,1351952,R,23945,R,305344,R,329289,1,R,8818,R,9120,R,0,R,2962946,2,R,0,R,564548,R,3486658,R,0,R,4051206,R,5768,R,483026,R,488794,R,7502946,7502946,1 ,,,,,,,,,,,
2019,214777,2,R,3333023,R,2667315,R,882,R,2247483,R,376380,R,89198,R,200000,R,5669704,R,3244577,R,8914281,R,272324,R,1538867,R,1811191,1,R,65257,R,51672,R,27,R,26585922,1,R,10224880,R,4583739,R,18740611,R,469359,R,23793709,R,262658,R,6631148,R,6893806,R,67498317,57273437,1 ,,,,,,,,,,,
2019,215062,2,R,5276664,R,2013904,R,2103,R,5586569,R,4497785,R,3651,R,282857,R,10866884,R,6796649,R,17663533,R,152479,R,952592,R,1105071,1,R,74495,R,82610,R,14,R,23787188,1,R,7255578,R,6402454,R,15828636,R,944627,R,23175717,R,216981,R,11753240,R,11970221,R,66188704,58933126,1 ,,,,,,,,,,,
2019,215293,2,R,3848436,R,1748499,R,584,R,472159,R,41520,R,108837,R,278771,R,4429432,R,2069374,R,6498806,R,72072,R,2720649,R,2792721,1,R,35202,R,20421,R,16,R,13332319,1,R,4440056,R,2561525,R,14953696,R,642083,R,18157304,R,5103,R,3521129,R,3526232,R,39455911,35015855,1 ,,,,,,,,,,,
2019,216597,2,R,590659,R,882342,R,965,R,4744,Z,0,R,10166,R,96640,R,605569,R,979947,R,1585516,R,29181,R,521102,R,550283,1,R,9147,R,13021,R,1,R,4418780,2,Z,0,R,923752,R,4388942,R,100690,R,5413384,R,28395,R,569676,R,598071,R,10430235,10430235,1 ,,,,,,,,,,,
2019,217156,2,R,2337022,R,2030160,R,556,R,248770,R,0,R,61798,R,146154,R,2647590,R,2176870,R,4824460,R,98823,R,1307621,R,1406444,1,R,34094,R,39484,R,7,R,10796589,1,R,3031588,R,3373041,R,8873466,R,984099,R,13230606,R,106183,R,2201920,R,2308103,R,29366886,26335298,1 ,,,,,,,,,,,
2019,217882,2,R,659867,R,701260,R,206,R,73032,R,119795,R,24060,R,112231,R,756959,R,933492,R,1690451,R,64750,R,1551312,R,1616062,1,R,6534,R,10654,R,4,R,4386440,1,R,1682277,R,830783,R,7965381,R,130371,R,8926535,R,12479,R,969095,R,981574,R,15976826,14294549,1 ,,,,,,,,,,,
2019,217925,2,R,78053,R,366520,R,130,R,2300,R,251,R,7,R,66205,R,80360,R,433106,R,513466,R,12044,R,89928,R,101972,1,R,342,R,532,R,0,R,224379,2,Z,0,R,29595,R,182855,R,41684,R,254134,R,0,R,0,R,0,R,478513,478513,1 ,,,,,,,,,,,
2019,221999,2,R,1932705,R,2405233,R,779,R,264864,R,133550,R,63841,R,191381,R,2261410,R,2730943,R,4992353,R,85636,R,44818,R,130454,1,R,15549,R,15606,R,8,R,10311386,1,R,2487593,R,2948101,R,12288331,R,0,R,15236432,R,51809,R,9494739,R,9546548,R,37581959,35094366,1 ,,,,,,,,,,,
2019,223232,2,R,1179275,R,642438,R,984,R,259091,R,40311,R,44917,R,152200,R,1483283,R,835933,R,2319216,R,52458,R,161072,R,213530,1,R,25336,R,19787,R,8,R,9003926,1,R,2782001,R,656840,R,9477938,R,54525,R,10189303,R,66051,R,3425337,R,3491388,R,25466618,22684617,1 ,,,,,,,,,,,
2019,227757,2,R,1844943,R,182532,R,796,R,472755,R,143502,R,43947,R,73432,R,2361645,R,400262,R,2761907,R,63576,R,211599,R,275175,1,R,12407,R,10911,R,1,R,6143274,1,R,1707830,R,3865542,R,8191397,R,598293,R,12655232,R,54610,R,1536855,R,1591465,R,22097801,20389971,1 ,,,,,,,,,,,
2019,228246,2,R,1800912,R,2352945,R,697,R,2566224,R,84213,R,28717,R,168455,R,4395853,R,2606310,R,7002163,R,64849,R,264677,R,329526,1,R,6381,R,7284,R,6,R,6540024,1,R,1875408,R,1587418,R,5275083,R,0,R,6862501,R,48511,R,3090431,R,3138942,R,18416875,16541467,1 ,,,,,,,,,,,
2019,228723,2,R,3904311,R,1911696,R,1303,R,401351,R,0,R,115870,R,164422,R,4421532,R,2077421,R,6498953,R,205233,R,20506161,R,20711394,1,R,46414,R,33431,R,15,R,15896320,2,Z,0,R,3618738,R,21145338,R,756626,R,25520702,R,156902,R,6533974,R,6690876,R,48107898,48107898,1 ,,,,,,,,,,,
2019,228778,2,R,11650889,R,1650357,R,970,R,909297,R,82701,R,253115,R,487265,R,12813301,R,2221293,R,15034594,R,260273,R,2102979,R,2363252,1,R,39263,R,30098,R,15,R,23563233,1,R,4299132,R,8549214,R,12894120,R,437090,R,21880424,R,143263,R,6342855,R,6486118,R,56228907,51929775,1 ,,,,,,,,,,,
2019,228875,2,R,970323,R,1383493,R,598,R,582133,R,136136,R,11804,R,154528,R,1564260,R,1674755,R,3239015,R,43570,R,393507,R,437077,1,R,7447,R,8613,R,0,R,3474993,2,Z,0,R,1356913,R,5689170,R,8648,R,7054731,R,8814,R,505662,R,514476,R,11044200,11044200,1 ,,,,,,,,,,,
2019,231624,2,R,1054123,R,2598640,R,645,R,189667,R,292579,R,40730,R,201557,R,1284520,R,3093421,R,4377941,R,58020,R,1433131,R,1491151,1,R,14648,R,9310,R,5,R,4603072,1,R,1924789,R,853289,R,4881363,R,223279,R,5957931,R,25274,R,1321953,R,1347227,R,13833019,11908230,1 ,,,,,,,,,,,
2019,234076,2,R,3238260,R,993540,R,1456,R,660460,R,83148,R,121969,R,290269,R,4020689,R,1368413,R,5389102,R,164219,R,3993893,R,4158112,1,R,20742,R,26325,R,12,R,21223282,1,R,7138343,R,1654264,R,12533659,R,469302,R,14657225,R,131000,R,8247886,R,8378886,R,51397736,44259393,1 ,,,,,,,,,,,
2019,236948,2,R,4887340,R,1349382,R,621,R,583547,R,169920,R,175904,R,193793,R,5646791,R,1713716,R,7360507,R,186121,R,1101061,R,1287182,1,R,48314,R,92815,R,12,R,20093354,1,R,6843432,R,5349977,R,13367721,R,1164406,R,19882104,R,0,R,5790459,R,5790459,R,52609349,45765917,1 ,,,,,,,,,,,
2019,239105,2,R,1282381,R,2489360,R,488,R,665670,R,572,R,1035,R,62547,R,1949086,R,2552967,R,4502053,R,47450,R,116247,R,163697,1,R,8683,R,6747,R,1,R,4104990,2,Z,0,R,2920266,R,6157523,R,236400,R,9314189,R,14261,R,493093,R,507354,R,13926533,13926533,1 ,,,,,,,,,,,
2019,240444,2,R,5231321,R,1805614,R,707,R,584793,R,183216,R,320850,R,152137,R,6136964,R,2141674,R,8278638,R,165853,R,1876733,R,2042586,1,R,82787,R,96953,R,20,R,17135295,1,R,1091260,R,1853240,R,10675987,R,164722,R,12693949,R,74858,R,4397300,R,4472158,R,35392662,34301402,1 ,,,,,,,,,,,
2019,243744,2,R,9820841,R,2201637,R,2586,R,2881154,R,190588,R,479954,R,224608,R,13181949,R,2619419,R,15801368,R,387259,R,4001245,R,4388504,1,R,18562,R,14493,R,19,R,47034721,1,R,10141236,R,12731822,R,19743561,R,2503118,R,34978501,R,382166,R,23022143,R,23404309,R,115558767,105417531,1 ,,,,,,,,,,,
2019,243780,2,R,950167,R,2387052,R,631,R,16833,R,21613,R,44751,R,184456,R,1011751,R,2593752,R,3605503,R,44727,R,2146626,R,2191353,1,R,29054,R,19463,R,0,R,9243405,1,R,3301440,R,1324296,R,13475621,R,1069250,R,15869167,R,58181,R,2905989,R,2964170,R,31378182,28076742,1 ,,,,,,,,,,,
2019,445188,2,R,142067,R,1957441,R,738,R,3198,R,16,R,20,R,155150,R,145285,R,2113345,R,2258630,R,18330,R,525418,R,543748,1,R,6246,R,7663,R,0,R,2273154,2,Z,0,R,223004,R,1051682,R,156648,R,1431334,R,0,R,626606,R,626606,R,4331094,4331094,1 ,,,,,,,,,,,
2020,100858,2,R,1655073,R,1351443,R,264,R,596614,R,47593,R,66278,R,157743,R,2317965,R,1557043,R,3875008,R,56058,R,1567182,R,1623240,1,R,23487,R,8564,R,2,R,5168453,1,R,1493833,R,1090949,R,8116030,R,91690,R,9298669,R,15126,R,1985145,R,2000271,R,17961226,16467393,1 ,1,R,113.70,R,33.00,R,27.00,R,26.70,R,27.00
2020,110404,2,R,275751,R,117332,R,251,R,14446,R,5997,R,6033,R,77393,R,296230,R,200973,R,497203,R,4304,R,1538399,R,1542703,1,R,3443,R,10522,R,5,R,2103255,1,R,781544,R,236379,R,3134628,R,273126,R,3644133,R,0,R,1333714,R,1333714,R,7862646,7081102,1 ,1,R,38.79,R,11.60,R,7.75,R,17.75,R,1.69
2020,110635,2,R,7828872,R,1987782,R,13088,R,19947589,R,83110,R,304709,R,236654,R,28081170,R,2320634,R,30401804,R,192850,R,6486618,R,6679468,1,R,14906,R,11340,R,28,R,32056940,1,R,12103503,R,8258645,R,11239766,R,1487162,R,20985573,R,341606,R,2633109,R,2974715,R,68120731,56017228,1 ,1,R,488.00,R,104.00,R,140.00,R,117.00,R,127.00
2020,110644,2,R,2779649,R,1494091,R,784,R,252307,R,0,R,111370,R,0,R,3143326,R,1494875,R,4638201,R,46917,R,149121,R,196038,1,R,22827,R,15474,R,4,R,11304389,1,R,4732971,R,2297527,R,7387379,R,55272,R,9740178,R,45987,R,2391989,R,2437976,R,28215514,23482543,1 ,1,R,163.00,R,36.00,R,44.00,R,55.00,R,28.00
2020,110653,2,R,1684812,R,1722331,R,1607,R,252542,R,255770,R,7279,R,246625,R,1944633,R,2226333,R,4170966,R,39146,R,148992,R,188138,1,R,6428,R,13299,R,3,R,12379056,1,R,5356094,R,2211980,R,8149927,R,192622,R,10554529,R,4352,R,2012754,R,2017106,R,30306785,24950691,1 ,1,R,194.95,R,51.00,R,15.00,R,105.00,R,23.95
2020,110662,2,R,14054297,R,1565948,R,2249,R,4808458,R,0,R,6616,R,141304,R,18869371,R,1709501,R,20578872,R,324777,R,23798962,R,24123739,1,R,15299,R,25473,R,12,R,31951705,1,R,12560496,R,7878072,R,11794849,R,2183493,R,21856414,R,338330,R,7971513,R,8309843,R,74678458,62117962,1 ,1,R,454.00,R,100.00,R,85.00,R,186.00,R,83.00
2020,110671,2,R,4590523,R,1623533,R,1745,R,24395,R,80487,R,2308,R,110560,R,4617226,R,1816325,R,6433551,R,27878,R,130639,R,158517,1,R,5563,R,8610,R,3,R,7701969,1,R,2926764,R,781812,R,4347067,R,132483,R,5261362,R,7039,R,890961,R,898000,R,16788095,13861331,1 ,1,R,112.00,R,44.00,R,51.00,R,0.00,R,17.00
2020,110680,2,R,1397004,R,1909050,R,8970,R,235989,R,161459,R,63692,R,207307,R,1696685,R,2286786,R,3983471,R,82396,R,2079479,R,2161875,1,R,16504,R,16319,R,1,R,16574668,1,R,6841764,R,2693934,R,6739176,R,0,R,9433110,R,79774,R,4640650,R,4720424,R,37569966,30728202,1 ,1,R,260.00,R,57.00,R,66.00,R,100.00,R,37.00
2020,110705,2,R,3325621,R,928871,R,717,R,324013,R,10404,R,117374,R,58687,R,3767008,R,998679,R,4765687,R,48039,R,2553306,R,2601345,1,R,7565,R,15521,R,1,R,10387699,2,Z,0,R,2544187,R,2544187,R,26909,R,5115283,R,26909,R,4235729,R,4262638,R,19765620,19765620,1 ,1,R,164.00,R,32.00,R,7.00,R,89.00,R,36.00
2020,110714,2,R,758800,R,1349912,R,2506,R,57297,R,211549,R,16304,R,69816,R,832401,R,1633783,R,2466184,R,41654,R,1369079,R,1410733,1,R,5548,R,6110,R,0,R,5411980,1,R,2244089,R,691192,R,2116066,R,173693,R,2980951,R,10936,R,1315890,R,1326826,R,11963846,9719757,1 ,1,R,85.27,R,21.00,R,2.00,R,36.74,R,25.53
2020,121150,2,R,328631,R,508176,R,133,R,29890,R,172546,R,194,R,65130,R,358715,R,745985,R,1104700,R,14040,R,562075,R,576115,1,R,4154,R,6662,R,5,R,2263401,1,R,754402,R,185382,R,1435450,R,53625,R,1674457,R,187,R,393904,R,394091,R,5086351,4331949,1 ,1,R,39.91,R,18.00,R,1.00,R,14.20,R,6.71
2020,122931,2,R,555492,R,867776,R,291,R,20670,R,7783,R,13515,R,103891,R,589677,R,979741,R,1569418,R,16120,R,61993,R,78113,1,R,15462,R,6945,R,1,R,3148335,2,Z,0,R,519448,R,4174925,R,81158,R,4775531,R,90063,R,165829,R,255892,R,8179758,8179758,1 ,1,R,50.00,R,21.00,R,16.00,R,7.00,R,6.00
2020,123961,2,R,3468916,R,1688006,R,1830,R,334466,R,500000,R,119652,R,219488,R,3923034,R,2409324,R,6332358,R,72649,R,1520923,R,1593572,1,R,11444,R,22134,R,23,R,18114278,1,R,5794903,R,2234514,R,20439342,R,122339,R,22796195,R,0,R,9051203,R,9051203,R,55756579,49961676,1 ,1,R,238.00,R,64.00,R,103.00,R,19.00,R,52.00
2020,126614,2,R,2363606,R,4933423,R,1232,R,630444,R,124940,R,97746,R,183229,R,3091796,R,5242824,R,8334620,R,116981,R,3068063,R,3185044,1,R,57784,R,15781,R,4,R,10786567,1,R,37693,R,3010759,R,11145394,R,416020,R,14572173,R,41451,R,2648910,R,2690361,R,28086794,28049101,1 ,1,R,184.00,R,56.00,R,44.00,R,52.00,R,32.00
2020,126775,2,R,305670,R,720683,R,185,R,754240,R,37291,R,1768,R,215230,R,1061678,R,973389,R,2035067,R,6240,R,288659,R,294899,1,R,4885,R,1317,R,0,R,1530723,1,R,498688,R,278978,R,1766341,R,20000,R,2065319,R,2262,R,295805,R,298067,R,4392797,3894109,1 ,1,R,28.70,R,12.50,R,3.50,R,5.00,R,7.70
2020,129020,2,R,1818425,R,1116868,R,919,R,145907,R,177114,R,57834,R,216400,R,2022166,R,1511301,R,3533467,R,56929,R,2916052,R,2972981,1,R,22119,R,22922,R,5,R,9910128,1,R,6499871,R,1493385,R,10579123,R,1117325,R,13189833,R,9463,R,890085,R,899548,R,30499380,23999509,1 ,1,R,199.18,R,60.00,R,81.00,R,14.00,R,44.18
2020,130794,2,R,8589982,R,2271528,Z,0,R,269020,R,208800,R,352333,R,282076,R,9211335,R,2762404,R,11973739,R,213622,R,12221910,R,12435532,1,R,34948,R,45860,R,11,R,42149781,2,Z,0,R,23966486,R,14957133,R,0,R,38923619,R,656901,R,22654823,R,23311724,R,104385124,104385124,1 ,1,R,550.87,R,242.22,R,0.00,R,252.28,R,56.37
2020,130943,2,R,3274454,R,899739,R,500,R,1150763,R,89990,R,1136,R,137100,R,4426353,R,1127329,R,5553682,R,65227,R,335734,R,400961,1,R,34378,R,13762,R,4,R,8715152,1,R,4141907,R,2509875,R,9720247,R,28703,R,12258825,R,14810,R,2283432,R,2298242,R,27414126,23272219,1 ,1,R,149.07,R,51.00,R,29.75,R,49.32,R,19.00
2020,131159,2,R,775426,R,847780,R,541,R,53917,R,282206,R,14289,R,174047,R,843632,R,1304574,R,2148206,R,46586,P,996381,P,1042967,1,R,19284,R,15991,R,1,R,6862244,1,R,1612243,R,1289066,R,5666677,R,153184,R,7108927,R,78572,R,2208773,R,2287345,R,17870759,16258516,1 ,1,R,136.75,R,23.50,R,48.75,R,36.00,R,28.50
2020,131469,2,R,1147430,R,1027704,R,946,R,152932,R,4993,R,38631,R,298221,R,1338993,R,1331864,R,2670857,R,51251,R,3518649,R,3569900,1,R,12529,R,15833,R,4,R,17410241,1,R,4149151,R,1542870,R,8166097,R,1764558,R,11473525,R,12390,R,6542710,R,6555100,R,39588017,35438866,1 ,1,R,211.50,R,59.00,R,52.50,R,82.00,R,18.00
2020,131496,2,R,1836571,R,2899741,R,1164,R,172108,R,203357,R,40827,R,502142,R,2049506,R,3606404,R,5655910,R,86708,R,1454647,R,1541355,1,R,21964,R,28074,R,6,R,12413793,1,R,3788178,R,1827961,R,10852823,R,217565,R,12898349,R,54888,R,2199326,R,2254214,R,31354534,27566356,1 ,1,R,214.00,R,83.00,R,13.00,R,85.00,R,33.00
2020,131520,2,R,1533742,R,564247,R,268,R,172439,R,172439,R,40780,R,105478,R,1746961,R,842432,R,2589393,R,1899,R,191582,R,193481,1,R,793,R,203,R,5,R,1807317,1,R,551379,R,49237,R,2410406,R,193429,R,2653072,R,77000,R,268479,R,345479,R,5357247,4805868,1 ,1,R,48.00,R,12.00,R,7.00,R,17.00,R,12.00
