year,UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   ,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07   
1819,227757,R,7078812000,R,1294089000,R,0,R,8678384000,R,1250600000,R,950496000,R,3410997000,R,4016787000,R,1174703149,R,2842083851,R,7427784000,R,42279000,R,1664474000,R,466781000,R,93892000,Z,0,R,2267426000,R,973337000,R,1072805000,R,748356000,R,-18833000,R,305616000,R,7122168000,R,0,R,7427784000,R,2878103,R,2006671,R,1884769,R,0,R,35013594,R,117219425,R,159002562,R,122943000,R,8608000,R,131551000,R,195664000,R,195664000,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,81994812,R,81994812,R,0,R,0,R,10683188,R,10683188,R,0,R,0,R,0,R,0,R,0,R,0,R,146728000,R,50327000,R,96401000,R,0,R,105700000,R,9299000,R,96401000,R,0,R,41028000,R,41028000,R,0,R,0,R,0,R,0,Z,0,Z,0,R,563550000,R,329890000,R,233660000,R,0,R,29698000,R,29698000,R,44487000,R,44487000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1072805000,R,742744000,R,330061000,R,0,R,0,R,-69659000,R,69659000,Z,0,R,1072805000,R,673085000,R,399720000,R,0,R,331206848,R,224187530,R,135290402,R,47444806,R,0,R,0,R,39808396,R,11984511,R,81450305,R,28115834,R,63530664,R,42344352,R,69617823,R,8227009,R,27451562,R,0,R,0,R,0,R,0,R,0,R,0,R,748356000,R,362304042,R,82785000,R,54865486,R,66501000,R,34673000,R,147227472, 1,R,6228857000,R,6506177000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,228246,R,1705663000,R,1187512000,Z,0,R,3235908000,R,1058467000,R,817106000,R,659714000,R,1517727000,R,881419000,R,636308000,R,2177441000,R,295848000,R,1121877000,R,176738000,R,133905000,Z,0,R,1728368000,R,540856000,R,666116000,R,585246000,R,6154000,R,87024000,R,2090417000,R,0,R,2177441000,R,3486000,R,1295000,R,3882000,R,181000,R,30755000,R,165919000,R,205518000,R,191191000,R,3366000,R,194557000,R,319084000,R,319084000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,22830000,R,22830000,R,0,R,0,R,4201000,R,4201000,Z,0,Z,0,R,989000,R,989000,Z,0,Z,0,R,112979000,R,35885000,R,55064000,R,22030000,R,106620000,R,29526000,R,55064000,R,22030000,R,6359000,R,6359000,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,91698000,R,17432000,R,1437000,R,72829000,R,8472000,R,8472000,R,66386000,R,66386000,Z,0,Z,0,R,4075000,R,4075000,Z,0,Z,0,R,35402000,R,35402000,R,0,R,0,R,666116000,R,514756000,R,56501000,R,94859000,R,0,R,0,Z,0,Z,0,R,666116000,R,514756000,R,56501000,R,94859000,R,208133000,R,129427000,R,33188000,R,14725000,R,12704000,R,3522000,R,90049000,R,41304000,R,52218000,R,21586000,R,92722000,R,31967000,R,86350000,R,20589000,R,7472000,Z,0,Z,0,R,2410000,Z,0,R,0,R,0,R,585246000,R,263120000,R,67887000,R,65200000,R,45445000,R,30254000,R,113340000, 1,R,1619232000,R,1607333000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,228875,R,1849263000,R,1370984000,R,0,R,3318639000,R,914355000,R,668499000,R,1531034000,R,873250000,R,450609000,R,422641000,R,2404284000,R,152764000,R,1337522000,R,209593000,R,224964000,R,0,R,1924843000,R,553859000,R,578321000,R,534559000,R,-17215000,R,26547000,R,2377737000,R,0,R,2404284000,R,6424879,R,1795154,R,3842340,R,0,R,16401245,R,165982523,R,194446141,R,188021262,R,0,R,188021262,R,301136000,R,301136000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5310021,R,5310021,R,0,R,0,R,4432195,R,4432195,R,0,R,0,R,0,R,0,R,0,R,0,R,75182000,R,3685000,R,55197000,R,16300000,R,73460908,R,3680000,R,53480908,R,16300000,R,1721092,R,5000,R,1716092,R,0,R,0,R,0,R,0,R,0,R,48241000,R,27794000,R,20880000,R,-433000,R,559000,R,559000,R,66550067,R,66550067,R,0,R,0,R,0,R,0,R,0,R,0,R,76910717,R,75604717,R,994000,R,312000,R,578321000,R,485071000,R,77071000,R,16179000,R,0,R,52337000,R,-52337000,R,0,R,578321000,R,537408000,R,24734000,R,16179000,R,195608000,R,109194286,R,6595000,R,3384670,R,0,R,0,R,50271000,R,18184051,R,104493957,R,48879711,R,50116000,R,25187663,R,112832043,R,15999163,R,0,R,0,R,0,R,0,R,0,R,14643000,R,7960357,R,534559000,R,228789901,R,74226033,R,24148645,R,64065478,R,15557765,R,127771178, 1,R,1595949000,R,1620665000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,239105,R,733108000,R,643191000,R,0,R,1517454000,R,390969000,R,220020000,R,416803000,R,709682000,R,464495000,R,245187000,R,1126485000,R,60336000,R,807806000,R,298409000,R,21894000,R,356000,R,1188801000,R,545610000,R,470298000,R,442399000,R,0,R,27899000,R,1098586000,R,0,R,1126485000,R,7550000,R,3760000,R,3545000,R,10000,R,22367000,R,146144000,R,183376000,R,172282000,R,0,R,172282000,R,256633000,R,256633000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,21488000,R,21488000,R,0,R,0,R,4248000,R,4248000,R,0,R,0,R,0,R,0,R,0,R,0,R,53803000,R,13075000,R,20012000,R,20716000,R,46956000,R,6228000,R,20012000,R,20716000,R,6847000,R,6847000,R,0,R,0,R,0,R,0,R,0,R,0,R,36109000,R,6279000,R,29094000,R,736000,R,10294000,R,10294000,R,58337000,R,58337000,R,0,R,0,R,0,R,0,R,0,R,0,R,29386000,R,50600000,R,-21104000,R,-110000,R,470298000,R,420954000,R,28002000,R,21342000,R,0,R,35964000,R,-35964000,R,0,R,470298000,R,456918000,R,-7962000,R,21342000,R,124496000,R,76481000,R,42500000,R,21674000,R,6048000,R,3684000,R,63885000,R,29667000,R,66564000,R,25814000,R,87406000,R,44046000,R,51500000,R,4233000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,442399000,R,205599000,R,57805000,R,25864000,R,39433000,R,7181000,R,106517000, 1,R,668800000,R,698000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,243744,R,35291628000,R,7270282000,Z,0,R,46370111000,R,7869472000,R,3703171000,R,21653055000,R,16847584000,R,8039814000,R,8807770000,R,38500639000,R,606454000,R,7427617000,R,1831826000,R,1567663000,R,1043855000,R,12477415000,R,5207133000,R,7616673000,R,5968067000,R,-31403000,R,1617203000,R,36883438000,R,-2000,R,38500639000,R,5607000,R,42730000,R,191000,Z,0,R,260649000,R,132413000,R,441590000,R,322057000,R,0,R,322057000,R,447432000,R,447432000,Z,0,Z,0,R,0,Z,0,Z,0,Z,0,R,0,Z,0,Z,0,Z,0,R,0,Z,0,Z,0,Z,0,R,772471000,R,772471000,R,0,R,0,R,36508000,R,36508000,Z,0,Z,0,R,0,Z,0,Z,0,Z,0,R,1117422000,R,591842000,R,321984000,R,203596000,R,788840000,R,263260000,R,321984000,R,203596000,R,328582000,R,328582000,R,0,R,0,R,0,Z,0,Z,0,Z,0,R,2727061000,R,2605012000,R,89806000,R,32243000,R,407447000,R,407447000,R,352752000,R,352752000,R,1210221000,R,1210221000,R,545359000,R,545359000,Z,0,Z,0,R,0,R,0,R,0,R,0,R,7616673000,R,6969044000,R,411790000,R,235839000,R,0,R,212089000,R,-212089000,Z,0,R,7616673000,R,7181133000,R,199701000,R,235839000,R,2067888000,R,1045953000,R,890980000,R,397817000,Z,0,Z,0,R,188709000,R,58025000,R,237319000,R,107549000,R,607008000,R,272753000,R,511771000,R,144182000,R,119408000,R,799625000,R,443881000,R,545359000,R,218182000,R,0,R,0,R,5968067000,R,2688342000,R,1079854000,R,315764000,R,398054000,R,109721000,R,1376332000, 1,R,26464912000,R,27699834000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,110404,R,3971621000,R,1168276000,R,0,R,6252584000,R,2975027000,R,974580000,R,430676000,R,2846881000,R,1887298000,R,959583000,R,3277557000,R,83950000,R,1294631000,R,650183000,R,278969000,R,0,R,2307733000,R,1139457000,R,3477433000,R,3376928449,R,-17821551,R,82683000,R,3194874000,R,0,R,3277557000,R,482000,R,6405000,R,154000,R,0,R,35907000,R,37740000,R,80688000,R,80206000,R,0,R,80206000,R,40926000,R,40926000,Z,0,Z,0,R,0,Z,0,Z,0,Z,0,R,0,Z,0,Z,0,Z,0,R,0,Z,0,Z,0,Z,0,R,352366000,R,352366000,R,0,R,0,R,154000,R,154000,Z,0,Z,0,R,0,Z,0,Z,0,Z,0,R,199775000,R,79249000,R,64993000,R,55533000,R,161225000,R,40699000,R,64993000,R,55533000,R,38550000,R,38550000,R,0,R,0,R,0,Z,0,Z,0,Z,0,R,215253000,R,48913000,R,168856000,R,-2516000,R,0,Z,0,R,47056000,R,47056000,R,0,Z,0,R,2615146000,R,2615146000,Z,0,Z,0,R,6757000,R,3147000,R,3610000,R,0,R,3477433000,R,3186957000,R,237459000,R,53017000,R,0,R,145385000,R,-145385000,Z,0,R,3477433000,R,3332342000,R,92074000,R,53017000,R,236577816,R,124835564,R,293396172,R,95576998,R,0,R,0,R,49526627,R,27593586,R,25995377,R,12524114,R,83189817,R,49339211,R,36968508,R,9372153,R,0,R,0,R,0,R,2615145989,R,0,R,36128143,R,21187167,R,3376928449,R,340428793,R,80495357,R,0,R,75947000,R,31671521,R,2848385778, 1,R,2987001000,R,,R,482283,R,482283,R,0,R,379205,R,379205,R,0,R,154428,R,154428,R,0,R,0,Z,0,R,0,R,21622580,R,21622580,R,0,R,57567504,R,57567504,R,0,3085500000,R,98499000,R,77112000,R,213522000,R,-169664000,R,-22471000,R,-56306000,R,3323440000,R,82683000,R,3194874000,R,1786980000,R,974580000,R,3376928449
1920,121150,R,1377573000,R,487295000,R,0,R,2088934000,R,729494000,R,564789000,R,821924000,R,537516000,R,416096000,R,121420000,R,1359440000,R,114612000,R,519633000,R,60482000,R,69330000,R,493000,R,764550000,R,277255000,R,386158000,R,416238000,R,-5704000,R,-35784000,R,1395224000,R,0,R,1359440000,R,3420000,R,994000,R,3535000,R,0,R,23272000,R,106567000,R,137788000,R,130833000,R,0,R,130833000,R,290540000,R,290540000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6120000,R,6120000,R,0,R,0,R,93000,R,93000,R,0,R,0,R,309000,R,309000,R,0,R,0,R,48597000,R,18820000,R,24893000,R,4884000,R,47018000,R,18804000,R,23330000,R,4884000,R,1579000,R,16000,R,1563000,R,0,R,0,R,0,R,0,R,0,R,-8507000,R,-6578000,R,-21440000,R,19511000,R,1236000,R,1236000,R,35857000,R,35857000,R,0,R,0,R,0,R,0,Z,0,Z,0,R,11913000,R,32905000,R,0,R,-20992000,R,386158000,R,379302000,R,3453000,R,3403000,R,0,R,7903000,R,-7877000,R,-26000,R,386158000,R,387205000,R,-4424000,R,3377000,R,113751000,R,63101000,R,2816000,R,1623000,R,20212000,R,2289000,R,91221000,R,28181000,R,69320000,R,24528000,R,89498000,R,39120000,R,29420000,R,5648000,R,0,R,0,Z,0,R,0,Z,0,R,0,R,0,R,416238000,R,164490000,R,54684000,R,29544000,R,27897000,R,18172000,R,121451000, 1,R,917550000,R,,R,0,R,0,R,0,R,994000,R,994000,Z,0,R,0,R,0,Z,0,R,0,R,0,Z,0,R,23272000,R,23272000,Z,0,R,106567000,R,106567000,R,0,908307000,R,-9243000,R,50273000,R,-15421000,R,-44095000,R,0,R,-29738000,R,416886000,R,-35784000,R,1395224000,R,455064000,R,564789000,R,416238000
1920,122931,R,1212997000,R,1024103000,R,0,R,2393501000,R,567398000,R,397082000,R,744846000,R,1081257000,R,358552000,R,722705000,R,1826103000,R,83589000,R,924930000,R,209780000,R,148546000,R,111213000,R,1478058000,R,453955000,R,455476000,R,406154000,R,-130000,R,49192000,R,1776911000,R,0,R,1826103000,R,2877000,R,1256000,R,4530000,R,0,R,19720000,R,94334000,R,122717000,R,114054000,R,0,R,114054000,R,283419000,R,283419000,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,2969000,R,2969000,R,0,R,0,R,568000,R,568000,Z,0,Z,0,R,1202000,R,1202000,Z,0,Z,0,R,72756000,R,5202000,R,55003000,R,12551000,R,71483000,R,3929000,R,55003000,R,12551000,R,1273000,R,1273000,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,44130000,R,9901000,R,34772000,R,-543000,Z,0,Z,0,R,34645000,R,34645000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15787000,R,12435000,R,2982000,R,370000,R,455476000,R,350341000,R,92757000,R,12378000,R,0,R,0,Z,0,Z,0,R,455476000,R,350341000,R,92757000,R,12378000,R,162282000,R,91570000,R,5785000,R,2286000,R,13713000,R,7188000,R,56803000,R,21219000,R,67472000,R,25202000,R,63410000,R,28460000,R,36689000,R,2443000,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,406154000,R,178368000,R,60632000,R,27908000,R,51219000,R,13661000,R,74366000, 1,R,1019760000,R,,R,0,R,0,R,0,R,484000,R,484000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,18576000,R,18576000,R,0,R,94994000,R,94994000,R,0,1034167000,R,14407000,R,11799000,R,40019000,R,-39156000,R,1745000,R,-3103000,R,399032000,R,49192000,R,1776911000,R,325402000,R,397082000,R,406154000
1920,123961,R,6816264000,R,4529893000,R,0,R,14495427000,R,5061125000,R,2619958000,R,4360865000,R,5073437000,R,2879407000,R,2194030000,R,9434302000,R,207608000,R,5888439000,R,1219981000,R,335747000,R,0,R,7651775000,R,3121882000,R,5767223000,R,5529573000,R,8490000,R,246140000,R,9188162000,R,0,R,9434302000,R,20161753,R,0,R,0,R,0,R,76664965,R,561310035,R,658136753,R,637975000,R,0,R,637975000,R,1620730000,R,1620730000,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,597665000,R,597665000,R,0,R,0,R,43211000,R,43211000,R,0,R,0,R,19725000,R,19725000,R,0,R,0,R,485661000,R,328529000,R,95245000,R,61887000,R,446916000,R,289784000,R,95245000,R,61887000,R,38745000,R,38745000,R,0,R,0,R,0,R,0,R,0,R,0,R,334275000,R,81761000,R,258579000,R,-6065000,R,279422000,R,279422000,R,249787000,R,249787000,R,1860171000,R,1860171000,R,172167000,R,172167000,R,0,R,0,R,104409000,R,104409000,R,0,R,0,R,5767223000,R,5357577000,R,353824000,R,55822000,R,0,R,0,R,0,R,0,R,5767223000,R,5357577000,R,353824000,R,55822000,R,2457306631,R,1356804000,R,397016000,R,212402000,R,75008295,R,5298000,R,75196000,R,18609000,R,232320000,R,101523000,R,599623014,R,220110000,R,309569000,R,59201000,R,0,R,1383534060,R,608948000,R,0,R,0,R,0,R,0,R,5529573000,R,2582895000,R,688016000,R,205611000,R,295604000,R,63211000,R,1694236000, 1,R,5739565000,R,,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,637975000,R,637975000,R,0,5914358000,R,174793000,R,107278000,R,329580000,R,-262065000,R,0,R,121520000,R,5440527000,R,246140000,R,9188162000,R,3082312000,R,2619958000,R,5529573000
1920,130794,R,36512063000,R,5437546000,R,0,R,44696382000,R,12964428000,R,4242106000,R,4396382000,R,27335572000,R,4655183000,R,22680389000,R,31731954000,R,137053000,R,7496882000,R,646784000,R,593843000,R,0,R,8874562000,R,3437016000,R,4563411666,R,4090892128,R,-982316538,R,-509797000,R,32241751000,R,0,R,31731954000,R,5856153,R,29567679,R,771990,R,0,R,15284770,R,426046742,R,477527334,R,369423266,R,0,R,369423266,R,307210487,R,307210487,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,617393736,R,617393736,R,0,R,0,R,30636478,R,30636478,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,858541750,R,208786133,R,649755617,R,0,R,669974918,R,20219301,R,649755617,R,0,R,188566832,R,188566832,R,0,R,0,R,0,R,0,Z,0,Z,0,R,1403709575,R,-39628686,R,1443338261,Z,0,R,1117324121,R,1117324121,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,228595519,R,230551445,R,-1955926,R,0,R,4563411666,R,2472273714,R,2091137952,Z,0,R,0,R,1110488000,R,-1110488000,Z,0,R,4563411666,R,3582761714,R,980649952,R,0,R,996867796,R,486224443,R,603691131,R,232342060,R,84422917,R,11123428,R,1619434288,R,866444773,R,387404782,R,83231687,R,291687216,R,149472001,R,0,R,0,R,107383998,R,0,R,0,R,0,R,0,R,0,R,0,R,4090892128,R,1828838392,R,573227438,R,396446834,R,266270252,R,95138982,R,930970230, 1,R,30314816000,R,,R,5856153,R,5856153,R,0,R,10448880,R,10448880,R,0,R,4811,R,4811,R,0,R,0,R,0,R,0,R,19125613,R,19125613,R,0,R,333987809,R,333987809,R,0,31201686000,R,886870000,R,331706000,R,1931965000,R,-1438078000,R,61277000,R,-1495975000,R,4112570000,R,-509797000,R,32241751000,R,25833407000,R,4242106000,R,4090892128
1920,130943,R,1785051189,R,1837581204,Z,0,R,4006103765,R,1562928044,R,709343241,R,1246616445,R,1196559276,R,463893698,R,732665578,R,2443175721,R,141005610,R,2133086416,R,635022178,R,172448170,R,0,R,3081562374,R,1243981170,R,1025841744,R,1078948142,R,-76042660,R,-129149058,R,2572324779,R,0,R,2443175721,R,14280294,R,2902877,R,14186430,R,0,R,2789863,R,174971318,R,209130782,R,192213742,R,0,R,192213742,R,457838117,R,457838117,Z,0,Z,0,R,2762247,R,2762247,Z,0,Z,0,R,126511199,R,125314060,R,1197139,Z,0,Z,0,Z,0,Z,0,Z,0,R,140019072,R,140019072,R,0,R,0,R,34571065,R,34571065,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,66893650,R,40549909,R,20352413,R,5991328,R,30099526,R,3755785,R,20352413,R,5991328,R,36794124,R,36794124,R,0,R,0,R,11312153,R,8312153,Z,0,R,3000000,R,43881589,R,64099133,R,-18758843,R,-1458701,R,19551351,R,19551351,R,94097156,R,94097156,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,28404145,R,26221648,R,0,R,2182497,R,1025841744,R,1013335911,R,2790709,R,9715124,R,0,R,21619388,R,-21619388,Z,0,R,1025841744,R,1034955299,R,-18828679,R,9715124,R,498753886,R,265154200,R,173776736,R,68562308,R,51854444,R,26867152,R,86265883,R,40362129,R,44090951,R,19215102,R,116433616,R,59842318,R,93576216,R,9486376,R,6600567,Z,0,Z,0,Z,0,Z,0,R,7595843,R,0,R,1078948142,R,489489585,R,175077607,R,70036178,R,78053718,R,22478144,R,243812910, 1,R,1466069934,R,,R,0,R,0,R,0,R,2902877,R,2902877,Z,0,R,14186430,R,14186430,Z,0,R,0,R,0,R,0,R,5341315,R,5341315,Z,0,R,169783120,R,169783120,R,0,1453189476,R,-12880458,R,13174552,R,26732985,R,-52834041,R,46046,R,-39602365,R,1031749933,R,-129149058,R,2572324779,R,1289515758,R,709343241,R,1078948142
1920,131159,R,982759000,R,913506000,R,0,R,2055125000,R,753126000,R,634548000,R,1039634000,R,262365000,R,138760000,R,123605000,R,1301999000,R,55799000,R,1035715000,R,311433000,R,128342000,R,0,R,1531289000,R,617783000,R,642255000,R,628110000,R,0,R,14145000,R,1287854000,R,0,R,1301999000,R,5680000,R,4436000,R,0,R,0,R,13132000,R,156874000,R,180122000,R,170186000,R,0,R,170186000,R,441124000,R,441124000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,26894000,R,26894000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,65987000,R,44677000,R,11041000,R,10269000,R,56177000,R,34867000,R,11041000,R,10269000,R,9810000,R,9810000,R,0,R,0,R,0,R,0,R,0,R,0,R,5545000,R,5127000,R,-1169000,R,1587000,R,0,R,0,R,89970000,R,89970000,R,0,R,0,R,0,R,0,R,0,R,0,R,12735000,R,12735000,R,0,R,0,R,642255000,R,620527000,R,9872000,R,11856000,R,0,R,-15661000,R,15661000,R,0,R,642255000,R,604866000,R,25533000,R,11856000,R,222693000,R,104215000,R,66808000,R,42018000,R,31789000,R,12013000,R,75185000,R,41086000,R,54545000,R,26137000,R,90812000,R,48863000,R,86278000,R,3981000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,628110000,R,278313000,R,61986000,R,41399000,R,42398000,R,23006000,R,181008000, 1,R,705027000,R,,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,170186000,R,170186000,R,0,701308000,R,-3719000,R,11223000,R,-1325000,R,-20844000,R,7227000,R,8078000,R,653070000,R,14145000,R,1287854000,R,1163239000,R,634548000,R,628110000
1920,131469,R,2329157000,R,1771307000,R,7151000,R,5100258000,R,2805199000,R,1676627000,R,1609161000,R,685898000,R,295420000,R,390478000,R,2295059000,R,198523000,R,2344991000,R,262528000,R,22676000,R,0,R,2828718000,R,1057411000,R,1684361000,R,1744948000,R,0,R,-60587000,R,2355646000,R,0,R,2295059000,R,8430000,R,15695000,R,132000,R,0,R,11723000,R,341629000,R,377609000,R,340440000,R,2269000,R,342709000,R,784524000,R,784524000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,180622000,R,180622000,R,0,R,0,R,1765000,R,1765000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,112186000,R,63916000,R,47175000,R,1095000,R,75518000,R,27248000,R,47175000,R,1095000,R,36668000,R,36668000,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,68072000,R,74069000,R,-5547000,R,-450000,Z,0,Z,0,R,90387000,R,90387000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,446805000,R,446791000,R,0,R,14000,R,1684361000,R,1642074000,R,41628000,R,659000,R,0,R,47277000,R,-47827000,R,550000,R,1684361000,R,1689351000,R,-6199000,R,1209000,R,557753000,R,297921000,R,205972000,R,86036000,Z,0,Z,0,R,207339000,R,98498000,R,108142000,R,49169000,R,130546000,R,63470000,R,93930000,R,3955000,R,26471000,Z,0,Z,0,Z,0,Z,0,R,414795000,R,249428000,R,1744948000,R,848477000,R,167748000,R,91881000,R,93808000,R,73953000,R,469081000, 1,R,1778559000,R,,R,0,R,0,R,0,R,5102000,R,5102000,R,0,R,131000,R,131000,R,0,R,0,R,0,R,0,R,8669000,R,8669000,R,0,R,328807000,R,326538000,R,2269000,1802656000,R,24097000,R,71086000,R,43906000,R,-90895000,R,0,R,-58997000,R,1689519000,R,-60587000,R,2355646000,R,1871203000,R,1676627000,R,1744948000
