year,UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   ,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07   
2223,199847,R,3015177000,R,1081124000,R,3559000,R,4795451000,R,1715976000,R,742309000,R,1724095000,R,1355380000,R,773558000,R,581822000,R,3079475000,R,164123000,R,1574512000,R,472433000,R,84942000,R,0,R,2296010000,R,1214886000,R,2134975000,R,2068283000,R,55893000,R,122585000,R,2956890000,R,0,R,3079475000,R,2912000,R,2603000,R,1391000,R,0,R,27580000,R,116495000,R,150981000,R,131555000,R,13575000,R,145130000,R,350623000,R,350623000,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,222777000,R,222777000,R,0,R,0,R,20859000,R,20859000,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,140148000,R,40943000,R,65195000,R,34010000,R,71273000,R,31068000,R,6195000,R,34010000,R,68875000,R,9875000,R,59000000,R,0,Z,0,Z,0,Z,0,Z,0,R,116487000,R,75742000,R,35185000,R,5560000,R,786474000,R,786474000,R,122977000,R,122977000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,374630000,R,374630000,R,0,R,0,R,2134975000,R,1995025000,R,100380000,R,39570000,R,0,R,114154000,R,-114154000,Z,0,R,2134975000,R,2109179000,R,-13774000,R,39570000,R,293361000,R,181591000,R,245031000,R,91043000,R,30186000,R,15958000,R,1155667000,R,687030000,R,52013000,R,29992000,R,154670000,R,74764000,R,137355000,R,43625000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2068283000,R,1124003000,R,241509000,R,61404000,R,89373000,R,26704000,R,525290000, 1,R,1819776000,R,,R,2912000,R,2912000,R,0,R,2603000,R,2603000,R,0,R,1391000,R,1391000,R,0,R,0,R,0,R,0,R,31082000,R,31082000,R,0,R,107142000,R,93567000,R,13575000,1900449000,R,80673000,R,79526000,R,74676000,R,-76477000,R,2948000,R,85890000,R,2100252000,R,122585000,R,2956890000,R,1860899000,R,742309000,R,2068283000
2223,201645,R,1819441108,R,910834374,R,0,R,4261815292,R,1208601488,R,510868763,R,437257250,R,2615956554,R,1257489698,R,1358466856,R,3053213804,R,88109033,R,1650683347,R,435643843,R,104061785,R,20000000,R,2298498008,R,1387663634,R,1335826747,R,1186347675,R,15744908,R,165223980,R,2887989824,R,0,R,3053213804,R,5450930,R,1646323,R,784034,R,0,R,37317162,R,220187703,R,265386152,R,265386152,R,0,R,265386152,R,336719186,R,336719186,R,0,R,0,R,0,R,0,R,0,R,0,R,2590198,R,2590198,R,0,R,0,R,0,R,0,R,0,R,0,R,423436405,R,423436405,R,0,R,0,R,17504752,R,17504752,R,0,R,0,R,4249051,R,4249051,R,0,R,0,R,203904616,R,105185441,R,77765841,R,20953334,R,124417055,R,25697880,R,77765841,R,20953334,R,79487561,R,79487561,R,0,R,0,R,10601570,R,4199688,R,5668590,R,733292,R,199530592,R,91739807,R,98379216,R,9411569,R,12676646,R,12676646,R,90879837,R,90879837,R,0,R,0,R,0,R,0,R,0,R,0,R,33733894,R,33343397,R,0,R,390497,R,1335826747,R,1122524408,R,181813647,R,31488692,R,0,R,111971163,R,-87896793,R,-24074370,R,1335826747,R,1234495571,R,93916854,R,7414322,R,395944562,R,202769023,R,454942346,R,162928503,R,0,R,0,R,23866586,R,5101010,R,37013801,R,17464086,R,169883199,R,55560609,R,104697181,R,9093664,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1186347675,R,452916895,R,130336939,R,84456793,R,75359572,R,28501446,R,414776030, 1,R,2188161000,R,,R,5450930,R,5450930,R,0,R,1646323,R,1646323,R,0,R,784034,R,784034,R,0,R,0,R,0,R,0,R,37317162,R,37317162,R,0,R,220187703,R,220187703,R,0,2260605000,R,72444000,R,28296000,R,150218000,R,-89215000,R,-16855000,R,63771981,R,1251210057,R,165223980,R,2887989824,R,914463205,R,510868763,R,1186347675
2223,211440,R,3966196673,R,1310588572,R,0,R,6849964244,R,1292855265,R,830815173,R,2265942510,R,3291166469,R,1549987969,R,1741178500,R,5557108979,R,77617041,R,1902029428,R,364672302,R,191866136,R,0,R,2536184907,R,1225596335,R,1781285692,R,1477672328,R,0,R,303613364,R,5253495615,R,0,R,5557108979,R,6101198,R,2542676,R,745860,R,0,R,21996894,R,173981124,R,205367752,R,198520694,R,0,R,198520694,R,712060895,R,712060895,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,268285377,R,268285377,R,0,R,0,R,4871566,R,4871566,R,0,R,0,R,0,R,0,R,0,R,0,R,318419053,R,93699235,R,75725530,R,148994288,R,251270350,R,26550532,R,75725530,R,148994288,R,67148703,R,67148703,R,0,R,0,R,0,R,0,R,0,R,0,R,168019894,R,99080167,R,58960860,R,9978867,R,0,R,0,R,72002191,R,72002191,R,0,R,0,R,160677771,R,160677771,R,0,R,0,R,76948945,R,73589462,R,818038,R,2541445,R,1781285692,R,1484266664,R,135504428,R,161514600,R,0,R,118884551,R,-118884551,Z,0,R,1781285692,R,1603151215,R,16619877,R,161514600,R,556355046,R,340924602,R,284845763,R,162359338,R,0,R,0,R,173400668,R,78837151,R,74329091,R,31040321,R,166251322,R,86682605,R,60072971,R,2700915,R,0,R,0,R,0,R,161136443,R,86682412,R,1281024,R,0,R,1477672328,R,789227344,R,168258585,R,64123965,R,83236004,R,24477923,R,348348507, 1,R,3032907673,R,,R,0,R,0,R,0,R,2542676,R,2542676,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,21996894,R,21996894,R,0,R,173981124,R,173981124,R,0,3118739643,R,85831970,R,133291974,R,83432477,R,-130892481,R,0,R,125478887,R,1603151215,R,303613364,R,5253495615,R,3303465420,R,830815173,R,1477672328
2223,212054,R,990136000,R,1058765000,R,0,R,2972633000,R,1533387000,R,534772000,R,595769000,R,843477000,R,470171000,R,373306000,R,1439246000,R,145657000,R,1329473000,R,225299000,R,80668000,R,0,R,1781097000,R,722332000,R,1090025000,R,1044993000,R,0,R,45032000,R,1394214000,R,0,R,1439246000,R,18632000,R,2984000,R,10377000,R,0,R,21314000,R,395561000,R,448868000,R,357299000,R,2195000,R,359494000,R,612570000,R,612570000,R,0,R,0,R,0,R,0,R,0,R,0,R,5191000,R,5191000,R,0,R,0,R,0,R,0,R,0,R,0,R,128776000,R,126563000,R,2213000,R,0,R,5381000,R,3212000,R,2169000,R,0,R,1327000,R,1132000,R,195000,R,0,R,43062000,R,10196000,R,32866000,R,0,R,22739000,R,3931000,R,18808000,R,0,R,20323000,R,6265000,R,14058000,R,0,R,0,R,0,R,0,R,0,R,79950000,R,30722000,R,45957000,R,3271000,R,29888000,R,29888000,R,56932000,R,56932000,R,0,R,0,R,0,R,0,R,0,R,0,R,126948000,R,113171000,R,1441000,R,12336000,R,1090025000,R,989577000,R,84841000,R,15607000,R,0,R,77689000,R,-77689000,R,0,R,1090025000,R,1067266000,R,7152000,R,15607000,R,442103000,R,199652000,R,162639000,R,81201000,R,2957000,R,2035000,R,98387000,R,45664000,R,82783000,R,31777000,R,165084000,R,72908000,R,73086000,R,3436000,R,17699000,Z,0,Z,0,Z,0,Z,0,R,255000,R,0,R,1044993000,R,436673000,R,120629000,R,47539000,R,58731000,R,18218000,R,363203000, 1,R,948412000,R,,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,17000,R,17000,R,0,R,359477000,R,357282000,R,2195000,966333000,R,17921000,R,8663000,R,58671000,R,-49413000,R,0,R,22273000,R,1063198000,R,45032000,R,1394214000,R,226529000,R,534772000,R,1044993000
2223,213543,R,2340083000,R,747126000,R,0,R,3197088000,R,691647000,R,491561000,R,1243615000,R,1261826000,R,595704000,R,666122000,R,2505441000,R,110764000,R,1049749000,R,248521000,R,55979000,R,7492000,R,1472505000,R,725379000,R,570618000,R,495053000,R,-4393000,R,71172000,R,2434269000,R,0,R,2505441000,R,5590000,R,556000,R,1893000,R,0,R,29703000,R,115485000,R,153227000,R,138582000,R,4573000,R,143155000,R,236100000,R,236100000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,42033000,R,42033000,R,0,R,0,R,7994000,R,7994000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,49307000,R,26641000,R,3890000,R,18776000,R,44630000,R,21964000,R,3890000,R,18776000,R,4677000,R,4677000,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,154434000,R,122290000,R,30281000,R,1863000,Z,0,Z,0,R,54307000,R,54307000,Z,0,Z,0,R,14858000,R,14858000,Z,0,Z,0,R,11585000,R,11585000,R,0,R,0,R,570618000,R,515808000,R,34171000,R,20639000,R,0,R,24416000,R,-24717000,R,301000,R,570618000,R,540224000,R,9454000,R,20940000,R,172410000,R,91322000,R,64495000,R,24823000,R,3822000,R,1233000,R,48374000,R,19161000,R,48101000,R,19128000,R,88264000,R,40470000,R,55069000,R,4303000,Z,0,Z,0,Z,0,R,14518000,R,3997000,R,0,R,0,R,495053000,R,204437000,R,64812000,R,47779000,R,43035000,R,18942000,R,116048000, 1,R,1679807000,R,,R,0,R,0,R,0,R,558000,R,558000,R,0,R,19000,R,19000,R,0,R,0,R,0,R,0,R,30044000,R,30044000,R,0,R,112534000,R,107961000,R,4573000,1743241000,R,63434000,R,24593000,R,113551000,R,-74813000,R,103000,R,45406000,R,490205000,R,71172000,R,2434269000,R,1621519000,R,491561000,R,495053000
2223,214777,R,8005245000,R,6844200000,R,0,R,19430441000,R,6822807000,R,2664744000,R,8466918000,R,4140716000,R,2498360000,R,1642356000,R,12607634000,R,166468000,R,9826813000,R,2137111000,R,767012000,R,0,R,12897404000,R,6053204000,R,8458163000,R,8100406000,R,0,R,357757000,R,12249877000,R,0,R,12607634000,R,81046000,R,5965000,R,0,R,0,R,94501000,R,199950000,R,381462000,R,292463000,R,0,R,292463000,R,1838985000,R,1838985000,R,0,R,0,R,19577000,R,19577000,R,0,R,0,R,299410000,R,299410000,R,0,R,0,R,0,R,0,R,0,R,0,R,707185000,R,707185000,R,0,R,0,R,174837000,R,174837000,R,0,R,0,R,0,R,0,R,0,R,0,R,358381000,R,266509000,R,14754000,R,77118000,R,195018000,R,103146000,R,14754000,R,77118000,R,163363000,R,163363000,R,0,R,0,R,0,R,0,R,0,R,0,R,396790000,R,215577000,R,172592000,R,8621000,R,103804000,R,103804000,R,515975000,R,515975000,R,3866539000,R,3866539000,R,26046000,R,26046000,R,0,R,0,R,150634000,R,148805000,R,0,R,1829000,R,8458163000,R,8183249000,R,187346000,R,87568000,R,0,R,110120000,R,-110120000,R,0,R,8458163000,R,8293369000,R,77226000,R,87568000,R,909274000,R,547959000,R,1129462000,R,517376000,R,201381000,R,80988000,R,765178000,R,403725000,R,231571000,R,98308000,R,317600000,R,207329000,R,505592000,R,146178000,R,0,R,3997337000,R,1779513000,R,29258000,R,0,R,13753000,R,0,R,8100406000,R,3781376000,R,1182650000,R,270323000,R,536660000,R,104914000,R,2224483000, 1,R,4333250000,R,,R,0,R,0,R,0,R,5965000,R,5965000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,94501000,R,94501000,R,0,R,191997000,R,191997000,R,0,4427942000,R,94692000,R,110694000,R,211628000,R,-162842000,R,-64788000,R,204410000,R,8180040000,R,357757000,R,12249877000,R,6422416000,R,2664744000,R,8100406000
2223,215062,R,23090536000,R,9463058000,R,29574000,R,39332234000,R,9578364000,R,4393519000,R,18814722000,R,10939148000,R,5168427000,R,5770721000,R,29753870000,R,450931000,R,13526265000,R,2550102000,R,690888000,R,0,R,17218186000,R,7755128000,R,14531169000,R,13857148000,R,204662000,R,878683000,R,28875187000,R,0,R,29753870000,R,10211000,R,12218000,R,583000,R,225000,R,133913000,R,257710000,R,414860000,R,401396000,R,0,R,401396000,R,1251821000,R,1251821000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,36740000,R,36740000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,938247000,R,938247000,R,0,R,0,R,24328000,R,24328000,Z,0,Z,0,R,4573000,R,4573000,Z,0,Z,0,R,901261000,R,450473000,R,272987000,R,177801000,R,534988000,R,84200000,R,272987000,R,177801000,R,366273000,R,366273000,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,363956000,R,188282000,R,160889000,R,14785000,R,2074865000,R,2074865000,R,145133000,R,145133000,R,8718133000,R,8718133000,R,72112000,R,72112000,Z,0,Z,0,R,0,R,0,R,0,R,0,R,14531169000,R,13904707000,R,433876000,R,192586000,R,0,R,754289000,R,-754289000,Z,0,R,14531169000,R,14658996000,R,-320413000,R,192586000,R,1672788000,R,841306000,R,1098355000,R,469126000,R,0,R,0,R,1126944000,R,973832000,R,138812000,R,57066000,R,403728000,R,213191000,R,200530000,R,34089000,R,0,R,8946990000,R,3449762000,R,70161000,R,6846000,R,198840000,R,0,R,13857148000,R,6045218000,R,1581494000,R,198840000,R,650251000,R,138158000,R,5243187000, 1,R,20724351000,R,,R,0,R,0,R,0,R,8965000,R,8965000,Z,0,R,583000,R,583000,Z,0,R,225000,R,225000,Z,0,R,391623000,R,391623000,Z,0,R,0,R,0,R,0,20962941000,R,238590000,R,219871000,R,250568000,R,-975606000,R,743757000,R,1006510000,R,14992873000,R,878683000,R,28875187000,R,14975447000,R,4393519000,R,13857148000
2223,215293,R,5518961334,R,2640331794,R,0,R,9680542922,R,2818270436,R,1419030777,R,4554839416,R,2307433070,R,972130612,R,1335302458,R,6862272486,R,216301340,R,4184228050,R,1332374010,R,504051368,R,0,R,6236954768,R,3596622974,R,2903081713,R,2810304321,R,42808581,R,135585973,R,6726686513,R,0,R,6862272486,R,17902427,R,18020649,R,5361,R,0,R,64198516,R,187690742,R,287817695,R,260236563,R,2121903,R,262358466,R,636956240,R,636956240,R,0,R,0,R,0,R,0,R,0,R,0,R,193076132,R,193076132,R,0,R,0,R,0,R,0,R,0,R,0,R,1010032833,R,1010032833,R,0,R,0,R,25117853,R,11699315,R,13418538,R,0,R,7430089,R,7430089,R,0,R,0,R,223172194,R,159887976,R,20649165,R,42635053,R,97038635,R,33754417,R,20649165,R,42635053,R,126133559,R,126133559,R,0,R,0,R,0,R,0,R,0,R,0,R,159904206,R,194936345,R,-39263007,R,4230868,R,272440872,R,272440872,R,132456570,R,132456570,R,0,R,0,R,0,R,0,R,0,R,0,R,135575241,R,135575241,R,0,R,0,R,2796162230,R,2754491613,R,-5195304,R,46865921,R,0,R,111278627,R,-111278627,R,0,R,2796162230,R,2865770240,R,-116473931,R,46865921,R,625117189,R,378944609,R,953980555,R,401264546,R,128038651,R,56184296,R,422153675,R,195819362,R,218497209,R,81701442,R,205684350,R,90626941,R,142679855,R,22557993,R,7556802,R,0,R,0,R,0,R,0,R,0,R,0,R,2703708286,R,1227099189,R,345366701,R,180596258,R,185458694,R,57437955,R,707749489, 1,R,5486954582,R,,R,0,R,0,R,0,R,10463847,R,10463847,R,0,R,5361,R,5361,R,0,R,0,R,0,R,0,R,64198516,R,64198516,R,0,R,187690742,R,185568839,R,2121903,5443642659,R,-43311923,R,50734000,R,126980726,R,-206356691,R,-14669958,R,198526929,R,2966022669,R,135585973,R,6726686513,R,4669424230,R,1419030777,R,2810304321
2223,216597,R,1309084978,R,800660548,R,0,R,2319330082,R,336093468,R,201820647,R,1039284439,R,943952175,R,472982778,R,470969397,R,1983236614,R,87080501,R,1048018473,R,91641453,R,94316476,R,0,R,1321056903,R,520396355,R,613301127,R,558876308,R,0,R,54424819,R,1928811041,R,754,R,1983236614,R,4427571,R,827637,R,1163514,R,0,R,16317685,R,150900904,R,173637311,R,162160630,R,6298982,R,168459612,R,349418589,R,349418589,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,10942489,R,10942489,R,0,R,0,R,2116650,R,2116650,R,0,R,0,R,0,R,0,R,0,R,0,R,87521958,R,87521958,R,0,R,0,R,83172345,R,83172345,R,0,R,0,R,4349613,R,4349613,R,0,R,0,R,0,R,0,R,0,R,0,R,30154002,R,30154002,R,0,R,0,R,0,R,0,R,98947466,R,98947466,R,0,R,0,R,0,R,0,R,0,R,0,R,34199973,R,34199973,R,0,R,0,R,613301127,R,613301127,R,0,R,0,R,0,R,0,R,0,R,0,R,613301127,R,613301127,R,0,R,0,R,199999083,R,122851925,R,15021645,R,7695861,R,0,R,0,R,72606299,R,36068839,R,88660540,R,32022756,R,93043872,R,43750592,R,89544869,R,19875168,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,558876308,R,262265141,R,75200925,R,44123527,R,40184802,R,6835141,R,130266772, 1,R,1165526000,R,,R,0,R,0,R,0,R,827637,R,827637,R,0,R,41525,R,41525,R,0,R,0,R,0,R,0,R,16276160,R,15604269,R,671891,R,151314290,R,145687199,R,5627091,1194916000,R,29390000,R,31516000,R,23043000,R,-45717000,R,20548000,R,11446155,R,577941427,R,54424819,R,1928811041,R,910142000,R,201820647,R,558876308
2223,217156,R,6831006000,R,1556136000,R,0,R,9426363000,R,1732163000,R,1010177000,R,1578411000,R,6115789000,R,2369384000,R,3746405000,R,7694200000,R,109660000,R,2489111000,R,268267000,R,135780000,R,0,R,3002818000,R,1446682000,R,1490895000,R,1314918000,R,-13743000,R,162234000,R,7531966000,R,0,R,7694200000,R,5634000,R,2241000,R,0,R,0,R,97832000,R,186809000,R,292516000,R,259607000,R,0,R,259607000,R,422626000,R,422626000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,240586000,R,240586000,R,0,R,0,R,250000,R,250000,R,0,R,0,R,0,R,0,R,0,R,0,R,430502000,R,125502000,R,118509000,R,186491000,R,386814000,R,81814000,R,118509000,R,186491000,R,43688000,R,43688000,R,0,R,0,R,0,R,0,R,0,R,0,R,146551000,R,27386000,R,116246000,R,2919000,R,1050000,R,1050000,R,129152000,R,129152000,R,0,R,0,R,0,R,0,R,0,R,0,R,120178000,R,120176000,R,2000,R,0,R,1490895000,R,1066728000,R,234757000,R,189410000,R,0,R,-348175000,R,348175000,R,0,R,1490895000,R,718553000,R,582932000,R,189410000,R,427407000,R,223792000,R,220272000,R,77972000,R,3060000,R,1867000,R,220571000,R,57940000,R,99390000,R,40483000,R,163654000,R,75204000,R,149041000,R,38397000,R,31523000,R,0,R,0,R,0,R,0,R,0,R,0,R,1314918000,R,515655000,R,145584000,R,56253000,R,86338000,R,35126000,R,475962000, 1,R,6141243000,R,,R,5634000,R,5634000,R,0,R,2241000,R,2241000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,84307000,R,84307000,R,0,R,167425000,R,167425000,R,0,6201434000,R,60191000,R,157614000,R,132516000,R,-241322000,R,11383000,R,82974000,R,1266712000,R,162234000,R,7531966000,R,4499000,R,1010177000,R,1314918000
2223,217925,R,33711080,R,58620544,R,0,R,104012995,R,32444355,R,20951288,R,34194967,R,37373673,R,4892452,R,32481221,R,71568640,R,14103408,R,74948619,R,14856586,R,182499,Z,0,R,104091112,R,45470568,R,53151184,R,56566670,R,0,R,-3415486,R,74984126,R,0,R,71568640,R,1715700,R,0,R,0,R,0,R,1819138,R,6658867,R,10193705,R,8478005,R,0,R,8478005,R,17800653,R,17800653,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1767057,R,1767057,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6464786,R,3087111,R,3377675,R,0,R,6464786,R,3087111,R,3377675,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3685463,R,1629155,R,2056308,R,0,R,0,R,0,R,4391816,R,4391816,R,0,R,0,R,19041409,R,18030227,R,1011182,R,0,R,0,R,0,R,0,R,0,R,53151184,R,46706019,R,6445165,R,0,R,0,R,7200165,R,-7200165,R,0,R,53151184,R,53906184,R,-755000,R,0,R,9097723,R,6136506,R,0,R,0,R,0,R,0,R,2275985,R,1272808,R,9454540,R,4286105,R,15144630,R,5582533,R,3526457,R,121773,R,0,R,0,Z,0,R,17067335,R,6765219,R,0,R,0,R,56566670,R,24164944,R,8005618,R,2814448,R,3490295,R,921012,R,17170353, 1,R,4854142,R,,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1819138,R,1819138,R,0,R,6658867,R,6658867,R,0,4524892,R,-329250,R,38310,R,0,R,0,R,-367560,R,-2660486,R,53906184,R,-3415486,R,74984126,R,20604719,R,20951822,R,56566670
2223,221999,R,10048013509,R,1817056179,R,0,R,13181124300,R,3470543541,R,614659758,R,5477035922,R,4233544837,R,1714305365,R,2519239472,R,9710580759,R,365829868,R,2170638704,R,408886651,R,269765285,R,0,R,3215120508,R,1398064329,R,1354555622,R,1615854013,R,-6585187,R,-267883578,R,9978464337,R,0,R,9710580759,R,7007425,R,12835674,R,3997984,R,0,R,70556721,R,278522244,R,372920048,R,317144210,R,48768413,R,365912623,R,395982470,R,395982470,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,264887260,R,264887260,R,0,R,0,R,6779472,R,6779472,R,0,R,0,R,3996274,R,3996274,R,0,R,0,R,229059742,R,69355650,R,98467070,R,61237022,R,188419716,R,28715624,R,98467070,R,61237022,R,40640026,R,40640026,R,0,R,0,R,0,R,0,R,0,R,0,R,-157072285,R,-55277757,R,-99999005,R,-1795523,R,15447910,R,15447910,R,343536267,R,343536267,R,0,R,0,R,0,R,0,R,0,R,0,R,251938512,R,251938512,R,0,R,0,R,1354555622,R,1296646058,R,-1531935,R,59441499,R,0,R,170898589,R,-170898589,R,0,R,1354555622,R,1467544647,R,-172430524,R,59441499,R,413021602,R,219123275,R,232920389,R,108159802,R,52819006,R,12961557,R,241794977,R,96052472,R,163334759,R,62366838,R,308069472,R,164504438,R,203893808,R,36066470,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,1615854013,R,699234852,R,133377008,R,106545371,R,101354912,R,20820160,R,554521710, 1,R,10206067257,R,,R,0,R,0,R,0,R,12835674,R,11867213,R,968461,R,3997984,R,3696333,R,301651,R,0,R,0,R,0,R,70556721,R,70096870,R,459851,R,278522244,R,231483794,R,47038450,9684196096,R,-521871161,R,91636549,R,-197457616,R,-416050094,R,0,R,-154894553,R,1791812153,R,-267883578,R,9978464337,R,7973234641,R,614659758,R,1615854013
