year,UNITID,STAFFCAT,FTPT,OCCUPCAT,SABDTYPE,XHRTOTLT,HRTOTLT,XHRTOTLM,HRTOTLM,XHRTOTLW,HRTOTLW,XHRAIANT,HRAIANT,XHRAIANM,HRAIANM,XHRAIANW,HRAIANW,XHRASIAT,HRASIAT,XHRASIAM,HRASIAM,XHRASIAW,HRASIAW,XHRBKAAT,HRBKAAT,XHRBKAAM,HRBKAAM,XHRBKAAW,HRBKAAW,XHRHISPT,HRHISPT,XHRHISPM,HRHISPM,XHRHISPW,HRHISPW,XHRNHPIT,HRNHPIT,XHRNHPIM,HRNHPIM,XHRNHPIW,HRNHPIW,XHRWHITT,HRWHITT,XHRWHITM,HRWHITM,XHRWHITW,HRWHITW,XHR2MORT,HR2MORT,XHR2MORM,HR2MORM,XHR2MORW,HR2MORW,XHRUNKNT,HRUNKNT,XHRUNKNM,HRUNKNM,XHRUNKNW,HRUNKNW,XHRNRALT,HRNRALT,XHRNRALM,HRNRALM,XHRNRALW,HRNRALW 
2022,110705,2260,2,260,-2,R,82,R,32,R,50,Z,0,Z,0,Z,0,R,12,R,4,R,8,R,4,Z,0,R,4,R,6,R,2,R,4,Z,0,Z,0,Z,0,R,49,R,23,R,26,R,2,R,1,R,1,R,8,R,2,R,6,R,1,Z,0,R,1
2022,110705,2261,2,261,-2,R,5,R,1,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0
2022,110705,2262,2,262,-2,R,43,R,15,R,28,Z,0,Z,0,Z,0,R,5,R,2,R,3,R,2,Z,0,R,2,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,28,R,12,R,16,Z,0,Z,0,Z,0,R,5,R,1,R,4,R,1,Z,0,R,1
2022,110705,2263,2,263,-2,R,34,R,16,R,18,Z,0,Z,0,Z,0,R,7,R,2,R,5,R,2,Z,0,R,2,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,19,R,11,R,8,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110705,2270,2,270,-2,R,43,R,7,R,36,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,22,R,2,R,20,Z,0,Z,0,Z,0,R,14,R,4,R,10,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,Z,0,R,3
2022,110705,2300,2,300,-2,R,368,R,163,R,205,R,1,R,1,Z,0,R,22,R,11,R,11,R,11,R,7,R,4,R,51,R,27,R,24,Z,0,Z,0,Z,0,R,246,R,104,R,142,R,14,R,6,R,8,R,18,R,6,R,12,R,5,R,1,R,4
2022,110705,2310,2,310,-2,R,579,R,149,R,430,R,1,R,1,Z,0,R,45,R,9,R,36,R,17,R,7,R,10,R,139,R,32,R,107,Z,0,Z,0,Z,0,R,320,R,85,R,235,R,7,R,2,R,5,R,36,R,11,R,25,R,14,R,2,R,12
2022,110705,2320,2,320,-2,R,516,R,362,R,154,R,4,R,4,Z,0,R,51,R,36,R,15,R,12,R,6,R,6,R,65,R,48,R,17,R,1,R,1,Z,0,R,312,R,220,R,92,R,11,R,6,R,5,R,42,R,29,R,13,R,18,R,12,R,6
2022,110705,2330,2,330,-2,R,485,R,172,R,313,R,1,R,1,Z,0,R,37,R,11,R,26,R,33,R,11,R,22,R,120,R,43,R,77,Z,0,Z,0,Z,0,R,248,R,90,R,158,R,10,R,4,R,6,R,32,R,12,R,20,R,4,Z,0,R,4
2022,110705,2340,2,340,-2,R,46,R,17,R,29,Z,0,Z,0,Z,0,R,6,R,3,R,3,Z,0,Z,0,Z,0,R,16,R,9,R,7,Z,0,Z,0,Z,0,R,20,R,5,R,15,R,3,Z,0,R,3,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2022,110705,2350,2,350,-2,R,444,R,271,R,173,R,3,R,3,Z,0,R,12,R,6,R,6,R,12,R,9,R,3,R,270,R,168,R,102,Z,0,Z,0,Z,0,R,69,R,45,R,24,R,4,R,2,R,2,R,25,R,10,R,15,R,49,R,28,R,21
2022,110705,2360,2,360,-2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110705,2370,2,370,-2,R,439,R,83,R,356,Z,0,Z,0,Z,0,R,32,R,1,R,31,R,15,R,6,R,9,R,134,R,28,R,106,Z,0,Z,0,Z,0,R,216,R,36,R,180,R,10,R,1,R,9,R,25,R,8,R,17,R,7,R,3,R,4
2022,110705,2380,2,380,-2,R,156,R,146,R,10,Z,0,Z,0,Z,0,R,3,R,3,Z,0,R,1,R,1,Z,0,R,78,R,73,R,5,Z,0,Z,0,Z,0,R,59,R,55,R,4,R,1,R,1,Z,0,R,8,R,8,Z,0,R,6,R,5,R,1
2022,110705,2390,2,390,-2,R,80,R,62,R,18,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,57,R,45,R,12,Z,0,Z,0,Z,0,R,16,R,14,R,2,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,5,R,3,R,2
2022,110705,3100,3,100,-2,R,263,R,128,R,135,R,2,R,1,R,1,R,18,R,9,R,9,R,5,R,3,R,2,R,28,R,8,R,20,Z,0,Z,0,Z,0,R,167,R,88,R,79,R,5,R,1,R,4,R,24,R,9,R,15,R,14,R,9,R,5
2022,110705,3200,3,200,70,R,186,R,106,R,80,R,2,R,1,R,1,R,13,R,8,R,5,R,4,R,3,R,1,R,14,R,6,R,8,Z,0,Z,0,Z,0,R,118,R,70,R,48,R,2,R,1,R,1,R,20,R,9,R,11,R,13,R,8,R,5
2022,110705,3210,3,210,-2,R,141,R,76,R,65,R,2,R,1,R,1,R,7,R,4,R,3,R,4,R,3,R,1,R,12,R,5,R,7,Z,0,Z,0,Z,0,R,92,R,53,R,39,R,2,R,1,R,1,R,13,R,4,R,9,R,9,R,5,R,4
2022,110705,3220,3,220,-2,R,45,R,30,R,15,Z,0,Z,0,Z,0,R,6,R,4,R,2,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,26,R,17,R,9,Z,0,Z,0,Z,0,R,7,R,5,R,2,R,4,R,3,R,1
2022,110705,3250,3,250,-2,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110705,3260,3,260,-2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110705,3263,3,263,-2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110705,3270,3,270,-2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110705,3300,3,300,-2,R,20,R,8,R,12,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,17,R,8,R,9,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2022,110705,3310,3,310,-2,R,6,R,3,R,3,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,3,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110705,3320,3,320,-2,R,10,R,4,R,6,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,6,R,3,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110705,3330,3,330,-2,R,12,R,4,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,8,R,4,R,4,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2022,110705,3340,3,340,-2,R,6,R,1,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2022,110705,3350,3,350,-2,R,3,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2022,110705,3370,3,370,-2,R,18,Z,0,R,18,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,10,Z,0,R,10,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2022,110705,4400,4,400,-2,R,2460,R,1366,R,1094,R,2,Z,0,R,2,R,287,R,162,R,125,R,26,R,12,R,14,R,187,R,97,R,90,R,1,Z,0,R,1,R,824,R,439,R,385,R,83,R,38,R,45,R,169,R,83,R,86,R,881,R,535,R,346
2022,110705,4410,4,410,-2,R,1659,R,873,R,786,R,2,Z,0,R,2,R,220,R,125,R,95,R,19,R,8,R,11,R,142,R,74,R,68,R,1,Z,0,R,1,R,529,R,257,R,272,R,60,R,27,R,33,R,118,R,58,R,60,R,568,R,324,R,244
2022,110705,4420,4,420,-2,R,801,R,493,R,308,Z,0,Z,0,Z,0,R,67,R,37,R,30,R,7,R,4,R,3,R,45,R,23,R,22,Z,0,Z,0,Z,0,R,295,R,182,R,113,R,23,R,11,R,12,R,51,R,25,R,26,R,313,R,211,R,102
2022,110714,1100,1,100,-2,R,4137,R,1868,R,2269,R,20,R,8,R,12,R,361,R,159,R,202,R,129,R,60,R,69,R,863,R,353,R,510,R,2,R,1,R,1,R,2269,R,1049,R,1220,R,107,R,44,R,63,R,205,R,96,R,109,R,181,R,98,R,83
2022,110714,1200,1,200,-2,R,1344,R,702,R,642,R,11,R,4,R,7,R,140,R,66,R,74,R,33,R,17,R,16,R,144,R,65,R,79,R,0,R,0,R,0,R,753,R,410,R,343,R,23,R,8,R,15,R,80,R,37,R,43,R,160,R,95,R,65
2022,110714,1210,1,210,-2,R,947,R,494,R,453,R,10,R,3,R,7,R,116,R,57,R,59,R,26,R,15,R,11,R,108,R,52,R,56,R,0,R,0,R,0,R,555,R,303,R,252,R,15,R,6,R,9,R,57,R,25,R,32,R,60,R,33,R,27
2022,110714,1220,1,220,-2,R,397,R,208,R,189,R,1,R,1,Z,0,R,24,R,9,R,15,R,7,R,2,R,5,R,36,R,13,R,23,Z,0,Z,0,Z,0,R,198,R,107,R,91,R,8,R,2,R,6,R,23,R,12,R,11,R,100,R,62,R,38
2022,110714,1250,1,250,-2,R,106,R,29,R,77,R,1,Z,0,R,1,R,5,Z,0,R,5,R,4,R,3,R,1,R,20,R,3,R,17,Z,0,Z,0,Z,0,R,54,R,13,R,41,R,9,R,3,R,6,R,13,R,7,R,6,Z,0,Z,0,Z,0
2022,110714,1260,1,260,-2,R,55,R,14,R,41,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,9,R,1,R,8,Z,0,Z,0,Z,0,R,33,R,9,R,24,R,3,R,1,R,2,R,7,R,3,R,4,Z,0,Z,0,Z,0
2022,110714,1261,1,261,-2,R,12,R,7,R,5,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,6,R,4,R,2,R,2,R,1,R,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0
2022,110714,1262,1,262,-2,R,26,R,3,R,23,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,6,R,1,R,5,Z,0,Z,0,Z,0,R,15,R,1,R,14,Z,0,Z,0,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0
2022,110714,1263,1,263,-2,R,17,R,4,R,13,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,12,R,4,R,8,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2022,110714,1270,1,270,-2,R,51,R,15,R,36,R,1,Z,0,R,1,R,2,Z,0,R,2,R,4,R,3,R,1,R,11,R,2,R,9,Z,0,Z,0,Z,0,R,21,R,4,R,17,R,6,R,2,R,4,R,6,R,4,R,2,Z,0,Z,0,Z,0
2022,110714,1300,1,300,-2,R,290,R,123,R,167,Z,0,Z,0,Z,0,R,27,R,10,R,17,R,13,R,5,R,8,R,25,R,6,R,19,Z,0,Z,0,Z,0,R,209,R,95,R,114,R,9,R,4,R,5,R,7,R,3,R,4,Z,0,Z,0,Z,0
2022,110714,1310,1,310,-2,R,475,R,135,R,340,R,1,Z,0,R,1,R,48,R,15,R,33,R,12,R,3,R,9,R,94,R,23,R,71,R,1,Z,0,R,1,R,278,R,82,R,196,R,15,R,4,R,11,R,20,R,6,R,14,R,6,R,2,R,4
2022,110714,1320,1,320,-2,R,439,R,279,R,160,R,1,R,1,Z,0,R,49,R,29,R,20,R,16,R,10,R,6,R,44,R,28,R,16,Z,0,Z,0,Z,0,R,281,R,185,R,96,R,18,R,12,R,6,R,20,R,13,R,7,R,10,R,1,R,9
2022,110714,1330,1,330,-2,R,432,R,135,R,297,R,2,Z,0,R,2,R,39,R,17,R,22,R,29,R,10,R,19,R,131,R,39,R,92,Z,0,Z,0,Z,0,R,194,R,53,R,141,R,13,R,3,R,10,R,22,R,13,R,9,R,2,Z,0,R,2
2022,110714,1340,1,340,-2,R,55,R,8,R,47,Z,0,Z,0,Z,0,R,8,Z,0,R,8,Z,0,Z,0,Z,0,R,5,R,2,R,3,Z,0,Z,0,Z,0,R,40,R,5,R,35,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0
2022,110714,1350,1,350,-2,R,426,R,198,R,228,R,1,R,1,Z,0,R,14,R,9,R,5,R,7,R,6,R,1,R,267,R,114,R,153,R,1,R,1,Z,0,R,111,R,58,R,53,R,4,R,2,R,2,R,20,R,7,R,13,R,1,Z,0,R,1
2022,110714,1360,1,360,-2,R,4,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110714,1370,1,370,-2,R,361,R,91,R,270,Z,0,Z,0,Z,0,R,24,R,7,R,17,R,12,R,4,R,8,R,75,R,22,R,53,Z,0,Z,0,Z,0,R,226,R,51,R,175,R,11,R,5,R,6,R,11,R,2,R,9,R,2,Z,0,R,2
2022,110714,1380,1,380,-2,R,129,R,110,R,19,R,2,R,2,Z,0,R,3,R,3,Z,0,R,2,R,1,R,1,R,26,R,24,R,2,Z,0,Z,0,Z,0,R,86,R,72,R,14,R,2,R,2,Z,0,R,8,R,6,R,2,Z,0,Z,0,Z,0
2022,110714,1390,1,390,-2,R,76,R,58,R,18,R,1,Z,0,R,1,R,4,R,3,R,1,R,1,R,1,Z,0,R,30,R,27,R,3,Z,0,Z,0,Z,0,R,35,R,25,R,10,R,2,R,1,R,1,R,3,R,1,R,2,Z,0,Z,0,Z,0
2022,110714,2100,2,100,10,R,3808,R,1720,R,2088,R,20,R,8,R,12,R,333,R,146,R,187,R,120,R,54,R,66,R,837,R,341,R,496,R,2,R,1,R,1,R,2042,R,947,R,1095,R,104,R,44,R,60,R,173,R,83,R,90,R,177,R,96,R,81
2022,110714,2200,2,200,11,R,1123,R,586,R,537,R,11,R,4,R,7,R,123,R,55,R,68,R,27,R,14,R,13,R,126,R,55,R,71,R,0,R,0,R,0,R,604,R,332,R,272,R,23,R,8,R,15,R,53,R,25,R,28,R,156,R,93,R,63
2022,110714,2210,2,210,-2,R,772,R,406,R,366,R,10,R,3,R,7,R,101,R,48,R,53,R,21,R,12,R,9,R,94,R,44,R,50,R,0,R,0,R,0,R,437,R,244,R,193,R,15,R,6,R,9,R,37,R,17,R,20,R,57,R,32,R,25
2022,110714,2220,2,220,-2,R,351,R,180,R,171,R,1,R,1,Z,0,R,22,R,7,R,15,R,6,R,2,R,4,R,32,R,11,R,21,Z,0,Z,0,Z,0,R,167,R,88,R,79,R,8,R,2,R,6,R,16,R,8,R,8,R,99,R,61,R,38
2022,110714,2250,2,250,-2,R,99,R,28,R,71,R,1,Z,0,R,1,R,5,Z,0,R,5,R,4,R,3,R,1,R,20,R,3,R,17,Z,0,Z,0,Z,0,R,50,R,12,R,38,R,7,R,3,R,4,R,12,R,7,R,5,Z,0,Z,0,Z,0
2022,110714,2260,2,260,-2,R,51,R,14,R,37,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,9,R,1,R,8,Z,0,Z,0,Z,0,R,31,R,9,R,22,R,2,R,1,R,1,R,6,R,3,R,3,Z,0,Z,0,Z,0
2022,110714,2261,2,261,-2,R,11,R,7,R,4,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,5,R,4,R,1,R,2,R,1,R,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0
2022,110714,2262,2,262,-2,R,26,R,3,R,23,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,6,R,1,R,5,Z,0,Z,0,Z,0,R,15,R,1,R,14,Z,0,Z,0,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0
2022,110714,2263,2,263,-2,R,14,R,4,R,10,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,11,R,4,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110714,2270,2,270,-2,R,48,R,14,R,34,R,1,Z,0,R,1,R,2,Z,0,R,2,R,4,R,3,R,1,R,11,R,2,R,9,Z,0,Z,0,Z,0,R,19,R,3,R,16,R,5,R,2,R,3,R,6,R,4,R,2,Z,0,Z,0,Z,0
2022,110714,2300,2,300,-2,R,276,R,114,R,162,Z,0,Z,0,Z,0,R,26,R,9,R,17,R,12,R,4,R,8,R,25,R,6,R,19,Z,0,Z,0,Z,0,R,197,R,88,R,109,R,9,R,4,R,5,R,7,R,3,R,4,Z,0,Z,0,Z,0
2022,110714,2310,2,310,-2,R,467,R,134,R,333,R,1,Z,0,R,1,R,47,R,15,R,32,R,11,R,2,R,9,R,94,R,23,R,71,R,1,Z,0,R,1,R,273,R,82,R,191,R,15,R,4,R,11,R,19,R,6,R,13,R,6,R,2,R,4
2022,110714,2320,2,320,-2,R,430,R,273,R,157,R,1,R,1,Z,0,R,48,R,28,R,20,R,16,R,10,R,6,R,44,R,28,R,16,Z,0,Z,0,Z,0,R,273,R,180,R,93,R,18,R,12,R,6,R,20,R,13,R,7,R,10,R,1,R,9
2022,110714,2330,2,330,-2,R,423,R,134,R,289,R,2,Z,0,R,2,R,39,R,17,R,22,R,28,R,9,R,19,R,130,R,39,R,91,Z,0,Z,0,Z,0,R,188,R,53,R,135,R,12,R,3,R,9,R,22,R,13,R,9,R,2,Z,0,R,2
2022,110714,2340,2,340,-2,R,31,R,4,R,27,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,23,R,2,R,21,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110714,2350,2,350,-2,R,413,R,195,R,218,R,1,R,1,Z,0,R,14,R,9,R,5,R,7,R,6,R,1,R,264,R,113,R,151,R,1,R,1,Z,0,R,101,R,56,R,45,R,4,R,2,R,2,R,20,R,7,R,13,R,1,Z,0,R,1
2022,110714,2360,2,360,-2,R,4,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110714,2370,2,370,-2,R,340,R,85,R,255,Z,0,Z,0,Z,0,R,21,R,7,R,14,R,12,R,4,R,8,R,72,R,21,R,51,Z,0,Z,0,Z,0,R,212,R,46,R,166,R,11,R,5,R,6,R,10,R,2,R,8,R,2,Z,0,R,2
2022,110714,2380,2,380,-2,R,127,R,109,R,18,R,2,R,2,Z,0,R,3,R,3,Z,0,R,2,R,1,R,1,R,26,R,24,R,2,Z,0,Z,0,Z,0,R,84,R,71,R,13,R,2,R,2,Z,0,R,8,R,6,R,2,Z,0,Z,0,Z,0
2022,110714,2390,2,390,-2,R,75,R,58,R,17,R,1,Z,0,R,1,R,4,R,3,R,1,R,1,R,1,Z,0,R,30,R,27,R,3,Z,0,Z,0,Z,0,R,35,R,25,R,10,R,2,R,1,R,1,R,2,R,1,R,1,Z,0,Z,0,Z,0
2022,110714,3100,3,100,-2,R,329,R,148,R,181,Z,0,Z,0,Z,0,R,28,R,13,R,15,R,9,R,6,R,3,R,26,R,12,R,14,Z,0,Z,0,Z,0,R,227,R,102,R,125,R,3,Z,0,R,3,R,32,R,13,R,19,R,4,R,2,R,2
2022,110714,3200,3,200,70,R,221,R,116,R,105,Z,0,Z,0,Z,0,R,17,R,11,R,6,R,6,R,3,R,3,R,18,R,10,R,8,Z,0,Z,0,Z,0,R,149,R,78,R,71,Z,0,Z,0,Z,0,R,27,R,12,R,15,R,4,R,2,R,2
2022,110714,3210,3,210,-2,R,175,R,88,R,87,Z,0,Z,0,Z,0,R,15,R,9,R,6,R,5,R,3,R,2,R,14,R,8,R,6,Z,0,Z,0,Z,0,R,118,R,59,R,59,Z,0,Z,0,Z,0,R,20,R,8,R,12,R,3,R,1,R,2
2022,110714,3220,3,220,-2,R,46,R,28,R,18,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,1,Z,0,R,1,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,31,R,19,R,12,Z,0,Z,0,Z,0,R,7,R,4,R,3,R,1,R,1,Z,0
2022,110714,3250,3,250,-2,R,7,R,1,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,1,R,3,R,2,Z,0,R,2,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2022,110714,3260,3,260,-2,R,4,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2022,110714,3261,3,261,-2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110714,3263,3,263,-2,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2022,110714,3270,3,270,-2,R,3,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110714,3300,3,300,-2,R,14,R,9,R,5,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,12,R,7,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110714,3310,3,310,-2,R,8,R,1,R,7,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,Z,0,R,5,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2022,110714,3320,3,320,-2,R,9,R,6,R,3,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,R,5,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110714,3330,3,330,-2,R,9,R,1,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,6,Z,0,R,6,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110714,3340,3,340,-2,R,24,R,4,R,20,Z,0,Z,0,Z,0,R,5,Z,0,R,5,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,17,R,3,R,14,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0
2022,110714,3350,3,350,-2,R,13,R,3,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,10,R,2,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110714,3370,3,370,-2,R,21,R,6,R,15,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,14,R,5,R,9,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2022,110714,3380,3,380,-2,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,110714,3390,3,390,-2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0
