year,UNITID,STAFFCAT,FTPT,OCCUPCAT,SABDTYPE,XHRTOTLT,HRTOTLT,XHRTOTLM,HRTOTLM,XHRTOTLW,HRTOTLW,XHRAIANT,HRAIANT,XHRAIANM,HRAIANM,XHRAIANW,HRAIANW,XHRASIAT,HRASIAT,XHRASIAM,HRASIAM,XHRASIAW,HRASIAW,XHRBKAAT,HRBKAAT,XHRBKAAM,HRBKAAM,XHRBKAAW,HRBKAAW,XHRHISPT,HRHISPT,XHRHISPM,HRHISPM,XHRHISPW,HRHISPW,XHRNHPIT,HRNHPIT,XHRNHPIM,HRNHPIM,XHRNHPIW,HRNHPIW,XHRWHITT,HRWHITT,XHRWHITM,HRWHITM,XHRWHITW,HRWHITW,XHR2MORT,HR2MORT,XHR2MORM,HR2MORM,XHR2MORW,HR2MORW,XHRUNKNT,HRUNKNT,XHRUNKNM,HRUNKNM,XHRUNKNW,HRUNKNW,XHRNRALT,HRNRALT,XHRNRALM,HRNRALM,XHRNRALW,HRNRALW 
2020,193900,2320,2,320,-2,R,985,R,706,R,279,R,0,R,0,R,0,R,234,R,172,R,62,R,119,R,88,R,31,R,146,R,112,R,34,R,2,R,2,R,0,R,423,R,290,R,133,R,12,R,9,R,3,R,25,R,20,R,5,R,24,R,13,R,11
2020,193900,2330,2,330,-2,R,475,R,231,R,244,R,0,R,0,R,0,R,37,R,11,R,26,R,63,R,37,R,26,R,50,R,31,R,19,R,1,R,1,R,0,R,297,R,142,R,155,R,8,R,3,R,5,R,16,R,5,R,11,R,3,R,1,R,2
2020,193900,2340,2,340,-2,R,2811,R,642,R,2169,R,6,R,0,R,6,R,496,R,153,R,343,R,426,R,91,R,335,R,579,R,108,R,471,R,13,R,2,R,11,R,1111,R,221,R,890,R,42,R,8,R,34,R,5,R,0,R,5,R,133,R,59,R,74
2020,193900,2350,2,350,-2,R,398,R,262,R,136,R,0,R,0,R,0,R,31,R,24,R,7,R,131,R,80,R,51,R,130,R,80,R,50,R,0,R,0,R,0,R,91,R,68,R,23,R,3,R,2,R,1,R,8,R,5,R,3,R,4,R,3,R,1
2020,193900,2360,2,360,-2,R,14,R,11,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,4,R,1,R,3,R,2,R,1,R,0,R,0,R,0,R,6,R,5,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,193900,2370,2,370,-2,R,2759,R,494,R,2265,R,10,R,0,R,10,R,289,R,54,R,235,R,597,R,112,R,485,R,843,R,149,R,694,R,5,R,0,R,5,R,905,R,159,R,746,R,52,R,10,R,42,R,48,R,9,R,39,R,10,R,1,R,9
2020,193900,2380,2,380,-2,R,175,R,145,R,30,R,0,R,0,R,0,R,6,R,5,R,1,R,35,R,22,R,13,R,38,R,31,R,7,R,0,R,0,R,0,R,91,R,84,R,7,R,0,R,0,R,0,R,4,R,3,R,1,R,1,R,0,R,1
2020,193900,2390,2,390,-2,R,13,R,12,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,4,R,0,R,4,R,3,R,1,R,0,R,0,R,0,R,5,R,5,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,193900,3100,3,100,-2,R,4821,R,2235,R,2586,R,6,R,3,R,3,R,495,R,194,R,301,R,402,R,160,R,242,R,290,R,118,R,172,R,5,R,0,R,5,R,3247,R,1594,R,1653,R,38,R,16,R,22,R,192,R,82,R,110,R,146,R,68,R,78
2020,193900,3200,3,200,70,R,4273,R,2137,R,2136,R,6,R,3,R,3,R,438,R,183,R,255,R,341,R,145,R,196,R,214,R,97,R,117,R,4,R,0,R,4,R,2928,R,1558,R,1370,R,29,R,13,R,16,R,187,R,81,R,106,R,126,R,57,R,69
2020,193900,3210,3,210,-2,R,4044,R,2042,R,2002,R,6,R,3,R,3,R,404,R,169,R,235,R,309,R,132,R,177,R,189,R,89,R,100,R,4,R,0,R,4,R,2833,R,1516,R,1317,R,28,R,12,R,16,R,169,R,72,R,97,R,102,R,49,R,53
2020,193900,3220,3,220,-2,R,189,R,71,R,118,R,0,R,0,R,0,R,23,R,8,R,15,R,22,R,9,R,13,R,23,R,7,R,16,R,0,R,0,R,0,R,80,R,30,R,50,R,1,R,1,R,0,R,18,R,9,R,9,R,22,R,7,R,15
2020,193900,3230,3,230,-2,R,40,R,24,R,16,R,0,R,0,R,0,R,11,R,6,R,5,R,10,R,4,R,6,R,2,R,1,R,1,R,0,R,0,R,0,R,15,R,12,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,1
2020,193900,3250,3,250,-2,R,17,R,2,R,15,R,0,R,0,R,0,R,2,R,0,R,2,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,1,R,8,R,0,R,0,R,0,R,2,R,1,R,1,R,1,R,0,R,1
2020,193900,3270,3,270,-2,R,17,R,2,R,15,R,0,R,0,R,0,R,2,R,0,R,2,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,1,R,8,R,0,R,0,R,0,R,2,R,1,R,1,R,1,R,0,R,1
2020,193900,3300,3,300,-2,R,28,R,9,R,19,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,0,R,1,R,3,R,0,R,3,R,0,R,0,R,0,R,23,R,8,R,15,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,193900,3310,3,310,-2,R,36,R,4,R,32,R,0,R,0,R,0,R,6,R,0,R,6,R,6,R,1,R,5,R,5,R,1,R,4,R,1,R,0,R,1,R,17,R,2,R,15,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0
2020,193900,3320,3,320,-2,R,8,R,1,R,7,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,6,R,0,R,6,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,193900,3330,3,330,-2,R,13,R,2,R,11,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,1,R,1,R,0,R,0,R,0,R,0,R,10,R,1,R,9,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,193900,3340,3,340,-2,R,291,R,55,R,236,R,0,R,0,R,0,R,36,R,9,R,27,R,28,R,9,R,19,R,32,R,10,R,22,R,0,R,0,R,0,R,176,R,14,R,162,R,5,R,3,R,2,R,0,R,0,R,0,R,14,R,10,R,4
2020,193900,3350,3,350,-2,R,5,R,4,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,193900,3370,3,370,-2,R,150,R,21,R,129,R,0,R,0,R,0,R,10,R,1,R,9,R,20,R,4,R,16,R,34,R,8,R,26,R,0,R,0,R,0,R,75,R,7,R,68,R,3,R,0,R,3,R,3,R,0,R,3,R,5,R,1,R,4
2020,193900,4400,4,400,-2,R,704,R,329,R,375,R,2,R,1,R,1,R,62,R,24,R,38,R,29,R,6,R,23,R,41,R,19,R,22,R,0,R,0,R,0,R,215,R,92,R,123,R,15,R,7,R,8,R,17,R,9,R,8,R,323,R,171,R,152
2020,193900,4410,4,410,-2,R,15,R,4,R,11,R,0,R,0,R,0,R,1,R,0,R,1,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,1,R,4,R,2,R,1,R,1,R,1,R,1,R,0,R,3,R,1,R,2
2020,193900,4420,4,420,-2,R,445,R,205,R,240,R,0,R,0,R,0,R,48,R,19,R,29,R,18,R,4,R,14,R,33,R,14,R,19,R,0,R,0,R,0,R,159,R,71,R,88,R,7,R,5,R,2,R,6,R,2,R,4,R,174,R,90,R,84
2020,193900,4490,4,490,-2,R,244,R,120,R,124,R,2,R,1,R,1,R,13,R,5,R,8,R,8,R,2,R,6,R,8,R,5,R,3,R,0,R,0,R,0,R,51,R,20,R,31,R,6,R,1,R,5,R,10,R,6,R,4,R,146,R,80,R,66
2020,194824,1100,1,100,-2,R,1673,R,968,R,705,R,1,R,1,R,0,R,234,R,157,R,77,R,101,R,58,R,43,R,59,R,31,R,28,R,5,R,1,R,4,R,1273,R,720,R,553,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,194824,1200,1,200,-2,R,622,R,453,R,169,R,0,R,0,R,0,R,185,R,141,R,44,R,19,R,16,R,3,R,25,R,17,R,8,R,0,R,0,R,0,R,393,R,279,R,114,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,194824,1210,1,210,-2,R,470,R,342,R,128,R,0,R,0,R,0,R,122,R,91,R,31,R,17,R,14,R,3,R,19,R,13,R,6,R,0,R,0,R,0,R,312,R,224,R,88,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,194824,1220,1,220,-2,R,152,R,111,R,41,Z,0,Z,0,Z,0,R,63,R,50,R,13,R,2,R,2,Z,0,R,6,R,4,R,2,Z,0,Z,0,Z,0,R,81,R,55,R,26,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1250,1,250,-2,R,145,R,38,R,107,Z,0,Z,0,Z,0,R,7,R,3,R,4,R,16,R,5,R,11,R,4,R,1,R,3,R,1,Z,0,R,1,R,117,R,29,R,88,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1260,1,260,-2,R,18,R,5,R,13,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,15,R,5,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1261,1,261,-2,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1262,1,262,-2,R,15,R,5,R,10,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,13,R,5,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1270,1,270,-2,R,127,R,33,R,94,Z,0,Z,0,Z,0,R,6,R,3,R,3,R,15,R,5,R,10,R,4,R,1,R,3,Z,0,Z,0,Z,0,R,102,R,24,R,78,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1300,1,300,-2,R,159,R,88,R,71,Z,0,Z,0,Z,0,R,10,R,5,R,5,R,12,R,6,R,6,R,4,R,2,R,2,R,1,R,1,Z,0,R,132,R,74,R,58,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1310,1,310,-2,R,144,R,37,R,107,Z,0,Z,0,Z,0,R,15,R,1,R,14,R,12,R,4,R,8,R,2,R,1,R,1,R,1,Z,0,R,1,R,114,R,31,R,83,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1320,1,320,-2,R,105,R,90,R,15,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,3,R,3,Z,0,R,4,R,4,Z,0,Z,0,Z,0,Z,0,R,95,R,81,R,14,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1330,1,330,-2,R,85,R,46,R,39,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,4,R,2,R,2,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,77,R,43,R,34,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1340,1,340,-2,R,29,R,4,R,25,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,1,Z,0,R,1,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,23,R,4,R,19,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1350,1,350,-2,R,146,R,104,R,42,R,1,R,1,Z,0,R,7,R,4,R,3,R,24,R,18,R,6,R,11,R,5,R,6,R,1,Z,0,R,1,R,102,R,76,R,26,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1360,1,360,-2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1370,1,370,-2,R,141,R,18,R,123,Z,0,Z,0,Z,0,R,3,Z,0,R,3,R,7,R,1,R,6,R,3,Z,0,R,3,R,1,Z,0,R,1,R,127,R,17,R,110,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1380,1,380,-2,R,81,R,78,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,79,R,76,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,1390,1,390,-2,R,15,R,11,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,13,R,9,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2100,2,100,10,R,1546,R,900,R,646,R,1,R,1,R,0,R,225,R,152,R,73,R,97,R,55,R,42,R,54,R,30,R,24,R,5,R,1,R,4,R,1164,R,661,R,503,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,194824,2200,2,200,11,R,540,R,401,R,139,R,0,R,0,R,0,R,176,R,136,R,40,R,18,R,15,R,3,R,21,R,16,R,5,R,0,R,0,R,0,R,325,R,234,R,91,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,194824,2210,2,210,-2,R,414,R,309,R,105,R,0,R,0,R,0,R,116,R,89,R,27,R,16,R,13,R,3,R,17,R,13,R,4,R,0,R,0,R,0,R,265,R,194,R,71,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,194824,2220,2,220,-2,R,126,R,92,R,34,Z,0,Z,0,Z,0,R,60,R,47,R,13,R,2,R,2,Z,0,R,4,R,3,R,1,Z,0,Z,0,Z,0,R,60,R,40,R,20,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2250,2,250,-2,R,135,R,35,R,100,Z,0,Z,0,Z,0,R,7,R,3,R,4,R,16,R,5,R,11,R,4,R,1,R,3,R,1,Z,0,R,1,R,107,R,26,R,81,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2260,2,260,-2,R,18,R,5,R,13,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,15,R,5,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2261,2,261,-2,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2262,2,262,-2,R,15,R,5,R,10,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,13,R,5,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2270,2,270,-2,R,117,R,30,R,87,Z,0,Z,0,Z,0,R,6,R,3,R,3,R,15,R,5,R,10,R,4,R,1,R,3,Z,0,Z,0,Z,0,R,92,R,21,R,71,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2300,2,300,-2,R,157,R,88,R,69,Z,0,Z,0,Z,0,R,10,R,5,R,5,R,12,R,6,R,6,R,4,R,2,R,2,R,1,R,1,Z,0,R,130,R,74,R,56,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2310,2,310,-2,R,142,R,36,R,106,Z,0,Z,0,Z,0,R,15,R,1,R,14,R,12,R,4,R,8,R,2,R,1,R,1,R,1,Z,0,R,1,R,112,R,30,R,82,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2320,2,320,-2,R,101,R,87,R,14,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,3,R,3,Z,0,R,4,R,4,Z,0,Z,0,Z,0,Z,0,R,91,R,78,R,13,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2330,2,330,-2,R,85,R,46,R,39,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,4,R,2,R,2,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,77,R,43,R,34,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2340,2,340,-2,R,21,R,4,R,17,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,16,R,4,R,12,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2350,2,350,-2,R,141,R,101,R,40,R,1,R,1,Z,0,R,7,R,4,R,3,R,23,R,17,R,6,R,10,R,5,R,5,R,1,Z,0,R,1,R,99,R,74,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2360,2,360,-2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2370,2,370,-2,R,131,R,16,R,115,Z,0,Z,0,Z,0,R,3,Z,0,R,3,R,7,R,1,R,6,R,3,Z,0,R,3,R,1,Z,0,R,1,R,117,R,15,R,102,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2380,2,380,-2,R,80,R,77,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,78,R,75,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,2390,2,390,-2,R,12,R,8,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,11,R,7,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3100,3,100,-2,R,127,R,68,R,59,Z,0,Z,0,Z,0,R,9,R,5,R,4,R,4,R,3,R,1,R,5,R,1,R,4,Z,0,Z,0,Z,0,R,109,R,59,R,50,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3200,3,200,70,R,82,R,52,R,30,Z,0,Z,0,Z,0,R,9,R,5,R,4,R,1,R,1,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0,R,68,R,45,R,23,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3210,3,210,-2,R,56,R,33,R,23,Z,0,Z,0,Z,0,R,6,R,2,R,4,R,1,R,1,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,47,R,30,R,17,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3220,3,220,-2,R,26,R,19,R,7,Z,0,Z,0,Z,0,R,3,R,3,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,21,R,15,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3250,3,250,-2,R,10,R,3,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,R,3,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3270,3,270,-2,R,10,R,3,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,R,3,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3300,3,300,-2,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3310,3,310,-2,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3320,3,320,-2,R,4,R,3,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,3,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3340,3,340,-2,R,8,Z,0,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,Z,0,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3350,3,350,-2,R,5,R,3,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3370,3,370,-2,R,10,R,2,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,R,2,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3380,3,380,-2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,3390,3,390,-2,R,3,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,194824,4400,4,400,-2,R,718,R,501,R,217,R,5,R,1,R,4,R,309,R,214,R,95,R,10,R,8,R,2,R,35,R,24,R,11,R,1,Z,0,R,1,R,258,R,174,R,84,Z,0,Z,0,Z,0,R,100,R,80,R,20,Z,0,Z,0,Z,0
2020,194824,4410,4,410,-2,R,325,R,212,R,113,R,1,Z,0,R,1,R,132,R,87,R,45,R,4,R,2,R,2,R,15,R,8,R,7,R,1,Z,0,R,1,R,137,R,88,R,49,Z,0,Z,0,Z,0,R,35,R,27,R,8,Z,0,Z,0,Z,0
2020,194824,4420,4,420,-2,R,393,R,289,R,104,R,4,R,1,R,3,R,177,R,127,R,50,R,6,R,6,Z,0,R,20,R,16,R,4,Z,0,Z,0,Z,0,R,121,R,86,R,35,Z,0,Z,0,Z,0,R,65,R,53,R,12,Z,0,Z,0,Z,0
2020,195003,1100,1,100,-2,R,4042,R,2005,R,2037,R,12,R,6,R,6,R,183,R,101,R,82,R,269,R,144,R,125,R,191,R,102,R,89,R,5,R,2,R,3,R,2969,R,1384,R,1585,R,47,R,22,R,25,R,301,R,204,R,97,R,65,R,40,R,25
2020,195003,1200,1,200,-2,R,1419,R,893,R,526,R,7,R,4,R,3,R,128,R,76,R,52,R,40,R,28,R,12,R,62,R,45,R,17,R,3,R,2,R,1,R,907,R,560,R,347,R,11,R,8,R,3,R,210,R,140,R,70,R,51,R,30,R,21
2020,195003,1210,1,210,-2,R,1380,R,872,R,508,R,7,R,4,R,3,R,125,R,74,R,51,R,39,R,28,R,11,R,59,R,43,R,16,R,3,R,2,R,1,R,882,R,546,R,336,R,10,R,8,R,2,R,209,R,140,R,69,R,46,R,27,R,19
2020,195003,1220,1,220,-2,R,39,R,21,R,18,R,0,R,0,R,0,R,3,R,2,R,1,R,1,R,0,R,1,R,3,R,2,R,1,R,0,R,0,R,0,R,25,R,14,R,11,R,1,R,0,R,1,R,1,R,0,R,1,R,5,R,3,R,2
2020,195003,1250,1,250,-2,R,131,R,46,R,85,R,1,R,0,R,1,R,2,R,0,R,2,R,13,R,7,R,6,R,7,R,1,R,6,R,0,R,0,R,0,R,84,R,20,R,64,R,1,R,0,R,1,R,22,R,18,R,4,R,1,R,0,R,1
2020,195003,1260,1,260,-2,R,23,R,3,R,20,R,1,R,0,R,1,R,0,R,0,R,0,R,2,R,1,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,17,R,2,R,15,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1
2020,195003,1261,1,261,-2,R,6,R,0,R,6,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,4,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1
2020,195003,1262,1,262,-2,R,13,R,2,R,11,R,1,R,0,R,1,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,10,R,2,R,8,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,195003,1263,1,263,-2,R,4,R,1,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,195003,1270,1,270,-2,R,108,R,43,R,65,R,0,R,0,R,0,R,2,R,0,R,2,R,11,R,6,R,5,R,6,R,1,R,5,R,0,R,0,R,0,R,67,R,18,R,49,R,1,R,0,R,1,R,21,R,18,R,3,R,0,R,0,R,0
2020,195003,1300,1,300,-2,R,410,R,201,R,209,R,0,R,0,R,0,R,9,R,6,R,3,R,30,R,16,R,14,R,13,R,7,R,6,R,0,R,0,R,0,R,352,R,169,R,183,R,0,R,0,R,0,R,6,R,3,R,3,R,0,R,0,R,0
