year,UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
2020,195030,R,57188,R,1053,R,1784,R,57188,R,1053,R,1784,R,57188,R,1053,R,1784,R,49792,R,713,R,1784,R,49792,R,713,R,1784,R,49792,R,713,R,1784,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,61500,R,2462,R,61500,R,2462,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,51090,R,930,R,52020,R,52974,R,935,R,53909,R,55040,R,990,R,56030,R,57188,R,1053,R,58241,.,.,R,51090,R,930,R,52020,R,52974,R,935,R,53909,R,55040,R,990,R,56030,R,57188,R,1053,R,58241,.,.,R,51090,R,930,R,52020,R,52974,R,935,R,53909,R,55040,R,990,R,56030,R,57188,R,1053,R,58241,.,.,R,1310,R,1310,R,1310,R,1310,R,15398,R,16122,R,16470,R,17064,R,1380,R,1380,R,1380,R,1380,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
2020,196079,R,7070,R,2944,R,295,R,7070,R,2944,R,295,R,24660,R,2944,R,1028,R,11310,R,2190,R,471,R,11310,R,2190,R,471,R,23100,R,2190,R,963,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,26450,R,2190,R,37140,R,2190,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,6670,R,2853,R,9523,R,6870,R,2938,R,9808,R,7070,R,3131,R,10201,R,7070,R,2944,R,10014,.,.,R,6670,R,2853,R,9523,R,6870,R,2983,R,9853,R,7070,R,3131,R,10201,R,7070,R,2944,R,10014,.,.,R,21550,R,2853,R,24403,R,23710,R,2938,R,26648,R,24660,R,3131,R,27791,R,24660,R,2944,R,27604,.,.,R,1000,R,1000,R,1000,R,1000,R,14577,R,15058,R,16068,R,15601,R,1000,R,1000,R,1000,R,1000,R,14577,R,15058,R,16068,R,16068,R,1000,R,1200,R,1000,R,1000,R,2195,R,2195,R,2195,R,2195
2020,196088,R,7070,R,3456,R,295,R,7070,R,3456,R,295,R,24740,R,3456,R,1031,R,11310,R,2928,R,471,R,11310,R,2928,R,471,R,23100,R,2928,R,963,Y,.,Y,.,Y,.,Y,.,R,36900,R,2908,R,62950,R,2908,R,43670,R,3108,R,65160,R,3108,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,26450,R,2888,R,37140,R,2888,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,25410,R,2928,R,29500,R,2928,R,6670,R,3158,R,9828,R,6870,R,3229,R,10099,R,7070,R,3454,R,10524,R,7070,R,3456,R,10526,.,.,R,6670,R,3158,R,9828,R,6870,R,3229,R,10099,R,7070,R,3454,R,10524,R,7070,R,3456,R,10526,.,.,R,23910,R,3158,R,27068,R,24540,R,3229,R,27769,R,24740,R,3454,R,28194,R,24740,R,3456,R,28196,.,.,R,1177,R,1203,R,1203,R,1202,R,12477,R,13723,R,14134,R,14136,R,2676,R,2733,R,2805,R,2804,R,12477,R,13723,R,14134,R,14136,R,2748,R,2733,R,2805,R,2804,R,2748,R,2733,R,2805,R,2804
2020,196097,R,7070,R,3021,R,295,R,7070,R,3021,R,295,R,24740,R,3021,R,1031,R,11310,R,2483,R,471,R,11310,R,2483,R,471,R,23100,R,2483,R,963,Y,.,Y,.,Y,.,Y,.,R,36900,R,13943,R,62950,R,13943,R,43670,R,4009,R,65160,R,4009,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,6670,R,2587,R,9257,R,6870,R,2755,R,9625,R,7070,R,3105,R,10175,R,7070,R,3021,R,10091,.,.,R,6670,R,2587,R,9257,R,6870,R,2755,R,9625,R,7070,R,3105,R,10175,R,7070,R,3021,R,10091,.,.,R,24180,R,2587,R,26767,R,24540,R,2755,R,27295,R,24740,R,3105,R,27845,R,24740,R,3021,R,27761,.,.,R,900,R,900,R,900,R,900,R,13446,R,13698,R,14278,R,14884,R,1868,R,1868,R,1868,R,1868,R,13999,R,13999,R,14151,R,15572,R,5336,R,5336,R,5336,R,5336,R,5336,R,5336,R,5336,R,5336
2020,196413,R,53432,R,1656,R,2363,R,53432,R,1656,R,2363,R,53432,R,1656,R,2363,R,40392,R,1322,R,1683,R,40392,R,1322,R,1683,R,40392,R,1322,R,1683,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,53530,R,2592,R,53530,R,2592,R,45150,R,1605,R,46755,R,50230,R,1623,R,51853,R,52210,R,1639,R,53849,R,54270,R,1656,R,55926,.,.,R,45150,R,1605,R,46755,R,50230,R,1623,R,51853,R,52210,R,1639,R,53849,R,54270,R,1656,R,55926,.,.,R,45150,R,1605,R,46755,R,50230,R,1623,R,51853,R,52210,R,1639,R,53849,R,54270,R,1656,R,55926,.,.,R,1469,R,1500,R,1536,R,1564,R,15558,R,15550,R,15910,R,16356,R,1698,R,1733,R,1774,R,1806,R,15558,R,15550,R,15910,R,16356,R,1698,R,1733,R,1774,R,1806,R,1698,R,1733,R,1774,R,1806
2020,197708,R,43575,R,2900,R,1550,R,43575,R,2900,R,1550,R,43575,R,2900,R,1550,R,34800,R,300,R,1160,R,34800,R,300,R,1160,R,34800,R,300,R,1160,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,40000,R,2000,R,42000,R,41000,R,2500,R,43500,R,42200,R,2700,R,44900,R,43575,R,2900,R,46475,.,.,R,40000,R,2000,R,42000,R,41000,R,2500,R,43500,R,42200,R,2700,R,44900,R,43575,R,2900,R,46475,.,.,R,40000,R,2000,R,42000,R,41000,R,2500,R,43500,R,42200,R,2700,R,44900,R,43575,R,2900,R,46475,.,.,R,1224,R,1224,R,1250,R,1250,R,11950,R,12000,R,12500,R,12750,R,5351,R,5351,R,5400,R,5400,R,13283,R,13283,R,13283,R,13283,R,5283,R,5283,R,5400,R,5400,R,3866,R,3866,R,2363,R,2363
2020,198419,R,55880,R,1753,R,1746,R,55880,R,1753,R,1746,R,55880,R,1753,R,1746,R,57900,R,1240,R,3360,R,57900,R,1240,R,3360,R,57900,R,1240,R,3360,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,61170,R,1366,R,61170,R,1366,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,66000,R,1347,R,66000,R,1347,R,51720,R,1780,R,53500,R,53760,R,1935,R,55695,R,55880,R,2243,R,58123,R,55880,R,1753,R,57633,.,.,R,51720,R,1780,R,53500,R,53760,R,1935,R,55695,R,55880,R,2243,R,58123,R,55880,R,1753,R,57633,.,.,R,51720,R,1780,R,53500,R,53760,R,1935,R,55695,R,55880,R,2243,R,58123,R,55880,R,1753,R,57633,.,.,R,1260,R,1260,R,1434,R,1434,R,15500,R,15944,R,16313,R,16026,R,2206,R,2206,R,1976,R,1976,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
2020,199120,R,7019,R,1961,R,237,R,7019,R,1961,R,237,R,34198,R,1961,R,1155,R,10552,R,1970,R,517,R,10552,R,1970,R,517,R,28278,R,1970,R,1386,Y,.,Y,.,Y,.,Y,.,R,35609,R,5044,R,62124,R,5044,R,32746,R,1949,R,60140,R,1949,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,22387,R,1948,R,44948,R,1948,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,21141,R,3339,R,38287,R,3339,R,7019,R,1986,R,9005,R,7019,R,1968,R,8987,R,7019,R,1961,R,8980,R,7019,R,1961,R,8980,0,.,R,7019,R,1986,R,9005,R,7019,R,1968,R,8987,R,7019,R,1961,R,8980,R,7019,R,1961,R,8980,0,.,R,32602,R,1986,R,34588,R,33202,R,1968,R,35170,R,34198,R,1961,R,36159,R,34198,R,1961,R,36159,.,.,R,1604,R,948,R,972,R,990,R,11556,R,11190,R,11526,R,11740,R,3404,R,2686,R,2750,R,2836,R,11556,R,11190,R,11526,R,11740,R,3404,R,2686,R,2750,R,2836,R,3404,R,2686,R,2750,R,2836
2020,199193,R,6535,R,2566,R,218,R,6535,R,2566,R,218,R,26654,R,2566,R,888,R,9095,R,2578,R,505,R,9095,R,2578,R,505,R,26421,R,2578,R,1468,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,17039,R,2578,R,45080,R,2578,Y,.,Y,.,Y,.,Y,.,R,6535,R,2523,R,9058,R,6535,R,2566,R,9101,R,6535,R,2566,R,9101,R,6535,R,2566,R,9101,0,.,R,6535,R,2523,R,9058,R,6535,R,2566,R,9101,R,6535,R,2566,R,9101,R,6535,R,2566,R,9101,0,.,R,24883,R,2523,R,27406,R,25878,R,2566,R,28444,R,26654,R,2566,R,29220,R,26654,R,2566,R,29220,.,.,R,1082,R,1082,R,1082,R,1082,R,10854,R,11078,R,11359,R,11602,R,2706,R,2716,R,2717,R,2770,R,10854,R,11078,R,11359,R,11602,R,2706,R,2716,R,2717,R,2770,R,6942,R,7080,R,7362,R,7603
2020,199847,R,56722,R,1038,R,2352,R,56722,R,1038,R,2352,R,56722,R,1038,R,2352,R,38650,R,566,R,1510,R,38650,R,566,R,1510,R,38650,R,566,R,1510,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,61200,Z,0,R,61200,Z,0,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,47610,R,742,R,47610,R,742,R,50524,R,876,R,51400,R,52348,R,974,R,53322,R,54430,R,1010,R,55440,R,56722,R,1038,R,57760,.,.,R,50524,R,876,R,51400,R,52348,R,974,R,53322,R,54430,R,1010,R,55440,R,56722,R,1038,R,57760,.,.,R,50524,R,876,R,51400,R,52348,R,974,R,53322,R,54430,R,1010,R,55440,R,56722,R,1038,R,57760,.,.,R,1404,R,1500,R,1500,R,1500,R,13926,R,14416,R,15018,R,15520,R,2400,R,2400,R,2400,R,2498,R,13926,R,14416,R,15018,R,15520,R,2400,R,2400,R,2400,R,2498,R,1770,R,1770,R,1770,R,1830
2020,201645,R,52448,R,500,R,2186,R,52448,R,500,R,2186,R,52448,R,500,R,2186,R,47920,R,38,R,1997,R,47920,R,38,R,1997,R,47920,R,38,R,1997,Y,.,Y,.,Y,.,Y,.,R,75136,R,1385,R,75136,R,1385,R,67440,R,165,R,67440,R,165,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,55100,R,273,R,55100,R,273,R,47074,R,426,R,47500,R,48604,R,438,R,49042,R,50450,R,474,R,50924,R,52448,R,500,R,52948,.,.,R,47074,R,426,R,47500,R,48604,R,438,R,49042,R,50450,R,474,R,50924,R,52448,R,500,R,52948,.,.,R,47074,R,426,R,47500,R,48604,R,438,R,49042,R,50450,R,474,R,50924,R,52448,R,500,R,52948,.,.,R,1200,R,1200,R,1200,R,1200,R,16604,R,15190,R,15614,R,16080,R,1900,R,1900,R,1900,R,1900,R,16604,R,15190,R,9260,R,16080,R,1900,R,1900,R,1900,R,1900,R,4070,R,4070,R,4170,R,4520
2020,204796,R,10615,R,903,R,442,R,10615,R,903,R,442,R,32599,R,903,R,1358,R,11560,R,865,R,723,R,11560,R,865,R,723,R,36276,R,865,R,2267,Y,.,Y,.,Y,.,Y,.,R,38520,R,5269,R,82212,R,5269,R,29680,R,957,R,54600,R,957,R,26936,R,2047,R,47992,R,2047,Y,.,Y,.,Y,.,Y,.,R,24328,R,865,R,50354,R,865,Y,.,Y,.,Y,.,Y,.,R,32168,R,1420,R,71504,R,1420,R,31196,R,865,R,46448,R,865,R,9718,R,874,R,10592,R,9852,R,874,R,10726,R,10197,R,887,R,11084,R,10615,R,903,R,11518,0,0,R,9718,R,874,R,10592,R,9852,R,874,R,10726,R,10197,R,887,R,11084,R,10615,R,903,R,11518,0,0,R,28822,R,874,R,29696,R,29868,R,874,R,30742,R,31174,R,887,R,32061,R,32599,R,903,R,33502,.,.,R,1168,R,1168,R,1082,R,1082,R,12292,R,12474,R,12748,R,13066,R,2985,R,2999,R,2998,R,2998,R,11340,R,11498,R,11700,R,11700,R,3025,R,3041,R,3014,R,3014,R,5085,R,5129,R,4956,R,4956
2020,211440,R,57560,R,925,R,800,R,57560,R,925,R,800,R,57560,R,925,R,800,R,46441,R,885,R,633,R,46441,R,885,R,633,R,46441,R,885,R,633,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,52732,R,1178,R,53910,R,54244,R,1221,R,55465,R,55816,R,1303,R,57119,R,57560,R,1250,R,58810,.,.,R,52732,R,1178,R,53910,R,54244,R,1221,R,55465,R,55816,R,1303,R,57119,R,57560,R,1250,R,58810,.,.,R,52732,R,1178,R,53910,R,54244,R,1221,R,55465,R,55816,R,1303,R,57119,R,57560,R,1250,R,58810,.,.,R,1000,R,1000,R,1000,R,1000,R,13784,R,14418,R,14972,R,15550,R,1400,R,1400,R,1400,R,1400,R,12974,R,13608,R,14162,R,14740,R,1400,R,1400,R,1400,R,1400,R,2080,R,2080,R,2080,R,1400
2020,212054,R,53868,R,2370,R,1212,R,53868,R,2370,R,1212,R,53868,R,2370,R,1212,R,36234,R,840,R,1342,R,36234,R,840,R,1342,R,36234,R,840,R,1342,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,58106,R,1874,R,58106,R,1874,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,47700,R,420,R,47700,R,420,R,49632,R,2370,R,52002,R,50874,R,2370,R,53244,R,52146,R,2370,R,54516,R,53868,R,2370,R,56238,.,.,R,49632,R,2370,R,52002,R,50874,R,2370,R,53244,R,52146,R,2370,R,54516,R,53868,R,2370,R,56238,.,.,R,49632,R,2370,R,52002,R,50874,R,2370,R,53244,R,52146,R,2370,R,54516,R,53868,R,2370,R,56238,.,.,R,1700,R,1700,R,1700,R,1700,R,13890,R,14079,R,14241,R,16008,R,1200,R,1200,R,1200,R,1200,R,13890,R,14079,R,14241,R,17262,R,1200,R,1200,R,1200,R,1200,R,1200,R,1200,R,1200,R,1200
2020,213543,R,54790,R,470,R,2285,R,54790,R,470,R,2285,R,54790,R,470,R,2285,R,27000,R,130,R,1500,R,27000,R,130,R,1500,R,27000,R,130,R,1500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,50320,R,420,R,50740,R,52480,R,450,R,52930,R,54790,R,450,R,55240,R,54790,R,470,R,55260,.,.,R,50320,R,420,R,50740,R,52480,R,450,R,52930,R,54790,R,450,R,55240,R,54790,R,470,R,55260,.,.,R,50320,R,420,R,50740,R,52480,R,450,R,52930,R,54790,R,450,R,55240,R,54790,R,470,R,55260,.,.,R,1000,R,1000,R,1000,R,1000,R,13120,R,13600,R,14160,R,14740,R,1065,R,1065,R,1065,R,1065,R,13120,R,13600,R,14160,R,14740,R,1065,R,1065,R,1065,R,1065,R,1065,R,1065,R,1065,R,1065
2020,215062,R,53166,R,6876,R,1892,R,53166,R,6876,R,1892,R,53166,R,6876,R,1892,R,37678,R,4082,R,1855,R,37678,R,4082,R,1855,R,37678,R,4082,R,1855,Y,.,Y,.,Y,.,Y,.,R,77612,R,5062,R,77612,R,5062,R,62008,R,5542,R,62008,R,5542,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,47832,R,5314,R,57832,R,5314,R,63610,R,5150,R,63610,R,5150,R,47416,R,6118,R,53534,R,49220,R,6364,R,55584,R,51156,R,6614,R,57770,R,53166,R,6876,R,60042,.,.,R,47416,R,6118,R,53534,R,49220,R,6364,R,55584,R,51156,R,6614,R,57770,R,53166,R,6876,R,60042,.,.,R,47416,R,6118,R,53534,R,49220,R,6364,R,55584,R,51156,R,6614,R,57770,R,53166,R,6876,R,60042,.,.,R,1280,R,1318,R,1358,R,1358,R,15066,R,15616,R,16190,R,16784,R,2704,R,2785,R,2868,R,2926,R,15066,R,15616,R,14406,R,14502,R,2704,R,2785,R,2868,R,2926,R,2704,R,2785,R,2868,R,2926
2020,215293,R,18628,R,1050,R,776,R,18628,R,1050,R,776,R,32656,R,1050,R,1360,R,23530,R,938,R,947,R,23530,R,938,R,947,R,39898,R,938,R,1630,Y,.,Y,.,Y,.,Y,.,R,50368,R,938,R,60396,R,938,R,57684,R,938,R,59930,R,938,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,32770,R,938,R,37678,R,938,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,34962,R,938,R,44996,R,938,R,18130,R,950,R,19080,R,18130,R,950,R,19080,R,18628,R,1090,R,19718,R,18628,R,1050,R,19678,.,.,R,18130,R,950,R,19080,R,18130,R,950,R,19080,R,18628,R,1090,R,19718,R,18629,R,1050,R,19679,.,.,R,29692,R,950,R,30642,R,31102,R,950,R,32052,R,32656,R,1090,R,33746,R,32656,R,1050,R,33706,.,.,R,773,R,752,R,755,R,716,R,11050,R,11050,R,11250,R,11250,R,2447,R,2621,R,2686,R,3502,R,11050,R,11582,R,11814,R,11814,R,2447,R,2621,R,2686,R,3502,R,2447,R,2621,R,2686,R,3502
2020,216597,R,56730,R,730,R,907,R,56730,R,730,R,907,R,56730,R,730,R,907,R,20619,R,100,R,1085,R,20619,R,100,R,1085,R,20619,R,100,R,1085,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,47446,R,555,R,47446,R,555,R,50554,R,730,R,51284,R,52578,R,730,R,53308,R,54550,R,730,R,55280,R,56730,R,730,R,57460,.,.,R,50554,R,730,R,51284,R,52578,R,730,R,53308,R,54550,R,730,R,55280,R,56730,R,730,R,57460,.,.,R,50554,R,730,R,51284,R,52578,R,730,R,53308,R,54550,R,730,R,55280,R,56730,R,730,R,57460,.,.,R,1100,R,1100,R,1100,R,1100,R,13547,R,14020,R,14444,R,14975,R,2300,R,2300,R,2300,R,2300,R,13547,R,14020,R,14444,R,14975,R,2300,R,2300,R,2300,R,2300,R,3950,R,3950,R,3950,R,3950
2020,217156,R,59254,R,1330,R,1851,R,59254,R,1330,R,1851,R,59254,R,1330,R,1851,R,59254,R,1109,R,1851,R,59254,R,1109,R,1851,R,59254,R,1109,R,1851,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,64974,R,1114,R,64974,R,1114,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,52231,R,1188,R,53419,R,54320,R,1236,R,55556,R,57112,R,1292,R,58404,R,59254,R,1442,R,60696,.,.,R,52231,R,1188,R,53419,R,54320,R,1236,R,55556,R,57112,R,1292,R,58404,R,59254,R,1442,R,60696,.,.,R,52231,R,1188,R,53419,R,54320,R,1236,R,55556,R,57112,R,1292,R,58404,R,59254,R,1442,R,60696,.,.,R,1571,R,1595,R,1632,R,1642,R,14020,R,14670,R,15332,R,15908,R,2040,R,2071,R,2122,R,2202,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
2020,217882,R,14118,R,1440,R,657,R,14118,R,1440,R,657,R,37110,R,1440,R,1657,R,10600,R,1196,R,724,R,10600,R,1196,R,724,R,22050,R,1196,R,1451,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,13752,R,1364,R,15116,R,13982,R,1392,R,15374,R,14118,R,1440,R,15558,R,14118,R,1440,R,15558,.,.,R,13752,R,1364,R,15116,R,13982,R,1392,R,15374,R,14118,R,1440,R,15558,R,14118,R,1440,R,15558,.,.,R,34694,R,1364,R,36058,R,35736,R,1392,R,37128,R,37110,R,1440,R,38550,R,37110,R,1440,R,38550,.,.,R,1346,R,1392,R,1436,R,1188,R,9592,R,10832,R,11414,R,11850,R,3520,R,3672,R,4054,R,4284,R,9592,R,10832,R,11414,R,11850,R,3520,R,3672,R,4054,R,4284,R,5146,R,5322,R,5848,R,6042
2020,217925,R,23550,R,1100,R,980,R,23550,R,1100,R,980,R,23550,R,1100,R,980,R,9540,R,1100,R,550,R,9540,R,1100,R,550,R,9540,R,1100,R,550,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,21720,R,670,R,22390,R,22840,R,850,R,23690,R,23090,R,910,R,24000,R,23550,R,1100,R,24650,.,.,R,21720,R,670,R,22390,R,22840,R,850,R,23690,R,23090,R,910,R,24000,R,23550,R,1100,R,24650,.,.,R,21720,R,670,R,22390,R,22840,R,850,R,23690,R,23090,R,910,R,24000,R,23550,R,1100,R,24650,.,.,R,600,R,600,R,600,R,600,R,7990,R,8150,R,8850,R,8950,R,3710,R,3710,R,3710,R,3710,R,8000,R,8000,R,8000,R,8000,R,4510,R,4510,R,4510,R,4510,R,4510,R,4510,R,4510,R,4510
