year,UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
2021,186371,R,12536,R,3121,R,404,R,12536,R,3121,R,404,R,29178,R,3121,R,947,R,18168,R,2481,R,757,R,18168,R,2481,R,757,R,29952,R,2481,R,1248,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,26320,R,3443,R,39896,R,3443,R,11886,R,2949,R,14835,R,12230,R,3034,R,15264,R,12230,R,2647,R,14877,R,12536,R,3121,R,15657,.,.,R,11886,R,2949,R,14835,R,12230,R,3034,R,15264,R,12230,R,2647,R,14877,R,12536,R,3121,R,15657,.,.,R,27664,R,2949,R,30613,R,28466,R,3034,R,31500,R,28466,R,2647,R,31113,R,29178,R,3121,R,32299,.,.,R,1350,R,1350,R,1350,R,1350,R,12336,R,12691,R,12691,R,12652,R,3413,R,3625,R,3574,R,3574,R,10572,R,16434,R,16706,R,16870,R,5785,R,6041,R,6641,R,6641,R,5785,R,6041,R,6641,R,6641
2021,186380,R,12536,R,3268,R,404,R,12536,R,3268,R,404,R,29737,R,3268,R,966,R,18180,R,2315,R,758,R,18180,R,2315,R,758,R,30900,R,2315,R,1288,Y,.,Y,.,Y,.,Y,.,R,55290,R,14312,R,89583,R,14312,R,43995,R,2870,R,67885,R,2870,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,19435,R,2563,R,38244,R,2563,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,11886,R,3088,R,14974,R,12230,R,3177,R,15407,R,12230,R,2773,R,15003,R,12536,R,3268,R,15804,.,.,R,11886,R,3088,R,14974,R,12230,R,3177,R,15407,R,12230,R,2773,R,15003,R,12536,R,3268,R,15804,.,.,R,28194,R,3088,R,31282,R,29012,R,3177,R,32189,R,29012,R,2773,R,31785,R,29737,R,3268,R,33005,.,.,R,1350,R,1350,R,1350,R,1350,R,12706,R,13075,R,13075,R,13402,R,3413,R,3625,R,3574,R,3574,R,10572,R,16434,R,16706,R,16870,R,5785,R,6041,R,6641,R,6641,R,5785,R,6041,R,6641,R,6641
2021,186399,R,12536,R,2672,R,404,R,12536,R,2672,R,404,R,29737,R,2672,R,966,R,18168,R,2298,R,757,R,18168,R,2298,R,757,R,30888,R,2298,R,1287,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,26320,R,3171,R,39896,R,3171,R,11886,R,2523,R,14409,R,12230,R,2596,R,14826,R,12230,R,2272,R,14502,R,12536,R,2672,R,15208,.,.,R,11886,R,2523,R,14409,R,12230,R,2596,R,14826,R,12230,R,2272,R,14502,R,12536,R,2672,R,15208,.,.,R,28194,R,2523,R,30717,R,29012,R,2596,R,31608,R,29012,R,2272,R,31284,R,29737,R,2672,R,32409,.,.,R,1350,R,1350,R,1350,R,1350,R,13536,R,13929,R,13929,R,13930,R,3413,R,3625,R,3574,R,3574,R,10572,R,16434,R,16706,R,16870,R,5785,R,6041,R,6641,R,6641,R,5785,R,6041,R,6641,R,6641
2021,186867,R,54780,R,2140,R,1826,R,54780,R,2140,R,1826,R,54780,R,2140,R,1826,R,38076,R,1480,R,1716,R,38076,R,1480,R,1716,R,38076,R,1480,R,1716,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,50370,R,1832,R,52202,R,52134,R,1880,R,54014,R,53828,R,2124,R,55952,R,54780,R,2140,R,56920,.,.,R,50370,R,1832,R,52202,R,52134,R,1880,R,54014,R,53828,R,2124,R,55952,R,54780,R,2140,R,56920,.,.,R,50370,R,1832,R,52202,R,52134,R,1880,R,54014,R,53828,R,2124,R,55952,R,54780,R,2140,R,56920,.,.,R,1200,R,1200,R,1200,R,1200,R,15244,R,15770,R,16244,R,16600,R,1050,R,1050,R,1020,R,1050,R,15244,R,15770,R,16244,R,16600,R,1050,R,1050,R,1050,R,1050,R,1550,R,1550,R,1550,R,1550
2021,190415,R,60286,R,729,R,1620,R,60286,R,729,R,1620,R,60286,R,729,R,1620,R,29500,R,506,R,1620,R,29500,R,506,R,1620,R,29500,R,506,R,1620,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,39206,R,506,R,58244,R,506,R,71552,R,506,R,71552,R,506,R,54584,R,604,R,55188,R,56550,R,672,R,57222,R,58586,R,696,R,59282,R,60286,R,729,R,61015,.,.,R,54584,R,604,R,55188,R,56550,R,672,R,57222,R,58586,R,696,R,59282,R,60286,R,729,R,61015,.,.,R,54584,R,604,R,55188,R,56550,R,672,R,57222,R,58586,R,696,R,59282,R,60286,R,729,R,61015,.,.,R,950,R,970,R,990,R,1000,R,14766,R,15246,R,15756,R,16396,R,1850,R,1850,R,2964,R,1876,R,14766,R,15246,R,15396,R,16396,R,1850,R,1850,R,2964,R,1876,R,1850,R,1850,R,3324,R,3576
2021,191241,R,54730,R,1046,R,945,R,54730,R,1046,R,945,R,54730,R,1046,R,945,R,23112,R,734,R,963,R,23112,R,734,R,963,R,23112,R,734,R,963,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,65850,R,900,R,65850,R,900,R,51285,R,1402,R,52687,R,52980,R,1413,R,54393,R,54730,R,1431,R,56161,R,54730,R,1431,R,56161,.,.,R,51285,R,1402,R,52687,R,52980,R,1413,R,54393,R,54730,R,1431,R,56161,R,54730,R,1431,R,56161,.,.,R,51285,R,1402,R,52687,R,52980,R,1413,R,54393,R,54730,R,1431,R,56161,R,54730,R,1431,R,56161,.,.,R,1012,R,1039,R,1040,R,1040,R,17969,R,18510,R,19065,R,21035,R,2870,R,2949,R,2950,R,2950,R,12162,R,12438,R,12438,R,12438,R,2840,R,2919,R,2920,R,2920,R,2802,R,2887,R,2888,R,2888
2021,193900,R,53770,R,2730,R,1583,R,53770,R,2730,R,1583,R,53770,R,2730,R,1583,R,35982,R,2224,R,1999,R,35982,R,2224,R,1999,R,35982,R,2224,R,1999,Y,.,Y,.,Y,.,Y,.,R,88700,R,2784,R,88700,R,2784,R,57887,R,3700,R,57887,R,3700,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,70400,R,2784,R,70400,R,2784,R,49256,R,2572,R,51828,R,50684,R,2624,R,53308,R,52204,R,2676,R,54880,R,53770,R,2730,R,56500,.,.,R,49256,R,2572,R,51828,R,50684,R,2624,R,53308,R,52204,R,2676,R,54880,R,53770,R,2730,R,56500,.,.,R,49256,R,2572,R,51828,R,50684,R,2624,R,53308,R,52204,R,2676,R,54880,R,53770,R,2730,R,56500,.,.,R,824,R,752,R,718,R,718,R,18156,R,18684,R,19244,R,19682,R,2758,R,2758,R,2790,R,2846,R,18156,R,18684,R,19244,R,19682,R,2758,R,2758,R,2790,R,2846,R,2758,R,2758,R,2790,R,2846
2021,194824,R,57100,R,1426,R,2380,R,57100,R,1426,R,2380,R,57100,R,1426,R,2380,R,57100,R,2926,R,2380,R,57100,R,2926,R,2380,R,57100,R,2926,R,2380,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,52550,R,1330,R,53880,R,54000,R,1378,R,55378,R,55600,R,1412,R,57012,R,57100,R,1426,R,58526,.,.,R,52550,R,1330,R,53880,R,54000,R,1378,R,55378,R,55600,R,1412,R,57012,R,57100,R,1426,R,58526,.,.,R,52550,R,1330,R,53880,R,54000,R,1378,R,55378,R,55600,R,1412,R,57012,R,57100,R,1426,R,58526,.,.,R,1250,R,1250,R,1250,R,1250,R,15260,R,15580,R,15954,R,16379,R,1608,R,1608,R,1608,R,1608,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
2021,195003,R,50225,R,726,R,1760,R,50225,R,726,R,1760,R,50225,R,726,R,1760,R,52092,R,316,R,2171,R,52092,R,316,R,2171,R,52092,R,316,R,2171,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,41772,R,584,R,42356,R,45244,R,646,R,45890,R,50564,R,676,R,51240,R,52030,R,726,R,52756,.,.,R,41772,R,584,R,42356,R,45244,R,646,R,45890,R,50564,R,676,R,51240,R,52030,R,726,R,52756,.,.,R,41772,R,584,R,42356,R,45244,R,646,R,45890,R,50564,R,676,R,51240,R,52030,R,726,R,52756,.,.,R,1082,R,1098,R,1098,R,1098,R,13046,R,13540,R,13976,R,14432,R,928,R,946,R,946,R,946,R,13046,R,13540,R,13976,R,14432,R,928,R,946,R,946,R,946,R,1184,R,1208,R,1252,R,1252
2021,195030,R,58276,R,1102,R,1818,R,58276,R,1102,R,1818,R,58276,R,1102,R,1818,R,46779,R,762,R,1818,R,46779,R,762,R,1818,R,46779,R,762,R,1818,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,64000,R,2472,R,64000,R,2472,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,52974,R,935,R,53909,R,55040,R,990,R,56030,R,57188,R,1053,R,58241,R,58276,R,1102,R,59378,.,.,R,52974,R,935,R,53909,R,55040,R,990,R,56030,R,57188,R,1053,R,58241,R,58276,R,1102,R,59378,.,.,R,52974,R,935,R,53909,R,55040,R,990,R,56030,R,57188,R,1053,R,58241,R,58276,R,1102,R,59378,.,.,R,1310,R,1310,R,1310,R,1310,R,16122,R,16470,R,17064,R,17388,R,1380,R,1380,R,1380,R,1380,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
2021,196079,R,7070,R,3320,R,295,R,7070,R,3320,R,295,R,24910,R,3320,R,1038,R,11310,R,2470,R,471,R,11310,R,2470,R,471,R,23100,R,2470,R,963,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,26450,R,2319,R,37140,R,2319,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,6870,R,2938,R,9808,R,7070,R,3131,R,10201,R,7070,R,2944,R,10014,R,7070,R,3320,R,10390,.,.,R,6870,R,2983,R,9853,R,7070,R,3131,R,10201,R,7070,R,2944,R,10014,R,7070,R,3320,R,10390,.,.,R,23710,R,2938,R,26648,R,24660,R,3131,R,27791,R,24660,R,2944,R,27604,R,23100,R,3320,R,26420,.,.,R,1000,R,1000,R,1000,R,1000,R,15058,R,16068,R,15601,R,17064,R,1000,R,1000,R,1000,R,1000,R,15058,R,16068,R,16068,R,17064,R,1200,R,1000,R,1000,R,1000,R,2195,R,2195,R,2195,R,2195
2021,196088,R,7070,R,3712,R,295,R,7070,R,3712,R,295,R,24990,R,3712,R,1041,R,11310,R,3078,R,471,R,11310,R,3078,R,471,R,23100,R,3078,R,963,Y,.,Y,.,Y,.,Y,.,R,36900,R,3058,R,63580,R,3058,R,43670,R,3258,R,65160,R,3258,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,26450,R,3038,R,37140,R,3038,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,25410,R,3078,R,30250,R,3078,R,6870,R,3229,R,10099,R,7070,R,3454,R,10524,R,7070,R,3456,R,10526,R,7070,R,3712,R,10782,.,.,R,6870,R,3229,R,10099,R,7070,R,3454,R,10524,R,7070,R,3456,R,10526,R,7070,R,3712,R,10782,.,.,R,24540,R,3229,R,27769,R,24740,R,3454,R,28194,R,24740,R,3456,R,28196,R,24990,R,3712,R,28702,.,.,R,1203,R,1203,R,1202,R,1202,R,13723,R,14134,R,14136,R,15452,R,2733,R,2805,R,2804,R,2804,R,13723,R,14134,R,14136,R,15452,R,2733,R,2805,R,2804,R,2804,R,2733,R,2805,R,2804,R,2804
2021,196097,R,7070,R,3385,R,295,R,7070,R,3385,R,295,R,24990,R,3385,R,1041,R,11310,R,2528,R,471,R,11310,R,2528,R,471,R,23100,R,2528,R,963,Y,.,Y,.,Y,.,Y,.,R,36900,R,14038,R,63580,R,14038,R,43670,R,4104,R,65160,R,4104,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,6870,R,2755,R,9625,R,7070,R,3105,R,10175,R,7070,R,3021,R,10091,R,7070,R,3385,R,10455,.,.,R,6870,R,2755,R,9625,R,7070,R,3105,R,10175,R,7070,R,3021,R,10091,R,7070,R,3385,R,10455,.,.,R,24540,R,2755,R,27295,R,24740,R,3105,R,27845,R,24740,R,3021,R,27761,R,24990,R,3385,R,28375,.,.,R,900,R,900,R,900,R,900,R,13698,R,14278,R,14884,R,15498,R,1868,R,1868,R,1868,R,2420,R,13999,R,14151,R,15572,R,16168,R,5336,R,5336,R,5336,R,6664,R,5336,R,5336,R,5336,R,6664
2021,196413,R,55920,R,1671,R,2434,R,55920,R,1671,R,2434,R,55920,R,1671,R,2434,R,41616,R,1338,R,1734,R,41616,R,1338,R,1734,R,41616,R,1338,R,1734,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,55140,R,2608,R,55140,R,2608,R,50230,R,1623,R,51853,R,52210,R,1639,R,53849,R,54270,R,1656,R,55926,R,55920,R,1671,R,57591,.,.,R,50230,R,1623,R,51853,R,52210,R,1639,R,53849,R,54270,R,1656,R,55926,R,55920,R,1671,R,57591,.,.,R,50230,R,1623,R,51853,R,52210,R,1639,R,53849,R,54270,R,1656,R,55926,R,55920,R,1671,R,57591,.,.,R,1500,R,1536,R,1564,R,1582,R,15550,R,15910,R,16356,R,16895,R,1733,R,1774,R,1806,R,1828,R,15550,R,15910,R,16356,R,16895,R,1733,R,1774,R,1806,R,1828,R,1733,R,1774,R,1806,R,1828
2021,197708,R,44300,R,3200,R,1585,R,44300,R,3200,R,1585,R,44300,R,3200,R,1585,R,34800,R,350,R,1165,R,34800,R,350,R,1165,R,34800,R,350,R,1165,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,65817,R,670,R,65817,R,670,R,41000,R,2500,R,43500,R,42200,R,2700,R,44900,R,43575,R,2900,R,46475,R,44300,R,3200,R,47500,.,.,R,41000,R,2500,R,43500,R,42200,R,2700,R,44900,R,43575,R,2900,R,46475,R,44300,R,3200,R,47500,.,.,R,41000,R,2500,R,43500,R,42200,R,2700,R,44900,R,43575,R,2900,R,46475,R,44300,R,3200,R,47500,.,.,R,1224,R,1250,R,1250,R,1250,R,12000,R,12500,R,12750,R,13000,R,5351,R,5400,R,5400,R,5400,R,13283,R,13283,R,13283,R,13283,R,5283,R,5400,R,5400,R,5400,R,3866,R,2363,R,2363,R,2363
2021,198419,R,58085,R,2159,R,1815,R,58085,R,2159,R,1815,R,58085,R,2159,R,1815,R,57900,R,1241,R,3360,R,57900,R,1241,R,3360,R,57900,R,1241,R,3360,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,63310,R,1365,R,63310,R,1365,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,68400,R,1350,R,68400,R,1350,R,53760,R,1935,R,55695,R,55880,R,2243,R,58123,R,55880,R,2054,R,57934,R,58085,R,2159,R,60244,.,.,R,53760,R,1935,R,55695,R,55880,R,2243,R,58123,R,55880,R,2054,R,57934,R,58085,R,2159,R,60244,.,.,R,53760,R,1935,R,55695,R,55880,R,2243,R,58123,R,55880,R,2054,R,57934,R,58085,R,2159,R,60244,.,.,R,1260,R,1434,R,1434,R,1434,R,15944,R,16313,R,17484,R,16206,R,2206,R,1976,R,1976,R,1976,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11791,A,.
2021,199120,R,7019,R,2009,R,292,R,7019,R,2009,R,292,R,34882,R,2009,R,1453,R,10552,R,2014,R,586,R,10552,R,2014,R,586,R,28844,R,2014,R,1602,Y,.,Y,.,Y,.,Y,.,R,12153,R,4521,R,30566,R,4521,R,32746,R,1999,R,60706,R,1999,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,22387,R,1998,R,45514,R,1998,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,21141,R,3389,R,41353,R,3389,R,7019,R,1968,R,8987,R,7019,R,1961,R,8980,R,7019,R,1961,R,8980,R,7019,R,2009,R,9028,0,.,R,7019,R,1968,R,8987,R,7019,R,1961,R,8980,R,7019,R,1961,R,8980,R,7019,R,2009,R,9028,0,.,R,33202,R,1968,R,35170,R,34198,R,1961,R,36159,R,34198,R,1961,R,36159,R,34882,R,2009,R,36891,.,.,R,948,R,972,R,990,R,1002,R,11190,R,11526,R,11740,R,11882,R,2686,R,2750,R,2836,R,2858,R,11190,R,11526,R,11740,R,11882,R,2686,R,2750,R,2836,R,2858,R,2686,R,2750,R,2836,R,2858
2021,199193,R,6535,R,2596,R,272,R,6535,R,2596,R,272,R,27320,R,2596,R,1138,R,9095,R,2608,R,505,R,9095,R,2608,R,505,R,27082,R,2608,R,1505,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,17039,R,2608,R,45740,R,2608,Y,.,Y,.,Y,.,Y,.,R,6535,R,2566,R,9101,R,6535,R,2566,R,9101,R,6535,R,2566,R,9101,R,6535,R,2596,R,9131,0,.,R,6535,R,2566,R,9101,R,6535,R,2566,R,9101,R,6535,R,2566,R,9101,R,6535,R,2596,R,9131,0,.,R,25878,R,2566,R,28444,R,26654,R,2566,R,29220,R,26654,R,2566,R,29220,R,27320,R,2596,R,29916,.,.,R,1082,R,1082,R,1082,R,1094,R,11078,R,11359,R,11602,R,11957,R,2716,R,2717,R,2770,R,2804,R,11078,R,11359,R,11602,R,11957,R,2716,R,2717,R,2770,R,2804,R,7080,R,7362,R,7603,R,7787
2021,199847,R,58708,R,1062,R,2434,R,58708,R,1062,R,2434,R,58708,R,1062,R,2434,R,38650,R,590,R,1560,R,38650,R,590,R,1560,R,38650,R,590,R,1560,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,61200,Z,0,R,61200,Z,0,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,49276,R,890,R,49276,R,890,R,52348,R,974,R,53322,R,54430,R,1010,R,55440,R,56722,R,1038,R,57760,R,58708,R,1062,R,59770,.,.,R,52348,R,974,R,53322,R,54430,R,1010,R,55440,R,56722,R,1038,R,57760,R,58708,R,1062,R,59770,.,.,R,52348,R,974,R,53322,R,54430,R,1010,R,55440,R,56722,R,1038,R,57760,R,58708,R,1062,R,59770,.,.,R,1500,R,1500,R,1500,R,1500,R,14416,R,15018,R,15520,R,16044,R,2400,R,2400,R,2498,R,2572,R,14416,R,15018,R,15520,R,16044,R,2400,R,2400,R,2498,R,2572,R,1770,R,1770,R,1830,R,2390
2021,201645,R,54020,R,512,R,2251,R,54020,R,512,R,2251,R,54020,R,512,R,2251,R,49358,R,40,R,2057,R,49358,R,40,R,2057,R,49358,R,40,R,2057,Y,.,Y,.,Y,.,Y,.,R,77916,R,1400,R,77916,R,1400,R,68788,R,70,R,68788,R,70,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,56700,R,184,R,56700,R,184,R,48604,R,438,R,49042,R,50450,R,474,R,50924,R,52448,R,500,R,52948,R,54020,R,512,R,54532,.,.,R,48604,R,438,R,49042,R,50450,R,474,R,50924,R,52448,R,500,R,52948,R,54020,R,512,R,54532,.,.,R,48604,R,438,R,49042,R,50450,R,474,R,50924,R,52448,R,500,R,52948,R,54020,R,512,R,54532,.,.,R,1200,R,1200,R,1200,R,1200,R,15190,R,15614,R,16080,R,16482,R,1900,R,1900,R,1900,R,1900,R,15190,R,9260,R,9260,R,16482,R,1900,R,1900,R,1900,R,1900,R,4070,R,4170,R,4170,R,4170
2021,204796,R,11018,R,918,R,459,R,11018,R,918,R,459,R,34101,R,918,R,1421,R,11560,R,865,R,723,R,11560,R,865,R,723,R,37512,R,865,R,2345,Y,.,Y,.,Y,.,Y,.,R,40064,R,5709,R,85066,R,5709,R,30124,R,957,R,55044,R,957,R,26936,R,2116,R,49044,R,2116,Y,.,Y,.,Y,.,Y,.,R,25300,R,865,R,52628,R,865,Y,.,Y,.,Y,.,Y,.,R,32810,R,1420,R,72932,R,1420,R,31820,R,865,R,47072,R,865,R,9852,R,874,R,10726,R,10197,R,887,R,11084,R,10615,R,903,R,11518,R,11018,R,918,R,11936,0,0,R,9852,R,874,R,10726,R,10197,R,887,R,11084,R,10615,R,903,R,11518,R,11018,R,918,R,11936,0,0,R,29868,R,874,R,30742,R,31174,R,887,R,32061,R,32599,R,903,R,33502,R,34101,R,918,R,35019,.,.,R,1168,R,1082,R,1082,R,1012,R,12474,R,12748,R,13066,R,13392,R,2999,R,2998,R,2998,R,2682,R,11498,R,11700,R,11700,R,11952,R,3041,R,3014,R,3014,R,2896,R,5129,R,4956,R,4956,R,4858
