year,UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFTOTLT,EFTOTLT,XEFTOTLM,EFTOTLM,XEFTOTLW,EFTOTLW,XEFAIANT,EFAIANT,XEFAIANM,EFAIANM,XEFAIANW,EFAIANW,XEFASIAT,EFASIAT,XEFASIAM,EFASIAM,XEFASIAW,EFASIAW,XEFBKAAT,EFBKAAT,XEFBKAAM,EFBKAAM,XEFBKAAW,EFBKAAW,XEFHISPT,EFHISPT,XEFHISPM,EFHISPM,XEFHISPW,EFHISPW,XEFNHPIT,EFNHPIT,XEFNHPIM,EFNHPIM,XEFNHPIW,EFNHPIW,XEFWHITT,EFWHITT,XEFWHITM,EFWHITM,XEFWHITW,EFWHITW,XEF2MORT,EF2MORT,XEF2MORM,EF2MORM,XEF2MORW,EF2MORW,XEFUNKNT,EFUNKNT,XEFUNKNM,EFUNKNM,XEFUNKNW,EFUNKNW,XEFNRALT,EFNRALT,XEFNRALM,EFNRALM,XEFNRALW,EFNRALW ,EFNRALW,XEFGNDRUN,EFGNDRUN,XEFGNDRAN,EFGNDRAN,XEFGNDRUA,EFGNDRUA,XEFGNDRKN,EFGNDRKN  ,XEFGNDRU,XEFGNDRA,XEFGNDRK,EFGNDRKN
2022,196097,52,25,2,3,R,2614,R,802,R,1812,R,2,R,1,R,1,R,200,R,73,R,127,R,193,R,57,R,136,R,274,R,67,R,207,R,4,R,2,R,2,R,1221,R,329,R,892,R,41,R,11,R,30,R,477,R,122,R,355,R,202,R,140,R,,62,,,,,,,,,A,A,A,
2022,196097,59,16,2,1,R,86,R,40,R,46,R,1,Z,0,R,1,R,6,R,3,R,3,R,3,R,0,R,3,R,18,R,6,R,12,Z,0,Z,0,Z,0,R,46,R,26,R,20,R,3,R,1,R,2,R,5,R,2,R,3,R,4,R,2,R,,2,,,,,,,,,A,A,A,
2022,196097,60,17,2,1,R,1001,R,540,R,461,R,2,Z,0,R,2,R,181,R,105,R,76,R,76,R,29,R,47,R,208,R,105,R,103,R,1,R,1,Z,0,R,382,R,212,R,170,R,30,R,17,R,13,R,54,R,27,R,27,R,67,R,44,R,,23,,,,,,,,,A,A,A,
2022,196413, 1,29,3,4,R,22698,R,10438,R,12260,R,106,R,42,R,64,R,1445,R,647,R,798,R,1618,R,676,R,942,R,2207,R,914,R,1293,R,24,R,8,R,16,R,11636,R,5192,R,6444,R,838,R,314,R,524,R,573,R,292,R,281,R,4251,R,2353,R,,1898,,0,,,,0,,,Z,A,R,22698
2022,196413, 2,99,3,1,R,15421,R,7030,R,8391,R,83,R,34,R,49,R,1099,R,474,R,625,R,1074,R,480,R,594,R,1689,R,706,R,983,R,12,R,3,R,9,R,8429,R,3795,R,4634,R,635,R,241,R,394,R,403,R,219,R,184,R,1997,R,1078,R,,919,,0,,,,0,,,R,A,R,15421
2022,196413, 3,99,3,1,R,15071,R,6867,R,8204,R,80,R,33,R,47,R,1082,R,469,R,613,R,1065,R,475,R,590,R,1669,R,699,R,970,R,12,R,3,R,9,R,8234,R,3715,R,4519,R,628,R,237,R,391,R,331,R,166,R,165,R,1970,R,1070,R,,900,,,,,,,,,A,A,A,
2022,196413, 4,99,3,1,R,4108,R,1836,R,2272,R,16,R,6,R,10,R,329,R,141,R,188,R,287,R,121,R,166,R,425,R,176,R,249,R,1,R,0,R,1,R,2384,R,1040,R,1344,R,186,R,79,R,107,R,41,R,22,R,19,R,439,R,251,R,,188,,,,,,,,,A,A,A,
2022,196413, 5,99,3,1,R,10963,R,5031,R,5932,R,64,R,27,R,37,R,753,R,328,R,425,R,778,R,354,R,424,R,1244,R,523,R,721,R,11,R,3,R,8,R,5850,R,2675,R,3175,R,442,R,158,R,284,R,290,R,144,R,146,R,1531,R,819,R,,712,,,,,,,,,A,A,A,
2022,196413,11,99,3,1,R,350,R,163,R,187,R,3,R,1,R,2,R,17,R,5,R,12,R,9,R,5,R,4,R,20,R,7,R,13,R,0,R,0,R,0,R,195,R,80,R,115,R,7,R,4,R,3,R,72,R,53,R,19,R,27,R,8,R,,19,,,,,,,,,A,A,A,
2022,196413,12,99,3,3,R,7277,R,3408,R,3869,R,23,R,8,R,15,R,346,R,173,R,173,R,544,R,196,R,348,R,518,R,208,R,310,R,12,R,5,R,7,R,3207,R,1397,R,1810,R,203,R,73,R,130,R,170,R,73,R,97,R,2254,R,1275,R,,979,,0,,,,0,,,R,A,R,7277
2022,196413,19,99,3,1,R,299,R,163,R,136,R,5,R,5,R,0,R,13,R,7,R,6,R,32,R,16,R,16,R,27,R,12,R,15,R,0,R,0,R,0,R,159,R,83,R,76,R,12,R,6,R,6,R,8,R,5,R,3,R,43,R,29,R,,14,,,,,,,,,A,A,A,
2022,196413,20,99,3,1,R,10664,R,4868,R,5796,R,59,R,22,R,37,R,740,R,321,R,419,R,746,R,338,R,408,R,1217,R,511,R,706,R,11,R,3,R,8,R,5691,R,2592,R,3099,R,430,R,152,R,278,R,282,R,139,R,143,R,1488,R,790,R,,698,,,,,,,,,A,A,A,
2022,196413,21,14,1,4,R,20107,R,9270,R,10837,R,93,R,37,R,56,R,1301,R,571,R,730,R,1363,R,583,R,780,R,1977,R,817,R,1160,R,21,R,8,R,13,R,10154,R,4525,R,5629,R,748,R,283,R,465,R,425,R,215,R,210,R,4025,R,2231,R,,1794,,,,,,,,,A,A,A,
2022,196413,22, 8,1,1,R,14806,R,6684,R,8122,R,77,R,32,R,45,R,1068,R,459,R,609,R,999,R,440,R,559,R,1646,R,681,R,965,R,12,R,3,R,9,R,8087,R,3599,R,4488,R,614,R,233,R,381,R,341,R,176,R,165,R,1962,R,1061,R,,901,,,,,,,,,A,A,A,
2022,196413,23, 6,1,1,R,14601,R,6620,R,7981,R,76,R,32,R,44,R,1055,R,457,R,598,R,999,R,440,R,559,R,1632,R,678,R,954,R,12,R,3,R,9,R,7951,R,3557,R,4394,R,612,R,233,R,379,R,324,R,165,R,159,R,1940,R,1055,R,,885,,,,,,,,,A,A,A,
2022,196413,24, 1,1,1,R,4094,R,1829,R,2265,R,16,R,6,R,10,R,329,R,141,R,188,R,286,R,121,R,165,R,422,R,175,R,247,R,1,R,0,R,1,R,2376,R,1034,R,1342,R,186,R,79,R,107,R,39,R,22,R,17,R,439,R,251,R,,188,,,,,,,,,A,A,A,
2022,196413,25,99,1,1,R,10507,R,4791,R,5716,R,60,R,26,R,34,R,726,R,316,R,410,R,713,R,319,R,394,R,1210,R,503,R,707,R,11,R,3,R,8,R,5575,R,2523,R,3052,R,426,R,154,R,272,R,285,R,143,R,142,R,1501,R,804,R,,697,,,,,,,,,A,A,A,
2022,196413,31, 7,1,1,R,205,R,64,R,141,R,1,R,0,R,1,R,13,R,2,R,11,R,0,R,0,R,0,R,14,R,3,R,11,R,0,R,0,R,0,R,136,R,42,R,94,R,2,R,0,R,2,R,17,R,11,R,6,R,22,R,6,R,,16,,,,,,,,,A,A,A,
2022,196413,32,11,1,3,R,5301,R,2586,R,2715,R,16,R,5,R,11,R,233,R,112,R,121,R,364,R,143,R,221,R,331,R,136,R,195,R,9,R,5,R,4,R,2067,R,926,R,1141,R,134,R,50,R,84,R,84,R,39,R,45,R,2063,R,1170,R,,893,,,,,,,,,A,A,A,
2022,196413,39, 2,1,1,R,233,R,126,R,107,R,5,R,5,Z,0,R,9,R,4,R,5,R,23,R,12,R,11,R,23,R,10,R,13,R,0,R,0,Z,0,R,115,R,57,R,58,R,8,R,4,R,4,R,8,R,5,R,3,R,42,R,29,R,,13,,,,,,,,,A,A,A,
2022,196413,40, 3,1,1,R,10274,R,4665,R,5609,R,55,R,21,R,34,R,717,R,312,R,405,R,690,R,307,R,383,R,1187,R,493,R,694,R,11,R,3,R,8,R,5460,R,2466,R,2994,R,418,R,150,R,268,R,277,R,138,R,139,R,1459,R,775,R,,684,,,,,,,,,A,A,A,
2022,196413,41,28,2,4,R,2591,R,1168,R,1423,R,13,R,5,R,8,R,144,R,76,R,68,R,255,R,93,R,162,R,230,R,97,R,133,R,3,R,0,R,3,R,1482,R,667,R,815,R,90,R,31,R,59,R,148,R,77,R,71,R,226,R,122,R,,104,,,,,,,,,A,A,A,
2022,196413,42,22,2,1,R,615,R,346,R,269,R,6,R,2,R,4,R,31,R,15,R,16,R,75,R,40,R,35,R,43,R,25,R,18,R,0,R,0,R,0,R,342,R,196,R,146,R,21,R,8,R,13,R,62,R,43,R,19,R,35,R,17,R,,18,,,,,,,,,A,A,A,
2022,196413,43,20,2,1,R,470,R,247,R,223,R,4,R,1,R,3,R,27,R,12,R,15,R,66,R,35,R,31,R,37,R,21,R,16,R,0,R,0,R,0,R,283,R,158,R,125,R,16,R,4,R,12,R,7,R,1,R,6,R,30,R,15,R,,15,,,,,,,,,A,A,A,
2022,196413,44,15,2,1,R,14,R,7,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,3,R,1,R,2,R,0,R,0,R,0,R,8,R,6,R,2,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,,0,,,,,,,,,A,A,A,
2022,196413,45,99,2,1,R,456,R,240,R,216,R,4,R,1,R,3,R,27,R,12,R,15,R,65,R,35,R,30,R,34,R,20,R,14,R,0,R,0,R,0,R,275,R,152,R,123,R,16,R,4,R,12,R,5,R,1,R,4,R,30,R,15,R,,15,,,,,,,,,A,A,A,
2022,196413,51,21,2,1,R,145,R,99,R,46,R,2,R,1,R,1,R,4,R,3,R,1,R,9,R,5,R,4,R,6,R,4,R,2,R,0,R,0,R,0,R,59,R,38,R,21,R,5,R,4,R,1,R,55,R,42,R,13,R,5,R,2,R,,3,,,,,,,,,A,A,A,
2022,196413,52,25,2,3,R,1976,R,822,R,1154,R,7,R,3,R,4,R,113,R,61,R,52,R,180,R,53,R,127,R,187,R,72,R,115,R,3,R,0,R,3,R,1140,R,471,R,669,R,69,R,23,R,46,R,86,R,34,R,52,R,191,R,105,R,,86,,,,,,,,,A,A,A,
2022,196413,59,16,2,1,R,66,R,37,R,29,R,0,R,0,R,0,R,4,R,3,R,1,R,9,R,4,R,5,R,4,R,2,R,2,R,0,R,0,R,0,R,44,R,26,R,18,R,4,R,2,R,2,R,0,R,0,R,0,R,1,R,0,R,,1,,,,,,,,,A,A,A,
2022,196413,60,17,2,1,R,390,R,203,R,187,R,4,R,1,R,3,R,23,R,9,R,14,R,56,R,31,R,25,R,30,R,18,R,12,R,0,R,0,R,0,R,231,R,126,R,105,R,12,R,2,R,10,R,5,R,1,R,4,R,29,R,15,R,,14,,,,,,,,,A,A,A,
2022,197708, 1,29,3,4,R,6056,R,2610,R,3446,R,4,R,3,R,1,R,119,R,37,R,82,R,183,R,39,R,144,R,282,R,89,R,193,R,2,Z,0,R,2,R,3362,R,1605,R,1757,R,43,R,17,R,26,R,1529,R,582,R,947,R,532,R,238,R,,294,,0,,,,0,,,Z,A,R,6056
2022,197708, 2,99,3,1,R,2866,R,1583,R,1283,R,2,R,1,R,1,R,3,R,1,R,2,R,3,R,2,R,1,R,60,R,34,R,26,Z,0,Z,0,Z,0,R,1826,R,1049,R,777,R,10,R,4,R,6,R,770,R,388,R,382,R,192,R,104,R,,88,,0,,,,0,,,R,A,R,2866
2022,197708, 3,99,3,1,R,2820,R,1537,R,1283,R,2,R,1,R,1,R,3,R,1,R,2,R,3,R,2,R,1,R,60,R,34,R,26,Z,0,Z,0,Z,0,R,1794,R,1017,R,777,R,10,R,4,R,6,R,757,R,375,R,382,R,191,R,103,R,,88,,,,,,,,,A,A,A,
2022,197708, 4,99,3,1,R,622,R,343,R,279,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14,R,8,R,6,Z,0,Z,0,Z,0,R,204,R,136,R,68,R,2,Z,0,R,2,R,357,R,178,R,179,R,45,R,21,R,,24,,,,,,,,,A,A,A,
2022,197708, 5,99,3,1,R,2198,R,1194,R,1004,R,2,R,1,R,1,R,3,R,1,R,2,R,3,R,2,R,1,R,46,R,26,R,20,Z,0,Z,0,Z,0,R,1590,R,881,R,709,R,8,R,4,R,4,R,400,R,197,R,203,R,146,R,82,R,,64,,,,,,,,,A,A,A,
2022,197708,11,99,3,1,R,46,R,46,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,32,R,32,Z,0,Z,0,Z,0,Z,0,R,13,R,13,Z,0,R,1,R,1,Z,,0,,,,,,,,,A,A,A,
2022,197708,12,99,3,3,R,3190,R,1027,R,2163,R,2,R,2,Z,0,R,116,R,36,R,80,R,180,R,37,R,143,R,222,R,55,R,167,R,2,Z,0,R,2,R,1536,R,556,R,980,R,33,R,13,R,20,R,759,R,194,R,565,R,340,R,134,R,,206,,0,,,,0,,,R,A,R,3190
2022,197708,19,99,3,1,R,59,R,21,R,38,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,2,R,1,Z,0,Z,0,Z,0,R,36,R,14,R,22,Z,0,Z,0,Z,0,R,11,R,2,R,9,R,9,R,3,R,,6,,,,,,,,,A,A,A,
2022,197708,20,99,3,1,R,2139,R,1173,R,966,R,2,R,1,R,1,R,3,R,1,R,2,R,3,R,2,R,1,R,43,R,24,R,19,Z,0,Z,0,Z,0,R,1554,R,867,R,687,R,8,R,4,R,4,R,389,R,195,R,194,R,137,R,79,R,,58,,,,,,,,,A,A,A,
2022,197708,21,14,1,4,R,5284,R,2282,R,3002,R,4,R,3,R,1,R,104,R,26,R,78,R,110,R,27,R,83,R,221,R,74,R,147,R,1,Z,0,R,1,R,2992,R,1414,R,1578,R,37,R,13,R,24,R,1350,R,514,R,836,R,465,R,211,R,,254,,,,,,,,,A,A,A,
2022,197708,22, 8,1,1,R,2795,R,1520,R,1275,R,2,R,1,R,1,R,3,R,1,R,2,R,3,R,2,R,1,R,59,R,33,R,26,Z,0,Z,0,Z,0,R,1776,R,1004,R,772,R,10,R,4,R,6,R,754,R,373,R,381,R,188,R,102,R,,86,,,,,,,,,A,A,A,
2022,197708,23, 6,1,1,R,2795,R,1520,R,1275,R,2,R,1,R,1,R,3,R,1,R,2,R,3,R,2,R,1,R,59,R,33,R,26,Z,0,Z,0,Z,0,R,1776,R,1004,R,772,R,10,R,4,R,6,R,754,R,373,R,381,R,188,R,102,R,,86,,,,,,,,,A,A,A,
2022,197708,24, 1,1,1,R,621,R,342,R,279,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14,R,8,R,6,Z,0,Z,0,Z,0,R,203,R,135,R,68,R,2,Z,0,R,2,R,357,R,178,R,179,R,45,R,21,R,,24,,,,,,,,,A,A,A,
2022,197708,25,99,1,1,R,2174,R,1178,R,996,R,2,R,1,R,1,R,3,R,1,R,2,R,3,R,2,R,1,R,45,R,25,R,20,Z,0,Z,0,Z,0,R,1573,R,869,R,704,R,8,R,4,R,4,R,397,R,195,R,202,R,143,R,81,R,,62,,,,,,,,,A,A,A,
2022,197708,32,11,1,3,R,2489,R,762,R,1727,R,2,R,2,Z,0,R,101,R,25,R,76,R,107,R,25,R,82,R,162,R,41,R,121,R,1,Z,0,R,1,R,1216,R,410,R,806,R,27,R,9,R,18,R,596,R,141,R,455,R,277,R,109,R,,168,,,,,,,,,A,A,A,
2022,197708,39, 2,1,1,R,58,R,21,R,37,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,2,R,1,Z,0,Z,0,Z,0,R,36,R,14,R,22,Z,0,Z,0,Z,0,R,10,R,2,R,8,R,9,R,3,R,,6,,,,,,,,,A,A,A,
2022,197708,40, 3,1,1,R,2116,R,1157,R,959,R,2,R,1,R,1,R,3,R,1,R,2,R,3,R,2,R,1,R,42,R,23,R,19,Z,0,Z,0,Z,0,R,1537,R,855,R,682,R,8,R,4,R,4,R,387,R,193,R,194,R,134,R,78,R,,56,,,,,,,,,A,A,A,
2022,197708,41,28,2,4,R,772,R,328,R,444,Z,0,Z,0,Z,0,R,15,R,11,R,4,R,73,R,12,R,61,R,61,R,15,R,46,R,1,Z,0,R,1,R,370,R,191,R,179,R,6,R,4,R,2,R,179,R,68,R,111,R,67,R,27,R,,40,,,,,,,,,A,A,A,
2022,197708,42,22,2,1,R,71,R,63,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,50,R,45,R,5,Z,0,Z,0,Z,0,R,16,R,15,R,1,R,4,R,2,R,,2,,,,,,,,,A,A,A,
2022,197708,43,20,2,1,R,25,R,17,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,18,R,13,R,5,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,3,R,1,R,,2,,,,,,,,,A,A,A,
2022,197708,44,15,2,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,,0,,,,,,,,,A,A,A,
2022,197708,45,99,2,1,R,24,R,16,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,17,R,12,R,5,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,3,R,1,R,,2,,,,,,,,,A,A,A,
2022,197708,51,21,2,1,R,46,R,46,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,32,R,32,Z,0,Z,0,Z,0,Z,0,R,13,R,13,Z,0,R,1,R,1,Z,,0,,,,,,,,,A,A,A,
2022,197708,52,25,2,3,R,701,R,265,R,436,Z,0,Z,0,Z,0,R,15,R,11,R,4,R,73,R,12,R,61,R,60,R,14,R,46,R,1,Z,0,R,1,R,320,R,146,R,174,R,6,R,4,R,2,R,163,R,53,R,110,R,63,R,25,R,,38,,,,,,,,,A,A,A,
2022,197708,59,16,2,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,,0,,,,,,,,,A,A,A,
2022,197708,60,17,2,1,R,23,R,16,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,17,R,12,R,5,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,3,R,1,R,,2,,,,,,,,,A,A,A,
2022,198419, 1,29,3,4,R,18023,R,8161,R,9862,R,38,R,10,R,28,R,2420,R,1149,R,1271,R,1317,R,450,R,867,R,1425,R,582,R,843,R,15,R,6,R,9,R,6796,R,2979,R,3817,R,894,R,347,R,547,R,687,R,311,R,376,R,4431,R,2327,R,,2104,,0,,,,0,,,Z,A,R,18023
2022,198419, 2,99,3,1,R,6640,R,3153,R,3487,R,18,R,4,R,14,R,1395,R,700,R,695,R,567,R,212,R,355,R,728,R,320,R,408,R,4,R,2,R,2,R,2440,R,1200,R,1240,R,493,R,201,R,292,R,331,R,151,R,180,R,664,R,363,R,,301,,0,,,,0,,,R,A,R,6640
2022,198419, 3,99,3,1,R,6570,R,3129,R,3441,R,17,R,3,R,14,R,1394,R,699,R,695,R,563,R,209,R,354,R,724,R,320,R,404,R,4,R,2,R,2,R,2430,R,1195,R,1235,R,492,R,201,R,291,R,290,R,139,R,151,R,656,R,361,R,,295,,,,,,,,,A,A,A,
2022,198419, 4,99,3,1,R,1745,R,793,R,952,R,3,R,0,R,3,R,374,R,183,R,191,R,154,R,49,R,105,R,206,R,86,R,120,R,2,R,1,R,1,R,602,R,280,R,322,R,136,R,55,R,81,R,80,R,43,R,37,R,188,R,96,R,,92,,,,,,,,,A,A,A,
2022,198419, 5,99,3,1,R,4825,R,2336,R,2489,R,14,R,3,R,11,R,1020,R,516,R,504,R,409,R,160,R,249,R,518,R,234,R,284,R,2,R,1,R,1,R,1828,R,915,R,913,R,356,R,146,R,210,R,210,R,96,R,114,R,468,R,265,R,,203,,,,,,,,,A,A,A,
2022,198419,11,99,3,1,R,70,R,24,R,46,R,1,R,1,R,0,R,1,R,1,R,0,R,4,R,3,R,1,R,4,R,0,R,4,R,0,R,0,R,0,R,10,R,5,R,5,R,1,R,0,R,1,R,41,R,12,R,29,R,8,R,2,R,,6,,,,,,,,,A,A,A,
2022,198419,12,99,3,3,R,11383,R,5008,R,6375,R,20,R,6,R,14,R,1025,R,449,R,576,R,750,R,238,R,512,R,697,R,262,R,435,R,11,R,4,R,7,R,4356,R,1779,R,2577,R,401,R,146,R,255,R,356,R,160,R,196,R,3767,R,1964,R,,1803,,0,,,,0,,,R,A,R,11383
2022,198419,19,99,3,1,R,59,R,22,R,37,R,0,R,0,R,0,R,11,R,2,R,9,R,2,R,0,R,2,R,2,R,1,R,1,R,1,R,0,R,1,R,21,R,11,R,10,R,5,R,1,R,4,R,0,R,0,R,0,R,17,R,7,R,,10,,,,,,,,,A,A,A,
2022,198419,20,99,3,1,R,4766,R,2314,R,2452,R,14,R,3,R,11,R,1009,R,514,R,495,R,407,R,160,R,247,R,516,R,233,R,283,R,1,R,1,R,0,R,1807,R,904,R,903,R,351,R,145,R,206,R,210,R,96,R,114,R,451,R,258,R,,193,,,,,,,,,A,A,A,
2022,198419,21,14,1,4,R,17425,R,7850,R,9575,R,35,R,8,R,27,R,2366,R,1121,R,1245,R,1290,R,439,R,851,R,1388,R,569,R,819,R,14,R,6,R,8,R,6597,R,2866,R,3731,R,877,R,339,R,538,R,617,R,282,R,335,R,4241,R,2220,R,,2021,,,,,,,,,A,A,A,
2022,198419,22, 8,1,1,R,6589,R,3128,R,3461,R,17,R,3,R,14,R,1387,R,696,R,691,R,565,R,211,R,354,R,723,R,318,R,405,R,4,R,2,R,2,R,2429,R,1194,R,1235,R,491,R,201,R,290,R,320,R,147,R,173,R,653,R,356,R,,297,,,,,,,,,A,A,A,
2022,198419,23, 6,1,1,R,6543,R,3114,R,3429,R,17,R,3,R,14,R,1387,R,696,R,691,R,563,R,209,R,354,R,721,R,318,R,403,R,4,R,2,R,2,R,2421,R,1191,R,1230,R,491,R,201,R,290,R,290,R,139,R,151,R,649,R,355,R,,294,,,,,,,,,A,A,A,
2022,198419,24, 1,1,1,R,1745,R,793,R,952,R,3,R,0,R,3,R,374,R,183,R,191,R,154,R,49,R,105,R,206,R,86,R,120,R,2,R,1,R,1,R,602,R,280,R,322,R,136,R,55,R,81,R,80,R,43,R,37,R,188,R,96,R,,92,,,,,,,,,A,A,A,
2022,198419,25,99,1,1,R,4798,R,2321,R,2477,R,14,R,3,R,11,R,1013,R,513,R,500,R,409,R,160,R,249,R,515,R,232,R,283,R,2,R,1,R,1,R,1819,R,911,R,908,R,355,R,146,R,209,R,210,R,96,R,114,R,461,R,259,R,,202,,,,,,,,,A,A,A,
2022,198419,31, 7,1,1,R,46,R,14,R,32,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,8,R,3,R,5,R,0,R,0,R,0,R,30,R,8,R,22,R,4,R,1,R,,3,,,,,,,,,A,A,A,
2022,198419,32,11,1,3,R,10836,R,4722,R,6114,R,18,R,5,R,13,R,979,R,425,R,554,R,725,R,228,R,497,R,665,R,251,R,414,R,10,R,4,R,6,R,4168,R,1672,R,2496,R,386,R,138,R,248,R,297,R,135,R,162,R,3588,R,1864,R,,1724,,,,,,,,,A,A,A,
2022,198419,39, 2,1,1,R,59,R,22,R,37,R,0,R,0,R,0,R,11,R,2,R,9,R,2,R,0,R,2,R,2,R,1,R,1,R,1,R,0,R,1,R,21,R,11,R,10,R,5,R,1,R,4,R,0,R,0,R,0,R,17,R,7,R,,10,,,,,,,,,A,A,A,
2022,198419,40, 3,1,1,R,4739,R,2299,R,2440,R,14,R,3,R,11,R,1002,R,511,R,491,R,407,R,160,R,247,R,513,R,231,R,282,R,1,R,1,R,0,R,1798,R,900,R,898,R,350,R,145,R,205,R,210,R,96,R,114,R,444,R,252,R,,192,,,,,,,,,A,A,A,
2022,198419,41,28,2,4,R,598,R,311,R,287,R,3,R,2,R,1,R,54,R,28,R,26,R,27,R,11,R,16,R,37,R,13,R,24,R,1,R,0,R,1,R,199,R,113,R,86,R,17,R,8,R,9,R,70,R,29,R,41,R,190,R,107,R,,83,,,,,,,,,A,A,A,
2022,198419,42,22,2,1,R,51,R,25,R,26,R,1,R,1,Z,0,R,8,R,4,R,4,R,2,R,1,R,1,R,5,R,2,R,3,R,0,R,0,Z,0,R,11,R,6,R,5,R,2,Z,0,R,2,R,11,R,4,R,7,R,11,R,7,R,,4,,,,,,,,,A,A,A,
2022,198419,43,20,2,1,R,27,R,15,R,12,Z,0,Z,0,Z,0,R,7,R,3,R,4,R,0,R,0,R,0,R,3,R,2,R,1,R,0,R,0,Z,0,R,9,R,4,R,5,R,1,Z,0,R,1,R,0,Z,0,R,0,R,7,R,6,R,,1,,,,,,,,,A,A,A,
2022,198419,45,99,2,1,R,27,R,15,R,12,Z,0,Z,0,Z,0,R,7,R,3,R,4,R,0,R,0,R,0,R,3,R,2,R,1,R,0,R,0,Z,0,R,9,R,4,R,5,R,1,Z,0,R,1,R,0,Z,0,R,0,R,7,R,6,R,,1,,,,,,,,,A,A,A,
2022,198419,51,21,2,1,R,24,R,10,R,14,R,1,R,1,Z,0,R,1,R,1,R,0,R,2,R,1,R,1,R,2,R,0,R,2,R,0,R,0,Z,0,R,2,R,2,R,0,R,1,Z,0,R,1,R,11,R,4,R,7,R,4,R,1,R,,3,,,,,,,,,A,A,A,
2022,198419,52,25,2,3,R,547,R,286,R,261,R,2,R,1,R,1,R,46,R,24,R,22,R,25,R,10,R,15,R,32,R,11,R,21,R,1,R,0,R,1,R,188,R,107,R,81,R,15,R,8,R,7,R,59,R,25,R,34,R,179,R,100,R,,79,,,,,,,,,A,A,A,
2022,198419,60,17,2,1,R,27,R,15,R,12,Z,0,Z,0,Z,0,R,7,R,3,R,4,R,0,R,0,R,0,R,3,R,2,R,1,R,0,R,0,Z,0,R,9,R,4,R,5,R,1,Z,0,R,1,R,0,Z,0,R,0,R,7,R,6,R,,1,,,,,,,,,A,A,A,
2022,199120, 1,29,3,4,R,31705,R,12594,R,19111,R,90,R,33,R,57,R,3873,R,1548,R,2325,R,2731,R,913,R,1818,R,2795,R,990,R,1805,R,20,R,14,R,6,R,17589,R,7066,R,10523,R,1527,R,575,R,952,R,684,R,304,R,380,R,2396,R,1151,R,,1245,,24,,,,24,,,R,A,R,31681
2022,199120, 2,99,3,1,R,20029,R,7941,R,12088,R,62,R,22,R,40,R,2788,R,1162,R,1626,R,1669,R,601,R,1068,R,1918,R,668,R,1250,R,10,R,7,R,3,R,10989,R,4346,R,6643,R,1023,R,401,R,622,R,491,R,217,R,274,R,1079,R,517,R,,562,,6,,,,6,,,R,A,R,20023
2022,199120, 3,99,3,1,R,19921,R,7890,R,12031,R,62,R,22,R,40,R,2767,R,1149,R,1618,R,1664,R,600,R,1064,R,1912,R,665,R,1247,R,10,R,7,R,3,R,10927,R,4319,R,6608,R,1019,R,400,R,619,R,486,R,214,R,272,R,1074,R,514,R,,560,,,,,,,,,A,A,A,
