year,UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFTOTLT,EFTOTLT,XEFTOTLM,EFTOTLM,XEFTOTLW,EFTOTLW,XEFAIANT,EFAIANT,XEFAIANM,EFAIANM,XEFAIANW,EFAIANW,XEFASIAT,EFASIAT,XEFASIAM,EFASIAM,XEFASIAW,EFASIAW,XEFBKAAT,EFBKAAT,XEFBKAAM,EFBKAAM,XEFBKAAW,EFBKAAW,XEFHISPT,EFHISPT,XEFHISPM,EFHISPM,XEFHISPW,EFHISPW,XEFNHPIT,EFNHPIT,XEFNHPIM,EFNHPIM,XEFNHPIW,EFNHPIW,XEFWHITT,EFWHITT,XEFWHITM,EFWHITM,XEFWHITW,EFWHITW,XEF2MORT,EF2MORT,XEF2MORM,EF2MORM,XEF2MORW,EF2MORW,XEFUNKNT,EFUNKNT,XEFUNKNM,EFUNKNM,XEFUNKNW,EFUNKNW,XEFNRALT,EFNRALT,XEFNRALM,EFNRALM,XEFNRALW,EFNRALW ,EFNRALW,XEFGNDRUN,EFGNDRUN,XEFGNDRAN,EFGNDRAN,XEFGNDRUA,EFGNDRUA,XEFGNDRKN,EFGNDRKN  ,XEFGNDRU,XEFGNDRA,XEFGNDRK,EFGNDRKN
2019,168421,20,99,3,1,R,3421,R,2064,R,1357,R,9,R,6,R,3,R,174,R,82,R,92,R,107,R,74,R,33,R,313,R,165,R,148,R,2,R,2,R,0,R,2128,R,1305,R,823,R,73,R,48,R,25,R,316,R,179,R,137,R,299,R,203,R,96,,,,,,,,,,,,,
2019,168421,21,14,1,4,R,5643,R,3469,R,2174,R,11,R,8,R,3,R,306,R,148,R,158,R,144,R,90,R,54,R,429,R,244,R,185,R,2,R,2,R,0,R,3098,R,1884,R,1214,R,127,R,77,R,50,R,407,R,242,R,165,R,1119,R,774,R,345,,,,,,,,,,,,,
2019,168421,22, 8,1,1,R,4642,R,2785,R,1857,R,11,R,8,R,3,R,293,R,140,R,153,R,137,R,88,R,49,R,411,R,231,R,180,R,2,R,2,R,0,R,2872,R,1736,R,1136,R,118,R,71,R,47,R,403,R,239,R,164,R,395,R,270,R,125,,,,,,,,,,,,,
2019,168421,23, 6,1,1,R,4578,R,2746,R,1832,R,11,R,8,R,3,R,289,R,138,R,151,R,136,R,88,R,48,R,411,R,231,R,180,R,2,R,2,R,0,R,2868,R,1733,R,1135,R,118,R,71,R,47,R,352,R,208,R,144,R,391,R,267,R,124,,,,,,,,,,,,,
2019,168421,24, 1,1,1,R,1199,R,719,R,480,R,2,R,2,R,0,R,113,R,55,R,58,R,33,R,18,R,15,R,98,R,66,R,32,R,0,R,0,R,0,R,758,R,444,R,314,R,49,R,27,R,22,R,43,R,34,R,9,R,103,R,73,R,30,,,,,,,,,,,,,
2019,168421,25,99,1,1,R,3379,R,2027,R,1352,R,9,R,6,R,3,R,176,R,83,R,93,R,103,R,70,R,33,R,313,R,165,R,148,R,2,R,2,R,0,R,2110,R,1289,R,821,R,69,R,44,R,25,R,309,R,174,R,135,R,288,R,194,R,94,,,,,,,,,,,,,
2019,168421,31, 7,1,1,R,64,R,39,R,25,R,0,R,0,R,0,R,4,R,2,R,2,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,3,R,1,R,0,R,0,R,0,R,51,R,31,R,20,R,4,R,3,R,1,,,,,,,,,,,,,
2019,168421,32,11,1,3,R,1001,R,684,R,317,R,0,R,0,R,0,R,13,R,8,R,5,R,7,R,2,R,5,R,18,R,13,R,5,R,0,R,0,R,0,R,226,R,148,R,78,R,9,R,6,R,3,R,4,R,3,R,1,R,724,R,504,R,220,,,,,,,,,,,,,
2019,168421,39, 2,1,1,R,34,R,26,R,8,R,0,R,0,R,0,R,5,R,4,R,1,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,27,R,21,R,6,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,,,,,,,,,,,,,
2019,168421,40, 3,1,1,R,3345,R,2001,R,1344,R,9,R,6,R,3,R,171,R,79,R,92,R,103,R,70,R,33,R,312,R,164,R,148,R,2,R,2,R,0,R,2083,R,1268,R,815,R,68,R,44,R,24,R,309,R,174,R,135,R,288,R,194,R,94,,,,,,,,,,,,,
2019,168421,41,28,2,4,R,1251,R,909,R,342,R,1,R,1,R,0,R,107,R,75,R,32,R,55,R,45,R,10,R,73,R,59,R,14,R,1,R,1,R,0,R,797,R,586,R,211,R,30,R,19,R,11,R,82,R,54,R,28,R,105,R,69,R,36,,,,,,,,,,,,,
2019,168421,42,22,2,1,R,119,R,92,R,27,R,0,R,0,R,0,R,5,R,5,R,0,R,5,R,5,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,49,R,39,R,10,R,5,R,4,R,1,R,38,R,26,R,12,R,15,R,11,R,4,,,,,,,,,,,,,
2019,168421,43,20,2,1,R,77,R,63,R,14,R,0,R,0,R,0,R,3,R,3,R,0,R,4,R,4,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,45,R,37,R,8,R,5,R,4,R,1,R,7,R,5,R,2,R,12,R,9,R,3,,,,,,,,,,,,,
2019,168421,45,99,2,1,R,77,R,63,R,14,R,0,R,0,R,0,R,3,R,3,R,0,R,4,R,4,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,45,R,37,R,8,R,5,R,4,R,1,R,7,R,5,R,2,R,12,R,9,R,3,,,,,,,,,,,,,
2019,168421,51,21,2,1,R,42,R,29,R,13,R,0,R,0,R,0,R,2,R,2,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,4,R,2,R,2,R,0,R,0,R,0,R,31,R,21,R,10,R,3,R,2,R,1,,,,,,,,,,,,,
2019,168421,52,25,2,3,R,1132,R,817,R,315,R,1,R,1,R,0,R,102,R,70,R,32,R,50,R,40,R,10,R,71,R,57,R,14,R,1,R,1,R,0,R,748,R,547,R,201,R,25,R,15,R,10,R,44,R,28,R,16,R,90,R,58,R,32,,,,,,,,,,,,,
2019,168421,59,16,2,1,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,,,,,,,,,,,,,
2019,168421,60,17,2,1,R,76,R,63,R,13,R,0,R,0,R,0,R,3,R,3,R,0,R,4,R,4,Z,0,R,1,R,1,R,0,R,0,R,0,R,0,R,45,R,37,R,8,R,5,R,4,R,1,R,7,R,5,R,2,R,11,R,9,R,2,,,,,,,,,,,,,
2019,170976, 1,29,3,4,R,48090,R,24119,R,23971,R,73,R,39,R,34,R,6397,R,3196,R,3201,R,2050,R,805,R,1245,R,3131,R,1509,R,1622,R,16,R,8,R,8,R,25106,R,12149,R,12957,R,1929,R,925,R,1004,R,2117,R,1137,R,980,R,7271,R,4351,R,2920,,,,,,,,,,,,,
2019,170976, 2,99,3,1,R,31266,R,15662,R,15604,R,37,R,19,R,18,R,4858,R,2485,R,2373,R,1245,R,509,R,736,R,2143,R,1064,R,1079,R,13,R,8,R,5,R,17659,R,8637,R,9022,R,1475,R,715,R,760,R,1410,R,769,R,641,R,2426,R,1456,R,970,,,,,,,,,,,,,
2019,170976, 3,99,3,1,R,31046,R,15534,R,15512,R,37,R,19,R,18,R,4843,R,2476,R,2367,R,1242,R,508,R,734,R,2138,R,1062,R,1076,R,13,R,8,R,5,R,17603,R,8615,R,8988,R,1472,R,712,R,760,R,1400,R,764,R,636,R,2298,R,1370,R,928,,,,,,,,,,,,,
2019,170976, 4,99,3,1,R,6830,R,3318,R,3512,R,13,R,6,R,7,R,1227,R,602,R,625,R,242,R,91,R,151,R,518,R,250,R,268,R,2,R,2,R,0,R,3811,R,1806,R,2005,R,346,R,166,R,180,R,366,R,206,R,160,R,305,R,189,R,116,,,,,,,,,,,,,
2019,170976, 5,99,3,1,R,24216,R,12216,R,12000,R,24,R,13,R,11,R,3616,R,1874,R,1742,R,1000,R,417,R,583,R,1620,R,812,R,808,R,11,R,6,R,5,R,13792,R,6809,R,6983,R,1126,R,546,R,580,R,1034,R,558,R,476,R,1993,R,1181,R,812,,,,,,,,,,,,,
2019,170976,11,99,3,1,R,220,R,128,R,92,R,0,R,0,R,0,R,15,R,9,R,6,R,3,R,1,R,2,R,5,R,2,R,3,R,0,R,0,R,0,R,56,R,22,R,34,R,3,R,3,R,0,R,10,R,5,R,5,R,128,R,86,R,42,,,,,,,,,,,,,
2019,170976,12,99,3,3,R,16824,R,8457,R,8367,R,36,R,20,R,16,R,1539,R,711,R,828,R,805,R,296,R,509,R,988,R,445,R,543,R,3,R,0,R,3,R,7447,R,3512,R,3935,R,454,R,210,R,244,R,707,R,368,R,339,R,4845,R,2895,R,1950,,,,,,,,,,,,,
2019,170976,19,99,3,1,R,1278,R,682,R,596,R,1,R,1,R,0,R,113,R,62,R,51,R,47,R,17,R,30,R,82,R,40,R,42,R,0,R,0,R,0,R,517,R,256,R,261,R,39,R,16,R,23,R,40,R,23,R,17,R,439,R,267,R,172,,,,,,,,,,,,,
2019,170976,20,99,3,1,R,22938,R,11534,R,11404,R,23,R,12,R,11,R,3503,R,1812,R,1691,R,953,R,400,R,553,R,1538,R,772,R,766,R,11,R,6,R,5,R,13275,R,6553,R,6722,R,1087,R,530,R,557,R,994,R,535,R,459,R,1554,R,914,R,640,,,,,,,,,,,,,
2019,170976,21,14,1,4,R,45510,R,22553,R,22957,R,69,R,36,R,33,R,6039,R,2973,R,3066,R,1938,R,750,R,1188,R,3000,R,1441,R,1559,R,15,R,8,R,7,R,23743,R,11353,R,12390,R,1849,R,879,R,970,R,1994,R,1052,R,942,R,6863,R,4061,R,2802,,,,,,,,,,,,,
2019,170976,22, 8,1,1,R,30204,R,15026,R,15178,R,35,R,17,R,18,R,4653,R,2348,R,2305,R,1210,R,488,R,722,R,2095,R,1040,R,1055,R,13,R,8,R,5,R,17022,R,8272,R,8750,R,1429,R,687,R,742,R,1353,R,732,R,621,R,2394,R,1434,R,960,,,,,,,,,,,,,
2019,170976,23, 6,1,1,R,30057,R,14934,R,15123,R,35,R,17,R,18,R,4652,R,2348,R,2304,R,1210,R,488,R,722,R,2094,R,1040,R,1054,R,13,R,8,R,5,R,17005,R,8266,R,8739,R,1428,R,686,R,742,R,1351,R,731,R,620,R,2269,R,1350,R,919,,,,,,,,,,,,,
2019,170976,24, 1,1,1,R,6814,R,3310,R,3504,R,13,R,6,R,7,R,1224,R,600,R,624,R,240,R,90,R,150,R,516,R,250,R,266,R,2,R,2,R,0,R,3804,R,1803,R,2001,R,346,R,166,R,180,R,365,R,205,R,160,R,304,R,188,R,116,,,,,,,,,,,,,
2019,170976,25,99,1,1,R,23243,R,11624,R,11619,R,22,R,11,R,11,R,3428,R,1748,R,1680,R,970,R,398,R,572,R,1578,R,790,R,788,R,11,R,6,R,5,R,13201,R,6463,R,6738,R,1082,R,520,R,562,R,986,R,526,R,460,R,1965,R,1162,R,803,,,,,,,,,,,,,
2019,170976,31, 7,1,1,R,147,R,92,R,55,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,17,R,6,R,11,R,1,R,1,R,0,R,2,R,1,R,1,R,125,R,84,R,41,,,,,,,,,,,,,
2019,170976,32,11,1,3,R,15306,R,7527,R,7779,R,34,R,19,R,15,R,1386,R,625,R,761,R,728,R,262,R,466,R,905,R,401,R,504,R,2,R,0,R,2,R,6721,R,3081,R,3640,R,420,R,192,R,228,R,641,R,320,R,321,R,4469,R,2627,R,1842,,,,,,,,,,,,,
2019,170976,39, 2,1,1,R,1249,R,672,R,577,R,1,R,1,R,0,R,112,R,62,R,50,R,44,R,16,R,28,R,79,R,39,R,40,R,0,R,0,R,0,R,500,R,250,R,250,R,38,R,16,R,22,R,36,R,21,R,15,R,439,R,267,R,172,,,,,,,,,,,,,
2019,170976,40, 3,1,1,R,21994,R,10952,R,11042,R,21,R,10,R,11,R,3316,R,1686,R,1630,R,926,R,382,R,544,R,1499,R,751,R,748,R,11,R,6,R,5,R,12701,R,6213,R,6488,R,1044,R,504,R,540,R,950,R,505,R,445,R,1526,R,895,R,631,,,,,,,,,,,,,
2019,170976,41,28,2,4,R,2580,R,1566,R,1014,R,4,R,3,R,1,R,358,R,223,R,135,R,112,R,55,R,57,R,131,R,68,R,63,R,1,R,0,R,1,R,1363,R,796,R,567,R,80,R,46,R,34,R,123,R,85,R,38,R,408,R,290,R,118,,,,,,,,,,,,,
2019,170976,42,22,2,1,R,1062,R,636,R,426,R,2,R,2,R,0,R,205,R,137,R,68,R,35,R,21,R,14,R,48,R,24,R,24,R,0,R,0,R,0,R,637,R,365,R,272,R,46,R,28,R,18,R,57,R,37,R,20,R,32,R,22,R,10,,,,,,,,,,,,,
2019,170976,43,20,2,1,R,989,R,600,R,389,R,2,R,2,R,0,R,191,R,128,R,63,R,32,R,20,R,12,R,44,R,22,R,22,R,0,R,0,R,0,R,598,R,349,R,249,R,44,R,26,R,18,R,49,R,33,R,16,R,29,R,20,R,9,,,,,,,,,,,,,
2019,170976,44,15,2,1,R,16,R,8,R,8,R,0,R,0,R,0,R,3,R,2,R,1,R,2,R,1,R,1,R,2,R,0,R,2,R,0,R,0,R,0,R,7,R,3,R,4,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,0,,,,,,,,,,,,,
2019,170976,45,99,2,1,R,973,R,592,R,381,R,2,R,2,R,0,R,188,R,126,R,62,R,30,R,19,R,11,R,42,R,22,R,20,R,0,R,0,R,0,R,591,R,346,R,245,R,44,R,26,R,18,R,48,R,32,R,16,R,28,R,19,R,9,,,,,,,,,,,,,
2019,170976,51,21,2,1,R,73,R,36,R,37,R,0,R,0,R,0,R,14,R,9,R,5,R,3,R,1,R,2,R,4,R,2,R,2,R,0,R,0,R,0,R,39,R,16,R,23,R,2,R,2,R,0,R,8,R,4,R,4,R,3,R,2,R,1,,,,,,,,,,,,,
2019,170976,52,25,2,3,R,1518,R,930,R,588,R,2,R,1,R,1,R,153,R,86,R,67,R,77,R,34,R,43,R,83,R,44,R,39,R,1,R,0,R,1,R,726,R,431,R,295,R,34,R,18,R,16,R,66,R,48,R,18,R,376,R,268,R,108,,,,,,,,,,,,,
2019,170976,59,16,2,1,R,29,R,10,R,19,R,0,R,0,R,0,R,1,R,0,R,1,R,3,R,1,R,2,R,3,R,1,R,2,R,0,R,0,R,0,R,17,R,6,R,11,R,1,R,0,R,1,R,4,R,2,R,2,R,0,R,0,R,0,,,,,,,,,,,,,
2019,170976,60,17,2,1,R,944,R,582,R,362,R,2,R,2,R,0,R,187,R,126,R,61,R,27,R,18,R,9,R,39,R,21,R,18,R,0,R,0,R,0,R,574,R,340,R,234,R,43,R,26,R,17,R,44,R,30,R,14,R,28,R,19,R,9,,,,,,,,,,,,,
2019,171100, 1,29,3,4,R,49809,R,23927,R,25882,R,113,R,46,R,67,R,2991,R,1489,R,1502,R,3482,R,1313,R,2169,R,2524,R,1127,R,1397,R,42,R,16,R,26,R,32865,R,15651,R,17214,R,1533,R,674,R,859,R,599,R,309,R,290,R,5660,R,3302,R,2358,,,,,,,,,,,,,
2019,171100, 2,99,3,1,R,39176,R,19352,R,19824,R,71,R,36,R,35,R,2386,R,1240,R,1146,R,2905,R,1118,R,1787,R,2009,R,915,R,1094,R,27,R,11,R,16,R,26502,R,13069,R,13433,R,1302,R,585,R,717,R,373,R,189,R,184,R,3601,R,2189,R,1412,,,,,,,,,,,,,
2019,171100, 3,99,3,1,R,38950,R,19239,R,19711,R,70,R,36,R,34,R,2363,R,1223,R,1140,R,2903,R,1117,R,1786,R,2002,R,914,R,1088,R,26,R,11,R,15,R,26473,R,13052,R,13421,R,1300,R,584,R,716,R,359,R,179,R,180,R,3454,R,2123,R,1331,,,,,,,,,,,,,
2019,171100, 4,99,3,1,R,8801,R,4261,R,4540,R,15,R,6,R,9,R,608,R,317,R,291,R,619,R,218,R,401,R,521,R,235,R,286,R,3,R,1,R,2,R,5883,R,2863,R,3020,R,323,R,137,R,186,R,172,R,71,R,101,R,657,R,413,R,244,,,,,,,,,,,,,
2019,171100, 5,99,3,1,R,30149,R,14978,R,15171,R,55,R,30,R,25,R,1755,R,906,R,849,R,2284,R,899,R,1385,R,1481,R,679,R,802,R,23,R,10,R,13,R,20590,R,10189,R,10401,R,977,R,447,R,530,R,187,R,108,R,79,R,2797,R,1710,R,1087,,,,,,,,,,,,,
2019,171100,11,99,3,1,R,226,R,113,R,113,R,1,Z,0,R,1,R,23,R,17,R,6,R,2,R,1,R,1,R,7,R,1,R,6,R,1,Z,0,R,1,R,29,R,17,R,12,R,2,R,1,R,1,R,14,R,10,R,4,R,147,R,66,R,81,,,,,,,,,,,,,
2019,171100,12,99,3,3,R,10633,R,4575,R,6058,R,42,R,10,R,32,R,605,R,249,R,356,R,577,R,195,R,382,R,515,R,212,R,303,R,15,R,5,R,10,R,6363,R,2582,R,3781,R,231,R,89,R,142,R,226,R,120,R,106,R,2059,R,1113,R,946,,,,,,,,,,,,,
2019,171100,19,99,3,1,R,1266,R,669,R,597,R,3,R,1,R,2,R,63,R,34,R,29,R,80,R,36,R,44,R,68,R,34,R,34,R,1,R,1,R,0,R,979,R,533,R,446,R,39,R,15,R,24,R,6,R,4,R,2,R,27,R,11,R,16,,,,,,,,,,,,,
2019,171100,20,99,3,1,R,28883,R,14309,R,14574,R,52,R,29,R,23,R,1692,R,872,R,820,R,2204,R,863,R,1341,R,1413,R,645,R,768,R,22,R,9,R,13,R,19611,R,9656,R,9955,R,938,R,432,R,506,R,181,R,104,R,77,R,2770,R,1699,R,1071,,,,,,,,,,,,,
2019,171100,21,14,1,4,R,43693,R,21167,R,22526,R,77,R,33,R,44,R,2637,R,1303,R,1334,R,3132,R,1180,R,1952,R,2211,R,993,R,1218,R,37,R,15,R,22,R,28445,R,13678,R,14767,R,1366,R,604,R,762,R,510,R,258,R,252,R,5278,R,3103,R,2175,,,,,,,,,,,,,
2019,171100,22, 8,1,1,R,35722,R,17530,R,18192,R,54,R,26,R,28,R,2151,R,1092,R,1059,R,2733,R,1045,R,1688,R,1846,R,837,R,1009,R,24,R,10,R,14,R,23976,R,11751,R,12225,R,1202,R,539,R,663,R,333,R,162,R,171,R,3403,R,2068,R,1335,,,,,,,,,,,,,
2019,171100,23, 6,1,1,R,35575,R,17461,R,18114,R,54,R,26,R,28,R,2150,R,1091,R,1059,R,2733,R,1045,R,1688,R,1846,R,837,R,1009,R,24,R,10,R,14,R,23976,R,11751,R,12225,R,1202,R,539,R,663,R,328,R,158,R,170,R,3262,R,2004,R,1258,,,,,,,,,,,,,
2019,171100,24, 1,1,1,R,8638,R,4175,R,4463,R,13,R,4,R,9,R,598,R,310,R,288,R,607,R,212,R,395,R,512,R,231,R,281,R,3,R,1,R,2,R,5767,R,2801,R,2966,R,315,R,135,R,180,R,170,R,71,R,99,R,653,R,410,R,243,,,,,,,,,,,,,
2019,171100,25,99,1,1,R,26937,R,13286,R,13651,R,41,R,22,R,19,R,1552,R,781,R,771,R,2126,R,833,R,1293,R,1334,R,606,R,728,R,21,R,9,R,12,R,18209,R,8950,R,9259,R,887,R,404,R,483,R,158,R,87,R,71,R,2609,R,1594,R,1015,,,,,,,,,,,,,
2019,171100,31, 7,1,1,R,147,R,69,R,78,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,R,4,R,1,R,141,R,64,R,77,,,,,,,,,,,,,
2019,171100,32,11,1,3,R,7971,R,3637,R,4334,R,23,R,7,R,16,R,486,R,211,R,275,R,399,R,135,R,264,R,365,R,156,R,209,R,13,R,5,R,8,R,4469,R,1927,R,2542,R,164,R,65,R,99,R,177,R,96,R,81,R,1875,R,1035,R,840,,,,,,,,,,,,,
2019,171100,39, 2,1,1,R,1144,R,611,R,533,R,0,R,0,R,0,R,61,R,34,R,27,R,72,R,33,R,39,R,62,R,33,R,29,R,1,R,1,R,0,R,883,R,482,R,401,R,34,R,14,R,20,R,5,R,3,R,2,R,26,R,11,R,15,,,,,,,,,,,,,
2019,171100,40, 3,1,1,R,25793,R,12675,R,13118,R,41,R,22,R,19,R,1491,R,747,R,744,R,2054,R,800,R,1254,R,1272,R,573,R,699,R,20,R,8,R,12,R,17326,R,8468,R,8858,R,853,R,390,R,463,R,153,R,84,R,69,R,2583,R,1583,R,1000,,,,,,,,,,,,,
2019,171100,41,28,2,4,R,6116,R,2760,R,3356,R,36,R,13,R,23,R,354,R,186,R,168,R,350,R,133,R,217,R,313,R,134,R,179,R,5,R,1,R,4,R,4420,R,1973,R,2447,R,167,R,70,R,97,R,89,R,51,R,38,R,382,R,199,R,183,,,,,,,,,,,,,
2019,171100,42,22,2,1,R,3454,R,1822,R,1632,R,17,R,10,R,7,R,235,R,148,R,87,R,172,R,73,R,99,R,163,R,78,R,85,R,3,R,1,R,2,R,2526,R,1318,R,1208,R,100,R,46,R,54,R,40,R,27,R,13,R,198,R,121,R,77,,,,,,,,,,,,,
2019,171100,43,20,2,1,R,3375,R,1778,R,1597,R,16,R,10,R,6,R,213,R,132,R,81,R,170,R,72,R,98,R,156,R,77,R,79,R,2,R,1,R,1,R,2497,R,1301,R,1196,R,98,R,45,R,53,R,31,R,21,R,10,R,192,R,119,R,73,,,,,,,,,,,,,
2019,171100,44,15,2,1,R,163,R,86,R,77,R,2,R,2,R,0,R,10,R,7,R,3,R,12,R,6,R,6,R,9,R,4,R,5,R,0,R,0,R,0,R,116,R,62,R,54,R,8,R,2,R,6,R,2,R,0,R,2,R,4,R,3,R,1,,,,,,,,,,,,,
2019,171100,45,99,2,1,R,3212,R,1692,R,1520,R,14,R,8,R,6,R,203,R,125,R,78,R,158,R,66,R,92,R,147,R,73,R,74,R,2,R,1,R,1,R,2381,R,1239,R,1142,R,90,R,43,R,47,R,29,R,21,R,8,R,188,R,116,R,72,,,,,,,,,,,,,
2019,171100,51,21,2,1,R,79,R,44,R,35,R,1,Z,0,R,1,R,22,R,16,R,6,R,2,R,1,R,1,R,7,R,1,R,6,R,1,Z,0,R,1,R,29,R,17,R,12,R,2,R,1,R,1,R,9,R,6,R,3,R,6,R,2,R,4,,,,,,,,,,,,,
2019,171100,52,25,2,3,R,2662,R,938,R,1724,R,19,R,3,R,16,R,119,R,38,R,81,R,178,R,60,R,118,R,150,R,56,R,94,R,2,R,0,R,2,R,1894,R,655,R,1239,R,67,R,24,R,43,R,49,R,24,R,25,R,184,R,78,R,106,,,,,,,,,,,,,
2019,171100,59,16,2,1,R,122,R,58,R,64,R,3,R,1,R,2,R,2,R,0,R,2,R,8,R,3,R,5,R,6,R,1,R,5,R,0,R,0,R,0,R,96,R,51,R,45,R,5,R,1,R,4,R,1,R,1,R,0,R,1,R,0,R,1,,,,,,,,,,,,,
2019,171100,60,17,2,1,R,3090,R,1634,R,1456,R,11,R,7,R,4,R,201,R,125,R,76,R,150,R,63,R,87,R,141,R,72,R,69,R,2,R,1,R,1,R,2285,R,1188,R,1097,R,85,R,42,R,43,R,28,R,20,R,8,R,187,R,116,R,71,,,,,,,,,,,,,
2019,174066, 1,29,3,4,R,51327,R,23550,R,27777,R,163,R,70,R,93,R,4656,R,2083,R,2573,R,2345,R,955,R,1390,R,2196,R,956,R,1240,R,34,R,13,R,21,R,30913,R,13803,R,17110,R,1854,R,797,R,1057,R,3056,R,1472,R,1584,R,6110,R,3401,R,2709,,,,,,,,,,,,,
2019,174066, 2,99,3,1,R,35165,R,16304,R,18861,R,96,R,41,R,55,R,3626,R,1672,R,1954,R,1799,R,733,R,1066,R,1549,R,675,R,874,R,23,R,11,R,12,R,21675,R,9952,R,11723,R,1420,R,617,R,803,R,2093,R,1008,R,1085,R,2884,R,1595,R,1289,,,,,,,,,,,,,
2019,174066, 3,99,3,1,R,31367,R,14669,R,16698,R,74,R,33,R,41,R,3274,R,1536,R,1738,R,1627,R,678,R,949,R,1433,R,638,R,795,R,22,R,11,R,11,R,20472,R,9463,R,11009,R,1350,R,587,R,763,R,496,R,271,R,225,R,2619,R,1452,R,1167,,,,,,,,,,,,,
2019,174066, 4,99,3,1,R,6278,R,2871,R,3407,R,16,R,2,R,14,R,748,R,357,R,391,R,257,R,96,R,161,R,264,R,106,R,158,R,3,R,2,R,1,R,4102,R,1833,R,2269,R,291,R,133,R,158,R,147,R,77,R,70,R,450,R,265,R,185,,,,,,,,,,,,,
2019,174066, 5,99,3,1,R,25089,R,11798,R,13291,R,58,R,31,R,27,R,2526,R,1179,R,1347,R,1370,R,582,R,788,R,1169,R,532,R,637,R,19,R,9,R,10,R,16370,R,7630,R,8740,R,1059,R,454,R,605,R,349,R,194,R,155,R,2169,R,1187,R,982,,,,,,,,,,,,,
2019,174066,11,99,3,1,R,3798,R,1635,R,2163,R,22,R,8,R,14,R,352,R,136,R,216,R,172,R,55,R,117,R,116,R,37,R,79,R,1,Z,0,R,1,R,1203,R,489,R,714,R,70,R,30,R,40,R,1597,R,737,R,860,R,265,R,143,R,122,,,,,,,,,,,,,
2019,174066,12,99,3,3,R,16162,R,7246,R,8916,R,67,R,29,R,38,R,1030,R,411,R,619,R,546,R,222,R,324,R,647,R,281,R,366,R,11,R,2,R,9,R,9238,R,3851,R,5387,R,434,R,180,R,254,R,963,R,464,R,499,R,3226,R,1806,R,1420,,,,,,,,,,,,,
2019,174066,19,99,3,1,R,2124,R,1047,R,1077,R,6,R,6,Z,0,R,175,R,75,R,100,R,189,R,78,R,111,R,121,R,48,R,73,Z,0,Z,0,Z,0,R,1206,R,599,R,607,R,90,R,37,R,53,R,23,R,16,R,7,R,314,R,188,R,126,,,,,,,,,,,,,
2019,174066,20,99,3,1,R,22965,R,10751,R,12214,R,52,R,25,R,27,R,2351,R,1104,R,1247,R,1181,R,504,R,677,R,1048,R,484,R,564,R,19,R,9,R,10,R,15164,R,7031,R,8133,R,969,R,417,R,552,R,326,R,178,R,148,R,1855,R,999,R,856,,,,,,,,,,,,,
2019,174066,21,14,1,4,R,39683,R,18035,R,21648,R,104,R,46,R,58,R,3812,R,1719,R,2093,R,1822,R,722,R,1100,R,1695,R,735,R,960,R,31,R,13,R,18,R,24821,R,11017,R,13804,R,1556,R,657,R,899,R,1284,R,649,R,635,R,4558,R,2477,R,2081,,,,,,,,,,,,,
2019,174066,22, 8,1,1,R,29939,R,13874,R,16065,R,66,R,30,R,36,R,3154,R,1459,R,1695,R,1515,R,611,R,904,R,1340,R,581,R,759,R,23,R,11,R,12,R,19304,R,8844,R,10460,R,1285,R,549,R,736,R,509,R,271,R,238,R,2743,R,1518,R,1225,,,,,,,,,,,,,
2019,174066,23, 6,1,1,R,29236,R,13559,R,15677,R,63,R,29,R,34,R,3069,R,1426,R,1643,R,1489,R,606,R,883,R,1324,R,577,R,747,R,22,R,11,R,11,R,19065,R,8744,R,10321,R,1260,R,541,R,719,R,444,R,241,R,203,R,2500,R,1384,R,1116,,,,,,,,,,,,,
2019,174066,24, 1,1,1,R,6259,R,2865,R,3394,R,14,R,2,R,12,R,746,R,357,R,389,R,257,R,96,R,161,R,263,R,105,R,158,R,3,R,2,R,1,R,4090,R,1830,R,2260,R,290,R,132,R,158,R,147,R,77,R,70,R,449,R,264,R,185,,,,,,,,,,,,,
2019,174066,25,99,1,1,R,22977,R,10694,R,12283,R,49,R,27,R,22,R,2323,R,1069,R,1254,R,1232,R,510,R,722,R,1061,R,472,R,589,R,19,R,9,R,10,R,14975,R,6914,R,8061,R,970,R,409,R,561,R,297,R,164,R,133,R,2051,R,1120,R,931,,,,,,,,,,,,,
