year,UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,XFTEDPP,FTEDPP,ACTTYPE ,ACTTYPE
2023,199120,R,576537,A,.,R,164236,G,19218,G,6843,G,19218,G,6843,R,3554,,2
2023,199193,R,746912,A,.,R,155728,G,24897,G,6489,G,24897,G,6489,R,679,,2
2023,199847,R,159981,A,.,R,61657,G,5333,G,2569,G,5333,G,2569,R,1049,,2
2023,201645,R,187341,A,.,R,73915,G,6245,G,3080,G,6245,G,3080,R,2364,,2
2023,204796,R,1346825,A,.,R,243523,G,44894,G,10147,G,44894,G,10147,R,4463,,2
2023,211440,R,217138,A,.,R,267840,G,7238,G,11160,R,6944,R,8564,A,.,,2
2023,212054,R,750026,A,.,R,149046,G,16667,G,4140,R,13698,R,5124,R,1779,,2
2023,213543,R,181955,A,.,R,27645,G,6065,G,1152,G,6065,G,1152,A,.,,2
2023,214777,R,1318555,A,.,R,152317,G,43952,G,6347,G,43952,G,6347,R,1462,,2
2023,215062,R,411068,A,.,R,371088,G,13702,G,15462,R,11417,R,13104,R,2601,,2
2023,215293,R,631130,A,.,R,158549,G,21038,G,6606,G,21038,G,6606,R,3348,,2
2023,216597,R,226622,A,.,R,40112,G,7554,G,1671,G,7554,G,1671,R,748,,2
2023,217156,R,232897,A,.,R,59939,G,7763,G,2497,R,7689,R,3035,R,599,,2
2023,217882,R,683672,A,.,R,108521,G,22789,G,4522,G,22789,G,4522,A,.,,2
2023,217925,R,22227,A,.,R,23368,G,741,G,974,G,741,G,974,A,.,,2
2023,221999,R,210855,A,.,R,104450,G,7029,G,4352,G,7029,G,4352,R,1094,,2
2023,223232,R,468713,A,.,R,77165,G,15624,G,3215,G,15624,G,3215,R,2396,,2
2023,227757,R,136093,A,.,R,105728,G,4536,G,4405,G,4536,G,4405,A,.,,2
2023,228246,R,216939,A,.,R,78178,G,7231,G,3257,G,7231,G,3257,R,857,,2
2023,228723,R,1544560,A,.,R,251590,G,51485,G,10483,G,51485,G,10483,R,2835,,2
2023,228778,R,1136934,A,.,R,189555,G,37898,G,7898,G,37898,G,7898,R,1730,,2
2023,228875,R,314425,A,.,R,21995,G,10481,G,916,G,10481,G,916,R,624,,2
2023,231624,R,198760,A,.,R,51005,G,6625,G,2125,G,6625,G,2125,R,591,,2
2023,234076,R,532454,A,.,R,200681,G,17748,G,8362,G,17748,G,8362,R,1665,,2
2023,236948,R,1419351,A,.,R,452032,G,31541,G,12556,G,31541,R,15068,R,4506,,2
2023,239105,R,224351,A,.,R,52422,G,7478,G,2184,G,7478,G,2184,R,1230,,2
2023,240444,R,1042843,A,.,R,171553,G,34761,G,7148,G,34761,G,7148,R,3838,,2
2023,243744,R,371651,A,.,R,260981,G,8259,G,7249,G,8259,R,9788,R,1047,,2
2023,243780,R,1163052,A,.,R,228865,G,38768,G,9536,G,38768,G,9536,R,1627,,2
2023,445188,R,251352,A,.,R,18471,G,8378,G,770,G,8378,G,770,A,.,,2
