year,UNITID,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,EFFYALEV,XEFYGUUN,EFYGUUN,XEFYGUAN,EFYGUAN,XEFYGUTO,EFYGUTOT,XEFYGUKN,EFYGUKN ,EFYGUKN
2021,168148,-2,  1,R,688,R,314,R,374,R,1,R,0,R,1,R,92,R,47,R,45,R,24,R,13,R,11,R,60,R,30,R,30,R,0,R,0,R,0,R,302,R,116,R,186,R,39,R,19,R,20,R,71,R,36,R,35,R,99,R,53,R,46,42,,,,,,,,,
2021,168148,-2,  1,R,167,R,86,R,81,R,1,R,0,R,1,R,26,R,12,R,14,R,9,R,7,R,2,R,15,R,10,R,5,R,0,R,0,R,0,R,77,R,37,R,40,R,10,R,6,R,4,R,17,R,7,R,10,R,12,R,7,R,5,43,,,,,,,,,
2021,168148,-2,  1,R,6,R,3,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,2,R,1,R,2,R,0,R,2,44,,,,,,,,,
2021,168148,-2,  1,R,161,R,83,R,78,R,1,R,0,R,1,R,26,R,12,R,14,R,8,R,6,R,2,R,15,R,10,R,5,R,0,R,0,R,0,R,77,R,37,R,40,R,10,R,6,R,4,R,14,R,5,R,9,R,10,R,7,R,3,45,,,,,,,,,
2021,168148,-2,  1,R,521,R,228,R,293,R,0,R,0,R,0,R,66,R,35,R,31,R,15,R,6,R,9,R,45,R,20,R,25,R,0,R,0,R,0,R,225,R,79,R,146,R,29,R,13,R,16,R,54,R,29,R,25,R,87,R,46,R,41,51,,,,,,,,,
2021,168148,-2,  1,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,59,,,,,,,,,
2021,168148,-2,  1,R,159,R,83,R,76,R,1,R,0,R,1,R,26,R,12,R,14,R,8,R,6,R,2,R,15,R,10,R,5,R,0,R,0,R,0,R,75,R,37,R,38,R,10,R,6,R,4,R,14,R,5,R,9,R,10,R,7,R,3,60,,,,,,,,,
2021,168421, 1,999,R,7876,R,5012,R,2864,R,7,R,6,R,1,R,560,R,296,R,264,R,235,R,158,R,77,R,599,R,389,R,210,R,4,R,4,R,0,R,4402,R,2791,R,1611,R,214,R,128,R,86,R,729,R,467,R,262,R,1126,R,773,R,353, 1,,,,,,,,,
2021,168421, 2,  1,R,5395,R,3286,R,2109,R,6,R,5,R,1,R,414,R,203,R,211,R,142,R,93,R,49,R,459,R,289,R,170,R,3,R,3,R,0,R,3169,R,1920,R,1249,R,167,R,99,R,68,R,640,R,399,R,241,R,395,R,275,R,120, 2,,,,,,,,,
2021,168421,-2,  1,R,4861,R,2945,R,1916,R,6,R,5,R,1,R,374,R,186,R,188,R,137,R,90,R,47,R,446,R,278,R,168,R,3,R,3,R,0,R,3090,R,1874,R,1216,R,158,R,94,R,64,R,273,R,156,R,117,R,374,R,259,R,115, 3,,,,,,,,,
2021,168421,-2,  1,R,1294,R,839,R,455,R,0,R,0,R,0,R,133,R,66,R,67,R,26,R,17,R,9,R,123,R,87,R,36,R,1,R,1,R,0,R,870,R,573,R,297,R,51,R,31,R,20,R,24,R,16,R,8,R,66,R,48,R,18, 4,,,,,,,,,
2021,168421,-2,  1,R,3567,R,2106,R,1461,R,6,R,5,R,1,R,241,R,120,R,121,R,111,R,73,R,38,R,323,R,191,R,132,R,2,R,2,R,0,R,2220,R,1301,R,919,R,107,R,63,R,44,R,249,R,140,R,109,R,308,R,211,R,97, 5,,,,,,,,,
2021,168421,-2,  1,R,534,R,341,R,193,R,0,R,0,R,0,R,40,R,17,R,23,R,5,R,3,R,2,R,13,R,11,R,2,R,0,R,0,R,0,R,79,R,46,R,33,R,9,R,5,R,4,R,367,R,243,R,124,R,21,R,16,R,5,11,,,,,,,,,
2021,168421, 4,  3,R,2481,R,1726,R,755,R,1,R,1,R,0,R,146,R,93,R,53,R,93,R,65,R,28,R,140,R,100,R,40,R,1,R,1,R,0,R,1233,R,871,R,362,R,47,R,29,R,18,R,89,R,68,R,21,R,731,R,498,R,233,12,,,,,,,,,
2021,168421,-2,  1,R,35,R,25,R,10,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,1,R,0,R,6,R,6,R,0,R,0,R,0,R,0,R,23,R,15,R,8,R,1,R,1,R,0,R,2,R,1,R,1,R,1,R,1,R,0,19,,,,,,,,,
2021,168421,-2,  1,R,3532,R,2081,R,1451,R,6,R,5,R,1,R,240,R,120,R,120,R,110,R,72,R,38,R,317,R,185,R,132,R,2,R,2,R,0,R,2197,R,1286,R,911,R,106,R,62,R,44,R,247,R,139,R,108,R,307,R,210,R,97,20,,,,,,,,,
2021,168421,-2,  1,R,4745,R,2839,R,1906,R,5,R,4,R,1,R,366,R,181,R,185,R,132,R,87,R,45,R,430,R,265,R,165,R,3,R,3,R,0,R,2997,R,1798,R,1199,R,150,R,89,R,61,R,304,R,166,R,138,R,358,R,246,R,112,22,,,,,,,,,
2021,168421,-2,  1,R,4695,R,2816,R,1879,R,5,R,4,R,1,R,364,R,181,R,183,R,132,R,87,R,45,R,430,R,265,R,165,R,3,R,3,R,0,R,2995,R,1797,R,1198,R,150,R,89,R,61,R,259,R,145,R,114,R,357,R,245,R,112,23,,,,,,,,,
2021,168421,-2,  1,R,1294,R,839,R,455,R,0,R,0,R,0,R,133,R,66,R,67,R,26,R,17,R,9,R,123,R,87,R,36,R,1,R,1,R,0,R,870,R,573,R,297,R,51,R,31,R,20,R,24,R,16,R,8,R,66,R,48,R,18,24,,,,,,,,,
2021,168421,-2,  1,R,3401,R,1977,R,1424,R,5,R,4,R,1,R,231,R,115,R,116,R,106,R,70,R,36,R,307,R,178,R,129,R,2,R,2,R,0,R,2125,R,1224,R,901,R,99,R,58,R,41,R,235,R,129,R,106,R,291,R,197,R,94,25,,,,,,,,,
2021,168421,-2,  1,R,50,R,23,R,27,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,45,R,21,R,24,R,1,R,1,R,0,31,,,,,,,,,
2021,168421,-2,  1,R,34,R,24,R,10,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,1,R,0,R,6,R,6,R,0,R,0,R,0,R,0,R,22,R,14,R,8,R,1,R,1,R,0,R,2,R,1,R,1,R,1,R,1,R,0,39,,,,,,,,,
2021,168421,-2,  1,R,3367,R,1953,R,1414,R,5,R,4,R,1,R,230,R,115,R,115,R,105,R,69,R,36,R,301,R,172,R,129,R,2,R,2,R,0,R,2103,R,1210,R,893,R,98,R,57,R,41,R,233,R,128,R,105,R,290,R,196,R,94,40,,,,,,,,,
2021,168421,-2,  1,R,650,R,447,R,203,R,1,R,1,R,0,R,48,R,22,R,26,R,10,R,6,R,4,R,29,R,24,R,5,R,0,R,0,R,0,R,172,R,122,R,50,R,17,R,10,R,7,R,336,R,233,R,103,R,37,R,29,R,8,42,,,,,,,,,
2021,168421,-2,  1,R,166,R,129,R,37,R,1,R,1,R,0,R,10,R,5,R,5,R,5,R,3,R,2,R,16,R,13,R,3,R,0,R,0,R,0,R,95,R,77,R,18,R,8,R,5,R,3,R,14,R,11,R,3,R,17,R,14,R,3,43,,,,,,,,,
2021,168421,-2,  1,R,166,R,129,R,37,R,1,R,1,R,0,R,10,R,5,R,5,R,5,R,3,R,2,R,16,R,13,R,3,R,0,R,0,R,0,R,95,R,77,R,18,R,8,R,5,R,3,R,14,R,11,R,3,R,17,R,14,R,3,45,,,,,,,,,
2021,168421,-2,  1,R,484,R,318,R,166,R,0,R,0,R,0,R,38,R,17,R,21,R,5,R,3,R,2,R,13,R,11,R,2,R,0,R,0,R,0,R,77,R,45,R,32,R,9,R,5,R,4,R,322,R,222,R,100,R,20,R,15,R,5,51,,,,,,,,,
2021,168421,-2,  1,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,59,,,,,,,,,
2021,168421,-2,  1,R,165,R,128,R,37,R,1,R,1,R,0,R,10,R,5,R,5,R,5,R,3,R,2,R,16,R,13,R,3,R,0,R,0,R,0,R,94,R,76,R,18,R,8,R,5,R,3,R,14,R,11,R,3,R,17,R,14,R,3,60,,,,,,,,,
2021,170976, 1,999,R,50002,R,25030,R,24972,R,83,R,42,R,41,R,6982,R,3531,R,3451,R,2175,R,857,R,1318,R,3361,R,1599,R,1762,R,21,R,12,R,9,R,25739,R,12391,R,13348,R,2104,R,975,R,1129,R,2309,R,1232,R,1077,R,7228,R,4391,R,2837, 1,,,,,,,,,
2021,170976, 2,  1,R,32474,R,16181,R,16293,R,37,R,17,R,20,R,5259,R,2702,R,2557,R,1315,R,533,R,782,R,2254,R,1086,R,1168,R,14,R,10,R,4,R,17895,R,8730,R,9165,R,1563,R,720,R,843,R,1663,R,902,R,761,R,2474,R,1481,R,993, 2,,,,,,,,,
2021,170976,-2,  1,R,32242,R,16052,R,16190,R,37,R,17,R,20,R,5221,R,2679,R,2542,R,1311,R,531,R,780,R,2243,R,1081,R,1162,R,14,R,10,R,4,R,17793,R,8679,R,9114,R,1555,R,715,R,840,R,1648,R,895,R,753,R,2420,R,1445,R,975, 3,,,,,,,,,
2021,170976,-2,  1,R,6944,R,3318,R,3626,R,6,R,2,R,4,R,1337,R,691,R,646,R,241,R,91,R,150,R,437,R,196,R,241,R,2,R,1,R,1,R,3912,R,1828,R,2084,R,355,R,145,R,210,R,405,R,213,R,192,R,249,R,151,R,98, 4,,,,,,,,,
2021,170976,-2,  1,R,25298,R,12734,R,12564,R,31,R,15,R,16,R,3884,R,1988,R,1896,R,1070,R,440,R,630,R,1806,R,885,R,921,R,12,R,9,R,3,R,13881,R,6851,R,7030,R,1200,R,570,R,630,R,1243,R,682,R,561,R,2171,R,1294,R,877, 5,,,,,,,,,
2021,170976,-2,  1,R,232,R,129,R,103,R,0,R,0,R,0,R,38,R,23,R,15,R,4,R,2,R,2,R,11,R,5,R,6,R,0,R,0,R,0,R,102,R,51,R,51,R,8,R,5,R,3,R,15,R,7,R,8,R,54,R,36,R,18,11,,,,,,,,,
2021,170976, 4,  3,R,17528,R,8849,R,8679,R,46,R,25,R,21,R,1723,R,829,R,894,R,860,R,324,R,536,R,1107,R,513,R,594,R,7,R,2,R,5,R,7844,R,3661,R,4183,R,541,R,255,R,286,R,646,R,330,R,316,R,4754,R,2910,R,1844,12,,,,,,,,,
2021,170976,-2,  1,R,1709,R,950,R,759,R,1,R,0,R,1,R,198,R,110,R,88,R,69,R,33,R,36,R,94,R,51,R,43,R,1,R,1,R,0,R,692,R,372,R,320,R,52,R,28,R,24,R,55,R,41,R,14,R,547,R,314,R,233,19,,,,,,,,,
2021,170976,-2,  1,R,23589,R,11784,R,11805,R,30,R,15,R,15,R,3686,R,1878,R,1808,R,1001,R,407,R,594,R,1712,R,834,R,878,R,11,R,8,R,3,R,13189,R,6479,R,6710,R,1148,R,542,R,606,R,1188,R,641,R,547,R,1624,R,980,R,644,20,,,,,,,,,
2021,170976,-2,  1,R,30681,R,15171,R,15510,R,34,R,17,R,17,R,4991,R,2536,R,2455,R,1260,R,508,R,752,R,2144,R,1034,R,1110,R,12,R,9,R,3,R,16863,R,8159,R,8704,R,1484,R,671,R,813,R,1548,R,836,R,712,R,2345,R,1401,R,944,22,,,,,,,,,
2021,170976,-2,  1,R,30606,R,15131,R,15475,R,34,R,17,R,17,R,4989,R,2535,R,2454,R,1258,R,507,R,751,R,2141,R,1033,R,1108,R,12,R,9,R,3,R,16837,R,8149,R,8688,R,1483,R,671,R,812,R,1542,R,833,R,709,R,2310,R,1377,R,933,23,,,,,,,,,
2021,170976,-2,  1,R,6900,R,3299,R,3601,R,5,R,2,R,3,R,1333,R,689,R,644,R,239,R,90,R,149,R,433,R,195,R,238,R,2,R,1,R,1,R,3890,R,1817,R,2073,R,354,R,145,R,209,R,401,R,211,R,190,R,243,R,149,R,94,24,,,,,,,,,
2021,170976,-2,  1,R,23706,R,11832,R,11874,R,29,R,15,R,14,R,3656,R,1846,R,1810,R,1019,R,417,R,602,R,1708,R,838,R,870,R,10,R,8,R,2,R,12947,R,6332,R,6615,R,1129,R,526,R,603,R,1141,R,622,R,519,R,2067,R,1228,R,839,25,,,,,,,,,
2021,170976,-2,  1,R,75,R,40,R,35,R,0,R,0,R,0,R,2,R,1,R,1,R,2,R,1,R,1,R,3,R,1,R,2,R,0,R,0,R,0,R,26,R,10,R,16,R,1,R,0,R,1,R,6,R,3,R,3,R,35,R,24,R,11,31,,,,,,,,,
2021,170976,-2,  1,R,1610,R,897,R,713,R,0,R,0,R,0,R,186,R,102,R,84,R,66,R,32,R,34,R,89,R,49,R,40,R,1,R,1,R,0,R,652,R,355,R,297,R,49,R,25,R,24,R,46,R,36,R,10,R,521,R,297,R,224,39,,,,,,,,,
2021,170976,-2,  1,R,22096,R,10935,R,11161,R,29,R,15,R,14,R,3470,R,1744,R,1726,R,953,R,385,R,568,R,1619,R,789,R,830,R,9,R,7,R,2,R,12295,R,5977,R,6318,R,1080,R,501,R,579,R,1095,R,586,R,509,R,1546,R,931,R,615,40,,,,,,,,,
2021,170976,-2,  1,R,1793,R,1010,R,783,R,3,R,0,R,3,R,268,R,166,R,102,R,55,R,25,R,30,R,110,R,52,R,58,R,2,R,1,R,1,R,1032,R,571,R,461,R,79,R,49,R,30,R,115,R,66,R,49,R,129,R,80,R,49,42,,,,,,,,,
2021,170976,-2,  1,R,1636,R,921,R,715,R,3,R,0,R,3,R,232,R,144,R,88,R,53,R,24,R,29,R,102,R,48,R,54,R,2,R,1,R,1,R,956,R,530,R,426,R,72,R,44,R,28,R,106,R,62,R,44,R,110,R,68,R,42,43,,,,,,,,,
2021,170976,-2,  1,R,44,R,19,R,25,R,1,R,0,R,1,R,4,R,2,R,2,R,2,R,1,R,1,R,4,R,1,R,3,R,0,R,0,R,0,R,22,R,11,R,11,R,1,R,0,R,1,R,4,R,2,R,2,R,6,R,2,R,4,44,,,,,,,,,
2021,170976,-2,  1,R,1592,R,902,R,690,R,2,R,0,R,2,R,228,R,142,R,86,R,51,R,23,R,28,R,98,R,47,R,51,R,2,R,1,R,1,R,934,R,519,R,415,R,71,R,44,R,27,R,102,R,60,R,42,R,104,R,66,R,38,45,,,,,,,,,
2021,170976,-2,  1,R,157,R,89,R,68,R,0,R,0,R,0,R,36,R,22,R,14,R,2,R,1,R,1,R,8,R,4,R,4,R,0,R,0,R,0,R,76,R,41,R,35,R,7,R,5,R,2,R,9,R,4,R,5,R,19,R,12,R,7,51,,,,,,,,,
2021,170976,-2,  1,R,99,R,53,R,46,R,1,R,0,R,1,R,12,R,8,R,4,R,3,R,1,R,2,R,5,R,2,R,3,R,0,R,0,R,0,R,40,R,17,R,23,R,3,R,3,R,0,R,9,R,5,R,4,R,26,R,17,R,9,59,,,,,,,,,
2021,170976,-2,  1,R,1493,R,849,R,644,R,1,R,0,R,1,R,216,R,134,R,82,R,48,R,22,R,26,R,93,R,45,R,48,R,2,R,1,R,1,R,894,R,502,R,392,R,68,R,41,R,27,R,93,R,55,R,38,R,78,R,49,R,29,60,,,,,,,,,
2021,171100, 1,999,R,54245,R,25734,R,28511,R,141,R,58,R,83,R,3503,R,1708,R,1795,R,3968,R,1505,R,2463,R,3029,R,1328,R,1701,R,33,R,14,R,19,R,35732,R,16794,R,18938,R,1785,R,789,R,996,R,771,R,383,R,388,R,5283,R,3155,R,2128, 1,,,,,,,,,
2021,171100, 2,  1,R,41314,R,20177,R,21137,R,83,R,38,R,45,R,2740,R,1389,R,1351,R,3216,R,1254,R,1962,R,2311,R,1030,R,1281,R,21,R,9,R,12,R,27859,R,13596,R,14263,R,1479,R,671,R,808,R,522,R,260,R,262,R,3083,R,1930,R,1153, 2,,,,,,,,,
2021,171100,-2,  1,R,40956,R,20035,R,20921,R,82,R,38,R,44,R,2707,R,1373,R,1334,R,3196,R,1244,R,1952,R,2294,R,1023,R,1271,R,21,R,9,R,12,R,27705,R,13544,R,14161,R,1476,R,670,R,806,R,504,R,251,R,253,R,2971,R,1883,R,1088, 3,,,,,,,,,
2021,171100,-2,  1,R,8564,R,3970,R,4594,R,18,R,7,R,11,R,689,R,332,R,357,R,612,R,221,R,391,R,538,R,222,R,316,R,3,Z,0,R,3,R,5738,R,2656,R,3082,R,335,R,158,R,177,R,184,R,87,R,97,R,447,R,287,R,160, 4,,,,,,,,,
2021,171100,-2,  1,R,32392,R,16065,R,16327,R,64,R,31,R,33,R,2018,R,1041,R,977,R,2584,R,1023,R,1561,R,1756,R,801,R,955,R,18,R,9,R,9,R,21967,R,10888,R,11079,R,1141,R,512,R,629,R,320,R,164,R,156,R,2524,R,1596,R,928, 5,,,,,,,,,
2021,171100,-2,  1,R,358,R,142,R,216,R,1,Z,0,R,1,R,33,R,16,R,17,R,20,R,10,R,10,R,17,R,7,R,10,Z,0,Z,0,Z,0,R,154,R,52,R,102,R,3,R,1,R,2,R,18,R,9,R,9,R,112,R,47,R,65,11,,,,,,,,,
2021,171100, 4,  3,R,12931,R,5557,R,7374,R,58,R,20,R,38,R,763,R,319,R,444,R,752,R,251,R,501,R,718,R,298,R,420,R,12,R,5,R,7,R,7873,R,3198,R,4675,R,306,R,118,R,188,R,249,R,123,R,126,R,2200,R,1225,R,975,12,,,,,,,,,
2021,171100,-2,  1,R,1573,R,781,R,792,R,12,R,9,R,3,R,65,R,36,R,29,R,93,R,47,R,46,R,111,R,51,R,60,R,1,R,1,Z,0,R,1164,R,579,R,585,R,77,R,26,R,51,R,11,R,8,R,3,R,39,R,24,R,15,19,,,,,,,,,
2021,171100,-2,  1,R,30819,R,15284,R,15535,R,52,R,22,R,30,R,1953,R,1005,R,948,R,2491,R,976,R,1515,R,1645,R,750,R,895,R,17,R,8,R,9,R,20803,R,10309,R,10494,R,1064,R,486,R,578,R,309,R,156,R,153,R,2485,R,1572,R,913,20,,,,,,,,,
2021,171100,-2,  1,R,35692,R,17200,R,18492,R,58,R,25,R,33,R,2367,R,1162,R,1205,R,2820,R,1079,R,1741,R,2012,R,876,R,1136,R,16,R,7,R,9,R,23955,R,11564,R,12391,R,1279,R,565,R,714,R,437,R,211,R,226,R,2748,R,1711,R,1037,22,,,,,,,,,
2021,171100,-2,  1,R,35560,R,17141,R,18419,R,58,R,25,R,33,R,2365,R,1162,R,1203,R,2810,R,1073,R,1737,R,2004,R,872,R,1132,R,16,R,7,R,9,R,23952,R,11563,R,12389,R,1278,R,564,R,714,R,432,R,207,R,225,R,2645,R,1668,R,977,23,,,,,,,,,
2021,171100,-2,  1,R,8251,R,3794,R,4457,R,17,R,7,R,10,R,674,R,320,R,354,R,601,R,217,R,384,R,521,R,212,R,309,R,3,Z,0,R,3,R,5505,R,2529,R,2976,R,321,R,151,R,170,R,175,R,80,R,95,R,434,R,278,R,156,24,,,,,,,,,
2021,171100,-2,  1,R,27309,R,13347,R,13962,R,41,R,18,R,23,R,1691,R,842,R,849,R,2209,R,856,R,1353,R,1483,R,660,R,823,R,13,R,7,R,6,R,18447,R,9034,R,9413,R,957,R,413,R,544,R,257,R,127,R,130,R,2211,R,1390,R,821,25,,,,,,,,,
2021,171100,-2,  1,R,132,R,59,R,73,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,10,R,6,R,4,R,8,R,4,R,4,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,1,R,1,Z,0,R,5,R,4,R,1,R,103,R,43,R,60,31,,,,,,,,,
2021,171100,-2,  1,R,1371,R,679,R,692,R,9,R,7,R,2,R,56,R,31,R,25,R,77,R,39,R,38,R,88,R,43,R,45,R,1,R,1,Z,0,R,1030,R,512,R,518,R,70,R,21,R,49,R,5,R,4,R,1,R,35,R,21,R,14,39,,,,,,,,,
2021,171100,-2,  1,R,25938,R,12668,R,13270,R,32,R,11,R,21,R,1635,R,811,R,824,R,2132,R,817,R,1315,R,1395,R,617,R,778,R,12,R,6,R,6,R,17417,R,8522,R,8895,R,887,R,392,R,495,R,252,R,123,R,129,R,2176,R,1369,R,807,40,,,,,,,,,
2021,171100,-2,  1,R,5622,R,2977,R,2645,R,25,R,13,R,12,R,373,R,227,R,146,R,396,R,175,R,221,R,299,R,154,R,145,R,5,R,2,R,3,R,3904,R,2032,R,1872,R,200,R,106,R,94,R,85,R,49,R,36,R,335,R,219,R,116,42,,,,,,,,,
2021,171100,-2,  1,R,5396,R,2894,R,2502,R,24,R,13,R,11,R,342,R,211,R,131,R,386,R,171,R,215,R,290,R,151,R,139,R,5,R,2,R,3,R,3753,R,1981,R,1772,R,198,R,106,R,92,R,72,R,44,R,28,R,326,R,215,R,111,43,,,,,,,,,
2021,171100,-2,  1,R,313,R,176,R,137,R,1,Z,0,R,1,R,15,R,12,R,3,R,11,R,4,R,7,R,17,R,10,R,7,Z,0,Z,0,Z,0,R,233,R,127,R,106,R,14,R,7,R,7,R,9,R,7,R,2,R,13,R,9,R,4,44,,,,,,,,,
2021,171100,-2,  1,R,5083,R,2718,R,2365,R,23,R,13,R,10,R,327,R,199,R,128,R,375,R,167,R,208,R,273,R,141,R,132,R,5,R,2,R,3,R,3520,R,1854,R,1666,R,184,R,99,R,85,R,63,R,37,R,26,R,313,R,206,R,107,45,,,,,,,,,
2021,171100,-2,  1,R,226,R,83,R,143,R,1,Z,0,R,1,R,31,R,16,R,15,R,10,R,4,R,6,R,9,R,3,R,6,Z,0,Z,0,Z,0,R,151,R,51,R,100,R,2,Z,0,R,2,R,13,R,5,R,8,R,9,R,4,R,5,51,,,,,,,,,
2021,171100,-2,  1,R,202,R,102,R,100,R,3,R,2,R,1,R,9,R,5,R,4,R,16,R,8,R,8,R,23,R,8,R,15,Z,0,Z,0,Z,0,R,134,R,67,R,67,R,7,R,5,R,2,R,6,R,4,R,2,R,4,R,3,R,1,59,,,,,,,,,
2021,171100,-2,  1,R,4881,R,2616,R,2265,R,20,R,11,R,9,R,318,R,194,R,124,R,359,R,159,R,200,R,250,R,133,R,117,R,5,R,2,R,3,R,3386,R,1787,R,1599,R,177,R,94,R,83,R,57,R,33,R,24,R,309,R,203,R,106,60,,,,,,,,,
2021,174066, 1,999,R,62309,R,27903,R,34406,R,229,R,90,R,139,R,5957,R,2552,R,3405,R,3400,R,1351,R,2049,R,3128,R,1332,R,1796,R,51,R,23,R,28,R,38229,R,16751,R,21478,R,2171,R,931,R,1240,R,3359,R,1603,R,1756,R,5785,R,3270,R,2515, 1,,,,,,,,,
2021,174066, 2,  1,R,44778,R,20187,R,24591,R,154,R,58,R,96,R,4784,R,2088,R,2696,R,2693,R,1062,R,1631,R,2349,R,989,R,1360,R,42,R,20,R,22,R,28407,R,12803,R,15604,R,1656,R,724,R,932,R,2150,R,999,R,1151,R,2543,R,1444,R,1099, 2,,,,,,,,,
2021,174066,-2,  1,R,32558,R,15278,R,17280,R,87,R,37,R,50,R,3514,R,1605,R,1909,R,2003,R,811,R,1192,R,1588,R,707,R,881,R,22,R,11,R,11,R,20885,R,9778,R,11107,R,1425,R,626,R,799,R,593,R,311,R,282,R,2441,R,1392,R,1049, 3,,,,,,,,,
2021,174066,-2,  1,R,6026,R,2844,R,3182,R,22,R,6,R,16,R,761,R,329,R,432,R,342,R,141,R,201,R,272,R,125,R,147,R,4,R,3,R,1,R,3905,R,1867,R,2038,R,267,R,134,R,133,R,153,R,71,R,82,R,300,R,168,R,132, 4,,,,,,,,,
2021,174066,-2,  1,R,26532,R,12434,R,14098,R,65,R,31,R,34,R,2753,R,1276,R,1477,R,1661,R,670,R,991,R,1316,R,582,R,734,R,18,R,8,R,10,R,16980,R,7911,R,9069,R,1158,R,492,R,666,R,440,R,240,R,200,R,2141,R,1224,R,917, 5,,,,,,,,,
2021,174066,-2,  1,R,12220,R,4909,R,7311,R,67,R,21,R,46,R,1270,R,483,R,787,R,690,R,251,R,439,R,761,R,282,R,479,R,20,R,9,R,11,R,7522,R,3025,R,4497,R,231,R,98,R,133,R,1557,R,688,R,869,R,102,R,52,R,50,11,,,,,,,,,
2021,174066, 4,  3,R,17531,R,7716,R,9815,R,75,R,32,R,43,R,1173,R,464,R,709,R,707,R,289,R,418,R,779,R,343,R,436,R,9,R,3,R,6,R,9822,R,3948,R,5874,R,515,R,207,R,308,R,1209,R,604,R,605,R,3242,R,1826,R,1416,12,,,,,,,,,
2021,174066,-2,  1,R,2468,R,1161,R,1307,R,9,R,3,R,6,R,216,R,104,R,112,R,319,R,137,R,182,R,160,R,76,R,84,R,1,R,0,R,1,R,1396,R,648,R,748,R,110,R,43,R,67,R,34,R,19,R,15,R,223,R,131,R,92,19,,,,,,,,,
2021,174066,-2,  1,R,24064,R,11273,R,12791,R,56,R,28,R,28,R,2537,R,1172,R,1365,R,1342,R,533,R,809,R,1156,R,506,R,650,R,17,R,8,R,9,R,15584,R,7263,R,8321,R,1048,R,449,R,599,R,406,R,221,R,185,R,1918,R,1093,R,825,20,,,,,,,,,
2021,174066,-2,  1,R,28587,R,13169,R,15418,R,65,R,28,R,37,R,3128,R,1409,R,1719,R,1673,R,668,R,1005,R,1352,R,571,R,781,R,16,R,7,R,9,R,18249,R,8332,R,9917,R,1264,R,552,R,712,R,550,R,285,R,265,R,2290,R,1317,R,973,22,,,,,,,,,
2021,174066,-2,  1,R,27951,R,12904,R,15047,R,62,R,27,R,35,R,3021,R,1367,R,1654,R,1638,R,656,R,982,R,1331,R,565,R,766,R,16,R,7,R,9,R,17931,R,8208,R,9723,R,1229,R,537,R,692,R,489,R,254,R,235,R,2234,R,1283,R,951,23,,,,,,,,,
2021,174066,-2,  1,R,5788,R,2725,R,3063,R,19,R,6,R,13,R,724,R,309,R,415,R,327,R,133,R,194,R,256,R,115,R,141,R,4,R,3,R,1,R,3765,R,1801,R,1964,R,255,R,130,R,125,R,142,R,64,R,78,R,296,R,164,R,132,24,,,,,,,,,
2021,174066,-2,  1,R,22163,R,10179,R,11984,R,43,R,21,R,22,R,2297,R,1058,R,1239,R,1311,R,523,R,788,R,1075,R,450,R,625,R,12,R,4,R,8,R,14166,R,6407,R,7759,R,974,R,407,R,567,R,347,R,190,R,157,R,1938,R,1119,R,819,25,,,,,,,,,
2021,174066,-2,  1,R,636,R,265,R,371,R,3,R,1,R,2,R,107,R,42,R,65,R,35,R,12,R,23,R,21,R,6,R,15,R,0,R,0,R,0,R,318,R,124,R,194,R,35,R,15,R,20,R,61,R,31,R,30,R,56,R,34,R,22,31,,,,,,,,,
