year,UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
2022,227757,R,2666,R,207891303,R,10,R,881041,Z,0,Z,0,R,333,R,20491013,R,334,R,49745574,R,497,R,43159684,R,677,R,50158775,R,230,R,19044042,R,13,R,660447,R,295,R,10548424,Z,0,Z,0,R,178,R,8437299,R,55,R,2626388,R,44,R,2138616
2022,228246,R,1640,R,140033758,R,88,R,5579513,Z,0,Z,0,R,99,R,6546279,R,763,R,77166351,R,104,R,8817528,R,140,R,12518601,R,155,R,15203448,R,17,R,1038857,R,70,R,4036848,Z,0,Z,0,R,164,R,7216373,R,40,R,1909960,Z,0,Z,0
2022,228723,R,6198,R,435986230,R,216,R,12455540,Z,0,Z,0,R,204,R,11471355,R,1336,R,146712620,R,669,R,38520253,R,1079,R,73825009,R,726,R,52737784,R,302,R,14035697,R,242,R,11670990,R,1,R,44934,R,1123,R,58856517,R,189,R,10078042,R,111,R,5577489
2022,228778,R,10454,R,820795088,Z,0,Z,0,Z,0,Z,0,R,536,R,20362236,R,1915,R,249042369,R,1475,R,96987006,R,2616,R,220315136,R,700,R,60666815,R,75,R,7327407,R,966,R,41497114,R,50,R,2044960,R,1365,R,77085547,R,499,R,29967417,R,257,R,15499081
2022,228875,R,1500,R,124485120,R,27,R,1626643,Z,0,Z,0,R,88,R,5546108,R,228,R,32736917,R,180,R,14714269,R,93,R,8628165,R,282,R,34174078,R,14,R,1028356,R,294,R,11704697,R,1,R,70176,R,231,R,10997513,R,60,R,3128410,R,2,R,129788
2022,231624,R,1749,R,124967034,R,45,R,3493599,Z,0,Z,0,R,188,R,13355571,R,102,R,19532150,R,270,R,22413518,R,320,R,22420657,R,205,R,14086702,R,38,R,3029001,R,229,R,9339974,R,1,R,34303,R,244,R,11506105,R,91,R,4899802,R,16,R,855652
2022,234076,R,5614,R,458054138,R,75,R,9688255,Z,0,Z,0,R,240,R,16510577,R,1210,R,160320764,R,774,R,59907376,R,1085,R,83414084,R,419,R,31282349,R,63,R,5304506,R,461,R,20151700,R,19,R,710258,R,517,R,26634332,R,645,R,38625719,R,106,R,5504218
2022,236948,R,8479,R,740468970,R,1051,R,89280960,Z,0,Z,0,R,278,R,19179127,R,760,R,123966969,R,2422,R,212386091,R,926,R,89416189,R,972,R,82295455,R,135,R,10518416,R,707,R,34032497,R,1,R,38280,R,791,R,47104193,R,333,R,25841712,R,103,R,6409081
2022,239105,R,1375,R,100341305,R,35,R,2350156,R,8,R,522545,R,59,R,3715020,R,76,R,15138339,R,199,R,17211600,R,151,R,10515165,R,261,R,22905479,R,30,R,2584564,R,262,R,11920081,R,1,R,100000,R,244,R,11077854,R,45,R,2145570,R,4,R,154932
2022,240444,R,10383,R,750269600,R,842,R,59340157,R,55,R,4595416,R,516,R,33989427,R,890,R,118444957,R,1370,R,105355700,R,1973,R,150452045,R,1526,R,105223286,R,547,R,32899181,R,1189,R,54284395,R,14,R,621358,R,842,R,42480780,R,501,R,35929947,R,118,R,6652951
2022,243744,R,8247,R,1022977584,R,328,R,50470982,Z,0,Z,0,R,393,R,36086325,R,1097,R,232992143,R,2894,R,327376322,R,1255,R,157188446,R,489,R,65977142,R,13,R,1401892,R,628,R,42461420,Z,0,Z,0,R,792,R,65859737,R,358,R,43163175,Z,0,Z,0
2022,243780,R,8156,R,547660441,R,532,R,28245806,R,399,R,41343572,R,575,R,35301419,R,966,R,119108660,R,1226,R,84048262,R,1213,R,85742042,R,527,R,34620193,R,184,R,11639951,R,992,R,38503489,R,2,R,107094,R,1186,R,50056555,R,257,R,13715172,R,97,R,5228226
2022,445188,R,1262,R,102723790,R,96,R,6257483,R,2,R,193758,R,34,R,2552429,R,165,R,25398321,R,230,R,19705582,R,125,R,10954010,R,201,R,13007552,R,13,R,1397496,R,199,R,10147238,Z,0,Z,0,R,137,R,8598333,R,39,R,3180959,R,21,R,1330629
