year,UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
2019,100858,R,3900,R,258068652,R,50,R,4359057,R,218,R,14151644,R,133,R,8339965,R,540,R,69358481,R,413,R,26083475,R,595,R,36608912,R,651,R,41814589,R,34,R,3027730,R,329,R,12774319,R,3,R,135630,R,574,R,23131788,R,309,R,15743531,R,51,R,2539531
2019,110404,R,2698,R,226768760,R,607,R,36274628,Z,0,Z,0,R,40,R,2813277,R,309,R,50928056,R,268,R,25816342,R,663,R,63415851,R,91,R,9134955,R,5,R,388319,R,258,R,9605949,Z,0,Z,0,R,324,R,19609976,R,123,R,8303714,R,10,R,477693
2019,110635,R,8607,R,739990768,R,1339,R,93076390,R,32,R,3409926,R,1001,R,76249975,R,631,R,105419768,R,1720,R,162250871,R,1023,R,100032518,R,545,R,49555270,R,155,R,14243997,R,886,R,45167649,R,1,R,123600,R,952,R,62333127,R,236,R,22554536,R,86,R,5573141
2019,110644,R,7694,R,559600242,R,1000,R,60102337,R,19,R,1793383,R,651,R,44245472,R,480,R,73835163,R,1036,R,84718800,R,1283,R,98814398,R,363,R,24739980,R,376,R,32127633,R,1114,R,55158701,R,9,R,831951,R,962,R,55205470,R,325,R,23180895,R,76,R,4846059
2019,110653,R,4666,R,372987602,R,560,R,35782737,R,9,R,684750,R,365,R,24651235,R,514,R,81318452,R,1242,R,95578882,R,585,R,50864539,R,130,R,9980671,R,104,R,9727320,R,554,R,25487714,Z,0,Z,0,R,352,R,20009300,R,183,R,13586096,R,68,R,5315906
2019,110662,R,10620,R,814392237,R,726,R,48081206,R,27,R,2822687,R,734,R,53791606,R,908,R,140117727,R,3155,R,238494625,R,1241,R,102820787,R,438,R,38132422,R,242,R,20094506,R,1563,R,70255110,R,10,R,801742,R,845,R,47776285,R,451,R,32802754,R,280,R,18400780
2019,110671,R,2878,R,210789001,R,332,R,19874337,R,12,R,989440,R,382,R,25113197,R,223,R,34033805,R,430,R,35099700,R,281,R,23475591,R,130,R,9780626,R,92,R,6507691,R,394,R,19223724,R,5,R,395556,R,416,R,23815828,R,137,R,10084856,R,44,R,2394650
2019,110680,R,8574,R,656660909,R,794,R,55226860,R,23,R,2286954,R,747,R,47900370,R,482,R,80979657,R,1423,R,119527565,R,1219,R,104420796,R,348,R,26500962,R,599,R,56289906,R,1379,R,67203584,R,14,R,1713603,R,1158,R,68630755,R,295,R,20391263,R,93,R,5588634
2019,110705,R,3617,R,265442529,R,438,R,25255954,R,1,R,97098,R,399,R,26211563,R,325,R,43080174,R,523,R,40577372,R,465,R,41400936,R,151,R,11022937,R,77,R,7275136,R,495,R,26344852,R,5,R,487153,R,524,R,29852311,R,152,R,10137122,R,62,R,3699921
2019,110714,R,2713,R,208321401,R,268,R,18478888,Z,0,Z,0,R,368,R,23166619,R,239,R,35590702,R,421,R,34122499,R,358,R,31331137,R,83,R,5962642,R,44,R,3891795,R,402,R,20493964,R,3,R,177480,R,393,R,25632492,R,89,R,6722421,R,45,R,2750762
2019,121150,R,1198,R,94516910,Z,0,Z,0,Z,0,Z,0,R,257,R,15000925,R,265,R,37314645,R,119,R,7836331,R,102,R,7673751,R,135,R,10153103,R,14,R,914165,R,85,R,3794760,R,13,R,780384,R,135,R,7019756,R,42,R,2646087,R,31,R,1383003
2019,122931,R,1001,R,94086424,Z,0,Z,0,Z,0,Z,0,R,94,R,7331064,R,257,R,35411447,R,102,R,10017635,R,116,R,10673753,R,127,R,11509217,R,10,R,847885,R,86,R,5123204,Z,0,Z,0,R,180,R,10804409,R,23,R,1985693,R,6,R,382117
2019,123961,R,8306,R,693602240,R,125,R,20189118,R,216,R,25873591,R,164,R,11597323,R,1499,R,222609738,R,1368,R,101299497,R,979,R,92436348,R,643,R,49489679,R,131,R,10324349,R,1333,R,56638708,R,150,R,5163960,R,1356,R,75930016,R,225,R,15157703,R,117,R,6892210
2019,126614,R,6049,R,444129981,R,877,R,69980422,Z,0,Z,0,R,457,R,28639157,R,874,R,95463107,R,523,R,36762454,R,1274,R,106933568,R,280,R,22294311,R,56,R,4033801,R,695,R,27031083,R,16,R,530854,R,690,R,35957631,R,252,R,13550244,R,55,R,2953349
2019,126775,R,758,R,51543531,R,140,R,8216255,Z,0,Z,0,R,78,R,5036577,R,123,R,13565167,R,137,R,9728522,R,49,R,4083298,R,27,R,1509946,Z,0,Z,0,R,95,R,3702907,Z,0,Z,0,R,59,R,2843642,R,47,R,2701016,R,3,R,156201
2019,129020,R,5682,R,418945567,R,279,R,16154877,R,55,R,5561734,R,96,R,7290882,R,272,R,44913494,R,379,R,28150935,R,582,R,49212134,R,179,R,17696191,R,701,R,58906724,R,609,R,34107382,R,9,R,402720,R,1985,R,127012450,R,529,R,29078166,R,7,R,457878
2019,130794,R,6651,R,574691863,R,616,R,37818359,R,8,R,1142500,R,614,R,50429046,R,1328,R,169463321,R,437,R,45309104,R,608,R,54252055,R,309,R,30366943,R,112,R,14137979,R,1066,R,64754711,Z,0,Z,0,R,1232,R,81536862,R,261,R,21020717,R,60,R,4460266
2019,130943,R,3585,R,242884816,Z,0,Z,0,Z,0,Z,0,R,143,R,9484015,R,579,R,73679907,R,509,R,31386815,R,711,R,45344888,R,439,R,27481208,R,100,R,7334191,R,338,R,13569751,Z,0,Z,0,R,503,R,20283612,R,180,R,10723779,R,83,R,3596650
2019,131159,R,1852,R,150203238,R,44,R,3364772,Z,0,Z,0,R,112,R,7579274,R,453,R,53560274,R,275,R,19388377,R,194,R,16561620,R,316,R,23285229,R,15,R,1444198,R,99,R,5487659,Z,0,Z,0,R,235,R,11989257,R,64,R,4654441,R,45,R,2888137
2019,131469,R,3060,R,260955344,R,67,R,9402523,Z,0,Z,0,R,607,R,43739034,R,225,R,43159116,R,259,R,25900864,R,745,R,66961677,R,335,R,26076287,R,69,R,5495049,R,207,R,10410055,Z,0,Z,0,R,408,R,21087288,R,105,R,7001395,R,33,R,1722056
2019,131496,R,3159,R,287819015,R,194,R,16647263,Z,0,Z,0,R,94,R,6168844,R,941,R,135740590,R,436,R,31963264,R,274,R,25220667,R,301,R,27779651,R,47,R,2911611,R,210,R,9387602,Z,0,Z,0,R,490,R,23925698,R,107,R,5661471,R,65,R,2412354
2019,131520,R,1109,R,80816845,R,42,R,2406645,R,12,R,464591,R,114,R,7077340,R,163,R,24404838,R,53,R,3458562,R,78,R,4831141,R,124,R,9507917,R,35,R,1933796,R,113,R,5281992,Z,0,Z,0,R,364,R,20880504,R,4,R,213237,R,7,R,356282
2019,133951,R,3840,R,247747879,R,280,R,18904461,R,53,R,3548378,R,341,R,17254345,R,887,R,93355549,R,228,R,12169539,R,494,R,29433736,R,242,R,16540974,R,38,R,2595819,R,296,R,9835446,Z,0,Z,0,R,798,R,36786070,R,183,R,7323562,Z,0,Z,0
2019,134097,R,4936,R,268967688,R,418,R,23533623,Z,0,Z,0,R,695,R,40143273,R,287,R,39994050,R,931,R,49500928,R,652,R,37800206,R,452,R,25309737,R,116,R,6478752,R,606,R,17826842,Z,0,Z,0,R,544,R,19721997,R,229,R,8410119,R,6,R,248161
2019,134130,R,8740,R,545363239,R,452,R,43032492,R,497,R,41897994,R,835,R,45819291,R,863,R,108406173,R,683,R,40486548,R,1658,R,102254407,R,306,R,18408538,R,264,R,15462944,R,975,R,33532217,R,8,R,279468,R,1471,R,63673740,R,681,R,30436854,R,47,R,1672573
2019,135726,R,3214,R,238916504,R,32,R,2919186,Z,0,Z,0,R,173,R,10125383,R,686,R,87565918,R,473,R,29415263,R,697,R,47382106,R,229,R,17761548,R,111,R,6078896,R,134,R,6751191,R,10,R,360315,R,538,R,22805678,R,121,R,7237347,R,10,R,513673
2019,137351,R,4063,R,255773164,R,227,R,16188293,Z,0,Z,0,R,486,R,25477055,R,319,R,50982118,R,651,R,41005392,R,545,R,35498199,R,507,R,34118563,R,55,R,3666246,R,327,R,10417057,R,6,R,298334,R,660,R,25639731,R,204,R,9610656,R,76,R,2871520
2019,139658,R,5510,R,417269611,R,281,R,19461839,R,62,R,7250785,R,933,R,62017866,R,728,R,114954139,R,541,R,38679092,R,1098,R,82451539,R,484,R,29559346,R,141,R,9089893,R,559,R,20947731,R,4,R,140601,R,477,R,22615866,R,170,R,8879867,R,32,R,1221047
2019,139755,R,6548,R,560753973,R,170,R,27307007,R,2,R,427808,R,463,R,32220163,R,954,R,98982211,R,461,R,31171895,R,2674,R,275982378,R,243,R,21218305,R,22,R,1836461,R,618,R,21935964,Z,0,Z,0,R,641,R,33293221,R,300,R,16378560,Z,0,Z,0
2019,139959,R,8601,R,457758449,R,177,R,17330744,R,555,R,40730146,R,617,R,28551438,R,871,R,89401671,R,590,R,35400347,R,1477,R,72578451,R,708,R,46421023,R,134,R,8767828,R,1599,R,49352221,R,18,R,866563,R,1329,R,46647879,R,526,R,21710138,Z,0,Z,0
2019,144050,R,6482,R,538828103,R,1166,R,79644168,Z,0,Z,0,R,660,R,57641464,R,1418,R,158557791,R,762,R,67592063,R,721,R,61214915,R,675,R,51036259,R,86,R,7067768,R,249,R,15939965,R,24,R,1526542,R,554,R,27477944,R,129,R,8608161,R,38,R,2521063
2019,145600,R,4047,R,276256223,R,80,R,7248838,Z,0,Z,0,R,124,R,7742885,R,778,R,79783142,R,395,R,26740460,R,444,R,30757038,R,274,R,14881148,R,371,R,18898920,R,536,R,25296098,Z,0,Z,0,R,622,R,29150054,R,214,R,16238101,R,209,R,19519539
2019,145637,R,8456,R,544810523,R,88,R,5981164,R,1,R,105000,R,813,R,46501978,R,1359,R,135496279,R,963,R,61241465,R,1389,R,93415795,R,530,R,37879515,R,222,R,12250633,R,1070,R,45122678,Z,0,Z,0,R,1296,R,55703192,R,511,R,36584179,R,214,R,14528645
2019,147767,R,5232,R,431174548,R,613,R,37497761,Z,0,Z,0,R,243,R,16163781,R,222,R,55445644,R,1302,R,111283919,R,906,R,74498031,R,314,R,37647239,R,84,R,7275881,R,181,R,10567772,R,17,R,811782,R,1035,R,54554233,R,315,R,25428505,Z,0,Z,0
2019,151351,R,6813,R,409020430,R,481,R,29563903,Z,0,Z,0,R,162,R,9604837,R,1108,R,107516720,R,417,R,24446730,R,1083,R,70123582,R,861,R,57887916,R,78,R,6469173,R,864,R,30206632,R,55,R,2054081,R,1288,R,50283652,R,300,R,16105578,R,116,R,4757626
2019,152080,R,4537,R,306952538,R,259,R,15876080,Z,0,Z,0,R,243,R,16488135,R,597,R,72931664,R,883,R,68362911,R,580,R,39207999,R,338,R,32744082,R,30,R,2370041,R,1057,R,36166525,R,4,R,201490,R,521,R,20902731,R,10,R,916367,R,15,R,784513
2019,160755,R,2232,R,146433838,R,90,R,5334114,Z,0,Z,0,R,132,R,6453756,R,672,R,64676781,R,198,R,12060040,R,180,R,11630135,R,188,R,14287430,R,62,R,3032609,R,172,R,6703260,Z,0,Z,0,R,377,R,15812661,R,129,R,5468464,R,32,R,974588
2019,162928,R,6406,R,516297662,R,628,R,63126111,Z,0,Z,0,R,676,R,49238687,R,182,R,48486060,R,1387,R,121804774,R,1374,R,109697784,R,418,R,30350818,R,152,R,9400853,R,422,R,26119398,Z,0,Z,0,R,1037,R,50846136,R,121,R,6813560,R,9,R,413481
2019,163286,R,7262,R,549671295,R,1593,R,121380254,Z,0,Z,0,R,288,R,20161322,R,130,R,29483741,R,2267,R,180615312,R,770,R,68022277,R,560,R,46707151,R,55,R,4547352,R,703,R,30380437,R,1,R,40043,R,297,R,14184998,R,437,R,27637712,R,161,R,6510696
2019,164924,R,2647,R,218611376,R,240,R,15985282,Z,0,Z,0,R,168,R,12665548,R,522,R,71589401,R,214,R,16889403,R,239,R,22070746,R,258,R,25197388,R,29,R,2024099,R,465,R,23821090,R,28,R,919793,R,359,R,17594364,R,98,R,8351173,R,27,R,1503089
2019,164988,R,5253,R,417051422,R,423,R,29698591,Z,0,Z,0,R,115,R,7819345,R,935,R,120272861,R,829,R,65327091,R,559,R,45524714,R,786,R,57580451,R,105,R,6997673,R,778,R,43039820,R,11,R,644366,R,575,R,28819698,R,117,R,10053566,R,20,R,1273246
2019,165015,R,1142,R,90661898,R,164,R,10883018,Z,0,Z,0,R,198,R,15061811,R,83,R,15849798,R,128,R,11697325,R,145,R,11336287,R,100,R,7126726,R,1,R,95126,R,117,R,5954248,Z,0,Z,0,R,164,R,9514222,R,33,R,2618691,R,9,R,524646
2019,166027,R,12643,R,1104283640,R,1528,R,102149265,Z,0,Z,0,R,1255,R,90167891,R,1412,R,236666936,R,2524,R,209813148,R,1886,R,167441720,R,696,R,60055291,R,107,R,10644593,R,1126,R,74382486,Z,0,Z,0,R,1925,R,138018135,R,137,R,12152983,R,47,R,2791192
2019,166629,R,4610,R,289206903,R,249,R,15811955,R,27,R,2704804,R,427,R,28358310,R,215,R,32857724,R,404,R,27947283,R,522,R,38240800,R,287,R,20939999,R,88,R,7979842,R,1260,R,52842447,R,8,R,506425,R,731,R,37856477,R,279,R,16052188,R,113,R,7108649
2019,166683,R,11457,R,1123064943,R,4508,R,471370613,Z,0,Z,0,R,138,R,11176271,R,174,R,38416161,R,1451,R,136764883,R,1224,R,133042642,R,857,R,84793079,R,286,R,25229580,R,500,R,29476453,R,56,R,5945094,R,1490,R,112977131,R,750,R,72432948,R,23,R,1440088
2019,167358,R,2891,R,241431491,R,224,R,14140007,Z,0,Z,0,R,553,R,39070515,R,200,R,42453627,R,538,R,43840628,R,375,R,32105002,R,438,R,33181912,R,45,R,3574226,R,185,R,13045373,Z,0,Z,0,R,231,R,11337221,R,90,R,7912654,R,12,R,770326
2019,168148,R,2924,R,222284675,R,268,R,19234401,Z,0,Z,0,R,96,R,6729750,R,485,R,68765958,R,347,R,28068851,R,308,R,25671343,R,153,R,10661353,R,205,R,9984004,R,462,R,21105920,Z,0,Z,0,R,517,R,25980579,R,79,R,5828837,R,4,R,253679
2019,168421,R,823,R,59937682,R,37,R,1919382,Z,0,Z,0,R,32,R,2322585,R,117,R,17829410,R,120,R,8613552,R,113,R,8717057,R,125,R,7416365,R,7,R,427139,R,102,R,4931299,Z,0,Z,0,R,150,R,6520122,R,20,R,1240771,Z,0,Z,0
2019,170976,R,11697,R,851277965,Z,0,Z,0,Z,0,Z,0,R,1167,R,68052366,R,1372,R,187688909,R,2111,R,152619756,R,2331,R,172801336,R,533,R,49308981,R,246,R,18198400,R,1406,R,59438677,Z,0,Z,0,R,1629,R,79890348,R,695,R,51534784,R,207,R,11744408
2019,171100,R,8173,R,560677187,R,542,R,29808485,R,450,R,25052650,R,839,R,59463171,R,936,R,110717299,R,1199,R,77020779,R,1380,R,101035357,R,397,R,34799223,R,224,R,12886952,R,789,R,35290709,R,4,R,123302,R,877,R,42292986,R,365,R,22407367,R,171,R,9778907
2019,174066,R,10942,R,741401647,R,1149,R,71424577,R,321,R,18611807,R,577,R,37007540,R,950,R,117651948,R,1989,R,142408036,R,1877,R,128740692,R,894,R,62233632,R,315,R,18766739,R,1127,R,49290946,R,31,R,1635214,R,1115,R,52210398,R,519,R,37309337,R,78,R,4110781
2019,179867,R,3453,R,250928241,R,268,R,16234177,Z,0,Z,0,R,127,R,7344768,R,568,R,74053101,R,645,R,46465879,R,569,R,39155956,R,266,R,18693706,R,19,R,1596402,R,177,R,7895057,R,10,R,570761,R,647,R,29215490,R,148,R,9195503,R,9,R,507441
2019,182670,R,2466,R,190875538,R,25,R,2741287,Z,0,Z,0,R,371,R,24926713,R,358,R,57141690,R,144,R,12020072,R,415,R,30356360,R,292,R,21248190,R,12,R,681671,R,368,R,16670321,R,3,R,117415,R,342,R,17026330,R,105,R,6472013,R,31,R,1473476
2019,185828,R,947,R,80125389,R,45,R,2953465,Z,0,Z,0,R,92,R,7518457,R,90,R,17243102,R,109,R,9814769,R,135,R,12134324,R,111,R,9058537,Z,0,Z,0,R,144,R,7575553,Z,0,Z,0,R,180,R,11135489,R,29,R,2047479,R,12,R,644214
2019,186131,R,5210,R,456568567,Z,0,Z,0,Z,0,Z,0,R,355,R,29506605,R,736,R,117458140,R,323,R,31678504,R,1422,R,108324673,R,230,R,20575899,R,56,R,5083521,R,700,R,35931978,Z,0,Z,0,R,941,R,71360013,R,447,R,36649234,Z,0,Z,0
2019,186371,R,591,R,40282718,R,11,R,592541,Z,0,Z,0,R,119,R,7999191,R,17,R,3614889,R,143,R,10530371,R,44,R,3504040,R,33,R,2310352,R,12,R,1166231,R,90,R,4622110,Z,0,Z,0,R,108,R,5041345,R,14,R,901648,Z,0,Z,0
2019,186380,R,10546,R,753614922,R,745,R,48144023,R,49,R,4819650,R,534,R,37125328,R,264,R,57961412,R,2120,R,183961625,R,1341,R,103709400,R,685,R,54514482,R,1088,R,77076932,R,1834,R,79472798,R,4,R,146527,R,1423,R,78392239,R,443,R,27735813,R,16,R,554693
2019,186399,R,1028,R,76268921,R,71,R,4367958,Z,0,Z,0,R,155,R,10804345,R,35,R,7678333,R,228,R,19165240,R,78,R,6012356,R,73,R,5021212,R,11,R,1023580,R,167,R,10011023,Z,0,Z,0,R,129,R,7330946,R,81,R,4853928,Z,0,Z,0
2019,186867,R,683,R,58325525,R,74,R,5602743,Z,0,Z,0,R,66,R,3818952,R,228,R,28070930,R,76,R,5580168,R,18,R,1582960,R,7,R,486888,R,8,R,503825,R,52,R,3255929,Z,0,Z,0,R,146,R,8929174,R,4,R,200555,R,4,R,293401
2019,190415,R,8592,R,624229713,R,933,R,60900318,R,217,R,20448888,R,400,R,27091790,R,906,R,140807653,R,1002,R,77100214,R,916,R,72890819,R,359,R,26961232,R,504,R,28556499,R,1278,R,54125653,R,55,R,2809417,R,1432,R,77293428,R,524,R,32254206,R,66,R,2989596
2019,191241,R,1566,R,135304219,Z,0,Z,0,Z,0,Z,0,R,41,R,2913945,R,575,R,66117727,R,28,R,2954329,R,83,R,6813798,R,145,R,11614165,R,12,R,1160042,R,218,R,13628799,R,2,R,117000,R,401,R,24377572,R,61,R,5606842,Z,0,Z,0
2019,193900,R,7130,R,617806570,R,1123,R,80244717,Z,0,Z,0,R,1106,R,83211581,R,745,R,131887142,R,853,R,75061785,R,875,R,84309010,R,459,R,33724477,R,169,R,14665812,R,399,R,24047492,R,11,R,644193,R,1200,R,73661627,R,176,R,15224335,R,14,R,1124399
2019,194824,R,1235,R,77074611,R,139,R,8339639,Z,0,Z,0,R,146,R,7343915,R,162,R,17881701,R,168,R,11796134,R,100,R,7014132,R,95,R,5518606,R,22,R,1568603,R,151,R,5666774,R,1,R,53705,R,147,R,6495333,R,85,R,4707319,R,19,R,688750
2019,195003,R,2436,R,153514307,R,21,R,2365007,Z,0,Z,0,R,102,R,5527044,R,424,R,46206408,R,289,R,19094370,R,335,R,23804440,R,387,R,20997232,R,42,R,2472019,R,256,R,8778941,R,10,R,468697,R,489,R,19995111,R,64,R,3103680,R,17,R,701358
2019,195030,R,3533,R,242123161,R,249,R,25886858,Z,0,Z,0,R,273,R,15837809,R,585,R,69492920,R,168,R,10932535,R,745,R,47938153,R,114,R,5436528,R,34,R,2615969,R,276,R,12210749,Z,0,Z,0,R,742,R,35880986,R,131,R,4351006,R,216,R,11539648
2019,196079,R,1520,R,93845084,R,8,R,376794,Z,0,Z,0,R,74,R,4718602,R,131,R,17948621,R,237,R,15363933,R,76,R,5522745,R,107,R,7312528,R,114,R,6828859,R,299,R,12231843,R,2,R,110769,R,297,R,15396099,R,172,R,7905576,R,3,R,128715
2019,196088,R,2792,R,186125952,R,13,R,1000884,R,18,R,1264656,R,154,R,9856808,R,363,R,41982118,R,476,R,32688575,R,242,R,21085684,R,187,R,13523726,R,267,R,17733805,R,492,R,19846739,Z,0,Z,0,R,353,R,16474032,R,188,R,9072833,R,39,R,1596092
2019,196097,R,2188,R,167499661,R,49,R,4813889,Z,0,Z,0,R,189,R,14552335,R,102,R,21749884,R,483,R,38533974,R,374,R,30947381,R,196,R,15330021,R,38,R,3244968,R,381,R,17840330,Z,0,Z,0,R,168,R,8484886,R,142,R,9249354,R,66,R,2752639
2019,196413,R,3613,R,249304450,R,74,R,4286218,Z,0,Z,0,R,126,R,7706287,R,533,R,68300840,R,520,R,32633392,R,356,R,23327429,R,521,R,46219194,R,38,R,2589425,R,641,R,26317937,R,23,R,995331,R,544,R,23649019,R,194,R,11129384,R,43,R,2149994
2019,197708,R,726,R,59973785,Z,0,Z,0,Z,0,Z,0,R,199,R,14210337,R,114,R,20769693,R,92,R,7403430,R,15,R,1158986,R,25,R,2633179,R,9,R,482870,R,103,R,4679289,R,8,R,311580,R,121,R,6029784,R,35,R,1931331,R,5,R,363306
2019,198419,R,7526,R,509488437,R,752,R,42454518,Z,0,Z,0,R,183,R,12057403,R,1007,R,117233856,R,1132,R,78009284,R,849,R,64714587,R,513,R,46631548,R,726,R,46418455,R,824,R,32244146,R,45,R,1808595,R,1140,R,50394877,R,167,R,10317801,R,188,R,7203367
2019,199120,R,9341,R,608050552,R,1021,R,72253470,R,23,R,4423922,R,569,R,42225359,R,241,R,39667411,R,1166,R,91661289,R,2131,R,149151168,R,453,R,38768668,R,536,R,28169321,R,817,R,30338650,Z,0,Z,0,R,1864,R,85860551,R,493,R,24410745,R,27,R,1119998
2019,199193,R,7339,R,466551639,R,370,R,21359323,R,295,R,18845158,R,972,R,63689577,R,348,R,55721050,R,618,R,45838747,R,1551,R,105480649,R,494,R,39231589,R,205,R,11465440,R,676,R,25756036,R,6,R,201353,R,1266,R,54114192,R,485,R,22487952,R,53,R,2360573
2019,199847,R,1722,R,125333854,R,26,R,1607307,Z,0,Z,0,R,92,R,6108009,R,170,R,23594402,R,445,R,33244451,R,146,R,11368565,R,176,R,19935628,R,30,R,2216443,R,231,R,8962086,R,8,R,475958,R,302,R,13729693,R,66,R,2974641,R,30,R,1116671
2019,201645,R,2010,R,128155403,R,156,R,9233171,Z,0,Z,0,R,228,R,14280792,R,170,R,29149476,R,304,R,19119945,R,281,R,18362804,R,149,R,9331522,R,27,R,1399370,R,309,R,11024645,Z,0,Z,0,R,297,R,11794918,R,81,R,4183686,R,8,R,275074
2019,204796,R,10631,R,694329707,R,38,R,3992072,Z,0,Z,0,R,890,R,38159100,R,2249,R,229483979,R,1499,R,91397058,R,2011,R,124319508,R,621,R,51346611,R,345,R,20910801,R,858,R,34033776,R,29,R,1017124,R,1415,R,66365799,R,472,R,24626372,R,204,R,8677507
2019,211440,R,3982,R,334352713,R,121,R,14850074,Z,0,Z,0,R,113,R,5640017,R,671,R,86029415,R,726,R,51810042,R,1184,R,113127110,R,315,R,21035669,R,30,R,2152822,R,126,R,6142888,R,9,R,305877,R,555,R,24627054,R,109,R,7654274,R,23,R,977471
2019,212054,R,2455,R,173432561,R,59,R,2913979,Z,0,Z,0,R,124,R,7250578,R,343,R,46136415,R,701,R,49134525,R,278,R,19593029,R,219,R,12209909,R,20,R,1237246,R,293,R,14888977,Z,0,Z,0,R,322,R,14573960,R,64,R,3977052,R,32,R,1516891
2019,213543,R,1213,R,88024030,Z,0,Z,0,Z,0,Z,0,R,110,R,5491840,R,198,R,27124420,R,224,R,16261550,R,175,R,12209320,R,135,R,8935350,R,25,R,1742700,R,41,R,2393360,Z,0,Z,0,R,220,R,9371560,R,64,R,3763290,R,21,R,730640
2019,214777,R,14256,R,945397233,R,936,R,69252668,R,6,R,539640,R,733,R,39107870,R,1943,R,218628490,R,1205,R,73888608,R,2405,R,186956953,R,1450,R,92179290,R,235,R,14466216,R,2014,R,91318461,R,40,R,2486784,R,2362,R,100491481,R,702,R,43192642,R,225,R,12888130
2019,215062,R,8438,R,629875718,R,584,R,33669355,R,190,R,22865293,R,252,R,16898205,R,1866,R,220242577,R,998,R,71153210,R,1138,R,84837249,R,311,R,25415808,R,618,R,31946814,R,959,R,44060118,R,6,R,262217,R,1204,R,57591820,R,282,R,19380563,R,30,R,1552489
2019,215293,R,5377,R,343893070,R,339,R,19347190,R,54,R,3469888,R,323,R,18041118,R,877,R,92961136,R,177,R,9551692,R,1030,R,62998337,R,331,R,33408151,R,136,R,7341367,R,550,R,25735636,R,106,R,8116434,R,1269,R,52088937,R,165,R,9987852,R,20,R,845332
2019,216597,R,1690,R,118637770,R,14,R,829762,Z,0,Z,0,R,38,R,2829332,R,453,R,47837314,R,103,R,7613580,R,162,R,12622361,R,147,R,11379786,R,22,R,1709900,R,397,R,16094871,R,14,R,476321,R,256,R,12031161,R,57,R,3891075,R,27,R,1322307
2019,217156,R,3015,R,226775175,R,409,R,29290841,Z,0,Z,0,R,251,R,16987165,R,490,R,60956388,R,312,R,26385747,R,356,R,26266579,R,150,R,12325887,R,53,R,3770443,R,472,R,23718994,R,4,R,176782,R,418,R,20425017,R,95,R,6271255,R,5,R,200077
2019,217882,R,3828,R,231604963,R,163,R,10290270,R,180,R,11062286,R,425,R,21827709,R,207,R,32012084,R,475,R,30581691,R,681,R,43313906,R,394,R,28836601,R,54,R,4273103,R,296,R,10242694,R,7,R,264550,R,565,R,23424055,R,356,R,14685245,R,25,R,790769
2019,217925,R,188,R,8503883,Z,0,Z,0,Z,0,Z,0,R,45,R,1851876,R,32,R,2574501,R,9,R,458163,R,12,R,561682,R,15,R,661978,Z,0,Z,0,R,33,R,913398,Z,0,Z,0,R,33,R,1145661,R,8,R,294413,R,1,R,42211
2019,221999,R,3762,R,264864755,R,184,R,13781188,Z,0,Z,0,R,379,R,24686790,R,133,R,33500171,R,678,R,55134566,R,488,R,39958511,R,375,R,33681717,R,26,R,1922006,R,706,R,25721673,R,57,R,1813132,R,514,R,22213372,R,162,R,9724659,R,60,R,2726970
2019,223232,R,1849,R,145237128,R,9,R,1398629,Z,0,Z,0,R,207,R,10174571,R,615,R,62617831,R,236,R,14174874,R,220,R,14978178,R,120,R,21381515,R,46,R,3303304,R,94,R,4728637,R,6,R,214251,R,285,R,11713789,R,5,R,259415,R,6,R,292134
2019,227757,R,2539,R,180739975,R,12,R,1665704,Z,0,Z,0,R,215,R,12268322,R,258,R,40619742,R,471,R,35139396,R,626,R,45556025,R,212,R,16237158,R,14,R,644183,R,305,R,8984171,Z,0,Z,0,R,274,R,12319949,R,99,R,4913678,R,53,R,2391647
2019,228246,R,1673,R,128213455,R,80,R,4921334,Z,0,Z,0,R,99,R,6054829,R,733,R,68513469,R,116,R,8216486,R,141,R,12075701,R,168,R,13907149,R,15,R,835672,R,77,R,3461143,Z,0,Z,0,R,199,R,8217874,R,45,R,2009798,Z,0,Z,0
2019,228723,R,6193,R,397867020,R,263,R,13946661,R,5,R,681655,R,159,R,6500757,R,1177,R,126042350,R,636,R,34668450,R,1150,R,73075288,R,763,R,49111097,R,268,R,13328452,R,273,R,11365800,R,2,R,69802,R,1178,R,53878888,R,201,R,10000180,R,118,R,5197640
2019,228778,R,10598,R,719873808,Z,0,Z,0,Z,0,Z,0,R,549,R,16473801,R,1666,R,202542025,R,1332,R,79619599,R,2569,R,190529178,R,694,R,55456666,R,143,R,11190655,R,1084,R,37942391,R,68,R,2322651,R,1712,R,84115875,R,518,R,26245900,R,263,R,13435067
