year,UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
2022,164988,R,3634,R,4840,R,75,R,4010,R,12,R,0,R,3998,R,3757,R,94,R,1,R,0,R,0,R,1,R,0,R,0,R,11
2022,165015,R,987,R,1038,R,95,R,939,R,0,R,0,R,939,R,860,R,92,R,2,R,0,R,0,R,2,R,0,R,0,R,10
2022,166027,R,1644,R,2719,R,60,R,1949,R,0,R,0,R,1949,R,1904,R,98,A,,A,,A,,A,,A,,A,,R,7
2022,166629,R,5580,R,7035,R,79,R,4827,R,6,R,0,R,4821,R,4356,R,90,R,9,R,0,R,0,R,9,R,6,R,67,R,18
2022,166683,R,1136,R,1174,R,97,R,1176,R,1,R,0,R,1175,R,1163,R,99,R,1,R,0,R,0,R,1,R,1,R,100,R,3
2022,167358,R,2519,R,3234,R,78,R,4492,R,0,R,0,R,4492,R,4366,R,97,A,,A,,A,,A,,A,,A,,R,16
2022,168148,R,1694,R,1788,R,95,R,1800,R,2,R,0,R,1798,R,1727,R,96,R,0,R,0,R,0,R,0,R,0,A,,R,10
2022,168421,R,1354,R,1439,R,94,R,1410,R,1,R,0,R,1409,R,1289,R,91,A,,A,,A,,A,,A,,A,,R,13
2022,170976,R,7024,R,8586,R,82,R,7251,Z,0,Z,0,R,7251,R,7049,R,97,R,39,Z,0,Z,0,R,39,R,33,R,85,R,12
2022,171100,R,9655,R,11361,R,85,R,8922,R,1,R,0,R,8921,R,7944,R,89,R,143,R,0,Z,0,R,143,R,94,R,66,R,17
2022,174066,R,6705,R,15056,R,45,R,6840,R,0,Z,0,R,6840,R,6169,R,90,R,43,R,0,Z,0,R,43,R,27,R,63,R,16
2022,179867,R,1808,R,2130,R,85,R,1970,R,1,R,0,R,1969,R,1890,R,96,R,10,R,0,R,0,R,10,R,5,R,50,R,7
2022,182670,R,1124,R,1196,R,94,R,1221,R,0,Z,0,R,1221,R,1197,R,98,A,,A,,A,,A,,A,,A,,R,7
2022,185828,R,1465,R,2858,R,51,R,1235,R,0,Z,0,R,1235,R,1099,R,89,R,139,R,0,Z,0,R,139,R,105,R,76,R,15
2022,186131,R,1497,R,1598,R,94,R,1288,R,0,Z,0,R,1288,R,1250,R,97,A,,A,,A,,A,,A,,A,,R,5
2022,186371,R,524,R,1109,R,47,R,597,R,0,R,0,R,597,R,469,R,79,R,7,R,0,R,0,R,7,R,3,R,43,R,13
2022,186380,R,7769,R,10046,R,77,R,6842,R,0,R,0,R,6842,R,6265,R,92,R,10,R,0,R,0,R,10,R,8,R,80,R,15
2022,186399,R,1232,R,2208,R,56,R,1295,R,0,R,0,R,1295,R,1065,R,82,R,5,R,0,R,0,R,5,R,3,R,60,R,13
2022,186867,R,1010,R,1060,R,95,R,1091,R,4,R,0,R,1087,R,1011,R,93,A,,A,,A,,A,,A,,A,,R,11
2022,190415,R,3491,R,4181,R,83,R,3718,R,4,R,0,R,3714,R,3590,R,97,A,,A,,A,,A,,A,,A,,R,9
2022,191241,R,2581,R,3016,R,86,R,2861,R,0,R,0,R,2861,R,2509,R,88,R,18,R,0,R,0,R,18,R,9,R,50,R,14
2022,193900,R,6164,R,7168,R,86,R,6040,R,19,R,0,R,6021,R,5700,R,95,R,9,R,0,R,0,R,9,R,6,R,67,R,8
2022,194824,R,2002,R,2103,R,95,R,1322,R,0,R,0,R,1322,R,1174,R,89,A,,A,,A,,A,,A,,A,,R,12
2022,195003,R,3201,R,4027,R,79,R,3217,R,5,R,0,R,3212,R,2742,R,85,R,2,R,0,R,0,R,2,R,2,R,100,R,13
2022,195030,R,1625,R,1847,R,88,R,1623,R,1,R,0,R,1622,R,1498,R,92,A,,A,,A,,A,,A,,A,,R,9
2022,196079,R,3103,R,3910,R,79,R,3084,R,1,R,0,R,3083,R,2796,R,91,R,5,R,0,R,0,R,5,R,3,R,60,R,19
2022,196088,R,4187,R,5609,R,75,R,4285,R,0,R,0,R,4285,R,3579,R,84,R,24,R,0,R,0,R,24,R,16,R,67,R,12
2022,196097,R,3342,R,4619,R,72,R,3407,R,0,R,20,R,3427,R,3010,R,88,R,9,R,0,R,0,R,9,R,8,R,89,R,19
2022,196413,R,4094,R,4678,R,88,R,3753,R,1,R,0,R,3752,R,3404,R,91,R,12,R,1,R,0,R,11,R,5,R,45,R,15
2022,197708,R,621,R,716,R,87,R,463,R,1,Z,0,R,462,R,426,R,92,R,4,Z,0,Z,0,R,4,R,3,R,75,R,7
2022,198419,R,1745,R,1804,R,97,R,1744,R,0,R,0,R,1744,R,1689,R,97,A,,A,,A,,A,,A,,A,,R,6
2022,199120,R,4425,R,5504,R,80,R,4678,R,4,Z,0,R,4674,R,4486,R,96,R,12,R,0,Z,0,R,12,R,11,R,92,R,17
2022,199193,R,5610,R,7702,R,73,R,4963,R,1,Z,0,R,4962,R,4653,R,94,R,18,R,0,Z,0,R,18,R,14,R,78,R,16
2022,199847,R,1370,R,1400,R,98,R,1411,R,0,R,0,R,1411,R,1323,R,94,R,1,R,0,R,0,R,1,R,0,R,0,R,10
2022,201645,R,1553,R,1671,R,93,R,1606,R,3,R,0,R,1603,R,1489,R,93,A,,A,,A,,A,,A,,A,,R,9
2022,204796,R,8027,R,11961,R,67,R,8398,R,1,R,0,R,8397,R,7842,R,93,R,25,R,0,R,0,R,25,R,13,R,52,R,17
2022,211440,R,1716,R,1794,R,96,R,1896,R,6,R,0,R,1890,R,1839,R,97,R,0,R,0,R,0,R,0,R,0,A,,R,5
2022,212054,R,2914,R,3555,R,82,R,2831,R,3,R,0,R,2828,R,2460,R,87,R,23,R,0,R,0,R,23,R,15,R,65,R,9
2022,213543,R,1511,R,1567,R,96,R,1519,R,0,R,0,R,1519,R,1380,R,91,A,,A,,A,,A,,A,,A,,R,10
2022,214777,R,9194,R,9744,R,94,R,8559,R,1,R,0,R,8558,R,7786,R,91,R,54,R,0,R,0,R,54,R,36,R,67,R,15
2022,215062,R,2415,R,2830,R,85,R,2338,R,3,R,0,R,2335,R,2297,R,98,R,61,R,0,R,0,R,61,R,57,R,93,R,8
2022,215293,R,4386,R,9669,R,45,R,4869,R,4,Z,0,R,4865,R,4508,R,93,R,6,R,1,Z,0,R,5,R,4,R,80,R,13
2022,216597,R,1762,R,1915,R,92,R,1767,R,0,R,0,R,1767,R,1697,R,96,R,5,R,0,R,0,R,5,R,3,R,60,R,10
2022,217156,R,1717,R,2120,R,81,R,1705,R,0,R,0,R,1705,R,1682,R,99,A,,A,,A,,A,,A,,A,,R,6
2022,217882,R,4575,R,6258,R,73,R,4585,R,0,R,0,R,4585,R,4236,R,92,R,8,R,0,R,0,R,8,R,1,R,13,R,16
2022,217925,R,162,R,381,R,43,R,165,R,0,R,0,R,165,R,109,R,66,R,13,R,0,R,0,R,13,R,5,R,38,R,13
2022,221999,R,1617,R,1869,R,87,R,1624,R,0,R,0,R,1624,R,1566,R,96,R,2,R,0,R,0,R,2,R,2,R,100,R,7
2022,223232,R,3286,R,3678,R,89,R,4258,R,3,R,0,R,4255,R,3847,R,90,R,13,R,0,R,0,R,13,R,6,R,46,R,15
2022,227757,R,1201,R,1248,R,96,R,1217,R,4,R,0,R,1213,R,1190,R,98,A,,A,,A,,A,,A,,A,,R,6
2022,228246,R,1636,R,1914,R,85,R,1568,Z,0,Z,0,R,1568,R,1415,R,90,R,4,Z,0,Z,0,R,4,R,3,R,75,R,11
2022,228723,R,11382,R,15725,R,72,R,11153,Z,0,Z,0,R,11153,R,10545,R,95,R,1170,Z,0,Z,0,R,1170,R,1072,R,92,R,18
2022,228778,R,8979,R,11233,R,80,R,8915,R,0,R,0,R,8915,R,8496,R,95,R,145,R,0,R,0,R,145,R,123,R,85,R,18
2022,228875,R,2484,R,2888,R,86,R,2555,R,1,R,0,R,2554,R,2343,R,92,R,5,R,0,R,0,R,5,R,3,R,60,R,14
2022,231624,R,1642,R,1797,R,91,R,1682,R,2,R,0,R,1680,R,1602,R,95,R,2,R,0,R,0,R,2,R,2,R,100,R,12
2022,234076,R,4021,R,5063,R,79,R,3889,R,1,R,0,R,3888,R,3769,R,97,R,0,R,0,R,0,R,0,R,0,A,,R,15
2022,236948,R,7311,R,9999,R,73,R,7166,R,1,R,0,R,7165,R,6707,R,94,R,86,R,0,R,0,R,86,R,66,R,77,R,21
2022,239105,R,1977,R,2284,R,87,R,1653,R,0,Z,0,R,1653,R,1479,R,89,R,4,R,0,Z,0,R,4,R,2,R,50,R,13
2022,240444,R,8605,R,10599,R,81,R,8442,Z,0,Z,0,R,8442,R,7963,R,94,R,23,Z,0,Z,0,R,23,R,15,R,65,R,18
2022,243744,R,1733,R,2067,R,84,R,2125,R,0,Z,0,R,2125,R,2089,R,98,A,,A,,A,,A,,A,,A,,R,6
2022,243780,R,9364,R,10580,R,89,R,10208,R,1,Z,0,R,10207,R,9234,R,90,R,31,R,0,Z,0,R,31,R,14,R,45,R,14
2022,445188,R,2371,R,2606,R,91,R,2400,R,0,R,0,R,2400,R,1967,R,82,R,10,R,0,R,0,R,10,R,1,R,10,R,19
