year,UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   ,F1MHOP,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07   
2223,139755,R,788596236,R,2248704122,R,443542213,R,2692246335,R,3480842571,R,624098844,R,61179813,R,190350775,R,251530588,R,706402627,R,1584011476,R,2290414103,R,2541944691,R,253652384,R,1791795006,R,39160314,R,86487022,R,-608098002,R,1309344340,R,63304416,R,231933922,R,2461590585,R,902418645,R,81424579,R,3740672147,R,1509913205,R,17945180,R,0,R,2600039244,R,2515013436,R,85025808,R,1224862511,R,-543979,R,1309344340,R,455830022,R,1029676986,R,21915494,R,301337378,R,0,R,301337378,R,160234414,R,0,R,40527378,R,0,R,5433752,R,2014955424,R,0,R,480505901,R,0,R,15522087,R,0,R,0,R,552644,R,42262029,R,0,R,538842661,R,2553798085,R,0,R,46048019,R,193140,R,0,R,46241159,R,2600039244,R,440939182,R,265372879,R,1363408834,R,600052509,R,81259762,R,46081653,R,98408136,R,48500586,R,57544957,R,19639356,R,224109181,R,92710746,R,38495299,R,162865500,R,36117071,R,0,R,0,R,0,R,0,R,47982585,R,0,R,2515013436,R,1108474800,R,327638607,R,244591476,R,101007488,R,26090340,R,707210725,1 ,R,56970623,R,885467476,R,4644644,R,462432965,R,-8988017,R,658435893,R,242628678,R,161665879,R,14319752,R,1075230,R,0,R,37094588,R,0,R,49723078,R,102212648,R,63717349,R,0,R,63717349,R,38495299,1 ,R,2927741911,R,,1 ,R,10332389,R,10332389,R,0,R,752884,R,752884,R,0,R,0,R,0,R,0,R,26765526,R,26765526,R,0,R,25866550,R,25866550,R,0,R,0,R,0,R,0,2947317406,R,19575495,R,34512452,R,95353577,R,-103179918,R,-7110616,R,81659691,R,4218900363,R,176952349,R,4168491773,R,433740343,R,1378760711,R,4137240672
2223,139959,R,693341618,R,2131435808,R,207061965,R,2338497773,R,3031839391,R,715273776,R,16833808,R,137971704,R,154805512,R,215810489,R,2116594120,R,2332404609,R,2487210121,R,393796410,R,1892669147,R,181961136,R,79896901,R,-1288420548,R,866106636,R,135141868,R,112675323,R,2690492013,R,973778955,R,46146354,R,3958234513,R,1883217928,R,0,R,56419223,R,1961305966,R,1909017084,R,52288882,R,813817754,R,0,R,866106636,R,467094658,R,263418728,R,21071556,R,51301646,R,9483277,R,41818369,R,228148812,R,0,R,121753006,R,0,R,8542870,R,1161331276,R,0,R,629874648,R,0,R,46695152,R,1752777,R,954617,R,93687275,R,18858650,R,0,R,791823119,R,1953154395,R,0,R,5277152,R,2874419,R,0,R,8151571,R,1961305966,R,439309622,R,250249658,R,537422903,R,269957837,R,238926271,R,115294737,R,208452161,R,89844828,R,58460264,R,27683928,R,124101895,R,58296154,R,41841119,R,243908939,R,96639765,R,0,R,0,R,0,R,0,R,16593910,R,1,R,1909017084,R,907966908,R,306989032,R,190971303,R,110879915,R,10262615,R,381947311,1 ,R,50622090,R,1139584593,R,31071093,R,549792694,R,-34236784,R,957827936,R,357053539,R,165481082,R,29887270,R,12383595,R,3904118,R,0,R,34392163,R,141087655,R,221654801,R,179813682,R,0,R,179813682,R,41841119,1 ,R,1685035351,R,,1 ,R,10561299,R,10561299,R,0,R,417651,R,417651,Z,0,R,709912,R,709912,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,168124820,R,168124820,R,0,1810872356,R,125837005,R,54008284,R,133119390,R,-71826712,R,10536043,R,167520677,R,2687949761,R,253394744,R,4773018115,R,1524304080,R,617375506,R,2500631183
2223,145600,R,1078943143,R,1497169681,R,1378979508,R,2876149189,R,3955092332,R,175862580,R,40515668,R,494475437,R,534991105,R,543534227,R,441900743,R,985434970,R,1520426075,R,444743290,R,1063292330,R,301318702,R,29490158,R,771684357,R,2165785547,R,73938378,R,307376960,R,2283522783,R,834984908,R,145296991,R,3645120020,R,1971454196,R,43500713,Z,0,R,3512369381,R,3248061411,R,264307970,R,1901715680,R,-238103,R,2165785547,R,409968635,R,331428650,R,18881385,R,57242743,R,6690842,R,50551901,R,129614283,R,1152450669,R,260466654,R,7051628,R,295210153,R,2662314800,Z,0,R,237692330,Z,0,R,69939045,R,72950883,Z,0,R,35785278,R,34416194,R,356197396,R,806981126,R,3469295926,R,32836048,R,10237407,R,0,R,0,R,43073455,R,3512369381,R,847682184,R,511099388,R,349582082,R,174384229,R,307641283,R,114390916,R,203270050,R,106804378,R,70536994,R,32732662,R,89301033,R,35964390,R,5755748,R,136857301,R,27502450,R,1234399170,R,448202658,R,3035566,Z,0,R,0,R,0,R,3248061411,R,1451081071,R,400103008,R,156912960,R,128854218,R,21795597,R,1089314557,2 ,A,,A,,A,,A,,A,,A,,A,,A,,R,58278340,R,1300549,R,126766039,Z,0,R,10837376,R,23822934,R,221005238,R,213872899,R,1376591,R,215249490,R,5755748,1 ,R,540812282,R,,2 ,R,0,R,0,R,0,R,78933899,R,78933899,R,0,R,116450695,R,116450695,R,0,R,0,R,0,R,0,R,8500452,R,8500452,R,0,R,11364444,R,9987853,R,1376591,525011103,R,-15801179,R,19616150,R,-14051547,R,-15370196,R,-5995586,R,151253291,R,3576505472,R,228068534,R,2939941955,R,1738343316,R,562762610,R,3422007998
2223,145637,R,712761200,R,2499680796,R,2038314593,R,4537995389,R,5250756589,R,181693078,R,61092109,R,465042018,R,526134127,R,870147177,R,401231824,R,1271379001,R,1797513128,R,423864407,R,1761778300,R,763227702,R,118399487,R,567666643,R,3211072132,R,74456999,R,484593965,R,3433248194,R,1374350943,R,63005142,R,5429655243,R,2835207334,R,69723902,Z,0,R,3101523388,R,2776202683,R,325320705,R,2959370681,R,-73619254,R,3211072132,R,922831798,R,540099790,R,66981803,R,121810316,R,12177564,R,109632752,R,301522099,R,0,R,192981557,R,5184186,R,27430695,R,2178842244,Z,0,R,286606638,Z,0,R,56369701,R,61809723,Z,0,R,204947849,R,60231885,R,245922198,R,915887994,R,3094730238,R,4406025,R,2323536,R,63589,R,0,R,6793150,R,3101523388,R,784080941,R,426381646,R,690867906,R,269410297,R,204254875,R,104657765,R,424234712,R,194216092,R,201125290,R,76831707,R,63393088,R,29274245,R,77256750,R,324983574,R,84320189,Z,0,Z,0,R,6005547,R,509460,R,0,R,0,R,2776202683,R,1185601401,R,453183984,R,201910346,R,192986506,R,35312013,R,707208433,2 ,A,,A,,A,,A,,A,,A,,A,,A,,R,46561478,R,7098594,R,218966081,Z,0,R,41908517,R,73176796,R,387711466,R,306450452,R,4004264,R,310454716,R,77256750,1 ,R,2233438413,R,,2 ,R,0,R,0,R,0,R,104732431,R,104732431,Z,0,R,165151466,R,165151466,Z,0,R,0,Z,0,Z,0,R,31942462,R,31942462,Z,0,R,8628357,R,4624093,R,4004264,2514041122,R,280602709,R,88869029,R,296528321,R,-76445187,R,-28349454,R,237682728,R,3396368262,R,346811720,R,5927547121,R,2951719644,R,884021036,R,3152475544
2223,151351,R,282810418,R,2108470592,R,1280613082,R,3389083674,R,3671894092,R,38226065,R,136360829,R,152577216,R,288938045,R,707148047,R,146095310,R,853243357,R,1142181402,R,34782974,R,1492947005,R,201733853,R,19209324,R,819265599,R,2533155781,R,119930582,R,193143040,R,2935686561,R,497448408,R,23597040,R,3769805631,R,1628883737,R,42721,R,149506444,R,1986678471,R,1988476124,R,-1797653,R,2637711772,R,-102758338,R,2533155781,R,918005657,R,161694943,R,5700480,R,36583182,R,925817,R,35657365,R,310669122,R,0,R,9338325,R,0,R,60384349,R,1502376058,R,0,R,232240005,R,0,R,37014240,R,0,R,0,R,96849634,R,96222863,R,21966,R,462348708,R,1964724766,R,16081689,R,5523970,R,348046,R,0,R,21953705,R,1986678471,R,761628765,R,404989404,R,146075791,R,60413076,R,60365040,R,28388244,R,243983268,R,117328711,R,71990130,R,39269208,R,170747029,R,82651716,R,75205329,R,406685235,R,133871731,R,0,R,0,R,0,R,0,R,51795537,R,11202575,R,1988476124,R,878114665,R,294480135,R,123770178,R,123328202,R,24593568,R,544189376,1 ,R,3928773,R,31111542,R,4312736,R,12420922,R,8516458,R,91060104,R,27226065,R,24016983,R,32372902,R,2324833,R,0,R,0,R,58862575,R,252919255,R,346479565,R,237304545,R,33969691,R,271274236,R,75205329,1 ,R,1669099260,R,,1 ,R,25346182,R,22172265,R,3173917,R,1820215,R,1592283,R,227932,R,0,R,0,R,0,R,0,R,0,R,0,R,46086124,R,40315095,R,5771029,R,198021715,R,173224902,R,24796813,1874953052,R,205853792,R,182003701,R,85067030,R,-68885002,R,7668063,R,-17122472,R,2091778695,R,16980534,R,4390342402,R,1624325077,R,729988087,R,2133220503
2223,163286,R,1154063711,R,2251774512,R,517923488,R,2769698000,R,3923761711,R,117256410,R,47844659,R,386680214,R,434524873,R,447756082,R,535862324,R,983618406,R,1418143279,R,128787275,R,1946358863,R,120023264,R,17908971,R,409796469,R,2494087567,R,58868856,R,176528066,R,3544466899,R,814104954,R,202913469,R,4796882244,R,2363988444,R,0,R,99422811,R,2640225944,R,2417238070,R,222987874,R,2271099693,R,0,R,2494087567,R,556698231,R,495031577,R,61468414,R,159667707,R,5275594,R,154392113,R,328980061,R,0,R,27662102,R,0,R,45728700,R,1675236792,R,0,R,759629441,R,0,R,30911260,R,0,R,0,R,39623835,R,48947458,R,1,R,879111995,R,2554348787,R,74482672,R,11279797,R,114688,R,0,R,85877157,R,2640225944,R,705578692,R,434297998,R,641134515,R,296234332,R,100662172,R,53446874,R,238480552,R,141162168,R,77582184,R,43269725,R,151184065,R,106569463,R,37027497,R,352026897,R,130305411,Z,0,Z,0,Z,0,Z,0,R,113561496,R,0,R,2417238070,R,1205285971,R,371824242,R,135180730,R,158678266,R,13407783,R,532861078,1 ,R,43806063,R,438847935,R,32169512,R,105344249,R,44460760,R,0,R,0,R,0,R,30911260,R,5032182,R,1369572,R,0,R,16839965,R,122013954,R,176166933,R,131791634,R,7347802,R,139139436,R,37027497,1 ,R,965446224,R,,1 ,R,30911260,R,30911260,R,0,R,3749415,R,3494861,R,254554,R,1020451,R,951171,R,69280,R,0,R,0,R,0,R,18719360,R,11695392,R,7023968,R,84738950,R,84738950,R,0,1025687276,R,60241052,R,62481935,R,67975701,R,-4435736,R,-65780848,R,132484029,R,2658856951,R,361070199,R,3683970165,R,1412723564,R,586674919,R,2506680257
2223,166629,R,444589922,R,2108197758,R,660510533,R,2768708291,R,3213298213,R,40119055,R,45820315,R,180419378,R,226239693,R,1148557101,R,63543859,R,1212100960,R,1438340653,R,0,R,1043407000,R,107808000,R,4073000,R,659788615,R,1815076615,R,64529866,Z,0,R,3441210045,R,379044674,R,91271103,R,3976055688,R,1867857930,Z,0,Z,0,R,1661413715,R,1515351977,R,146061738,R,1669014878,R,-1,R,1815076615,R,473520424,R,126502728,R,32323062,R,53999799,R,545134,R,53454665,R,322948868,R,0,R,12390185,R,0,R,15412510,R,1037097576,R,6255012,R,483574124,R,0,R,33177366,R,0,R,0,R,21406351,R,67921350,R,676260,R,613010463,R,1650108039,R,4000610,R,7305066,R,0,R,0,R,11305676,R,1661413715,R,621458123,R,306165336,R,185099343,R,69856369,R,33545071,R,13957183,R,100994663,R,41751020,R,90966343,R,38194909,R,139445548,R,59057356,R,21857895,R,318428920,R,94657940,R,0,R,0,R,0,R,0,R,3556071,R,0,R,1515351977,R,623640113,R,213761336,R,114470853,R,140481543,R,41763978,R,381234154,2 ,A,,A,,A,,A,,A,,A,,A,,A,,R,26160867,R,1508216,R,2164150,Z,0,R,7466502,R,171554628,R,208854363,R,186996468,R,0,R,186996468,R,21857895,1 ,R,442469956,R,,2 ,R,26160867,R,26160867,R,0,R,1341366,R,1341366,Z,0,R,2164150,R,2164150,Z,0,R,0,Z,0,Z,0,R,4089423,R,4089423,Z,0,R,153240662,R,153240662,R,0,506854978,R,64385022,R,22489522,R,57156648,R,-15261148,R,0,R,138312133,R,1650108039,R,146061738,R,1669014878,R,767597000,R,1194377416,R,1511795905
2223,170976,R,5977560000,R,6816711000,R,19444225000,R,26260936000,R,32238496000,R,1073647000,R,181060000,R,2139168000,R,2320228000,R,5197297000,R,4280354000,R,9477651000,R,11797879000,R,1402152000,R,3767194000,R,7649423000,R,2894969000,R,5800526000,R,20112112000,R,342069000,R,254610000,R,10858632000,R,3649350000,R,657225000,R,15761886000,R,9450753000,Z,0,R,505578000,R,12610859000,R,12424128000,R,186731000,R,18666306000,R,1259075000,R,20112112000,R,1486902000,R,1176389000,R,8651000,R,280209000,Z,0,R,280209000,R,388079000,R,7251435000,R,156007000,Z,0,R,1367000,R,10749039000,Z,0,R,339198000,Z,0,R,65820000,Z,0,Z,0,R,190916000,R,1071927000,R,5186000,R,1673047000,R,12422086000,R,12911000,R,59148000,R,116129000,R,585000,R,188773000,R,12610859000,R,1413154000,R,758308000,R,1097336000,R,499854000,R,295895000,R,140316000,R,571507000,R,245810000,R,164020000,R,78838000,R,473790000,R,154409000,R,188435000,R,557024000,R,265336000,R,7336895000,R,3557337000,Z,0,Z,0,R,326072000,R,0,R,12424128000,R,5700208000,R,1812738000,R,331627000,R,665299000,R,198313000,R,3715943000,1 ,R,45722000,R,15189000,R,10004000,R,163075000,R,259262000,R,3716375000,R,1225332000,R,877867000,R,32395000,R,37949000,R,25000,Z,0,R,154961000,R,470982000,R,696312000,R,481499000,R,26378000,R,507877000,R,188435000,1 ,R,17104431000,R,,1 ,R,24003000,R,22757000,R,1246000,R,27412000,R,25988000,R,1424000,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,101698000,R,96416000,R,5282000,R,354764000,R,336338000,R,18426000,17626819000,R,522388000,R,185472000,R,820516000,R,-461628000,R,-21972000,R,-132990000,R,11986154000,R,491715000,R,23823166000,R,17278394000,R,5378357000,R,12119144000
2223,171100,R,1233369495,R,2780388852,R,4520866569,R,7301255421,R,8534624916,R,484674335,R,198734976,R,433798362,R,632533338,R,2092913173,R,609211739,R,2702124912,R,3334658250,R,426921502,R,1595589628,R,1051677605,R,1480584860,R,1129867406,R,5257719499,R,50988676,R,0,R,4458033454,R,1346882156,R,155257940,R,6011162226,R,3039837992,R,44169160,R,367581,R,3124532681,R,3027225440,R,97307241,R,5158127123,R,2285135,R,5257719499,R,887129351,R,480714066,R,20546580,R,83732620,R,9903932,R,73828688,R,480915632,R,0,R,299156568,R,0,R,299067,R,2252493884,R,0,R,303727700,R,0,R,43196962,R,0,R,0,R,79096528,R,277621471,R,80075395,R,783718056,R,3036211940,R,542916,R,48620341,R,39157484,R,0,R,88320741,R,3124532681,R,858677615,R,534059263,R,542769001,R,232971559,R,387809277,R,131865428,R,204529220,R,83046002,R,74607519,R,37374852,R,211513297,R,105431349,R,86293996,R,608883446,R,249876077,R,0,R,0,R,0,R,0,R,52142069,R,0,R,3027225440,R,1374624530,R,441645763,R,150226079,R,228691552,R,94386301,R,737651215,1 ,R,-125098,R,1670017,R,0,R,0,R,49339000,R,541879000,R,356342000,R,479471978,R,43196962,R,32662311,R,49746026,R,0,R,27181697,R,183265525,R,336052521,R,222185936,R,27572589,R,249758525,R,86293996,1 ,R,4375011965,R,,1 ,R,43196962,R,43196962,R,0,R,2812887,R,2812887,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4741,R,0,R,4741,R,203743935,R,176176087,R,27567848,4580074000,R,205062035,R,48040000,R,290202000,R,-174012000,R,40832035,R,84319510,R,3091083128,R,135501305,R,6027872694,R,3418617779,R,2304877603,R,3007520627
2223,174066,R,1291256486,R,2481869440,R,4254218049,R,6736087489,R,8027343975,R,224874532,R,347086267,R,530748751,R,877835018,R,1644648669,R,527359917,R,2172008586,R,3049843604,R,463562020,R,1286261456,R,1697260404,R,252653075,R,1502637948,R,4738812883,R,240848974,R,412175345,R,4661331748,R,1068852468,R,107475087,R,6490683622,R,3566640997,R,50866663,R,0,R,3829380047,R,3682010227,R,147369820,R,4590041468,R,1401595,R,4738812883,R,692615257,R,602336057,R,95040605,R,538498037,R,13359348,R,525138689,R,440130304,R,0,R,162903146,R,0,R,267222,R,2531790628,R,18540915,R,610204489,R,0,R,48025106,R,63619261,R,114610436,R,252628317,R,91389046,R,9280441,R,1208298011,R,3740088639,R,46330118,R,12400052,R,1230565,R,29330673,R,89291408,R,3829380047,R,811300984,R,506205785,R,1101841382,R,449655364,R,322292299,R,145115202,R,556626978,R,304039311,R,152671111,R,77470630,R,320424912,R,176288743,R,55258231,R,443284351,R,84984560,R,0,R,0,R,0,R,0,R,-81690021,R,0,R,3682010227,R,1743759595,R,477152702,R,240864154,R,221893813,R,68302208,R,930037755,1 ,R,-105229106,R,245107265,R,109137442,R,212066021,R,6131941,R,47604282,R,9125712,R,7869678,R,34114760,R,24877986,R,56934250,R,0,R,88552026,R,158609855,R,363088877,R,296463994,R,11366652,R,307830646,R,55258231,1 ,R,4901364610,R,,1 ,R,35010207,R,35010207,R,0,R,8940857,R,8940857,R,0,R,56732485,R,56732485,R,0,R,0,R,0,R,0,R,62072175,R,62072175,R,0,R,145074922,R,133708270,R,11366652,5108881887,R,207517277,R,199963058,R,227853959,R,-177178325,R,-43121415,R,88363352,R,4958352301,R,157119801,R,8526950507,R,7271097629,R,2037687400,R,4887378783
2223,185828,R,276486000,R,529889000,R,220951000,R,750840000,R,1027326000,R,18554000,R,9919000,R,75140000,R,85059000,R,310691000,R,231927000,R,542618000,R,627677000,R,33850000,R,150561000,R,51970000,R,105819000,R,76003000,R,384353000,R,50366000,R,0,R,901055000,R,171493000,R,19178000,R,1142092000,R,567286000,R,0,R,0,R,514925000,R,480573000,R,34352000,R,350001000,R,0,R,384353000,R,156003000,R,75936000,R,42678000,R,2941000,R,0,R,2941000,R,19868000,R,0,R,0,R,0,R,10528000,R,307954000,R,0,R,138593000,R,0,R,27941000,R,0,R,0,R,5772000,R,22265000,R,5620000,R,200191000,R,508145000,Z,0,R,50000,R,6730000,R,0,R,6780000,R,514925000,R,146853000,R,90153000,R,88125000,R,26973000,R,3583000,R,1871000,R,51383000,R,21160000,R,43692000,R,17314000,R,92048000,R,28082000,R,17236000,R,20936000,R,1429000,R,0,R,0,R,0,R,0,R,16717000,R,0,R,480573000,R,186982000,R,87361000,R,33818000,R,41966000,R,15641000,R,114805000,1 ,R,-10172000,R,121070000,R,23303000,R,16204000,A,,A,,A,,A,,R,19796000,R,5477000,R,29135000,R,0,R,4309000,R,54293000,R,113010000,R,87395000,R,8379000,R,95774000,R,17236000,1 ,R,148437000,R,,2 ,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,95774000,R,87395000,R,8379000,160804000,R,12367000,R,6839000,R,11226000,R,-5698000,R,0,R,17400000,R,514662000,R,24180000,R,488342000,R,256142000,R,307545000,R,497260000
2223,186371,R,64014000,R,202859000,R,209589000,R,412448000,R,476462000,R,19568000,R,5105000,R,298202000,R,303307000,R,150529000,R,128327000,R,278856000,R,582163000,R,30768000,R,127203000,R,16538000,R,47905000,R,-308547000,R,-116901000,R,27917000,R,13291000,R,311952000,R,23161000,R,6361000,R,382682000,R,155329000,R,0,R,0,R,212417000,R,261008000,R,-48591000,R,-68310000,R,0,R,-116901000,R,85520000,R,11174000,R,6138000,R,2268000,R,199000,R,2069000,R,5636000,R,0,R,0,R,0,R,4884000,R,115620000,R,0,R,64498000,R,0,R,9082000,R,10013000,R,0,R,1458000,R,5373000,R,2738000,R,93162000,R,208782000,R,0,R,2788000,R,847000,R,0,R,3635000,R,212417000,R,99702000,R,57740000,R,8727000,R,2643000,R,24994000,R,11584000,R,44294000,R,19020000,R,28422000,R,11721000,R,28578000,R,11946000,R,19252000,R,12227000,R,1700000,R,0,R,0,R,0,R,0,R,-5188000,R,768000,R,261008000,R,117122000,R,41633000,R,19771000,R,18126000,R,6998000,R,57358000,1 ,R,-5639000,R,116430000,R,13128000,R,15937000,R,-6091000,R,0,R,0,R,0,R,7639000,R,1290000,R,9083000,R,0,R,1926000,R,29556000,R,49494000,R,26058000,R,4184000,R,30242000,R,19252000,1 ,R,73199000,R,,1 ,R,4668000,R,4022000,R,646000,R,788000,R,679000,R,109000,R,5550000,R,4782000,R,768000,R,0,R,0,R,0,R,831000,R,716000,R,115000,R,18405000,R,15859000,R,2546000,82806000,R,9607000,R,977000,R,2715000,R,-348000,R,6263000,R,-60196000,R,206452000,R,-54231000,R,29970000,R,-199368000,R,155634000,R,266648000
2223,186380,R,1409366000,R,2629035000,R,2302783000,R,4931818000,R,6341184000,R,263550000,R,52885000,R,617840000,R,670725000,R,1569205000,R,1455242000,R,3024447000,R,3695172000,R,321498000,R,1367703000,R,642556000,R,750904000,R,-173099000,R,2588064000,R,144949000,R,260730000,R,4625797000,R,694541000,R,165842000,R,5891859000,R,2954472000,R,0,R,0,R,4155332000,R,4016884000,R,138448000,R,2471823000,R,-22207000,R,2588064000,R,748380000,R,490042000,R,116076000,R,121781000,R,7641000,R,114140000,R,283373000,R,1076256000,R,0,R,0,R,91548000,R,2927456000,R,7074000,R,844173000,R,0,R,80296000,R,85889000,R,0,R,46655000,R,90996000,R,17095000,R,1172178000,R,4099634000,R,0,R,31434000,R,24264000,R,0,R,55698000,R,4155332000,R,949323000,R,574405000,R,725003000,R,268945000,R,208252000,R,118508000,R,441362000,R,218699000,R,114869000,R,61306000,R,267204000,R,120678000,R,76932000,R,333897000,R,77296000,R,974813000,R,481635000,R,0,R,0,R,-74771000,R,26306000,R,4016884000,R,1947778000,R,745289000,R,206550000,R,188371000,R,70696000,R,858200000,1 ,R,-79607000,R,1297690000,R,143287000,R,192613000,R,-66148000,R,0,R,0,R,0,R,64836000,R,12838000,R,77096000,R,0,R,58832000,R,120014000,R,333616000,R,221170000,R,35514000,R,256684000,R,76932000,1 ,R,1486301000,R,,1 ,R,49885000,R,42983000,R,6902000,R,9878000,R,8511000,R,1367000,R,59318000,R,51111000,R,8207000,R,0,R,0,R,0,R,13685000,R,11792000,R,1893000,R,123918000,R,106773000,R,17145000,1559147000,R,72846000,R,25937000,R,53302000,R,-21342000,R,14949000,R,-46275000,R,4050216000,R,58840000,R,3836964000,R,1777197000,R,1622090000,R,4096492000
2223,186399,R,32661000,R,503888000,R,442436000,R,946324000,R,978985000,R,36875000,R,9620000,R,197164000,R,206784000,R,283655000,R,242449000,R,526104000,R,732888000,R,57980000,R,239700000,R,39944000,R,142689000,R,-197341000,R,224992000,R,28534000,R,20886000,R,761094000,R,56707000,R,59110000,R,926331000,R,344053000,R,0,R,0,R,460753000,R,489786000,R,-29033000,R,254025000,R,0,R,224992000,R,213293000,R,23914000,R,4145000,R,9440000,R,335000,R,9105000,R,7154000,R,0,R,0,R,0,R,11957000,R,269903000,R,0,R,117909000,R,0,R,18002000,R,19110000,R,0,R,5711000,R,13871000,R,5004000,R,179607000,R,449510000,R,0,R,5255000,R,5988000,R,0,R,11243000,R,460753000,R,185897000,R,106848000,R,32589000,R,12753000,R,42758000,R,17502000,R,94113000,R,41763000,R,42323000,R,20646000,R,53668000,R,22510000,R,24758000,R,23524000,R,2658000,R,0,R,0,R,0,R,0,R,-9844000,R,833000,R,489786000,R,225513000,R,79159000,R,37657000,R,34156000,R,13187000,R,100114000,1 ,R,-10696000,R,219399000,R,24738000,R,30031000,R,-11477000,R,0,R,0,R,0,R,14105000,R,3055000,R,16775000,R,0,R,4481000,R,42188000,R,80604000,R,48120000,R,7726000,R,55846000,R,24758000,1 ,R,221621000,R,,1 ,R,9773000,R,8421000,R,1352000,R,2116000,R,1823000,R,293000,R,11622000,R,10014000,R,1608000,R,0,R,0,R,0,R,2324000,R,2002000,R,322000,R,30011000,R,25860000,R,4151000,228734000,R,7113000,R,6234000,R,7797000,R,-2981000,R,-3937000,R,-58045000,R,442437000,R,-39729000,R,440430000,R,18312000,R,293275000,R,500482000
