year,UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   ,F1MHOP,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07   
1819,240444,R,1412547593,R,2384538585,R,886416652,R,3270955237,R,4683502830,R,749118065,R,49114643,R,368338907,R,417453550,R,746952004,R,589226990,R,1336178994,R,1753632544,R,465587371,R,1984676281,R,706484363,R,186308766,R,335931570,R,3213400980,R,80893682,R,255283756,R,3806168055,R,1357767276,R,315310662,R,5815423431,R,3034680502,R,0,R,0,R,3140027625,R,3087198576,R,52829049,R,3160571931,R,0,R,3213400980,R,661341557,R,530257891,R,53390097,R,300388874,R,2347611,R,298041263,R,176323535,R,56979334,R,248928493,R,0,R,196177591,R,2223787372,R,9287618,R,378804000,R,0,R,22077800,R,0,R,0,R,329567496,R,61826399,R,50990867,R,852554180,R,3076341552,R,8386743,R,50405564,R,4893766,R,0,R,63686073,R,3140027625,R,672748015,R,435494286,R,1047622014,R,502206320,R,224239508,R,72875937,R,233770975,R,113227558,R,160666312,R,66860779,R,114156008,R,84991201,R,61304583,R,272360663,R,85118702,R,0,R,0,R,0,R,0,R,300330498,R,332321,R,3087198576,R,1361107104,R,578023219,R,159468549,R,185726379,R,28799104,R,774074221,1 ,R,82769547,R,264470582,R,365234636,R,694449363,R,11265309,R,219118767,R,100263192,R,21342868,R,22077800,R,28607390,R,10211385,R,0,R,46735862,R,96643783,R,204276220,R,129085410,R,13886227,R,142971637,R,61304583,1 ,R,4243439519,R,4579680090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,243780,R,633529949,R,2204465112,R,2999578540,R,5204043652,R,5837573601,R,33284876,R,157577987,R,247880930,R,405458917,R,695382629,R,141053433,R,836436062,R,1241894979,R,30789728,R,1461530652,R,959591832,R,719200687,R,1457850599,R,4598173770,R,128845866,R,201242415,R,3163778281,R,720206357,R,115110531,R,4329183450,R,2124583080,Z,0,Z,0,R,2212541342,R,1955525921,R,257015421,R,4341158349,R,0,R,4598173770,R,741175104,R,252055515,R,23471954,R,108846738,R,86299,R,108760439,R,220617056,Z,0,R,134835136,Z,0,R,498381,R,1481499884,R,18120573,R,304851692,R,8815484,R,27664746,Z,0,Z,0,R,94806845,R,172119769,R,4996432,R,631375541,R,2112875425,Z,0,R,43759483,R,55906434,R,0,R,99665917,R,2212541342,R,820653028,R,466675921,R,337341720,R,149042752,R,159607980,R,70838867,R,141803294,R,53260411,R,66707543,R,31738021,R,152347715,R,72800338,R,49597037,R,227467604,R,77176307,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,1955525921,R,921532617,R,274730146,R,104534843,R,167847069,R,23846481,R,463034765,1 ,R,-1689932,R,51186168,R,10605267,R,13382300,R,-4190458,R,37532199,R,1770233,R,1971561,R,25384137,R,5966954,R,394135,Z,0,R,114354376,R,12135000,R,158234602,R,93328265,R,15309300,R,108637565,R,49597037,1 ,R,2336955139,R,2539232072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,445188,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,84783000,R,22100000,R,3785000,R,4465000,R,372000,R,4093000,R,36798000,Z,0,R,84000,Z,0,R,11261000,R,163276000,Z,0,R,167166000,Z,0,R,27028379,Z,0,Z,0,R,3039000,R,5343000,R,1554621,R,204131000,R,367407000,Z,0,Z,0,Z,0,R,233591000,R,233591000,R,600998000,R,85922237,R,51250441,R,45969882,R,18223661,R,8635298,R,3505380,R,38243504,R,18287689,R,38886494,R,13252068,R,71921845,R,37494642,R,15973199,R,83046293,R,14542129,Z,0,Z,0,Z,0,Z,0,R,6043248,R,0,R,394642000,R,156556010,R,61177282,R,25980772,R,35985000,R,41478000,R,73464936,1 ,R,596000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,27028379,R,1656773,R,5434439,R,5000,R,2330039,R,33841717,R,70296347,R,37844323,R,16478825,R,54323148,R,15973199,1 ,R,11903000,R,13781000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,100858,R,475539565,R,1745428744,R,1624200289,R,3369629033,R,3845168598,R,221445549,R,39104039,R,385868681,R,424972720,R,1121755517,R,912006373,R,2033761890,R,2458734610,R,224355953,R,1357834476,R,227932655,R,24819379,R,-227062926,R,1383523584,R,205633788,R,279563312,R,2018184106,R,474488075,R,108334665,R,3086203946,R,1182477089,R,0,R,2826578,R,1242683971,R,1140229313,R,102454658,R,1281068926,R,0,R,1383523584,R,497796203,R,103241690,R,13458731,R,22908861,R,2788603,R,20120258,R,136763235,R,0,R,41022755,R,0,R,21388864,R,836580339,R,0,R,262835942,R,0,R,33024037,R,0,R,0,R,42495971,R,53013383,R,0,R,391369333,R,1227949672,R,0,R,14533281,R,201018,R,0,R,14734299,R,1242683971,R,246788698,R,138912242,R,220256565,R,114401617,R,109617891,R,50402151,R,144933734,R,87376627,R,38623385,R,20394763,R,91262006,R,62436957,R,25835267,R,186737984,R,56671003,R,0,R,0,R,0,R,0,R,76173783,R,1,R,1140229313,R,530595361,R,177666219,R,114253147,R,87839118,R,31265737,R,198609731,1 ,R,85410603,R,687692707,R,27397508,R,141595597,R,-9236820,R,166240314,R,196596364,R,51048462,R,16203862,R,17909294,R,84512,R,10345,R,57073864,R,63262217,R,154544094,R,122754700,R,5954127,R,128708827,R,25835267,1 ,R,774534709,R,,1 ,R,16155877,R,15450776,R,705101,R,3677119,R,3506868,R,170251,R,336259,R,320976,R,15283,R,0,Z,0,Z,0,R,15215135,R,14510674,R,704461,R,93324437,R,88965406,R,4359031,784621493,R,10086784,R,30958729,R,39451881,R,32493587,R,-92817413,R,87720359,R,1227949672,R,102454658,R,1383523584,R,869729,R,860684303,R,1140229313
1920,110635,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1011824000,R,422742000,R,51661000,R,203008000,R,8536000,R,194472000,R,186815000,Z,0,R,76553000,Z,0,R,80177000,R,2032780000,Z,0,R,444543000,Z,0,R,73869000,Z,0,Z,0,R,326789000,R,144584000,R,11867000,R,1001652000,R,3034432000,Z,0,R,67088000,Z,0,R,47173000,R,114261000,R,3148693000,R,959030879,R,555931078,R,692475106,R,310912774,R,88320579,R,40247868,R,197949021,R,96199037,R,275649828,R,109315321,R,314033825,R,199394439,R,186298739,R,289028616,R,76249723,Z,0,Z,0,Z,0,Z,0,R,29111407,R,0,R,3031898000,R,1388250240,R,504466395,R,104845391,R,235160000,R,101265000,R,697910974,1 ,R,6921000,Z,0,Z,0,Z,0,R,107000,Z,0,Z,0,R,7272000,R,45779605,R,47453550,R,8988964,R,51536,R,91056202,R,239973289,R,433303146,R,214988712,R,32015695,R,247004407,R,186298739,1 ,R,2143756000,R,,1 ,R,26096658,R,22714117,R,3382541,R,27050890,R,23544665,R,3506225,R,5124158,R,4459986,R,664172,R,29378,R,25570,R,3808,R,51906577,R,45178660,R,6727917,R,136796746,R,119065714,R,17731032,2173287000,R,29531000,R,80965000,R,36865000,R,-84372000,R,-3927000,A,,A,,A,,A,,A,,A,,A,
1920,110644,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,717604000,R,433523000,R,146765000,R,167741000,R,15912000,R,151829000,R,113735000,R,2512305000,R,485451000,Z,0,R,57564000,R,4634688000,Z,0,R,452388000,Z,0,R,160262000,Z,0,Z,0,R,77604000,R,63496000,R,7424000,R,761174000,R,5395862000,Z,0,R,39830000,Z,0,R,231073000,R,270903000,R,5666765000,R,963199397,R,756689092,R,669574950,R,310578083,R,103551324,R,48976643,R,333665427,R,149662928,R,169890003,R,63382372,R,220203237,R,175437080,R,122915404,R,152191025,R,47793234,R,2439416741,R,1043969759,Z,0,Z,0,R,389618492,R,0,R,5564226000,R,2596489191,R,1255242565,R,115490865,R,263181000,R,68030000,R,1265792379,1 ,R,269796000,R,1368556000,R,21922000,R,457268000,R,101478000,R,1534830000,R,416542000,R,502308000,R,59058636,R,26450163,R,22168003,R,6668,R,20816808,R,178646351,R,307146629,R,160418554,R,23812671,R,184231225,R,122915404,1 ,R,477813000,R,,1 ,R,35424270,R,30845532,R,4578738,R,15865211,R,13814565,R,2050646,R,13296706,R,11578050,R,1718656,R,4000,R,3483,R,517,R,12486239,R,10872339,R,1613900,R,107154799,R,93304585,R,13850214,484130000,R,6317000,R,21648000,R,1322000,R,-15723000,R,-930000,A,,A,,A,,A,,A,,A,,A,
1920,110653,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,610320000,R,262152000,R,17043000,R,98707000,R,3221000,R,95486000,R,200042000,R,1351866000,R,378530000,Z,0,R,38281000,R,2956941000,Z,0,R,351979000,Z,0,R,138743000,Z,0,Z,0,R,50262000,R,67040000,R,3813000,R,611837000,R,3568778000,Z,0,R,20859000,Z,0,R,128392000,R,149251000,R,3718029000,R,838114375,R,641205646,R,352624794,R,150061348,R,15725501,R,6212349,R,309939815,R,161589573,R,87849931,R,63809327,R,137057009,R,107525507,R,117463835,R,271804860,R,41368396,R,1300449074,R,482104872,Z,0,Z,0,R,260654806,R,0,R,3691684000,R,1653877018,R,664224614,R,74178795,R,226994000,R,96526000,R,975883573,1 ,R,179278000,R,647772000,R,20876000,R,217522000,R,53085000,R,713600000,R,216346000,R,254416000,R,63672288,R,26444769,Z,0,Z,0,R,5464701,R,213234931,R,308816689,R,164759542,R,26593312,R,191352854,R,117463835,1 ,R,483215000,R,,1 ,R,39453418,R,33970369,R,5483049,R,16386038,R,14108784,R,2277254,R,0,R,0,R,0,R,0,R,0,R,0,R,3386106,R,2915521,R,470585,R,132127292,R,113764868,R,18362424,532004000,R,48789000,R,60479000,R,-5356000,R,-6320000,R,-14000,A,,A,,A,,A,,A,,A,,A,
1920,110662,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,915637000,R,664458000,R,66088000,R,349278000,R,72787000,R,276491000,R,381248000,R,2975751000,R,2145629000,Z,0,R,236987000,R,7735076000,Z,0,R,535734000,Z,0,R,199563000,Z,0,Z,0,R,364683000,R,213550000,R,13754000,R,1327284000,R,9062360000,Z,0,R,34593000,Z,0,R,14492000,R,49085000,R,9111445000,R,2710436200,R,1654247785,R,961400331,R,426767245,R,179480719,R,85907153,R,997040191,R,505280841,R,210232922,R,68643521,R,270299692,R,205678836,R,177333127,R,591495967,R,189629984,R,2753531963,R,1143917335,Z,0,Z,0,R,422716888,R,0,R,9273968000,R,4280072700,R,1711106936,R,117660993,R,415889000,R,141013000,R,2608225371,1 ,R,239761000,R,1451711000,R,39562000,R,477978000,R,87530000,R,1623943000,R,535391000,R,529670000,R,54061811,R,40810611,R,6923932,R,448986,R,71754651,R,277386947,R,451386938,R,231788389,R,42265422,R,274053811,R,177333127,1 ,R,2255362000,R,,1 ,R,32822938,R,27760883,R,5062055,R,24777641,R,20956357,R,3821284,R,4203777,R,3555458,R,648319,R,272596,R,230555,R,42041,R,43564920,R,36846204,R,6718716,R,168411939,R,142438932,R,25973007,2359984000,R,104622000,R,234664000,R,31188000,R,-104190000,R,-57040000,A,,A,,A,,A,,A,,A,,A,
1920,110671,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,330857000,R,105526000,R,15273000,R,34642000,R,3074000,R,31568000,R,57437000,Z,0,R,35919000,Z,0,R,39713000,R,619367000,Z,0,R,289572000,Z,0,R,88692000,Z,0,Z,0,R,14338000,R,24547000,R,554000,R,417703000,R,1037070000,Z,0,R,708000,Z,0,R,157923000,R,158631000,R,1195701000,R,386009379,R,242969665,R,166029488,R,76380877,R,12896174,R,3946897,R,67946320,R,32063364,R,101820190,R,40708181,R,99950180,R,63802521,R,72556240,R,125974451,R,25517445,Z,0,Z,0,Z,0,Z,0,R,19706578,R,0,R,1052889000,R,485388950,R,184001970,R,43489928,R,74594000,R,46538000,R,218876152,1 ,R,2508000,Z,0,Z,0,Z,0,R,0,Z,0,Z,0,R,241000,R,61549719,R,20102050,R,3327460,R,45075,R,4394990,R,114021347,R,203440641,R,109743558,R,21140843,R,130884401,R,72556240,1 ,R,176554000,R,,1 ,R,39598273,R,33202241,R,6396032,R,12932740,R,10843805,R,2088935,R,2140736,R,1794958,R,345778,R,28999,R,24315,R,4684,R,2827535,R,2370823,R,456712,R,73356118,R,61507416,R,11848702,193196000,R,16642000,R,14896000,R,9861000,R,-7792000,R,-323000,A,,A,,A,,A,,A,,A,,A,
1920,110680,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,763540000,R,766437000,R,55286000,R,339353000,R,19190000,R,320163000,R,165882000,R,2314839000,R,743676000,Z,0,R,146771000,R,5295784000,Z,0,R,387759000,Z,0,R,186710000,Z,0,Z,0,R,158264000,R,60433000,R,11452000,R,804618000,R,6100402000,Z,0,R,18475000,Z,0,R,45351000,R,63826000,R,6164228000,R,897709731,R,867161281,R,926525191,R,438226887,R,26810215,R,13143977,R,832056640,R,303174942,R,152053868,R,58947888,R,263941420,R,203395471,R,107661583,R,337755027,R,68985295,R,2116559062,R,832989918,Z,0,Z,0,R,634451263,R,0,R,6295524000,R,2786025659,R,1176489635,R,100786693,R,321203000,R,157665000,R,1753354013,1 ,R,459158000,R,1048715000,R,11839000,R,390711000,R,140807000,R,1193191000,R,315623000,R,527174000,R,59224959,R,37457684,R,18414,Z,0,R,17549962,R,178745805,R,292996824,R,155697285,R,29637956,R,185335241,R,107661583,1 ,R,799390000,R,,1 ,R,37462768,R,31471895,R,5990873,R,23693870,R,19904856,R,3789014,R,11648,R,9785,R,1863,R,0,R,0,R,0,R,11101234,R,9325976,R,1775258,R,113065721,R,94984773,R,18080948,895245000,R,95855000,R,92396000,R,43943000,R,-40252000,R,-232000,A,,A,,A,,A,,A,,A,,A,
1920,110705,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,496296000,R,129341000,R,7164000,R,63259000,R,1242000,R,62017000,R,115167000,Z,0,R,8822000,Z,0,R,39021000,R,859070000,Z,0,R,252074000,Z,0,R,56457000,Z,0,Z,0,R,55159000,R,21100000,R,5798000,R,390588000,R,1249658000,Z,0,R,67000,Z,0,R,0,R,67000,R,1249725000,R,403553751,R,253974403,R,221636788,R,97916740,R,15766094,R,5747088,R,90099896,R,46609286,R,113524697,R,58402392,R,95323426,R,55490245,R,126946127,R,182585067,R,55827531,Z,0,Z,0,Z,0,Z,0,R,31476154,R,0,R,1280912000,R,573967685,R,213407799,R,55513304,R,86870000,R,36145000,R,315008212,1 ,R,3007000,Z,0,Z,0,Z,0,R,0,Z,0,Z,0,Z,0,R,43841028,R,19245753,R,16433130,Z,0,R,9048651,R,119221155,R,207789717,R,78791354,R,2052236,R,80843590,R,126946127,1 ,R,251550000,R,,2 ,R,17056985,R,16623989,R,432996,R,7487839,R,7297758,R,190081,R,6393547,R,6231245,R,162302,R,0,R,0,R,0,R,3520508,R,3431139,R,89369,R,46384711,R,45207223,R,1177488,278285000,R,26735000,R,24155000,R,11553000,R,-8034000,R,-939000,A,,A,,A,,A,,A,,A,,A,
1920,110714,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,305577000,R,81628000,R,8186000,R,31532000,R,1385000,R,30147000,R,90911000,Z,0,R,34584000,Z,0,R,13674000,R,566092000,Z,0,R,217289000,Z,0,R,37164000,Z,0,Z,0,R,21379000,R,12660000,R,1177000,R,289669000,R,855761000,Z,0,R,432000,Z,0,R,170869000,R,171301000,R,1027062000,R,225400510,R,152256609,R,133119941,R,59888855,R,44499589,R,16219570,R,55924716,R,28812579,R,108684678,R,39965931,R,72786954,R,61506835,R,58069030,R,164828569,R,38811197,Z,0,Z,0,Z,0,Z,0,R,32041013,R,0,R,895355000,R,397461576,R,145277306,R,42880347,R,65561000,R,24872000,R,219302771,1 ,R,21568000,Z,0,Z,0,Z,0,R,3372000,Z,0,Z,0,Z,0,R,29297691,R,10633527,R,17180001,Z,0,R,3898050,R,92186266,R,153195535,R,76806892,R,18319613,R,95126505,R,58069030,1 ,R,110406000,R,,1 ,R,18192351,R,14688839,R,3503512,R,6602870,R,5331279,R,1271591,R,10667893,R,8613453,R,2054440,R,0,R,0,R,0,R,2420487,R,1954346,R,466141,R,57242904,R,46218975,R,11023929,115645000,R,5239000,R,3883000,R,5472000,R,-4199000,R,83000,A,,A,,A,,A,,A,,A,,A,
1920,126614,R,951223450,R,1816673935,R,411446420,R,2228120355,R,3179343805,R,47972695,R,49922823,R,244769683,R,294692506,R,863285384,R,411690038,R,1274975422,R,1569667928,R,108068918,R,1284011884,R,196583584,Z,0,R,68984186,R,1549579654,R,204752608,R,0,R,2501421383,R,673114363,R,346334208,R,3725622562,R,1516319060,R,0,R,0,R,1775376791,R,1744786955,R,30589836,R,1518989818,R,0,R,1549579654,R,747242138,R,435458782,R,64462869,R,63886167,R,2809897,R,61076270,R,238041124,R,0,R,27417699,R,0,R,19932060,R,1596440839,R,0,R,0,R,0,R,23548721,R,0,R,0,R,81462562,R,423979,R,23704196,R,129139458,R,1725580297,R,5600857,R,5868035,R,0,R,38327602,R,49796494,R,1775376791,R,630201500,R,338076292,R,442824071,R,185408605,R,17739354,R,6549575,R,162318456,R,88714485,R,79943356,R,35340726,R,131597811,R,50021598,R,16614107,R,262116169,R,80082792,R,0,R,0,R,0,R,0,R,1432131,R,3000,R,1744786955,R,784197073,R,296384970,R,90275192,R,116427141,R,28831593,R,428670986,2 ,A,,A,,A,,A,,A,,A,,A,,A,,R,23548721,R,11182911,R,12300755,R,1291,R,17382531,R,100661424,R,165077633,R,143620446,R,4843080,R,148463526,R,16614107,2 ,A,,A,,2 ,R,21178678,R,20487801,R,690877,R,10057415,R,9729329,R,328086,R,11062755,R,10701873,R,360882,R,1161,R,1123,R,38,R,15633080,R,15123108,R,509972,R,90530437,R,87577212,R,2953225,,A,,A,,A,,A,,A,,R,-19206658,R,1665052849,R,30589836,R,1549579654,R,265567773,R,913208206,R,1744786955
1920,126775,R,148629275,R,365114917,R,222594477,R,587709394,R,736338669,R,33164756,R,9045000,R,54162205,R,63207205,R,282613797,R,277320980,R,559934777,R,623141982,R,113167438,R,235121133,R,18154707,R,6243592,R,-226325427,R,33194005,R,41639263,R,0,R,511241960,R,99105930,R,114671803,R,766658956,R,275708911,R,233333,R,2248795,R,322557405,R,217606859,R,104950546,R,-71068677,R,-687864,R,33194005,R,146382523,R,55627611,R,22215237,R,15596974,R,0,R,15596974,R,25142055,R,0,R,0,R,0,R,7028441,R,271992841,R,0,R,3605587,R,0,R,8661589,R,0,R,0,R,20190148,R,7489597,R,2070916,R,42017837,R,314010678,R,1216518,R,7330209,R,0,R,0,R,8546727,R,322557405,R,109822091,R,54385963,R,67843889,R,26652499,R,763772,R,321591,R,25294221,R,10549707,R,15906506,R,4670971,R,35495705,R,13824695,R,1574264,R,36044822,R,9641900,R,0,R,0,R,0,R,0,R,-75138411,R,0,R,217606859,R,120047326,R,-15743509,R,21519164,R,21534869,R,9119903,R,61129106,1 ,R,-80650930,R,243369536,R,109829544,R,16417828,R,-586947,R,9615703,R,3337894,R,537748,R,3529780,R,228037,R,2153749,R,0,R,8947750,R,29708757,R,44568073,R,41850625,R,1143184,R,42993809,R,1574264,1 ,R,258775574,R,,1 ,R,3405099,R,3314559,R,90540,R,219982,R,214133,R,5849,R,2077673,R,2022429,R,55244,R,0,R,0,R,0,R,8631691,R,8402179,R,229512,R,28659364,R,27897325,R,762039,255678903,R,-3096671,R,9350321,R,2167538,R,-12217056,R,-2397474,R,11171715,R,345761314,R,53169442,R,674849664,R,304737380,R,291658797,R,334589600
1920,129020,R,956640444,R,2885663724,R,1774522211,R,4660185935,R,5616826379,R,1920217770,R,166943265,R,399761713,R,566704978,R,2109515670,R,5833322336,R,7942838006,R,8509542984,R,578587285,R,2495441718,R,72005799,R,15193065,R,-4133726702,R,-1551086120,R,44670129,R,515244378,R,3962923726,R,769321379,R,232066501,R,5524226113,R,2350005162,R,20623841,R,0,R,2446228716,R,2957316799,R,-511088083,R,-1021317756,R,-18680281,R,-1551086120,R,444061001,R,183097699,R,30779613,R,37673387,R,567110,R,37106277,R,169106461,R,463368531,R,14444642,R,125992068,R,98431693,R,1566955095,R,0,R,673386320,R,0,R,54434112,R,10115112,R,0,R,28721782,R,8303722,R,101849840,R,876810888,R,2443765983,R,0,R,2275601,R,187132,R,0,R,2462733,R,2446228716,R,581678882,R,342823618,R,174969960,R,75238590,R,93562256,R,43330207,R,185321791,R,83821634,R,50539995,R,26669099,R,144262402,R,50623555,R,23448354,R,293687567,R,89354640,R,503098157,R,173977209,R,203764254,R,112954310,R,702983181,R,0,R,2957316799,R,998792862,R,904302893,R,218909836,R,190762970,R,80455814,R,564092424,1 ,R,346103054,R,2389477439,R,239654552,R,848802332,R,356880127,R,3382657629,R,329573088,R,1068033170,R,31720919,R,16779477,R,10112234,R,0,R,15536567,R,220160149,R,294309346,R,262298464,R,8562528,R,270860992,R,23448354,1 ,R,450029251,R,,1 ,R,31632088,R,31524406,R,107682,R,2176785,R,2147823,R,28962,R,10095363,R,10050122,R,45241,R,0,R,0,R,0,R,11746210,R,11152151,R,594059,R,215210546,R,207423962,R,7786584,466159506,R,16130255,R,15742914,R,24256267,R,-17051507,R,-6817419,R,-138783776,R,2443765983,R,-98497869,R,2966978840,R,313936678,R,2045616837,R,2582217455
1920,133951,R,541293415,R,848067803,R,172921336,R,1020989139,R,1562282554,R,229326496,R,8286795,R,67995522,R,76282317,R,125126672,R,786198983,R,911325655,R,987607972,R,85375866,R,854812362,R,54339979,R,0,R,-190527129,R,718625212,R,30689426,R,49347219,R,1200782677,R,294480362,R,102074203,R,1677373887,R,692805044,R,356842,R,0,R,1118391344,R,1163573080,R,-45181736,R,758984006,R,4822942,R,718625212,R,272685472,R,104683911,R,6481576,R,21457739,R,2502047,R,18955692,R,103815288,R,0,R,798628,R,0,R,22583868,R,532506482,R,0,R,323326899,R,0,R,133774541,R,0,R,0,R,24228254,R,15652768,R,83772095,R,580754557,R,1113261039,R,4046808,R,1083497,R,0,R,0,R,5130305,R,1118391344,R,320639575,R,237513134,R,173010165,R,86256670,R,11286260,R,5545184,R,129453759,R,68556266,R,84083695,R,43565705,R,118836637,R,46048541,R,139149905,R,77192468,R,28555837,R,0,R,0,R,0,R,0,R,109920616,R,18414373,R,1163573080,R,534455710,R,235663765,R,62901027,R,46584780,R,5235906,R,278731892,1 ,R,66313472,R,277227691,R,17081269,R,115676880,R,41652725,R,402994810,R,68294597,R,113649616,R,114623562,R,35149536,R,67561957,R,0,R,31832238,R,83870317,R,333037610,R,193887705,R,0,R,193887705,R,139149905,1 ,R,216382258,R,,1 ,R,66731500,R,66731500,R,0,R,20463343,R,20463343,R,0,R,39333194,R,39333194,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,67359668,R,67359668,R,0,218684250,R,2301992,R,7769388,R,3384837,R,-8348729,R,-503504,R,59856519,R,1113261039,R,493292498,R,1622510457,R,526672354,R,161268467,R,1315473592
