year,UNITID,SISCAT,FACSTAT,ARANK,XHRTOTLT,HRTOTLT,XHRTOTLM,HRTOTLM,XHRTOTLW,HRTOTLW,XHRAIANT,HRAIANT,XHRAIANM,HRAIANM,XHRAIANW,HRAIANW,XHRASIAT,HRASIAT,XHRASIAM,HRASIAM,XHRASIAW,HRASIAW,XHRBKAAT,HRBKAAT,XHRBKAAM,HRBKAAM,XHRBKAAW,HRBKAAW,XHRHISPT,HRHISPT,XHRHISPM,HRHISPM,XHRHISPW,HRHISPW,XHRNHPIT,HRNHPIT,XHRNHPIM,HRNHPIM,XHRNHPIW,HRNHPIW,XHRWHITT,HRWHITT,XHRWHITM,HRWHITM,XHRWHITW,HRWHITW,XHR2MORT,HR2MORT,XHR2MORM,HR2MORM,XHR2MORW,HR2MORW,XHRUNKNT,HRUNKNT,XHRUNKNM,HRUNKNM,XHRUNKNW,HRUNKNW,XHRNRALT,HRNRALT,XHRNRALM,HRNRALM,XHRNRALW,HRNRALW 
2019,100858,  1, 0,0,R,1425,R,840,R,585,R,7,R,4,R,3,R,154,R,111,R,43,R,65,R,25,R,40,R,62,R,34,R,28,R,1,Z,0,R,1,R,1043,R,605,R,438,R,18,R,10,R,8,R,6,R,6,Z,0,R,69,R,45,R,24
2019,100858,100,10,0,R,1425,R,840,R,585,R,7,R,4,R,3,R,154,R,111,R,43,R,65,R,25,R,40,R,62,R,34,R,28,R,1,Z,0,R,1,R,1043,R,605,R,438,R,18,R,10,R,8,R,6,R,6,Z,0,R,69,R,45,R,24
2019,100858,101,10,1,R,403,R,302,R,101,R,6,R,4,R,2,R,67,R,56,R,11,R,12,R,8,R,4,R,15,R,10,R,5,Z,0,Z,0,Z,0,R,301,R,222,R,79,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2019,100858,102,10,2,R,394,R,223,R,171,R,1,Z,0,R,1,R,42,R,27,R,15,R,18,R,6,R,12,R,12,R,9,R,3,Z,0,Z,0,Z,0,R,310,R,173,R,137,R,6,R,4,R,2,R,2,R,2,Z,0,R,3,R,2,R,1
2019,100858,103,10,3,R,375,R,194,R,181,Z,0,Z,0,Z,0,R,36,R,25,R,11,R,22,R,7,R,15,R,23,R,11,R,12,R,1,Z,0,R,1,R,232,R,109,R,123,R,9,R,5,R,4,R,3,R,3,Z,0,R,49,R,34,R,15
2019,100858,104,10,4,R,78,R,39,R,39,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,2,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,65,R,34,R,31,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,5,R,2,R,3
2019,100858,105,10,5,R,165,R,76,R,89,Z,0,Z,0,Z,0,R,6,R,1,R,5,R,11,R,4,R,7,R,11,R,3,R,8,Z,0,Z,0,Z,0,R,128,R,63,R,65,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,5,R,4
2019,100858,106,10,6,R,10,R,6,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,4,R,3,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,2,R,1,R,1
2019,100858,200,20,0,R,718,R,489,R,229,R,7,R,4,R,3,R,99,R,76,R,23,R,24,R,13,R,11,R,23,R,15,R,8,R,0,R,0,R,0,R,555,R,373,R,182,R,4,R,3,R,1,R,2,R,2,R,0,R,4,R,3,R,1
2019,100858,201,20,1,R,391,R,298,R,93,R,6,R,4,R,2,R,66,R,55,R,11,R,12,R,8,R,4,R,15,R,10,R,5,Z,0,Z,0,Z,0,R,290,R,219,R,71,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2019,100858,202,20,2,R,326,R,190,R,136,R,1,Z,0,R,1,R,33,R,21,R,12,R,12,R,5,R,7,R,8,R,5,R,3,Z,0,Z,0,Z,0,R,264,R,153,R,111,R,3,R,2,R,1,R,2,R,2,Z,0,R,3,R,2,R,1
2019,100858,204,20,4,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,100858,300,30,0,R,352,R,200,R,152,R,0,R,0,R,0,R,43,R,31,R,12,R,19,R,5,R,14,R,23,R,13,R,10,R,1,R,0,R,1,R,206,R,108,R,98,R,8,R,6,R,2,R,3,R,3,R,0,R,49,R,34,R,15
2019,100858,301,30,1,R,5,R,3,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,100858,302,30,2,R,30,R,21,R,9,Z,0,Z,0,Z,0,R,8,R,6,R,2,R,1,Z,0,R,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,17,R,11,R,6,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,100858,303,30,3,R,317,R,176,R,141,Z,0,Z,0,Z,0,R,34,R,24,R,10,R,18,R,5,R,13,R,21,R,11,R,10,R,1,Z,0,R,1,R,185,R,95,R,90,R,6,R,4,R,2,R,3,R,3,Z,0,R,49,R,34,R,15
2019,100858,400,40,0,R,355,R,151,R,204,R,0,R,0,R,0,R,12,R,4,R,8,R,22,R,7,R,15,R,16,R,6,R,10,R,0,R,0,R,0,R,282,R,124,R,158,R,6,R,1,R,5,R,1,R,1,R,0,R,16,R,8,R,8
2019,100858,401,40,1,R,7,R,1,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,1,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,100858,402,40,2,R,38,R,12,R,26,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,29,R,9,R,20,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,100858,403,40,3,R,58,R,18,R,40,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,4,R,2,R,2,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,47,R,14,R,33,R,3,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,100858,404,40,4,R,77,R,38,R,39,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,2,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,64,R,33,R,31,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,5,R,2,R,3
2019,100858,405,40,5,R,165,R,76,R,89,Z,0,Z,0,Z,0,R,6,R,1,R,5,R,11,R,4,R,7,R,11,R,3,R,8,Z,0,Z,0,Z,0,R,128,R,63,R,65,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,5,R,4
2019,100858,406,40,6,R,10,R,6,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,4,R,3,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,2,R,1,R,1
2019,100858,430,43,0,R,355,R,151,R,204,R,0,R,0,R,0,R,12,R,4,R,8,R,22,R,7,R,15,R,16,R,6,R,10,R,0,R,0,R,0,R,282,R,124,R,158,R,6,R,1,R,5,R,1,R,1,R,0,R,16,R,8,R,8
2019,100858,431,43,1,R,7,R,1,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,1,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,100858,432,43,2,R,38,R,12,R,26,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,29,R,9,R,20,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,100858,433,43,3,R,58,R,18,R,40,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,4,R,2,R,2,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,47,R,14,R,33,R,3,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,100858,434,43,4,R,77,R,38,R,39,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,2,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,64,R,33,R,31,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,5,R,2,R,3
2019,100858,435,43,5,R,165,R,76,R,89,Z,0,Z,0,Z,0,R,6,R,1,R,5,R,11,R,4,R,7,R,11,R,3,R,8,Z,0,Z,0,Z,0,R,128,R,63,R,65,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,5,R,4
2019,100858,436,43,6,R,10,R,6,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,4,R,3,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,2,R,1,R,1
2019,110404,  1, 0,0,R,348,R,269,R,79,Z,0,Z,0,Z,0,R,50,R,36,R,14,R,5,R,4,R,1,R,15,R,12,R,3,Z,0,Z,0,Z,0,R,255,R,201,R,54,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,21,R,14,R,7
2019,110404,100,10,0,R,338,R,262,R,76,Z,0,Z,0,Z,0,R,45,R,33,R,12,R,5,R,4,R,1,R,14,R,11,R,3,Z,0,Z,0,Z,0,R,252,R,199,R,53,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,20,R,13,R,7
2019,110404,101,10,1,R,255,R,205,R,50,Z,0,Z,0,Z,0,R,35,R,29,R,6,R,3,R,3,Z,0,R,9,R,9,Z,0,Z,0,Z,0,Z,0,R,203,R,161,R,42,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,4,R,2,R,2
2019,110404,102,10,2,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,110404,103,10,3,R,44,R,30,R,14,Z,0,Z,0,Z,0,R,6,R,4,R,2,R,2,R,1,R,1,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,28,R,21,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,4,R,2
2019,110404,104,10,4,R,15,R,10,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,10,R,7,R,3
2019,110404,105,10,5,R,18,R,12,R,6,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,3,R,2,R,1,Z,0,Z,0,Z,0,R,12,R,10,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,110404,106,10,6,R,4,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,110404,200,20,0,R,255,R,205,R,50,R,0,R,0,R,0,R,35,R,29,R,6,R,3,R,3,R,0,R,9,R,9,R,0,R,0,R,0,R,0,R,203,R,161,R,42,R,0,R,0,R,0,R,1,R,1,R,0,R,4,R,2,R,2
2019,110404,201,20,1,R,255,R,205,R,50,R,0,R,0,R,0,R,35,R,29,R,6,R,3,R,3,R,0,R,9,R,9,R,0,R,0,R,0,R,0,R,203,R,161,R,42,R,0,R,0,R,0,R,1,R,1,R,0,R,4,R,2,R,2
2019,110404,300,30,0,R,46,R,31,R,15,R,0,R,0,R,0,R,7,R,4,R,3,R,2,R,1,R,1,R,2,R,0,R,2,R,0,R,0,R,0,R,29,R,22,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,4,R,2
2019,110404,302,30,2,R,2,R,1,R,1,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2019,110404,303,30,3,R,44,R,30,R,14,R,0,R,0,R,0,R,6,R,4,R,2,R,2,R,1,R,1,R,2,R,0,R,2,R,0,R,0,R,0,R,28,R,21,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,4,R,2
2019,110404,400,40,0,R,37,R,26,R,11,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,3,R,2,R,1,R,0,R,0,R,0,R,20,R,16,R,4,R,0,R,0,R,0,R,1,R,1,R,0,R,10,R,7,R,3
2019,110404,404,40,4,R,15,R,10,R,5,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,2,R,2,R,0,R,0,R,0,R,1,R,1,R,0,R,10,R,7,R,3
2019,110404,405,40,5,R,18,R,12,R,6,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,3,R,2,R,1,R,0,R,0,R,0,R,12,R,10,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2019,110404,406,40,6,R,4,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2019,110404,410,41,0,R,28,R,18,R,10,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,14,R,11,R,3,R,0,R,0,R,0,R,1,R,1,R,0,R,8,R,5,R,3
2019,110404,414,41,4,R,12,R,8,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,2,R,1,R,0,R,0,R,0,R,1,R,1,R,0,R,8,R,5,R,3
2019,110404,415,41,5,R,16,R,10,R,6,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,11,R,9,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2019,110404,420,42,0,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
2019,110404,424,42,4,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
2019,110404,425,42,5,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2019,110404,430,43,0,R,7,R,6,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,5,R,4,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
2019,110404,434,43,4,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
2019,110404,435,43,5,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2019,110404,436,43,6,R,4,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2019,110404,440,44,0,R,28,R,18,R,10,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,14,R,11,R,3,R,0,R,0,R,0,R,1,R,1,R,0,R,8,R,5,R,3
2019,110404,444,44,4,R,12,R,8,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,2,R,1,R,0,R,0,R,0,R,1,R,1,R,0,R,8,R,5,R,3
2019,110404,445,44,5,R,16,R,10,R,6,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,11,R,9,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2019,110404,500,50,0,R,10,R,7,R,3,R,0,R,0,R,0,R,5,R,3,R,2,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,3,R,2,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
2019,110635,  1, 0,0,R,1822,R,1111,R,711,R,2,Z,0,R,2,R,277,R,143,R,134,R,68,R,36,R,32,R,102,R,62,R,40,Z,0,Z,0,Z,0,R,1210,R,772,R,438,R,25,R,11,R,14,R,77,R,47,R,30,R,61,R,40,R,21
2019,110635,100,10,0,R,1820,R,1110,R,710,R,2,Z,0,R,2,R,277,R,143,R,134,R,68,R,36,R,32,R,102,R,62,R,40,Z,0,Z,0,Z,0,R,1210,R,772,R,438,R,25,R,11,R,14,R,75,R,46,R,29,R,61,R,40,R,21
2019,110635,101,10,1,R,882,R,635,R,247,R,1,Z,0,R,1,R,117,R,77,R,40,R,29,R,20,R,9,R,40,R,28,R,12,Z,0,Z,0,Z,0,R,667,R,487,R,180,R,5,R,3,R,2,R,15,R,13,R,2,R,8,R,7,R,1
2019,110635,102,10,2,R,319,R,180,R,139,R,1,Z,0,R,1,R,51,R,30,R,21,R,14,R,5,R,9,R,27,R,16,R,11,Z,0,Z,0,Z,0,R,207,R,118,R,89,R,8,R,3,R,5,R,9,R,7,R,2,R,2,R,1,R,1
2019,110635,103,10,3,R,289,R,161,R,128,Z,0,Z,0,Z,0,R,51,R,20,R,31,R,17,R,8,R,9,R,13,R,10,R,3,Z,0,Z,0,Z,0,R,137,R,75,R,62,R,9,R,4,R,5,R,30,R,19,R,11,R,32,R,25,R,7
2019,110635,104,10,4,R,3,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0
2019,110635,105,10,5,R,318,R,130,R,188,Z,0,Z,0,Z,0,R,56,R,15,R,41,R,7,R,2,R,5,R,21,R,8,R,13,Z,0,Z,0,Z,0,R,195,R,92,R,103,R,3,R,1,R,2,R,18,R,5,R,13,R,18,R,7,R,11
2019,110635,106,10,6,R,9,R,2,R,7,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,1,Z,0,R,1
2019,110635,200,20,0,R,1157,R,794,R,363,R,2,R,0,R,2,R,161,R,104,R,57,R,41,R,25,R,16,R,66,R,44,R,22,R,0,R,0,R,0,R,849,R,593,R,256,R,12,R,6,R,6,R,21,R,18,R,3,R,5,R,4,R,1
2019,110635,201,20,1,R,836,R,610,R,226,R,1,Z,0,R,1,R,112,R,75,R,37,R,27,R,20,R,7,R,39,R,28,R,11,Z,0,Z,0,Z,0,R,635,R,469,R,166,R,5,R,3,R,2,R,13,R,11,R,2,R,4,R,4,Z,0
2019,110635,202,20,2,R,299,R,171,R,128,R,1,Z,0,R,1,R,47,R,28,R,19,R,14,R,5,R,9,R,26,R,15,R,11,Z,0,Z,0,Z,0,R,195,R,113,R,82,R,7,R,3,R,4,R,8,R,7,R,1,R,1,Z,0,R,1
2019,110635,205,20,5,R,22,R,13,R,9,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,19,R,11,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,110635,300,30,0,R,245,R,138,R,107,R,0,R,0,R,0,R,39,R,16,R,23,R,17,R,8,R,9,R,11,R,8,R,3,R,0,R,0,R,0,R,123,R,69,R,54,R,9,R,4,R,5,R,24,R,16,R,8,R,22,R,17,R,5
2019,110635,301,30,1,R,7,R,2,R,5,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,110635,303,30,3,R,235,R,135,R,100,Z,0,Z,0,Z,0,R,36,R,15,R,21,R,16,R,8,R,8,R,11,R,8,R,3,Z,0,Z,0,Z,0,R,118,R,67,R,51,R,9,R,4,R,5,R,23,R,16,R,7,R,22,R,17,R,5
2019,110635,305,30,5,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2019,110635,400,40,0,R,418,R,178,R,240,R,0,R,0,R,0,R,77,R,23,R,54,R,10,R,3,R,7,R,25,R,10,R,15,R,0,R,0,R,0,R,238,R,110,R,128,R,4,R,1,R,3,R,30,R,12,R,18,R,34,R,19,R,15
2019,110635,401,40,1,R,39,R,23,R,16,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,28,R,17,R,11,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,4,R,3,R,1
2019,110635,402,40,2,R,20,R,9,R,11,Z,0,Z,0,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,12,R,5,R,7,R,1,Z,0,R,1,R,1,Z,0,R,1,R,1,R,1,Z,0
2019,110635,403,40,3,R,54,R,26,R,28,Z,0,Z,0,Z,0,R,15,R,5,R,10,R,1,Z,0,R,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,19,R,8,R,11,Z,0,Z,0,Z,0,R,7,R,3,R,4,R,10,R,8,R,2
2019,110635,404,40,4,R,3,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0
2019,110635,405,40,5,R,293,R,116,R,177,Z,0,Z,0,Z,0,R,53,R,14,R,39,R,7,R,2,R,5,R,20,R,7,R,13,Z,0,Z,0,Z,0,R,175,R,80,R,95,R,3,R,1,R,2,R,17,R,5,R,12,R,18,R,7,R,11
2019,110635,406,40,6,R,9,R,2,R,7,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,1,Z,0,R,1
2019,110635,410,41,0,R,233,R,92,R,141,R,0,R,0,R,0,R,55,R,16,R,39,R,8,R,2,R,6,R,11,R,3,R,8,R,0,R,0,R,0,R,136,R,62,R,74,R,2,R,1,R,1,R,9,R,3,R,6,R,12,R,5,R,7
2019,110635,411,41,1,R,33,R,17,R,16,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,25,R,14,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,2,R,1
2019,110635,412,41,2,R,20,R,9,R,11,Z,0,Z,0,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,12,R,5,R,7,R,1,Z,0,R,1,R,1,Z,0,R,1,R,1,R,1,Z,0
2019,110635,413,41,3,R,40,R,15,R,25,Z,0,Z,0,Z,0,R,15,R,5,R,10,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,17,R,7,R,10,Z,0,Z,0,Z,0,R,4,R,1,R,3,R,2,R,1,R,1
2019,110635,414,41,4,R,3,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0
2019,110635,415,41,5,R,136,R,49,R,87,Z,0,Z,0,Z,0,R,33,R,8,R,25,R,5,R,1,R,4,R,8,R,1,R,7,Z,0,Z,0,Z,0,R,80,R,36,R,44,R,1,R,1,Z,0,R,3,R,1,R,2,R,6,R,1,R,5
2019,110635,416,41,6,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,110635,420,42,0,R,181,R,83,R,98,R,0,R,0,R,0,R,22,R,7,R,15,R,2,R,1,R,1,R,13,R,6,R,7,R,0,R,0,R,0,R,99,R,46,R,53,R,2,R,0,R,2,R,21,R,9,R,12,R,22,R,14,R,8
2019,110635,421,42,1,R,6,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,3,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,1,R,1,Z,0
2019,110635,423,42,3,R,14,R,11,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,8,R,7,R,1
2019,110635,425,42,5,R,153,R,64,R,89,Z,0,Z,0,Z,0,R,20,R,6,R,14,R,2,R,1,R,1,R,11,R,5,R,6,Z,0,Z,0,Z,0,R,92,R,42,R,50,R,2,Z,0,R,2,R,14,R,4,R,10,R,12,R,6,R,6
