year,UNITID,SISCAT,FACSTAT,ARANK,XHRTOTLT,HRTOTLT,XHRTOTLM,HRTOTLM,XHRTOTLW,HRTOTLW,XHRAIANT,HRAIANT,XHRAIANM,HRAIANM,XHRAIANW,HRAIANW,XHRASIAT,HRASIAT,XHRASIAM,HRASIAM,XHRASIAW,HRASIAW,XHRBKAAT,HRBKAAT,XHRBKAAM,HRBKAAM,XHRBKAAW,HRBKAAW,XHRHISPT,HRHISPT,XHRHISPM,HRHISPM,XHRHISPW,HRHISPW,XHRNHPIT,HRNHPIT,XHRNHPIM,HRNHPIM,XHRNHPIW,HRNHPIW,XHRWHITT,HRWHITT,XHRWHITM,HRWHITM,XHRWHITW,HRWHITW,XHR2MORT,HR2MORT,XHR2MORM,HR2MORM,XHR2MORW,HR2MORW,XHRUNKNT,HRUNKNT,XHRUNKNM,HRUNKNM,XHRUNKNW,HRUNKNW,XHRNRALT,HRNRALT,XHRNRALM,HRNRALM,XHRNRALW,HRNRALW 
2019,228778,423,42,3,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2019,228778,424,42,4,R,27,R,9,R,18,R,0,R,0,R,0,R,4,R,2,R,2,R,2,R,0,R,2,R,4,R,0,R,4,R,0,R,0,R,0,R,14,R,5,R,9,R,1,R,0,R,1,R,0,R,0,R,0,R,2,R,2,R,0
2019,228778,425,42,5,R,432,R,170,R,262,R,0,R,0,R,0,R,39,R,16,R,23,R,13,R,3,R,10,R,46,R,12,R,34,R,0,R,0,R,0,R,298,R,125,R,173,R,6,R,2,R,4,R,0,R,0,R,0,R,30,R,12,R,18
2019,228778,430,43,0,R,66,R,28,R,38,R,1,R,0,R,1,R,5,R,2,R,3,R,0,R,0,R,0,R,9,R,2,R,7,R,0,R,0,R,0,R,46,R,21,R,25,R,1,R,1,R,0,R,0,R,0,R,0,R,4,R,2,R,2
2019,228778,434,43,4,R,7,R,3,R,4,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,2,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
2019,228778,435,43,5,R,59,R,25,R,34,R,1,R,0,R,1,R,4,R,2,R,2,R,0,R,0,R,0,R,9,R,2,R,7,R,0,R,0,R,0,R,41,R,19,R,22,R,1,R,1,R,0,R,0,R,0,R,0,R,3,R,1,R,2
2019,228778,440,44,0,R,379,R,184,R,195,R,0,R,0,R,0,R,46,R,20,R,26,R,11,R,5,R,6,R,26,R,10,R,16,R,0,R,0,R,0,R,277,R,139,R,138,R,5,R,2,R,3,R,0,R,0,R,0,R,14,R,8,R,6
2019,228778,443,44,3,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2019,228778,444,44,4,R,10,R,8,R,2,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,2,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,5,R,1
2019,228778,445,44,5,R,368,R,176,R,192,R,0,R,0,R,0,R,45,R,19,R,26,R,11,R,5,R,6,R,26,R,10,R,16,R,0,R,0,R,0,R,273,R,137,R,136,R,5,R,2,R,3,R,0,R,0,R,0,R,8,R,3,R,5
2019,228875,  1, 0,0,R,740,R,374,R,366,R,8,R,4,R,4,R,55,R,31,R,24,R,37,R,11,R,26,R,38,R,21,R,17,Z,0,Z,0,Z,0,R,583,R,297,R,286,R,2,Z,0,R,2,R,5,R,5,Z,0,R,12,R,5,R,7
2019,228875,100,10,0,R,737,R,373,R,364,R,8,R,4,R,4,R,55,R,31,R,24,R,37,R,11,R,26,R,38,R,21,R,17,Z,0,Z,0,Z,0,R,580,R,296,R,284,R,2,Z,0,R,2,R,5,R,5,Z,0,R,12,R,5,R,7
2019,228875,101,10,1,R,199,R,133,R,66,Z,0,Z,0,Z,0,R,11,R,8,R,3,R,4,R,1,R,3,R,8,R,7,R,1,Z,0,Z,0,Z,0,R,176,R,117,R,59,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,102,10,2,R,227,R,119,R,108,R,2,Z,0,R,2,R,22,R,14,R,8,R,9,R,3,R,6,R,9,R,6,R,3,Z,0,Z,0,Z,0,R,179,R,93,R,86,R,1,Z,0,R,1,R,3,R,3,Z,0,R,2,Z,0,R,2
2019,228875,103,10,3,R,166,R,68,R,98,R,2,R,1,R,1,R,20,R,8,R,12,R,13,R,4,R,9,R,16,R,7,R,9,Z,0,Z,0,Z,0,R,104,R,42,R,62,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,9,R,4,R,5
2019,228875,104,10,4,R,94,R,37,R,57,R,4,R,3,R,1,R,1,R,1,Z,0,R,6,Z,0,R,6,R,5,R,1,R,4,Z,0,Z,0,Z,0,R,76,R,31,R,45,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2019,228875,105,10,5,R,51,R,16,R,35,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,5,R,3,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,45,R,13,R,32,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,200,20,0,R,346,R,212,R,134,R,1,R,0,R,1,R,28,R,19,R,9,R,12,R,4,R,8,R,13,R,10,R,3,R,0,R,0,R,0,R,287,R,177,R,110,R,1,R,0,R,1,R,2,R,2,R,0,R,2,R,0,R,2
2019,228875,201,20,1,R,171,R,119,R,52,Z,0,Z,0,Z,0,R,9,R,6,R,3,R,4,R,1,R,3,R,7,R,6,R,1,Z,0,Z,0,Z,0,R,151,R,106,R,45,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,202,20,2,R,173,R,93,R,80,R,1,Z,0,R,1,R,19,R,13,R,6,R,8,R,3,R,5,R,6,R,4,R,2,Z,0,Z,0,Z,0,R,134,R,71,R,63,R,1,Z,0,R,1,R,2,R,2,Z,0,R,2,Z,0,R,2
2019,228875,203,20,3,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,300,30,0,R,120,R,57,R,63,R,2,R,1,R,1,R,20,R,8,R,12,R,9,R,3,R,6,R,14,R,8,R,6,R,0,R,0,R,0,R,65,R,31,R,34,R,0,R,0,R,0,R,2,R,2,R,0,R,8,R,4,R,4
2019,228875,302,30,2,R,6,R,3,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,303,30,3,R,114,R,54,R,60,R,2,R,1,R,1,R,20,R,8,R,12,R,9,R,3,R,6,R,12,R,7,R,5,Z,0,Z,0,Z,0,R,61,R,29,R,32,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,8,R,4,R,4
2019,228875,400,40,0,R,271,R,104,R,167,R,5,R,3,R,2,R,7,R,4,R,3,R,16,R,4,R,12,R,11,R,3,R,8,R,0,R,0,R,0,R,228,R,88,R,140,R,1,R,0,R,1,R,1,R,1,R,0,R,2,R,1,R,1
2019,228875,401,40,1,R,28,R,14,R,14,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,25,R,11,R,14,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,402,40,2,R,48,R,23,R,25,R,1,Z,0,R,1,R,3,R,1,R,2,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,41,R,20,R,21,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0
2019,228875,403,40,3,R,50,R,14,R,36,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,1,R,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,41,R,13,R,28,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1
2019,228875,404,40,4,R,94,R,37,R,57,R,4,R,3,R,1,R,1,R,1,Z,0,R,6,Z,0,R,6,R,5,R,1,R,4,Z,0,Z,0,Z,0,R,76,R,31,R,45,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2019,228875,405,40,5,R,51,R,16,R,35,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,5,R,3,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,45,R,13,R,32,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,410,41,0,R,89,R,38,R,51,R,3,R,2,R,1,R,1,R,1,R,0,R,5,R,1,R,4,R,5,R,1,R,4,R,0,R,0,R,0,R,74,R,33,R,41,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0
2019,228875,411,41,1,R,14,R,4,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,13,R,3,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,412,41,2,R,23,R,12,R,11,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,21,R,12,R,9,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,413,41,3,R,8,R,7,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,6,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,414,41,4,R,44,R,15,R,29,R,2,R,2,Z,0,R,1,R,1,Z,0,R,3,Z,0,R,3,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,34,R,12,R,22,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,420,42,0,R,178,R,64,R,114,R,2,R,1,R,1,R,6,R,3,R,3,R,10,R,2,R,8,R,6,R,2,R,4,R,0,R,0,R,0,R,151,R,54,R,97,R,0,R,0,R,0,R,1,R,1,R,0,R,2,R,1,R,1
2019,228875,421,42,1,R,14,R,10,R,4,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,12,R,8,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,422,42,2,R,25,R,11,R,14,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,20,R,8,R,12,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0
2019,228875,423,42,3,R,42,R,7,R,35,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,R,3,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,35,R,7,R,28,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1
2019,228875,424,42,4,R,50,R,22,R,28,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,3,Z,0,R,3,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,42,R,19,R,23,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2019,228875,425,42,5,R,47,R,14,R,33,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,4,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,42,R,12,R,30,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,430,43,0,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,1,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2019,228875,435,43,5,R,4,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,440,44,0,R,89,R,38,R,51,R,3,R,2,R,1,R,1,R,1,R,0,R,5,R,1,R,4,R,5,R,1,R,4,R,0,R,0,R,0,R,74,R,33,R,41,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0
2019,228875,441,44,1,R,14,R,4,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,13,R,3,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,442,44,2,R,23,R,12,R,11,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,21,R,12,R,9,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,443,44,3,R,8,R,7,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,6,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,444,44,4,R,44,R,15,R,29,R,2,R,2,Z,0,R,1,R,1,Z,0,R,3,Z,0,R,3,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,34,R,12,R,22,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,228875,500,50,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,231624,  1, 0,0,R,716,R,415,R,301,R,1,R,1,Z,0,R,48,R,32,R,16,R,29,R,10,R,19,R,21,R,11,R,10,Z,0,Z,0,Z,0,R,518,R,303,R,215,R,8,R,4,R,4,R,52,R,32,R,20,R,39,R,22,R,17
2019,231624,100,10,0,R,716,R,415,R,301,R,1,R,1,Z,0,R,48,R,32,R,16,R,29,R,10,R,19,R,21,R,11,R,10,Z,0,Z,0,Z,0,R,518,R,303,R,215,R,8,R,4,R,4,R,52,R,32,R,20,R,39,R,22,R,17
2019,231624,101,10,1,R,260,R,172,R,88,R,1,R,1,Z,0,R,16,R,12,R,4,R,8,R,5,R,3,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,218,R,141,R,77,Z,0,Z,0,Z,0,R,12,R,10,R,2,R,1,R,1,Z,0
2019,231624,102,10,2,R,190,R,109,R,81,Z,0,Z,0,Z,0,R,12,R,8,R,4,R,11,R,3,R,8,R,5,R,3,R,2,Z,0,Z,0,Z,0,R,134,R,78,R,56,R,6,R,3,R,3,R,16,R,9,R,7,R,6,R,5,R,1
2019,231624,103,10,3,R,164,R,94,R,70,Z,0,Z,0,Z,0,R,11,R,10,R,1,R,7,R,2,R,5,R,8,R,5,R,3,Z,0,Z,0,Z,0,R,93,R,49,R,44,R,2,R,1,R,1,R,18,R,11,R,7,R,25,R,16,R,9
2019,231624,104,10,4,R,23,R,8,R,15,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,15,R,7,R,8,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,4,Z,0,R,4
2019,231624,105,10,5,R,79,R,32,R,47,Z,0,Z,0,Z,0,R,9,R,2,R,7,R,3,Z,0,R,3,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,58,R,28,R,30,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,3,Z,0,R,3
2019,231624,200,20,0,R,416,R,262,R,154,R,1,R,1,R,0,R,24,R,18,R,6,R,17,R,7,R,10,R,8,R,4,R,4,R,0,R,0,R,0,R,330,R,207,R,123,R,5,R,3,R,2,R,26,R,18,R,8,R,5,R,4,R,1
2019,231624,201,20,1,R,249,R,165,R,84,R,1,R,1,Z,0,R,14,R,10,R,4,R,7,R,5,R,2,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,212,R,138,R,74,Z,0,Z,0,Z,0,R,12,R,10,R,2,Z,0,Z,0,Z,0
2019,231624,202,20,2,R,167,R,97,R,70,Z,0,Z,0,Z,0,R,10,R,8,R,2,R,10,R,2,R,8,R,5,R,3,R,2,Z,0,Z,0,Z,0,R,118,R,69,R,49,R,5,R,3,R,2,R,14,R,8,R,6,R,5,R,4,R,1
2019,231624,300,30,0,R,112,R,70,R,42,R,0,R,0,R,0,R,9,R,8,R,1,R,8,R,3,R,5,R,6,R,3,R,3,R,0,R,0,R,0,R,53,R,30,R,23,R,2,R,1,R,1,R,17,R,11,R,6,R,17,R,14,R,3
2019,231624,301,30,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,231624,302,30,2,R,5,R,2,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2019,231624,303,30,3,R,106,R,67,R,39,Z,0,Z,0,Z,0,R,9,R,8,R,1,R,7,R,2,R,5,R,6,R,3,R,3,Z,0,Z,0,Z,0,R,49,R,28,R,21,R,2,R,1,R,1,R,16,R,11,R,5,R,17,R,14,R,3
2019,231624,400,40,0,R,188,R,83,R,105,R,0,R,0,R,0,R,15,R,6,R,9,R,4,R,0,R,4,R,7,R,4,R,3,R,0,R,0,R,0,R,135,R,66,R,69,R,1,R,0,R,1,R,9,R,3,R,6,R,17,R,4,R,13
2019,231624,401,40,1,R,10,R,6,R,4,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,5,R,2,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2019,231624,402,40,2,R,18,R,10,R,8,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,13,R,8,R,5,R,1,Z,0,R,1,R,1,R,1,Z,0,R,1,R,1,Z,0
2019,231624,403,40,3,R,58,R,27,R,31,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,44,R,21,R,23,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,8,R,2,R,6
2019,231624,404,40,4,R,23,R,8,R,15,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,15,R,7,R,8,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,4,Z,0,R,4
2019,231624,405,40,5,R,79,R,32,R,47,Z,0,Z,0,Z,0,R,9,R,2,R,7,R,3,Z,0,R,3,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,58,R,28,R,30,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,3,Z,0,R,3
2019,231624,410,41,0,R,88,R,33,R,55,R,0,R,0,R,0,R,10,R,1,R,9,R,3,R,0,R,3,R,4,R,2,R,2,R,0,R,0,R,0,R,63,R,28,R,35,R,1,R,0,R,1,R,3,R,1,R,2,R,4,R,1,R,3
2019,231624,411,41,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,231624,412,41,2,R,7,R,2,R,5,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,2,R,2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,231624,413,41,3,R,16,R,8,R,8,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,12,R,6,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,1,R,2
2019,231624,414,41,4,R,3,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1
2019,231624,415,41,5,R,60,R,20,R,40,Z,0,Z,0,Z,0,R,7,Z,0,R,7,R,3,Z,0,R,3,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,44,R,18,R,26,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0
2019,231624,420,42,0,R,89,R,47,R,42,R,0,R,0,R,0,R,5,R,5,R,0,R,1,R,0,R,1,R,2,R,2,R,0,R,0,R,0,R,0,R,64,R,36,R,28,R,0,R,0,R,0,R,5,R,2,R,3,R,12,R,2,R,10
2019,231624,421,42,1,R,8,R,4,R,4,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2019,231624,422,42,2,R,10,R,7,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,6,R,3,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0
2019,231624,423,42,3,R,40,R,19,R,21,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,30,R,15,R,15,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,5,R,1,R,4
2019,231624,424,42,4,R,12,R,5,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,4,R,3,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,3,Z,0,R,3
2019,231624,425,42,5,R,19,R,12,R,7,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14,R,10,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,R,3
2019,231624,430,43,0,R,11,R,3,R,8,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,8,R,2,R,6,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,1,R,0
2019,231624,432,43,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2019,231624,433,43,3,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,231624,434,43,4,R,8,R,2,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,6,R,2,R,4,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2019,231624,440,44,0,R,41,R,18,R,23,R,0,R,0,R,0,R,4,R,1,R,3,R,1,R,0,R,1,R,2,R,2,R,0,R,0,R,0,R,0,R,28,R,13,R,15,R,0,R,0,R,0,R,2,R,1,R,1,R,4,R,1,R,3
2019,231624,441,44,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,231624,443,44,3,R,14,R,8,R,6,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,R,6,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,1,R,2
2019,231624,444,44,4,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1
2019,231624,445,44,5,R,25,R,9,R,16,Z,0,Z,0,Z,0,R,3,Z,0,R,3,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,18,R,7,R,11,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0
2019,231624,450,45,0,R,47,R,15,R,32,R,0,R,0,R,0,R,6,R,0,R,6,R,2,R,0,R,2,R,2,R,0,R,2,R,0,R,0,R,0,R,35,R,15,R,20,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0
2019,231624,451,45,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,231624,452,45,2,R,7,R,2,R,5,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,2,R,2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
