year,UNITID,SNHCAT,OCCUPCAT,FACSTAT,SGTYPE,XHRTOTLT,HRTOTLT,XHRTOTLM,HRTOTLM,XHRTOTLW,HRTOTLW,XHRAIANT,HRAIANT,XHRAIANM,HRAIANM,XHRAIANW,HRAIANW,XHRASIAT,HRASIAT,XHRASIAM,HRASIAM,XHRASIAW,HRASIAW,XHRBKAAT,HRBKAAT,XHRBKAAM,HRBKAAM,XHRBKAAW,HRBKAAW,XHRHISPT,HRHISPT,XHRHISPM,HRHISPM,XHRHISPW,HRHISPW,XHRNHPIT,HRNHPIT,XHRNHPIM,HRNHPIM,XHRNHPIW,HRNHPIW,XHRWHITT,HRWHITT,XHRWHITM,HRWHITM,XHRWHITW,HRWHITW,XHR2MORT,HR2MORT,XHR2MORM,HR2MORM,XHR2MORW,HR2MORW,XHRUNKNT,HRUNKNT,XHRUNKNM,HRUNKNM,XHRUNKNW,HRUNKNW,XHRNRALT,HRNRALT,XHRNRALM,HRNRALM,XHRNRALW,HRNRALW 
2019,240444,21040,210,40,-2,R,98,R,50,R,48,Z,0,Z,0,Z,0,R,12,R,8,R,4,R,1,Z,0,R,1,R,4,R,1,R,3,Z,0,Z,0,Z,0,R,70,R,35,R,35,Z,0,Z,0,Z,0,R,6,R,4,R,2,R,5,R,2,R,3
2019,240444,21041,210,41,-2,R,98,R,50,R,48,Z,0,Z,0,Z,0,R,12,R,8,R,4,R,1,Z,0,R,1,R,4,R,1,R,3,Z,0,Z,0,Z,0,R,70,R,35,R,35,Z,0,Z,0,Z,0,R,6,R,4,R,2,R,5,R,2,R,3
2019,240444,21045,210,45,-2,R,98,R,50,R,48,Z,0,Z,0,Z,0,R,12,R,8,R,4,R,1,Z,0,R,1,R,4,R,1,R,3,Z,0,Z,0,Z,0,R,70,R,35,R,35,Z,0,Z,0,Z,0,R,6,R,4,R,2,R,5,R,2,R,3
2019,240444,22000,220, 0,-2,R,23,R,9,R,14,Z,0,Z,0,Z,0,R,5,R,2,R,3,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,12,R,4,R,8,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,4,R,2,R,2
2019,240444,25000,250, 0,-2,R,28,R,3,R,25,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,22,R,3,R,19,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0
2019,240444,30000,300, 0,-2,R,50,R,24,R,26,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,3,R,1,R,2,R,4,R,1,R,3,Z,0,Z,0,Z,0,R,38,R,20,R,18,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2019,240444,31000,310, 0,-2,R,215,R,67,R,148,Z,0,Z,0,Z,0,R,11,R,3,R,8,R,11,R,8,R,3,R,9,R,3,R,6,Z,0,Z,0,Z,0,R,175,R,49,R,126,R,1,Z,0,R,1,R,7,R,3,R,4,R,1,R,1,Z,0
2019,240444,32000,320, 0,-2,R,361,R,168,R,193,R,2,R,1,R,1,R,31,R,16,R,15,R,8,R,3,R,5,R,16,R,11,R,5,Z,0,Z,0,Z,0,R,284,R,130,R,154,R,6,R,2,R,4,R,7,R,3,R,4,R,7,R,2,R,5
2019,240444,33000,330, 0,-2,R,243,R,78,R,165,Z,0,Z,0,Z,0,R,12,R,4,R,8,R,20,R,11,R,9,R,14,R,5,R,9,Z,0,Z,0,Z,0,R,179,R,52,R,127,R,7,R,2,R,5,R,10,R,4,R,6,R,1,Z,0,R,1
2019,240444,34000,340, 0,-2,R,40,R,3,R,37,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,39,R,3,R,36,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,240444,35000,350, 0,-2,R,195,R,127,R,68,Z,0,Z,0,Z,0,R,17,R,10,R,7,R,25,R,19,R,6,R,28,R,13,R,15,Z,0,Z,0,Z,0,R,115,R,79,R,36,R,3,R,1,R,2,R,3,R,3,Z,0,R,4,R,2,R,2
2019,240444,37000,370, 0,-2,R,218,R,55,R,163,Z,0,Z,0,Z,0,R,14,R,2,R,12,R,9,R,3,R,6,R,9,R,3,R,6,Z,0,Z,0,Z,0,R,175,R,44,R,131,R,7,R,1,R,6,R,4,R,2,R,2,Z,0,Z,0,Z,0
2019,240444,38000,380, 0,-2,R,49,R,45,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,44,R,41,R,3,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0
2019,240444,39000,390, 0,-2,R,24,R,21,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,3,Z,0,Z,0,Z,0,Z,0,R,21,R,18,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,243744,10000,100, 0, 1,R,2595,R,966,R,1629,R,8,R,3,R,5,R,453,R,146,R,307,R,69,R,27,R,42,R,189,R,71,R,118,R,8,R,3,R,5,R,590,R,250,R,340,R,59,R,20,R,39,R,1042,R,352,R,690,R,177,R,94,R,83
2019,243744,20000,200, 0, 2,R,576,R,310,R,266,R,3,R,1,R,2,R,105,R,46,R,59,R,6,R,5,R,1,R,25,R,17,R,8,R,0,R,0,Z,0,R,202,R,113,R,89,R,15,R,4,R,11,R,90,R,44,R,46,R,130,R,80,R,50
2019,243744,21000,210, 0,-2,R,431,R,223,R,208,R,3,R,1,R,2,R,90,R,37,R,53,R,6,R,5,R,1,R,23,R,16,R,7,R,0,R,0,Z,0,R,160,R,86,R,74,R,14,R,4,R,10,R,78,R,39,R,39,R,57,R,35,R,22
2019,243744,21010,210,10,-2,R,107,R,56,R,51,R,1,Z,0,R,1,R,18,R,9,R,9,R,3,R,3,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,46,R,22,R,24,R,2,Z,0,R,2,R,14,R,8,R,6,R,19,R,12,R,7
2019,243744,21020,210,20,-2,R,11,R,3,R,8,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,1,R,6,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,Z,0,R,1
2019,243744,21030,210,30,-2,R,63,R,34,R,29,Z,0,Z,0,Z,0,R,9,R,4,R,5,R,2,R,2,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,22,R,12,R,10,R,2,Z,0,R,2,R,9,R,4,R,5,R,16,R,11,R,5
2019,243744,21040,210,40,-2,R,33,R,19,R,14,R,1,Z,0,R,1,R,8,R,5,R,3,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,17,R,9,R,8,Z,0,Z,0,Z,0,R,4,R,3,R,1,R,2,R,1,R,1
2019,243744,21041,210,41,-2,R,33,R,19,R,14,R,1,Z,0,R,1,R,8,R,5,R,3,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,17,R,9,R,8,Z,0,Z,0,Z,0,R,4,R,3,R,1,R,2,R,1,R,1
2019,243744,21044,210,44,-2,R,33,R,19,R,14,R,1,Z,0,R,1,R,8,R,5,R,3,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,17,R,9,R,8,Z,0,Z,0,Z,0,R,4,R,3,R,1,R,2,R,1,R,1
2019,243744,21050,210,50,-2,R,324,R,167,R,157,R,2,R,1,R,1,R,72,R,28,R,44,R,3,R,2,R,1,R,19,R,14,R,5,R,0,R,0,Z,0,R,114,R,64,R,50,R,12,R,4,R,8,R,64,R,31,R,33,R,38,R,23,R,15
2019,243744,22000,220, 0,-2,R,145,R,87,R,58,Z,0,Z,0,Z,0,R,15,R,9,R,6,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,42,R,27,R,15,R,1,Z,0,R,1,R,12,R,5,R,7,R,73,R,45,R,28
2019,243744,25000,250, 0,-2,R,49,R,9,R,40,Z,0,Z,0,Z,0,R,5,Z,0,R,5,R,1,Z,0,R,1,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,17,R,3,R,14,Z,0,Z,0,Z,0,R,23,R,5,R,18,Z,0,Z,0,Z,0
2019,243744,30000,300, 0,-2,R,89,R,31,R,58,Z,0,Z,0,Z,0,R,13,R,3,R,10,R,3,Z,0,R,3,R,7,R,3,R,4,Z,0,Z,0,Z,0,R,30,R,11,R,19,R,1,Z,0,R,1,R,34,R,14,R,20,R,1,Z,0,R,1
2019,243744,31000,310, 0,-2,R,528,R,143,R,385,R,1,Z,0,R,1,R,16,R,4,R,12,R,4,R,1,R,3,R,16,R,5,R,11,Z,0,Z,0,Z,0,R,32,R,5,R,27,Z,0,Z,0,Z,0,R,451,R,126,R,325,R,8,R,2,R,6
2019,243744,32000,320, 0,-2,R,689,R,277,R,412,R,2,R,1,R,1,R,222,R,72,R,150,R,22,R,11,R,11,R,57,R,19,R,38,R,2,R,1,R,1,R,171,R,81,R,90,R,21,R,10,R,11,R,158,R,70,R,88,R,34,R,12,R,22
2019,243744,33000,330, 0,-2,R,166,R,56,R,110,R,1,Z,0,R,1,R,18,R,6,R,12,R,5,R,3,R,2,R,16,R,3,R,13,Z,0,Z,0,Z,0,R,46,R,14,R,32,R,7,R,2,R,5,R,70,R,28,R,42,R,3,Z,0,R,3
2019,243744,34000,340, 0,-2,R,10,R,2,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,7,R,2,R,5,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,0,R,0,Z,0
2019,243744,35000,350, 0,-2,R,100,R,57,R,43,Z,0,Z,0,Z,0,R,9,R,4,R,5,R,6,R,3,R,3,R,22,R,13,R,9,R,3,R,2,R,1,R,8,R,6,R,2,Z,0,Z,0,Z,0,R,52,R,29,R,23,Z,0,Z,0,Z,0
2019,243744,37000,370, 0,-2,R,340,R,49,R,291,R,1,R,1,Z,0,R,59,R,7,R,52,R,21,R,4,R,17,R,41,R,8,R,33,R,2,Z,0,R,2,R,69,R,9,R,60,R,12,R,2,R,10,R,135,R,18,R,117,Z,0,Z,0,Z,0
2019,243744,38000,380, 0,-2,R,48,R,32,R,16,Z,0,Z,0,Z,0,R,6,R,4,R,2,R,1,Z,0,R,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,8,R,6,R,2,R,3,R,2,R,1,R,27,R,18,R,9,R,1,Z,0,R,1
2019,243780,10000,100, 0, 1,R,978,R,468,R,510,R,2,R,0,R,2,R,49,R,22,R,27,R,35,R,20,R,15,R,38,R,16,R,22,R,0,R,0,R,0,R,568,R,252,R,316,R,16,R,4,R,12,R,91,R,40,R,51,R,179,R,114,R,65
2019,243780,20000,200, 0, 2,R,297,R,182,R,115,R,1,R,0,R,1,R,20,R,12,R,8,R,7,R,5,R,2,R,9,R,5,R,4,R,0,R,0,R,0,R,76,R,41,R,35,R,5,R,3,R,2,R,19,R,10,R,9,R,160,R,106,R,54
2019,243780,21000,210, 0,-2,R,115,R,66,R,49,R,0,R,0,R,0,R,11,R,5,R,6,R,2,R,2,R,0,R,5,R,2,R,3,R,0,R,0,R,0,R,49,R,26,R,23,R,3,R,3,R,0,R,12,R,5,R,7,R,33,R,23,R,10
2019,243780,21010,210,10,-2,R,93,R,59,R,34,R,0,R,0,R,0,R,9,R,4,R,5,R,2,R,2,R,0,R,4,R,2,R,2,R,0,R,0,R,0,R,36,R,21,R,15,R,2,R,2,R,0,R,10,R,5,R,5,R,30,R,23,R,7
2019,243780,21020,210,20,-2,R,7,R,5,R,2,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,3,R,1,R,2,R,1,R,1,R,0
2019,243780,21030,210,30,-2,R,68,R,43,R,25,R,0,R,0,R,0,R,8,R,3,R,5,R,1,R,1,R,0,R,4,R,2,R,2,R,0,R,0,R,0,R,26,R,15,R,11,R,2,R,2,R,0,R,6,R,4,R,2,R,21,R,16,R,5
2019,243780,21040,210,40,-2,R,18,R,11,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,8,R,4,R,4,R,0,R,0,R,0,R,1,R,0,R,1,R,8,R,6,R,2
2019,243780,21041,210,41,-2,R,18,R,11,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,8,R,4,R,4,R,0,R,0,R,0,R,1,R,0,R,1,R,8,R,6,R,2
2019,243780,21044,210,44,-2,R,18,R,11,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,8,R,4,R,4,R,0,R,0,R,0,R,1,R,0,R,1,R,8,R,6,R,2
2019,243780,21050,210,50,-2,R,22,R,7,R,15,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,13,R,5,R,8,R,1,R,1,R,0,R,2,R,0,R,2,R,3,R,0,R,3
2019,243780,22000,220, 0,-2,R,168,R,106,R,62,R,1,Z,0,R,1,R,7,R,5,R,2,R,3,R,2,R,1,R,4,R,3,R,1,Z,0,Z,0,Z,0,R,20,R,10,R,10,R,2,Z,0,R,2,R,6,R,4,R,2,R,125,R,82,R,43
2019,243780,23000,230, 0,-2,R,14,R,10,R,4,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,5,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,2,R,1,R,1
2019,243780,25000,250, 0,-2,R,34,R,13,R,21,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,R,1,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,27,R,8,R,19,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,1,Z,0,R,1
2019,243780,30000,300, 0,-2,R,46,R,25,R,21,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,R,1,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,37,R,19,R,18,Z,0,Z,0,Z,0,R,5,R,3,R,2,Z,0,Z,0,Z,0
2019,243780,31000,310, 0,-2,R,103,R,46,R,57,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,9,R,4,R,5,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,78,R,35,R,43,R,2,R,1,R,1,R,9,R,5,R,4,R,1,R,1,Z,0
2019,243780,32000,320, 0,-2,R,91,R,52,R,39,Z,0,Z,0,Z,0,R,12,R,6,R,6,R,2,Z,0,R,2,R,3,R,2,R,1,Z,0,Z,0,Z,0,R,52,R,33,R,19,R,2,Z,0,R,2,R,15,R,8,R,7,R,5,R,3,R,2
2019,243780,33000,330, 0,-2,R,49,R,17,R,32,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,2,R,2,Z,0,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,36,R,13,R,23,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,3,R,1,R,2
2019,243780,34000,340, 0,-2,R,31,R,10,R,21,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,23,R,7,R,16,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,2,R,1,R,1
2019,243780,35000,350, 0,-2,R,144,R,67,R,77,Z,0,Z,0,Z,0,R,4,R,1,R,3,R,11,R,7,R,4,R,7,R,3,R,4,Z,0,Z,0,Z,0,R,96,R,49,R,47,R,3,Z,0,R,3,R,20,R,6,R,14,R,3,R,1,R,2
2019,243780,36000,360, 0,-2,R,11,R,3,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,3,R,6,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2019,243780,37000,370, 0,-2,R,156,R,37,R,119,R,1,Z,0,R,1,R,5,Z,0,R,5,R,2,Z,0,R,2,R,5,R,2,R,3,Z,0,Z,0,Z,0,R,122,R,32,R,90,R,3,Z,0,R,3,R,14,R,2,R,12,R,4,R,1,R,3
2019,243780,38000,380, 0,-2,R,9,R,9,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,5,R,5,Z,0,Z,0,Z,0,Z,0,R,3,R,3,Z,0,Z,0,Z,0,Z,0
2019,243780,39000,390, 0,-2,R,7,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,445188,10000,100, 0, 1,R,259,R,115,R,144,R,1,Z,0,R,1,R,23,R,11,R,12,R,7,R,2,R,5,R,82,R,28,R,54,Z,0,Z,0,Z,0,R,79,R,36,R,43,R,5,R,2,R,3,R,16,R,5,R,11,R,46,R,31,R,15
2019,445188,20000,200, 0, 2,R,84,R,47,R,37,R,1,Z,0,R,1,R,5,R,3,R,2,R,1,Z,0,R,1,R,14,R,5,R,9,Z,0,Z,0,Z,0,R,27,R,17,R,10,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,34,R,22,R,12
2019,445188,21000,210, 0,-2,R,38,R,17,R,21,R,1,Z,0,R,1,R,3,R,1,R,2,R,1,Z,0,R,1,R,6,R,3,R,3,Z,0,Z,0,Z,0,R,19,R,10,R,9,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,6,R,3,R,3
2019,445188,21010,210,10,-2,R,38,R,17,R,21,R,1,Z,0,R,1,R,3,R,1,R,2,R,1,Z,0,R,1,R,6,R,3,R,3,Z,0,Z,0,Z,0,R,19,R,10,R,9,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,6,R,3,R,3
2019,445188,21020,210,20,-2,R,3,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2019,445188,21030,210,30,-2,R,13,R,5,R,8,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,6,R,3,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2
2019,445188,21040,210,40,-2,R,22,R,11,R,11,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,1,Z,0,R,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,12,R,7,R,5,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,3,R,2,R,1
2019,445188,21042,210,42,-2,R,22,R,11,R,11,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,1,Z,0,R,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,12,R,7,R,5,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,3,R,2,R,1
2019,445188,22000,220, 0,-2,R,45,R,30,R,15,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,7,R,2,R,5,Z,0,Z,0,Z,0,R,8,R,7,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,28,R,19,R,9
2019,445188,23000,230, 0,-2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2019,445188,25000,250, 0,-2,R,52,R,16,R,36,Z,0,Z,0,Z,0,R,7,R,3,R,4,R,4,R,2,R,2,R,25,R,8,R,17,Z,0,Z,0,Z,0,R,9,R,2,R,7,R,1,Z,0,R,1,R,6,R,1,R,5,Z,0,Z,0,Z,0
2019,445188,30000,300, 0,-2,R,19,R,9,R,10,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,10,R,6,R,4,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,3,R,2,R,1
2019,445188,31000,310, 0,-2,R,23,R,6,R,17,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,1,Z,0,R,1,R,4,R,1,R,3,Z,0,Z,0,Z,0,R,11,R,2,R,9,R,1,R,1,Z,0,R,2,R,1,R,1,R,2,R,1,R,1
2019,445188,32000,320, 0,-2,R,12,R,10,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,4,R,3,R,1,Z,0,Z,0,Z,0,R,3,R,3,Z,0,R,3,R,3,Z,0
2019,445188,33000,330, 0,-2,R,8,R,4,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,1,Z,0,R,1,R,1,Z,0,R,1,R,2,R,2,Z,0
2019,445188,34000,340, 0,-2,R,8,R,3,R,5,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2019,445188,35000,350, 0,-2,R,31,R,14,R,17,Z,0,Z,0,Z,0,R,5,R,4,R,1,R,1,Z,0,R,1,R,17,R,9,R,8,Z,0,Z,0,Z,0,R,6,R,1,R,5,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0
2019,445188,37000,370, 0,-2,R,21,R,5,R,16,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,13,R,2,R,11,Z,0,Z,0,Z,0,R,6,R,2,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1
2019,445188,38000,380, 0,-2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,100858,10000,100, 0, 1,R,209,R,102,R,107,Z,0,Z,0,Z,0,R,9,R,2,R,7,R,20,R,8,R,12,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,152,R,74,R,78,R,5,R,2,R,3,R,2,R,1,R,1,R,17,R,13,R,4
2020,100858,20000,200, 0, 2,R,78,R,41,R,37,Z,0,Z,0,Z,0,R,4,R,1,R,3,R,5,R,3,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,54,R,25,R,29,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,12,R,10,R,2
2020,100858,21000,210, 0,-2,R,67,R,36,R,31,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,5,R,3,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,46,R,22,R,24,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,10,R,8,R,2
2020,100858,21010,210,10,-2,R,67,R,36,R,31,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,5,R,3,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,46,R,22,R,24,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,10,R,8,R,2
2020,100858,21020,210,20,-2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,100858,21030,210,30,-2,R,30,R,20,R,10,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,17,R,10,R,7,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,8,R,7,R,1
2020,100858,21040,210,40,-2,R,36,R,16,R,20,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,3,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,29,R,12,R,17,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,2,R,1,R,1
2020,100858,21043,210,43,-2,R,36,R,16,R,20,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,3,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,29,R,12,R,17,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,2,R,1,R,1
2020,100858,22000,220, 0,-2,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2020,100858,23000,230, 0,-2,R,9,R,4,R,5,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,3,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2020,100858,25000,250, 0,-2,R,8,R,3,R,5,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,R,2,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2020,100858,30000,300, 0,-2,R,5,R,3,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,2,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,100858,31000,310, 0,-2,R,11,R,3,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,2,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,100858,32000,320, 0,-2,R,40,R,22,R,18,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,29,R,17,R,12,R,1,Z,0,R,1,R,1,R,1,Z,0,R,4,R,2,R,2
2020,100858,33000,330, 0,-2,R,21,R,6,R,15,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,2,R,5,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,11,R,4,R,7,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0
