year,UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
21,123961,R,2915,R,7,R,2908,R,2255,R,78,R,2657,R,91,R,0,R,2908,R,33,R,12,R,2690,R,93,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,126614,R,5791,R,21,R,5770,R,2682,R,46,R,3985,R,69,R,0,R,5770,R,127,R,33,R,4112,R,71,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,126775,R,954,R,0,R,954,R,594,R,62,R,791,R,83,Z,0,R,954,R,14,R,2,R,805,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,129020,R,3712,R,6,R,3706,R,2701,R,73,R,3133,R,85,Z,0,R,3706,R,35,R,7,R,3168,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,130794,R,1358,R,1,R,1357,R,1191,R,88,R,1319,R,97,R,0,R,1357,R,6,R,2,R,1325,R,98,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,130943,R,3794,R,0,R,3794,R,2726,R,72,R,3117,R,82,R,1,R,3793,R,38,R,8,R,3155,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,131159,R,1624,R,0,R,1624,R,1222,R,75,R,1280,R,79,R,0,R,1624,R,2,R,3,R,1282,R,79,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,131469,R,2348,R,8,R,2340,R,1769,R,76,R,1923,R,82,R,0,R,2340,R,28,R,3,R,1951,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,131496,R,1593,R,2,R,1591,R,1443,R,91,R,1510,R,95,R,0,R,1591,R,8,R,1,R,1518,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,131520,R,1576,R,0,R,1576,R,822,R,52,R,1024,R,65,R,0,R,1576,R,11,R,8,R,1035,R,66,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,133951,R,4301,R,39,R,4262,R,1430,R,34,R,2643,R,62,R,0,R,4262,R,208,R,92,R,2851,R,67,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,134097,R,6096,R,4,R,6092,R,4166,R,68,R,5061,R,83,R,0,R,6092,R,42,R,23,R,5103,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,134130,R,6261,R,1,R,6260,R,4176,R,67,R,5536,R,88,R,0,R,6260,R,58,R,15,R,5594,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,135726,R,2113,R,3,R,2110,R,1538,R,73,R,1753,R,83,R,0,R,2110,R,9,R,5,R,1762,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,137351,R,4477,R,2,R,4475,R,2569,R,57,R,3300,R,74,R,0,R,4475,R,89,R,163,R,3389,R,76,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,139658,R,1354,R,13,R,1341,R,1097,R,82,R,1207,R,90,R,-10,R,1351,R,19,R,4,R,1226,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,139755,R,2670,R,0,R,2670,R,1217,R,46,R,2398,R,90,Z,0,R,2670,R,48,R,12,R,2446,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,139959,R,5218,R,0,R,5218,R,3413,R,65,R,4498,R,86,Z,0,R,5218,R,54,R,11,R,4552,R,87,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,144050,R,1426,R,2,R,1424,R,1279,R,90,R,1349,R,95,R,0,R,1424,R,6,R,15,R,1355,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,145600,R,3079,R,5,R,3074,R,1052,R,34,R,1860,R,61,R,0,R,3074,R,63,R,25,R,1923,R,63,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,145637,R,7321,R,5,R,7316,R,5105,R,70,R,6228,R,85,R,1,R,7315,R,121,R,9,R,6349,R,87,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,147767,R,2040,R,6,R,2034,R,1702,R,84,R,1907,R,94,R,0,R,2034,R,16,R,2,R,1923,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,151351,R,7572,R,8,R,7564,R,5051,R,67,R,5971,R,79,R,0,R,7564,R,99,R,34,R,6070,R,80,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,152080,R,2069,R,6,R,2063,R,1881,R,91,R,1978,R,96,R,0,R,2063,R,2,R,0,R,1980,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,160472,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,28,R,0,R,28,R,2,R,7,R,21,R,75,Z,0,R,28,R,0,Z,0,R,21,R,75
21,160755,R,1609,R,6,R,1603,R,1238,R,77,R,1382,R,86,R,0,R,1603,R,9,R,2,R,1391,R,87,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,162928,R,1390,R,4,R,1386,R,1200,R,87,R,1287,R,93,Z,0,R,1386,R,11,R,2,R,1298,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,163286,R,4011,R,6,R,4005,R,2782,R,69,R,3487,R,87,R,0,R,4005,R,19,R,7,R,3506,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,164924,R,2305,R,7,R,2298,R,2069,R,90,R,2161,R,94,R,0,R,2298,R,9,R,1,R,2170,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,164988,R,3807,R,7,R,3800,R,3177,R,84,R,3361,R,88,R,0,R,3800,R,15,R,2,R,3376,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,165015,R,832,R,0,R,832,R,678,R,81,R,726,R,87,R,0,R,832,R,4,R,0,R,730,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,166027,R,1656,R,2,R,1654,R,1402,R,85,R,1606,R,97,R,0,R,1654,R,16,R,3,R,1622,R,98,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,166629,R,4618,R,11,R,4607,R,3415,R,74,R,3783,R,82,R,-1,R,4608,R,39,R,8,R,3822,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,166683,R,1116,R,8,R,1108,R,963,R,87,R,1057,R,95,R,0,R,1108,R,17,R,4,R,1074,R,97,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,167358,R,2891,R,5,R,2886,Z,0,R,0,R,2572,R,89,R,0,R,2886,R,20,R,2,R,2592,R,90,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,168148,R,1307,R,0,R,1307,R,1154,R,88,R,1232,R,94,R,0,R,1307,R,8,R,0,R,1240,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,168421,R,1103,R,1,R,1102,R,907,R,82,R,983,R,89,R,0,R,1102,R,11,R,1,R,994,R,90,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,170976,R,6176,R,2,R,6174,R,4941,R,80,R,5757,R,93,R,0,R,6174,R,62,R,7,R,5819,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,171100,R,7788,R,6,R,7782,R,4343,R,56,R,6292,R,81,R,1,R,7781,R,139,R,23,R,6431,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,174066,R,5530,R,0,R,5530,R,3801,R,69,R,4585,R,83,R,1,R,5529,R,85,R,29,R,4670,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,179867,R,1596,R,10,R,1586,R,1411,R,89,R,1501,R,95,R,-10,R,1596,R,18,R,4,R,1519,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,182670,R,1112,R,3,R,1109,R,963,R,87,R,1056,R,95,R,0,R,1109,R,8,R,5,R,1064,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,185828,R,957,R,9,R,948,R,354,R,37,R,637,R,67,R,0,R,948,R,28,R,13,R,665,R,70,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,186131,R,1285,R,1,R,1284,R,1153,R,90,R,1257,R,98,Z,0,R,1284,R,1,R,5,R,1258,R,98,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,186371,R,494,R,0,R,494,R,166,R,34,R,319,R,65,R,0,R,494,R,11,R,2,R,330,R,67,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,186380,R,6184,R,7,R,6177,R,3996,R,65,R,5169,R,84,R,0,R,6177,R,95,R,30,R,5264,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,186399,R,985,R,1,R,984,R,398,R,40,R,679,R,69,R,0,R,984,R,33,R,7,R,712,R,72,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,186867,R,622,R,0,R,622,R,284,R,46,R,527,R,85,R,0,R,622,R,2,R,0,R,529,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,190415,R,3223,R,7,R,3216,R,2796,R,87,R,3040,R,95,Z,0,R,3216,R,30,R,4,R,3070,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,191241,R,1944,R,3,R,1941,R,1519,R,78,R,1606,R,83,R,0,R,1941,R,8,R,0,R,1614,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,193900,R,5522,R,12,R,5510,R,4208,R,76,R,4691,R,85,R,0,R,5510,R,67,R,10,R,4758,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,194824,R,1411,R,1,R,1410,R,937,R,66,R,1194,R,85,R,0,R,1410,R,6,R,0,R,1200,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,195003,R,2553,R,7,R,2546,R,624,R,25,R,1753,R,69,R,1,R,2545,R,41,R,11,R,1794,R,70,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,195030,R,1472,R,5,R,1467,R,1174,R,80,R,1283,R,87,R,0,R,1467,R,10,R,3,R,1293,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,196079,R,2566,R,18,R,2548,R,1823,R,72,R,2079,R,82,R,1,R,2547,R,21,R,3,R,2100,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,196088,R,3443,R,5,R,3438,R,2040,R,59,R,2585,R,75,R,0,R,3438,R,33,R,11,R,2618,R,76,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,196097,R,2708,R,1,R,2707,R,1600,R,59,R,2067,R,76,R,0,R,2707,R,32,R,12,R,2099,R,78,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,196413,R,3476,R,11,R,3465,R,2500,R,72,R,2865,R,83,R,0,R,3465,R,31,R,9,R,2896,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,197708,R,612,R,1,R,611,R,434,R,71,R,501,R,82,R,0,R,611,R,9,R,0,R,510,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,198419,R,1729,R,1,R,1728,R,1526,R,88,R,1636,R,95,R,0,R,1728,R,10,R,2,R,1646,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,199120,R,3943,R,2,R,3941,R,3304,R,84,R,3569,R,91,R,0,R,3941,R,41,R,12,R,3610,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,199193,R,4159,R,1,R,4158,R,2389,R,57,R,3432,R,83,R,0,R,4158,R,52,R,14,R,3484,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,199847,R,1230,R,1,R,1229,R,1031,R,84,R,1085,R,88,R,0,R,1229,R,5,R,1,R,1090,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,201645,R,1251,R,3,R,1248,R,848,R,68,R,1053,R,84,R,1,R,1247,R,6,R,2,R,1059,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,204796,R,7121,R,8,R,7113,R,4435,R,62,R,6101,R,86,R,0,R,7113,R,84,R,25,R,6185,R,87,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,211440,R,1442,R,1,R,1441,R,1095,R,76,R,1304,R,90,R,0,R,1441,R,19,R,6,R,1323,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,212054,R,3011,R,6,R,3005,R,777,R,26,R,2084,R,69,R,6,R,2999,R,42,R,0,R,2126,R,71,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,213543,R,1198,R,1,R,1197,R,958,R,80,R,1075,R,90,Z,0,R,1197,R,8,R,2,R,1083,R,90,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,215062,R,2353,R,2,R,2351,R,2015,R,86,R,2257,R,96,R,0,R,2351,R,23,R,2,R,2280,R,97,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,215293,R,3851,R,7,R,3844,R,2514,R,65,R,3186,R,83,R,0,R,3844,R,29,R,12,R,3215,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,216597,R,1659,R,0,R,1659,R,1448,R,87,R,1490,R,90,R,0,R,1659,R,3,R,0,R,1493,R,90,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,217156,R,1542,R,5,R,1537,R,1283,R,83,R,1470,R,96,R,0,R,1537,R,10,R,2,R,1480,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,217882,R,3286,R,3,R,3283,R,1971,R,60,R,2749,R,84,R,0,R,3283,R,38,R,12,R,2787,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,217925,R,103,R,0,R,103,R,47,R,46,R,51,R,50,Z,0,R,103,R,0,Z,0,R,51,R,50,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,221999,R,1613,R,6,R,1607,R,1414,R,88,R,1494,R,93,R,0,R,1607,R,2,R,1,R,1496,R,93,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,223232,R,3189,R,4,R,3185,R,2006,R,63,R,2491,R,78,R,0,R,3185,R,25,R,4,R,2516,R,79,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,227757,R,976,R,2,R,974,R,814,R,84,R,902,R,93,R,0,R,974,R,5,R,0,R,907,R,93,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,228246,R,1428,R,0,R,1428,R,1024,R,72,R,1159,R,81,R,0,R,1428,R,9,R,1,R,1168,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,228723,R,9018,R,0,R,9018,R,4955,R,55,R,7365,R,82,Z,0,R,9018,R,44,R,24,R,7409,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,228778,R,7118,R,0,R,7118,R,4675,R,66,R,6094,R,86,R,0,R,7118,R,114,R,10,R,6208,R,87,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,228875,R,1933,R,1,R,1932,R,1373,R,71,R,1595,R,83,Z,0,R,1932,R,11,R,1,R,1606,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,231624,R,1479,R,4,R,1475,R,1254,R,85,R,1329,R,90,R,0,R,1475,R,7,R,3,R,1336,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,234076,R,3516,R,3,R,3513,R,3132,R,89,R,3325,R,95,R,0,R,3513,R,12,R,9,R,3337,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,236948,R,6228,R,2,R,6226,R,4094,R,66,R,5158,R,83,R,0,R,6226,R,75,R,13,R,5233,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,239105,R,1989,R,0,R,1989,R,1267,R,64,R,1624,R,82,R,0,R,1989,R,7,R,1,R,1631,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,240444,R,6323,R,0,R,6323,R,3934,R,62,R,5540,R,88,R,0,R,6323,R,77,R,18,R,5617,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,243744,R,1674,R,0,R,1674,R,1220,R,73,R,1579,R,94,R,0,R,1674,R,37,R,9,R,1616,R,97,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,243780,R,6373,R,6,R,6367,R,3715,R,58,R,5218,R,82,R,0,R,6367,R,107,R,11,R,5325,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
21,445188,R,1653,R,3,R,1650,R,737,R,45,R,1146,R,69,R,0,R,1650,R,20,R,4,R,1166,R,71,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,100858,R,4855,R,7,R,4848,R,2676,R,55,R,3921,R,81,R,0,R,4848,R,62,R,19,R,3983,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,110404,R,241,R,1,R,240,R,207,R,86,R,223,R,93,R,0,R,240,R,6,R,0,R,229,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,110635,R,5510,R,0,R,5510,R,4351,R,79,R,5114,R,93,R,0,R,5510,R,69,R,20,R,5183,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,110644,R,5323,R,0,R,5323,R,3297,R,62,R,4628,R,87,R,0,R,5323,R,69,R,11,R,4697,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,110653,R,5746,R,9,R,5737,R,3919,R,68,R,4800,R,84,R,0,R,5737,R,63,R,9,R,4863,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,110662,R,5671,R,4,R,5667,R,4681,R,83,R,5221,R,92,R,0,R,5667,R,41,R,7,R,5262,R,93,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,110671,R,4018,R,1,R,4017,R,2463,R,61,R,3071,R,76,R,0,R,4017,R,52,R,15,R,3123,R,78,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,110680,R,5286,R,0,R,5286,R,3860,R,73,R,4723,R,89,R,0,R,5286,R,67,R,15,R,4790,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,110705,R,4459,R,0,R,4459,R,3117,R,70,R,3807,R,85,Z,0,R,4459,R,40,R,7,R,3847,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,110714,R,3607,R,2,R,3605,R,2177,R,60,R,2815,R,78,R,1,R,3604,R,40,R,3,R,2855,R,79,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,121150,R,745,R,0,R,745,R,540,R,72,R,618,R,83,R,0,R,745,R,7,R,1,R,625,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,122931,R,1260,R,0,R,1260,R,1071,R,85,R,1145,R,91,R,0,R,1260,R,6,R,1,R,1151,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,123961,R,2946,R,12,R,2934,R,2319,R,79,R,2703,R,92,R,0,R,2934,R,20,R,6,R,2723,R,93,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,126614,R,6179,R,16,R,6163,R,3270,R,53,R,4563,R,74,R,2,R,6161,R,77,R,18,R,4640,R,75,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,126775,R,1003,R,0,R,1003,R,667,R,67,R,835,R,83,R,0,R,1003,R,9,R,3,R,844,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,129020,R,3736,R,2,R,3734,R,2703,R,72,R,3104,R,83,R,0,R,3734,R,24,R,6,R,3128,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,130794,R,1363,R,1,R,1362,R,1194,R,88,R,1320,R,97,R,0,R,1362,R,7,R,3,R,1327,R,97,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,130943,R,4083,R,0,R,4083,R,2988,R,73,R,3419,R,84,R,0,R,4083,R,28,R,6,R,3447,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,131159,R,1779,R,0,R,1779,R,1301,R,73,R,1400,R,79,R,0,R,1779,R,4,R,0,R,1404,R,79,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,131469,R,2578,R,2,R,2576,R,1991,R,77,R,2155,R,84,R,0,R,2576,R,17,R,1,R,2172,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,131496,R,1566,R,2,R,1564,R,1401,R,90,R,1489,R,95,R,0,R,1564,R,5,R,2,R,1494,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,131520,R,1642,R,0,R,1642,R,869,R,53,R,1044,R,64,R,0,R,1642,R,21,R,8,R,1065,R,65,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,133951,R,3798,R,28,R,3770,R,1595,R,42,R,2529,R,67,R,0,R,3770,R,139,R,57,R,2668,R,71,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,134097,R,6022,R,4,R,6018,R,4195,R,70,R,5008,R,83,R,0,R,6018,R,41,R,14,R,5049,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,134130,R,6775,R,4,R,6771,R,4848,R,72,R,6149,R,91,R,3,R,6768,R,39,R,11,R,6188,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,135726,R,2057,R,1,R,2056,R,1503,R,73,R,1717,R,84,R,0,R,2056,R,11,R,5,R,1728,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,137351,R,4758,R,1,R,4757,R,2830,R,59,R,3550,R,75,R,0,R,4757,R,71,R,158,R,3621,R,76,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,139658,R,1357,R,1,R,1356,R,1132,R,83,R,1221,R,90,R,-1,R,1357,R,8,R,3,R,1229,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,139755,R,3083,R,0,R,3083,R,1571,R,51,R,2834,R,92,Z,0,R,3083,R,34,R,4,R,2868,R,93,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,139959,R,5248,R,0,R,5248,R,3576,R,68,R,4577,R,87,Z,0,R,5248,R,47,R,11,R,4624,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,144050,R,1537,R,2,R,1535,R,1391,R,91,R,1472,R,96,R,0,R,1535,R,4,R,3,R,1476,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,145600,R,3462,R,7,R,3455,R,1260,R,36,R,2151,R,62,R,0,R,3455,R,72,R,22,R,2223,R,64,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,145637,R,7556,R,3,R,7553,R,5391,R,71,R,6411,R,85,R,1,R,7552,R,82,R,14,R,6493,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,147767,R,2018,R,6,R,2012,R,1736,R,86,R,1916,R,95,R,0,R,2012,R,14,R,3,R,1930,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,151351,R,7843,R,4,R,7839,R,5445,R,69,R,6338,R,81,R,0,R,7839,R,95,R,26,R,6433,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,152080,R,2006,R,4,R,2002,R,1787,R,89,R,1919,R,96,R,0,R,2002,R,3,R,0,R,1922,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,160472,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,148,R,0,R,148,R,3,R,2,R,58,R,39,R,0,R,148,R,0,R,0,R,58,R,39
23,160755,R,1719,R,1,R,1718,R,1329,R,77,R,1477,R,86,Z,0,R,1718,R,8,R,2,R,1485,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,162928,R,1366,R,8,R,1358,R,1187,R,87,R,1285,R,95,R,0,R,1358,R,4,R,1,R,1289,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,163286,R,3958,R,4,R,3954,R,2855,R,72,R,3472,R,88,R,0,R,3954,R,27,R,9,R,3499,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,164924,R,2310,R,10,R,2300,R,2019,R,88,R,2088,R,91,R,0,R,2300,R,7,R,1,R,2095,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,164988,R,3628,R,24,R,3604,R,3030,R,84,R,3220,R,89,R,0,R,3604,R,19,R,0,R,3239,R,90,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,165015,R,802,R,0,R,802,R,656,R,82,R,702,R,88,Z,0,R,802,R,4,R,1,R,706,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,166027,R,1659,R,1,R,1658,R,1431,R,86,R,1604,R,97,R,0,R,1658,R,27,R,3,R,1631,R,98,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
23,166629,R,4651,R,9,R,4642,R,3580,R,77,R,3892,R,84,R,0,R,4642,R,31,R,16,R,3923,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
