year,UNITID,EAPCAT,OCCUPCAT,FACSTAT,XEAPTOT,EAPTOT,XEAPTYP,EAPTYP,XEAPMED,EAPMED,XEAPFT,EAPFT,XEAPFTTY,EAPFTTYP,XEAPFTMD,EAPFTMED,XEAPPT,EAPPT,XEAPPTTY,EAPPTTYP,XEAPPTMD,EAPPTMED
2022,100858,10000,100, 0,R,6805,R,6805,A,,R,5547,R,5547,A,,R,1258,R,1258,A,
2022,100858,10010,100,10,R,1841,R,1841,A,,R,1572,R,1572,A,,R,269,R,269,A,
2022,100858,10020,100,20,R,791,R,791,A,,R,787,R,787,A,,R,4,R,4,A,
2022,100858,10030,100,30,R,368,R,368,A,,R,368,R,368,A,,Z,0,Z,0,A,
2022,100858,10040,100,40,R,682,R,682,A,,R,417,R,417,A,,R,265,R,265,A,
2022,100858,10043,100,43,R,682,R,682,A,,R,417,R,417,A,,R,265,R,265,A,
2022,100858,10050,100,50,R,3121,R,3121,A,,R,2724,R,2724,A,,R,397,R,397,A,
2022,100858,10060,100,60,R,1843,R,1843,A,,R,1251,R,1251,A,,R,592,R,592,A,
2022,100858,20000,200, 0,R,1998,R,1998,A,,R,1693,R,1693,A,,R,305,R,305,A,
2022,100858,20010,200,10,R,1750,R,1750,A,,R,1485,R,1485,A,,R,265,R,265,A,
2022,100858,20020,200,20,R,712,R,712,A,,R,712,R,712,A,,Z,0,Z,0,A,
2022,100858,20030,200,30,R,358,R,358,A,,R,358,R,358,A,,Z,0,Z,0,A,
2022,100858,20040,200,40,R,680,R,680,A,,R,415,R,415,A,,R,265,R,265,A,
2022,100858,20043,200,43,R,680,R,680,A,,R,415,R,415,A,,R,265,R,265,A,
2022,100858,20050,200,50,R,248,R,248,A,,R,208,R,208,A,,R,40,R,40,A,
2022,100858,21000,210, 0,R,1695,R,1695,A,,R,1435,R,1435,A,,R,260,R,260,A,
2022,100858,21010,210,10,R,1695,R,1695,A,,R,1435,R,1435,A,,R,260,R,260,A,
2022,100858,21020,210,20,R,712,R,712,A,,R,712,R,712,A,,Z,0,Z,0,A,
2022,100858,21030,210,30,R,358,R,358,A,,R,358,R,358,A,,Z,0,Z,0,A,
2022,100858,21040,210,40,R,625,R,625,A,,R,365,R,365,A,,R,260,R,260,A,
2022,100858,21043,210,43,R,625,R,625,A,,R,365,R,365,A,,R,260,R,260,A,
2022,100858,21100,211, 0,R,1026,R,1026,A,,R,797,R,797,A,,R,229,R,229,A,
2022,100858,21110,211,10,R,1026,R,1026,A,,R,797,R,797,A,,R,229,R,229,A,
2022,100858,21120,211,20,R,314,R,314,A,,R,314,R,314,A,,Z,0,Z,0,A,
2022,100858,21130,211,30,R,150,R,150,A,,R,150,R,150,A,,Z,0,Z,0,A,
2022,100858,21140,211,40,R,562,R,562,A,,R,333,R,333,A,,R,229,R,229,A,
2022,100858,21143,211,43,R,562,R,562,A,,R,333,R,333,A,,R,229,R,229,A,
2022,100858,21200,212, 0,R,1026,R,1026,A,,R,797,R,797,A,,R,229,R,229,A,
2022,100858,21210,212,10,R,1026,R,1026,A,,R,797,R,797,A,,R,229,R,229,A,
2022,100858,21220,212,20,R,314,R,314,A,,R,314,R,314,A,,Z,0,Z,0,A,
2022,100858,21230,212,30,R,150,R,150,A,,R,150,R,150,A,,Z,0,Z,0,A,
2022,100858,21240,212,40,R,562,R,562,A,,R,333,R,333,A,,R,229,R,229,A,
2022,100858,21243,212,43,R,562,R,562,A,,R,333,R,333,A,,R,229,R,229,A,
2022,100858,21500,215, 0,R,669,R,669,A,,R,638,R,638,A,,R,31,R,31,A,
2022,100858,21510,215,10,R,669,R,669,A,,R,638,R,638,A,,R,31,R,31,A,
2022,100858,21520,215,20,R,398,R,398,A,,R,398,R,398,A,,Z,0,Z,0,A,
2022,100858,21530,215,30,R,208,R,208,A,,R,208,R,208,A,,Z,0,Z,0,A,
2022,100858,21540,215,40,R,63,R,63,A,,R,32,R,32,A,,R,31,R,31,A,
2022,100858,21543,215,43,R,63,R,63,A,,R,32,R,32,A,,R,31,R,31,A,
2022,100858,22000,220, 0,R,94,R,94,A,,R,50,R,50,A,,R,44,R,44,A,
2022,100858,22010,220,10,R,55,R,55,A,,R,50,R,50,A,,R,5,R,5,A,
2022,100858,22040,220,40,R,55,R,55,A,,R,50,R,50,A,,R,5,R,5,A,
2022,100858,22043,220,43,R,55,R,55,A,,R,50,R,50,A,,R,5,R,5,A,
2022,100858,22050,220,50,R,39,R,39,A,,Z,0,Z,0,A,,R,39,R,39,A,
2022,100858,23000,230, 0,R,209,R,209,A,,R,208,R,208,A,,R,1,R,1,A,
2022,100858,23050,230,50,R,209,R,209,A,,R,208,R,208,A,,R,1,R,1,A,
2022,100858,25000,250, 0,R,242,R,242,A,,R,194,R,194,A,,R,48,R,48,A,
2022,100858,25010,250,10,R,30,R,30,A,,R,29,R,29,A,,R,1,R,1,A,
2022,100858,25020,250,20,R,18,R,18,A,,R,17,R,17,A,,R,1,R,1,A,
2022,100858,25030,250,30,R,10,R,10,A,,R,10,R,10,A,,Z,0,Z,0,A,
2022,100858,25040,250,40,R,2,R,2,A,,R,2,R,2,A,,Z,0,Z,0,A,
2022,100858,25043,250,43,R,2,R,2,A,,R,2,R,2,A,,Z,0,Z,0,A,
2022,100858,25050,250,50,R,212,R,212,A,,R,165,R,165,A,,R,47,R,47,A,
2022,100858,26000,260, 0,R,63,R,63,A,,R,63,R,63,A,,Z,0,Z,0,A,
2022,100858,26010,260,10,R,29,R,29,A,,R,29,R,29,A,,Z,0,Z,0,A,
2022,100858,26020,260,20,R,17,R,17,A,,R,17,R,17,A,,Z,0,Z,0,A,
2022,100858,26030,260,30,R,10,R,10,A,,R,10,R,10,A,,Z,0,Z,0,A,
2022,100858,26040,260,40,R,2,R,2,A,,R,2,R,2,A,,Z,0,Z,0,A,
2022,100858,26043,260,43,R,2,R,2,A,,R,2,R,2,A,,Z,0,Z,0,A,
2022,100858,26050,260,50,R,34,R,34,A,,R,34,R,34,A,,Z,0,Z,0,A,
2022,100858,26100,261, 0,R,12,R,12,A,,R,12,R,12,A,,Z,0,Z,0,A,
2022,100858,26110,261,10,R,3,R,3,A,,R,3,R,3,A,,Z,0,Z,0,A,
2022,100858,26120,261,20,R,1,R,1,A,,R,1,R,1,A,,Z,0,Z,0,A,
2022,100858,26140,261,40,R,2,R,2,A,,R,2,R,2,A,,Z,0,Z,0,A,
2022,100858,26143,261,43,R,2,R,2,A,,R,2,R,2,A,,Z,0,Z,0,A,
2022,100858,26150,261,50,R,9,R,9,A,,R,9,R,9,A,,Z,0,Z,0,A,
2022,100858,26200,262, 0,R,26,R,26,A,,R,26,R,26,A,,Z,0,Z,0,A,
2022,100858,26210,262,10,R,26,R,26,A,,R,26,R,26,A,,Z,0,Z,0,A,
2022,100858,26220,262,20,R,16,R,16,A,,R,16,R,16,A,,Z,0,Z,0,A,
2022,100858,26230,262,30,R,10,R,10,A,,R,10,R,10,A,,Z,0,Z,0,A,
2022,100858,26300,263, 0,R,25,R,25,A,,R,25,R,25,A,,Z,0,Z,0,A,
2022,100858,26350,263,50,R,25,R,25,A,,R,25,R,25,A,,Z,0,Z,0,A,
2022,100858,27000,270, 0,R,179,R,179,A,,R,131,R,131,A,,R,48,R,48,A,
2022,100858,27010,270,10,R,1,R,1,A,,Z,0,Z,0,A,,R,1,R,1,A,
2022,100858,27020,270,20,R,1,R,1,A,,Z,0,Z,0,A,,R,1,R,1,A,
2022,100858,27050,270,50,R,178,R,178,A,,R,131,R,131,A,,R,47,R,47,A,
2022,100858,30000,300, 0,R,594,R,594,A,,R,591,R,591,A,,R,3,R,3,A,
2022,100858,30010,300,10,R,59,R,59,A,,R,58,R,58,A,,R,1,R,1,A,
2022,100858,30020,300,20,R,59,R,59,A,,R,58,R,58,A,,R,1,R,1,A,
2022,100858,30050,300,50,R,535,R,535,A,,R,533,R,533,A,,R,2,R,2,A,
2022,100858,31000,310, 0,R,647,R,647,A,,R,449,R,449,A,,R,198,R,198,A,
2022,100858,31010,310,10,R,2,R,2,A,,Z,0,Z,0,A,,R,2,R,2,A,
2022,100858,31020,310,20,R,2,R,2,A,,Z,0,Z,0,A,,R,2,R,2,A,
2022,100858,31050,310,50,R,645,R,645,A,,R,449,R,449,A,,R,196,R,196,A,
2022,100858,32000,320, 0,R,729,R,729,A,,R,643,R,643,A,,R,86,R,86,A,
2022,100858,32050,320,50,R,729,R,729,A,,R,643,R,643,A,,R,86,R,86,A,
2022,100858,33000,330, 0,R,714,R,714,A,,R,688,R,688,A,,R,26,R,26,A,
2022,100858,33050,330,50,R,714,R,714,A,,R,688,R,688,A,,R,26,R,26,A,
2022,100858,34000,340, 0,R,38,R,38,A,,R,38,R,38,A,,Z,0,Z,0,A,
2022,100858,34050,340,50,R,38,R,38,A,,R,38,R,38,A,,Z,0,Z,0,A,
2022,100858,35000,350, 0,R,521,R,521,A,,R,329,R,329,A,,R,192,R,192,A,
2022,100858,35060,350,60,R,521,R,521,A,,R,329,R,329,A,,R,192,R,192,A,
2022,100858,36000,360, 0,R,3,R,3,A,,R,1,R,1,A,,R,2,R,2,A,
2022,100858,36060,360,60,R,3,R,3,A,,R,1,R,1,A,,R,2,R,2,A,
2022,100858,37000,370, 0,R,769,R,769,A,,R,524,R,524,A,,R,245,R,245,A,
2022,100858,37060,370,60,R,769,R,769,A,,R,524,R,524,A,,R,245,R,245,A,
2022,100858,38000,380, 0,R,492,R,492,A,,R,346,R,346,A,,R,146,R,146,A,
2022,100858,38060,380,60,R,492,R,492,A,,R,346,R,346,A,,R,146,R,146,A,
2022,100858,39000,390, 0,R,58,R,58,A,,R,51,R,51,A,,R,7,R,7,A,
2022,100858,39060,390,60,R,58,R,58,A,,R,51,R,51,A,,R,7,R,7,A,
2022,100858,40000,400, 0,R,2377,R,2377,A,,Z,0,Z,0,A,,R,2377,R,2377,A,
2022,100858,41000,410, 0,R,789,R,789,A,,Z,0,Z,0,A,,R,789,R,789,A,
2022,100858,42000,420, 0,R,1222,R,1222,A,,Z,0,Z,0,A,,R,1222,R,1222,A,
2022,100858,49000,490, 0,R,366,R,366,A,,Z,0,Z,0,A,,R,366,R,366,A,
2022,110404,10000,100, 0,R,3187,R,3187,A,,R,2989,R,2989,A,,R,198,R,198,A,
2022,110404,10010,100,10,R,397,R,397,A,,R,375,R,375,A,,R,22,R,22,A,
2022,110404,10020,100,20,R,259,R,259,A,,R,256,R,256,A,,R,3,R,3,A,
2022,110404,10030,100,30,R,46,R,46,A,,R,46,R,46,A,,A,,A,,A,
2022,110404,10040,100,40,R,92,R,92,A,,R,73,R,73,A,,R,19,R,19,A,
2022,110404,10041,100,41,R,62,R,62,A,,R,55,R,55,A,,R,7,R,7,A,
2022,110404,10042,100,42,R,7,R,7,A,,R,6,R,6,A,,R,1,R,1,A,
2022,110404,10043,100,43,R,23,R,23,A,,R,12,R,12,A,,R,11,R,11,A,
2022,110404,10044,100,44,R,62,R,62,A,,R,55,R,55,A,,R,7,R,7,A,
2022,110404,10050,100,50,R,2043,R,2043,A,,R,1945,R,1945,A,,R,98,R,98,A,
2022,110404,10060,100,60,R,747,R,747,A,,R,669,R,669,A,,R,78,R,78,A,
2022,110404,20000,200, 0,R,966,R,966,A,,R,932,R,932,A,,R,34,R,34,A,
2022,110404,20010,200,10,R,394,R,394,A,,R,372,R,372,A,,R,22,R,22,A,
2022,110404,20020,200,20,R,258,R,258,A,,R,255,R,255,A,,R,3,R,3,A,
2022,110404,20030,200,30,R,46,R,46,A,,R,46,R,46,A,,A,,A,,A,
2022,110404,20040,200,40,R,90,R,90,A,,R,71,R,71,A,,R,19,R,19,A,
2022,110404,20041,200,41,R,60,R,60,A,,R,53,R,53,A,,R,7,R,7,A,
2022,110404,20042,200,42,R,7,R,7,A,,R,6,R,6,A,,R,1,R,1,A,
2022,110404,20043,200,43,R,23,R,23,A,,R,12,R,12,A,,R,11,R,11,A,
2022,110404,20044,200,44,R,60,R,60,A,,R,53,R,53,A,,R,7,R,7,A,
2022,110404,20050,200,50,R,572,R,572,A,,R,560,R,560,A,,R,12,R,12,A,
2022,110404,21000,210, 0,R,375,R,375,A,,R,343,R,343,A,,R,32,R,32,A,
2022,110404,21010,210,10,R,358,R,358,A,,R,338,R,338,A,,R,20,R,20,A,
2022,110404,21020,210,20,R,258,R,258,A,,R,255,R,255,A,,R,3,R,3,A,
2022,110404,21030,210,30,R,46,R,46,A,,R,46,R,46,A,,A,,A,,A,
2022,110404,21040,210,40,R,54,R,54,A,,R,37,R,37,A,,R,17,R,17,A,
2022,110404,21041,210,41,R,35,R,35,A,,R,30,R,30,A,,R,5,R,5,A,
2022,110404,21042,210,42,R,4,R,4,A,,R,3,R,3,A,,R,1,R,1,A,
2022,110404,21043,210,43,R,15,R,15,A,,R,4,R,4,A,,R,11,R,11,A,
2022,110404,21044,210,44,R,35,R,35,A,,R,30,R,30,A,,R,5,R,5,A,
2022,110404,21050,210,50,R,17,R,17,A,,R,5,R,5,A,,R,12,R,12,A,
2022,110404,21100,211, 0,R,64,R,64,A,,R,42,R,42,A,,R,22,R,22,A,
2022,110404,21110,211,10,R,47,R,47,A,,R,37,R,37,A,,R,10,R,10,A,
2022,110404,21140,211,40,R,47,R,47,A,,R,37,R,37,A,,R,10,R,10,A,
2022,110404,21141,211,41,R,31,R,31,A,,R,30,R,30,A,,R,1,R,1,A,
2022,110404,21142,211,42,R,3,R,3,A,,R,3,R,3,A,,A,,A,,A,
2022,110404,21143,211,43,R,13,R,13,A,,R,4,R,4,A,,R,9,R,9,A,
2022,110404,21144,211,44,R,31,R,31,A,,R,30,R,30,A,,R,1,R,1,A,
2022,110404,21150,211,50,R,17,R,17,A,,R,5,R,5,A,,R,12,R,12,A,
2022,110404,21200,212, 0,R,64,R,64,A,,R,42,R,42,A,,R,22,R,22,A,
2022,110404,21210,212,10,R,47,R,47,A,,R,37,R,37,A,,R,10,R,10,A,
2022,110404,21240,212,40,R,47,R,47,A,,R,37,R,37,A,,R,10,R,10,A,
2022,110404,21241,212,41,R,31,R,31,A,,R,30,R,30,A,,R,1,R,1,A,
2022,110404,21242,212,42,R,3,R,3,A,,R,3,R,3,A,,A,,A,,A,
2022,110404,21243,212,43,R,13,R,13,A,,R,4,R,4,A,,R,9,R,9,A,
2022,110404,21244,212,44,R,31,R,31,A,,R,30,R,30,A,,R,1,R,1,A,
2022,110404,21250,212,50,R,17,R,17,A,,R,5,R,5,A,,R,12,R,12,A,
2022,110404,21500,215, 0,R,311,R,311,A,,R,301,R,301,A,,R,10,R,10,A,
2022,110404,21510,215,10,R,311,R,311,A,,R,301,R,301,A,,R,10,R,10,A,
2022,110404,21520,215,20,R,258,R,258,A,,R,255,R,255,A,,R,3,R,3,A,
2022,110404,21530,215,30,R,46,R,46,A,,R,46,R,46,A,,A,,A,,A,
2022,110404,21540,215,40,R,7,R,7,A,,A,,A,,A,,R,7,R,7,A,
2022,110404,21541,215,41,R,4,R,4,A,,A,,A,,A,,R,4,R,4,A,
2022,110404,21542,215,42,R,1,R,1,A,,A,,A,,A,,R,1,R,1,A,
2022,110404,21543,215,43,R,2,R,2,A,,A,,A,,A,,R,2,R,2,A,
2022,110404,21544,215,44,R,4,R,4,A,,A,,A,,A,,R,4,R,4,A,
2022,110404,22000,220, 0,R,591,R,591,A,,R,589,R,589,A,,R,2,R,2,A,
2022,110404,22010,220,10,R,36,R,36,A,,R,34,R,34,A,,R,2,R,2,A,
2022,110404,22040,220,40,R,36,R,36,A,,R,34,R,34,A,,R,2,R,2,A,
2022,110404,22041,220,41,R,25,R,25,A,,R,23,R,23,A,,R,2,R,2,A,
2022,110404,22042,220,42,R,3,R,3,A,,R,3,R,3,A,,A,,A,,A,
2022,110404,22043,220,43,R,8,R,8,A,,R,8,R,8,A,,A,,A,,A,
2022,110404,22044,220,44,R,25,R,25,A,,R,23,R,23,A,,R,2,R,2,A,
2022,110404,22050,220,50,R,555,R,555,A,,R,555,R,555,A,,A,,A,,A,
2022,110404,25000,250, 0,R,48,R,48,A,,R,41,R,41,A,,R,7,R,7,A,
2022,110404,25050,250,50,R,48,R,48,A,,R,41,R,41,A,,R,7,R,7,A,
2022,110404,26000,260, 0,R,24,R,24,A,,R,20,R,20,A,,R,4,R,4,A,
2022,110404,26050,260,50,R,24,R,24,A,,R,20,R,20,A,,R,4,R,4,A,
2022,110404,26100,261, 0,R,3,R,3,A,,R,2,R,2,A,,R,1,R,1,A,
2022,110404,26150,261,50,R,3,R,3,A,,R,2,R,2,A,,R,1,R,1,A,
2022,110404,26200,262, 0,R,11,R,11,A,,R,10,R,10,A,,R,1,R,1,A,
2022,110404,26250,262,50,R,11,R,11,A,,R,10,R,10,A,,R,1,R,1,A,
2022,110404,26300,263, 0,R,10,R,10,A,,R,8,R,8,A,,R,2,R,2,A,
2022,110404,26350,263,50,R,10,R,10,A,,R,8,R,8,A,,R,2,R,2,A,
2022,110404,27000,270, 0,R,24,R,24,A,,R,21,R,21,A,,R,3,R,3,A,
2022,110404,27050,270,50,R,24,R,24,A,,R,21,R,21,A,,R,3,R,3,A,
2022,110404,30000,300, 0,R,333,R,333,A,,R,326,R,326,A,,R,7,R,7,A,
2022,110404,30010,300,10,R,3,R,3,A,,R,3,R,3,A,,A,,A,,A,
2022,110404,30020,300,20,R,1,R,1,A,,R,1,R,1,A,,A,,A,,A,
2022,110404,30040,300,40,R,2,R,2,A,,R,2,R,2,A,,A,,A,,A,
2022,110404,30041,300,41,R,2,R,2,A,,R,2,R,2,A,,A,,A,,A,
2022,110404,30044,300,44,R,2,R,2,A,,R,2,R,2,A,,A,,A,,A,
2022,110404,30050,300,50,R,330,R,330,A,,R,323,R,323,A,,R,7,R,7,A,
2022,110404,31000,310, 0,R,279,R,279,A,,R,267,R,267,A,,R,12,R,12,A,
2022,110404,31050,310,50,R,279,R,279,A,,R,267,R,267,A,,R,12,R,12,A,
2022,110404,32000,320, 0,R,704,R,704,A,,R,659,R,659,A,,R,45,R,45,A,
2022,110404,32050,320,50,R,704,R,704,A,,R,659,R,659,A,,R,45,R,45,A,
2022,110404,33000,330, 0,R,102,R,102,A,,R,88,R,88,A,,R,14,R,14,A,
2022,110404,33050,330,50,R,102,R,102,A,,R,88,R,88,A,,R,14,R,14,A,
2022,110404,34000,340, 0,R,8,R,8,A,,R,7,R,7,A,,R,1,R,1,A,
2022,110404,34050,340,50,R,8,R,8,A,,R,7,R,7,A,,R,1,R,1,A,
2022,110404,35000,350, 0,R,246,R,246,A,,R,218,R,218,A,,R,28,R,28,A,
2022,110404,35060,350,60,R,246,R,246,A,,R,218,R,218,A,,R,28,R,28,A,
2022,110404,37000,370, 0,R,357,R,357,A,,R,309,R,309,A,,R,48,R,48,A,
2022,110404,37060,370,60,R,357,R,357,A,,R,309,R,309,A,,R,48,R,48,A,
2022,110404,38000,380, 0,R,136,R,136,A,,R,134,R,134,A,,R,2,R,2,A,
2022,110404,38060,380,60,R,136,R,136,A,,R,134,R,134,A,,R,2,R,2,A,
2022,110404,39000,390, 0,R,8,R,8,A,,R,8,R,8,A,,A,,A,,A,
2022,110404,39060,390,60,R,8,R,8,A,,R,8,R,8,A,,A,,A,,A,
2022,110404,40000,400, 0,R,1098,R,1098,A,,A,,A,,A,,R,1098,R,1098,A,
2022,110404,41000,410, 0,R,175,R,175,A,,A,,A,,A,,R,175,R,175,A,
2022,110404,42000,420, 0,R,923,R,923,A,,A,,A,,A,,R,923,R,923,A,
2022,110635,10000,100, 0,R,12763,R,12763,A,,R,11055,R,11055,A,,R,1708,R,1708,A,
2022,110635,10010,100,10,R,2685,R,2685,A,,R,1876,R,1876,A,,R,809,R,809,A,
2022,110635,10020,100,20,R,1190,R,1190,A,,R,1181,R,1181,A,,R,9,R,9,A,
2022,110635,10030,100,30,R,251,R,251,A,,R,251,R,251,A,,Z,0,Z,0,A,
2022,110635,10040,100,40,R,1244,R,1244,A,,R,444,R,444,A,,R,800,R,800,A,
2022,110635,10041,100,41,R,441,R,441,A,,R,266,R,266,A,,R,175,R,175,A,
2022,110635,10042,100,42,R,797,R,797,A,,R,177,R,177,A,,R,620,R,620,A,
2022,110635,10043,100,43,R,6,R,6,A,,R,1,R,1,A,,R,5,R,5,A,
2022,110635,10044,100,44,R,441,R,441,A,,R,266,R,266,A,,R,175,R,175,A,
2022,110635,10050,100,50,R,7721,R,7721,A,,R,7091,R,7091,A,,R,630,R,630,A,
2022,110635,10060,100,60,R,2357,R,2357,A,,R,2088,R,2088,A,,R,269,R,269,A,
2022,110635,20000,200, 0,R,4479,R,4479,A,,R,3433,R,3433,A,,R,1046,R,1046,A,
2022,110635,20010,200,10,R,2685,R,2685,A,,R,1876,R,1876,A,,R,809,R,809,A,
2022,110635,20020,200,20,R,1190,R,1190,A,,R,1181,R,1181,A,,R,9,R,9,A,
2022,110635,20030,200,30,R,251,R,251,A,,R,251,R,251,A,,Z,0,Z,0,A,
2022,110635,20040,200,40,R,1244,R,1244,A,,R,444,R,444,A,,R,800,R,800,A,
2022,110635,20041,200,41,R,441,R,441,A,,R,266,R,266,A,,R,175,R,175,A,
2022,110635,20042,200,42,R,797,R,797,A,,R,177,R,177,A,,R,620,R,620,A,
2022,110635,20043,200,43,R,6,R,6,A,,R,1,R,1,A,,R,5,R,5,A,
2022,110635,20044,200,44,R,441,R,441,A,,R,266,R,266,A,,R,175,R,175,A,
2022,110635,20050,200,50,R,1794,R,1794,A,,R,1557,R,1557,A,,R,237,R,237,A,
2022,110635,21000,210, 0,R,2798,R,2798,A,,R,1883,R,1883,A,,R,915,R,915,A,
2022,110635,21010,210,10,R,2685,R,2685,A,,R,1876,R,1876,A,,R,809,R,809,A,
2022,110635,21020,210,20,R,1190,R,1190,A,,R,1181,R,1181,A,,R,9,R,9,A,
2022,110635,21030,210,30,R,251,R,251,A,,R,251,R,251,A,,Z,0,Z,0,A,
2022,110635,21040,210,40,R,1244,R,1244,A,,R,444,R,444,A,,R,800,R,800,A,
2022,110635,21041,210,41,R,441,R,441,A,,R,266,R,266,A,,R,175,R,175,A,
2022,110635,21042,210,42,R,797,R,797,A,,R,177,R,177,A,,R,620,R,620,A,
2022,110635,21043,210,43,R,6,R,6,A,,R,1,R,1,A,,R,5,R,5,A,
2022,110635,21044,210,44,R,441,R,441,A,,R,266,R,266,A,,R,175,R,175,A,
2022,110635,21050,210,50,R,113,R,113,A,,R,7,R,7,A,,R,106,R,106,A,
2022,110635,21100,211, 0,R,659,R,659,A,,R,360,R,360,A,,R,299,R,299,A,
2022,110635,21110,211,10,R,550,R,550,A,,R,353,R,353,A,,R,197,R,197,A,
2022,110635,21120,211,20,R,36,R,36,A,,R,27,R,27,A,,R,9,R,9,A,
2022,110635,21130,211,30,R,10,R,10,A,,R,10,R,10,A,,Z,0,Z,0,A,
2022,110635,21140,211,40,R,504,R,504,A,,R,316,R,316,A,,R,188,R,188,A,
2022,110635,21141,211,41,R,222,R,222,A,,R,162,R,162,A,,R,60,R,60,A,
2022,110635,21142,211,42,R,281,R,281,A,,R,153,R,153,A,,R,128,R,128,A,
2022,110635,21143,211,43,R,1,R,1,A,,R,1,R,1,A,,Z,0,Z,0,A,
2022,110635,21144,211,44,R,222,R,222,A,,R,162,R,162,A,,R,60,R,60,A,
2022,110635,21150,211,50,R,109,R,109,A,,R,7,R,7,A,,R,102,R,102,A,
2022,110635,21200,212, 0,R,659,R,659,A,,R,360,R,360,A,,R,299,R,299,A,
2022,110635,21210,212,10,R,550,R,550,A,,R,353,R,353,A,,R,197,R,197,A,
2022,110635,21220,212,20,R,36,R,36,A,,R,27,R,27,A,,R,9,R,9,A,
2022,110635,21230,212,30,R,10,R,10,A,,R,10,R,10,A,,Z,0,Z,0,A,
2022,110635,21240,212,40,R,504,R,504,A,,R,316,R,316,A,,R,188,R,188,A,
2022,110635,21241,212,41,R,222,R,222,A,,R,162,R,162,A,,R,60,R,60,A,
2022,110635,21242,212,42,R,281,R,281,A,,R,153,R,153,A,,R,128,R,128,A,
2022,110635,21243,212,43,R,1,R,1,A,,R,1,R,1,A,,Z,0,Z,0,A,
2022,110635,21244,212,44,R,222,R,222,A,,R,162,R,162,A,,R,60,R,60,A,
2022,110635,21250,212,50,R,109,R,109,A,,R,7,R,7,A,,R,102,R,102,A,
2022,110635,21500,215, 0,R,2139,R,2139,A,,R,1523,R,1523,A,,R,616,R,616,A,
2022,110635,21510,215,10,R,2135,R,2135,A,,R,1523,R,1523,A,,R,612,R,612,A,
2022,110635,21520,215,20,R,1154,R,1154,A,,R,1154,R,1154,A,,Z,0,Z,0,A,
2022,110635,21530,215,30,R,241,R,241,A,,R,241,R,241,A,,Z,0,Z,0,A,
2022,110635,21540,215,40,R,740,R,740,A,,R,128,R,128,A,,R,612,R,612,A,
2022,110635,21541,215,41,R,219,R,219,A,,R,104,R,104,A,,R,115,R,115,A,
2022,110635,21542,215,42,R,516,R,516,A,,R,24,R,24,A,,R,492,R,492,A,
2022,110635,21543,215,43,R,5,R,5,A,,Z,0,Z,0,A,,R,5,R,5,A,
2022,110635,21544,215,44,R,219,R,219,A,,R,104,R,104,A,,R,115,R,115,A,
2022,110635,21550,215,50,R,4,R,4,A,,Z,0,Z,0,A,,R,4,R,4,A,
2022,110635,22000,220, 0,R,1624,R,1624,A,,R,1514,R,1514,A,,R,110,R,110,A,
2022,110635,22050,220,50,R,1624,R,1624,A,,R,1514,R,1514,A,,R,110,R,110,A,
2022,110635,23000,230, 0,R,57,R,57,A,,R,36,R,36,A,,R,21,R,21,A,
2022,110635,23050,230,50,R,57,R,57,A,,R,36,R,36,A,,R,21,R,21,A,
2022,110635,25000,250, 0,R,451,R,451,A,,R,408,R,408,A,,R,43,R,43,A,
2022,110635,25050,250,50,R,451,R,451,A,,R,408,R,408,A,,R,43,R,43,A,
2022,110635,26000,260, 0,R,275,R,275,A,,R,259,R,259,A,,R,16,R,16,A,
2022,110635,26050,260,50,R,275,R,275,A,,R,259,R,259,A,,R,16,R,16,A,
2022,110635,26100,261, 0,R,64,R,64,A,,R,56,R,56,A,,R,8,R,8,A,
2022,110635,26150,261,50,R,64,R,64,A,,R,56,R,56,A,,R,8,R,8,A,
2022,110635,26200,262, 0,R,148,R,148,A,,R,145,R,145,A,,R,3,R,3,A,
2022,110635,26250,262,50,R,148,R,148,A,,R,145,R,145,A,,R,3,R,3,A,
2022,110635,26300,263, 0,R,63,R,63,A,,R,58,R,58,A,,R,5,R,5,A,
2022,110635,26350,263,50,R,63,R,63,A,,R,58,R,58,A,,R,5,R,5,A,
2022,110635,27000,270, 0,R,176,R,176,A,,R,149,R,149,A,,R,27,R,27,A,
2022,110635,27050,270,50,R,176,R,176,A,,R,149,R,149,A,,R,27,R,27,A,
2022,110635,30000,300, 0,R,747,R,747,A,,R,676,R,676,A,,R,71,R,71,A,
2022,110635,30050,300,50,R,747,R,747,A,,R,676,R,676,A,,R,71,R,71,A,
2022,110635,31000,310, 0,R,1901,R,1901,A,,R,1847,R,1847,A,,R,54,R,54,A,
2022,110635,31050,310,50,R,1901,R,1901,A,,R,1847,R,1847,A,,R,54,R,54,A,
2022,110635,32000,320, 0,R,1250,R,1250,A,,R,1194,R,1194,A,,R,56,R,56,A,
2022,110635,32050,320,50,R,1250,R,1250,A,,R,1194,R,1194,A,,R,56,R,56,A,
2022,110635,33000,330, 0,R,1425,R,1425,A,,R,1320,R,1320,A,,R,105,R,105,A,
2022,110635,33050,330,50,R,1425,R,1425,A,,R,1320,R,1320,A,,R,105,R,105,A,
2022,110635,34000,340, 0,R,153,R,153,A,,R,89,R,89,A,,R,64,R,64,A,
2022,110635,34050,340,50,R,153,R,153,A,,R,89,R,89,A,,R,64,R,64,A,
2022,110635,35000,350, 0,R,1130,R,1130,A,,R,899,R,899,A,,R,231,R,231,A,
