year,UNITID,EAPCAT,OCCUPCAT,FACSTAT,XEAPTOT,EAPTOT,XEAPTYP,EAPTYP,XEAPMED,EAPMED,XEAPFT,EAPFT,XEAPFTTY,EAPFTTYP,XEAPFTMD,EAPFTMED,XEAPPT,EAPPT,XEAPPTTY,EAPPTTYP,XEAPPTMD,EAPPTMED
2023,129020,30010,300,10,R,39,R,21,R,18,R,37,R,19,R,18,R,2,R,2,A,
2023,129020,30020,300,20,R,28,R,19,R,9,R,27,R,18,R,9,R,1,R,1,A,
2023,129020,30030,300,30,R,1,A,,R,1,R,1,A,,R,1,A,,A,,A,
2023,129020,30040,300,40,R,10,R,2,R,8,R,9,R,1,R,8,R,1,R,1,A,
2023,129020,30042,300,42,R,10,R,2,R,8,R,9,R,1,R,8,R,1,R,1,A,
2023,129020,30050,300,50,R,317,R,273,R,44,R,315,R,271,R,44,R,2,R,2,A,
2023,129020,31000,310, 0,R,460,R,454,R,6,R,452,R,446,R,6,R,8,R,8,A,
2023,129020,31050,310,50,R,460,R,454,R,6,R,452,R,446,R,6,R,8,R,8,A,
2023,129020,32000,320, 0,R,787,R,605,R,182,R,746,R,593,R,153,R,41,R,12,R,29
2023,129020,32050,320,50,R,787,R,605,R,182,R,746,R,593,R,153,R,41,R,12,R,29
2023,129020,33000,330, 0,R,484,R,464,R,20,R,464,R,445,R,19,R,20,R,19,R,1
2023,129020,33050,330,50,R,484,R,464,R,20,R,464,R,445,R,19,R,20,R,19,R,1
2023,129020,34000,340, 0,R,1531,R,1516,R,15,R,831,R,821,R,10,R,700,R,695,R,5
2023,129020,34050,340,50,R,1531,R,1516,R,15,R,831,R,821,R,10,R,700,R,695,R,5
2023,129020,35000,350, 0,R,901,R,897,R,4,R,690,R,687,R,3,R,211,R,210,R,1
2023,129020,35060,350,60,R,901,R,897,R,4,R,690,R,687,R,3,R,211,R,210,R,1
2023,129020,36000,360, 0,R,2,R,2,A,,R,2,R,2,A,,A,,A,,A,
2023,129020,36060,360,60,R,2,R,2,A,,R,2,R,2,A,,A,,A,,A,
2023,129020,37000,370, 0,R,2249,R,2062,R,187,R,2119,R,1948,R,171,R,130,R,114,R,16
2023,129020,37060,370,60,R,2249,R,2062,R,187,R,2119,R,1948,R,171,R,130,R,114,R,16
2023,129020,38000,380, 0,R,500,R,500,A,,R,500,R,500,A,,A,,A,,A,
2023,129020,38060,380,60,R,500,R,500,A,,R,500,R,500,A,,A,,A,,A,
2023,129020,39000,390, 0,R,6,R,6,A,,R,6,R,6,A,,A,,A,,A,
2023,129020,39060,390,60,R,6,R,6,A,,R,6,R,6,A,,A,,A,,A,
2023,129020,40000,400, 0,R,2658,R,2402,R,256,A,,A,,A,,R,2658,R,2402,R,256
2023,129020,41000,410, 0,R,1423,R,1423,A,,A,,A,,A,,R,1423,R,1423,A,
2023,129020,42000,420, 0,R,898,R,642,R,256,A,,A,,A,,R,898,R,642,R,256
2023,129020,49000,490, 0,R,337,R,337,A,,A,,A,,A,,R,337,R,337,A,
2023,130794,10000,100, 0,R,18893,R,10103,R,8790,R,17069,R,8937,R,8132,R,1824,R,1166,R,658
2023,130794,10010,100,10,R,5491,R,2211,R,3280,R,4443,R,1628,R,2815,R,1048,R,583,R,465
2023,130794,10020,100,20,R,1308,R,693,R,615,R,1202,R,678,R,524,R,106,R,15,R,91
2023,130794,10030,100,30,R,1935,R,283,R,1652,R,1729,R,283,R,1446,R,206,A,,R,206
2023,130794,10040,100,40,R,2248,R,1235,R,1013,R,1512,R,667,R,845,R,736,R,568,R,168
2023,130794,10041,100,41,R,818,R,531,R,287,R,618,R,411,R,207,R,200,R,120,R,80
2023,130794,10042,100,42,R,1169,R,459,R,710,R,861,R,237,R,624,R,308,R,222,R,86
2023,130794,10043,100,43,R,261,R,245,R,16,R,33,R,19,R,14,R,228,R,226,R,2
2023,130794,10044,100,44,R,817,R,531,R,286,R,618,R,411,R,207,R,199,R,120,R,79
2023,130794,10045,100,45,R,1,A,,R,1,A,,A,,A,,R,1,A,,R,1
2023,130794,10050,100,50,R,8379,R,4749,R,3630,R,8037,R,4553,R,3484,R,342,R,196,R,146
2023,130794,10060,100,60,R,5023,R,3143,R,1880,R,4589,R,2756,R,1833,R,434,R,387,R,47
2023,130794,20000,200, 0,R,7304,R,2855,R,4449,R,6233,R,2266,R,3967,R,1071,R,589,R,482
2023,130794,20010,200,10,R,5491,R,2211,R,3280,R,4443,R,1628,R,2815,R,1048,R,583,R,465
2023,130794,20020,200,20,R,1308,R,693,R,615,R,1202,R,678,R,524,R,106,R,15,R,91
2023,130794,20030,200,30,R,1935,R,283,R,1652,R,1729,R,283,R,1446,R,206,A,,R,206
2023,130794,20040,200,40,R,2248,R,1235,R,1013,R,1512,R,667,R,845,R,736,R,568,R,168
2023,130794,20041,200,41,R,818,R,531,R,287,R,618,R,411,R,207,R,200,R,120,R,80
2023,130794,20042,200,42,R,1169,R,459,R,710,R,861,R,237,R,624,R,308,R,222,R,86
2023,130794,20043,200,43,R,261,R,245,R,16,R,33,R,19,R,14,R,228,R,226,R,2
2023,130794,20044,200,44,R,817,R,531,R,286,R,618,R,411,R,207,R,199,R,120,R,79
2023,130794,20045,200,45,R,1,A,,R,1,A,,A,,A,,R,1,A,,R,1
2023,130794,20050,200,50,R,1813,R,644,R,1169,R,1790,R,638,R,1152,R,23,R,6,R,17
2023,130794,21000,210, 0,R,3700,R,1942,R,1758,R,2881,R,1389,R,1492,R,819,R,553,R,266
2023,130794,21010,210,10,R,3699,R,1941,R,1758,R,2881,R,1389,R,1492,R,818,R,552,R,266
2023,130794,21020,210,20,R,1267,R,693,R,574,R,1169,R,678,R,491,R,98,R,15,R,83
2023,130794,21030,210,30,R,1230,R,271,R,959,R,1132,R,271,R,861,R,98,A,,R,98
2023,130794,21040,210,40,R,1202,R,977,R,225,R,580,R,440,R,140,R,622,R,537,R,85
2023,130794,21041,210,41,R,532,R,457,R,75,R,367,R,347,R,20,R,165,R,110,R,55
2023,130794,21042,210,42,R,433,R,288,R,145,R,200,R,84,R,116,R,233,R,204,R,29
2023,130794,21043,210,43,R,237,R,232,R,5,R,13,R,9,R,4,R,224,R,223,R,1
2023,130794,21044,210,44,R,531,R,457,R,74,R,367,R,347,R,20,R,164,R,110,R,54
2023,130794,21045,210,45,R,1,A,,R,1,A,,A,,A,,R,1,A,,R,1
2023,130794,21050,210,50,R,1,R,1,A,,A,,A,,A,,R,1,R,1,A,
2023,130794,21100,211, 0,R,2848,R,1942,R,906,R,2148,R,1389,R,759,R,700,R,553,R,147
2023,130794,21110,211,10,R,2847,R,1941,R,906,R,2148,R,1389,R,759,R,699,R,552,R,147
2023,130794,21120,211,20,R,1063,R,693,R,370,R,1010,R,678,R,332,R,53,R,15,R,38
2023,130794,21130,211,30,R,582,R,271,R,311,R,558,R,271,R,287,R,24,A,,R,24
2023,130794,21140,211,40,R,1202,R,977,R,225,R,580,R,440,R,140,R,622,R,537,R,85
2023,130794,21141,211,41,R,532,R,457,R,75,R,367,R,347,R,20,R,165,R,110,R,55
2023,130794,21142,211,42,R,433,R,288,R,145,R,200,R,84,R,116,R,233,R,204,R,29
2023,130794,21143,211,43,R,237,R,232,R,5,R,13,R,9,R,4,R,224,R,223,R,1
2023,130794,21144,211,44,R,531,R,457,R,74,R,367,R,347,R,20,R,164,R,110,R,54
2023,130794,21145,211,45,R,1,A,,R,1,A,,A,,A,,R,1,A,,R,1
2023,130794,21150,211,50,R,1,R,1,A,,A,,A,,A,,R,1,R,1,A,
2023,130794,21200,212, 0,R,2848,R,1942,R,906,R,2148,R,1389,R,759,R,700,R,553,R,147
2023,130794,21210,212,10,R,2847,R,1941,R,906,R,2148,R,1389,R,759,R,699,R,552,R,147
2023,130794,21220,212,20,R,1063,R,693,R,370,R,1010,R,678,R,332,R,53,R,15,R,38
2023,130794,21230,212,30,R,582,R,271,R,311,R,558,R,271,R,287,R,24,A,,R,24
2023,130794,21240,212,40,R,1202,R,977,R,225,R,580,R,440,R,140,R,622,R,537,R,85
2023,130794,21241,212,41,R,532,R,457,R,75,R,367,R,347,R,20,R,165,R,110,R,55
2023,130794,21242,212,42,R,433,R,288,R,145,R,200,R,84,R,116,R,233,R,204,R,29
2023,130794,21243,212,43,R,237,R,232,R,5,R,13,R,9,R,4,R,224,R,223,R,1
2023,130794,21244,212,44,R,531,R,457,R,74,R,367,R,347,R,20,R,164,R,110,R,54
2023,130794,21245,212,45,R,1,A,,R,1,A,,A,,A,,R,1,A,,R,1
2023,130794,21250,212,50,R,1,R,1,A,,A,,A,,A,,R,1,R,1,A,
2023,130794,21500,215, 0,R,852,A,,R,852,R,733,A,,R,733,R,119,A,,R,119
2023,130794,21510,215,10,R,852,A,,R,852,R,733,A,,R,733,R,119,A,,R,119
2023,130794,21520,215,20,R,204,A,,R,204,R,159,A,,R,159,R,45,A,,R,45
2023,130794,21530,215,30,R,648,A,,R,648,R,574,A,,R,574,R,74,A,,R,74
2023,130794,22000,220, 0,R,2929,R,900,R,2029,R,2794,R,864,R,1930,R,135,R,36,R,99
2023,130794,22010,220,10,R,1124,R,257,R,867,R,1011,R,226,R,785,R,113,R,31,R,82
2023,130794,22020,220,20,R,35,A,,R,35,R,29,A,,R,29,R,6,A,,R,6
2023,130794,22030,220,30,R,87,A,,R,87,R,85,A,,R,85,R,2,A,,R,2
2023,130794,22040,220,40,R,1002,R,257,R,745,R,897,R,226,R,671,R,105,R,31,R,74
2023,130794,22041,220,41,R,250,R,73,R,177,R,222,R,63,R,159,R,28,R,10,R,18
2023,130794,22042,220,42,R,728,R,171,R,557,R,655,R,153,R,502,R,73,R,18,R,55
2023,130794,22043,220,43,R,24,R,13,R,11,R,20,R,10,R,10,R,4,R,3,R,1
2023,130794,22044,220,44,R,250,R,73,R,177,R,222,R,63,R,159,R,28,R,10,R,18
2023,130794,22050,220,50,R,1805,R,643,R,1162,R,1783,R,638,R,1145,R,22,R,5,R,17
2023,130794,23000,230, 0,R,675,R,13,R,662,R,558,R,13,R,545,R,117,A,,R,117
2023,130794,23010,230,10,R,668,R,13,R,655,R,551,R,13,R,538,R,117,A,,R,117
2023,130794,23020,230,20,R,6,A,,R,6,R,4,A,,R,4,R,2,A,,R,2
2023,130794,23030,230,30,R,618,R,12,R,606,R,512,R,12,R,500,R,106,A,,R,106
2023,130794,23040,230,40,R,44,R,1,R,43,R,35,R,1,R,34,R,9,A,,R,9
2023,130794,23041,230,41,R,36,R,1,R,35,R,29,R,1,R,28,R,7,A,,R,7
2023,130794,23042,230,42,R,8,A,,R,8,R,6,A,,R,6,R,2,A,,R,2
2023,130794,23044,230,44,R,36,R,1,R,35,R,29,R,1,R,28,R,7,A,,R,7
2023,130794,23050,230,50,R,7,A,,R,7,R,7,A,,R,7,A,,A,,A,
2023,130794,25000,250, 0,R,763,R,719,R,44,R,727,R,691,R,36,R,36,R,28,R,8
2023,130794,25050,250,50,R,763,R,719,R,44,R,727,R,691,R,36,R,36,R,28,R,8
2023,130794,26000,260, 0,R,543,R,542,R,1,R,527,R,526,R,1,R,16,R,16,A,
2023,130794,26050,260,50,R,543,R,542,R,1,R,527,R,526,R,1,R,16,R,16,A,
2023,130794,26100,261, 0,R,154,R,154,A,,R,146,R,146,A,,R,8,R,8,A,
2023,130794,26150,261,50,R,154,R,154,A,,R,146,R,146,A,,R,8,R,8,A,
2023,130794,26200,262, 0,R,203,R,203,A,,R,200,R,200,A,,R,3,R,3,A,
2023,130794,26250,262,50,R,203,R,203,A,,R,200,R,200,A,,R,3,R,3,A,
2023,130794,26300,263, 0,R,186,R,185,R,1,R,181,R,180,R,1,R,5,R,5,A,
2023,130794,26350,263,50,R,186,R,185,R,1,R,181,R,180,R,1,R,5,R,5,A,
2023,130794,27000,270, 0,R,220,R,177,R,43,R,200,R,165,R,35,R,20,R,12,R,8
2023,130794,27050,270,50,R,220,R,177,R,43,R,200,R,165,R,35,R,20,R,12,R,8
2023,130794,30000,300, 0,R,1933,R,1369,R,564,R,1888,R,1339,R,549,R,45,R,30,R,15
2023,130794,30050,300,50,R,1933,R,1369,R,564,R,1888,R,1339,R,549,R,45,R,30,R,15
2023,130794,31000,310, 0,R,940,R,611,R,329,R,931,R,603,R,328,R,9,R,8,R,1
2023,130794,31050,310,50,R,940,R,611,R,329,R,931,R,603,R,328,R,9,R,8,R,1
2023,130794,32000,320, 0,R,1919,R,793,R,1126,R,1821,R,763,R,1058,R,98,R,30,R,68
2023,130794,32050,320,50,R,1919,R,793,R,1126,R,1821,R,763,R,1058,R,98,R,30,R,68
2023,130794,33000,330, 0,R,502,R,398,R,104,R,475,R,378,R,97,R,27,R,20,R,7
2023,130794,33050,330,50,R,502,R,398,R,104,R,475,R,378,R,97,R,27,R,20,R,7
2023,130794,34000,340, 0,R,509,R,215,R,294,R,405,R,141,R,264,R,104,R,74,R,30
2023,130794,34050,340,50,R,509,R,215,R,294,R,405,R,141,R,264,R,104,R,74,R,30
2023,130794,35000,350, 0,R,1905,R,1516,R,389,R,1576,R,1195,R,381,R,329,R,321,R,8
2023,130794,35060,350,60,R,1905,R,1516,R,389,R,1576,R,1195,R,381,R,329,R,321,R,8
2023,130794,37000,370, 0,R,2807,R,1318,R,1489,R,2704,R,1254,R,1450,R,103,R,64,R,39
2023,130794,37060,370,60,R,2807,R,1318,R,1489,R,2704,R,1254,R,1450,R,103,R,64,R,39
2023,130794,38000,380, 0,R,251,R,251,A,,R,250,R,250,A,,R,1,R,1,A,
2023,130794,38060,380,60,R,251,R,251,A,,R,250,R,250,A,,R,1,R,1,A,
2023,130794,39000,390, 0,R,60,R,58,R,2,R,59,R,57,R,2,R,1,R,1,A,
2023,130794,39060,390,60,R,60,R,58,R,2,R,59,R,57,R,2,R,1,R,1,A,
2023,130794,40000,400, 0,R,3365,R,3299,R,66,A,,A,,A,,R,3365,R,3299,R,66
2023,130794,41000,410, 0,R,1456,R,1447,R,9,A,,A,,A,,R,1456,R,1447,R,9
2023,130794,42000,420, 0,R,1909,R,1852,R,57,A,,A,,A,,R,1909,R,1852,R,57
2023,130943,10000,100, 0,R,5081,R,5081,A,,R,5031,R,5031,A,,R,50,R,50,A,
2023,130943,10010,100,10,R,1365,R,1365,A,,R,1350,R,1350,A,,R,15,R,15,A,
2023,130943,10020,100,20,R,735,R,735,A,,R,733,R,733,A,,R,2,R,2,A,
2023,130943,10030,100,30,R,195,R,195,A,,R,194,R,194,A,,R,1,R,1,A,
2023,130943,10040,100,40,R,435,R,435,A,,R,423,R,423,A,,R,12,R,12,A,
2023,130943,10041,100,41,R,334,R,334,A,,R,328,R,328,A,,R,6,R,6,A,
2023,130943,10042,100,42,R,101,R,101,A,,R,95,R,95,A,,R,6,R,6,A,
2023,130943,10044,100,44,R,334,R,334,A,,R,328,R,328,A,,R,6,R,6,A,
2023,130943,10050,100,50,R,2784,R,2784,A,,R,2768,R,2768,A,,R,16,R,16,A,
2023,130943,10060,100,60,R,932,R,932,A,,R,913,R,913,A,,R,19,R,19,A,
2023,130943,20000,200, 0,R,1271,R,1271,A,,R,1256,R,1256,A,,R,15,R,15,A,
2023,130943,20010,200,10,R,1271,R,1271,A,,R,1256,R,1256,A,,R,15,R,15,A,
2023,130943,20020,200,20,R,648,R,648,A,,R,646,R,646,A,,R,2,R,2,A,
2023,130943,20030,200,30,R,195,R,195,A,,R,194,R,194,A,,R,1,R,1,A,
2023,130943,20040,200,40,R,428,R,428,A,,R,416,R,416,A,,R,12,R,12,A,
2023,130943,20041,200,41,R,330,R,330,A,,R,324,R,324,A,,R,6,R,6,A,
2023,130943,20042,200,42,R,98,R,98,A,,R,92,R,92,A,,R,6,R,6,A,
2023,130943,20044,200,44,R,330,R,330,A,,R,324,R,324,A,,R,6,R,6,A,
2023,130943,21000,210, 0,R,1271,R,1271,A,,R,1256,R,1256,A,,R,15,R,15,A,
2023,130943,21010,210,10,R,1271,R,1271,A,,R,1256,R,1256,A,,R,15,R,15,A,
2023,130943,21020,210,20,R,648,R,648,A,,R,646,R,646,A,,R,2,R,2,A,
2023,130943,21030,210,30,R,195,R,195,A,,R,194,R,194,A,,R,1,R,1,A,
2023,130943,21040,210,40,R,428,R,428,A,,R,416,R,416,A,,R,12,R,12,A,
2023,130943,21041,210,41,R,330,R,330,A,,R,324,R,324,A,,R,6,R,6,A,
2023,130943,21042,210,42,R,98,R,98,A,,R,92,R,92,A,,R,6,R,6,A,
2023,130943,21044,210,44,R,330,R,330,A,,R,324,R,324,A,,R,6,R,6,A,
2023,130943,21500,215, 0,R,1271,R,1271,A,,R,1256,R,1256,A,,R,15,R,15,A,
2023,130943,21510,215,10,R,1271,R,1271,A,,R,1256,R,1256,A,,R,15,R,15,A,
2023,130943,21520,215,20,R,648,R,648,A,,R,646,R,646,A,,R,2,R,2,A,
2023,130943,21530,215,30,R,195,R,195,A,,R,194,R,194,A,,R,1,R,1,A,
2023,130943,21540,215,40,R,428,R,428,A,,R,416,R,416,A,,R,12,R,12,A,
2023,130943,21541,215,41,R,330,R,330,A,,R,324,R,324,A,,R,6,R,6,A,
2023,130943,21542,215,42,R,98,R,98,A,,R,92,R,92,A,,R,6,R,6,A,
2023,130943,21544,215,44,R,330,R,330,A,,R,324,R,324,A,,R,6,R,6,A,
2023,130943,25000,250, 0,R,124,R,124,A,,R,123,R,123,A,,R,1,R,1,A,
2023,130943,25050,250,50,R,124,R,124,A,,R,123,R,123,A,,R,1,R,1,A,
2023,130943,26000,260, 0,R,65,R,65,A,,R,64,R,64,A,,R,1,R,1,A,
2023,130943,26050,260,50,R,65,R,65,A,,R,64,R,64,A,,R,1,R,1,A,
2023,130943,26100,261, 0,R,2,R,2,A,,R,2,R,2,A,,A,,A,,A,
2023,130943,26150,261,50,R,2,R,2,A,,R,2,R,2,A,,A,,A,,A,
2023,130943,26200,262, 0,R,63,R,63,A,,R,62,R,62,A,,R,1,R,1,A,
2023,130943,26250,262,50,R,63,R,63,A,,R,62,R,62,A,,R,1,R,1,A,
2023,130943,27000,270, 0,R,59,R,59,A,,R,59,R,59,A,,A,,A,,A,
2023,130943,27050,270,50,R,59,R,59,A,,R,59,R,59,A,,A,,A,,A,
2023,130943,30000,300, 0,R,667,R,667,A,,R,666,R,666,A,,R,1,R,1,A,
2023,130943,30010,300,10,R,94,R,94,A,,R,94,R,94,A,,A,,A,,A,
2023,130943,30020,300,20,R,87,R,87,A,,R,87,R,87,A,,A,,A,,A,
2023,130943,30040,300,40,R,7,R,7,A,,R,7,R,7,A,,A,,A,,A,
2023,130943,30041,300,41,R,4,R,4,A,,R,4,R,4,A,,A,,A,,A,
2023,130943,30042,300,42,R,3,R,3,A,,R,3,R,3,A,,A,,A,,A,
2023,130943,30044,300,44,R,4,R,4,A,,R,4,R,4,A,,A,,A,,A,
2023,130943,30050,300,50,R,573,R,573,A,,R,572,R,572,A,,R,1,R,1,A,
2023,130943,31000,310, 0,R,613,R,613,A,,R,610,R,610,A,,R,3,R,3,A,
2023,130943,31050,310,50,R,613,R,613,A,,R,610,R,610,A,,R,3,R,3,A,
2023,130943,32000,320, 0,R,780,R,780,A,,R,771,R,771,A,,R,9,R,9,A,
2023,130943,32050,320,50,R,780,R,780,A,,R,771,R,771,A,,R,9,R,9,A,
2023,130943,33000,330, 0,R,589,R,589,A,,R,589,R,589,A,,A,,A,,A,
2023,130943,33050,330,50,R,589,R,589,A,,R,589,R,589,A,,A,,A,,A,
2023,130943,34000,340, 0,R,105,R,105,A,,R,103,R,103,A,,R,2,R,2,A,
2023,130943,34050,340,50,R,105,R,105,A,,R,103,R,103,A,,R,2,R,2,A,
2023,130943,35000,350, 0,R,326,R,326,A,,R,323,R,323,A,,R,3,R,3,A,
2023,130943,35060,350,60,R,326,R,326,A,,R,323,R,323,A,,R,3,R,3,A,
2023,130943,37000,370, 0,R,327,R,327,A,,R,324,R,324,A,,R,3,R,3,A,
2023,130943,37060,370,60,R,327,R,327,A,,R,324,R,324,A,,R,3,R,3,A,
2023,130943,38000,380, 0,R,193,R,193,A,,R,193,R,193,A,,A,,A,,A,
2023,130943,38060,380,60,R,193,R,193,A,,R,193,R,193,A,,A,,A,,A,
2023,130943,39000,390, 0,R,86,R,86,A,,R,73,R,73,A,,R,13,R,13,A,
2023,130943,39060,390,60,R,86,R,86,A,,R,73,R,73,A,,R,13,R,13,A,
2023,130943,40000,400, 0,R,1906,R,1906,A,,A,,A,,A,,R,1906,R,1906,A,
2023,130943,41000,410, 0,R,667,R,667,A,,A,,A,,A,,R,667,R,667,A,
2023,130943,42000,420, 0,R,1133,R,1133,A,,A,,A,,A,,R,1133,R,1133,A,
2023,130943,49000,490, 0,R,106,R,106,A,,A,,A,,A,,R,106,R,106,A,
2023,131159,10000,100, 0,R,3728,R,3728,A,,R,2706,R,2706,A,,R,1022,R,1022,A,
2023,131159,10010,100,10,R,1762,R,1762,A,,R,946,R,946,A,,R,816,R,816,A,
2023,131159,10020,100,20,R,391,R,391,A,,R,391,R,391,A,,A,,A,,A,
2023,131159,10030,100,30,R,89,R,89,A,,R,89,R,89,A,,A,,A,,A,
2023,131159,10040,100,40,R,1282,R,1282,A,,R,466,R,466,A,,R,816,R,816,A,
2023,131159,10041,100,41,R,284,R,284,A,,R,284,R,284,A,,A,,A,,A,
2023,131159,10042,100,42,R,998,R,998,A,,R,182,R,182,A,,R,816,R,816,A,
2023,131159,10044,100,44,R,273,R,273,A,,R,273,R,273,A,,A,,A,,A,
2023,131159,10045,100,45,R,11,R,11,A,,R,11,R,11,A,,A,,A,,A,
2023,131159,10050,100,50,R,1366,R,1366,A,,R,1340,R,1340,A,,R,26,R,26,A,
2023,131159,10060,100,60,R,600,R,600,A,,R,420,R,420,A,,R,180,R,180,A,
2023,131159,20000,200, 0,R,1707,R,1707,A,,R,891,R,891,A,,R,816,R,816,A,
2023,131159,20010,200,10,R,1699,R,1699,A,,R,883,R,883,A,,R,816,R,816,A,
2023,131159,20020,200,20,R,355,R,355,A,,R,355,R,355,A,,A,,A,,A,
2023,131159,20030,200,30,R,87,R,87,A,,R,87,R,87,A,,A,,A,,A,
2023,131159,20040,200,40,R,1257,R,1257,A,,R,441,R,441,A,,R,816,R,816,A,
2023,131159,20041,200,41,R,265,R,265,A,,R,265,R,265,A,,A,,A,,A,
2023,131159,20042,200,42,R,992,R,992,A,,R,176,R,176,A,,R,816,R,816,A,
2023,131159,20044,200,44,R,265,R,265,A,,R,265,R,265,A,,A,,A,,A,
2023,131159,20050,200,50,R,8,R,8,A,,R,8,R,8,A,,A,,A,,A,
2023,131159,21000,210, 0,R,1662,R,1662,A,,R,846,R,846,A,,R,816,R,816,A,
2023,131159,21010,210,10,R,1662,R,1662,A,,R,846,R,846,A,,R,816,R,816,A,
2023,131159,21020,210,20,R,354,R,354,A,,R,354,R,354,A,,A,,A,,A,
2023,131159,21030,210,30,R,87,R,87,A,,R,87,R,87,A,,A,,A,,A,
2023,131159,21040,210,40,R,1221,R,1221,A,,R,405,R,405,A,,R,816,R,816,A,
2023,131159,21041,210,41,R,250,R,250,A,,R,250,R,250,A,,A,,A,,A,
2023,131159,21042,210,42,R,971,R,971,A,,R,155,R,155,A,,R,816,R,816,A,
2023,131159,21044,210,44,R,250,R,250,A,,R,250,R,250,A,,A,,A,,A,
2023,131159,21100,211, 0,R,1630,R,1630,A,,R,814,R,814,A,,R,816,R,816,A,
2023,131159,21110,211,10,R,1630,R,1630,A,,R,814,R,814,A,,R,816,R,816,A,
2023,131159,21120,211,20,R,354,R,354,A,,R,354,R,354,A,,A,,A,,A,
2023,131159,21130,211,30,R,87,R,87,A,,R,87,R,87,A,,A,,A,,A,
2023,131159,21140,211,40,R,1189,R,1189,A,,R,373,R,373,A,,R,816,R,816,A,
2023,131159,21141,211,41,R,233,R,233,A,,R,233,R,233,A,,A,,A,,A,
2023,131159,21142,211,42,R,956,R,956,A,,R,140,R,140,A,,R,816,R,816,A,
2023,131159,21144,211,44,R,233,R,233,A,,R,233,R,233,A,,A,,A,,A,
2023,131159,21200,212, 0,R,1573,R,1573,A,,R,809,R,809,A,,R,764,R,764,A,
2023,131159,21210,212,10,R,1573,R,1573,A,,R,809,R,809,A,,R,764,R,764,A,
2023,131159,21220,212,20,R,354,R,354,A,,R,354,R,354,A,,A,,A,,A,
2023,131159,21230,212,30,R,87,R,87,A,,R,87,R,87,A,,A,,A,,A,
2023,131159,21240,212,40,R,1132,R,1132,A,,R,368,R,368,A,,R,764,R,764,A,
2023,131159,21241,212,41,R,228,R,228,A,,R,228,R,228,A,,A,,A,,A,
2023,131159,21242,212,42,R,904,R,904,A,,R,140,R,140,A,,R,764,R,764,A,
2023,131159,21244,212,44,R,228,R,228,A,,R,228,R,228,A,,A,,A,,A,
2023,131159,21300,213, 0,R,16,R,16,A,,A,,A,,A,,R,16,R,16,A,
2023,131159,21310,213,10,R,16,R,16,A,,A,,A,,A,,R,16,R,16,A,
2023,131159,21340,213,40,R,16,R,16,A,,A,,A,,A,,R,16,R,16,A,
2023,131159,21342,213,42,R,16,R,16,A,,A,,A,,A,,R,16,R,16,A,
2023,131159,21400,214, 0,R,41,R,41,A,,R,5,R,5,A,,R,36,R,36,A,
2023,131159,21410,214,10,R,41,R,41,A,,R,5,R,5,A,,R,36,R,36,A,
2023,131159,21440,214,40,R,41,R,41,A,,R,5,R,5,A,,R,36,R,36,A,
2023,131159,21441,214,41,R,5,R,5,A,,R,5,R,5,A,,A,,A,,A,
2023,131159,21442,214,42,R,36,R,36,A,,A,,A,,A,,R,36,R,36,A,
2023,131159,21444,214,44,R,5,R,5,A,,R,5,R,5,A,,A,,A,,A,
2023,131159,21500,215, 0,R,32,R,32,A,,R,32,R,32,A,,A,,A,,A,
2023,131159,21510,215,10,R,32,R,32,A,,R,32,R,32,A,,A,,A,,A,
2023,131159,21540,215,40,R,32,R,32,A,,R,32,R,32,A,,A,,A,,A,
2023,131159,21541,215,41,R,17,R,17,A,,R,17,R,17,A,,A,,A,,A,
2023,131159,21542,215,42,R,15,R,15,A,,R,15,R,15,A,,A,,A,,A,
2023,131159,21544,215,44,R,17,R,17,A,,R,17,R,17,A,,A,,A,,A,
2023,131159,22000,220, 0,R,45,R,45,A,,R,45,R,45,A,,A,,A,,A,
2023,131159,22010,220,10,R,37,R,37,A,,R,37,R,37,A,,A,,A,,A,
2023,131159,22020,220,20,R,1,R,1,A,,R,1,R,1,A,,A,,A,,A,
2023,131159,22040,220,40,R,36,R,36,A,,R,36,R,36,A,,A,,A,,A,
2023,131159,22041,220,41,R,15,R,15,A,,R,15,R,15,A,,A,,A,,A,
2023,131159,22042,220,42,R,21,R,21,A,,R,21,R,21,A,,A,,A,,A,
2023,131159,22044,220,44,R,15,R,15,A,,R,15,R,15,A,,A,,A,,A,
2023,131159,22050,220,50,R,8,R,8,A,,R,8,R,8,A,,A,,A,,A,
2023,131159,25000,250, 0,R,113,R,113,A,,R,111,R,111,A,,R,2,R,2,A,
2023,131159,25010,250,10,R,23,R,23,A,,R,23,R,23,A,,A,,A,,A,
2023,131159,25020,250,20,R,8,R,8,A,,R,8,R,8,A,,A,,A,,A,
2023,131159,25030,250,30,R,1,R,1,A,,R,1,R,1,A,,A,,A,,A,
2023,131159,25040,250,40,R,14,R,14,A,,R,14,R,14,A,,A,,A,,A,
2023,131159,25041,250,41,R,12,R,12,A,,R,12,R,12,A,,A,,A,,A,
2023,131159,25042,250,42,R,2,R,2,A,,R,2,R,2,A,,A,,A,,A,
2023,131159,25044,250,44,R,1,R,1,A,,R,1,R,1,A,,A,,A,,A,
2023,131159,25045,250,45,R,11,R,11,A,,R,11,R,11,A,,A,,A,,A,
2023,131159,25050,250,50,R,90,R,90,A,,R,88,R,88,A,,R,2,R,2,A,
