year,UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW ,CSNRALW,XCSGUUGU,CSGUUGUN,XCSGUUGA,CSGUUGAG,XCSGUUGT,CSGUUGTT,XCSGUGUN,CSGUGUN,XCSGUGAG,CSGUGAG,XCSGUGTT,CSGUGTOT,XCSGUTTUN,CSGUTOTUN,XCSGUTTAG,CSGUTOTAG,XCSGUTOT,CSGUTOT,XCSGUKN,CSGUKN    
2018,193900,R,16605,R,7263,R,9342,R,19,R,5,R,14,R,2250,R,1015,R,1235,R,817,R,237,R,580,R,1464,R,557,R,907,R,24,R,4,R,20,R,5315,R,2253,R,3062,R,471,R,176,R,295,R,959,R,480,R,479,R,5286,R,2536,R,2750,,,,,,,,,,,,,,,,,,,,,
2018,194824,R,1983,R,1303,R,680,R,1,R,1,R,0,R,189,R,112,R,77,R,59,R,35,R,24,R,118,R,79,R,39,R,1,R,1,R,0,R,1055,R,712,R,343,R,131,R,78,R,53,R,33,R,27,R,6,R,396,R,258,R,138,,,,,,,,,,,,,,,,,,,,,
2018,195003,R,3685,R,2287,R,1398,R,6,R,3,R,3,R,215,R,125,R,90,R,154,R,76,R,78,R,171,R,87,R,84,R,1,R,1,R,0,R,2057,R,1298,R,759,R,77,R,46,R,31,R,184,R,130,R,54,R,820,R,521,R,299,,,,,,,,,,,,,,,,,,,,,
2018,195030,R,3330,R,1590,R,1740,R,3,R,2,R,1,R,280,R,130,R,150,R,149,R,66,R,83,R,166,R,81,R,85,R,3,R,2,R,1,R,1552,R,726,R,826,R,77,R,33,R,44,R,135,R,73,R,62,R,965,R,477,R,488,,,,,,,,,,,,,,,,,,,,,
2018,196079,R,4570,R,2286,R,2284,R,7,R,5,R,2,R,552,R,253,R,299,R,210,R,81,R,129,R,392,R,184,R,208,R,5,R,1,R,4,R,2435,R,1204,R,1231,R,102,R,35,R,67,R,82,R,46,R,36,R,785,R,477,R,308,,,,,,,,,,,,,,,,,,,,,
2018,196088,R,7827,R,4024,R,3803,R,19,R,14,R,5,R,827,R,424,R,403,R,393,R,179,R,214,R,406,R,205,R,201,R,9,R,6,R,3,R,3659,R,1839,R,1820,R,136,R,61,R,75,R,310,R,169,R,141,R,2068,R,1127,R,941,,,,,,,,,,,,,,,,,,,,,
2018,196097,R,7179,R,3374,R,3805,R,9,R,4,R,5,R,1300,R,697,R,603,R,445,R,136,R,309,R,725,R,325,R,400,R,6,R,3,R,3,R,2824,R,1204,R,1620,R,136,R,57,R,79,R,556,R,250,R,306,R,1178,R,698,R,480,,,,,,,,,,,,,,,,,,,,,
2018,196413,R,6083,R,2776,R,3307,R,33,R,10,R,23,R,330,R,152,R,178,R,469,R,175,R,294,R,516,R,212,R,304,R,9,R,3,R,6,R,3107,R,1397,R,1710,R,174,R,67,R,107,R,111,R,53,R,58,R,1334,R,707,R,627,,,,,,,,,,,,,,,,,,,,,
2018,197708,R,1517,R,694,R,823,R,1,R,1,Z,0,R,81,R,36,R,45,R,41,R,15,R,26,R,53,R,23,R,30,R,1,Z,0,R,1,R,927,R,467,R,460,R,10,R,6,R,4,R,222,R,75,R,147,R,181,R,71,R,110,,,,,,,,,,,,,,,,,,,,,
2018,198419,R,5573,R,2718,R,2855,R,25,R,5,R,20,R,678,R,348,R,330,R,335,R,144,R,191,R,327,R,143,R,184,R,7,R,6,R,1,R,2403,R,1137,R,1266,R,74,R,25,R,49,R,467,R,190,R,277,R,1257,R,720,R,537,,,,,,,,,,,,,,,,,,,,,
2018,199120,R,7962,R,3408,R,4554,R,21,R,9,R,12,R,718,R,336,R,382,R,647,R,222,R,425,R,532,R,204,R,328,R,10,R,6,R,4,R,4972,R,2130,R,2842,R,316,R,125,R,191,R,263,R,114,R,149,R,483,R,262,R,221,,,,,,,,,,,,,,,,,,,,,
2018,199193,R,8814,R,4732,R,4082,R,21,R,13,R,8,R,486,R,238,R,248,R,448,R,191,R,257,R,394,R,172,R,222,R,5,R,0,R,5,R,5310,R,2843,R,2467,R,231,R,106,R,125,R,806,R,423,R,383,R,1113,R,746,R,367,,,,,,,,,,,,,,,,,,,,,
2018,199847,R,2376,R,1095,R,1281,R,7,R,3,R,4,R,111,R,49,R,62,R,179,R,77,R,102,R,149,R,65,R,84,R,1,R,1,R,0,R,1612,R,775,R,837,R,47,R,22,R,25,R,25,R,10,R,15,R,245,R,93,R,152,,,,,,,,,,,,,,,,,,,,,
2018,201645,R,3340,R,1602,R,1738,R,2,R,1,R,1,R,440,R,200,R,240,R,216,R,70,R,146,R,139,R,70,R,69,R,2,R,1,R,1,R,1620,R,798,R,822,R,81,R,34,R,47,R,140,R,69,R,71,R,700,R,359,R,341,,,,,,,,,,,,,,,,,,,,,
2018,204796,R,15091,R,7318,R,7773,R,11,R,4,R,7,R,870,R,441,R,429,R,730,R,306,R,424,R,564,R,266,R,298,R,6,R,5,R,1,R,10389,R,5002,R,5387,R,428,R,175,R,253,R,378,R,195,R,183,R,1715,R,924,R,791,,,,,,,,,,,,,,,,,,,,,
2018,211440,R,5014,R,2973,R,2041,R,3,R,2,R,1,R,694,R,376,R,318,R,111,R,64,R,47,R,168,R,117,R,51,R,1,R,0,R,1,R,1134,R,705,R,429,R,106,R,56,R,50,R,190,R,114,R,76,R,2607,R,1539,R,1068,,,,,,,,,,,,,,,,,,,,,
2018,212054,R,6483,R,2765,R,3718,R,8,R,5,R,3,R,745,R,348,R,397,R,579,R,165,R,414,R,340,R,126,R,214,R,25,R,15,R,10,R,3426,R,1442,R,1984,R,176,R,63,R,113,R,289,R,109,R,180,R,895,R,492,R,403,,,,,,,,,,,,,,,,,,,,,
2018,213543,R,1987,R,1088,R,899,R,3,R,2,R,1,R,150,R,62,R,88,R,56,R,27,R,29,R,114,R,64,R,50,R,1,R,1,R,0,R,1192,R,657,R,535,R,27,R,16,R,11,R,65,R,23,R,42,R,379,R,236,R,143,,,,,,,,,,,,,,,,,,,,,
2018,214777,R,12721,R,6698,R,6023,R,7,R,4,R,3,R,783,R,423,R,360,R,462,R,207,R,255,R,681,R,319,R,362,R,9,R,6,R,3,R,8039,R,4254,R,3785,R,349,R,153,R,196,R,267,R,126,R,141,R,2124,R,1206,R,918,,,,,,,,,,,,,,,,,,,,,
2018,215062,R,7482,R,3410,R,4072,R,9,R,3,R,6,R,1150,R,467,R,683,R,421,R,155,R,266,R,489,R,236,R,253,R,3,R,2,R,1,R,3353,R,1526,R,1827,R,234,R,88,R,146,R,118,R,73,R,45,R,1705,R,860,R,845,,,,,,,,,,,,,,,,,,,,,
2018,215293,R,7791,R,3494,R,4297,R,3,R,2,R,1,R,640,R,272,R,368,R,315,R,115,R,200,R,247,R,115,R,132,R,4,R,3,R,1,R,5200,R,2326,R,2874,R,210,R,92,R,118,R,226,R,98,R,128,R,946,R,471,R,475,,,,,,,,,,,,,,,,,,,,,
2018,216597,R,3192,R,1505,R,1687,R,3,R,0,R,3,R,186,R,83,R,103,R,165,R,55,R,110,R,199,R,96,R,103,R,2,R,1,R,1,R,2278,R,1095,R,1183,R,62,R,27,R,35,R,189,R,99,R,90,R,108,R,49,R,59,,,,,,,,,,,,,,,,,,,,,
2018,217156,R,2725,R,1387,R,1338,R,7,R,1,R,6,R,319,R,158,R,161,R,164,R,77,R,87,R,262,R,132,R,130,R,3,R,1,R,2,R,1162,R,628,R,534,R,126,R,51,R,75,R,164,R,73,R,91,R,518,R,266,R,252,,,,,,,,,,,,,,,,,,,,,
2018,217882,R,6281,R,3160,R,3121,R,15,R,6,R,9,R,113,R,57,R,56,R,336,R,162,R,174,R,186,R,88,R,98,R,5,R,1,R,4,R,4937,R,2427,R,2510,R,147,R,66,R,81,R,49,R,28,R,21,R,493,R,325,R,168,,,,,,,,,,,,,,,,,,,,,
2018,217925,R,309,R,177,R,132,R,0,R,0,R,0,R,8,R,6,R,2,R,29,R,14,R,15,R,13,R,6,R,7,R,0,R,0,R,0,R,202,R,111,R,91,R,4,R,2,R,2,R,6,R,4,R,2,R,47,R,34,R,13,,,,,,,,,,,,,,,,,,,,,
2018,221999,R,3856,R,1645,R,2211,R,10,R,6,R,4,R,315,R,156,R,159,R,272,R,116,R,156,R,248,R,104,R,144,R,4,R,1,R,3,R,2314,R,933,R,1381,R,132,R,49,R,83,R,99,R,53,R,46,R,462,R,227,R,235,,,,,,,,,,,,,,,,,,,,,
2018,223232,R,4370,R,1854,R,2516,R,24,R,10,R,14,R,263,R,115,R,148,R,261,R,110,R,151,R,538,R,214,R,324,R,1,Z,0,R,1,R,2847,R,1208,R,1639,R,205,R,75,R,130,R,35,R,19,R,16,R,196,R,103,R,93,,,,,,,,,,,,,,,,,,,,,
2018,227757,R,2034,R,1246,R,788,R,4,R,2,R,2,R,346,R,184,R,162,R,84,R,48,R,36,R,184,R,102,R,82,R,1,R,1,R,0,R,759,R,509,R,250,R,72,R,38,R,34,R,54,R,28,R,26,R,530,R,334,R,196,,,,,,,,,,,,,,,,,,,,,
2018,228246,R,3835,R,1931,R,1904,R,6,R,5,R,1,R,251,R,122,R,129,R,233,R,104,R,129,R,383,R,165,R,218,R,3,R,1,R,2,R,2111,R,1067,R,1044,R,85,R,37,R,48,R,19,R,11,R,8,R,744,R,419,R,325,,,,,,,,,,,,,,,,,,,,,
2018,228723,R,17031,R,8497,R,8534,R,48,R,30,R,18,R,1048,R,516,R,532,R,509,R,219,R,290,R,3147,R,1452,R,1695,R,17,R,7,R,10,R,10230,R,5017,R,5213,R,444,R,219,R,225,R,114,R,60,R,54,R,1474,R,977,R,497,,,,,,,,,,,,,,,,,,,,,
2018,228778,R,13724,R,6607,R,7117,R,15,R,12,R,3,R,2335,R,1184,R,1151,R,497,R,199,R,298,R,2496,R,1080,R,1416,R,24,R,9,R,15,R,6263,R,3005,R,3258,R,455,R,198,R,257,R,198,R,104,R,94,R,1441,R,816,R,625,,,,,,,,,,,,,,,,,,,,,
2018,228875,R,2622,R,1030,R,1592,R,18,R,8,R,10,R,84,R,25,R,59,R,118,R,48,R,70,R,317,R,131,R,186,R,6,R,3,R,3,R,1830,R,705,R,1125,R,23,R,6,R,17,R,83,R,41,R,42,R,143,R,63,R,80,,,,,,,,,,,,,,,,,,,,,
2018,231624,R,2611,R,1182,R,1429,R,6,R,2,R,4,R,187,R,82,R,105,R,185,R,72,R,113,R,178,R,70,R,108,R,0,R,0,R,0,R,1599,R,760,R,839,R,96,R,41,R,55,R,99,R,43,R,56,R,261,R,112,R,149,,,,,,,,,,,,,,,,,,,,,
2018,234076,R,7000,R,3258,R,3742,R,3,R,3,R,0,R,731,R,336,R,395,R,392,R,160,R,232,R,426,R,204,R,222,R,3,R,1,R,2,R,4217,R,1924,R,2293,R,290,R,123,R,167,R,278,R,126,R,152,R,660,R,381,R,279,,,,,,,,,,,,,,,,,,,,,
2018,236948,R,12968,R,5977,R,6991,R,53,R,19,R,34,R,2445,R,1062,R,1383,R,349,R,139,R,210,R,858,R,343,R,515,R,38,R,14,R,24,R,6258,R,2959,R,3299,R,698,R,287,R,411,R,271,R,132,R,139,R,1998,R,1022,R,976,,,,,,,,,,,,,,,,,,,,,
2018,239105,R,2920,R,1325,R,1595,R,5,R,1,R,4,R,133,R,57,R,76,R,89,R,34,R,55,R,205,R,90,R,115,R,1,Z,0,R,1,R,2162,R,992,R,1170,R,90,R,32,R,58,R,91,R,46,R,45,R,144,R,73,R,71,,,,,,,,,,,,,,,,,,,,,
2018,240444,R,11046,R,5316,R,5730,R,16,R,5,R,11,R,558,R,246,R,312,R,229,R,85,R,144,R,526,R,238,R,288,R,6,R,2,R,4,R,7818,R,3747,R,4071,R,294,R,113,R,181,R,159,R,83,R,76,R,1440,R,797,R,643,,,,,,,,,,,,,,,,,,,,,
2018,243744,R,4779,R,2765,R,2014,R,25,R,12,R,13,R,807,R,417,R,390,R,181,R,97,R,84,R,479,R,280,R,199,R,7,R,4,R,3,R,1753,R,1005,R,748,R,304,R,154,R,150,R,33,R,23,R,10,R,1190,R,773,R,417,,,,,,,,,,,,,,,,,,,,,
2018,243780,R,10099,R,5672,R,4427,R,18,R,9,R,9,R,571,R,334,R,237,R,312,R,141,R,171,R,425,R,217,R,208,R,6,R,3,R,3,R,5926,R,3206,R,2720,R,193,R,101,R,92,R,150,R,88,R,62,R,2498,R,1573,R,925,,,,,,,,,,,,,,,,,,,,,
2018,445188,R,1420,R,676,R,744,R,5,R,2,R,3,R,321,R,165,R,156,R,64,R,25,R,39,R,635,R,260,R,375,R,12,R,5,R,7,R,197,R,121,R,76,R,63,R,38,R,25,R,15,R,11,R,4,R,108,R,49,R,59,,,,,,,,,,,,,,,,,,,,,
2019,100858,R,7149,R,3373,R,3776,R,23,R,12,R,11,R,176,R,92,R,84,R,449,R,193,R,256,R,242,R,97,R,145,R,4,R,1,R,3,R,5583,R,2595,R,2988,R,81,R,28,R,53,R,30,R,18,R,12,R,561,R,337,R,224,,,,,,,,,,,,,,,,,,,,,
2019,110404,R,578,R,374,R,204,R,1,R,1,Z,0,R,155,R,91,R,64,R,5,R,4,R,1,R,33,R,22,R,11,Z,0,Z,0,Z,0,R,199,R,134,R,65,R,19,R,10,R,9,Z,0,Z,0,Z,0,R,166,R,112,R,54,,,,,,,,,,,,,,,,,,,,,
2019,110635,R,13082,R,6640,R,6442,R,21,R,8,R,13,R,3533,R,1797,R,1736,R,261,R,112,R,149,R,1568,R,681,R,887,R,12,R,5,R,7,R,3595,R,1848,R,1747,R,629,R,278,R,351,R,644,R,331,R,313,R,2819,R,1580,R,1239,,,,,,,,,,,,,,,,,,,,,
2019,110644,R,9985,R,4037,R,5948,R,19,R,7,R,12,R,2604,R,1006,R,1598,R,229,R,95,R,134,R,1744,R,622,R,1122,R,41,R,16,R,25,R,2966,R,1215,R,1751,R,510,R,200,R,310,R,246,R,106,R,140,R,1626,R,770,R,856,,,,,,,,,,,,,,,,,,,,,
2019,110653,R,9907,R,4608,R,5299,R,11,R,7,R,4,R,3139,R,1417,R,1722,R,188,R,79,R,109,R,2167,R,922,R,1245,R,30,R,10,R,20,R,1887,R,923,R,964,R,338,R,160,R,178,R,230,R,121,R,109,R,1917,R,969,R,948,,,,,,,,,,,,,,,,,,,,,
2019,110662,R,13471,R,6152,R,7319,R,26,R,12,R,14,R,3305,R,1502,R,1803,R,417,R,155,R,262,R,2342,R,867,R,1475,R,32,R,13,R,19,R,3926,R,1867,R,2059,R,578,R,213,R,365,R,331,R,161,R,170,R,2514,R,1362,R,1152,,,,,,,,,,,,,,,,,,,,,
2019,110671,R,5525,R,2663,R,2862,R,10,R,7,R,3,R,1727,R,880,R,847,R,218,R,76,R,142,R,1817,R,729,R,1088,R,19,R,9,R,10,R,900,R,497,R,403,R,226,R,115,R,111,R,100,R,66,R,34,R,508,R,284,R,224,,,,,,,,,,,,,,,,,,,,,
2019,110680,R,10256,R,5459,R,4797,R,9,R,3,R,6,R,3043,R,1599,R,1444,R,143,R,65,R,78,R,1337,R,625,R,712,R,20,R,8,R,12,R,2306,R,1247,R,1059,R,436,R,231,R,205,R,196,R,114,R,82,R,2766,R,1567,R,1199,,,,,,,,,,,,,,,,,,,,,
2019,110705,R,6755,R,3146,R,3609,R,26,R,9,R,17,R,1191,R,609,R,582,R,169,R,64,R,105,R,1600,R,630,R,970,R,3,R,2,R,1,R,2408,R,1159,R,1249,R,426,R,171,R,255,R,182,R,94,R,88,R,750,R,408,R,342,,,,,,,,,,,,,,,,,,,,,
2019,110714,R,4925,R,2431,R,2494,R,4,R,2,R,2,R,972,R,509,R,463,R,78,R,34,R,44,R,1365,R,550,R,815,R,10,R,6,R,4,R,1652,R,860,R,792,R,329,R,163,R,166,R,122,R,68,R,54,R,393,R,239,R,154,,,,,,,,,,,,,,,,,,,,,
2019,121150,R,2579,R,1021,R,1558,R,5,Z,0,R,5,R,262,R,112,R,150,R,178,R,59,R,119,R,252,R,85,R,167,R,5,R,1,R,4,R,1012,R,415,R,597,R,80,R,25,R,55,R,296,R,136,R,160,R,489,R,188,R,301,,,,,,,,,,,,,,,,,,,,,
2019,122931,R,2542,R,1228,R,1314,R,2,R,1,R,1,R,419,R,194,R,225,R,58,R,25,R,33,R,382,R,170,R,212,R,5,R,2,R,3,R,964,R,508,R,456,R,141,R,64,R,77,R,139,R,60,R,79,R,432,R,204,R,228,,,,,,,,,,,,,,,,,,,,,
2019,123961,R,16228,R,7320,R,8908,R,39,R,20,R,19,R,2561,R,1097,R,1464,R,914,R,274,R,640,R,2161,R,806,R,1355,R,40,R,13,R,27,R,4887,R,2205,R,2682,R,477,R,212,R,265,R,586,R,261,R,325,R,4563,R,2432,R,2131,,,,,,,,,,,,,,,,,,,,,
2019,126614,R,8157,R,4383,R,3774,R,21,R,14,R,7,R,420,R,213,R,207,R,114,R,53,R,61,R,772,R,391,R,381,R,3,R,1,R,2,R,5500,R,2900,R,2600,R,330,R,163,R,167,R,145,R,79,R,66,R,852,R,569,R,283,,,,,,,,,,,,,,,,,,,,,
2019,126775,R,1570,R,1089,R,481,R,3,R,2,R,1,R,62,R,41,R,21,R,20,R,15,R,5,R,105,R,76,R,29,R,1,R,1,R,0,R,1080,R,755,R,325,R,85,R,48,R,37,R,14,R,10,R,4,R,200,R,141,R,59,,,,,,,,,,,,,,,,,,,,,
2019,129020,R,8446,R,3858,R,4588,R,13,R,4,R,9,R,778,R,353,R,425,R,446,R,165,R,281,R,701,R,313,R,388,R,6,R,3,R,3,R,4789,R,2183,R,2606,R,210,R,90,R,120,R,421,R,196,R,225,R,1082,R,551,R,531,,,,,,,,,,,,,,,,,,,,,
2019,130794,R,4456,R,2181,R,2275,R,11,R,3,R,8,R,580,R,249,R,331,R,209,R,100,R,109,R,370,R,177,R,193,R,5,R,2,R,3,R,1930,R,938,R,992,R,165,R,74,R,91,R,65,R,26,R,39,R,1121,R,612,R,509,,,,,,,,,,,,,,,,,,,,,
2019,130943,R,5937,R,2492,R,3445,R,6,R,2,R,4,R,298,R,127,R,171,R,306,R,117,R,189,R,394,R,142,R,252,R,5,R,3,R,2,R,4141,R,1703,R,2438,R,138,R,55,R,83,R,55,R,24,R,31,R,594,R,319,R,275,,,,,,,,,,,,,,,,,,,,,
2019,131159,R,4129,R,1518,R,2611,R,11,R,5,R,6,R,284,R,83,R,201,R,417,R,119,R,298,R,451,R,152,R,299,R,3,R,2,R,1,R,2072,R,805,R,1267,R,160,R,55,R,105,R,315,R,125,R,190,R,416,R,172,R,244,,,,,,,,,,,,,,,,,,,,,
2019,131469,R,9765,R,3933,R,5832,R,26,R,7,R,19,R,934,R,370,R,564,R,932,R,304,R,628,R,792,R,314,R,478,R,17,R,9,R,8,R,4456,R,1723,R,2733,R,240,R,68,R,172,R,821,R,346,R,475,R,1547,R,792,R,755,,,,,,,,,,,,,,,,,,,,,
2019,131496,R,6802,R,3137,R,3665,R,6,R,3,R,3,R,563,R,251,R,312,R,492,R,181,R,311,R,491,R,230,R,261,R,8,R,6,R,2,R,3303,R,1622,R,1681,R,198,R,86,R,112,R,366,R,176,R,190,R,1375,R,582,R,793,,,,,,,,,,,,,,,,,,,,,
2019,131520,R,2111,R,699,R,1412,R,4,R,0,R,4,R,74,R,33,R,41,R,1715,R,504,R,1211,R,35,R,14,R,21,R,4,R,0,R,4,R,60,R,24,R,36,R,0,R,0,R,0,R,0,R,0,R,0,R,219,R,124,R,95,,,,,,,,,,,,,,,,,,,,,
2019,133951,R,14750,R,5759,R,8991,R,5,R,2,R,3,R,393,R,167,R,226,R,1843,R,621,R,1222,R,9120,R,3528,R,5592,R,11,R,7,R,4,R,1590,R,654,R,936,R,353,R,126,R,227,R,75,R,36,R,39,R,1360,R,618,R,742,,,,,,,,,,,,,,,,,,,,,
2019,134097,R,11294,R,4825,R,6469,R,25,R,10,R,15,R,275,R,125,R,150,R,866,R,283,R,583,R,2103,R,872,R,1231,R,11,R,2,R,9,R,6918,R,3005,R,3913,R,387,R,160,R,227,R,165,R,74,R,91,R,544,R,294,R,250,,,,,,,,,,,,,,,,,,,,,
2019,134130,R,15095,R,6537,R,8558,R,31,R,16,R,15,R,1030,R,479,R,551,R,866,R,294,R,572,R,2699,R,1087,R,1612,R,95,R,24,R,71,R,8078,R,3438,R,4640,R,385,R,157,R,228,R,453,R,200,R,253,R,1458,R,842,R,616,,,,,,,,,,,,,,,,,,,,,
2019,135726,R,5037,R,2345,R,2692,R,4,R,1,R,3,R,228,R,111,R,117,R,388,R,166,R,222,R,1314,R,551,R,763,R,4,R,1,R,3,R,1783,R,906,R,877,R,159,R,71,R,88,R,333,R,150,R,183,R,824,R,388,R,436,,,,,,,,,,,,,,,,,,,,,
2019,137351,R,12632,R,5260,R,7372,R,23,R,13,R,10,R,856,R,379,R,477,R,1197,R,400,R,797,R,2285,R,880,R,1405,R,13,R,6,R,7,R,6084,R,2429,R,3655,R,376,R,138,R,238,R,345,R,137,R,208,R,1453,R,878,R,575,,,,,,,,,,,,,,,,,,,,,
2019,139658,R,4370,R,1698,R,2672,R,6,R,2,R,4,R,655,R,279,R,376,R,439,R,105,R,334,R,315,R,117,R,198,R,4,R,3,R,1,R,1890,R,730,R,1160,R,150,R,47,R,103,R,133,R,56,R,77,R,778,R,359,R,419,,,,,,,,,,,,,,,,,,,,,
2019,139755,R,7481,R,5170,R,2311,R,3,R,2,R,1,R,1291,R,833,R,458,R,360,R,232,R,128,R,389,R,270,R,119,R,2,R,2,R,0,R,3173,R,2255,R,918,R,223,R,148,R,75,R,127,R,82,R,45,R,1913,R,1346,R,567,,,,,,,,,,,,,,,,,,,,,
2019,139959,R,9839,R,4105,R,5734,R,12,R,6,R,6,R,766,R,337,R,429,R,775,R,253,R,522,R,448,R,198,R,250,R,5,R,2,R,3,R,6828,R,2886,R,3942,R,363,R,125,R,238,R,136,R,58,R,78,R,506,R,240,R,266,,,,,,,,,,,,,,,,,,,,,
2019,144050,R,5254,R,2914,R,2340,R,2,R,2,R,0,R,695,R,343,R,352,R,213,R,85,R,128,R,405,R,228,R,177,R,1,R,0,R,1,R,2127,R,1205,R,922,R,158,R,74,R,84,R,147,R,103,R,44,R,1506,R,874,R,632,,,,,,,,,,,,,,,,,,,,,
2019,145600,R,7839,R,3573,R,4266,R,8,R,2,R,6,R,1371,R,655,R,716,R,534,R,182,R,352,R,1495,R,641,R,854,R,10,R,3,R,7,R,2828,R,1202,R,1626,R,177,R,70,R,107,R,139,R,69,R,70,R,1277,R,749,R,528,,,,,,,,,,,,,,,,,,,,,
2019,145637,R,12979,R,6808,R,6171,R,11,R,9,R,2,R,1866,R,1073,R,793,R,533,R,196,R,337,R,969,R,460,R,509,R,5,R,5,R,0,R,5750,R,2901,R,2849,R,314,R,153,R,161,R,130,R,88,R,42,R,3401,R,1923,R,1478,,,,,,,,,,,,,,,,,,,,,
2019,147767,R,7561,R,3866,R,3695,R,6,R,3,R,3,R,965,R,511,R,454,R,369,R,161,R,208,R,577,R,272,R,305,R,5,R,3,R,2,R,3160,R,1679,R,1481,R,220,R,99,R,121,R,768,R,324,R,444,R,1491,R,814,R,677,,,,,,,,,,,,,,,,,,,,,
2019,151351,R,11070,R,5696,R,5374,R,8,R,3,R,5,R,657,R,348,R,309,R,427,R,178,R,249,R,575,R,301,R,274,R,6,R,6,R,0,R,7211,R,3703,R,3508,R,343,R,158,R,185,R,67,R,55,R,12,R,1776,R,944,R,832,,,,,,,,,,,,,,,,,,,,,
2019,152080,R,3587,R,1958,R,1629,R,7,R,2,R,5,R,159,R,81,R,78,R,127,R,66,R,61,R,325,R,163,R,162,R,1,R,1,Z,0,R,2382,R,1327,R,1055,R,144,R,79,R,65,R,27,R,12,R,15,R,415,R,227,R,188,,,,,,,,,,,,,,,,,,,,,
2019,160472,R,20,R,1,R,19,R,0,R,0,R,0,R,1,R,0,R,1,R,5,R,0,R,5,R,1,R,0,R,1,R,0,R,0,R,0,R,13,R,1,R,12,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,,,,,,,,,,,,,,,,,,,,,
2019,160755,R,3874,R,1654,R,2220,R,6,R,3,R,3,R,197,R,73,R,124,R,322,R,111,R,211,R,213,R,96,R,117,R,5,R,3,R,2,R,2163,R,904,R,1259,R,115,R,39,R,76,R,103,R,47,R,56,R,750,R,378,R,372,,,,,,,,,,,,,,,,,,,,,
2019,162928,R,9081,R,4085,R,4996,R,11,R,4,R,7,R,1117,R,492,R,625,R,626,R,198,R,428,R,611,R,292,R,319,R,7,R,4,R,3,R,3681,R,1696,R,1985,R,279,R,113,R,166,R,371,R,174,R,197,R,2378,R,1112,R,1266,,,,,,,,,,,,,,,,,,,,,
2019,163286,R,10810,R,5659,R,5151,R,10,R,4,R,6,R,1497,R,820,R,677,R,1153,R,504,R,649,R,919,R,462,R,457,R,6,R,5,R,1,R,4883,R,2566,R,2317,R,356,R,195,R,161,R,354,R,208,R,146,R,1632,R,895,R,737,,,,,,,,,,,,,,,,,,,,,
2019,164924,R,4048,R,1765,R,2283,R,3,R,1,R,2,R,295,R,143,R,152,R,149,R,62,R,87,R,332,R,138,R,194,R,1,R,0,R,1,R,2387,R,1069,R,1318,R,111,R,34,R,77,R,252,R,111,R,141,R,518,R,207,R,311,,,,,,,,,,,,,,,,,,,,,
2019,164988,R,11215,R,4454,R,6761,R,12,R,5,R,7,R,1210,R,431,R,779,R,477,R,159,R,318,R,929,R,331,R,598,R,13,R,3,R,10,R,4478,R,1733,R,2745,R,279,R,102,R,177,R,734,R,297,R,437,R,3083,R,1393,R,1690,,,,,,,,,,,,,,,,,,,,,
2019,165015,R,1754,R,728,R,1026,R,0,R,0,R,0,R,173,R,64,R,109,R,86,R,33,R,53,R,101,R,39,R,62,R,1,R,1,R,0,R,739,R,307,R,432,R,40,R,11,R,29,R,70,R,34,R,36,R,544,R,239,R,305,,,,,,,,,,,,,,,,,,,,,
2019,166027,R,8266,R,4052,R,4214,R,13,R,5,R,8,R,1170,R,518,R,652,R,421,R,180,R,241,R,713,R,340,R,373,R,10,R,3,R,7,R,3380,R,1695,R,1685,R,274,R,114,R,160,R,182,R,105,R,77,R,2103,R,1092,R,1011,,,,,,,,,,,,,,,,,,,,,
2019,166629,R,8241,R,4046,R,4195,R,14,R,3,R,11,R,736,R,386,R,350,R,330,R,141,R,189,R,483,R,202,R,281,R,5,R,2,R,3,R,5052,R,2480,R,2572,R,197,R,88,R,109,R,574,R,247,R,327,R,850,R,497,R,353,,,,,,,,,,,,,,,,,,,,,
2019,166683,R,3556,R,2193,R,1363,R,2,R,2,Z,0,R,617,R,311,R,306,R,114,R,75,R,39,R,281,R,195,R,86,Z,0,Z,0,Z,0,R,1116,R,661,R,455,R,124,R,68,R,56,R,116,R,69,R,47,R,1186,R,812,R,374,,,,,,,,,,,,,,,,,,,,,
