year,UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW ,CSNRALW,XCSGUUGU,CSGUUGUN,XCSGUUGA,CSGUUGAG,XCSGUUGT,CSGUUGTT,XCSGUGUN,CSGUGUN,XCSGUGAG,CSGUGAG,XCSGUGTT,CSGUGTOT,XCSGUTTUN,CSGUTOTUN,XCSGUTTAG,CSGUTOTAG,XCSGUTOT,CSGUTOT,XCSGUKN,CSGUKN    
2019,167358,R,7412,R,3892,R,3520,R,3,R,1,R,2,R,722,R,318,R,404,R,203,R,83,R,120,R,433,R,205,R,228,Z,0,Z,0,Z,0,R,2827,R,1380,R,1447,R,212,R,87,R,125,R,366,R,156,R,210,R,2646,R,1662,R,984,,,,,,,,,,,,,,,,,,,,,
2019,168148,R,3440,R,1463,R,1977,R,1,R,1,R,0,R,409,R,167,R,242,R,116,R,37,R,79,R,193,R,66,R,127,R,0,R,0,R,0,R,1922,R,842,R,1080,R,132,R,48,R,84,R,134,R,59,R,75,R,533,R,243,R,290,,,,,,,,,,,,,,,,,,,,,
2019,168421,R,1900,R,1283,R,617,R,6,R,3,R,3,R,88,R,60,R,28,R,51,R,41,R,10,R,124,R,74,R,50,R,0,R,0,R,0,R,1076,R,750,R,326,R,42,R,25,R,17,R,45,R,31,R,14,R,468,R,299,R,169,,,,,,,,,,,,,,,,,,,,,
2019,170976,R,12969,R,6577,R,6392,R,22,R,9,R,13,R,1392,R,725,R,667,R,547,R,217,R,330,R,654,R,308,R,346,R,6,R,3,R,3,R,6924,R,3406,R,3518,R,375,R,176,R,199,R,631,R,337,R,294,R,2418,R,1396,R,1022,,,,,,,,,,,,,,,,,,,,,
2019,171100,R,12321,R,5718,R,6603,R,22,R,2,R,20,R,627,R,304,R,323,R,700,R,254,R,446,R,482,R,211,R,271,R,14,R,9,R,5,R,8418,R,3885,R,4533,R,307,R,128,R,179,R,171,R,88,R,83,R,1580,R,837,R,743,,,,,,,,,,,,,,,,,,,,,
2019,174066,R,13113,R,5938,R,7175,R,38,R,13,R,25,R,1002,R,417,R,585,R,501,R,207,R,294,R,445,R,202,R,243,R,8,R,4,R,4,R,8445,R,3718,R,4727,R,434,R,180,R,254,R,324,R,157,R,167,R,1916,R,1040,R,876,,,,,,,,,,,,,,,,,,,,,
2019,179867,R,4689,R,2204,R,2485,R,15,R,5,R,10,R,486,R,244,R,242,R,304,R,98,R,206,R,239,R,105,R,134,R,4,R,2,R,2,R,2071,R,1008,R,1063,R,127,R,56,R,71,R,160,R,71,R,89,R,1283,R,615,R,668,,,,,,,,,,,,,,,,,,,,,
2019,182670,R,1921,R,970,R,951,R,30,R,8,R,22,R,270,R,127,R,143,R,103,R,61,R,42,R,141,R,64,R,77,R,6,R,3,R,3,R,953,R,491,R,462,R,69,R,33,R,36,R,65,R,32,R,33,R,284,R,151,R,133,,,,,,,,,,,,,,,,,,,,,
2019,185828,R,2835,R,2116,R,719,R,1,R,0,R,1,R,543,R,386,R,157,R,162,R,122,R,40,R,433,R,335,R,98,R,1,R,1,R,0,R,753,R,598,R,155,R,85,R,61,R,24,R,142,R,109,R,33,R,715,R,504,R,211,,,,,,,,,,,,,,,,,,,,,
2019,186131,R,2281,R,1273,R,1008,R,2,Z,0,R,2,R,358,R,187,R,171,R,114,R,46,R,68,R,187,R,105,R,82,R,2,R,2,Z,0,R,906,R,500,R,406,R,65,R,24,R,41,R,64,R,41,R,23,R,583,R,368,R,215,,,,,,,,,,,,,,,,,,,,,
2019,186371,R,1771,R,727,R,1044,R,2,R,2,Z,0,R,155,R,52,R,103,R,264,R,60,R,204,R,228,R,95,R,133,R,2,R,1,R,1,R,989,R,461,R,528,R,58,R,23,R,35,R,34,R,15,R,19,R,39,R,18,R,21,,,,,,,,,,,,,,,,,,,,,
2019,186380,R,13335,R,5911,R,7424,R,14,R,5,R,9,R,2898,R,1336,R,1562,R,1055,R,323,R,732,R,1617,R,656,R,961,R,23,R,7,R,16,R,5498,R,2470,R,3028,R,402,R,174,R,228,R,234,R,101,R,133,R,1594,R,839,R,755,,,,,,,,,,,,,,,,,,,,,
2019,186399,R,3308,R,1613,R,1695,R,3,R,2,R,1,R,523,R,275,R,248,R,471,R,157,R,314,R,660,R,278,R,382,R,5,R,4,R,1,R,941,R,540,R,401,R,56,R,24,R,32,R,102,R,54,R,48,R,547,R,279,R,268,,,,,,,,,,,,,,,,,,,,,
2019,186867,R,2539,R,1870,R,669,R,4,R,3,R,1,R,243,R,159,R,84,R,42,R,26,R,16,R,73,R,50,R,23,R,0,R,0,R,0,R,891,R,670,R,221,R,0,R,0,R,0,R,270,R,204,R,66,R,1016,R,758,R,258,,,,,,,,,,,,,,,,,,,,,
2019,190415,R,7301,R,3820,R,3481,R,19,R,10,R,9,R,1012,R,466,R,546,R,301,R,127,R,174,R,637,R,323,R,314,R,5,R,3,R,2,R,2380,R,1279,R,1101,R,219,R,96,R,123,R,739,R,450,R,289,R,1989,R,1066,R,923,,,,,,,,,,,,,,,,,,,,,
2019,191241,R,5083,R,1938,R,3145,R,2,R,1,R,1,R,366,R,129,R,237,R,330,R,102,R,228,R,657,R,210,R,447,R,5,R,3,R,2,R,2377,R,933,R,1444,R,108,R,35,R,73,R,107,R,44,R,63,R,1131,R,481,R,650,,,,,,,,,,,,,,,,,,,,,
2019,193900,R,17148,R,7236,R,9912,R,15,R,8,R,7,R,2261,R,977,R,1284,R,800,R,233,R,567,R,1499,R,549,R,950,R,17,R,7,R,10,R,5365,R,2244,R,3121,R,486,R,173,R,313,R,1200,R,576,R,624,R,5505,R,2469,R,3036,,,,,,,,,,,,,,,,,,,,,
2019,194824,R,1837,R,1231,R,606,R,2,R,2,R,0,R,176,R,113,R,63,R,60,R,42,R,18,R,125,R,87,R,38,R,0,R,0,R,0,R,952,R,652,R,300,R,122,R,66,R,56,R,27,R,19,R,8,R,373,R,250,R,123,,,,,,,,,,,,,,,,,,,,,
2019,195003,R,3706,R,2361,R,1345,R,5,R,3,R,2,R,252,R,152,R,100,R,145,R,69,R,76,R,191,R,117,R,74,R,0,R,0,R,0,R,2100,R,1368,R,732,R,96,R,58,R,38,R,138,R,79,R,59,R,779,R,515,R,264,,,,,,,,,,,,,,,,,,,,,
2019,195030,R,3396,R,1654,R,1742,R,5,R,2,R,3,R,290,R,133,R,157,R,128,R,67,R,61,R,185,R,93,R,92,R,3,R,2,R,1,R,1502,R,709,R,793,R,64,R,35,R,29,R,174,R,93,R,81,R,1045,R,520,R,525,,,,,,,,,,,,,,,,,,,,,
2019,196079,R,4815,R,2434,R,2381,R,2,R,1,R,1,R,565,R,282,R,283,R,215,R,100,R,115,R,420,R,204,R,216,R,1,R,0,R,1,R,2689,R,1352,R,1337,R,97,R,41,R,56,R,69,R,31,R,38,R,757,R,423,R,334,,,,,,,,,,,,,,,,,,,,,
2019,196088,R,8056,R,4281,R,3775,R,22,R,9,R,13,R,857,R,455,R,402,R,441,R,193,R,248,R,394,R,206,R,188,R,2,R,1,R,1,R,3705,R,1963,R,1742,R,134,R,66,R,68,R,397,R,208,R,189,R,2104,R,1180,R,924,,,,,,,,,,,,,,,,,,,,,
2019,196097,R,7759,R,3671,R,4088,R,16,R,4,R,12,R,1316,R,662,R,654,R,482,R,181,R,301,R,803,R,310,R,493,R,8,R,6,R,2,R,2994,R,1312,R,1682,R,145,R,63,R,82,R,495,R,236,R,259,R,1500,R,897,R,603,,,,,,,,,,,,,,,,,,,,,
2019,196413,R,6374,R,2912,R,3462,R,27,R,10,R,17,R,387,R,180,R,207,R,476,R,174,R,302,R,485,R,194,R,291,R,7,R,4,R,3,R,3224,R,1455,R,1769,R,173,R,69,R,104,R,127,R,66,R,61,R,1468,R,760,R,708,,,,,,,,,,,,,,,,,,,,,
2019,197708,R,1369,R,587,R,782,R,1,Z,0,R,1,R,38,R,17,R,21,R,29,R,10,R,19,R,57,R,20,R,37,R,1,Z,0,R,1,R,844,R,396,R,448,R,15,R,8,R,7,R,209,R,58,R,151,R,175,R,78,R,97,,,,,,,,,,,,,,,,,,,,,
2019,198419,R,5763,R,2869,R,2894,R,13,R,5,R,8,R,726,R,379,R,347,R,333,R,131,R,202,R,372,R,191,R,181,R,4,R,3,R,1,R,2491,R,1221,R,1270,R,125,R,54,R,71,R,173,R,81,R,92,R,1526,R,804,R,722,,,,,,,,,,,,,,,,,,,,,
2019,199120,R,8177,R,3547,R,4630,R,35,R,16,R,19,R,744,R,323,R,421,R,561,R,197,R,364,R,569,R,231,R,338,R,13,R,7,R,6,R,5122,R,2255,R,2867,R,366,R,166,R,200,R,281,R,114,R,167,R,486,R,238,R,248,,,,,,,,,,,,,,,,,,,,,
2019,199193,R,9046,R,4817,R,4229,R,22,R,8,R,14,R,534,R,275,R,259,R,503,R,195,R,308,R,434,R,185,R,249,R,7,R,4,R,3,R,5696,R,2999,R,2697,R,311,R,143,R,168,R,272,R,148,R,124,R,1267,R,860,R,407,,,,,,,,,,,,,,,,,,,,,
2019,199847,R,2475,R,1067,R,1408,R,4,R,2,R,2,R,116,R,59,R,57,R,215,R,79,R,136,R,130,R,61,R,69,R,3,Z,0,R,3,R,1621,R,731,R,890,R,54,R,25,R,29,R,38,R,16,R,22,R,294,R,94,R,200,,,,,,,,,,,,,,,,,,,,,
2019,201645,R,3375,R,1564,R,1811,R,1,R,1,R,0,R,508,R,217,R,291,R,216,R,79,R,137,R,178,R,87,R,91,R,4,R,3,R,1,R,1535,R,700,R,835,R,99,R,47,R,52,R,85,R,32,R,53,R,749,R,398,R,351,,,,,,,,,,,,,,,,,,,,,
2019,204796,R,15309,R,7380,R,7929,R,16,R,11,R,5,R,906,R,458,R,448,R,771,R,319,R,452,R,593,R,274,R,319,R,8,R,6,R,2,R,10340,R,4887,R,5453,R,487,R,205,R,282,R,468,R,262,R,206,R,1720,R,958,R,762,,,,,,,,,,,,,,,,,,,,,
2019,211440,R,4837,R,2875,R,1962,R,2,R,1,R,1,R,755,R,391,R,364,R,145,R,85,R,60,R,217,R,142,R,75,R,2,R,1,R,1,R,1031,R,637,R,394,R,83,R,47,R,36,R,216,R,129,R,87,R,2386,R,1442,R,944,,,,,,,,,,,,,,,,,,,,,
2019,212054,R,6449,R,2662,R,3787,R,7,R,2,R,5,R,776,R,338,R,438,R,520,R,144,R,376,R,380,R,150,R,230,R,20,R,10,R,10,R,3494,R,1440,R,2054,R,176,R,73,R,103,R,265,R,100,R,165,R,811,R,405,R,406,,,,,,,,,,,,,,,,,,,,,
2019,213543,R,1788,R,985,R,803,R,1,R,0,R,1,R,121,R,59,R,62,R,49,R,31,R,18,R,136,R,68,R,68,R,1,R,0,R,1,R,1025,R,564,R,461,R,48,R,22,R,26,R,70,R,38,R,32,R,337,R,203,R,134,,,,,,,,,,,,,,,,,,,,,
2019,214777,R,12099,R,6361,R,5738,R,6,R,3,R,3,R,729,R,398,R,331,R,468,R,187,R,281,R,700,R,317,R,383,R,10,R,2,R,8,R,7469,R,3913,R,3556,R,349,R,162,R,187,R,222,R,109,R,113,R,2146,R,1270,R,876,,,,,,,,,,,,,,,,,,,,,
2019,215062,R,7792,R,3540,R,4252,R,7,R,1,R,6,R,1165,R,477,R,688,R,467,R,164,R,303,R,575,R,278,R,297,R,2,R,0,R,2,R,3404,R,1548,R,1856,R,225,R,90,R,135,R,155,R,80,R,75,R,1792,R,902,R,890,,,,,,,,,,,,,,,,,,,,,
2019,215293,R,7820,R,3526,R,4294,R,4,R,3,R,1,R,581,R,257,R,324,R,332,R,131,R,201,R,245,R,102,R,143,R,6,R,2,R,4,R,5099,R,2260,R,2839,R,251,R,106,R,145,R,274,R,121,R,153,R,1028,R,544,R,484,,,,,,,,,,,,,,,,,,,,,
2019,216597,R,3355,R,1509,R,1846,R,5,R,2,R,3,R,182,R,84,R,98,R,178,R,75,R,103,R,247,R,107,R,140,R,2,R,2,R,0,R,2391,R,1073,R,1318,R,73,R,26,R,47,R,149,R,85,R,64,R,128,R,55,R,73,,,,,,,,,,,,,,,,,,,,,
2019,217156,R,2855,R,1368,R,1487,R,8,R,1,R,7,R,350,R,174,R,176,R,163,R,61,R,102,R,260,R,109,R,151,R,2,R,2,R,0,R,1177,R,585,R,592,R,164,R,78,R,86,R,198,R,85,R,113,R,533,R,273,R,260,,,,,,,,,,,,,,,,,,,,,
2019,217882,R,6455,R,3252,R,3203,R,10,R,5,R,5,R,147,R,82,R,65,R,378,R,160,R,218,R,202,R,97,R,105,R,3,R,0,R,3,R,5094,R,2543,R,2551,R,140,R,52,R,88,R,52,R,28,R,24,R,429,R,285,R,144,,,,,,,,,,,,,,,,,,,,,
2019,217925,R,335,R,173,R,162,R,0,R,0,R,0,R,9,R,5,R,4,R,37,R,17,R,20,R,6,R,4,R,2,R,0,R,0,R,0,R,191,R,100,R,91,R,2,R,0,R,2,R,6,R,2,R,4,R,84,R,45,R,39,,,,,,,,,,,,,,,,,,,,,
2019,221999,R,3785,R,1686,R,2099,R,9,R,8,R,1,R,316,R,181,R,135,R,283,R,103,R,180,R,251,R,103,R,148,R,7,R,3,R,4,R,2264,R,950,R,1314,R,144,R,64,R,80,R,121,R,62,R,59,R,390,R,212,R,178,,,,,,,,,,,,,,,,,,,,,
2019,223232,R,4416,R,1833,R,2583,R,14,R,5,R,9,R,241,R,117,R,124,R,269,R,84,R,185,R,607,R,236,R,371,R,2,R,2,Z,0,R,2867,R,1199,R,1668,R,204,R,78,R,126,R,36,R,20,R,16,R,176,R,92,R,84,,,,,,,,,,,,,,,,,,,,,
2019,227757,R,2086,R,1226,R,860,R,2,R,1,R,1,R,359,R,184,R,175,R,99,R,49,R,50,R,197,R,128,R,69,Z,0,Z,0,Z,0,R,800,R,512,R,288,R,61,R,30,R,31,R,52,R,25,R,27,R,516,R,297,R,219,,,,,,,,,,,,,,,,,,,,,
2019,228246,R,3678,R,1935,R,1743,R,8,R,3,R,5,R,247,R,136,R,111,R,217,R,110,R,107,R,370,R,187,R,183,R,2,Z,0,R,2,R,2023,R,1019,R,1004,R,107,R,51,R,56,R,12,R,11,R,1,R,692,R,418,R,274,,,,,,,,,,,,,,,,,,,,,
2019,228723,R,17645,R,8826,R,8819,R,42,R,20,R,22,R,1142,R,601,R,541,R,565,R,233,R,332,R,3491,R,1632,R,1859,R,14,R,3,R,11,R,10182,R,4977,R,5205,R,475,R,229,R,246,R,138,R,86,R,52,R,1596,R,1045,R,551,,,,,,,,,,,,,,,,,,,,,
2019,228778,R,13830,R,6594,R,7236,R,11,R,3,R,8,R,2531,R,1229,R,1302,R,501,R,181,R,320,R,2565,R,1138,R,1427,R,13,R,9,R,4,R,6079,R,2903,R,3176,R,444,R,177,R,267,R,201,R,101,R,100,R,1485,R,853,R,632,,,,,,,,,,,,,,,,,,,,,
2019,228875,R,2827,R,1090,R,1737,R,18,R,5,R,13,R,77,R,25,R,52,R,137,R,50,R,87,R,319,R,113,R,206,R,4,R,2,R,2,R,2005,R,754,R,1251,R,27,R,12,R,15,R,87,R,49,R,38,R,153,R,80,R,73,,,,,,,,,,,,,,,,,,,,,
2019,231624,R,2708,R,1223,R,1485,R,4,R,3,R,1,R,168,R,69,R,99,R,193,R,70,R,123,R,197,R,81,R,116,R,3,R,2,R,1,R,1639,R,765,R,874,R,108,R,45,R,63,R,132,R,63,R,69,R,264,R,125,R,139,,,,,,,,,,,,,,,,,,,,,
2019,234076,R,7229,R,3451,R,3778,R,8,R,4,R,4,R,759,R,370,R,389,R,415,R,163,R,252,R,407,R,178,R,229,R,1,R,0,R,1,R,4111,R,1897,R,2214,R,289,R,120,R,169,R,480,R,293,R,187,R,759,R,426,R,333,,,,,,,,,,,,,,,,,,,,,
2019,236948,R,13533,R,6189,R,7344,R,65,R,27,R,38,R,2634,R,1148,R,1486,R,392,R,159,R,233,R,901,R,384,R,517,R,40,R,14,R,26,R,6228,R,2879,R,3349,R,808,R,352,R,456,R,255,R,112,R,143,R,2210,R,1114,R,1096,,,,,,,,,,,,,,,,,,,,,
2019,239105,R,2851,R,1194,R,1657,R,6,R,3,R,3,R,177,R,60,R,117,R,93,R,31,R,62,R,262,R,109,R,153,R,2,R,1,R,1,R,2015,R,853,R,1162,R,101,R,39,R,62,R,66,R,21,R,45,R,129,R,77,R,52,,,,,,,,,,,,,,,,,,,,,
2019,240444,R,11179,R,5482,R,5697,R,18,R,7,R,11,R,586,R,284,R,302,R,216,R,98,R,118,R,492,R,226,R,266,R,9,R,4,R,5,R,7737,R,3709,R,4028,R,283,R,120,R,163,R,152,R,83,R,69,R,1686,R,951,R,735,,,,,,,,,,,,,,,,,,,,,
2019,243744,R,4891,R,2690,R,2201,R,18,R,9,R,9,R,885,R,448,R,437,R,182,R,87,R,95,R,497,R,274,R,223,R,7,R,4,R,3,R,1727,R,961,R,766,R,330,R,159,R,171,R,23,R,16,R,7,R,1222,R,732,R,490,,,,,,,,,,,,,,,,,,,,,
2019,243780,R,10385,R,5768,R,4617,R,18,R,10,R,8,R,702,R,415,R,287,R,285,R,113,R,172,R,436,R,215,R,221,R,8,R,6,R,2,R,6033,R,3209,R,2824,R,233,R,115,R,118,R,247,R,143,R,104,R,2423,R,1542,R,881,,,,,,,,,,,,,,,,,,,,,
2019,445188,R,1533,R,721,R,812,R,1,R,1,R,0,R,325,R,164,R,161,R,60,R,21,R,39,R,717,R,290,R,427,R,12,R,7,R,5,R,219,R,140,R,79,R,51,R,26,R,25,R,13,R,10,R,3,R,135,R,62,R,73,,,,,,,,,,,,,,,,,,,,,
2020,100858,R,7420,R,3675,R,3745,R,26,R,14,R,12,R,195,R,101,R,94,R,444,R,189,R,255,R,234,R,96,R,138,R,9,R,3,R,6,R,5705,R,2805,R,2900,R,119,R,52,R,67,R,30,R,18,R,12,R,658,R,397,R,261,,,,,,,,,,,,,,,,,,,,,
2020,110404,R,451,R,285,R,166,Z,0,Z,0,Z,0,R,96,R,49,R,47,R,3,R,3,Z,0,R,29,R,21,R,8,Z,0,Z,0,Z,0,R,149,R,95,R,54,R,28,R,17,R,11,R,1,R,1,Z,0,R,145,R,99,R,46,,,,,,,,,,,,,,,,,,,,,
2020,110635,R,13294,R,6564,R,6730,R,17,R,6,R,11,R,3717,R,1802,R,1915,R,252,R,98,R,154,R,1623,R,688,R,935,R,19,R,11,R,8,R,3732,R,1867,R,1865,R,669,R,298,R,371,R,591,R,306,R,285,R,2674,R,1488,R,1186,,,,,,,,,,,,,,,,,,,,,
2020,110644,R,10719,R,4402,R,6317,R,12,R,4,R,8,R,2744,R,1074,R,1670,R,221,R,89,R,132,R,1987,R,663,R,1324,R,39,R,14,R,25,R,3130,R,1300,R,1830,R,568,R,229,R,339,R,157,R,71,R,86,R,1861,R,958,R,903,,,,,,,,,,,,,,,,,,,,,
2020,110653,R,10707,R,5049,R,5658,R,8,R,6,R,2,R,3442,R,1588,R,1854,R,186,R,81,R,105,R,2354,R,939,R,1415,R,28,R,12,R,16,R,1953,R,1000,R,953,R,423,R,203,R,220,R,220,R,124,R,96,R,2093,R,1096,R,997,,,,,,,,,,,,,,,,,,,,,
2020,110662,R,13987,R,6303,R,7684,R,29,R,10,R,19,R,3396,R,1517,R,1879,R,451,R,174,R,277,R,2658,R,963,R,1695,R,35,R,20,R,15,R,3932,R,1890,R,2042,R,666,R,285,R,381,R,407,R,194,R,213,R,2413,R,1250,R,1163,,,,,,,,,,,,,,,,,,,,,
2020,110671,R,6623,R,3004,R,3619,R,18,R,6,R,12,R,1829,R,929,R,900,R,261,R,78,R,183,R,2599,R,959,R,1640,R,23,R,13,R,10,R,958,R,503,R,455,R,250,R,118,R,132,R,101,R,56,R,45,R,584,R,342,R,242,,,,,,,,,,,,,,,,,,,,,
2020,110680,R,10891,R,5622,R,5269,R,13,R,5,R,8,R,3106,R,1567,R,1539,R,157,R,71,R,86,R,1626,R,742,R,884,R,25,R,9,R,16,R,2272,R,1184,R,1088,R,467,R,207,R,260,R,210,R,105,R,105,R,3015,R,1732,R,1283,,,,,,,,,,,,,,,,,,,,,
2020,110705,R,7330,R,3389,R,3941,R,11,R,7,R,4,R,1210,R,567,R,643,R,134,R,44,R,90,R,1661,R,682,R,979,R,10,R,4,R,6,R,2519,R,1185,R,1334,R,533,R,221,R,312,R,185,R,86,R,99,R,1067,R,593,R,474,,,,,,,,,,,,,,,,,,,,,
2020,110714,R,5458,R,2680,R,2778,R,5,R,2,R,3,R,1167,R,637,R,530,R,94,R,33,R,61,R,1451,R,583,R,868,R,8,R,1,R,7,R,1782,R,890,R,892,R,402,R,201,R,201,R,132,R,76,R,56,R,417,R,257,R,160,,,,,,,,,,,,,,,,,,,,,
2020,121150,R,2584,R,975,R,1609,R,12,R,3,R,9,R,244,R,94,R,150,R,201,R,65,R,136,R,316,R,97,R,219,R,10,R,1,R,9,R,1035,R,395,R,640,R,86,R,15,R,71,R,218,R,93,R,125,R,462,R,212,R,250,,,,,,,,,,,,,,,,,,,,,
2020,122931,R,2603,R,1214,R,1389,R,4,R,4,R,0,R,472,R,236,R,236,R,59,R,23,R,36,R,401,R,151,R,250,R,7,R,1,R,6,R,1000,R,494,R,506,R,143,R,63,R,80,R,43,R,16,R,27,R,474,R,226,R,248,,,,,,,,,,,,,,,,,,,,,
2020,123961,R,16708,R,7422,R,9286,R,28,R,9,R,19,R,2630,R,1119,R,1511,R,936,R,298,R,638,R,2343,R,854,R,1489,R,48,R,15,R,33,R,4747,R,2159,R,2588,R,520,R,200,R,320,R,654,R,257,R,397,R,4802,R,2511,R,2291,,,,,,,,,,,,,,,,,,,,,
2020,126614,R,8812,R,4781,R,4031,R,15,R,9,R,6,R,441,R,212,R,229,R,111,R,70,R,41,R,951,R,480,R,471,R,6,R,4,R,2,R,5900,R,3169,R,2731,R,406,R,193,R,213,R,97,R,52,R,45,R,885,R,592,R,293,,,,,,,,,,,,,,,,,,,,,
2020,126775,R,1557,R,1118,R,439,R,5,R,3,R,2,R,70,R,46,R,24,R,11,R,7,R,4,R,114,R,83,R,31,R,1,R,1,R,0,R,1085,R,766,R,319,R,87,R,60,R,27,R,17,R,13,R,4,R,167,R,139,R,28,,,,,,,,,,,,,,,,,,,,,
2020,129020,R,8372,R,3805,R,4567,R,10,R,5,R,5,R,798,R,364,R,434,R,477,R,198,R,279,R,809,R,334,R,475,R,7,R,2,R,5,R,4706,R,2170,R,2536,R,226,R,92,R,134,R,259,R,113,R,146,R,1080,R,527,R,553,,,,,,,,,,,,,,,,,,,,,
2020,130794,R,4607,R,2154,R,2453,R,14,R,7,R,7,R,605,R,238,R,367,R,245,R,122,R,123,R,404,R,176,R,228,R,4,R,2,R,2,R,2010,R,948,R,1062,R,181,R,69,R,112,R,50,R,23,R,27,R,1094,R,569,R,525,,,,,,,,,,,,,,,,,,,,,
2020,130943,R,5794,R,2463,R,3331,R,7,R,2,R,5,R,296,R,138,R,158,R,307,R,131,R,176,R,406,R,168,R,238,R,4,R,2,R,2,R,3928,R,1603,R,2325,R,161,R,57,R,104,R,84,R,36,R,48,R,601,R,326,R,275,,,,,,,,,,,,,,,,,,,,,
2020,131159,R,4150,R,1469,R,2681,R,6,R,2,R,4,R,220,R,78,R,142,R,417,R,125,R,292,R,485,R,145,R,340,R,2,R,0,R,2,R,2015,R,771,R,1244,R,156,R,49,R,107,R,310,R,98,R,212,R,539,R,201,R,338,,,,,,,,,,,,,,,,,,,,,
2020,131469,R,9365,R,3761,R,5604,R,23,R,9,R,14,R,905,R,339,R,566,R,952,R,292,R,660,R,788,R,291,R,497,R,20,R,6,R,14,R,4320,R,1710,R,2610,R,248,R,86,R,162,R,570,R,225,R,345,R,1539,R,803,R,736,,,,,,,,,,,,,,,,,,,,,
2020,131496,R,6904,R,3108,R,3796,R,8,R,2,R,6,R,551,R,225,R,326,R,475,R,189,R,286,R,527,R,220,R,307,R,6,R,3,R,3,R,3378,R,1584,R,1794,R,208,R,96,R,112,R,315,R,170,R,145,R,1436,R,619,R,817,,,,,,,,,,,,,,,,,,,,,
2020,131520,R,1651,R,554,R,1097,R,2,R,1,R,1,R,67,R,30,R,37,R,1233,R,390,R,843,R,80,R,23,R,57,R,1,R,0,R,1,R,53,R,19,R,34,R,62,R,19,R,43,R,0,R,0,R,0,R,153,R,72,R,81,,,,,,,,,,,,,,,,,,,,,
2020,133951,R,15845,R,6204,R,9641,R,12,R,5,R,7,R,437,R,196,R,241,R,1899,R,623,R,1276,R,9902,R,3888,R,6014,R,17,R,5,R,12,R,1659,R,680,R,979,R,365,R,137,R,228,R,79,R,32,R,47,R,1475,R,638,R,837,,,,,,,,,,,,,,,,,,,,,
2020,134097,R,11855,R,5096,R,6759,R,20,R,8,R,12,R,309,R,141,R,168,R,1041,R,322,R,719,R,2201,R,937,R,1264,R,10,R,5,R,5,R,7173,R,3170,R,4003,R,402,R,154,R,248,R,146,R,84,R,62,R,553,R,275,R,278,,,,,,,,,,,,,,,,,,,,,
2020,134130,R,15283,R,6662,R,8621,R,30,R,16,R,14,R,1106,R,497,R,609,R,837,R,271,R,566,R,2807,R,1191,R,1616,R,54,R,16,R,38,R,8195,R,3496,R,4699,R,474,R,191,R,283,R,471,R,236,R,235,R,1309,R,748,R,561,,,,,,,,,,,,,,,,,,,,,
2020,135726,R,5191,R,2315,R,2876,R,8,R,3,R,5,R,278,R,118,R,160,R,416,R,148,R,268,R,1293,R,513,R,780,R,2,R,1,R,1,R,1814,R,869,R,945,R,154,R,69,R,85,R,302,R,131,R,171,R,924,R,463,R,461,,,,,,,,,,,,,,,,,,,,,
2020,137351,R,14447,R,5801,R,8646,R,26,R,11,R,15,R,902,R,357,R,545,R,1364,R,442,R,922,R,2624,R,967,R,1657,R,25,R,10,R,15,R,7202,R,2851,R,4351,R,454,R,169,R,285,R,480,R,179,R,301,R,1370,R,815,R,555,,,,,,,,,,,,,,,,,,,,,
2020,139658,R,4382,R,1654,R,2728,R,4,R,1,R,3,R,688,R,288,R,400,R,450,R,118,R,332,R,343,R,124,R,219,R,3,R,1,R,2,R,1990,R,721,R,1269,R,131,R,39,R,92,R,96,R,40,R,56,R,677,R,322,R,355,,,,,,,,,,,,,,,,,,,,,
2020,139755,R,8395,R,5798,R,2597,R,3,R,2,R,1,R,1428,R,950,R,478,R,393,R,238,R,155,R,473,R,343,R,130,R,3,R,2,R,1,R,3517,R,2440,R,1077,R,242,R,150,R,92,R,136,R,81,R,55,R,2200,R,1592,R,608,,,,,,,,,,,,,,,,,,,,,
2020,139959,R,10544,R,4451,R,6093,R,13,R,8,R,5,R,951,R,422,R,529,R,870,R,286,R,584,R,575,R,237,R,338,R,4,R,1,R,3,R,7163,R,3077,R,4086,R,387,R,154,R,233,R,89,R,29,R,60,R,492,R,237,R,255,,,,,,,,,,,,,,,,,,,,,
