year,UNITID,GRTYPE,CHRTSTAT,SECTION,COHORT,LINE,XGRTOTLT,GRTOTLT,XGRTOTLM,GRTOTLM,XGRTOTLW,GRTOTLW,XGRAIANT,GRAIANT,XGRAIANM,GRAIANM,XGRAIANW,GRAIANW,XGRASIAT,GRASIAT,XGRASIAM,GRASIAM,XGRASIAW,GRASIAW,XGRBKAAT,GRBKAAT,XGRBKAAM,GRBKAAM,XGRBKAAW,GRBKAAW,XGRHISPT,GRHISPT,XGRHISPM,GRHISPM,XGRHISPW,GRHISPW,XGRNHPIT,GRNHPIT,XGRNHPIM,GRNHPIM,XGRNHPIW,GRNHPIW,XGRWHITT,GRWHITT,XGRWHITM,GRWHITM,XGRWHITW,GRWHITW,XGR2MORT,GR2MORT,XGR2MORM,GR2MORM,XGR2MORW,GR2MORW,XGRUNKNT,GRUNKNT,XGRUNKNM,GRUNKNM,XGRUNKNW,GRUNKNW,XGRNRALT,GRNRALT,XGRNRALM,GRNRALM,XGRNRALW,GRNRALW 
2022,221999, 9,13,2,2,29A,R,1476,R,682,R,794,R,10,R,4,R,6,R,209,R,125,R,84,R,157,R,62,R,95,R,149,R,61,R,88,R,4,R,2,R,2,R,708,R,315,R,393,R,80,R,33,R,47,R,58,R,30,R,28,R,101,R,50,R,51
2022,221999,12,16,2,2,18A,R,1476,R,682,R,794,R,10,R,4,R,6,R,209,R,125,R,84,R,157,R,62,R,95,R,149,R,61,R,88,R,4,R,2,R,2,R,708,R,315,R,393,R,80,R,33,R,47,R,58,R,30,R,28,R,101,R,50,R,51
2022,221999,13,17,2,2,19 ,R,1410,R,639,R,771,R,10,R,4,R,6,R,200,R,117,R,83,R,141,R,51,R,90,R,141,R,57,R,84,R,4,R,2,R,2,R,692,R,305,R,387,R,75,R,31,R,44,R,54,R,27,R,27,R,93,R,45,R,48
2022,221999,14,18,2,2,20 ,R,52,R,33,R,19,R,0,R,0,R,0,R,6,R,6,R,0,R,14,R,10,R,4,R,6,R,2,R,4,R,0,R,0,R,0,R,10,R,5,R,5,R,5,R,2,R,3,R,4,R,3,R,1,R,7,R,5,R,2
2022,221999,15,19,2,2,21 ,R,14,R,10,R,4,R,0,R,0,R,0,R,3,R,2,R,1,R,2,R,1,R,1,R,2,R,2,R,0,R,0,R,0,R,0,R,6,R,5,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1
2022,221999,40,11,1,1,999,R,8,R,7,R,1,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,3,R,3,R,0
2022,221999,41,31,1,1,999,R,5,R,4,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,0
2022,221999,42,32,1,1,999,R,110,R,64,R,46,R,0,R,0,R,0,R,10,R,6,R,4,R,12,R,6,R,6,R,17,R,9,R,8,R,0,R,0,R,0,R,49,R,32,R,17,R,3,R,1,R,2,R,4,R,2,R,2,R,15,R,8,R,7
2022,221999,43,31,2,2,22 ,R,5,R,4,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,0
2022,221999,44,32,2,2,23 ,R,110,R,64,R,46,R,0,R,0,R,0,R,10,R,6,R,4,R,12,R,6,R,6,R,17,R,9,R,8,R,0,R,0,R,0,R,49,R,32,R,17,R,3,R,1,R,2,R,4,R,2,R,2,R,15,R,8,R,7
2022,223232, 2,12,1,1,999,R,3495,R,1443,R,2052,R,9,R,4,R,5,R,191,R,74,R,117,R,213,R,76,R,137,R,528,R,209,R,319,R,2,R,1,R,1,R,2291,R,960,R,1331,R,150,R,67,R,83,R,10,R,3,R,7,R,101,R,49,R,52
2022,223232, 3,13,1,1,999,R,2846,R,1113,R,1733,R,8,R,4,R,4,R,151,R,59,R,92,R,160,R,57,R,103,R,389,R,141,R,248,R,1,R,0,R,1,R,1935,R,766,R,1169,R,123,R,49,R,74,R,6,R,2,R,4,R,73,R,35,R,38
2022,223232, 6,10,2,2,10 ,R,3496,R,1444,R,2052,R,9,R,4,R,5,R,191,R,74,R,117,R,213,R,76,R,137,R,528,R,209,R,319,R,2,R,1,R,1,R,2292,R,961,R,1331,R,150,R,67,R,83,R,10,R,3,R,7,R,101,R,49,R,52
2022,223232, 7,11,2,2,45 ,R,1,R,1,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0,Z,0,Z,0,Z,0
2022,223232, 8,12,2,2,50 ,R,3495,R,1443,R,2052,R,9,R,4,R,5,R,191,R,74,R,117,R,213,R,76,R,137,R,528,R,209,R,319,R,2,R,1,R,1,R,2291,R,960,R,1331,R,150,R,67,R,83,R,10,R,3,R,7,R,101,R,49,R,52
2022,223232, 9,13,2,2,29A,R,2846,R,1113,R,1733,R,8,R,4,R,4,R,151,R,59,R,92,R,160,R,57,R,103,R,389,R,141,R,248,R,1,R,0,R,1,R,1935,R,766,R,1169,R,123,R,49,R,74,R,6,R,2,R,4,R,73,R,35,R,38
2022,223232,12,16,2,2,18A,R,2846,R,1113,R,1733,R,8,R,4,R,4,R,151,R,59,R,92,R,160,R,57,R,103,R,389,R,141,R,248,R,1,R,0,R,1,R,1935,R,766,R,1169,R,123,R,49,R,74,R,6,R,2,R,4,R,73,R,35,R,38
2022,223232,13,17,2,2,19 ,R,2382,R,882,R,1500,R,7,R,4,R,3,R,117,R,44,R,73,R,132,R,42,R,90,R,320,R,114,R,206,R,1,R,0,R,1,R,1642,R,615,R,1027,R,103,R,37,R,66,R,6,R,2,R,4,R,54,R,24,R,30
2022,223232,14,18,2,2,20 ,R,428,R,211,R,217,R,1,R,0,R,1,R,29,R,12,R,17,R,25,R,12,R,13,R,63,R,26,R,37,R,0,R,0,R,0,R,272,R,139,R,133,R,20,R,12,R,8,R,0,R,0,R,0,R,18,R,10,R,8
2022,223232,15,19,2,2,21 ,R,36,R,20,R,16,R,0,R,0,R,0,R,5,R,3,R,2,R,3,R,3,R,0,R,6,R,1,R,5,R,0,R,0,R,0,R,21,R,12,R,9,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
2022,223232,40,11,1,1,999,R,1,R,1,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0,Z,0,Z,0,Z,0
2022,223232,41,31,1,1,999,R,11,R,8,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,1,R,0,R,0,R,0,R,0,R,6,R,6,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,1,R,2
2022,223232,42,32,1,1,999,R,638,R,322,R,316,R,1,R,0,R,1,R,40,R,15,R,25,R,52,R,19,R,33,R,138,R,67,R,71,R,1,R,1,R,0,R,350,R,188,R,162,R,27,R,18,R,9,R,4,R,1,R,3,R,25,R,13,R,12
2022,223232,43,31,2,2,22 ,R,11,R,8,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,1,R,0,R,0,R,0,R,0,R,6,R,6,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,1,R,2
2022,223232,44,32,2,2,23 ,R,638,R,322,R,316,R,1,R,0,R,1,R,40,R,15,R,25,R,52,R,19,R,33,R,138,R,67,R,71,R,1,R,1,R,0,R,350,R,188,R,162,R,27,R,18,R,9,R,4,R,1,R,3,R,25,R,13,R,12
2022,227757, 2,12,1,1,999,R,974,R,484,R,490,R,1,R,0,R,1,R,239,R,100,R,139,R,68,R,39,R,29,R,152,R,85,R,67,R,1,R,0,R,1,R,350,R,179,R,171,R,33,R,18,R,15,R,25,R,11,R,14,R,105,R,52,R,53
2022,227757, 3,13,1,1,999,R,912,R,446,R,466,R,1,R,0,R,1,R,234,R,97,R,137,R,57,R,34,R,23,R,141,R,77,R,64,R,1,R,0,R,1,R,324,R,162,R,162,R,33,R,18,R,15,R,23,R,10,R,13,R,98,R,48,R,50
2022,227757, 6,10,2,2,10 ,R,978,R,486,R,492,R,1,R,0,R,1,R,239,R,100,R,139,R,69,R,40,R,29,R,153,R,86,R,67,R,1,R,0,R,1,R,351,R,179,R,172,R,33,R,18,R,15,R,25,R,11,R,14,R,106,R,52,R,54
2022,227757, 7,11,2,2,45 ,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1
2022,227757, 8,12,2,2,50 ,R,974,R,484,R,490,R,1,R,0,R,1,R,239,R,100,R,139,R,68,R,39,R,29,R,152,R,85,R,67,R,1,R,0,R,1,R,350,R,179,R,171,R,33,R,18,R,15,R,25,R,11,R,14,R,105,R,52,R,53
2022,227757, 9,13,2,2,29A,R,912,R,446,R,466,R,1,R,0,R,1,R,234,R,97,R,137,R,57,R,34,R,23,R,141,R,77,R,64,R,1,R,0,R,1,R,324,R,162,R,162,R,33,R,18,R,15,R,23,R,10,R,13,R,98,R,48,R,50
2022,227757,12,16,2,2,18A,R,912,R,446,R,466,R,1,R,0,R,1,R,234,R,97,R,137,R,57,R,34,R,23,R,141,R,77,R,64,R,1,R,0,R,1,R,324,R,162,R,162,R,33,R,18,R,15,R,23,R,10,R,13,R,98,R,48,R,50
2022,227757,13,17,2,2,19 ,R,853,R,407,R,446,R,1,R,0,R,1,R,222,R,91,R,131,R,50,R,29,R,21,R,130,R,71,R,59,R,1,R,0,R,1,R,308,R,148,R,160,R,29,R,15,R,14,R,23,R,10,R,13,R,89,R,43,R,46
2022,227757,14,18,2,2,20 ,R,46,R,33,R,13,R,0,R,0,R,0,R,9,R,6,R,3,R,6,R,5,R,1,R,9,R,5,R,4,R,0,R,0,R,0,R,11,R,10,R,1,R,4,R,3,R,1,R,0,R,0,R,0,R,7,R,4,R,3
2022,227757,15,19,2,2,21 ,R,13,R,6,R,7,R,0,R,0,R,0,R,3,R,0,R,3,R,1,R,0,R,1,R,2,R,1,R,1,R,0,R,0,R,0,R,5,R,4,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,1
2022,227757,40,11,1,1,999,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1
2022,227757,41,31,1,1,999,R,6,R,6,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
2022,227757,42,32,1,1,999,R,56,R,32,R,24,R,0,R,0,R,0,R,4,R,2,R,2,R,10,R,4,R,6,R,10,R,7,R,3,R,0,R,0,R,0,R,24,R,15,R,9,R,0,R,0,R,0,R,2,R,1,R,1,R,6,R,3,R,3
2022,227757,43,31,2,2,22 ,R,6,R,6,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
2022,227757,44,32,2,2,23 ,R,56,R,32,R,24,R,0,R,0,R,0,R,4,R,2,R,2,R,10,R,4,R,6,R,10,R,7,R,3,R,0,R,0,R,0,R,24,R,15,R,9,R,0,R,0,R,0,R,2,R,1,R,1,R,6,R,3,R,3
2022,228246, 2,12,1,1,999,R,1521,R,770,R,751,R,2,R,0,R,2,R,90,R,35,R,55,R,85,R,53,R,32,R,168,R,81,R,87,R,0,R,0,R,0,R,1011,R,517,R,494,R,65,R,33,R,32,R,4,R,2,R,2,R,96,R,49,R,47
2022,228246, 3,13,1,1,999,R,1252,R,600,R,652,R,2,R,0,R,2,R,77,R,29,R,48,R,59,R,33,R,26,R,134,R,60,R,74,R,0,R,0,R,0,R,837,R,414,R,423,R,55,R,24,R,31,R,3,R,1,R,2,R,85,R,39,R,46
2022,228246, 4,20,1,1,999,R,192,R,116,R,76,Z,0,Z,0,Z,0,R,10,R,4,R,6,R,14,R,12,R,2,R,20,R,12,R,8,Z,0,Z,0,Z,0,R,142,R,82,R,60,R,6,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,228246, 6,10,2,2,10 ,R,1521,R,770,R,751,R,2,R,0,R,2,R,90,R,35,R,55,R,85,R,53,R,32,R,168,R,81,R,87,R,0,R,0,R,0,R,1011,R,517,R,494,R,65,R,33,R,32,R,4,R,2,R,2,R,96,R,49,R,47
2022,228246, 8,12,2,2,50 ,R,1521,R,770,R,751,R,2,R,0,R,2,R,90,R,35,R,55,R,85,R,53,R,32,R,168,R,81,R,87,R,0,R,0,R,0,R,1011,R,517,R,494,R,65,R,33,R,32,R,4,R,2,R,2,R,96,R,49,R,47
2022,228246, 9,13,2,2,29A,R,1252,R,600,R,652,R,2,R,0,R,2,R,77,R,29,R,48,R,59,R,33,R,26,R,134,R,60,R,74,R,0,R,0,R,0,R,837,R,414,R,423,R,55,R,24,R,31,R,3,R,1,R,2,R,85,R,39,R,46
2022,228246,12,16,2,2,18A,R,1252,R,600,R,652,R,2,R,0,R,2,R,77,R,29,R,48,R,59,R,33,R,26,R,134,R,60,R,74,R,0,R,0,R,0,R,837,R,414,R,423,R,55,R,24,R,31,R,3,R,1,R,2,R,85,R,39,R,46
2022,228246,13,17,2,2,19 ,R,1145,R,523,R,622,R,2,R,0,R,2,R,72,R,26,R,46,R,50,R,27,R,23,R,124,R,53,R,71,R,0,R,0,R,0,R,770,R,366,R,404,R,51,R,20,R,31,R,3,R,1,R,2,R,73,R,30,R,43
2022,228246,14,18,2,2,20 ,R,95,R,67,R,28,R,0,R,0,R,0,R,3,R,1,R,2,R,8,R,6,R,2,R,10,R,7,R,3,R,0,R,0,R,0,R,58,R,40,R,18,R,4,R,4,R,0,R,0,R,0,R,0,R,12,R,9,R,3
2022,228246,15,19,2,2,21 ,R,12,R,10,R,2,R,0,R,0,R,0,R,2,R,2,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,8,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2022,228246,16,20,2,2,30 ,R,192,R,116,R,76,Z,0,Z,0,Z,0,R,10,R,4,R,6,R,14,R,12,R,2,R,20,R,12,R,8,Z,0,Z,0,Z,0,R,142,R,82,R,60,R,6,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,228246,41,31,1,1,999,R,7,R,6,R,1,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,228246,42,32,1,1,999,R,70,R,48,R,22,R,0,R,0,R,0,R,1,R,1,R,0,R,12,R,8,R,4,R,13,R,8,R,5,R,0,R,0,R,0,R,30,R,19,R,11,R,2,R,1,R,1,R,1,R,1,R,0,R,11,R,10,R,1
2022,228246,43,31,2,2,22 ,R,7,R,6,R,1,Z,0,Z,0,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,228246,44,32,2,2,23 ,R,70,R,48,R,22,R,0,R,0,R,0,R,1,R,1,R,0,R,12,R,8,R,4,R,13,R,8,R,5,R,0,R,0,R,0,R,30,R,19,R,11,R,2,R,1,R,1,R,1,R,1,R,0,R,11,R,10,R,1
2022,228723, 2,12,1,1,999,R,8955,R,4557,R,4398,R,19,R,12,R,7,R,696,R,398,R,298,R,389,R,184,R,205,R,2190,R,1090,R,1100,R,9,R,4,R,5,R,5300,R,2677,R,2623,R,240,R,107,R,133,R,5,R,2,R,3,R,107,R,83,R,24
2022,228723, 3,13,1,1,999,R,7481,R,3648,R,3833,R,18,R,11,R,7,R,605,R,335,R,270,R,275,R,117,R,158,R,1707,R,803,R,904,R,6,R,2,R,4,R,4580,R,2227,R,2353,R,192,R,81,R,111,R,4,R,1,R,3,R,94,R,71,R,23
2022,228723, 4,20,1,1,999,R,850,R,572,R,278,R,1,R,1,R,0,R,45,R,38,R,7,R,63,R,42,R,21,R,299,R,187,R,112,R,1,R,1,R,0,R,399,R,275,R,124,R,31,R,17,R,14,R,1,R,1,R,0,R,10,R,10,R,0
2022,228723, 6,10,2,2,10 ,R,8955,R,4557,R,4398,R,19,R,12,R,7,R,696,R,398,R,298,R,389,R,184,R,205,R,2190,R,1090,R,1100,R,9,R,4,R,5,R,5300,R,2677,R,2623,R,240,R,107,R,133,R,5,R,2,R,3,R,107,R,83,R,24
2022,228723, 8,12,2,2,50 ,R,8955,R,4557,R,4398,R,19,R,12,R,7,R,696,R,398,R,298,R,389,R,184,R,205,R,2190,R,1090,R,1100,R,9,R,4,R,5,R,5300,R,2677,R,2623,R,240,R,107,R,133,R,5,R,2,R,3,R,107,R,83,R,24
2022,228723, 9,13,2,2,29A,R,7481,R,3648,R,3833,R,18,R,11,R,7,R,605,R,335,R,270,R,275,R,117,R,158,R,1707,R,803,R,904,R,6,R,2,R,4,R,4580,R,2227,R,2353,R,192,R,81,R,111,R,4,R,1,R,3,R,94,R,71,R,23
2022,228723,12,16,2,2,18A,R,7481,R,3648,R,3833,R,18,R,11,R,7,R,605,R,335,R,270,R,275,R,117,R,158,R,1707,R,803,R,904,R,6,R,2,R,4,R,4580,R,2227,R,2353,R,192,R,81,R,111,R,4,R,1,R,3,R,94,R,71,R,23
2022,228723,13,17,2,2,19 ,R,5418,R,2312,R,3106,R,13,R,7,R,6,R,432,R,221,R,211,R,190,R,72,R,118,R,1192,R,492,R,700,R,5,R,2,R,3,R,3386,R,1418,R,1968,R,133,R,49,R,84,R,3,R,1,R,2,R,64,R,50,R,14
2022,228723,14,18,2,2,20 ,R,1853,R,1178,R,675,R,5,R,4,R,1,R,158,R,104,R,54,R,81,R,44,R,37,R,454,R,267,R,187,R,1,R,0,R,1,R,1071,R,710,R,361,R,56,R,31,R,25,R,0,R,0,R,0,R,27,R,18,R,9
2022,228723,15,19,2,2,21 ,R,210,R,158,R,52,R,0,R,0,R,0,R,15,R,10,R,5,R,4,R,1,R,3,R,61,R,44,R,17,R,0,R,0,R,0,R,123,R,99,R,24,R,3,R,1,R,2,R,1,R,0,R,1,R,3,R,3,R,0
2022,228723,16,20,2,2,30 ,R,850,R,572,R,278,R,1,R,1,R,0,R,45,R,38,R,7,R,63,R,42,R,21,R,299,R,187,R,112,R,1,R,1,R,0,R,399,R,275,R,124,R,31,R,17,R,14,R,1,R,1,R,0,R,10,R,10,R,0
2022,228723,41,31,1,1,999,R,106,R,85,R,21,Z,0,Z,0,Z,0,R,7,R,6,R,1,R,5,R,4,R,1,R,40,R,34,R,6,R,1,R,1,Z,0,R,48,R,36,R,12,R,4,R,3,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2022,228723,42,32,1,1,999,R,518,R,252,R,266,R,0,R,0,R,0,R,39,R,19,R,20,R,46,R,21,R,25,R,144,R,66,R,78,R,1,R,0,R,1,R,273,R,139,R,134,R,13,R,6,R,7,R,0,R,0,R,0,R,2,R,1,R,1
2022,228723,43,31,2,2,22 ,R,106,R,85,R,21,Z,0,Z,0,Z,0,R,7,R,6,R,1,R,5,R,4,R,1,R,40,R,34,R,6,R,1,R,1,Z,0,R,48,R,36,R,12,R,4,R,3,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0
2022,228723,44,32,2,2,23 ,R,518,R,252,R,266,R,0,R,0,R,0,R,39,R,19,R,20,R,46,R,21,R,25,R,144,R,66,R,78,R,1,R,0,R,1,R,273,R,139,R,134,R,13,R,6,R,7,R,0,R,0,R,0,R,2,R,1,R,1
2022,228778, 2,12,1,1,999,R,8570,R,3921,R,4649,R,14,R,11,R,3,R,1907,R,1002,R,905,R,377,R,119,R,258,R,2051,R,835,R,1216,R,10,R,5,R,5,R,3361,R,1525,R,1836,R,307,R,152,R,155,R,97,R,52,R,45,R,446,R,220,R,226
2022,228778, 3,13,1,1,999,R,7524,R,3365,R,4159,R,11,R,9,R,2,R,1742,R,899,R,843,R,316,R,90,R,226,R,1676,R,644,R,1032,R,8,R,5,R,3,R,3020,R,1355,R,1665,R,269,R,132,R,137,R,92,R,50,R,42,R,390,R,181,R,209
2022,228778, 6,10,2,2,10 ,R,8570,R,3921,R,4649,R,14,R,11,R,3,R,1907,R,1002,R,905,R,377,R,119,R,258,R,2051,R,835,R,1216,R,10,R,5,R,5,R,3361,R,1525,R,1836,R,307,R,152,R,155,R,97,R,52,R,45,R,446,R,220,R,226
2022,228778, 8,12,2,2,50 ,R,8570,R,3921,R,4649,R,14,R,11,R,3,R,1907,R,1002,R,905,R,377,R,119,R,258,R,2051,R,835,R,1216,R,10,R,5,R,5,R,3361,R,1525,R,1836,R,307,R,152,R,155,R,97,R,52,R,45,R,446,R,220,R,226
2022,228778, 9,13,2,2,29A,R,7524,R,3365,R,4159,R,11,R,9,R,2,R,1742,R,899,R,843,R,316,R,90,R,226,R,1676,R,644,R,1032,R,8,R,5,R,3,R,3020,R,1355,R,1665,R,269,R,132,R,137,R,92,R,50,R,42,R,390,R,181,R,209
2022,228778,12,16,2,2,18A,R,7524,R,3365,R,4159,R,11,R,9,R,2,R,1742,R,899,R,843,R,316,R,90,R,226,R,1676,R,644,R,1032,R,8,R,5,R,3,R,3020,R,1355,R,1665,R,269,R,132,R,137,R,92,R,50,R,42,R,390,R,181,R,209
2022,228778,13,17,2,2,19 ,R,6191,R,2662,R,3529,R,9,R,7,R,2,R,1445,R,726,R,719,R,247,R,68,R,179,R,1319,R,484,R,835,R,5,R,3,R,2,R,2574,R,1101,R,1473,R,208,R,94,R,114,R,78,R,40,R,38,R,306,R,139,R,167
2022,228778,14,18,2,2,20 ,R,1171,R,602,R,569,R,2,R,2,R,0,R,269,R,153,R,116,R,59,R,20,R,39,R,307,R,130,R,177,R,2,R,2,R,0,R,390,R,216,R,174,R,59,R,36,R,23,R,11,R,7,R,4,R,72,R,36,R,36
2022,228778,15,19,2,2,21 ,R,162,R,101,R,61,R,0,R,0,R,0,R,28,R,20,R,8,R,10,R,2,R,8,R,50,R,30,R,20,R,1,R,0,R,1,R,56,R,38,R,18,R,2,R,2,R,0,R,3,R,3,R,0,R,12,R,6,R,6
2022,228778,41,31,1,1,999,R,45,R,31,R,14,R,0,R,0,R,0,R,7,R,5,R,2,R,1,R,1,R,0,R,12,R,7,R,5,R,0,R,0,R,0,R,9,R,7,R,2,R,5,R,0,R,5,R,0,R,0,R,0,R,11,R,11,R,0
2022,228778,42,32,1,1,999,R,1001,R,525,R,476,R,3,R,2,R,1,R,158,R,98,R,60,R,60,R,28,R,32,R,363,R,184,R,179,R,2,R,0,R,2,R,332,R,163,R,169,R,33,R,20,R,13,R,5,R,2,R,3,R,45,R,28,R,17
2022,228778,43,31,2,2,22 ,R,45,R,31,R,14,R,0,R,0,R,0,R,7,R,5,R,2,R,1,R,1,R,0,R,12,R,7,R,5,R,0,R,0,R,0,R,9,R,7,R,2,R,5,R,0,R,5,R,0,R,0,R,0,R,11,R,11,R,0
2022,228778,44,32,2,2,23 ,R,1001,R,525,R,476,R,3,R,2,R,1,R,158,R,98,R,60,R,60,R,28,R,32,R,363,R,184,R,179,R,2,R,0,R,2,R,332,R,163,R,169,R,33,R,20,R,13,R,5,R,2,R,3,R,45,R,28,R,17
2022,228875, 2,12,1,1,999,R,1886,R,766,R,1120,R,22,R,10,R,12,R,56,R,24,R,32,R,88,R,40,R,48,R,251,R,94,R,157,R,3,R,1,R,2,R,1374,R,551,R,823,R,11,R,5,R,6,R,12,R,3,R,9,R,69,R,38,R,31
2022,228875, 3,13,1,1,999,R,1579,R,609,R,970,R,18,R,8,R,10,R,45,R,21,R,24,R,62,R,23,R,39,R,206,R,78,R,128,R,1,Z,0,R,1,R,1170,R,443,R,727,R,7,R,2,R,5,R,10,R,2,R,8,R,60,R,32,R,28
2022,228875, 4,20,1,1,999,R,243,R,118,R,125,R,4,R,2,R,2,R,10,R,3,R,7,R,11,R,5,R,6,R,35,R,12,R,23,R,2,R,1,R,1,R,173,R,91,R,82,R,4,R,3,R,1,R,2,R,1,R,1,R,2,Z,0,R,2
2022,228875, 6,10,2,2,10 ,R,1887,R,767,R,1120,R,22,R,10,R,12,R,56,R,24,R,32,R,88,R,40,R,48,R,251,R,94,R,157,R,3,R,1,R,2,R,1375,R,552,R,823,R,11,R,5,R,6,R,12,R,3,R,9,R,69,R,38,R,31
2022,228875, 7,11,2,2,45 ,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2022,228875, 8,12,2,2,50 ,R,1886,R,766,R,1120,R,22,R,10,R,12,R,56,R,24,R,32,R,88,R,40,R,48,R,251,R,94,R,157,R,3,R,1,R,2,R,1374,R,551,R,823,R,11,R,5,R,6,R,12,R,3,R,9,R,69,R,38,R,31
2022,228875, 9,13,2,2,29A,R,1579,R,609,R,970,R,18,R,8,R,10,R,45,R,21,R,24,R,62,R,23,R,39,R,206,R,78,R,128,R,1,Z,0,R,1,R,1170,R,443,R,727,R,7,R,2,R,5,R,10,R,2,R,8,R,60,R,32,R,28
2022,228875,12,16,2,2,18A,R,1579,R,609,R,970,R,18,R,8,R,10,R,45,R,21,R,24,R,62,R,23,R,39,R,206,R,78,R,128,R,1,Z,0,R,1,R,1170,R,443,R,727,R,7,R,2,R,5,R,10,R,2,R,8,R,60,R,32,R,28
2022,228875,13,17,2,2,19 ,R,1372,R,506,R,866,R,17,R,8,R,9,R,39,R,18,R,21,R,48,R,17,R,31,R,171,R,59,R,112,R,1,Z,0,R,1,R,1026,R,373,R,653,R,6,R,2,R,4,R,8,R,1,R,7,R,56,R,28,R,28
2022,228875,14,18,2,2,20 ,R,189,R,93,R,96,R,1,Z,0,R,1,R,6,R,3,R,3,R,14,R,6,R,8,R,32,R,17,R,15,Z,0,Z,0,Z,0,R,131,R,63,R,68,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,4,R,4,Z,0
2022,228875,15,19,2,2,21 ,R,18,R,10,R,8,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,2,R,1,R,0,Z,0,R,0,R,13,R,7,R,6,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0
2022,228875,16,20,2,2,30 ,R,243,R,118,R,125,R,4,R,2,R,2,R,10,R,3,R,7,R,11,R,5,R,6,R,35,R,12,R,23,R,2,R,1,R,1,R,173,R,91,R,82,R,4,R,3,R,1,R,2,R,1,R,1,R,2,Z,0,R,2
