year,UNITID,GRTYPE,CHRTSTAT,SECTION,COHORT,LINE,XGRTOTLT,GRTOTLT,XGRTOTLM,GRTOTLM,XGRTOTLW,GRTOTLW,XGRAIANT,GRAIANT,XGRAIANM,GRAIANM,XGRAIANW,GRAIANW,XGRASIAT,GRASIAT,XGRASIAM,GRASIAM,XGRASIAW,GRASIAW,XGRBKAAT,GRBKAAT,XGRBKAAM,GRBKAAM,XGRBKAAW,GRBKAAW,XGRHISPT,GRHISPT,XGRHISPM,GRHISPM,XGRHISPW,GRHISPW,XGRNHPIT,GRNHPIT,XGRNHPIM,GRNHPIM,XGRNHPIW,GRNHPIW,XGRWHITT,GRWHITT,XGRWHITM,GRWHITM,XGRWHITW,GRWHITW,XGR2MORT,GR2MORT,XGR2MORM,GR2MORM,XGR2MORW,GR2MORW,XGRUNKNT,GRUNKNT,XGRUNKNM,GRUNKNM,XGRUNKNW,GRUNKNW,XGRNRALT,GRNRALT,XGRNRALM,GRNRALM,XGRNRALW,GRNRALW 
2020,160755, 2,12,1,1,999,R,1644,R,628,R,1016,R,3,R,3,R,0,R,70,R,19,R,51,R,59,R,32,R,27,R,98,R,35,R,63,R,3,R,2,R,1,R,1290,R,496,R,794,R,64,R,16,R,48,R,34,R,16,R,18,R,23,R,9,R,14
2020,160755, 3,13,1,1,999,R,1410,R,531,R,879,R,3,R,3,Z,0,R,57,R,16,R,41,R,42,R,21,R,21,R,81,R,27,R,54,R,3,R,2,R,1,R,1127,R,428,R,699,R,49,R,12,R,37,R,27,R,13,R,14,R,21,R,9,R,12
2020,160755, 4,20,1,1,999,R,194,R,79,R,115,Z,0,Z,0,Z,0,R,13,R,3,R,10,R,11,R,7,R,4,R,10,R,5,R,5,Z,0,Z,0,Z,0,R,141,R,58,R,83,R,12,R,3,R,9,R,7,R,3,R,4,Z,0,Z,0,Z,0
2020,160755, 6,10,2,2,10 ,R,1647,R,630,R,1017,R,3,R,3,R,0,R,70,R,19,R,51,R,60,R,32,R,28,R,98,R,35,R,63,R,3,R,2,R,1,R,1292,R,498,R,794,R,64,R,16,R,48,R,34,R,16,R,18,R,23,R,9,R,14
2020,160755, 7,11,2,2,45 ,R,3,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,160755, 8,12,2,2,50 ,R,1644,R,628,R,1016,R,3,R,3,R,0,R,70,R,19,R,51,R,59,R,32,R,27,R,98,R,35,R,63,R,3,R,2,R,1,R,1290,R,496,R,794,R,64,R,16,R,48,R,34,R,16,R,18,R,23,R,9,R,14
2020,160755, 9,13,2,2,29A,R,1410,R,531,R,879,R,3,R,3,Z,0,R,57,R,16,R,41,R,42,R,21,R,21,R,81,R,27,R,54,R,3,R,2,R,1,R,1127,R,428,R,699,R,49,R,12,R,37,R,27,R,13,R,14,R,21,R,9,R,12
2020,160755,12,16,2,2,18A,R,1410,R,531,R,879,R,3,R,3,Z,0,R,57,R,16,R,41,R,42,R,21,R,21,R,81,R,27,R,54,R,3,R,2,R,1,R,1127,R,428,R,699,R,49,R,12,R,37,R,27,R,13,R,14,R,21,R,9,R,12
2020,160755,13,17,2,2,19 ,R,1260,R,456,R,804,R,3,R,3,Z,0,R,51,R,13,R,38,R,33,R,15,R,18,R,70,R,20,R,50,R,3,R,2,R,1,R,1015,R,374,R,641,R,43,R,10,R,33,R,25,R,11,R,14,R,17,R,8,R,9
2020,160755,14,18,2,2,20 ,R,127,R,61,R,66,Z,0,Z,0,Z,0,R,5,R,2,R,3,R,9,R,6,R,3,R,8,R,5,R,3,Z,0,Z,0,Z,0,R,96,R,46,R,50,R,5,R,1,R,4,R,1,R,1,Z,0,R,3,Z,0,R,3
2020,160755,15,19,2,2,21 ,R,23,R,14,R,9,R,0,R,0,Z,0,R,1,R,1,R,0,R,0,R,0,R,0,R,3,R,2,R,1,R,0,R,0,R,0,R,16,R,8,R,8,R,1,R,1,R,0,R,1,R,1,R,0,R,1,R,1,R,0
2020,160755,16,20,2,2,30 ,R,194,R,79,R,115,Z,0,Z,0,Z,0,R,13,R,3,R,10,R,11,R,7,R,4,R,10,R,5,R,5,Z,0,Z,0,Z,0,R,141,R,58,R,83,R,12,R,3,R,9,R,7,R,3,R,4,Z,0,Z,0,Z,0
2020,160755,40,11,1,1,999,R,3,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,160755,41,31,1,1,999,R,4,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,160755,42,32,1,1,999,R,36,R,16,R,20,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,3,R,2,R,6,R,2,R,4,R,0,R,0,R,0,R,20,R,10,R,10,R,3,R,1,R,2,R,0,R,0,R,0,R,2,R,0,R,2
2020,160755,43,31,2,2,22 ,R,4,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,160755,44,32,2,2,23 ,R,36,R,16,R,20,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,3,R,2,R,6,R,2,R,4,R,0,R,0,R,0,R,20,R,10,R,10,R,3,R,1,R,2,R,0,R,0,R,0,R,2,R,0,R,2
2020,162928, 2,12,1,1,999,R,1463,R,748,R,715,R,1,R,1,R,0,R,368,R,180,R,188,R,65,R,30,R,35,R,209,R,107,R,102,R,2,R,0,R,2,R,571,R,303,R,268,R,76,R,39,R,37,R,21,R,10,R,11,R,150,R,78,R,72
2020,162928, 3,13,1,1,999,R,1381,R,704,R,677,R,1,R,1,R,0,R,355,R,172,R,183,R,59,R,27,R,32,R,194,R,97,R,97,R,2,R,0,R,2,R,541,R,288,R,253,R,71,R,37,R,34,R,18,R,10,R,8,R,140,R,72,R,68
2020,162928, 4,20,1,1,999,R,34,R,12,R,22,Z,0,Z,0,Z,0,R,5,R,1,R,4,R,3,R,1,R,2,R,6,R,4,R,2,Z,0,Z,0,Z,0,R,15,R,6,R,9,R,1,Z,0,R,1,R,2,Z,0,R,2,R,2,Z,0,R,2
2020,162928, 6,10,2,2,10 ,R,1470,R,754,R,716,R,1,R,1,R,0,R,370,R,182,R,188,R,65,R,30,R,35,R,209,R,107,R,102,R,2,R,0,R,2,R,574,R,305,R,269,R,76,R,39,R,37,R,21,R,10,R,11,R,152,R,80,R,72
2020,162928, 7,11,2,2,45 ,R,7,R,6,R,1,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0
2020,162928, 8,12,2,2,50 ,R,1463,R,748,R,715,R,1,R,1,R,0,R,368,R,180,R,188,R,65,R,30,R,35,R,209,R,107,R,102,R,2,R,0,R,2,R,571,R,303,R,268,R,76,R,39,R,37,R,21,R,10,R,11,R,150,R,78,R,72
2020,162928, 9,13,2,2,29A,R,1381,R,704,R,677,R,1,R,1,R,0,R,355,R,172,R,183,R,59,R,27,R,32,R,194,R,97,R,97,R,2,R,0,R,2,R,541,R,288,R,253,R,71,R,37,R,34,R,18,R,10,R,8,R,140,R,72,R,68
2020,162928,12,16,2,2,18A,R,1381,R,704,R,677,R,1,R,1,R,0,R,355,R,172,R,183,R,59,R,27,R,32,R,194,R,97,R,97,R,2,R,0,R,2,R,541,R,288,R,253,R,71,R,37,R,34,R,18,R,10,R,8,R,140,R,72,R,68
2020,162928,13,17,2,2,19 ,R,1298,R,641,R,657,R,1,R,1,R,0,R,338,R,159,R,179,R,53,R,23,R,30,R,184,R,91,R,93,R,2,R,0,R,2,R,518,R,270,R,248,R,67,R,34,R,33,R,18,R,10,R,8,R,117,R,53,R,64
2020,162928,14,18,2,2,20 ,R,61,R,43,R,18,Z,0,Z,0,Z,0,R,14,R,10,R,4,R,4,R,2,R,2,R,6,R,4,R,2,R,0,R,0,Z,0,R,22,R,17,R,5,R,3,R,2,R,1,Z,0,Z,0,Z,0,R,12,R,8,R,4
2020,162928,15,19,2,2,21 ,R,22,R,20,R,2,R,0,R,0,R,0,R,3,R,3,R,0,R,2,R,2,R,0,R,4,R,2,R,2,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,11,R,11,R,0
2020,162928,16,20,2,2,30 ,R,34,R,12,R,22,Z,0,Z,0,Z,0,R,5,R,1,R,4,R,3,R,1,R,2,R,6,R,4,R,2,Z,0,Z,0,Z,0,R,15,R,6,R,9,R,1,Z,0,R,1,R,2,Z,0,R,2,R,2,Z,0,R,2
2020,162928,40,11,1,1,999,R,7,R,6,R,1,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0
2020,162928,41,31,1,1,999,R,8,R,6,R,2,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,162928,42,32,1,1,999,R,40,R,26,R,14,R,0,R,0,R,0,R,6,R,5,R,1,R,3,R,2,R,1,R,8,R,6,R,2,R,0,R,0,R,0,R,12,R,7,R,5,R,2,R,0,R,2,R,1,R,0,R,1,R,8,R,6,R,2
2020,162928,43,31,2,2,22 ,R,8,R,6,R,2,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,162928,44,32,2,2,23 ,R,40,R,26,R,14,R,0,R,0,R,0,R,6,R,5,R,1,R,3,R,2,R,1,R,8,R,6,R,2,R,0,R,0,R,0,R,12,R,7,R,5,R,2,R,0,R,2,R,1,R,0,R,1,R,8,R,6,R,2
2020,163286, 2,12,1,1,999,R,4144,R,2267,R,1877,R,4,R,2,R,2,R,725,R,406,R,319,R,521,R,219,R,302,R,360,R,166,R,194,R,7,R,5,R,2,R,2128,R,1265,R,863,R,195,R,87,R,108,R,42,R,20,R,22,R,162,R,97,R,65
2020,163286, 3,13,1,1,999,R,3606,R,1934,R,1672,R,3,R,1,R,2,R,642,R,359,R,283,R,435,R,174,R,261,R,293,R,127,R,166,R,6,R,4,R,2,R,1876,R,1093,R,783,R,174,R,76,R,98,R,40,R,19,R,21,R,137,R,81,R,56
2020,163286, 4,20,1,1,999,R,349,R,206,R,143,R,1,R,1,R,0,R,43,R,19,R,24,R,53,R,23,R,30,R,46,R,26,R,20,R,0,R,0,R,0,R,189,R,128,R,61,R,15,R,8,R,7,R,2,R,1,R,1,R,0,R,0,R,0
2020,163286, 6,10,2,2,10 ,R,4126,R,2252,R,1874,R,4,R,2,R,2,R,725,R,406,R,319,R,520,R,219,R,301,R,360,R,166,R,194,R,7,R,5,R,2,R,2112,R,1251,R,861,R,195,R,87,R,108,R,41,R,19,R,22,R,162,R,97,R,65
2020,163286, 7,11,2,2,45 ,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,163286, 8,12,2,2,50 ,R,4124,R,2250,R,1874,R,4,R,2,R,2,R,725,R,406,R,319,R,520,R,219,R,301,R,360,R,166,R,194,R,7,R,5,R,2,R,2110,R,1249,R,861,R,195,R,87,R,108,R,41,R,19,R,22,R,162,R,97,R,65
2020,163286, 9,13,2,2,29A,R,3589,R,1919,R,1670,R,3,R,1,R,2,R,642,R,359,R,283,R,435,R,174,R,261,R,293,R,127,R,166,R,6,R,4,R,2,R,1860,R,1079,R,781,R,174,R,76,R,98,R,39,R,18,R,21,R,137,R,81,R,56
2020,163286,12,16,2,2,18A,R,3589,R,1919,R,1670,R,3,R,1,R,2,R,642,R,359,R,283,R,435,R,174,R,261,R,293,R,127,R,166,R,6,R,4,R,2,R,1860,R,1079,R,781,R,174,R,76,R,98,R,39,R,18,R,21,R,137,R,81,R,56
2020,163286,13,17,2,2,19 ,R,2878,R,1435,R,1443,R,3,R,1,R,2,R,511,R,266,R,245,R,290,R,93,R,197,R,207,R,82,R,125,R,4,R,2,R,2,R,1592,R,872,R,720,R,132,R,47,R,85,R,33,R,14,R,19,R,106,R,58,R,48
2020,163286,14,18,2,2,20 ,R,635,R,432,R,203,R,0,R,0,R,0,R,110,R,77,R,33,R,130,R,73,R,57,R,78,R,40,R,38,R,2,R,2,R,0,R,245,R,189,R,56,R,34,R,24,R,10,R,5,R,4,R,1,R,31,R,23,R,8
2020,163286,15,19,2,2,21 ,R,76,R,52,R,24,R,0,R,0,R,0,R,21,R,16,R,5,R,15,R,8,R,7,R,8,R,5,R,3,R,0,R,0,R,0,R,23,R,18,R,5,R,8,R,5,R,3,R,1,R,0,R,1,R,0,R,0,R,0
2020,163286,16,20,2,2,30 ,R,349,R,206,R,143,R,1,R,1,R,0,R,43,R,19,R,24,R,53,R,23,R,30,R,46,R,26,R,20,R,0,R,0,R,0,R,189,R,128,R,61,R,15,R,8,R,7,R,2,R,1,R,1,R,0,R,0,R,0
2020,163286,18,10,3,3,10 ,R,20,R,17,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,18,R,16,R,2,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0
2020,163286,20,12,3,3,50 ,R,20,R,17,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,18,R,16,R,2,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0
2020,163286,21,13,3,3,29A,R,17,R,15,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,16,R,14,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0
2020,163286,23,15,3,3,12A,R,11,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,R,10,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0
2020,163286,24,16,3,3,18A,R,6,R,4,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,4,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,163286,40,11,1,1,999,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
2020,163286,41,31,1,1,999,R,43,R,28,R,15,R,0,R,0,R,0,R,19,R,12,R,7,R,6,R,5,R,1,R,4,R,2,R,2,R,1,R,1,R,0,R,11,R,7,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,1
2020,163286,42,32,1,1,999,R,146,R,99,R,47,R,0,R,0,R,0,R,21,R,16,R,5,R,27,R,17,R,10,R,17,R,11,R,6,R,0,R,0,R,0,R,52,R,37,R,15,R,6,R,3,R,3,R,0,R,0,R,0,R,23,R,15,R,8
2020,163286,43,31,2,2,22 ,R,43,R,28,R,15,R,0,R,0,R,0,R,19,R,12,R,7,R,6,R,5,R,1,R,4,R,2,R,2,R,1,R,1,R,0,R,11,R,7,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,1
2020,163286,44,32,2,2,23 ,R,143,R,97,R,46,R,0,R,0,R,0,R,21,R,16,R,5,R,26,R,17,R,9,R,17,R,11,R,6,R,0,R,0,R,0,R,50,R,35,R,15,R,6,R,3,R,3,R,0,R,0,R,0,R,23,R,15,R,8
2020,163286,46,32,3,3,23 ,R,3,R,2,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,164924, 2,12,1,1,999,R,2334,R,1048,R,1286,R,1,R,1,R,0,R,206,R,90,R,116,R,89,R,38,R,51,R,213,R,87,R,126,R,1,R,1,R,0,R,1539,R,708,R,831,R,78,R,26,R,52,R,65,R,31,R,34,R,142,R,66,R,76
2020,164924, 3,13,1,1,999,R,2140,R,949,R,1191,R,1,R,1,R,0,R,192,R,84,R,108,R,72,R,29,R,43,R,194,R,78,R,116,R,1,R,1,R,0,R,1437,R,655,R,782,R,67,R,21,R,46,R,56,R,26,R,30,R,120,R,54,R,66
2020,164924, 4,20,1,1,999,R,143,R,70,R,73,R,0,R,0,R,0,R,12,R,5,R,7,R,14,R,8,R,6,R,18,R,9,R,9,R,0,R,0,R,0,R,83,R,40,R,43,R,7,R,3,R,4,R,8,R,5,R,3,R,1,R,0,R,1
2020,164924, 6,10,2,2,10 ,R,2340,R,1053,R,1287,R,1,R,1,R,0,R,207,R,91,R,116,R,89,R,38,R,51,R,214,R,88,R,126,R,1,R,1,R,0,R,1540,R,708,R,832,R,78,R,26,R,52,R,65,R,31,R,34,R,145,R,69,R,76
2020,164924, 7,11,2,2,45 ,R,6,R,5,R,1,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,3,R,0
2020,164924, 8,12,2,2,50 ,R,2334,R,1048,R,1286,R,1,R,1,R,0,R,206,R,90,R,116,R,89,R,38,R,51,R,213,R,87,R,126,R,1,R,1,R,0,R,1539,R,708,R,831,R,78,R,26,R,52,R,65,R,31,R,34,R,142,R,66,R,76
2020,164924, 9,13,2,2,29A,R,2140,R,949,R,1191,R,1,R,1,R,0,R,192,R,84,R,108,R,72,R,29,R,43,R,194,R,78,R,116,R,1,R,1,R,0,R,1437,R,655,R,782,R,67,R,21,R,46,R,56,R,26,R,30,R,120,R,54,R,66
2020,164924,12,16,2,2,18A,R,2140,R,949,R,1191,R,1,R,1,R,0,R,192,R,84,R,108,R,72,R,29,R,43,R,194,R,78,R,116,R,1,R,1,R,0,R,1437,R,655,R,782,R,67,R,21,R,46,R,56,R,26,R,30,R,120,R,54,R,66
2020,164924,13,17,2,2,19 ,R,2084,R,923,R,1161,R,1,R,1,R,0,R,185,R,82,R,103,R,66,R,27,R,39,R,191,R,77,R,114,R,1,R,1,R,0,R,1414,R,639,R,775,R,65,R,21,R,44,R,55,R,26,R,29,R,106,R,49,R,57
2020,164924,14,18,2,2,20 ,R,48,R,19,R,29,R,0,R,0,R,0,R,6,R,1,R,5,R,5,R,1,R,4,R,3,R,1,R,2,R,0,R,0,R,0,R,20,R,14,R,6,R,2,R,0,R,2,R,1,R,0,R,1,R,11,R,2,R,9
2020,164924,15,19,2,2,21 ,R,8,R,7,R,1,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,2,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,3,R,0
2020,164924,16,20,2,2,30 ,R,143,R,70,R,73,R,0,R,0,R,0,R,12,R,5,R,7,R,14,R,8,R,6,R,18,R,9,R,9,R,0,R,0,R,0,R,83,R,40,R,43,R,7,R,3,R,4,R,8,R,5,R,3,R,1,R,0,R,1
2020,164924,40,11,1,1,999,R,6,R,5,R,1,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,3,R,0
2020,164924,41,31,1,1,999,R,5,R,5,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,0
2020,164924,42,32,1,1,999,R,46,R,24,R,22,R,0,R,0,R,0,R,1,R,0,R,1,R,2,R,0,R,2,R,1,R,0,R,1,R,0,R,0,R,0,R,18,R,12,R,6,R,4,R,2,R,2,R,1,R,0,R,1,R,19,R,10,R,9
2020,164924,43,31,2,2,22 ,R,5,R,5,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,2,R,0
2020,164924,44,32,2,2,23 ,R,46,R,24,R,22,R,0,R,0,R,0,R,1,R,0,R,1,R,2,R,0,R,2,R,1,R,0,R,1,R,0,R,0,R,0,R,18,R,12,R,6,R,4,R,2,R,2,R,1,R,0,R,1,R,19,R,10,R,9
2020,164988, 2,12,1,1,999,R,3901,R,1460,R,2441,R,3,R,2,R,1,R,570,R,236,R,334,R,135,R,34,R,101,R,406,R,150,R,256,R,3,R,1,R,2,R,1668,R,580,R,1088,R,148,R,49,R,99,R,110,R,55,R,55,R,858,R,353,R,505
2020,164988, 3,13,1,1,999,R,3473,R,1294,R,2179,R,2,R,1,R,1,R,521,R,211,R,310,R,120,R,31,R,89,R,351,R,128,R,223,R,2,R,0,R,2,R,1474,R,520,R,954,R,130,R,40,R,90,R,99,R,51,R,48,R,774,R,312,R,462
2020,164988, 6,10,2,2,10 ,R,3915,R,1470,R,2445,R,3,R,2,R,1,R,570,R,236,R,334,R,136,R,34,R,102,R,407,R,150,R,257,R,3,R,1,R,2,R,1670,R,581,R,1089,R,148,R,49,R,99,R,112,R,56,R,56,R,866,R,361,R,505
2020,164988, 7,11,2,2,45 ,R,14,R,10,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,2,R,1,R,1,R,8,R,8,R,0
2020,164988, 8,12,2,2,50 ,R,3901,R,1460,R,2441,R,3,R,2,R,1,R,570,R,236,R,334,R,135,R,34,R,101,R,406,R,150,R,256,R,3,R,1,R,2,R,1668,R,580,R,1088,R,148,R,49,R,99,R,110,R,55,R,55,R,858,R,353,R,505
2020,164988, 9,13,2,2,29A,R,3473,R,1294,R,2179,R,2,R,1,R,1,R,521,R,211,R,310,R,120,R,31,R,89,R,351,R,128,R,223,R,2,R,0,R,2,R,1474,R,520,R,954,R,130,R,40,R,90,R,99,R,51,R,48,R,774,R,312,R,462
2020,164988,10,14,2,2,11A,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
2020,164988,12,16,2,2,18A,R,3472,R,1294,R,2178,R,2,R,1,R,1,R,521,R,211,R,310,R,120,R,31,R,89,R,351,R,128,R,223,R,2,R,0,R,2,R,1473,R,520,R,953,R,130,R,40,R,90,R,99,R,51,R,48,R,774,R,312,R,462
2020,164988,13,17,2,2,19 ,R,3269,R,1198,R,2071,R,2,R,1,R,1,R,488,R,192,R,296,R,112,R,29,R,83,R,332,R,121,R,211,R,2,R,0,R,2,R,1405,R,490,R,915,R,126,R,39,R,87,R,87,R,46,R,41,R,715,R,280,R,435
2020,164988,14,18,2,2,20 ,R,170,R,76,R,94,R,0,R,0,R,0,R,29,R,16,R,13,R,6,R,1,R,5,R,17,R,5,R,12,R,0,R,0,R,0,R,57,R,24,R,33,R,4,R,1,R,3,R,11,R,5,R,6,R,46,R,24,R,22
2020,164988,15,19,2,2,21 ,R,33,R,20,R,13,R,0,R,0,R,0,R,4,R,3,R,1,R,2,R,1,R,1,R,2,R,2,R,0,R,0,R,0,R,0,R,11,R,6,R,5,R,0,R,0,R,0,R,1,R,0,R,1,R,13,R,8,R,5
2020,164988,40,11,1,1,999,R,14,R,10,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,2,R,1,R,1,R,8,R,8,R,0
2020,164988,41,31,1,1,999,R,11,R,6,R,5,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,6,R,4,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,2,R,0,R,2
2020,164988,42,32,1,1,999,R,417,R,160,R,257,R,1,R,1,R,0,R,49,R,25,R,24,R,15,R,3,R,12,R,53,R,21,R,32,R,1,R,1,R,0,R,188,R,56,R,132,R,17,R,8,R,9,R,11,R,4,R,7,R,82,R,41,R,41
2020,164988,43,31,2,2,22 ,R,11,R,6,R,5,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,6,R,4,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,2,R,0,R,2
2020,164988,44,32,2,2,23 ,R,417,R,160,R,257,R,1,R,1,R,0,R,49,R,25,R,24,R,15,R,3,R,12,R,53,R,21,R,32,R,1,R,1,R,0,R,188,R,56,R,132,R,17,R,8,R,9,R,11,R,4,R,7,R,82,R,41,R,41
2020,165015, 2,12,1,1,999,R,854,R,375,R,479,R,1,R,0,R,1,R,115,R,43,R,72,R,42,R,13,R,29,R,56,R,30,R,26,R,0,R,0,R,0,R,400,R,184,R,216,R,20,R,7,R,13,R,19,R,10,R,9,R,201,R,88,R,113
2020,165015, 3,13,1,1,999,R,762,R,327,R,435,R,1,R,0,R,1,R,105,R,37,R,68,R,39,R,12,R,27,R,48,R,26,R,22,R,0,R,0,R,0,R,353,R,158,R,195,R,19,R,7,R,12,R,15,R,8,R,7,R,182,R,79,R,103
2020,165015, 4,20,1,1,999,R,61,R,27,R,34,R,0,R,0,R,0,R,7,R,3,R,4,R,1,R,0,R,1,R,6,R,3,R,3,R,0,R,0,R,0,R,40,R,19,R,21,R,1,R,0,R,1,R,2,R,0,R,2,R,4,R,2,R,2
2020,165015, 6,10,2,2,10 ,R,858,R,377,R,481,R,1,R,0,R,1,R,115,R,43,R,72,R,42,R,13,R,29,R,56,R,30,R,26,R,0,R,0,R,0,R,401,R,184,R,217,R,20,R,7,R,13,R,19,R,10,R,9,R,204,R,90,R,114
